что	hva	что	hva	PRO;NOM	N;INDF;NEUT;SG
хотел	ønsket	хотеть	ønske	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
хотел	ettersøkt	хотеть	ettersøkje	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
хотел	etterlyst	хотеть	etterlyse	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
местных	lokalt	местный	lokal	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
местных	lokal	местный	lokal	ADJ;GEN;PL	ADJ;INDF;SG
местных	local	местный	local	ADJ;GEN;PL	N
заслуги	merit	заслуга	merit	N;INAN;NOM;FEM;PL	N;INDF;SG
животные	animals	животное	animals	N;ANIM;NOM;NEUT;PL	N;INDF;MASC;SG
животные	dyr	животное	dyr	N;ANIM;NOM;NEUT;PL	N;INDF;NEUT;SG
тело	lik	тело	lik	N;INAN;NOM;NEUT;SG	ADJ;INDF;SG
направления	destinasjoner	направление	destinasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
температура	temperaturer	температура	temperatur	N;INAN;NOM;FEM;SG	N;INDF;MASC;PL
ирландии	irske	ирландия	irsk	N;INAN;NOM;FEM;PL	ADJ;PL
ирландии	ire	ирландия	ire	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
ирландии	irsk	ирландия	irsk	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
ирландии	irland	ирландия	irland	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
ирландии	ireland	ирландия	ireland	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
кому	koma	кто	kome	PRO;DAT	V;NFIN
выпущен	frigitt	выпустить	frigi	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
выпущен	sluppet	выпустить	slupp	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
выпущен	løslatt	выпустить	løslatt	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG
недели	uken	неделя	uken	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
недели	uke	неделя	uke	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
недели	uka	неделя	uka	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
недели	ukedager	неделя	ukedag	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
недели	ukevis	неделя	ukevis	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
недели	uker	неделя	uker	N;INAN;NOM;FEM;PL	N;INDF;SG
отсутствует	fraværende	отсутствовать	fraværende	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
отсутствует	manglende	отсутствовать	manglende	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
отсутствует	savnet	отсутствовать	savn	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;SG
отсутствует	forsvunnet	отсутствовать	forsvinne	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;SG
видимо	tilsynelatende	видимо	tilsynelatende	ADV	N;INDF;FEM;SG
видимо	visstnok	видимо	visstnok	ADV	N;INDF;MASC;SG
сингл	enslig	сингл	enslig	N;INAN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
архитектуры	arkitektur	архитектура	arkitektur	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
работали	jobbet	работать	jobb	V;IPFV;IND;PL;PST;FIN;ACT	N;DEF;NEUT;SG
работали	funka	работать	funke	V;IPFV;IND;PL;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
работали	funket	работать	funke	V;IPFV;IND;PL;PST;FIN;ACT	N;DEF;NEUT;SG
местах	posisjoner	место	posisjon	N;INAN;ESS;NEUT;PL	N;INDF;MASC;SG
политика	retningslinjene	политика	retningslinje	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
политика	retningslinjer	политика	retningslinje	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
политика	retningslinjene	политика	retningslinje	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
политика	retningslinjer	политика	retningslinje	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
речи	taler	речь	tale	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN
речи	talene	речь	tale	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
выход	avslutter	выход	avslutte	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN
материал	materiell	материал	materiell	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
игроков	spillere	игрок	spillere	N;ANIM;GEN;MASC;PL	V;NFIN
добавить	add	добавить	add	V;PFV;NFIN;ACT	N
автоматически	automatisk	автоматически	automatisk	ADV	ADJ;INDF;NEUT;SG
автоматически	automatgir	автоматически	automatgir	ADV	N;INDF;MASC;SG
автоматически	automatisk	автоматически	automatisk	ADV	ADJ;INDF;NEUT;SG
лучшая	best	лучший	bra	ADJ;NOM;FEM;SG	ADJ;INDF;RL
лучшая	beste	лучший	god	ADJ;NOM;FEM;SG	ADJ;DEF;RL
белый	hvit	белый	hvit	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
белый	white	белый	white	ADJ;NOM;MASC;SG	N;INDF
белый	hvitt	белый	hvi	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
белый	hvite	белый	hvite	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
персонажей	tegn	персонаж	tegn	N;ANIM;GEN;MASC;PL	N;INDF;NEUT;SG
фразы	fraser	фраза	frase	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
носители	bærere	носитель	bærere	N;ANIM;NOM;MASC;PL	V;NFIN
северный	nordover	северный	nordov	ADJ;NOM;MASC;SG	ADP
северный	north	северный	north	ADJ;NOM;MASC;SG	PROPN
северный	nord	северный	nord	ADJ;NOM;MASC;SG	ADP
северный	nordlige	северный	nordlig	ADJ;NOM;MASC;SG	ADJ;PL
северный	northern	северный	northern	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
сооружения	installasjoner	сооружение	installasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
играет	avspillinger	играть	avspillinger	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
играет	skuespill	играть	skuespill	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
играет	spiler	играть	spile	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
писателей	forfattere	писатель	forfattere	N;ANIM;ACC;MASC;PL	V;NFIN
женщина	kvinnelige	женщина	kvinnelig	N;ANIM;NOM;FEM;SG	ADJ;PL
преподаватели	professorer	преподаватель	professore	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
преподаватели	lærere	преподаватель	lærere	N;ANIM;NOM;MASC;PL	V;NFIN
преподаватели	lærerne	преподаватель	lærern	N;ANIM;NOM;MASC;PL	N;INDF;FEM;SG
преподаватели	fakultet	преподаватель	fakultet	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
серебряный	silver	серебряный	silver	ADJ;NOM;MASC;SG	N;INDF;SG
серебряный	sølv	серебряный	sølv	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
леонид	leonidas	леонид	leonid	N;ANIM;NOM;MASC;SG	N;GEN;DEF;FEM;SG
обучения	lærer	обучение	lære	N;INAN;GEN;NEUT;SG	V;IND;PRS;FIN
опыт	erfaringer	опыт	erfaring	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
свет	lampene	свет	lamp	N;INAN;NOM;MASC;SG	N;DEF;FEM;PL
играть	avspilling	играть	avspilling	V;IPFV;NFIN;ACT	N;INDF;FEM;SG
играть	leke	играть	leke	V;IPFV;NFIN;ACT	N;INDF;FEM;SG
играть	lek	играть	lek	V;IPFV;NFIN;ACT	N;INDF;MASC;SG
играть	spill	играть	spill	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
применение	søke	применение	søk	N;INAN;NOM;NEUT;SG	V;IMP;NFIN
установлен	installerte	установить	installere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
установлен	installert	установить	installere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
интересные	interresant	интересный	interresant	ADJ;NOM;PL	N;INDF;MASC;SG
интересные	interessant	интересный	interessant	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
политических	politisk	политический	politisk	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
исторические	historisk	исторический	historisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
исторические	historisk	исторический	historisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
красная	rødt	красный	rødt	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
красная	rød	красный	rød	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
красная	red	красный	red	ADJ;NOM;FEM;SG	N
раунд	rundt	раунд	rundt	N;INAN;NOM;MASC;SG	ADP
раунд	rund	раунд	rund	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
специально	spesielt	специально	spesiell	ADV	ADJ;INDF;NEUT;SG
дни	days	день	days	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
контроль	kontroller	контроль	kontrollere	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
контроль	kontrollere	контроль	kontrollere	N;INAN;NOM;MASC;SG	V;NFIN
контроль	overvåker	контроль	overvåke	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
контроль	kontroller	контроль	kontrollere	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
контроль	kontrollerer	контроль	kontrollere	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN
контроль	kontrollene	контроль	kontrolle	N;INAN;NOM;MASC;SG	N;DEF;FEM;PL
требования	krav	требование	krav	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
требования	krav	требование	krav	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
попытки	forsøk	попытка	forsøk	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
министров	ministre	министр	ministre	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
приняли	omfavnet	принять	omfavn	V;PFV;IND;PL;PST;FIN;ACT	N;DEF;NEUT;SG
цели	mål	цель	mål	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
цели	goals	цель	goal	N;INAN;NOM;FEM;PL	N;INDF;SG
семь	seven	семь	seve	NUM;NOM	N;INDF;NEUT;SG
семь	syv	семь	syve	NUM;NOM	
семь	syver	семь	syve	NUM;NOM	N;INDF;MASC;SG
женат	gift	женатый	gift	N;ANIM;NOM;MASC;SG	ADJ;INDF;SG
художественный	kunstneriske	художественный	kunstnerisk	ADJ;NOM;MASC;SG	ADJ;PL
состоял	besto	состоять	besto	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
курс	sjølsagt	курс	sjølsagt	N;INAN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
оценки	seertall	оценка	seertall	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
оценки	anslag	оценка	anslag	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
спорт	idretter	спорт	idretter	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
условия	betingelser	условие	betingelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
условия	betingelser	условие	betingelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
назначения	destinasjoner	назначение	destinasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
построена	bygget	строить	bygg	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
построена	bygde	строить	byggje	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
построена	bygd	строить	byggje	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
невозможно	umulige	невозможный	umulig	ADJ;NEUT;SG	ADJ;PL
привести	bring	привести	bringe	V;PFV;NFIN;ACT	N;INDF;MASC;SG
привести	bringe	привести	bringe	V;PFV;NFIN;ACT	N;INDF;FEM;SG
осенью	fall	осень	falle	N;INAN;INS;FEM;SG	V;IND;PST;FIN
осенью	falle	осень	falle	N;INAN;INS;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
понял	forstått	понять	forstå	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
понял	forstatt	понять	forsta	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;FEM;SG
обе	både	оба	både	NUM;NOM;FEM	CONJ
обе	begge	оба	begge	NUM;NOM;FEM	PRO;PL;3
количества	mengder	количество	mengd	N;INAN;GEN;NEUT;SG	N;INDF;FEM;PL
установлены	installerte	установить	installere	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
установлены	installert	установить	installere	V;PFV;PL;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
открытия	åpning	открытие	åpning	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
водных	sjøfugl	водный	sjøfugl	ADJ;GEN;PL	N;INDF;MASC;SG
аргументы	argumentet	аргумент	argument	N;INAN;NOM;MASC;PL	N;DEF;NEUT;SG
аргументы	argumentasjon	аргумент	argumentasjon	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
выступления	taler	выступление	tale	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN
выступления	presentasjoner	выступление	presentasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
крест	krysse	крест	krysse	N;INAN;NOM;MASC;SG	V;NFIN
воду	vann	вода	vinne	N;INAN;ACC;FEM;SG	V;IND;PST;FIN
ученики	elever	ученик	elev	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
ученики	elever	ученик	elev	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
марка	merk	марка	merk	N;INAN;NOM;FEM;SG	V;IMP;FIN
депутаты	assistenter	депутат	assistenter	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
депутаты	mps	депутат	mps	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
требует	krav	требовать	krav	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
определение	definere	определение	definere	N;INAN;NOM;NEUT;SG	V;NFIN
швейцарии	sveits	швейцария	sveits	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
швейцарии	sveitsiske	швейцария	sveitsisk	N;INAN;NOM;FEM;PL	ADJ;PL
швейцарии	sveitsisk	швейцария	sveitsisk	N;INAN;NOM;FEM;PL	ADJ;INDF;NEUT;SG
швейцарии	swiss	швейцария	swiss	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
соединения	forbindelser	соединение	forbindelse	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
приблизительно	omtrentlig	приблизительно	omtrentlig	ADV	ADJ;INDF;NEUT;SG
приблизительно	tilnærmet	приблизительно	tilnærm	ADV	N;DEF;NEUT;SG
остался	ble	остаться	ble	V;PFV;MASC;IND;SG;PST;FIN;MID	
остался	forblitt	остаться	forbli	V;PFV;MASC;IND;SG;PST;FIN;MID	N;INDF;MASC;SG
остался	forble	остаться	forble	V;PFV;MASC;IND;SG;PST;FIN;MID	N;INDF;MASC;SG
свободы	frihet	свобода	frih	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
грузии	georgisk	грузия	georgisk	N;INAN;NOM;FEM;SG	ADJ;INDF;SG
рек	rivers	река	rivers	N;INAN;GEN;FEM;PL	N;INDF;NEUT;SG
верхней	øvre	верхний	øvre	ADJ;INS;FEM;SG	ADJ;CMPR
отдельный	skill	отдельный	skill	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
отдельный	atskilt	отдельный	atskilje	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
отдельный	skille	отдельный	skille	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
матчи	fyrstikker	матч	fyrstikker	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
матчи	treff	матч	treff	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
представитель	representativt	представитель	representativ	N;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
отношений	relasjoner	отношение	relasjon	N;INAN;GEN;NEUT;PL	N;INDF;MASC;SG
латвии	latvia	латвия	latvia	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
латвии	latvias	латвия	latvias	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
латвии	latvisk	латвия	latvisk	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
латвии	latviske	латвия	latvisk	N;INAN;NOM;FEM;PL	ADJ;PL
муниципальных	kommunal	муниципальный	kommunal	ADJ;GEN;PL	ADJ;INDF;SG
муниципальных	kommunalt	муниципальный	kommunal	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
муниципальные	kommunal	муниципальный	kommunal	ADJ;NOM;PL	ADJ;INDF;SG
муниципальные	kommunalt	муниципальный	kommunal	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
итальянский	italiener	итальянский	italiene	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
итальянский	italienske	итальянский	italiensk	ADJ;NOM;MASC;SG	ADJ;PL
итальянский	italiensk	итальянский	italiensk	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
требуется	obligatorisk	требоваться	obligatorisk	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;INDF;NEUT;SG
требуется	påkrevd	требоваться	påkreve	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;INDF;NEUT;SG;V.PTCP
требуется	kreves	требоваться	krevje	V;IPFV;IND;SG;3;PRS;FIN;MID	N;INDF;MASC;SG
требуется	trengtes	требоваться	trengte	V;IPFV;IND;SG;3;PRS;FIN;MID	N;INDF;MASC;SG
требуется	trengt	требоваться	trengje	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;INDF;NEUT;SG;V.PTCP
требуется	behov	требоваться	behov	V;IPFV;IND;SG;3;PRS;FIN;MID	N;INDF;NEUT;SG
требуется	trengte	требоваться	trengje	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PST;FIN
московская	moscow	московский	moscow	ADJ;NOM;FEM;SG	N
московская	moskva	московский	moskve	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
молодой	young	молодой	young	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
молодой	unge	молодой	ung	ADJ;NOM;MASC;SG	ADJ;PL
принят	godtatt	принять	godta	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
принят	godtas	принять	godta	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;INDF;MASC;SG
принят	akseptert	принять	akseptere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
принят	godkjent	принять	godkjenne	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
принят	aksepterte	принять	akseptere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
принят	adoptert	принять	adoptere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
принят	vedtatt	принять	vedta	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
принят	implementert	принять	implementere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
переехал	beveget	переехать	beveg	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
переехал	flytta	переехать	flytte	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
переехал	flyttet	переехать	flytt	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
растения	plante	растение	plant	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
формирования	danner	формирование	dann	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN
формирования	formasjon	формирование	formasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
чемпионов	mestere	чемпион	mestere	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
работала	jobbet	работать	jobb	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
работала	funka	работать	funke	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
работала	funket	работать	funke	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
говорить	snakkes	говорить	snakkes	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
говорить	snakk	говорить	snakk	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
говорить	talk	говорить	talk	V;IPFV;NFIN;ACT	N;INDF;MASC;SG
говорить	tal	говорить	tal	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
говорить	snakk	говорить	snakk	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
говорить	speak	говорить	speak	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
убит	myrdet	убить	myrde	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
убит	drept	убить	drepe	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
убит	drepte	убить	drepe	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
убит	drept	убить	drepe	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
убит	drept	убить	drepe	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
свойства	egenskaper	свойство	egenskap	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
доход	inntekter	доход	inntekt	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
корабли	skuter	корабль	skuter	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
татьяна	tatiana	татьяна	tatian	N;ANIM;NOM;FEM;SG	N;DEF;MASC;PL
предложения	tilbud	предложение	tilbud	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
предложения	forslag	предложение	forslag	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
связанные	sammenkoblet	связать	sammenkobl	V;PFV;NOM;PL;PST;V.PTCP;PASS	N;DEF;NEUT;SG
связанные	tilknyttet	связать	tilknytte	V;PFV;NOM;PL;PST;V.PTCP;PASS	N;DEF;NEUT;SG
связанные	knyttet	связать	knytt	V;PFV;NOM;PL;PST;V.PTCP;PASS	N;DEF;NEUT;SG
связанные	lenket	связать	lank	V;PFV;NOM;PL;PST;V.PTCP;PASS	N;DEF;NEUT;SG
связанные	koblet	связать	kobl	V;PFV;NOM;PL;PST;V.PTCP;PASS	N;DEF;NEUT;SG
связанные	relatert	связать	relatere	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
связанные	relaterte	связать	relatere	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
моя	mitt	мой	min	DET;NOM;FEM;SG	PRO;NEUT;SG
моя	gruve	мой	gruve	DET;NOM;FEM;SG	N;INDF;FEM;SG
моя	mine	мой	min	DET;NOM;FEM;SG	PRO;PL
моя	min	мой	min	DET;NOM;FEM;SG	PRO;MASC;SG
определения	definisjoner	определение	definisjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
португалии	portugisiske	португалия	portugisk	N;INAN;NOM;NEUT;PL	ADJ;PL
португалии	portugisisk	португалия	portugisisk	N;INAN;NOM;NEUT;PL	ADJ;INDF;NEUT;SG
португалии	portugal	португалия	portugal	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
ворота	gate	ворота	gate	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
ворота	port	ворота	port	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
