ausscheiden	звільнення	ausscheiden	звільнення	V;NFIN	N;INAN;NOM;NEUT;SG
schaut	дивіться	schauen	дивитися	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN
schaut	дивися	schauen	дитися	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
schaut	дивись	schauen	дивися	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
naturwissenschaften	наука	naturwissenschaft	наука	ADJ	N;INAN;NOM;FEM;SG
naturwissenschaften	науки	naturwissenschaft	наука	ADJ	N;INAN;NOM;FEM;PL
naturwissenschaften	наук	naturwissenschaft	наука	ADJ	N;INAN;GEN;FEM;PL
barocke	бароко	barock	бароко	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
matthew	матвія	matthew	матвія	PROPN	PROPN;ANIM;NOM;FEM;SG
matthew	матвій	matthew	матвій	PROPN	PROPN;ANIM;NOM;MASC;SG
matthew	метью	matthew	меть	PROPN	PROPN;ANIM;NOM;FEM;SG
argentinischer	аргентинець	argentinisch	аргентинець	ADJ	N;ANIM;NOM;MASC;SG
argentinischer	аргентини	argentinisch	аргентина	ADJ	PROPN;INAN;NOM;FEM;SG
positiven	позитивно	positiv	позитивно	ADJ	ADV
positiven	позитив	positiv	позитив	ADJ	N;INAN;NOM;MASC;SG
positiven	спрацьовування	positiv	спрацьовування	ADJ	N;INAN;NOM;NEUT;SG
dunkle	темна	dunkel	темний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
dunkle	темний	dunkel	темний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
dunkle	темне	dunkel	темний	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
dunkle	темно	dunkel	темно	ADJ;NOM;FEM;PL	ADV
floh	блоха	fliehen	блох	V;IND;SG;3;FIN	N;ANIM;NOM;FEM;SG
floh	втекли	fliehen	втекти	V;IND;SG;3;FIN	V;PFV;IND;PL;PST;FIN
helene	гелен	helen	гелен	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
helene	хелен	helen	хелен	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
relief	рельєф	relaufen	рельєф		N;INAN;NOM;MASC;SG
relief	полегшенням	relaufen	полегшення		N;INAN;INS;NEUT;SG
vogt	війт	vogen	війти	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
vogt	бальї	vogen	баль	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
angela	ангела	angela	ангел	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;SG
margarete	маргарет	margaret	маргарет	N;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
deutet	відзначено	deuten	відзначити	V;IND;SG;3;PRS;FIN	V;PFV;IND;0;FIN
ruprecht	руперт	ruprecht	руперт	PROPN	PROPN;ANIM;NOM;MASC;SG
religionen	релігій	religion	релігія	N;NOM;PL	N;INAN;GEN;FEM;PL
religionen	релігійна	religion	релігійний	N;NOM;PL	ADJ;NOM;FEM;SG
religionen	релігійні	religion	релігійний	N;NOM;PL	ADJ;NOM;PL
religionen	релігія	religion	релігія	N;NOM;PL	N;INAN;NOM;FEM;SG
mitwirkung	участь	mitwirkung	участь	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
mitwirkung	участі	mitwirkung	участь	N;NOM;FEM;SG	N;INAN;ACC;FEM;PL
mitwirkung	участь	mitwirkung	участь	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
romanische	романський	romanisch	романський	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
head	head	head	head	PROPN;NOM;SG	
head	голова	head	голова	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
head	голівка	head	голівка	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
leonard	леонард	leonard	леонард	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
disney	дісней	disney	дісня	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG
disney	disney	disney	disney	PROPN;NOM;MASC;SG	
helm	проведених	helm	проведений		ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
helm	шолом	helm	шолом		N;INAN;NOM;MASC;SG
ruinen	руїни	ruin	руїна	V;NFIN	N;INAN;NOM;FEM;PL
orientierte	орієнтовані	orientieren	орієнтований	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
offenbach	оффенбах	offenbach	оффенби	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
sky	небом	sky	небо		N;INAN;INS;NEUT;SG
sky	небо	sky	небо		N;INAN;NOM;NEUT;SG
afrikanischen	африканська	afrikanisch	африканський	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
afrikanischen	африканський	afrikanisch	африканський	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
afrikanischen	африканські	afrikanisch	африканський	ADJ;ACC;MASC;SG	ADJ;NOM;PL
afrikanischen	африканських	afrikanisch	африканський	ADJ;ACC;MASC;SG	ADJ;ANIM;ACC;PL
zeitalter	віки	zeitalter	вік	ADJ	N;INAN;NOM;MASC;PL
zeitalter	епоха	zeitalter	епоха	ADJ	N;INAN;NOM;FEM;SG
vision	видіння	vision	видіння		N;INAN;NOM;NEUT;SG
vision	зір	vision	зір		N;INAN;NOM;FEM;PL
vision	vision	vision	vision		
vision	бачення	vision	бачення		N;INAN;NOM;NEUT;SG
jorge	хорхе	jorge	хорхе	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
kilogramm	кілограми	kilogramm	кілограма	ADJ	N;INAN;INS;FEM;PL
kilogramm	кілограмів	kilogramm	кілограм	ADJ	N;INAN;GEN;MASC;PL
kilogramm	грамів	kilogramm	грам	ADJ	N;INAN;GEN;MASC;PL
kilogramm	кілограм	kilogramm	кілограма	ADJ	N;INAN;NOM;MASC;SG
kilogramm	кіло	kilogramm	кіло	ADJ	
bassist	бас	bassist	бас	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
bassist	басс	bassist	басс	PROPN;NOM;SG	
schwert	лезо	schwern	лезо		N;INAN;NOM;NEUT;SG
schwert	клинок	schwern	клинка		N;INAN;NOM;MASC;SG
schwert	шаблі	schwern	шабля		N;INAN;NOM;FEM;PL
schwert	мечі	schwern	меч		N;INAN;NOM;MASC;PL
schwert	мечем	schwern	меч		N;INAN;INS;MASC;SG
schwert	меч	schwern	меч.		N;INAN;NOM;MASC;SG
elsass	ельзас	elsassen	ельзас	PROPN;NOM;SG	PROPN;INAN;NOM;FEM;SG
schlagen	біт	schlagen	біт	V;NFIN	
schlagen	побиття	schlagen	побиття	V;NFIN	N;INAN;NOM;NEUT;SG
schlagen	удару	schlagen	удар	V;NFIN	N;INAN;GEN;MASC;SG
schlagen	кидок	schlagen	кидок	V;NFIN	N;INAN;NOM;MASC;SG
schlagen	удар	schlagen	удар	V;NFIN	N;INAN;NOM;MASC;SG
phoenix	фенікс	phoenix	фенікс	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
italia	italia	italia	italia	PROPN;SG	
glaubens	віра	glaubens	віра	N;NOM;NEUT;PL	N;ANIM;NOM;FEM;SG
gewerkschaft	union	gewerkschaft	union	ADJ	
gewerkschaft	союз	gewerkschaft	союз	ADJ	N;INAN;NOM;MASC;SG
gewerkschaft	юніон	gewerkschaft	юніон	ADJ	PROPN;INAN;NOM;MASC;SG
gewerkschaft	профспілки	gewerkschaft	профспілка	ADJ	N;INAN;NOM;FEM;PL
gewerkschaft	профспілок	gewerkschaft	профспілка	ADJ	N;INAN;GEN;FEM;PL
touristen	туристів	tourist	турист		N;ANIM;ACC;MASC;PL
touristen	туристи	tourist	туристи		N;ANIM;NOM;MASC;PL
touristen	туристичний	tourist	туристичний		ADJ;NOM;MASC;SG
touristen	туристичні	tourist	туристичний		ADJ;NOM;PL
touristen	турист	tourist	турист		N;ANIM;NOM;MASC;SG
touristen	туристичне	tourist	туристичний		ADJ;NOM;NEUT;SG
geschwister	родичі	geschwister	родич	ADJ	N;ANIM;NOM;MASC;PL
oregon	орегон	oregon	орегон	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
christina	крістіна	christina	крістін	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
christina	христина	christina	христина	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
rks	ркс	rks	ркс		
normen	нормам	normen	норма	V;NFIN	N;INAN;DAT;FEM;PL
normen	стандартів	normen	стандарт	V;NFIN	N;INAN;GEN;MASC;PL
normen	стандартами	normen	стандарт	V;NFIN	N;INAN;INS;MASC;PL
normen	стандартам	normen	стандарт	V;NFIN	N;INAN;DAT;MASC;PL
normen	стандарти	normen	стандарт	V;NFIN	N;INAN;NOM;MASC;PL
ansässig	жителька	ansässig	жителька	ADJ	N;ANIM;NOM;FEM;SG
erkrankungen	недуг	erkrankung	недуг	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
erkrankungen	хворобу	erkrankung	хвороба	N;NOM;FEM;PL	N;INAN;ACC;FEM;SG
erkrankungen	хвороб	erkrankung	хвороб	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
erkrankungen	захворювань	erkrankung	захворювання	N;NOM;FEM;PL	N;INAN;GEN;NEUT;PL
erkrankungen	захворювання	erkrankung	захворювання	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
agentur	агенція	agentur	агенція	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
agentur	агентство	agentur	агентство	PROPN;NOM;SG	N;INAN;NOM;NEUT;SG
iwan	іван	iwan	іван	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
iwan	іванко	iwan	іванка	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
schreiber	писар	schreiber	писар	ADJ	N;ANIM;NOM;MASC;SG
schreiber	шрайбер	schreiber	шрайбер	ADJ	PROPN;ANIM;NOM;MASC;SG
blüte	краєвидом	blüt	краєвид	N;NOM;FEM;SG	N;INAN;INS;MASC;SG
blüte	квітки	blüt	квітка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
blüte	цвіте	blüt	цвісти	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
blüte	блум	blüt	блум	N;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG
punk	панк	punk	панк	PROPN;SG	N;INAN;NOM;MASC;SG
ausländische	іноземних	ausländisch	іноземний	ADJ;NOM;FEM;PL	ADJ;ACC;PL
ausländische	іноземний	ausländisch	іноземний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
dell	dell	dell	dell	PROPN;NOM;MASC;SG	
dell	делл	dell	делл	PROPN;NOM;MASC;SG	
digitalen	цифрове	digital	цифровий	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG
digitalen	digital	digital	digital	ADJ;ACC;MASC;SG	
digitalen	цифрова	digital	цифровий	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
digitalen	цифровий	digital	цифровий	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
joan	іванна	joan	іванний	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
joan	джоан	joan	джоан	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
enger	ближче	eng	ближче	ADJ	ADV;CMPR
enger	міцніше	eng	міцніше	ADJ	ADV;CMPR
enger	посилити	eng	посилити	ADJ	V;PFV;NFIN
tabellen	столи	tabell	стіл	V;NFIN	N;INAN;NOM;MASC;PL
tabellen	столики	tabell	столик	V;NFIN	N;INAN;NOM;MASC;PL
tabellen	таблиці	tabell	таблиця	V;NFIN	N;INAN;NOM;FEM;PL
tabellen	таблиць	tabell	таблиця	V;NFIN	N;INAN;GEN;FEM;PL
westlicher	західному	westlich	західний	ADJ	N;INAN;DAT;NEUT;SG
einladung	запрошую	einladung	запрошувати	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
einladung	запросити	einladung	запросити	N;FEM;SG	V;PFV;NFIN
stadtverwaltung	муніципалітет	stadtverwaltung	муніципалітет	PROPN	N;INAN;NOM;MASC;SG
stadtverwaltung	край	stadtverwaltung	край	PROPN	N;INAN;NOM;MASC;SG
stadtverwaltung	муніципальна	stadtverwaltung	муніципальний	PROPN	ADJ;NOM;FEM;SG
stadtverwaltung	муніципальний	stadtverwaltung	муніципальний	PROPN	ADJ;NOM;MASC;SG
slowenien	словенії	slowenien	словенія	PROPN	PROPN;INAN;GEN;FEM;SG
slowenien	словенія	slowenien	словенія	PROPN	PROPN;INAN;NOM;NEUT;SG
disziplinen	дисципліна	disziplin	дисципліна	N;NOM;PL	N;INAN;NOM;FEM;SG
disziplinen	дисциплін	disziplin	дисципліна	N;NOM;PL	N;INAN;GEN;FEM;PL
alltag	щоденне	alltag	щоденний	PROPN	ADJ;NOM;NEUT;SG
alltag	щоденного	alltag	щоденний	PROPN	ADJ;GEN;MASC;SG
alltag	щоденна	alltag	щоденний	PROPN	ADJ;NOM;FEM;SG
alltag	everyday	alltag	everyday	PROPN	
gesungen	спів	singen	спіти	V;V.PTCP	N;INAN;NOM;MASC;SG
gesungen	сон	singen	сон	V;V.PTCP	N;INAN;NOM;MASC;SG
gesungen	авторська	singen	авторський	V;V.PTCP	ADJ;NOM;FEM;SG
jerry	джері	jerry	джері	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jerry	джеррі	jerry	джерра	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
türken	турка	türken	турка	N;PL	PROPN;INAN;NOM;FEM;SG
türken	турок	türken	турок	N;PL	N;ANIM;NOM;MASC;SG
hawaii	гаваї	hawaii	гавати	PROPN;NOM;SG	PROPN;INAN;NOM;FEM;SG
zeitweilig	тимчасово	zeitweilig	тимчасово	ADJ	ADV
zeitweilig	тимчасово	zeitweilig	тимчасово	ADJ	ADV
jules	жуль	jules	жуль	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jährlichen	щорічно	jährlich	щорічно	ADJ	ADV
jährlichen	щороку	jährlich	щороку	ADJ	ADV
akademische	академічна	akademisch	академічний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
akademische	навчального	akademisch	навчальний	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;SG
akademische	академічний	akademisch	академічний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
gelehrten	популяризацію	gelehrt	популяризація	ADJ;PL	N;INAN;ACC;FEM;SG
gelehrten	історик	gelehrt	історик	ADJ;PL	N;ANIM;NOM;MASC;SG
gelehrten	вченим	gelehrt	вчений	ADJ;PL	ADJ;PFV;INS;MASC;SG;V.PTCP;PASS
mine	копальня	mine	копальня		N;INAN;NOM;FEM;SG
mine	моє	mine	мій		DET;NOM;NEUT;SG;1
mine	мій	mine	мій		DET;NOM;MASC;SG;1
mine	міна	mine	міна		N;INAN;NOM;FEM;SG
fachhochschule	політехнічний	fachhochschule	політехнічний	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
überleben	виживання	überleben	виживання	V;NFIN	N;INAN;NOM;NEUT;SG
école	еколь	école	еколь	PROPN;NOM;MASC;SG	
école	ecole	école	ecole	PROPN;NOM;MASC;SG	
anpassung	адаптацію	anpassung	адаптація	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
anpassung	адаптації	anpassung	адаптація	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
flach	рівна	flach	рівний	ADJ	N;INAN;NOM;FEM;SG
entwickler	розробникам	entwickl	розробник		N;ANIM;DAT;MASC;PL
entwickler	розробники	entwickl	розробник		N;ANIM;NOM;MASC;PL
entwickler	розробник	entwickl	розробник		N;ANIM;NOM;MASC;SG
entwickler	розробника	entwickl	розробник		N;ANIM;ACC;MASC;SG
kostenlos	freeware	kostenlos	freeware	ADJ	
kostenlos	безкоштовно	kostenlos	безкоштовно	ADJ	ADV
kostenlos	вільно	kostenlos	вільно	ADJ	ADV
under	під	under	під		ADP;ACC
under	under	under	under		
anwesenheit	приїзд	anwesenheit	приїзд	ADJ	N;INAN;NOM;MASC;SG
anwesenheit	присутність	anwesenheit	присутність	ADJ	N;INAN;NOM;FEM;SG
liedern	пісень	liedern	пісня	V;NFIN	N;INAN;GEN;FEM;PL
liedern	пісні	liedern	пісня	V;NFIN	N;INAN;NOM;FEM;PL
liedern	songs	liedern	songs	V;NFIN	
israelischen	ізраїльська	israelisch	ізраїльський	ADJ;PL	ADJ;NOM;FEM;SG
freude	радості	freude	радість		N;INAN;GEN;FEM;PL
freude	радість	freude	радість		N;INAN;NOM;FEM;SG
freude	щастя	freude	щастя		N;INAN;NOM;NEUT;SG
freude	ласки	freude	ласка		N;INAN;NOM;FEM;PL
freude	задоволенням	freude	задоволення		N;INAN;INS;NEUT;SG
freude	задоволення	freude	задоволення		N;INAN;NOM;NEUT;SG
rotterdam	роттердам	rotterdam	роттерд	PROPN	N;INAN;NOM;MASC;PL
unterzeichnete	підписано	unterzeichnen	підписати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
unterzeichnete	підписали	unterzeichnen	підписати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
effekte	ефект	effekt	ефект	N;NOM;PL	N;INAN;NOM;MASC;SG
gletscher	льодовик	gletsch	льодовик		N;INAN;NOM;MASC;SG
gletscher	льодовики	gletsch	льодовик		N;INAN;NOM;MASC;PL
indische	індійська	indisch	індійський	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
indische	індійський	indisch	індійський	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
offs	оф	offs	оф		
offs	злетів	offs	злетіти		V;PFV;MASC;IND;SG;PST;FIN
bekämpfung	combat	bekämpfung	combat	N;SG	
bekämpfung	бойове	bekämpfung	бойовий	N;SG	ADJ;NOM;NEUT;SG
essay	есе	essey	есе		
essay	твори	essey	твір		N;INAN;NOM;MASC;PL
operationen	дії	operation	дія	V;NFIN	N;INAN;NOM;FEM;PL
operationen	операцій	operation	операція	V;NFIN	N;INAN;GEN;FEM;PL
operationen	операції	operation	операція	V;NFIN	N;INAN;NOM;FEM;PL
operationen	хірургія	operation	хірургія	V;NFIN	N;INAN;NOM;FEM;SG
haute	от	hauten	от		PART
stetig	рівно	stetig	рівно	ADJ	ADV
stetig	стабільно	stetig	стабільно	ADJ	ADV
montana	монтана	montana	монтан	PROPN;NOM;SG	PROPN;INAN;NOM;FEM;SG
kleinste	найменша	klein	найменший	ADJ;NOM;FEM;PL	ADJ;NOM;RL;FEM;SG
kleinste	найменший	klein	найменший	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;MASC;SG
kleinste	найменше	klein	найменше	ADJ;NOM;FEM;PL	ADV;RL
kontinuierlich	неодноразово	kontinuierlich	неодноразово	ADJ	ADV
kontinuierlich	продовження	kontinuierlich	продовження	ADJ	N;INAN;NOM;NEUT;SG
kontinuierlich	постійно	kontinuierlich	постійно	ADJ	ADV
wayne	вейн	waynen	вейна	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gleise	слідкує	gleis	слідкувати	N	V;IPFV;IND;SG;3;PRS;FIN
dessau	дессау	dessau	дессати		PROPN;INAN;NOM;MASC;SG
erobert	завойовник	erobern	завойовник	V;V.PTCP	N;ANIM;NOM;MASC;SG
erobert	підкорення	erobern	підкорення	V;V.PTCP	N;INAN;NOM;NEUT;SG
verwundet	поранених	verwunden	поранений	V;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
verwundet	поранені	verwunden	поранений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
verwundet	поранений	verwunden	поранений	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
klöster	монастир	klöst	монастир	ADJ	N;INAN;NOM;MASC;SG
klöster	монастирях	klöst	монастиря	ADJ	N;INAN;ESS;FEM;PL
kaiserin	імператриця	kaiserin	імператриця	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
meier	meier	meier	meier	PROPN;NOM;MASC;SG	
soundtrack	саундтрек	soundtrack	саундтрек	PROPN	N;INAN;NOM;MASC;SG
morris	морріс	morris	морріс	PROPN;NOM;MASC;SG	
gertrud	гертруда	gertrude	гертруда	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
malte	малюють	malen	малювати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN
hitlers	гітлера	hitlers	гітлер	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
hitlers	гітлер	hitlers	гітлер	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
pkw	автомобілі	pkw	автомобіль		N;INAN;NOM;MASC;PL
pkw	тачки	pkw	тачка		N;INAN;NOM;FEM;PL
pkw	автомобілі	pkw	автомобіль		N;INAN;NOM;MASC;PL
pkw	автомобілем	pkw	автомобіль		N;INAN;INS;MASC;SG
pkw	автомобілем	pkw	автомобіль		N;INAN;INS;MASC;SG
pkw	машина	pkw	машина		N;INAN;NOM;FEM;SG
pkw	авто	pkw	авто		N;INAN;NOM;NEUT;SG
pkw	автомобіль	pkw	автомобіль		N;INAN;NOM;MASC;SG
größen	розміри	groß	розмір	V;NFIN	N;INAN;NOM;MASC;PL
geographischen	географічний	geographisch	географічний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
geographischen	географічне	geographisch	географічний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
dnb	dnb	dnb	dnb	;SG	
öffnung	апертура	öffnung	апертура	ADJ;SG	N;INAN;NOM;FEM;SG
öffnung	відкритість	öffnung	відкритість	ADJ;SG	N;INAN;NOM;FEM;SG
öffnung	відкриття	öffnung	відкриття	ADJ;SG	N;INAN;NOM;NEUT;SG
öffnung	відкривання	öffnung	відкривання	ADJ;SG	N;INAN;NOM;NEUT;SG
öffnung	відкривається	öffnung	відкриватися	ADJ;SG	V;IPFV;IND;SG;3;PRS;FIN
öffnung	відкриваємо	öffnung	відкривати	ADJ;SG	V;IPFV;IND;PL;1;PRS;FIN
petra	петра	petra	петра	PROPN;NOM;FEM;SG	PROPN;ANIM;NOM;FEM;SG
geschlossene	закрита	geschlossen	закрита	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
geschlossene	закрито	geschlossen	закрито	ADJ;NOM;FEM;PL	V;PFV;IND;0;FIN
geschlossene	зачинено	geschlossen	зачинути	ADJ;NOM;FEM;PL	V;PFV;IND;0;FIN
betreuung	підтримую	betreuung	підтримувати	N;SG	V;IPFV;IND;SG;1;PRS;FIN
betreuung	підтримати	betreuung	підтримати	N;SG	V;PFV;NFIN
betreuung	опіки	betreuung	опіка	N;SG	N;INAN;NOM;FEM;PL
lebensmittel	харчування	lebensmittel	харчування		N;INAN;NOM;NEUT;SG
lebensmittel	їжа	lebensmittel	їжа		N;INAN;NOM;FEM;SG
