تلاقی	reunion	تلاقی	reunion	ADJ	N
ٹُھونسنا	stuff	ٹُھونسنا	stuff	PROPN;NOM;MASC;SG;3	
ٹُھونسنا	cram	ٹُھونسنا	cram	PROPN;NOM;MASC;SG;3	
ٹھونک	hỉ	ٹھونک	hỉ	V;ACT	N
ٹھونک	cú	ٹھونک	cú	V;ACT	N
ٹھونک	đòn	ٹھونک	đòn	V;ACT	N
ٹھونکنا	phật	ٹھونکنا	phật	V;SG;NFIN;ACT	N
ٹھونکنا	hố	ٹھونکنا	hố	V;SG;NFIN;ACT	N
ٹھونکنا	pit	ٹھونکنا	pit	V;SG;NFIN;ACT	
ٹھونکنا	thump	ٹھونکنا	thump	V;SG;NFIN;ACT	
ٹھونکنا	pat	ٹھونکنا	pat	V;SG;NFIN;ACT	
ٹھونگ	bill	ٹھونگ	bill	PROPN;NOM;MASC;SG;3	
ٹھونگنا	ăn	ٹھونگنا	ăn	PROPN;NOM;MASC;SG;3	V
ٹھہرا	immobile	ٹھہر	immobile	V;PFV;MASC;SG;V.PTCP;ACT	
ٹھہرانا	fix	ٹھہرانا	fix	V;MASC;SG;NFIN;ACT	
ٹھہرنا	stay	ٹھہر	stay	V;MASC;SG;NFIN;ACT	N
ٹھہرنا	delay	ٹھہر	delay	V;MASC;SG;NFIN;ACT	N
ٹھہرنا	stay	ٹھہر	stay	V;MASC;SG;NFIN;ACT	N
ٹھہرنا	delay	ٹھہر	delay	V;MASC;SG;NFIN;ACT	N
ٹِھیا	trạm	ٹِھیا	trạm	PROPN;NOM;MASC;SG;3	N
ٹِھیا	ga	ٹِھیا	ga	PROPN;NOM;MASC;SG;3	N
ٹِھیا	perch	ٹِھیا	perch	PROPN;NOM;MASC;SG;3	
ٹھیپی	cork	ٹھیپی	cork	PROPN;NOM;MASC;SG;3	N
ٹھیٹھ	real	ٹھیٹھ	real	PROPN;NOM;MASC;SG;3	N
ٹھیٹھ	thực	ٹھیٹھ	thực	PROPN;NOM;MASC;SG;3	V
ٹھیٹھ	thật	ٹھیٹھ	thật	PROPN;NOM;MASC;SG;3	PART
ٹھیٹھ	thiệt	ٹھیٹھ	thiệt	PROPN;NOM;MASC;SG;3	PART
ٹھیٹھ	sạch	ٹھیٹھ	sạch	PROPN;NOM;MASC;SG;3	V
ٹھیس	đau	ٹھیس	đau		ADJ
ٹِھیک	thật	ٹِھیک	thật	PROPN;NOM;MASC;SG;3	PART
ٹِھیک	đúng	ٹِھیک	đúng	PROPN;NOM;MASC;SG;3	ADJ
ٹِھیک	đúng	ٹِھیک	đúng	PROPN;NOM;MASC;SG;3	ADJ
ٹِھیک	thẳng	ٹِھیک	thẳng	PROPN;NOM;MASC;SG;3	ADJ
ٹِھیک	sảnh	ٹِھیک	sảnh	PROPN;NOM;MASC;SG;3	N
ٹِھیک	khá	ٹِھیک	khá	PROPN;NOM;MASC;SG;3	
ٹِھیک	thường	ٹِھیک	thường	PROPN;NOM;MASC;SG;3	
ٹِھیک	hợp	ٹِھیک	hợp	PROPN;NOM;MASC;SG;3	ADJ
ٹِھیک	phải	ٹِھیک	phải	PROPN;NOM;MASC;SG;3	V
ٹِھیک	đúng	ٹِھیک	đúng	PROPN;NOM;MASC;SG;3	ADJ
ٹھیکا	thuê	ٹھیک	thuê	N;NOM;MASC;SG;3	V
ٹھیکا	andante	ٹھیک	andante	N;NOM;MASC;SG;3	
ٹھیکا	nghỉ	ٹھیک	nghỉ	N;NOM;MASC;SG;3	V
ٹھیکا	prop	ٹھیک	prop	N;NOM;MASC;SG;3	
ٹِھیکرا	ốc	ٹِھیکرا	ốc	PROPN;NOM;MASC;SG;3	N
ٹِھیکرا	nhà	ٹِھیکرا	nhà	PROPN;NOM;MASC;SG;3	N
ٹھیکی	prop	ٹھیک	prop	PROPN;NOM;MASC;SG;3	
ٹھیکی	nạp	ٹھیک	nạp	PROPN;NOM;MASC;SG;3	V
ٹھیکی	tải	ٹھیک	tải	PROPN;NOM;MASC;SG;3	V
ٹھیکی	túi	ٹھیک	túi	PROPN;NOM;MASC;SG;3	N
ٹھیکی	bag	ٹھیک	bag	PROPN;NOM;MASC;SG;3	
ٹھیکی	pose	ٹھیک	pose	PROPN;NOM;MASC;SG;3	V
ٹھیلنا	push	ٹھیلنا	push	V;SG;NFIN;ACT	N
ٹھینگا	thumb	ٹھینگا	thumb	PROPN;NOM;MASC;SG;3	ADJ
ثابِت	toàn	ثابِت	toàn	PROPN;NOM;MASC;SG;3	N
ثابِت	hẹt	ثابِت	hẹt	PROPN;NOM;MASC;SG;3	
ثابِت	whole	ثابِت	whole	PROPN;NOM;MASC;SG;3	
ثابِت	star	ثابِت	star	PROPN;NOM;MASC;SG;3	
ثابتہ	star	ثابتہ	star	ADJ	
ثاقِب	cao	ثاقِب	cao	PROPN;NOM;MASC;SG;3	ADJ
ثاقِب	glittering	ثاقِب	glittering	PROPN;NOM;MASC;SG;3	V
ثاقِب	sublime	ثاقِب	sublime	PROPN;NOM;MASC;SG;3	
ثانوی	auxiliary	ثانوی	auxiliary	ADJ	N
ثانوی	auxiliary	ثانوی	auxiliary	ADJ	N
ثانوی	giây	ثانوی	giây	ADJ	
ثانی	giây	ثانی	giây	PROPN;NOM;MASC;SG;3	
ثانی	giây	ثانی	giây	PROPN;NOM;MASC;SG;3	
ثانی	thủ	ثانی	thủ	PROPN;NOM;MASC;SG;3	N
ثانی	khớp	ثانی	khớp	PROPN;NOM;MASC;SG;3	N
ثانِیہ	lát	ثانِیہ	lát	PROPN;NOM;MASC;SG;3	
ثبات	kiên	ثبات	kiên	N;NOM;MASC;SG;3	ADJ
ثبات	vụn	ثبات	vụn	N;NOM;MASC;SG;3	ADJ
ثبات	giải	ثبات	giải	N;NOM;MASC;SG;3	V
ثُبُور	chết	ثُبُور	chết	PROPN;NOM;MASC;SG;3	V
ثُبُور	điêu	ثُبُور	điêu	PROPN;NOM;MASC;SG;3	N
ثروت	riches	ثروت	riches	PROPN;NOM;MASC;SG;3	
ثریٰ	vương	ثریٰ	vương		N
ثریٰ	giàu	ثریٰ	giàu		ADJ
ثریٰ	đất	ثریٰ	đất		N
ثریٰ	đất	ثریٰ	đất		N
ثُعبان	python	ثُعبان	python	PROPN;NOM;MASC;SG;3	N
ثُعبان	trăn	ثُعبان	trăn	PROPN;NOM;MASC;SG;3	N
ثُعبان	basilisk	ثُعبان	basilisk	PROPN;NOM;MASC;SG;3	
ثعلب	cáo	ثعلب	cáo		N
ثُفل	sediments	ثُفل	sediments		V
ثقالت	cân	ثقالت	cân	PROPN;NOM;MASC;SG;3	V
ثُقبہ	lỗ	ثُقبہ	lỗ		ADJ
ثُقبہ	hố	ثُقبہ	hố		N
ثِقل	cân	ثِقل	cân		V
ثِقہ	cai	ثِقہ	cai	PROPN;NOM;MASC;SG;3	N
ثِقہ	tỉnh	ثِقہ	tỉnh	PROPN;NOM;MASC;SG;3	N
ثقیل	lụt	ثقیل	lụt		V
ثقیل	đặc	ثقیل	đặc		N
ثقیل	khó	ثقیل	khó		ADJ
ثقیل	nặng	ثقیل	nặng		ADJ
ثلاثہ	tre	ثلاثہ	tre		N
ثلاثہ	ba	ثلاثہ	ba		NUM
ثلاثہ	three	ثلاثہ	three		NUM
ثلّاجہ	glacier	ثلّاجہ	glacier	PROPN;NOM;MASC;SG;3	
ثُمَّ	rồi	ثُمَّ	rồi	PROPN;NOM;MASC;SG;3	CONJ
ثُمَّ	lại	ثُمَّ	lại	PROPN;NOM;MASC;SG;3	
ثمانیہ	tám	ثمانیہ	tám	PROPN;NOM;MASC;SG;3	NUM
ثمانیہ	eight	ثمانیہ	eight	PROPN;NOM;MASC;SG;3	NUM
ثمر	thưởng	ثمر	thưởng	PROPN;NOM;MASC;SG;3	V
ثمر	trai	ثمر	trai	PROPN;NOM;MASC;SG;3	N
ثمر	nhi	ثمر	nhi	PROPN;NOM;MASC;SG;3	N
ثمر	son	ثمر	son	PROPN;NOM;MASC;SG;3	N
ثمر	produce	ثمر	produce	PROPN;NOM;MASC;SG;3	
ثمر	quả	ثمر	quả	PROPN;NOM;MASC;SG;3	N
ثمر	thưởng	ثمر	thưởng	PROPN;NOM;MASC;SG;3	V
ثمر	trai	ثمر	trai	PROPN;NOM;MASC;SG;3	N
ثمر	nhi	ثمر	nhi	PROPN;NOM;MASC;SG;3	N
ثمر	son	ثمر	son	PROPN;NOM;MASC;SG;3	N
ثمر	produce	ثمر	produce	PROPN;NOM;MASC;SG;3	
ثمرہ	quả	ثمرہ	quả	PROPN;NOM;MASC;SG;3	N
ثمن	tốn	ثمن	tốn	PROPN;NOM;MASC;SG;3	ADJ
ثمن	giá	ثمن	giá	PROPN;NOM;MASC;SG;3	N
ثمن	price	ثمن	price	PROPN;NOM;MASC;SG;3	
ثمن	giá	ثمن	giá	PROPN;NOM;MASC;SG;3	N
ثمِین	precious	ثمِین	precious	PROPN;NOM;MASC;SG;3	
ثمِین	quý	ثمِین	quý	PROPN;NOM;MASC;SG;3	N
ثنا	khen	ثنا	khen	PROPN;NOM;MASC;SG;3	V
ثنوی	kép	ثنوی	kép		N
ثنوی	dual	ثنوی	dual		N
ثوابِت	stars	ثوابِت	stars	PROPN;NOM;MASC;SG;3	
ثَوب	váy	ثَوب	váy		N
ثَوب	áo	ثَوب	áo		N
ثَوب	vải	ثَوب	vải		N
ثَور	ngưu	ثَور	ngưu		N
ثَور	bò	ثَور	bò		N
ثَور	bull	ثَور	bull		
ثَور	taurus	ثَور	taurus		NUM
ثَوران	loạn	ثَوران	loạn	PROPN;NOM;MASC;SG;3	V
ثَوران	riot	ثَوران	riot	PROPN;NOM;MASC;SG;3	N
ثَوران	rising	ثَوران	rising	PROPN;NOM;MASC;SG;3	
ثُوم	tỏi	ثُوم	tỏi	PROPN;NOM;MASC;SG;3	N
جا	gian	جا	gian	V	N
جا	thời	جا	thời	V	N
جا	dịp	جا	dịp	V	N
جا	phòng	جا	phòng	V	N
جا	gian	جا	gian	V	N
جا	thời	جا	thời	V	N
جا	nơi	جا	nơi	V	N
جا	chỗ	جا	chỗ	V	N
جا	dịp	جا	dịp	V	N
جا	phòng	جا	phòng	V	N
جات	hạng	جات	hạng		N
جات	lớp	جات	lớp		N
جات	caste	جات	caste		N
جات	lineage	جات	lineage		N
جات	rank	جات	rank		N
جات	xếp	جات	xếp		V
جات	đình	جات	đình		N
جات	trai	جات	trai		N
جات	nhi	جات	nhi		N
جات	son	جات	son		N
جات	sinh	جات	sinh		V
جات	clan	جات	clan		N
جات	tộc	جات	tộc		N
جاتری	pilgrim	جا	pilgrim	PROPN;NOM;MASC;SG;3	
جاتک	sinh	جاتک	sinh	PROPN;NOM;MASC;SG;3	V
جاتُو	goblin	جاتُو	goblin	PROPN;NOM;MASC;SG;3	
جاتُو	khổn	جاتُو	khổn	PROPN;NOM;MASC;SG;3	N
جاتُو	ám	جاتُو	ám	PROPN;NOM;MASC;SG;3	V
جاتُو	quỷ	جاتُو	quỷ	PROPN;NOM;MASC;SG;3	N
جاتی	caste	جا	caste	V;IPFV;FEM;SG;V.PTCP	N
جاتی	đua	جا	đua	V;IPFV;FEM;SG;V.PTCP	V
جاتی	nhung	جا	nhung	V;IPFV;FEM;SG;V.PTCP	
جاٹ	mạnh	جاٹ	mạnh	PROPN;NOM;MASC;SG;3	ADJ
جاٹ	strong	جاٹ	strong	PROPN;NOM;MASC;SG;3	
جاٹ	stout	جاٹ	stout	PROPN;NOM;MASC;SG;3	
جاثُوم	mộng	جاثُوم	mộng	PROPN;NOM;MASC;SG;3	N
جادُو	spell	جادُو	spell	PROPN;NOM;MASC;SG;3	N
جادُو	thuật	جادُو	thuật	PROPN;NOM;MASC;SG;3	N
جادُو	magic	جادُو	magic	PROPN;NOM;MASC;SG;3	N
جادُو	charm	جادُو	charm	PROPN;NOM;MASC;SG;3	N
جادوگرنی	thuỷ	جادوگرنی	thuỷ	PROPN;NOM;MASC;SG;3	N
جادوگرنی	thủy	جادوگرنی	thủy	PROPN;NOM;MASC;SG;3	V
جادہ	đường	جادہ	đường	PROPN;NOM;MASC;SG;3	N
جادہ	road	جادہ	road	PROPN;NOM;MASC;SG;3	
جاذِبیّت	charm	جاذِبیّت	charm	PROPN;NOM;MASC;SG;3	N
جارحِیّت	aggression	جارحِیّت	aggression	PROPN;NOM;MASC;SG;3	
جارَن	củi	جارَن	củi	PROPN;NOM;MASC;SG;3	N
جارنا	châm	جار	châm	PROPN;NOM;MASC;SG;3	N
جارنا	đèn	جار	đèn	PROPN;NOM;MASC;SG;3	N
جارنا	nhạt	جار	nhạt	PROPN;NOM;MASC;SG;3	ADJ
جارنا	đốt	جار	đốt	PROPN;NOM;MASC;SG;3	V
جارنا	cháy	جار	cháy	PROPN;NOM;MASC;SG;3	V
جارنا	burn	جار	burn	PROPN;NOM;MASC;SG;3	N
جارنا	kindle	جار	kindle	PROPN;NOM;MASC;SG;3	N
جارُو	cháy	جارُو	cháy	PROPN;NOM;MASC;SG;3	V
جارُو	chổi	جارُو	chổi	PROPN;NOM;MASC;SG;3	N
جارُوب	chổi	جارُوب	chổi	PROPN;NOM;MASC;SG;3	N
جارِیہ	girl	جارِیہ	girl	PROPN;NOM;MASC;SG;3	N
جارِیہ	gái	جارِیہ	gái	PROPN;NOM;MASC;SG;3	N
جاڑ	gum	جاڑ	gum		N
جاڑ	root	جاڑ	root		N
جاڑ	chủ	جاڑ	chủ		N
جاڑا	winter	جاڑا	winter	PROPN;NOM;MASC;SG;3	
جازِم	đặc	جازِم	đặc	PROPN;NOM;MASC;SG;3	N
جاسُوس	điệp	جاسُوس	điệp	PROPN;NOM;MASC;SG;3	N
جافر	annatto	جافر	annatto	PROPN;NOM;MASC;SG;3	
جاکِٹ	jacket	جاکِٹ	jacket	PROPN;NOM;MASC;SG;3	N
جاگ	vigil	جاگ	vigil	V;ACT	
جاگ	wake	جاگ	wake	V;ACT	
جاگا	trạm	جاگا	trạm	PROPN;NOM;MASC;SG;3	N
جاگا	ga	جاگا	ga	PROPN;NOM;MASC;SG;3	N
جاگا	nơi	جاگا	nơi	PROPN;NOM;MASC;SG;3	N
جاگا	chỗ	جاگا	chỗ	PROPN;NOM;MASC;SG;3	N
جاگا	phòng	جاگا	phòng	PROPN;NOM;MASC;SG;3	N
جاگا	haaa	جاگا	haaa	PROPN;NOM;MASC;SG;3	
جاگا	tỉnh	جاگا	tỉnh	PROPN;NOM;MASC;SG;3	N
جاگتا	haaa	جاگ	haaa	V;IPFV;MASC;SG;V.PTCP;ACT	
جاگتا	tỉnh	جاگ	tỉnh	V;IPFV;MASC;SG;V.PTCP;ACT	N
جاگرت	haaa	جاگرت	haaa	PROPN;NOM;MASC;SG;3	
جاگرت	tỉnh	جاگرت	tỉnh	PROPN;NOM;MASC;SG;3	N
جاگرن	vigil	جاگرن	vigil	PROPN;NOM;MASC;SG;3	
جاگری	molasses	جاگری	molasses	PROPN;NOM;MASC;SG;3	
جاگِیر	feud	جاگِیر	feud	PROPN;NOM;MASC;SG;3	
جال	thuật	جال	thuật	V;ACT	N
جال	magic	جال	magic	V;ACT	N
جال	web	جال	web	V;ACT	N
جال	net	جال	net	V;ACT	N
جال	thuật	جال	thuật	V;ACT	N
جال	magic	جال	magic	V;ACT	N
جال	tráp	جال	tráp	V;ACT	N
جال	web	جال	web	V;ACT	N
جال	net	جال	net	V;ACT	N
جالا	cobweb	جالا	cobweb	PROPN;NOM;MASC;SG;3	N
جالا	gossamer	جالا	gossamer	PROPN;NOM;MASC;SG;3	
جالِس	ngồi	جالِس	ngồi	PROPN;NOM;MASC;SG;3	V
جالِک	nhện	جالِک	nhện	PROPN;NOM;MASC;SG;3	N
جالِک	spider	جالِک	spider	PROPN;NOM;MASC;SG;3	N
جالِک	cheat	جالِک	cheat	PROPN;NOM;MASC;SG;3	N
جالِک	rogue	جالِک	rogue	PROPN;NOM;MASC;SG;3	N
جالِک	fowler	جالِک	fowler	PROPN;NOM;MASC;SG;3	N
جالِکا	web	جالِکا	web	PROPN;NOM;MASC;SG;3	N
جالِکا	net	جالِکا	net	PROPN;NOM;MASC;SG;3	N
جالِکا	xích	جالِکا	xích	PROPN;NOM;MASC;SG;3	N
جالِکا	đinh	جالِکا	đinh	PROPN;NOM;MASC;SG;3	N
جالِکا	armour	جالِکا	armour	PROPN;NOM;MASC;SG;3	N
جالِکا	giáp	جالِکا	giáp	PROPN;NOM;MASC;SG;3	V
جالُوت	goliath	جالُوت	goliath	PROPN;NOM;MASC;SG;3	N
جالی	lace	جالی	lace	N;NOM;MASC;SG;3	
جالی	lattice	جالی	lattice	N;NOM;MASC;SG;3	V
جالی	lace	جالی	lace	N;NOM;MASC;SG;3	
جالی	lattice	جالی	lattice	N;NOM;MASC;SG;3	V
جالِیا	cheat	جالِیا	cheat	PROPN;NOM;MASC;SG;3	N
جالِیا	rogue	جالِیا	rogue	PROPN;NOM;MASC;SG;3	N
جام	bát	جام	bát	PROPN;NOM;MASC;SG;3	N
جام	ổi	جام	ổi	PROPN;NOM;MASC;SG;3	N
جام	oi	جام	oi	PROPN;NOM;MASC;SG;3	
جام	trai	جام	trai	PROPN;NOM;MASC;SG;3	N
جام	nhi	جام	nhi	PROPN;NOM;MASC;SG;3	N
جام	son	جام	son	PROPN;NOM;MASC;SG;3	N
جام	cup	جام	cup	PROPN;NOM;MASC;SG;3	N
جام	cốc	جام	cốc	PROPN;NOM;MASC;SG;3	N
جام	tách	جام	tách	PROPN;NOM;MASC;SG;3	V
جامِد	đặc	جامِد	đặc	PROPN;NOM;MASC;SG;3	N
جامِد	tích	جامِد	tích	PROPN;NOM;MASC;SG;3	N
جامِد	tĩnh	جامِد	tĩnh	PROPN;NOM;MASC;SG;3	N
جامِد	immobile	جامِد	immobile	PROPN;NOM;MASC;SG;3	
جامِد	côn	جامِد	côn	PROPN;NOM;MASC;SG;3	N
جامِد	vẫn	جامِد	vẫn	PROPN;NOM;MASC;SG;3	
جامدار	gác	جامدار	gác	PROPN;NOM;MASC;SG;3	N
جامدار	canh	جامدار	canh	PROPN;NOM;MASC;SG;3	N
جامِع	lược	جامِع	lược	PROPN;NOM;MASC;SG;3	N
جامگی	lương	جامگی	lương	PROPN;NOM;MASC;SG;3	N
جامگی	súng	جامگی	súng	PROPN;NOM;MASC;SG;3	N
جامنی	purple	جامنی	purple	ADJ	
جامنی	tím	جامنی	tím	ADJ	N
جامُوس	trâu	جامُوس	trâu	PROPN;NOM;MASC;SG;3	N
جامُوس	buffalo	جامُوس	buffalo	PROPN;NOM;MASC;SG;3	N
جامہ	gậy	جامہ	gậy	ADJ	N
جامی	iran	جامی	iran	PROPN;NOM;MASC;SG;3	N
جامی	chị	جامی	chị	PROPN;NOM;MASC;SG;3	N
جان	stamina	جان	stamina	PROPN;NOM;MASC;SG;3	N
جان	buộc	جان	buộc	PROPN;NOM;MASC;SG;3	V
جان	hồn	جان	hồn	PROPN;NOM;MASC;SG;3	N
جان	soul	جان	soul	PROPN;NOM;MASC;SG;3	N
جان	lượng	جان	lượng	PROPN;NOM;MASC;SG;3	N
جان	stamina	جان	stamina	PROPN;NOM;MASC;SG;3	N
جان	đời	جان	đời	PROPN;NOM;MASC;SG;3	N
جان	buộc	جان	buộc	PROPN;NOM;MASC;SG;3	V
جان	hồn	جان	hồn	PROPN;NOM;MASC;SG;3	N
جان	soul	جان	soul	PROPN;NOM;MASC;SG;3	N
جان	lượng	جان	lượng	PROPN;NOM;MASC;SG;3	N
جانِب	hướng	جانِب	hướng	PROPN;NOM;MASC;SG;3	N
جانِب	bên	جانِب	bên	PROPN;NOM;MASC;SG;3	N
جانِب	phe	جانِب	phe	PROPN;NOM;MASC;SG;3	N
جانِب	trang	جانِب	trang	PROPN;NOM;MASC;SG;3	N
جانِب	saga	جانِب	saga	PROPN;NOM;MASC;SG;3	
جانِب	part	جانِب	part	PROPN;NOM;MASC;SG;3	
جانِب	phần	جانِب	phần	PROPN;NOM;MASC;SG;3	N
جانِب	tract	جانِب	tract	PROPN;NOM;MASC;SG;3	
جانِب	quý	جانِب	quý	PROPN;NOM;MASC;SG;3	N
جانِبی	lateral	جانِبی	lateral	PROPN;NOM;MASC;SG;3	
جانچ	test	جانچ	test	N;NOM;MASC;SG;3	V
جانچ	thử	جانچ	thử	N;NOM;MASC;SG;3	V
جانچ	test	جانچ	test	N;NOM;MASC;SG;3	V
جانچ	thử	جانچ	thử	N;NOM;MASC;SG;3	V
جانچویّا	examiner	جانچویّا	examiner	PROPN;NOM;MASC;SG;3	N
جانگ	háng	جانگ	háng		N
جانگل	rừng	جانگل	rừng	PROPN;NOM;MASC;SG;3	N
جانگُل	poison	جانگُل	poison	PROPN;NOM;MASC;SG;3	
جانگلُو	savage	جانگلُو	savage	PROPN;NOM;MASC;SG;3	
جانگلُو	wild	جانگلُو	wild	PROPN;NOM;MASC;SG;3	
جانگلُو	hoang	جانگلُو	hoang	PROPN;NOM;MASC;SG;3	ADJ
جانگلُوس	wild	جانگلُوس	wild	PROPN;NOM;MASC;SG;3	
جانگلُوس	hoang	جانگلُوس	hoang	PROPN;NOM;MASC;SG;3	ADJ
جانگیا	lót	جانگیا	lót	PROPN;NOM;MASC;SG;3	V
جانگیا	underwear	جانگیا	underwear	PROPN;NOM;MASC;SG;3	N
جانگھ	háng	جانگھ	háng	PROPN;NOM;MASC;SG;3	N
جانگھ	crotch	جانگھ	crotch	PROPN;NOM;MASC;SG;3	
جاننا	tin	جان	tin	V;MASC;SG;NFIN;ACT	
جاننا	hieu	جان	hieu	V;MASC;SG;NFIN;ACT	N
جاننا	tin	جان	tin	V;MASC;SG;NFIN;ACT	
جاننا	hieu	جان	hieu	V;MASC;SG;NFIN;ACT	N
جانور	lừa	جانور	lừa	N;NOM;MASC;SG;3	V
جانورک	bacterium	جانورک	bacterium	PROPN;NOM;MASC;SG;3	
جانی	huệ	جا	huệ	V;FEM;SG;NFIN;ACT	N
جانی	tội	جا	tội	V;FEM;SG;NFIN;ACT	N
جانی	lover	جا	lover	V;FEM;SG;NFIN;ACT	
جانی	hon	جا	hon	V;FEM;SG;NFIN;ACT	
جاواں	song	جاواں	song		CONJ
جاوِتری	tủ	جاوِتری	tủ	PROPN;NOM;MASC;SG;3	N
جاوِتری	cay	جاوِتری	cay	PROPN;NOM;MASC;SG;3	N
جاوِتری	mace	جاوِتری	mace	PROPN;NOM;MASC;SG;3	
جاوِداں	mải	جاوِداں	mải	PROPN;NOM;MASC;SG;3	V
جاوِدانی	mải	جاوِدانی	mải	ADJ	V
جاوَرس	kê	جاوَرس	kê	PROPN;NOM;MASC;SG;3	V
جاوید	mải	جاوید	mải	PROPN;NOM;MASC;SG;3	V
جاہ	rang	جاہ	rang	PROPN;NOM;MASC;SG;3	
جاہ	rank	جاہ	rank	PROPN;NOM;MASC;SG;3	N
جاہِل	dốt	جاہِل	dốt	PROPN;NOM;MASC;SG;3	ADJ
جاہِلیّت	paganism	جاہِلیّت	paganism	PROPN;NOM;MASC;SG;3	N
جائپھل	nutmeg	جائپھل	nutmeg	PROPN;NOM;MASC;SG;3	
جائِداد	đăng	جائِداد	đăng	PROPN;NOM;MASC;SG;3	V
جائِداد	rang	جائِداد	rang	PROPN;NOM;MASC;SG;3	
جائِداد	rank	جائِداد	rank	PROPN;NOM;MASC;SG;3	N
جائِز	chỉ	جائِز	chỉ	PROPN;NOM;MASC;SG;3	
جائِز	funny	جائِز	funny	PROPN;NOM;MASC;SG;3	N
جائِز	lệ	جائِز	lệ	PROPN;NOM;MASC;SG;3	N
جائِز	phải	جائِز	phải	PROPN;NOM;MASC;SG;3	V
جائِز	đúng	جائِز	đúng	PROPN;NOM;MASC;SG;3	ADJ
جائِزہ	survey	جائِزہ	survey	PROPN;NOM;MASC;SG;3	
جائِزہ	review	جائِزہ	review	PROPN;NOM;MASC;SG;3	ADJ
جائِزہ	thưởng	جائِزہ	thưởng	PROPN;NOM;MASC;SG;3	V
جائفل	mace	جائفل	mace	N;NOM;MASC;SG;3	
جائفل	nutmeg	جائفل	nutmeg	N;NOM;MASC;SG;3	
جائِگاہ	nơi	جائِگاہ	nơi	V;MASC;IND;SG;3;FUT;FIN	N
جائِگاہ	chỗ	جائِگاہ	chỗ	V;MASC;IND;SG;3;FUT;FIN	N
جائی	gái	جائی	gái		N
جایا	trai	جا	trai	V;PFV;MASC;SG;V.PTCP;ACT	N
جایا	nhi	جا	nhi	V;PFV;MASC;SG;V.PTCP;ACT	N
جایا	son	جا	son	V;PFV;MASC;SG;V.PTCP;ACT	N
جب	khi	جب	khi	PRO;NOM	N
جِبا	thuế	جِبا	thuế	PROPN;NOM;MASC;SG;3	N
جُبا	trẻ	جُبا	trẻ	PROPN;NOM;MASC;SG;3	N
جُبا	young	جُبا	young	PROPN;NOM;MASC;SG;3	
جبّار	conqueror	جبّار	conqueror	PROPN;NOM;MASC;SG;3	N
جبّار	avenger	جبّار	avenger	PROPN;NOM;MASC;SG;3	
جِبال	núi	جِبال	núi	PROPN;NOM;MASC;SG;3	N
جِبال	đồi	جِبال	đồi	PROPN;NOM;MASC;SG;3	N
جِبال	hills	جِبال	hills	PROPN;NOM;MASC;SG;3	
جبان	nhát	جبان	nhát	PROPN;NOM;MASC;SG;3	V
جبان	hèn	جبان	hèn	PROPN;NOM;MASC;SG;3	N
جبان	nhát	جبان	nhát	PROPN;NOM;MASC;SG;3	V
جبدّا	awkward	جبدّا	awkward	PROPN;NOM;MASC;SG;3	N
جبدّا	vụng	جبدّا	vụng	PROPN;NOM;MASC;SG;3	ADJ
جبدّا	đơ	جبدّا	đơ	PROPN;NOM;MASC;SG;3	ADJ
جبدّا	lat	جبدّا	lat	PROPN;NOM;MASC;SG;3	N
جبدّا	biếng	جبدّا	biếng	PROPN;NOM;MASC;SG;3	ADJ
جبدّا	lazy	جبدّا	lazy	PROPN;NOM;MASC;SG;3	
جبدّا	lười	جبدّا	lười	PROPN;NOM;MASC;SG;3	ADJ
جبدّا	nặng	جبدّا	nặng	PROPN;NOM;MASC;SG;3	ADJ
جبر	buộc	جبر	buộc	N;NOM;MASC;SG;3	V
جبر	buộc	جبر	buộc	N;NOM;MASC;SG;3	V
جبرُوت	dominion	جبرُوت	dominion	PROPN;NOM;MASC;SG;3	
جبریّت	determinism	جبریّت	determinism	PROPN;NOM;MASC;SG;3	
جبل	núi	جبل	núi	PROPN;NOM;MASC;SG;3	N
جبل	đồi	جبل	đồi	PROPN;NOM;MASC;SG;3	N
جبل	ngổn	جبل	ngổn	PROPN;NOM;MASC;SG;3	V
جبل	hill	جبل	hill	PROPN;NOM;MASC;SG;3	
جبل	hoan	جبل	hoan	PROPN;NOM;MASC;SG;3	
جِبلّت	essence	جِبلّت	essence	PROPN;NOM;MASC;SG;3	N
جِبلّی	chích	جِبلّی	chích	PROPN;NOM;MASC;SG;3	V
جُبّہ	gown	جُبّہ	gown	PROPN;NOM;MASC;SG;3	
جُبّہ	choàng	جُبّہ	choàng	PROPN;NOM;MASC;SG;3	N
جبین	face	جبین	face	PROPN;NOM;MASC;SG;3	N
جبین	mặt	جبین	mặt	PROPN;NOM;MASC;SG;3	N
جَت	máy	جَت	máy	PROPN;NOM;MASC;SG;3	N
جَت	xếp	جَت	xếp	PROPN;NOM;MASC;SG;3	V
جِت	lĩnh	جِت	lĩnh	PROPN;NOM;MASC;SG;3	N
جِت	bại	جِت	bại	PROPN;NOM;MASC;SG;3	V
جُتا	bận	جُتا	bận	PROPN;NOM;MASC;SG;3	V
جتاڑا	đua	جتاڑا	đua	PROPN;NOM;MASC;SG;3	V
جتاڑا	nhung	جتاڑا	nhung	PROPN;NOM;MASC;SG;3	
جتاڑا	ốc	جتاڑا	ốc	PROPN;NOM;MASC;SG;3	N
