विपक्षी	антагонисти	विपक्षी	антагонист	N;NOM;MASC;SG;3	N;INDF;MASC;PL
बोल्ट	болт	बोल्ट	болт	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गुम्बद	куполи	गुम्बद	купол	N;NOM;MASC;SG;3	N;INDF;MASC;PL
जश्न	празненства	जश्न	празненство	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
जश्न	тържества	जश्न	тържество	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
नोबल	благородник	नोबल	благородник	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
नोबल	благородни	नोबल	благороден	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
नोबल	благородно	नोबल	благороден	PROPN;NOM;MASC;SG;3	ADV
नोबल	благородна	नोबल	благороден	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
नोबल	благороден	नोबल	благороден	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
टायसन	тайсън	टायसन	тайсън	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
संग्रहीत	архивирани	संग्रहीत	архивирам	N;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
सीसा	води	सीसा	водя	N;NOM;MASC;SG;3	V;IPFV;IMP;SG;2;FIN
तना	произтича	तना	произтичам	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
तना	стволови	तना	стволов	N;NOM;MASC;SG;3	N;INDF;MASC;PL
सदाबहार	евъргрийн	सदाबहार	евъргрийн	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
समीर	самир	समीर	самир	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
ऑर	ор	ऑर	ор		N;INDF;MASC;SG
तांबे	меден	तांबे	меден	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
तांबे	медни	तांबे	меден	N;NOM;MASC;SG;3	ADJ;INDF;PL
तांबे	медна	तांबे	меден	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
समतुल्य	еквивалентна	समतुल्य	еквивалентен		ADJ;INDF;FEM;SG
समतुल्य	еквивалент	समतुल्य	еквивалент		N;INDF;MASC;SG
समतुल्य	еквивалентни	समतुल्य	еквивалентен		ADJ;INDF;PL
समतुल्य	еквивалентно	समतुल्य	еквивалентно		ADV
माईस्पेस	myspace	माईस्पेस	myspace	N;NOM;MASC;SG;3	PROPN
एमआईटी	мит	एमआईटी	мит	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
भ्रामक	подвеждаща	भ्रामक	подвеждам	PROPN;NOM;MASC;SG;3	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
भ्रामक	объркващи	भ्रामक	обърквам-(се)	PROPN;NOM;MASC;SG;3	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
भ्रामक	объркващо	भ्रामक	объркващо	PROPN;NOM;MASC;SG;3	ADV
नगण्य	тривиално	नगण्य	тривиално		ADV
केक	торти	केक	торти	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अन्याय	несправедливост	अन्याय	несправедливост	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
अन्याय	несправедливостта	अन्याय	несправедливост	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
देखो	виж	देखो	видя-(се)	V;SBJV;SG;FIN;ACT	V;PFV;IMP;SG;2;FIN
प्रमाणपत्र	сертификати	प्रमाणपत्र	сертификат	N;NOM;MASC;SG;3	N;INDF;MASC;PL
प्रमाणपत्र	сертификатите	प्रमाणपत्र	сертификат	N;NOM;MASC;SG;3	N;DEF;MASC;PL
प्रमाणपत्र	удостоверения	प्रमाणपत्र	удостоверен	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
सांकेतिक	символична	सांकेतिक	символичен	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
सांकेतिक	символично	सांकेतिक	символично	PROPN;NOM;MASC;SG;3	ADV
सांकेतिक	символичен	सांकेतिक	символичен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
सत्रहवीं	seventeenth	सत्रहवां	seventeenth	PROPN;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
आमदनी	приходи	आमदनी	приход	N;NOM;FEM;SG;3	N;INDF;MASC;PL
आमदनी	доходи	आमदनी	доход	N;NOM;FEM;SG;3	N;INDF;MASC;PL
टिन	тин	टिन	тин		PROPN;MASC;SG
चारा	фураж	चारा	фураж	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चारा	стръв	चारा	стръв	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चारा	примамка	चारा	примамка	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
ओलिवर	оливър	ओलिवर	оливър	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डिब्बे	кутии	डिब्बा	кутия	N;NOM;MASC;SG;3	N;INDF;FEM;PL
डिब्बे	консерви	डिब्बा	консерва	N;NOM;MASC;SG;3	N;INDF;FEM;PL
घनी	дебело	घना	дебело	ADJ;NOM;FEM;SG	ADV
चेल्सी	челси	चेल्सी	челса	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बाजरा	просо	बाजरा	просо	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
पाम	пам	पाम	пам	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
स्ट्रीम	потоци	स्ट्रीम	поток	N;NOM;MASC;SG;3	N;INDF;MASC;PL
वक्तव्य	показания	वक्तव्य	показание	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
मुमताज़	мумтаз	मुमताज़	мумтаз	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
बारहवीं	twelfth	बारहवां	twelfth	ADJ;NOM;FEM;SG	PROPN;INDF;MASC;SG
स्टुअर्ट	стюърт	स्टुअर्ट	стюърт	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्टुअर्ट	стюарт	स्टुअर्ट	стюарт	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
अचार	краставички	अचार	краставичка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
फेंकने	хвърляне	फेंक	хвърляне	V;NFIN;ACT	N;INDF;NEUT;SG
मॉड्यूल	модули	मॉड्यूल	модул	N;NOM;MASC;SG;3	N;INDF;MASC;PL
मॉड्यूल	модулите	मॉड्यूल	модул	N;NOM;MASC;SG;3	N;DEF;MASC;PL
हिरण	сърна	हिरण	сърна-(се)	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हिरण	елен	हिरण	елен	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हिरण	елени	हिरण	елен	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
हिरण	карибу	हिरण	карибу	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
प्रेषित	изпратена	प्रेषित	изпратя	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
प्रेषित	изпратено	प्रेषित	изпратя	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
प्रेषित	изпратен	प्रेषित	изпратя	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
प्रेषित	изпратени	प्रेषित	изпратя	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
ज़िन्दगी	life	ज़िन्दगी	life	N;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
बॉय	момче	बॉय	момче		N;INDF;NEUT;SG
बॉय	момченце	बॉय	момченце		N;INDF;NEUT;SG
हजरत	хазрат	हजरत	хазра-(се)	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
इब्राहिम	ибрахим	इब्राहिम	ибрахя	PROPN;NOM;MASC;SG;3	V;PFV;IND;PL;1;PST;FIN;ACT
स्टेरॉयड	стероиди	स्टेरॉयड	стероид	N;NOM;MASC;SG;3	N;INDF;MASC;PL
प्रीति	прити	प्रीति	прити	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
संवेदी	сетивни	संवेदी	сетивен	N;NOM;MASC;SG;3	ADJ;INDF;PL
कार्लो	карло	कार्लो	карло	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
तपेदिक	туберкулоза	तपेदिक	туберкулоза	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
तपेदिक	туберкулозата	तपेदिक	туберкулога	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
पुर	хп	पुर	хо	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
वीजा	визи	वीजा	виза	N;NOM;MASC;SG;3	N;INDF;FEM;PL
वीजा	визите	वीजा	виза	N;NOM;MASC;SG;3	N;DEF;FEM;PL
वीजा	визи	वीजा	виза	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बैनर	знамена	बैनर	знамена	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
बैनर	плакати	बैनर	плакат	N;NOM;MASC;SG;3	N;INDF;MASC;PL
याहू	yahoo	याहू	yahoo	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
बुजुर्ग	възрастни	बुजुर्ग	възрастен	N;NOM;MASC;PL;3	ADJ;INDF;PL
वेदी	олтар	वेदी	олтар		N;INDF;MASC;SG
वेदी	олтара	वेदी	олтар		N;DEF;MASC;SG
उत्साहित	развълнувани	उत्साहित	развълнувам-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
उत्साहित	възбуден	उत्साहित	възбудя-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
उत्साहित	развълнувана	उत्साहित	развълнувам-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
उत्साहित	развълнуван	उत्साहित	развълнувам-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
खासी	каази	खासा	кааза	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
बर्मन	бурман	बर्मन	бурман	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अनवर	ануар	अनवर	ануар	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
फर्ग्यूसन	фъргюсън	फर्ग्यूसन	фъргюсън	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
हालात	положението	हालात	положение	N;NOM;MASC;PL;3	N;DEF;NEUT;SG
हालात	ситуация	हालात	ситуация	N;NOM;MASC;PL;3	N;INDF;FEM;SG
हालात	положение	हालात	положение	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
भैंस	бизон	भैंस	бизон		N;INDF;MASC;SG
भैंस	бивол	भैंस	бивол		N;INDF;MASC;SG
भैंस	бъфало	भैंस	бъфало		N;INDF;MASC;SG
भैंस	бизони	भैंस	бизон		N;INDF;MASC;PL
इस्लामाबाद	исламабад	इस्लामाबाद	исламабад	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
लेनिन	ленин	लेनिन	ленин	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डैविल	давила	डैविल	давя-(се)		V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
समाचारपत्र	вестници	समाचारपत्र	вестник	N;NOM;MASC;SG;3	N;INDF;MASC;PL
साम्य	прилика	साम्य	прилика		N;INDF;FEM;SG
संतोषजनक	задоволително	संतोषजनक	задоволителен	ADJ	ADV
संतोषजनक	задоволително	संतोषजनक	задоволителен	ADJ	ADV
मनोरोग	психиатрична	मनोरोग	психиатричен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
खींचा	дрю	खींच	дрю	V;PFV;MASC;SG;V.PTCP;ACT	PROPN;INDF;MASC;SG
खींचा	дру	खींच	дру	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
स्क्वैश	тиква	स्क्वैश	тикъв		N;INDF;FEM;SG
स्क्वैश	скуош	स्क्वैश	скуош		N;INDF;MASC;SG
लॉक	катинар	लॉक	катинар		N;INDF;MASC;SG
लॉक	заключване	लॉक	заключване		N;INDF;NEUT;SG
लॉक	заключи	लॉक	заключа		V;PFV;IND;SG;3;PST;FIN;ACT
लॉक	ключалка	लॉक	ключалка		N;INDF;FEM;SG
एबीसी	abc	एबीसी	abc	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
वाल्टर	уолтър	वाल्टर	уолтър	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
वाल्टर	валтер	वाल्टर	валтер	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
फ़ुटबॉल	футболен	फ़ुटबॉल	футболен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
गॉर्डन	гордън	गॉर्डन	гордън	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
वाटसन	уотсън	वाटसन	уотсън	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
लूथर	лутер	लूथर	лутер	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
लूथर	лутър	लूथर	лутър	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
पनामा	панама	पनामा	панам	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
लॉरेंस	лорънс	लॉरेंस	лорънс	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
लॉरेंस	лоурънс	लॉरेंस	лоурънс	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
लड़	борба	लड़	борба	V;ACT	N;INDF;FEM;SG
गुणात्मक	качествено	गुणात्मक	качествено	N;NOM;MASC;SG;3	ADV
गुणात्मक	качествен	गुणात्मक	качествен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
गुणात्मक	качествени	गुणात्मक	качествен	N;NOM;MASC;SG;3	ADJ;INDF;PL
गुणात्मक	качествена	गुणात्मक	качествен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
बौना	джудже	बौना	джудже	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
रेखाचित्र	графики	रेखाचित्र	графика	N;NOM;MASC;SG;3	N;INDF;FEM;PL
स्वदेश	нация	स्वदेश	нация	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
सुपरमैन	супермен	सुपरमैन	супермен	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
फलित	астролози	फलित	астролог		N;INDF;MASC;PL
बुल	булдог	बुल	булдог		N;INDF;MASC;SG
बुल	бик	बुल	бика		N;INDF;MASC;SG
बुल	бул	बुल	бул		N;INDF;MASC;SG
अमूल्य	безценна	अमूल्य	безценен	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
अमूल्य	безценни	अमूल्य	безценен	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
अमूल्य	безценен	अमूल्य	безценен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
अमूल्य	безценно	अमूल्य	безценно	PROPN;NOM;MASC;SG;3	ADV
विकिस्रोत	уикиизточник	विकिस्रोत	уикиизточник	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
निक	ник	निक	ник	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
पीढी	генериране	पीढी	генериране		N;INDF;NEUT;SG
पीढी	поколение	पीढी	поколение		N;INDF;NEUT;SG
माउस	миши	माउस	миша	N;NOM;MASC;SG;3	N;INDF;FEM;PL
माउस	мишки	माउस	мишка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
क्राउन	краун	क्राउन	краун		N;INDF;MASC;SG
क्राउन	корона	क्राउन	корон		N;INDF;FEM;SG
क्राउन	короната	क्राउन	корона		N;DEF;FEM;SG
बहुमुखी	множествена	बहुमुखी	множествен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
बहुमुखी	многобройни	बहुमुखी	многоброен	N;NOM;MASC;SG;3	ADJ;INDF;PL
बहुमुखी	гъвкав	बहुमुखी	гъвкав	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
पहियों	wta	पही	wta	N;ACC;FEM;PL;3	N;INDF;FEM;SG
स्पीयर्स	спиърс	स्पीयर	спиърс	N;NOM;MASC;PL;3	N;INDF;MASC;SG
संभाला	обработени	संभाल	обработя	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
स्पा	spa	स्पा	spa	N;NOM;MASC;SG;3	INTJ
स्पा	спа	स्पा	спо	N;NOM;MASC;SG;3	N;INDF;MASC;PL
स्पा	спас	स्पा	спас	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
मुखर	вокал	मुखर	вокал	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मुखर	гласните	मुखर	гласен	PROPN;NOM;MASC;SG;3	N;DEF;FEM;PL
बचना	укриване	बच	укриване	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
शौक	хобита	शौक	хоби	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
बोवी	бауи	बोवी	бауя	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अफगान	афганистан	अफगान	афганистан	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
दोहा	доха	दोहा	дох	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
राजमहल	палас	राजमहल	палас	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
राजमहल	двореца	राजमहल	дворец	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
राजमहल	дворец	राजमहल	дворец	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
राजमहल	дворецът	राजमहल	дворец	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
राजमहल	палат	राजमहल	палат	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अर्थहीन	безсмислен	अर्थहीन	безсмислен		ADJ;INDF;MASC;SG
अर्थहीन	безсмислени	अर्थहीन	безсмисля-(се)		ADJ;INDF;PL
अर्थहीन	безсмислено	अर्थहीन	безсмислено		ADV
मॉर्गन	морган	मॉर्गन	морган	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
रसेल	ръсел	रसेल	ръсел	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
संगीतमय	музикален	संगीतमय	музикален	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
संगीतमय	музикално	संगीतमय	музикален	PROPN;NOM;MASC;SG;3	ADV
