par	za	par	za		ADP;ACC
zaudēja	izgubljeni	zaudēt	izgubljen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL;V.PTCP
zaudēja	izgubljena	zaudēt	izgubiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
zaudēja	izgubljeno	zaudēt	izgubiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
zaudēja	izgubljen	zaudēt	izgubiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP
ģimenes	obiteljima	ģimene	obitelj	N;NOM;FEM;PL	N;INS;MASC;PL
ģimenes	porodica	ģimene	porodica	N;NOM;FEM;PL	N;NOM;FEM;SG
ģimenes	obitelj	ģimene	obitelj	N;NOM;FEM;PL	N;NOM;FEM;SG
ģimenes	familija	ģimene	familija	N;NOM;FEM;PL	N;NOM;FEM;SG
pāvests	papu	pāvests	pap	N;NOM;MASC;SG	N;ACC;MASC;SG
karaspēka	trupa	karaspēks	trup	N;GEN;MASC;SG	N;NOM;MASC;SG
cits	drugi	cits	drugi	PRO;NOM;MASC;SG	ADJ;NOM;MASC;SG
cits	drugo	cits	drugi	PRO;NOM;MASC;SG	ADJ;NOM;NEUT;SG
cits	druga	cits	drugi	PRO;NOM;MASC;SG	ADJ;NOM;FEM;SG
nobela	nobelovu	nobelt	nobelov	N;NOM;FEM;SG	N;ACC;FEM;SG
medicīnas	medicinski	medicīna	medicinski	N;NOM;FEM;PL	ADV
medicīnas	medicinska	medicīna	medicinski	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
koku	stablo	koks	stablo	N;ACC;MASC;SG	N;NOM;NEUT;SG
koku	drvo	koks	drvo	N;ACC;MASC;SG	N;NOM;NEUT;SG
turcijas	purica	turcija	purica	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
turcijas	turska	turcija	turski	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
turcijas	tursko	turcija	turski	PROPN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
turcijas	turski	turcija	turski	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
priekšsēdētājs	predsjedavajući	priekšsēdētājs	predsjedavajući	N;NOM;MASC;SG	ADV;RL
frīdrihs	friedrich	frīdrihs	friedrich	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
frīdrihs	frederick	frīdrihs	frederick	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
km²	km²	km²	km²		
daudzas	mnoge	daudzas	mnogi	PRO;NOM;FEM;PL	ADJ;NOM;DEF;FEM;PL
daudzas	mnogi	daudzas	mnogi	PRO;NOM;FEM;PL	ADJ;NOM;DEF;MASC;PL
und	und	und	und		ADP
sacensības	natjecanjima	sacensība	natjecanje	N;NOM;FEM;PL	N;DAT;NEUT;PL
sacensības	utrka	sacensība	utrka	N;NOM;FEM;PL	N;NOM;FEM;SG
sacensības	trka	sacensība	trka	N;NOM;FEM;PL	N;NOM;FEM;SG
sacensības	rasa	sacensība	ras	N;NOM;FEM;PL	N;NOM;FEM;SG
skola	školski	skola	školski	N;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
skola	školska	skola	školski	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
raksta	pišem	rakstīt	pisati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
raksta	pisanje	rakstīt	pisanje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
raksta	pisem	rakstīt	pis	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
projekta	projekt	projekts	projekt	N;GEN;MASC;SG	N;NOM;MASC;SG
projekta	projekat	projekts	projekat	N;GEN;MASC;SG	N;NOM;MASC;SG
attēlu	slika	attēls	slika	N;ACC;MASC;SG	N;NOM;FEM;SG
ciemu	selu	ciems	selo	N;ACC;MASC;SG	N;DAT;NEUT;SG
ciemu	selo	ciems	selo	N;ACC;MASC;SG	N;NOM;NEUT;SG
lauksaimniecības	poljoprivredne	lauksaimniecība	poljoprivredan	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;PL
formula	formulu	formulis	formula	N;NOM;MASC;SG	N;ACC;FEM;SG
juris	juris	juris	juris	PROPN;NOM;MASC;SG	ADP
sakarā	respekt	sakars	respekt	N;ESS;MASC;SG	N;NOM;MASC;SG
sakarā	poštovanje	sakars	poštovanje	N;ESS;MASC;SG	N;NOM;NEUT;SG
francijā	francuska	francija	francuski	PROPN;ESS;FEM;SG	ADJ;NOM;DEF;FEM;SG
francijā	france	francija	franca	PROPN;ESS;FEM;SG	ADP
dzelzs	željezni	dzelt	željezan	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
ceļš	ceste	ceļš	cesta	N;NOM;MASC;SG	N;NOM;FEM;PL
ceļš	cestom	ceļš	cest	N;NOM;MASC;SG	N;INS;FEM;SG
ceļš	road	ceļš	road	N;NOM;MASC;SG	ADP
cīņas	hrvanje	cīņa	hrvanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
cīņas	bitaka	cīņa	bitak	N;NOM;FEM;PL	N;NOM;FEM;SG
augstums	visine	augstums	visina	N;NOM;MASC;SG	N;NOM;FEM;PL
gadījumos	slučajevi	gadījums	slučaj	N;ESS;MASC;PL	N;NOM;MASC;PL
gadījumos	slučajeva	gadījums	slučaj	N;ESS;MASC;PL	N;GEN;MASC;PL
atbalstu	podrška	atbalsts	podrška	N;ACC;MASC;SG	N;NOM;FEM;SG
atbalstu	potpora	atbalsts	potpora	N;ACC;MASC;SG	N;NOM;FEM;SG
dzimtā	materinji	dzimt	materinja	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
pēdējais	posljednje	pēdējs	posljednji	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;PL
pēdējais	zadnje	pēdējs	zadnji	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;PL
studentu	učenik	students	učenik	N;ACC;MASC;SG	N;NOM;MASC;SG
studentu	studentica	students	studentica	N;ACC;MASC;SG	N;NOM;FEM;SG
studentu	student	students	student	N;ACC;MASC;SG	N;NOM;MASC;SG
skolu	skola	skola	skola	N;ACC;FEM;SG	N;NOM;FEM;SG
skolu	školski	skola	školski	N;ACC;FEM;SG	ADJ;NOM;DEF;MASC;SG
skolu	školska	skola	školski	N;ACC;FEM;SG	ADJ;NOM;DEF;FEM;SG
skolu	škola	skola	škola	N;ACC;FEM;SG	N;NOM;FEM;SG
pieturas	staje	pieturēties	stajati	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
pieturas	prestaje	pieturēties	prestajati	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
pieturas	zaustavlja	pieturēties	zaustavljati	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
klubā	klub	klubs	klub	N;ESS;MASC;SG	N;NOM;MASC;SG
klubā	club	klubs	club	N;ESS;MASC;SG	N;NOM;MASC;SG
pēdējo	zadnji	pēdējais	zadnji	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
pēdējo	posljednje	pēdējais	posljednji	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;PL
pēdējo	zadnje	pēdējais	zadnji	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;PL
pēdējo	posljednja	pēdējais	posljednji	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
pēdējo	posljednji	pēdējais	posljednji	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
vēlēšanas	izbore	vēlēšanas	izbor	N;NOM;FEM;PL	N;ACC;MASC;PL
vēlēšanas	izbore	vēlēšanas	izbor	N;NOM;FEM;PL	N;ACC;MASC;PL
kravas	teret	krava	teret	N;NOM;FEM;PL	N;NOM;MASC;SG
kravas	teretni	krava	teretan	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
akadēmijas	akademija	akadēmija	akademija	N;NOM;FEM;PL	N;NOM;FEM;SG
akadēmijas	akademiji	akadēmija	akademija	N;NOM;FEM;PL	N;DAT;FEM;SG
jaunas	novo	jauna	nov	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
jaunas	nova	jauna	nov	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
jaunas	novi	jauna	nov	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
savienība	union	savienība	union	N;NOM;FEM;SG	ADP
papildus	dodatna	papildus	dodatan	ADV	ADJ;NOM;DEF;FEM;SG
papildus	dodatni	papildus	dodatan	ADV	ADJ;NOM;DEF;MASC;SG
papildus	dodatne	papildus	dodatan	ADV	ADJ;NOM;DEF;FEM;PL
gara	duga	garš	dug	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
gara	long	garš	long	ADJ;NOM;FEM;SG	ADP
gara	dugo	garš	dugo	ADJ;NOM;FEM;SG	ADV
tour	tour	tour	tour		ADP
tour	turneja	tour	turan		N;NOM;FEM;SG
tour	tura	tour	tura		N;NOM;FEM;SG
tour	obilazak	tour	obilazak		N;NOM;MASC;SG
dalībnieki	sudionika	dalībnieks	sudionik	N;NOM;MASC;PL	N;GEN;MASC;PL
dalībnieki	sudionika	dalībnieks	sudionik	N;NOM;MASC;PL	N;GEN;MASC;PL
dalībnieki	sudionike	dalībnieks	sudionik	N;NOM;MASC;PL	N;ACC;MASC;PL
dalībnieki	glumce	dalībnieks	glumac	N;NOM;MASC;PL	N;ACC;MASC;PL
dalībnieki	članove	dalībnieks	član	N;NOM;MASC;PL	N;ACC;MASC;PL
dalībnieki	članova	dalībnieks	član	N;NOM;MASC;PL	N;GEN;MASC;PL
finanšu	financijske	finanses	financijski	N;GEN;FEM	ADJ;NOM;FEM;PL
finanšu	financijsko	finanses	financijski	N;GEN;FEM	ADV
finanšu	financijska	finanses	financijski	N;GEN;FEM	ADJ;NOM;DEF;FEM;SG
finanšu	financijski	finanses	financijski	N;GEN;FEM	ADV
finanšu	financija	finanses	financije	N;GEN;FEM	N;NOM;FEM;PL
finanšu	financije	finanses	financija	N;GEN;FEM	N;NOM;FEM;PL
finanšu	financiranje	finanses	financiranje	N;GEN;FEM	N;NOM;NEUT;SG
aktīvi	aktivna	aktīvi	aktivan	ADV	ADJ;NOM;DEF;FEM;SG
aktīvi	aktivne	aktīvi	aktivan	ADV	ADJ;NOM;DEF;FEM;PL
aktīvi	aktivni	aktīvi	aktivan	ADV	ADJ;NOM;DEF;MASC;SG
aktīvi	aktivan	aktīvi	aktivan	ADV	ADJ;NOM;INDF;MASC;SG
aktīvi	imovine	aktīvi	imovina	ADV	N;NOM;FEM;PL
aktīvi	imovina	aktīvi	imovina	ADV	N;NOM;FEM;SG
temperatūras	temperatura	temperatūra	temperatura	N;NOM;FEM;PL	N;NOM;FEM;SG
attiecības	odnosi	attiecība	odnos	N;NOM;FEM;PL	N;NOM;MASC;SG
attiecības	odnose	attiecība	odnos	N;NOM;FEM;PL	N;ACC;MASC;PL
attiecības	odnosi	attiecība	odnos	N;NOM;FEM;PL	N;NOM;MASC;SG
attiecības	veza	attiecība	veza	N;NOM;FEM;PL	N;NOM;FEM;SG
attiecības	odnos	attiecība	odnos	N;NOM;FEM;PL	N;NOM;MASC;SG
vīriešu	muško	vīrietis	muški	N;GEN;MASC;PL	ADJ;NOM;DEF;NEUT;SG
vīriešu	mužjak	vīrietis	mužjak	N;GEN;MASC;PL	N;NOM;MASC;SG
vīriešu	muškarac	vīrietis	muškarac	N;GEN;MASC;PL	N;NOM;MASC;SG
vīriešu	muški	vīrietis	muški	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
grand	grand	grand	grand		N;NOM;MASC;SG
kājnieku	pješaštvo	kājnieks	pješaštvo	N;ACC;MASC;SG	N;NOM;NEUT;SG
grādu	stupanj	grāds	stupanj	N;ACC;MASC;SG	N;NOM;MASC;SG
grādu	stupnja	grāds	stupanj	N;ACC;MASC;SG	N;GEN;MASC;SG
grādu	diploma	grāds	diploma	N;ACC;MASC;SG	N;NOM;FEM;SG
vienība	entiteta	vienība	entitet	N;NOM;FEM;SG	N;GEN;MASC;SG
mirusi	preminuli	mirt	preminuti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
mirusi	pokojni	mirt	pokojni	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
mirusi	mrtav	mirt	mrtav	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
piemiņas	spomen	piemiņa	spomen	N;NOM;FEM;PL	N;NOM;MASC;SG
piemiņas	spomen	piemiņa	spomen	N;NOM;FEM;PL	N;NOM;MASC;SG
kalendāra	kalendar	kalendārs	kalendar	N;GEN;MASC;SG	N;NOM;MASC;SG
sojuz	sojuz	sojuz	sojuz	N;ACC;FEM;SG	N;NOM;FEM;SG
reģions	regije	reģions	regija	N;NOM;MASC;SG	N;NOM;FEM;PL
reģions	regiji	reģions	regija	N;NOM;MASC;SG	N;DAT;FEM;SG
mēneša	mjesečno	mēnesis	mjesečno	N;GEN;MASC;SG	ADV
mēneša	mjesečni	mēnesis	mjesečni	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
masa	masu	masa	masa	N;NOM;FEM;SG	N;ACC;FEM;SG
masa	mise	masa	misa	N;NOM;FEM;SG	N;NOM;FEM;PL
masa	misu	masa	misa	N;NOM;FEM;SG	N;ACC;FEM;SG
nepieciešams	treba	nepieciešams	trebati	ADJ;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
nepieciešams	trebam	nepieciešams	trebati	ADJ;NOM;MASC;SG	V;IND;SG;1;PRS;FIN
nepieciešams	potrebni	nepieciešams	potreban	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;PL
visa	svi	viss	sav	PRO;NOM;FEM;SG	DET;NOM;DEF;MASC;PL
jūra	morem	jūra	more	N;NOM;FEM;SG	N;INS;NEUT;SG
jūra	moru	jūra	more	N;NOM;FEM;SG	N;DAT;NEUT;SG
maskavā	moskvu	maskava	moska	PROPN;ESS;FEM;SG	N;ACC;FEM;SG
maskavā	moskvi	maskava	moskva	PROPN;ESS;FEM;SG	PROPN;DAT;FEM;SG
maskavā	moskva	maskava	moskav	PROPN;ESS;FEM;SG	PROPN;NOM;FEM;SG
foto	foto	foto	foto	N	
iekļauts	uključeno	iekļaut	uključiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
iekļauts	uključen	iekļaut	uključiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
darbinieks	zaposlenika	darbinieks	zaposlenik	N;NOM;MASC;SG	N;ACC;MASC;PL
spāņu	španjolci	spānis	španjolac	N;GEN;MASC;PL	N;NOM;MASC;PL
spāņu	španjolski	spānis	španjolski	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
atzīts	prepoznat	atzīt	prepoznat	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
atzīts	priznata	atzīt	priznat	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
atzīts	prepoznat	atzīt	prepoznat	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
atzīts	prepoznali	atzīt	prepoznati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
iedalījums	podjele	iedalījums	podjela	N;NOM;MASC;SG	N;NOM;FEM;PL
iedalījums	divizije	iedalījums	divizija	N;NOM;MASC;SG	N;NOM;FEM;PL
sks	iss	sks	iss	N	PROPN;NOM;MASC;SG
rodas	susreti	rasties	susret	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;MASC;PL
rodas	susrete	rasties	susret	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;ACC;MASC;PL
rodas	susreta	rasties	susret	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;GEN;MASC;SG
paredzēts	namijenjen	paredzēt	namijeniti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
drošības	osiguranje	drošība	osiguranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
drošības	sigurnost	drošība	sigurnost	N;NOM;FEM;PL	N;NOM;FEM;SG
drošības	sigurnost	drošība	sigurnost	N;NOM;FEM;PL	N;NOM;FEM;SG
mērķis	svrhu	mērķis	svrha	N;NOM;MASC;SG	N;ACC;FEM;SG
nakts	noći	nakts	noć	N;NOM;FEM;SG	N;GEN;FEM;SG
zinātnes	nauka	zinātne	nauk	N;NOM;FEM;PL	N;NOM;FEM;SG
zinātnes	znanost	zinātne	znanost	N;NOM;FEM;PL	N;NOM;FEM;SG
ieskaitot	uključujući	ieskaitīt	uključivati	V;V.CVB	ADV;RL
kapteinis	kapetane	kapteinis	kapetan	N;NOM;MASC;SG	N;ACC;MASC;PL
kapteinis	učitelju	kapteinis	učitelj	N;NOM;MASC;SG	N;DAT;MASC;SG
olas	jaje	ola	jaje	N;NOM;FEM;PL	N;NOM;NEUT;SG
marija	mari	marija	mar	N;NOM;FEM;SG	V;IND;SG;2;PRS;FIN
marija	mary	marija	mary	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
marija	maria	marija	maria	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
interneta	interneta	internets	internet	N;NOM;MASC	N;GEN;MASC;SG
interneta	internet	internets	internet	N;NOM;MASC	N;NOM;MASC;SG
miljoniem	milijuni	miljons	milijun	N;DAT;MASC;PL	N;NOM;MASC;PL
iecelts	imenovan	iecelt	imenovati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
programmas	programe	programma	program	N;NOM;FEM;PL	N;ACC;MASC;PL
sarkanā	crveno	sarkana	crven	ADJ;NOM;FEM;SG	ADV
igauņu	estonski	igaunis	estonski	N;GEN;MASC;PL	ADJ;NOM;MASC;SG
ātri	brzi	ātri	brz	ADV	ADJ;NOM;DEF;MASC;SG
ātri	brzi	ātri	brz	ADV	ADJ;NOM;DEF;MASC;SG
vidējā	prosječno	vidējs	prosječno	ADJ;NOM;FEM;SG	ADV
vidējā	prosjek	vidējs	prosjek	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
vidējā	prosjeka	vidējs	prosjek	ADJ;NOM;FEM;SG	N;GEN;MASC;SG
metru	metar	metrs	metar	N;ACC;MASC;SG	N;NOM;MASC;SG
literatūras	književni	literatūra	književan	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
literatūras	književnost	literatūra	književnost	N;NOM;FEM;PL	N;NOM;FEM;SG
biedrs	druže	biedrs	druži	N;NOM;MASC;SG	V;IND;PL;3;PRS;FIN
dibināts	utemeljena	dibināt	utemeljiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
dibināts	utemeljen	dibināt	utemeljiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
dibināts	osnovan	dibināt	osnovati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
dibināts	osnovana	dibināt	osnovati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP;PASS
šveices	švicarski	šveice	švicarski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
šveices	švicarske	šveice	švicarski	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;PL
pazīstama	znan	pazīt	znati	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
pazīstama	poznat	pazīt	poznat	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;MASC;SG
pazīstama	poznata	pazīt	poznat	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
pazīstama	poznato	pazīt	poznat	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG
pazīstama	poznati	pazīt	poznat	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;PL
zinātne	znanosti	zinātne	znanost	N;NOM;FEM;SG	N;NOM;FEM;PL
rezultāti	ishoda	rezultāts	ishod	N;NOM;MASC;PL	N;GEN;MASC;SG
metri	metara	metrs	metar	N;NOM;MASC;PL	N;GEN;MASC;PL
anna	anne	anna	anna	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
anna	ann	anna	ann	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
anna	en	anna	en	PROPN;NOM;FEM;SG	
anna	ana	anna	ana	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
anna	anna	anna	anna	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
lietuviešu	litvanski	lietuvietis	litvanski	N;GEN;MASC;PL	ADJ;NOM;MASC;SG
abas	oboje	abas	oboje	PRO;NOM;FEM;PL	N;NOM;MASC;SG
iekļāva	uključeno	iekļaut	uključiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP;PASS
iekļāva	uključen	iekļaut	uključiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP
nat	net	nat	net		N;NOM;MASC;SG
nat	nat	nat	nat		PROPN;NOM;MASC;SG
bīskaps	biskupe	bīskaps	biskupa	N;NOM;MASC;SG	N;ACC;MASC;PL
katra	svaki	katra	svaki	PRO;NOM;FEM;SG	DET;NOM;MASC;SG
katra	svaka	katra	svaki	PRO;NOM;FEM;SG	DET;NOM;FEM;SG
vecāki	roditelje	vecāks	roditelj	N;NOM;MASC;PL	N;ACC;MASC;PL
vecāki	starije	vecāks	star	N;NOM;MASC;PL	ADJ;NOM;DEF;CMPR;FEM;SG
vecāki	stariji	vecāks	star	N;NOM;MASC;PL	ADJ;NOM;DEF;CMPR;MASC;SG
vecāki	starija	vecāks	star	N;NOM;MASC;PL	ADJ;NOM;DEF;CMPR;FEM;SG
pagaidu	privremeno	pagaidīt	privremeno	N;ACC;MASC;SG	ADV
pagaidu	privremena	pagaidīt	privremen	N;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
pagaidu	privremeni	pagaidīt	privremen	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
policijas	policija	policija	policija	N;NOM;FEM;PL	N;NOM;FEM;SG
galvas	glavu	galva	glava	N;NOM;FEM;PL	N;ACC;FEM;SG
galvas	glava	galva	glava	N;NOM;FEM;PL	N;NOM;FEM;SG
galvas	glava	galva	glava	N;NOM;FEM;PL	N;NOM;FEM;SG
federācijas	federacija	federācija	federacija	N;NOM;FEM;PL	N;NOM;FEM;SG
krāsu	boje	krāsa	boja	N;ACC;FEM;SG	N;NOM;FEM;PL
krāsu	boja	krāsa	boja	N;ACC;FEM;SG	N;NOM;FEM;SG
krāsu	boje	krāsa	boja	N;ACC;FEM;SG	N;NOM;FEM;PL
krāsu	boja	krāsa	boja	N;ACC;FEM;SG	N;NOM;FEM;SG
ungārijas	mađarski	ungārija	mađarski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
vienkārši	jednostavna	vienkārši	jednostavan	ADV	ADJ;NOM;DEF;FEM;SG
vienkārši	jednostavan	vienkārši	jednostavan	ADV	ADJ;NOM;INDF;MASC;SG
lielās	hvaliti	liela	hvaliti	ADJ;NOM;FEM;PL	V;NFIN
baltkrievijas	bjeloruski	baltkrievija	bjeloruski	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
ministrijas	ministarstvo	ministrija	ministarstvo	N;NOM;FEM;PL	N;NOM;NEUT;SG
ekonomikas	ekonomska	ekonomika	ekonomski	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
ekonomikas	ekonomski	ekonomika	ekonomski	N;NOM;FEM;PL	ADV
ekonomikas	gospodarski	ekonomika	gospodarski	N;NOM;FEM;PL	ADV
ekonomikas	gospodarska	ekonomika	gospodarski	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
ekonomikas	gospodarske	ekonomika	gospodarski	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
tēviņi	muško	tēviņš	muški	N;NOM;MASC;PL	ADJ;NOM;DEF;NEUT;SG
tēviņi	mužjak	tēviņš	mužjak	N;NOM;MASC;PL	N;NOM;MASC;SG
tēviņi	muškarac	tēviņš	muškarac	N;NOM;MASC;PL	N;NOM;MASC;SG
tēviņi	muški	tēviņš	muški	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
nedēļas	tjedana	nedēļa	tjedan	N;NOM;FEM;PL	N;GEN;MASC;PL
nedēļas	tjedni	nedēļa	tjedni	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
nedēļas	tjedni	nedēļa	tjedni	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
nedēļas	tjedno	nedēļa	tjedno	N;NOM;FEM;PL	ADV
tūkstoši	tisuće	tūkstoši	tisuća	NUM;NOM;MASC;PL	N;NOM;FEM;PL
garš	duga	garš	dug	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
garš	long	garš	long	ADJ;NOM;MASC;SG	ADP
garš	dugo	garš	dugo	ADJ;NOM;MASC;SG	ADV
sērijas	serija	sērija	serija	N;NOM;FEM;PL	N;NOM;FEM;SG
desmit	desetka	desmit	desetak	NUM;PL	N;NOM;FEM;SG
imperators	care	imperators	car	N;NOM;MASC;SG	ADP
strauji	brzi	strauji	brz	ADV	ADJ;NOM;DEF;MASC;SG
augstākās	vrhovni	augsta	vrhovan	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;MASC;SG
barības	hraniti	barība	hraniti	N;NOM;FEM;PL	V;NFIN
barības	hrani	barība	hrana	N;NOM;FEM;PL	N;DAT;FEM;SG
barības	nahrani	barība	nahraniti	N;NOM;FEM;PL	V;IND;SG;2;PRS;FIN
ūdenī	vode	ūdens	voda	N;ESS;MASC;SG	N;NOM;FEM;PL
ūdenī	voda	ūdens	voda	N;ESS;MASC;SG	N;NOM;FEM;SG
pieņemts	prihvaćeno	pieņemt	prihvatiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
pieņemts	prihvaćen	pieņemt	prihvatiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
pieņemts	prihvaćena	pieņemt	prihvatiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
pieņemts	usvojen	pieņemt	usvojiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
pieņemts	usvojena	pieņemt	usvojiti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP;PASS
atklāts	otvori	atklāt	otvoriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
diezgan	lepa	diezgan	lep	ADV	N;NOM;FEM;SG
diezgan	lijepa	diezgan	lijep	ADV	ADJ;NOM;DEF;FEM;SG
