और	og	और	og		CONJ
तुर्की	tyrkisk	तुर्की	tyrkisk	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
तुर्की	tyrkiske	तुर्की	tyrkisk	PROPN;NOM;MASC;SG;3	ADJ;PL
संस्कार	ritualer	संस्कार	ritual	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
संस्कार	ritualer	संस्कार	ritual	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
शंकर	shankar	शंकर	shankar	PROPN;NOM;MASC;SG;3	
बीमारी	sygdomme	बीमारी	sygdom	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
वार्षिक	årlig	वार्षिक	årlig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
वार्षिक	årligt	वार्षिक	årligt	PROPN;NOM;MASC;SG;3	ADV
वार्षिक	årlig	वार्षिक	årlig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
वार्षिक	årligt	वार्षिक	årligt	PROPN;NOM;MASC;SG;3	ADV
परिसर	præmisser	परिसर	præmisse	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
परिसर	lokalerne	परिसर	lokale	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
परिसर	lokaler	परिसर	lokale	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
परिसर	kompliceret	परिसर	kompliceret	N;NOM;MASC;SG;3	ADJ;INDF;SG
परिसर	indviklet	परिसर	indviklet	N;NOM;MASC;SG;3	ADJ;INDF;SG
परिसर	komplekse	परिसर	komplekse	N;NOM;MASC;SG;3	ADJ;PL
परिसर	kompleks	परिसर	kompleks	N;NOM;MASC;SG;3	ADJ;INDF;SG
परिसर	komplekst	परिसर	komplekst	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अधिकतम	max	अधिकतम	max	ADJ	N;INDF;NEUT;SG
अधिकतम	maks	अधिकतम	maks	ADJ	
अधिकतम	maksimum	अधिकतम	maksimum	ADJ	N;INDF;NEUT;SG
अधिकतम	maksimalt	अधिकतम	maksimalt	ADJ	ADV
अधिकतम	maksimere	अधिकतम	maksimere	ADJ	V;NFIN;ACT
अधिकतम	maksimere	अधिकतम	maksimere	ADJ	V;NFIN;ACT
वैश्विक	global	वैश्विक	global	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
वैश्विक	globalt	वैश्विक	global	N;NOM;MASC;SG;3	ADV
वैश्विक	globale	वैश्विक	global	N;NOM;MASC;SG;3	ADJ;PL
तभी	kun	तभी	kun	PRO;NOM	ADV
अनिवार्य	obligatorisk	अनिवार्य	obligatorisk		ADJ;INDF;SG
अनिवार्य	obligatoriske	अनिवार्य	obligatorisk		ADJ;PL
अनिवार्य	obligatorisk	अनिवार्य	obligatorisk		ADJ;INDF;SG
अनिवार्य	obligatoriske	अनिवार्य	obligatorisk		ADJ;PL
अनिवार्य	obligatorisk	अनिवार्य	obligatorisk		ADJ;INDF;SG
अनिवार्य	essentiel	अनिवार्य	essentiel		ADJ;INDF;MASC+FEM;SG
अनिवार्य	essentielt	अनिवार्य	essentielt		ADJ;INDF;NEUT;SG
अनिवार्य	afgørende	अनिवार्य	afgørende		ADJ
अनिवार्य	væsentlige	अनिवार्य	væsentlig		ADJ;PL
अनिवार्य	væsentlig	अनिवार्य	væsentlig		ADJ;INDF;MASC+FEM;SG
हरियाणा	haryana	हरियाणा	haryana	PROPN;NOM;MASC;SG;3	
तारा	sulte	तारा	sulte	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
तारा	star	तारा	star	PROPN;NOM;MASC;SG;3	
तारा	stjerne	तारा	stjer	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
तारा	stjernen	तारा	stjerne	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
द्वार	gate	द्वार	gate	N;NOM;MASC;SG;3	
द्वार	port	द्वार	port	N;NOM;MASC;SG;3	
द्वार	dør	द्वार	dø	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
द्वार	dørene	द्वार	dør	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
द्वार	døre	द्वार	dør	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
आनंद	enjoy	आनंद	enjoy	PROPN;NOM;MASC;SG;3	
आनंद	nyd	आनंद	nyd	PROPN;NOM;MASC;SG;3	V;IMP
आनंद	anand	आनंद	anand	PROPN;NOM;MASC;SG;3	
आनंद	ananda	आनंद	ananda	PROPN;NOM;MASC;SG;3	
रे	ray	रे	ray	PROPN;NOM;MASC;SG;3	
स्थायी	permanente	स्थायी	permanent	PROPN;NOM;SG;3	ADJ;PL
स्थायी	permanent	स्थायी	permanent	PROPN;NOM;SG;3	ADJ;INDF;SG
स्थायी	blivende	स्थायी	blivende	PROPN;NOM;SG;3	ADJ
स्थायी	varig	स्थायी	varig	PROPN;NOM;SG;3	ADJ;INDF;MASC+FEM;SG
स्थायी	varende	स्थायी	vare	PROPN;NOM;SG;3	V;PRS;V.PTCP
स्थायी	varige	स्थायी	varig	PROPN;NOM;SG;3	ADJ;PL
स्थायी	varigt	स्थायी	varig	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
लकड़ी	wood	लकडी	wood	N;NOM;FEM;SG;3	
गोल	rundt	गोल	rundt	N;NOM;MASC;SG;3	ADV
गोल	rund	गोल	rund	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
तल	nederst	तल	nederst	N;NOM;MASC;SG;3	ADV
तल	nederste	तल	ned	N;NOM;MASC;SG;3	ADJ;DEF;RL
पू	bæ	पू	bæ	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
ऋण	låne	ऋण	lån	N;NOM;MASC;SG;3	V;NFIN;ACT
ऋण	lån	ऋण	lån	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
ऋण	lån	ऋण	lån	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
दास	das	दास	das	PROPN;NOM;MASC;SG;3	
नंबर	tal	नंबर	tal	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
त्वचा	skin	त्वचा	skin	N;NOM;FEM;SG;3	
नोबेल	nobels	नोबेल	nobels	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
नोबेल	nobel	नोबेल	nobel	PROPN;NOM;MASC;SG;3	
हमला	angrib	हमला	angrib	N;NOM;MASC;SG;3	V;IMP
आपूर्ति	forsyninger	आपूर्ति	forsyning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
आपूर्ति	leveringer	आपूर्ति	levering	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
आपूर्ति	leverancer	आपूर्ति	leverance	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
दर्ज	indspillet	दर्ज	indspille	ADJ	V;INDF;SG;PST;V.PTCP
दर्ज	optaget	दर्ज	optage	ADJ	V;INDF;SG;PST;V.PTCP
दर्ज	registreret	दर्ज	registrere	ADJ	V;INDF;SG;PST;V.PTCP
दर्ज	indspillede	दर्ज	indspille	ADJ	V;IND;PST;FIN;ACT
हस्ताक्षर	underskriver	हस्ताक्षर	underskrive	N;NOM;MASC;PL;3	V;IND;PRS;FIN;ACT
हस्ताक्षर	underskrift	हस्ताक्षर	underskrift	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
हस्ताक्षर	undertegnelse	हस्ताक्षर	undertegnelse	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
हस्ताक्षर	underskrivelse	हस्ताक्षर	underskrivelse	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
हस्ताक्षर	signatur	हस्ताक्षर	signatur	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
हस्ताक्षर	underskrift	हस्ताक्षर	underskrift	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
हस्ताक्षर	undertegnelse	हस्ताक्षर	undertegnelse	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
टिप्पणी	kommentere	टिप्पणी	kommentere	N;NOM;FEM;SG;3	V;NFIN;ACT
टिप्पणी	noter	टिप्पणी	note	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
टिप्पणी	sedler	टिप्पणी	sedle	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
टिप्पणी	bemærkninger	टिप्पणी	bemærkning	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
टिप्पणी	kommenterer	टिप्पणी	kommentere	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
टिप्पणी	kommentarer	टिप्पणी	kommentar	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
डे	dey	डे	dey	N;NOM;MASC;SG;3	
स्मृति	memory	स्मृति	memory	N;NOM;FEM;SG;3	
वेद	vedaerne	वेद	vedae		N;DEF;MASC+FEM;PL
राजनैतिक	politisk	राजनैतिक	politisk	N;NOM;MASC;SG;3	ADV
तीव्र	hurtig	तीव्र	hurtig		ADJ;INDF;MASC+FEM;SG
तीव्र	hurtigt	तीव्र	hurtigt		ADV
तीव्र	hurtige	तीव्र	hurtig		ADJ;PL
तीव्र	tropisk	तीव्र	tropisk		ADJ;INDF;SG
तीव्र	tropiske	तीव्र	tropisk		ADJ;PL
तीव्र	intens	तीव्र	intens		ADJ;INDF;MASC+FEM;SG
तीव्र	intenst	तीव्र	intenst		ADV
तीव्र	intense	तीव्र	intense		ADJ;PL
सम्बन्धित	relaterede	संबन्धित	relatere	ADJ	V;PL;PST;V.PTCP
सम्बन्धित	relateret	संबन्धित	relatere	ADJ	V;INDF;SG;PST;V.PTCP
सम्बन्धित	beslægtet	संबन्धित	beslægte	ADJ	V;INDF;SG;PST;V.PTCP
चयन	samler	चयन	samle	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
चयन	vælger	चयन	vælge	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
चयन	markeringer	चयन	markering	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
यूनानी	græsk	यूनानी	græsk	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
यूनानी	græske	यूनानी	græsk	PROPN;NOM;MASC;SG;3	ADJ;PL
यूनानी	græker	यूनानी	græker	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
यूनानी	grækenland	यूनानी	grækenland	PROPN;NOM;MASC;SG;3	PROPN
जॉर्ज	george	जॉर्ज	george	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
स्वर्ण	guld	स्वर्ण	guld		N;INDF;NEUT;SG
स्वर्ण	gold	स्वर्ण	gold		
ठोस	solid	ठोस	solid	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
ठोस	solidt	ठोस	solid	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
ठोस	fast	ठोस	fast	PROPN;NOM;MASC;SG;3	ADV
ठोस	materielle	ठोस	materiel	PROPN;NOM;MASC;SG;3	ADJ;PL
ठोस	håndgribelige	ठोस	håndgribelig	PROPN;NOM;MASC;SG;3	ADJ;PL
ठोस	håndgribelig	ठोस	håndgribelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
ठोस	håndgribeligt	ठोस	håndgribeligt	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
मशीन	machine	मशीन	machine	N;NOM;FEM;SG;3	
विदेश	udland	विदेश	udland	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
विदेश	udenlandsk	विदेश	udenlandsk	N;NOM;MASC;SG;3	ADJ;INDF;SG
विदेश	fremmed	विदेश	fremmed	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
ऋषि	sage	ऋषि	sage	PROPN;NOM;MASC;SG;3	ADJ
शेयर	delinger	शेयर	deling	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शेयर	aktier	शेयर	aktie	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शेयर	andele	शेयर	anden	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
गर्म	hot	गर्म	hot	ADJ;NOM	N;INDF;NEUT;SG
गर्म	varme	गर्म	varme	ADJ;NOM	N;INDF;MASC+FEM;SG
सौर	solenergi	सौर	solenergi	N;NOM;MASC	
एशियाई	asiatisk	एशियाई	asiatisk	PROPN;NOM;SG;3	ADJ;INDF;SG
एशियाई	asiatiske	एशियाई	asiatisk	PROPN;NOM;SG;3	ADJ;PL
एशियाई	asiater	एशियाई	asiater	PROPN;NOM;SG;3	N;INDF;MASC+FEM;PL
एशियाई	asiat	एशियाई	asiat	PROPN;NOM;SG;3	ADJ;INDF;MASC+FEM;SG
सफेद	hvid	सफेद	hvid		ADJ;INDF;MASC+FEM;SG
सफेद	white	सफेद	white		
सफेद	hvidt	सफेद	hvid		ADJ;INDF;NEUT;SG
सफेद	hvide	सफेद	hvid		ADJ;PL
वैकल्पिक	alternativet	वैकल्पिक	alternativ	ADJ;NOM	N;DEF;NEUT;SG
वैकल्पिक	alternativt	वैकल्पिक	alternativt	ADJ;NOM	ADV
वैकल्पिक	alternativ	वैकल्पिक	alternativ	ADJ;NOM	N;INDF;NEUT;SG
वैकल्पिक	suppleant	वैकल्पिक	suppleant	ADJ;NOM	N;INDF;MASC+FEM;SG
वैकल्पिक	alternativt	वैकल्पिक	alternativt	ADJ;NOM	ADV
वैकल्पिक	alternativ	वैकल्पिक	alternativ	ADJ;NOM	N;INDF;NEUT;SG
वैकल्पिक	fakultativ	वैकल्पिक	fakultativ	ADJ;NOM	
वैकल्पिक	frivilligt	वैकल्पिक	frivilligt	ADJ;NOM	ADV
वैकल्पिक	valgfri	वैकल्पिक	valgfri	ADJ;NOM	V;IMP
जयपुर	jaipur	जयपुर	jaipur	PROPN;NOM;MASC;SG;3	
हार	besejre	हार	besejre	N;NOM;FEM;SG;3	V;NFIN;ACT
समाधान	opløsninger	समाधान	opløsning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
समाधान	løsninger	समाधान	løsning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
जेल	fængsler	जेल	fængsel	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
जोड़ा	par	जोड़	par	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
हिमालय	himalaya	हिमालय	himalaya	PROPN;NOM;MASC;SG;3	
राजमार्ग	hovedveje	राजमार्ग	hovedveje	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
राजमार्ग	motorveje	राजमार्ग	motorvej	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
राजमार्ग	landeveje	राजमार्ग	landeveje	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
पेड़	tree	पेड़	tree	N;NOM;MASC;SG;3	
पेड़	træer	पेड़	træ	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
पेड़	træerne	पेड़	træ	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
कैरियर	udbyder	कैरियर	udbyde	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
कैरियर	karrierer	कैरियर	karriere	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
इंच	tomme	इंच	tom	N;NOM;MASC;SG;3	ADJ;PL
इंच	tommer	इंच	tom	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
इंच	centimeter	इंच	centimeter	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
इंच	tommer	इंच	tom	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
डिजिटल	digitalt	डिजिटल	digitalt	N;NOM	ADJ;INDF;NEUT;SG
डिजिटल	digitale	डिजिटल	digital	N;NOM	ADJ;PL
श्रेष्ठ	overlegen	श्रेष्ठ	overlege	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
आग	brande	आग	brand	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
पौधे	anlæg	पौधा	anlæg	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
पौधे	plant	पौधा	plant	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
पौधे	plante	पौधा	plante	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
पौधे	anlæg	पौधा	anlæg	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
जमीन	lander	जमीन	land	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
जमीन	formalet	जमीन	formale	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
जमीन	ground	जमीन	ground	N;NOM;FEM;SG;3	
खाने	spisning	खा	spisning	V;MASC;SG;FIN;ACT	N;INDF;MASC+FEM;SG
हाथों	hænder	हाथ	hånd	V;MASC;SBJV;PL;FIN;ACT	N;INDF;MASC+FEM;PL
हाथों	hænderne	हाथ	hånd	V;MASC;SBJV;PL;FIN;ACT	N;DEF;MASC+FEM;PL
बाज़ार	bazaar	बाज़ार	bazaar	N;NOM;MASC;SG;3	
बाज़ार	markederne	बाज़ार	marked	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
बाज़ार	markeder	बाज़ार	marked	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
बाज़ार	market	बाज़ार	mark	N;NOM;MASC;SG;3	
किरदार	karakterer	किरदार	karakter	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
किरदार	figurer	किरदार	figur	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
नुकसान	skader	नुकसान	skade	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
आकर्षित	tiltrukket	आकर्षित	tiltrukke	ADJ	V;INDF;SG;PST;V.PTCP
आकर्षित	tiltrak	आकर्षित	tiltrak	ADJ	V;IND;PST;FIN;ACT
आकर्षित	tiltrækker	आकर्षित	tiltrække	ADJ	V;IND;PRS;FIN;ACT
आकर्षित	tiltrække	आकर्षित	tiltrække	ADJ	V;NFIN;ACT
सेट	sæt	सेट	sætte	N;NOM;MASC;SG;3	V;IMP
सेट	indstillet	सेट	indstille	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
सेट	sat	सेट	sætte	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
सेट	indstiller	सेट	indstille	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
सेट	sæt	सेट	sætte	N;NOM;MASC;SG;3	V;IMP
सेट	sætter	सेट	sætte	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
भेद	hemmelige	भेद	hemmelig	N;NOM;MASC;SG;3	ADJ;PL
भेद	hemmelig	भेद	hemmelig	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
भेद	secret	भेद	secret	N;NOM;MASC;SG;3	
भेद	hemmeligt	भेद	hemmelig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
फोन	telefoner	फोन	telefon	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
फोन	mobiler	फोन	mobil	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
मगध	magadha	मगध	magadha	PROPN;NOM;MASC;SG;3	
शक्तिशाली	kraftfuld	शक्तिशाली	kraftfuld	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
शक्तिशाली	kraftigt	शक्तिशाली	kraftigt	N;NOM;MASC;SG;3	ADV
शक्तिशाली	magtfuld	शक्तिशाली	magtfuld	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
शक्तिशाली	magtfulde	शक्तिशाली	magtfulde	N;NOM;MASC;SG;3	ADJ;PL
शक्तिशाली	stærkt	शक्तिशाली	stærkt	N;NOM;MASC;SG;3	ADV
अवार्ड	tilslag	अवार्ड	tilslag	N;NOM;MASC;SG;3	
कौन	hvem	कौन	hvem	PRO	PRO;MASC+FEM
चिह्न	symbol	चिह्न	symbol		N;INDF;NEUT;SG
चिह्न	symbolet	चिह्न	symbol		N;DEF;NEUT;SG
चिह्न	symboler	चिह्न	symbol		N;INDF;MASC+FEM;PL
चिह्न	tegn	चिह्न	tegn		N;INDF;NEUT;SG
चिह्न	ikon	चिह्न	ikon		N;INDF;NEUT;SG
जोड़	tilføjelse	जोड़	tilføjelse	V;SG;FIN;ACT	N;INDF;NEUT;SG
जोड़	tilsætning	जोड़	tilsætning	V;SG;FIN;ACT	N;INDF;MASC+FEM;SG
आरोप	gebyrer	आरोप	gebyre	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
आरोप	afgifter	आरोप	afgift	N;NOM;MASC;SG;3	ADV
उड़ान	flight	उडान	flight	N;NOM;FEM;SG;3	
महासागर	havene	महासागर	have	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;PL
महासागर	oceaner	महासागर	ocean	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
महासागर	havet	महासागर	hav	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
महासागर	hav	महासागर	hav	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
महासागर	ocean	महासागर	ocean	PROPN;NOM;MASC;SG;3	
माल	rigdomme	माल	rigdom	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
एयर	air	एयर	air	N;NOM;FEM;SG;3	
महसूस	mærke	महसूस	mærke	ADJ	V;NFIN;ACT
महसूस	føl	महसूस	føl	ADJ	N;INDF;NEUT;SG
महसूस	feel	महसूस	feel	ADJ	
महसूस	mærk	महसूस	mærk	ADJ	V;IMP
महसूस	føler	महसूस	føle	ADJ	V;IND;PRS;FIN;ACT
अध्याय	kapitler	अध्याय	kapitel	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
कराया	pansret	करा	pansret	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC+FEM;SG
विमानक्षेत्र	lufthavne	विमानक्षेत्र	lufthavne	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
दान	doneret	दान	donere	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
दान	donerede	दान	donere	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
दान	donerer	दान	donere	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
दान	donere	दान	don	N;NOM;MASC;SG;3	V;NFIN;ACT
दान	donationer	दान	donation	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
दान	velgørende	दान	velgørende	N;NOM;MASC;SG;3	ADJ
दान	charity	दान	charity	N;NOM;MASC;SG;3	
अनुपात	gradient	अनुपात	gradient		N;INDF;MASC+FEM;SG
अनुपात	stigninger	अनुपात	stigning		N;INDF;MASC+FEM;PL
अनुपात	overgange	अनुपात	overgange		N;INDF;MASC+FEM;PL
अनुपात	nøgletal	अनुपात	nøgletal		N;INDF;MASC+FEM;SG
अनुपात	forhold	अनुपात	forhold		N;INDF;NEUT;SG
स्नातक	gradueret	स्नातक	graduere	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
मूर्ति	statuer	मूर्ति	statue	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
मराठी	marathi	मराठी	marathi	PROPN;NOM;MASC;SG;3	
माइकल	michael	माइकल	michael	PROPN;NOM;MASC;SG;3	
संस्थापक	stifter	संस्थापक	stift	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
इलाज	kurere	इलाज	kur	N;NOM;MASC;SG;3	V;NFIN;ACT
इलाज	helbrede	इलाज	helbrede	N;NOM;MASC;SG;3	V;NFIN;ACT
इलाज	behandler	इलाज	behandle	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
इलाज	behandle	इलाज	behandle	N;NOM;MASC;SG;3	V;NFIN;ACT
अभ्यास	øv	अभ्यास	øv	N;NOM;MASC;SG;3	INTJ
शाही	kongelige	शाही	kongelig	PROPN;NOM;MASC;SG;3	ADJ;PL
शाही	kongeligt	शाही	kongelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
शाही	royale	शाही	royal	PROPN;NOM;MASC;SG;3	ADJ;PL
शाही	royal	शाही	royal	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
शाही	kongelig	शाही	kongelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
शाही	shahi	शाही	shahi	PROPN;NOM;MASC;SG;3	
पाकिस्तानी	pakistan	पाकिस्तानी	pakistan	N;NOM;MASC;SG;3	PROPN
पाकिस्तानी	pakistansk	पाकिस्तानी	pakistansk	N;NOM;MASC;SG;3	ADJ;INDF;SG
पाकिस्तानी	pakistansk	पाकिस्तानी	pakistansk	N;NOM;MASC;SG;3	ADJ;INDF;SG
पाकिस्तानी	pakistanske	पाकिस्तानी	pakistansk	N;NOM;MASC;SG;3	ADJ;PL
ब्लैक	sort	ब्लैक	sort		ADJ;INDF;SG
ब्लैक	black	ब्लैक	black		
ब्लैक	sorte	ब्लैक	sort		ADJ;PL
भेजा	sendes	भेज	sende	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;PASS
