som	kot	som	kot	ADP	CONJ
beseiret	premagani	beseir	premagan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
beseiret	poraženi	beseir	poražen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
beseiret	premagan	beseir	premagan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
white	bela	white	bel	N;INDF	ADJ;NOM;FEM;SG
white	belo	white	bel	N;INDF	ADV
white	beli	white	bel	N;INDF	ADJ;NOM;DEF;MASC;SG
white	bele	white	bel	N;INDF	ADJ;NOM;FEM;PL
åpen	odpri	åpen	odpreti	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN
åpen	odprto	åpen	odprt	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
media	media	medium	media	N;DEF;NEUT;PL	N;NOM;MASC;SG
hall	hall	hall	hall	N;INDF;MASC;SG	
elever	dijaki	elev	dijak	N;INDF;NEUT;SG	N;NOM;MASC;PL
elever	študentje	elev	študent	N;INDF;NEUT;SG	N;NOM;MASC;PL
elever	študenti	elev	študent	N;INDF;NEUT;SG	N;NOM;MASC;PL
elever	študente	elev	študent	N;INDF;NEUT;SG	N;ACC;MASC;PL
elever	učenci	elev	učenec	N;INDF;NEUT;SG	N;NOM;MASC;PL
elever	dijaki	elev	dijak	N;INDF;NEUT;SG	N;NOM;MASC;PL
elever	zenice	elev	zenica	N;INDF;NEUT;SG	N;NOM;FEM;PL
elever	učencev	elev	učenec	N;INDF;NEUT;SG	N;GEN;MASC;PL
elever	učenci	elev	učenec	N;INDF;NEUT;SG	N;NOM;MASC;PL
behov	potreben	behov	potreben	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
behov	potrebna	behov	potreben	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
behov	potrebovali	behov	potrebovati	N;INDF;NEUT;SG	V;IPFV;MASC;PL;V.PTCP
behov	rabi	behov	raba	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
behov	potrebe	behov	potreba	N;INDF;NEUT;SG	N;NOM;FEM;PL
behov	potrebuje	behov	potrebovati	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
behov	potreb	behov	potreba	N;INDF;NEUT;SG	N;GEN;FEM;PL
mary	mary	mary	mary	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
femte	petič	femte	petič	ADJ;DEF;SG	ADV
skape	ustvarjanje	skape	ustvarjanje	V;IMP;NFIN	N;NOM;NEUT;SG
skape	ustvari	skape	ustvariti	V;IMP;NFIN	V;PFV;IND;SG;3;PRS;FIN
skape	ustvarjanje	skape	ustvarjanje	V;IMP;NFIN	N;NOM;NEUT;SG
kim	kim	kim	kim	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
zealand	zelandije	zealand	zelandija	N;INDF;NEUT;SG	N;NOM;FEM;PL
oppdrag	misije	oppdrag	misija	N;INDF;NEUT;SG	N;NOM;FEM;PL
avhengig	odvisni	avhengig	odvisen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
versjonen	različice	versjon	različica	N;DEF;MASC;SG	N;NOM;FEM;PL
ansvar	odgovornosti	ansvar	odgovornost	N;INDF;NEUT;SG	N;GEN;FEM;PL
ansvar	pristojnosti	ansvar	pristojnost	N;INDF;NEUT;SG	N;NOM;FEM;PL
lot	lot	la	lot	V;IMP;FIN	
din	tvoje	din	tvoj	PRO;MASC;SG	DET;NOM;NEUT;SG;1
din	tvoji	din	tvoj	PRO;MASC;SG	DET;NOM;MASC;SG;1
din	vaš	din	vaš	PRO;MASC;SG	DET;NOM;MASC;SG;2
din	tvoj	din	tvoj	PRO;MASC;SG	DET;NOM;MASC;SG;1
din	tvoja	din	tvoj	PRO;MASC;SG	DET;NOM;FEM;SG;1
din	vaša	din	vaš	PRO;MASC;SG	DET;NOM;FEM;SG;2
din	tvojo	din	tvoj	PRO;MASC;SG	DET;NOM;NEUT;SG;1
din	tvoje	din	tvoj	PRO;MASC;SG	DET;NOM;NEUT;SG;1
din	tvoj	din	tvoj	PRO;MASC;SG	DET;NOM;MASC;SG;1
din	tvoji	din	tvoj	PRO;MASC;SG	DET;NOM;MASC;SG;1
din	tvoja	din	tvoj	PRO;MASC;SG	DET;NOM;FEM;SG;1
ender	ender	ende	ender	V;IND;PRS;FIN	N;NOM;MASC;SG
ender	račke	ende	račka	V;IND;PRS;FIN	N;NOM;FEM;PL
ender	race	ende	raca	V;IND;PRS;FIN	N;NOM;MASC;SG
ender	rac	ende	raca	V;IND;PRS;FIN	PROPN;NOM;MASC;SG
elv	river	elv	river	N;INDF;FEM;SG	
elv	reke	elv	reka	N;INDF;FEM;SG	N;NOM;FEM;PL
samfunnet	skupnosti	samfunn	skupnost	N;DEF;NEUT;SG	N;GEN;FEM;PL
tilknyttet	povezana	tilknytte	povezan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
tilknyttet	povezano	tilknytte	povezan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
tilknyttet	povezani	tilknytte	povezan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
brev	pisma	brev	pismo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
brev	črke	brev	črka	N;INDF;NEUT;SG	N;NOM;FEM;PL
brev	pisem	brev	pisem	N;INDF;NEUT;SG	N;GEN;FEM;PL
gård	kmetiji	gård	kmetija	N;INDF;MASC;SG	N;NOM;FEM;DU
profesjonell	profesionalno	profesjonell	profesionalen	ADJ;INDF;SG	ADV
profesjonell	strokovno	profesjonell	strokovno	ADJ;INDF;SG	ADV
profesjonell	poklicne	profesjonell	poklicen	ADJ;INDF;SG	ADJ;NOM;FEM;PL
profesjonell	pro	profesjonell	pro	ADJ;INDF;SG	N;NOM;MASC;SG
antagelig	verjetno	antagelig	verjetno	ADJ;INDF;NEUT;SG	ADV
antagelig	vrjetno	antagelig	vrjetno	ADJ;INDF;NEUT;SG	ADV
råd	nasveti	råd	nasvet	N;INDF;FEM;SG	N;NOM;MASC;PL
overført	posredovane	overføre	posredovan	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
overført	posredovani	overføre	posredovan	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
overført	prenesenih	overføre	prenesen	ADJ;INDF;SG;V.PTCP	ADJ;GEN;MASC;PL
overført	preneseni	overføre	prenesen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL
fritt	prosto	fri	prosto	ADJ;INDF;NEUT;SG	ADV
fritt	free	fri	free	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
fritt	brezplačno	fri	brezplačno	ADJ;INDF;NEUT;SG	ADV
deltatt	udeležili	delta	udeležiti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP
deltatt	sodelovala	delta	sodelovati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;SG;V.PTCP
deltatt	sodeloval	delta	sodelovati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
deltatt	sodelovali	delta	sodelovati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;PL;V.PTCP
deltatt	sodelovalo	delta	sodelovati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
manchester	manchester	mancheste	manchester	N;INDF;FEM;PL	N;NOM;MASC;SG
alene	sama	alene	sam	N;INDF;SG	ADJ;NOM;FEM;SG
alene	sami	alene	sam	N;INDF;SG	ADJ;NOM;MASC;PL
alene	sam	alene	samo	N;INDF;SG	PART
samfunn	skupnostim	samfunn	skupnost	N;INDF;NEUT;SG	N;DAT;FEM;PL
samfunn	skupnosti	samfunn	skupnost	N;INDF;NEUT;SG	N;GEN;FEM;PL
samfunn	skupnosti	samfunn	skupnost	N;INDF;NEUT;SG	N;GEN;FEM;PL
samfunn	družbe	samfunn	družba	N;INDF;NEUT;SG	N;NOM;FEM;PL
samfunn	društva	samfunn	društvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
texas	teksas	texas	teksas	N;INDF;SG	PROPN;NOM;MASC;SG
texas	texas	texas	texas	N;INDF;SG	PROPN;NOM;MASC;SG
virksomhet	posli	virksomhet	posel	N;INDF;MASC;SG	N;NOM;MASC;PL
bodø	bodø	bodø	biti	N;INDF;MASC;SG	
slå	udarec	slå	udarec	V;IMP;FIN	N;NOM;MASC;SG
fjerne	odstranjevanje	fjern	odstranjevanje	ADJ;PL	N;NOM;NEUT;SG
fjerne	oddaljen	fjern	oddaljen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
fjerne	oddaljeno	fjern	oddaljen	ADJ;PL	ADV
fjerne	oddaljena	fjern	oddaljen	ADJ;PL	ADJ;NOM;FEM;SG
fjerne	odstrani	fjern	odstran	ADJ;PL	V;PFV;IND;SG;3;PRS;FIN
sikkert	verjetno	sikker	verjetno	ADJ;INDF;NEUT;SG	ADV
sikkert	vrjetno	sikker	vrjetno	ADJ;INDF;NEUT;SG	ADV
kjell	kjell	kjell	kjell	N;MASC	PROPN;NOM;MASC;SG
sjelden	redkokdaj	sjelden	redkokdaj	ADJ;INDF;SG	ADV
sjelden	redko	sjelden	redko	ADJ;INDF;SG	ADV
sjelden	redki	sjelden	redek	ADJ;INDF;SG	ADJ;NOM;MASC;PL
sjelden	redko	sjelden	redko	ADJ;INDF;SG	ADV
sovjetiske	sovjetski	sovjetisk	sovjetski	ADJ;PL	ADJ;NOM;MASC;SG
sovjetiske	sovjetska	sovjetisk	sovjetski	ADJ;PL	ADJ;NOM;FEM;SG
sovjetiske	sovjetsko	sovjetisk	sovjetski	ADJ;PL	ADJ;NOM;NEUT;SG
populær	priljubljene	populær	priljubljen	ADJ;INDF;SG	ADJ;NOM;FEM;PL
populær	priljubljeno	populær	priljubljen	ADJ;INDF;SG	ADV
populær	priljubljeni	populær	priljubljen	ADJ;INDF;SG	ADJ;NOM;MASC;PL
lund	lund	lund	lund	PROPN	PROPN;NOM;MASC;SG
roger	sprejeto	roge	sprejet	N;INDF;MASC	ADJ;NOM;NEUT;SG;V.PTCP
inspirert	navdih	inspirere	navdih	ADJ;INDF;SG;V.PTCP	N;NOM;MASC;SG
kjøpt	kupljene	kjøpe	kupljen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
kjøpt	kupljene	kjøpe	kupljen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
kjøpt	kupil	kjøpe	kupiti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
unngå	izogibanje	unngå	izogibanje	V;NFIN	N;NOM;NEUT;SG
are	so	are	biti	PROPN	V;IND;PL;3;POS;PRS;FIN
gjennomført	izvedene	gjennomføre	izveden	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
gjennomført	zaključene	gjennomføre	zaključen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
venner	friends	venn	friends	N;INDF;MASC;PL	
lake	lake	lake	lak	N;INDF;NEUT;SG	
lake	jezera	lake	jezero	N;INDF;NEUT;SG	N;NOM;NEUT;PL
håkon	håkon	håkon	håkon	N;MASC	
problemet	težave	problem	težava	N;DEF;NEUT;SG	N;NOM;FEM;PL
svein	svein	svein	svein	N;MASC	
ivar	ivar	ivar	ivara	N;INDF;MASC;SG	
cambridge	cambridge	cambridg	cambridg	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
tolv	twelve	tolv	twelve	NUM;PL	
morten	morten	mort	morten	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sur	sur	sur	sur	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
øyer	otočje	øyer	otočje	N;INDF;FEM;PL	N;NOM;NEUT;SG
fordel	prednosti	fordel	prednost	N;INDF;MASC;SG	N;NOM;FEM;PL
reist	potoval	reise	potovati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
reist	potovala	reise	potovati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;SG;V.PTCP
reist	potoval	reise	potovati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
helsingfors	helsinkih	helsingfors	helsinki	N;INDF;FEM;SG	N;ESS;MASC;PL
organisasjon	organizacije	organisasjon	organizacija	N;INDF;MASC;SG	N;NOM;FEM;PL
organisasjon	organizacij	organisasjon	organizacija	N;INDF;MASC;SG	N;GEN;FEM;PL
idag	danes	idag	danes	N;INDF;MASC;SG	ADV
teknisk	tehnično	teknisk	tehnično	ADJ;INDF;NEUT;SG	ADV
vokser	raste	vokse	rasti	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
vokser	rastoče	vokse	rastoč	N;INDF;NEUT;SG	
vokser	raste	vokse	rasti	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
vokser	zraste	vokse	zrasti	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
artister	izvajalci	artister	izvajalec	N;INDF;MASC;SG	N;NOM;MASC;PL
artister	izvajalce	artister	izvajalec	N;INDF;MASC;SG	N;ACC;MASC;PL
artister	umetniki	artister	umetnik	N;INDF;MASC;SG	N;NOM;MASC;PL
bidro	prispeval	bidro	prispevati	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP
rolf	rolf	rolf	rolf	N;MASC	PROPN;NOM;MASC;SG
vinne	zmaga	vinne	zmaga	V;NFIN	N;NOM;FEM;SG
vinne	zmago	vinne	zmaga	V;NFIN	N;ACC;FEM;SG
vinne	zmaga	vinne	zmaga	V;NFIN	N;NOM;FEM;SG
vinne	zmagovalna	vinne	zmagovalen	V;NFIN	ADJ;NOM;FEM;SG
open	odpri	open	odpreti	ADJ;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN
house	house	house	hous	N;INDF;MASC;SG	
can	lahko	cann	lahko	N	ADV
tonn	tona	tonn	tona	N;INDF;NEUT;SG	N;NOM;MASC;DU
sent	zamuja	senje	zamujati	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
sent	pozno	senje	pozno	N;INDF;MASC;SG	ADV
sent	pozen	senje	pozen	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sent	pozni	senje	pozen	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
sent	pozna	senje	poznati	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
fantes	obstajal	fantes	obstajati	N;INDF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
fantes	obstajala	fantes	obstajati	N;INDF;NEUT;SG	V;IPFV;FEM;SG;V.PTCP
fantes	obstajali	fantes	obstajati	N;INDF;NEUT;SG	V;IPFV;MASC;PL;V.PTCP
vinteren	zimska	vinter	zimski	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
vinteren	zimsko	vinter	zimski	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
bank	bančna	bank	bančen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
bank	bank	bank	banka	N;INDF;MASC;SG	N;GEN;FEM;PL
spesielle	specialno	spesiell	specialno	ADJ;PL	ADJ;NOM;NEUT;SG
spesielle	posebna	spesiell	poseben	ADJ;PL	ADJ;NOM;FEM;SG
spesielle	poseben	spesiell	poseben	ADJ;PL	ADJ;NOM;INDF;MASC;SG
spesielle	posebno	spesiell	posebno	ADJ;PL	ADV
mening	mnenja	mening	mnenje	N;INDF;FEM;SG	N;NOM;NEUT;PL
mening	pomeni	mening	pomeniti	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
rio	rio	rio	rio	PROPN	PROPN;NOM;MASC;SG
representert	zastopane	representere	zastopan	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
representert	zastopani	representere	zastopan	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
representert	predstavljal	representere	predstavljati	ADJ;INDF;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
verdi	vrednosti	verdi	vrednost	N;INDF;MASC;SG	N;NOM;FEM;PL
ben	bena	ben	bena	PROPN	N;NOM;MASC;SG
ben	ben	ben	ben	PROPN	
ein	ein	ein	ein	DET;MASC;SG	
endre	endre	endre	endra	V;NFIN	
endre	spremembe	endre	sprememba	V;NFIN	N;NOM;FEM;PL
endre	sprememba	endre	sprememba	V;NFIN	N;NOM;FEM;SG
bosatte	poravnana	bosatte	poravnan	ADJ;PL	ADJ;NOM;FEM;SG;V.PTCP
bosatte	urejeno	bosatte	urejen	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP
ledd	sklepe	ledd	sklep	N;INDF;NEUT;SG	N;ACC;MASC;PL
ledd	sklepih	ledd	sklep	N;INDF;NEUT;SG	N;ESS;MASC;PL
ledd	sklepi	ledd	sklep	N;INDF;NEUT;SG	N;NOM;MASC;PL
ledd	spoji	ledd	spoj	N;INDF;NEUT;SG	N;NOM;MASC;PL
ledd	smejala	ledd	smejati	N;INDF;NEUT;SG	V;IPFV;FEM;SG;V.PTCP
ledd	smejal	ledd	smejati	N;INDF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
tider	krat	tid	krat	N;INDF;FEM;PL	ADV
tider	times	tid	times	N;INDF;FEM;PL	N;NOM;MASC;SG
beskriver	opišite	beskrive	opisati	V;IND;PRS;FIN	V;PFV;IMP;PL;2;FIN
stille	tiho	stille	tiho	ADJ;INDF;NEUT;SG	ADV
stille	tiho	stille	tiho	ADJ;INDF;NEUT;SG	ADV
enheter	enoti	enhet	enota	N;INDF;FEM;PL	N;NOM;FEM;SG
akkurat	le	akkurat	le	ADV	PART
akkurat	samo	akkurat	samo	ADV	PART
organisasjoner	organizacije	organisasjon	organizacija	N;INDF;MASC;SG	N;NOM;FEM;PL
organisasjoner	organizacijami	organisasjon	organizacija	N;INDF;MASC;SG	N;DAT;FEM;PL
organisasjoner	organizacij	organisasjon	organizacija	N;INDF;MASC;SG	N;GEN;FEM;PL
organisasjoner	organizacije	organisasjon	organizacija	N;INDF;MASC;SG	N;NOM;FEM;PL
organisasjoner	organizacij	organisasjon	organizacija	N;INDF;MASC;SG	N;GEN;FEM;PL
elisabeth	elisabeth	elisabeth	elisabeth	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
bortsett	narazen	bortsedd	narazen	ADJ;INDF;NEUT;SG	ADV
kunnskap	znanja	kunnskap	znanje	N;INDF;MASC;SG	N;NOM;NEUT;PL
fange	zajeti	fange	zajeti	N;INDF;MASC;SG	V;PFV;NFIN
publikum	gledalci	publikum	gledalec	N;INDF;NEUT;SG	N;NOM;MASC;PL
prins	prince	prins	prince	N;INDF;MASC;SG	
ekstra	dodatno	ekstra	dodatno	ADJ;INDF;NEUT;SG	ADV
ekstra	dodatni	ekstra	dodaten	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ekstra	dodatno	ekstra	dodatno	ADJ;INDF;NEUT;SG	ADV
ekstra	ekstra	ekstra	ekstra	ADJ;INDF;NEUT;SG	
ekstra	extra	ekstra	extra	ADJ;INDF;NEUT;SG	
likhet	enakost	likhet	enakost	N;INDF;NEUT;SG	DET;NOM;NEUT;SG
ansvarlig	odgovorni	ansvarlig	odgovoren	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
privat	privat	privat	privati	ADJ;INDF;NEUT;SG	
jobber	delo	jobbe	delo	N;INDF;FEM;PL	N;NOM;NEUT;SG
jobber	delovna	jobbe	deloven	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
jobber	delovno	jobbe	deloven	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
jobber	delovni	jobbe	deloven	N;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
antatt	predvideval	anta	predvidevati	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
antatt	domnevni	anta	domneven	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
antatt	domnevno	anta	domnevno	ADJ;INDF;NEUT;SG;V.PTCP	ADV
super	super	super	super	ADJ;INDF;SG	
beholdt	zadržani	behold	zadržan	N;INDF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
beholdt	obdržal	behold	obdržati	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
nedenfor	spodaj	nedenfor	spodaj		ADV
tilhørte	pripadal	tilhøre	pripadati	ADJ;PL;V.PTCP	V;IPFV;MASC;SG;V.PTCP
tilhørte	pripadala	tilhøre	pripadati	ADJ;PL;V.PTCP	V;IPFV;FEM;SG;V.PTCP
jones	jones	jone	jones	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
kirker	cerkve	kirker	cerkev	N;INDF;NEUT;SG	N;NOM;FEM;PL
øvelser	vaje	øvelse	vaja	N;INDF;NEUT;SG	N;NOM;FEM;PL
øvelser	vaj	øvelse	vaja	N;INDF;NEUT;SG	N;GEN;FEM;PL
minne	spomini	minne	spomin	N;INDF;NEUT;SG	N;NOM;MASC;PL
tapt	izgubljeni	tape	izgubljen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
tapt	izgubil	tape	izgubiti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
planlagt	načrtovane	planleggje	načrtovan	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
service	storitve	service	storitev	N;INDF;MASC;SG	N;NOM;FEM;PL
nektet	zavrnjena	nekt	zavrnjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
nektet	zanikal	nekt	zanikati	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
nektet	zavrnjeno	nekt	zavrnjen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
nektet	zavrnjen	nekt	zavrnjen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
nektet	zavrnjena	nekt	zavrnjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
nektet	zavrnjeno	nekt	zavrnjen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
kritikk	kritike	kritikk	kritika	N;INDF;MASC;SG	N;NOM;FEM;PL
unna	stran	unna	stran	ADP	N;NOM;FEM;SG
young	mladi	young	mlad	N;INDF;NEUT;SG	ADJ;NOM;MASC;PL
young	mlad	young	mlad	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
young	mlada	young	mlad	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
young	young	young	young	N;INDF;NEUT;SG	
young	mlado	young	mlad	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
utsatt	odložiti	utsatt	odložiti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NFIN
utsatt	izpostavljeni	utsatt	izpostavljen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
utsatt	izpostavljene	utsatt	izpostavljen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
religion	religije	religion	religija	N;INDF;MASC;SG	N;NOM;FEM;PL
religion	vere	religion	vera	N;INDF;MASC;SG	N;NOM;FEM;PL
bred	široka	bred	širok	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
bred	široki	bred	širok	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
bred	široko	bred	široko	N;INDF;MASC;SG	ADV
bred	širok	bred	širok	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
bred	široka	bred	širok	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
bred	široko	bred	široko	N;INDF;MASC;SG	ADV
svenska	svenska	svenske	svenski	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
deriblant	vključno	deriblant	vključno	N;INDF;NEUT;SG	ADV
vestre	vestre	vestre	vestra	ADJ;INDF;SG	N;ACC;MASC;PL
terje	terje	terje	terje	N;INDF;MASC;SG	
formål	vzroki	formål	vzrok	N;INDF;NEUT;SG	N;NOM;MASC;PL
finn	poišči	finne	poiskati	V;IND;PRS;FIN	V;PFV;IMP;SG;2;FIN
finn	najdi	finne	najdi	V;IND;PRS;FIN	V;PFV;IMP;SG;2;FIN
finn	finn	finne	finn	V;IND;PRS;FIN	PROPN;NOM;MASC;SG
bidra	prispevanje	bidra	prispevanje	V;NFIN	N;NOM;NEUT;SG
bidra	prispevanje	bidra	prispevanje	V;NFIN	N;NOM;NEUT;SG
samarbeidet	sodeloval	samarbeid	sodelovati	N;DEF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
breddegrad	širine	breddegrad	širina	N;INDF;MASC;SG	N;NOM;FEM;PL
pierre	pierre	pierre	pirra	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
kjenner	znano	kjenne	znan	V;IND;PRS;FIN	ADJ;NOM;NEUT;SG;V.PTCP
kjenner	poznano	kjenne	poznano	V;IND;PRS;FIN	ADJ;NOM;NEUT;SG;V.PTCP
tegn	liki	tegn	lik	N;INDF;NEUT;SG	N;NOM;MASC;PL
tegn	znaki	tegn	znak	N;INDF;NEUT;SG	N;NOM;MASC;PL
tegn	znakov	tegn	znak	N;INDF;NEUT;SG	N;GEN;MASC;PL
tegn	podpišite	tegn	podpisati	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN
tekniske	tehnično	teknisk	tehnično	ADJ;PL	ADV
tekniske	tehnični	teknisk	tehničen	ADJ;PL	ADJ;NOM;MASC;SG
tekniske	tehnična	teknisk	tehničen	ADJ;PL	ADJ;NOM;FEM;SG
utøvere	športniki	utøvere	športnik	N;INDF;SG	N;NOM;MASC;PL
utøvere	športnike	utøvere	športnik	N;INDF;SG	N;ACC;MASC;PL
episoder	epizode	episode	epizoda	N;INDF;MASC;SG	N;NOM;FEM;PL
episoder	epizod	episode	epizod	N;INDF;MASC;SG	N;GEN;FEM;PL
skadet	poškodovanih	skad	poškodovan	N;DEF;NEUT;SG	ADJ;GEN;MASC;PL;V.PTCP
skadet	poškodovan	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
skadet	poškodovani	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
skadet	poškodovane	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
skadet	poškodovana	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
skadet	poškodovano	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
skadet	poškodovanih	skad	poškodovan	N;DEF;NEUT;SG	ADJ;GEN;MASC;PL;V.PTCP
skadet	poškodovan	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
skadet	poškodovani	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
skadet	poškodovane	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
skadet	poškodovana	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
skadet	prizadet	skad	prizadet	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
skadet	poškodovan	skad	poškodovan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
