slovacchia	slovaquie	slovacchio	slovaquie	N;FEM;SG	PROPN
selezionato	sélectionnés	selezionato	sélectionner	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
selezionato	sélectionnées	selezionato	sélectionné	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
nido	nids	nido	nid	N;MASC;SG	N;MASC;PL
nido	nest	nido	nest	N;MASC;SG	
ordinaria	ordinaires	ordinario	ordinaire	ADJ;FEM;SG	ADJ;MASC;PL
belli	beau	bello	beau	ADJ;MASC;PL	ADJ;MASC;SG
belli	superbe	bello	superbe	ADJ;MASC;PL	ADJ;MASC;SG
belli	magnifique	bello	magnifique	ADJ;MASC;PL	ADJ;MASC;SG
belli	belle	bello	beau	ADJ;MASC;PL	ADJ;FEM;SG
belli	belli	bello	belli	ADJ;MASC;PL	PROPN
volpe	fox	volpe	fox	N;FEM;SG	PROPN
volpe	renards	volpe	renard	N;FEM;SG	N;MASC;PL
oscura	obscures	oscuro	obscur	ADJ;FEM;SG	ADJ;FEM;PL
oscura	obscurs	oscuro	obscur	ADJ;FEM;SG	ADJ;MASC;PL
mortale	mortels	mortale	mortel	ADJ;SG	ADJ;MASC;PL
mortale	mortels	mortale	mortel	ADJ;SG	ADJ;MASC;PL
mortale	mortels	mortale	mortel	ADJ;SG	ADJ;MASC;PL
strana	strange	strano	strange	ADJ;FEM;SG	PROPN
interviste	entrevues	intervista	entrevue	N;FEM;PL	V;FEM;PL;PST;V.PTCP
giovinezza	jeunes	giovinezza	jeune	N;FEM;SG	ADJ;MASC;PL
sostituisce	remplacera	sostituire	remplacer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;FUT;FIN
vinti	gagné	vincere	gagner	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
vinti	gagnée	vincere	gagner	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
vinti	won	vincere	won	V;MASC;PL;PST;V.PTCP	
vinti	vaincu	vincere	vaincre	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
some	certains	some	certain		PRO;MASC;PL
some	certaines	some	certain		PRO;FEM;PL
some	quelques	some	quelque		PRO;PL
sommergibile	immergées	sommergibile	immerger	N;MASC;SG	V;FEM;PL;PST;V.PTCP
denver	denver	donvere	denver	N;MASC;SG	PROPN
pci	icp	pci	icp	N;MASC	PROPN
vicente	vicente	vicente	vicente	N;SG	PROPN
elettrici	électrique	elettore	électrique	N;FEM;PL	ADJ;MASC;SG
elettrici	electrique	elettore	electrique	N;FEM;PL	ADJ;MASC;SG
southern	méridional	soutvern	méridional	N	ADJ;MASC;SG
southern	méridionale	soutvern	méridional	N	ADJ;FEM;SG
cicero	cicéron	cicero	cicéron	N;MASC;SG	PROPN
batte	rythmes	battere	rythme	V;IND;SG;3;PRS;FIN	N;MASC;PL
batte	battements	battere	battement	V;IND;SG;3;PRS;FIN	N;MASC;PL
bonifacio	bonifacio	bonifacio	bonifacio	N;MASC;SG	PROPN
madison	madison	madison	madison	N;MASC;SG	PROPN
lupi	loup	lupe	loup	N;MASC;PL	N;MASC;SG
lupi	wolf	lupe	wolf	N;MASC;PL	PROPN
lupi	louve	lupe	louve	N;MASC;PL	N;FEM;SG
abuso	sévices	abuso	sévice	N;MASC;SG	N;MASC;PL
abuso	abuser	abuso	abuser	N;MASC;SG	V;NFIN
moretti	moretti	moretto	moretti	N;MASC;PL	PROPN
spiriti	spiritueux	spirito	spiritueux	N;MASC;PL	ADJ;MASC;SG
dirty	sale	dirty	sale	N	ADJ;MASC;SG
dirty	sales	dirty	sale	N	ADJ;FEM;PL
gesuita	jésuites	gesuito	jésuite	N;MASC;SG	N;MASC;PL
lang	lang	lang	lang	N	PROPN
restaurato	rénovés	restaurare	rénover	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
restaurato	rénovées	restaurare	rénover	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
restaurato	restaurés	restaurare	restauré	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tunisia	tunisienne	tunisia	tunisien	N;FEM;SG	ADJ;FEM;SG
joey	joey	joey	joey	N	PROPN
povero	pauvres	povero	pauvre	ADJ;MASC;SG	ADJ;MASC;PL
turistico	touriste	turistico	touriste	ADJ;MASC;SG	N;MASC;SG
rivelazione	révélations	rivelazione	révélation	N;FEM;SG	N;FEM;PL
impegnata	occupés	impegnare	occuper	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
meyer	meyer	meyer	meyer	N;MASC	PROPN
sottili	maigre	sottile	maigre	ADJ;PL	ADJ;MASC;SG
sottili	mince	sottile	mince	ADJ;PL	ADJ;MASC;SG
spia	espionner	spia	espionner	N;FEM;SG	V;NFIN
spia	espions	spia	espion	N;FEM;SG	N;MASC;PL
becco	becs	becco	bec	N;MASC;SG	N;MASC;PL
combustibile	combustible	combustibile	combustible	N;MASC;SG	ADJ;MASC;SG
viso	faciale	viso	facial	N;MASC;SG	ADJ;FEM;SG
fischer	fischer	fischer	fischer	N;MASC;SG	PROPN
schiena	revenir	schiena	revenir	N;FEM;SG	V;NFIN
fiamma	flammes	fiamma	flamme	N;FEM;SG	N;FEM;PL
risparmio	économies	risparmio	économie	N;MASC;SG	N;FEM;PL
risparmio	épargnes	risparmio	épargne	N;MASC;SG	N;FEM;PL
risparmio	sauver	risparmio	sauver	N;MASC;SG	V;NFIN
risparmio	économiser	risparmio	économiser	N;MASC;SG	V;NFIN
brooks	brooks	brooks	brook	N;MASC	PROPN
dorothy	dorothée	dorothy	dorother	N;FEM;SG	PROPN
dorothy	dorothy	dorothy	dorothy	N;FEM;SG	PROPN
byron	byron	byron	byron	N;MASC;SG	PROPN
angiò	anjou	angiare	anjou	N;MASC;SG	PROPN
gómez	gomez	gómez	gomer	N;SG	PROPN
gómez	gómez	gómez	gómez	N;SG	PROPN
gómez	gómez	gómez	gómez	N;SG	PROPN
fianchi	hip	fianco	hip	N;MASC;PL	N;MASC;SG
fianchi	branché	fianco	branché	N;MASC;PL	V;MASC;SG;PST;V.PTCP
fianchi	hanche	fianco	hanche	N;MASC;PL	N;FEM;SG
bull	bull	bull	bull	N;MASC	PROPN
finanza	finances	finanza	finance	N;FEM;SG	N;FEM;PL
finanza	finances	finanza	finance	N;FEM;SG	N;FEM;PL
pressioni	pression	pressione	pression	N;FEM;PL	N;FEM;SG
deboli	faiblesse	debole	faiblesse	ADJ;PL	N;FEM;SG
deboli	faible	debole	faible	ADJ;PL	ADJ;MASC;SG
metalli	métal	metallo	métal	N;MASC;PL	N;MASC;SG
metalli	metal	metallo	metal	N;MASC;PL	N;MASC;SG
metalli	métallique	metallo	métallique	N;MASC;PL	ADJ;MASC;SG
metalli	métalliques	metallo	métallique	N;MASC;PL	ADJ;MASC;PL
mit	mit	mit	mettre	N;MASC;SG	V;IND;SG;3;PST;FIN
mit	mit	mit	mettre	N;MASC;SG	V;IND;SG;3;PST;FIN
chirurgia	chirurgical	chirurgia	chirurgical	N;FEM;SG	ADJ;MASC;SG
chirurgia	chirurgicale	chirurgia	chirurgical	N;FEM;SG	ADJ;FEM;SG
diminuzione	diminué	diminuzione	diminuer	N;FEM;SG	V;MASC;SG;PST;V.PTCP
diminuzione	diminuée	diminuzione	diminuer	N;FEM;SG	V;FEM;SG;PST;V.PTCP
diminuzione	diminuer	diminuzione	diminuer	N;FEM;SG	V;NFIN
diminuzione	réduire	diminuzione	réduire	N;FEM;SG	V;NFIN
andrés	andres	andrés	andre	N;SG	PROPN
andrés	andrés	andrés	andré	N;SG	PROPN
seguiti	suivit	seguire	suivre	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
seguiti	suivie	seguire	suivre	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
loc	loc	loc	loc	N;SG	
vulcano	volcans	vulcano	volcan	N;MASC;SG	N;MASC;PL
sonoro	sound	sonoro	sound	ADJ;MASC;SG	PROPN
sonoro	son	sonoro	son	ADJ;MASC;SG	DET;MASC;SG
dialoghi	dialogue	dialogo	dialogue	N;MASC;PL	N;MASC;SG
dialoghi	dialoguer	dialogo	dialoguer	N;MASC;PL	V;NFIN
adelaide	adelaide	adelaide	adelaide	N;FEM;SG	PROPN
radiale	radial	radiale	radial	ADJ;SG	N;MASC;SG
schmidt	schmidt	schmidt	schmidt	N;MASC	PROPN
molecolare	moléculaires	molecolare	moléculaire	ADJ;SG	ADJ;MASC;PL
cohen	cohen	cohen	cohen	N;MASC	PROPN
tumore	tumeurs	tumore	tumeur	N;MASC;SG	N;FEM;PL
biografico	biographiques	biografico	biographique	ADJ;MASC;SG	ADJ;MASC;PL
incisa	gravés	incisa	graver	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
incisa	gravées	incisa	gravée	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
rovina	ruiner	rovina	ruiner	N;FEM;SG	V;NFIN
rovina	gâcher	rovina	gâcher	N;FEM;SG	V;NFIN
break	briser	break	briser	N;MASC	V;NFIN
scade	expire	scadere	expirer	V;IND;SG;3;PRS;FIN	N;MASC;SG
scade	expiration	scadere	expiration	V;IND;SG;3;PRS;FIN	N;FEM;SG
scade	expire	scadere	expirer	V;IND;SG;3;PRS;FIN	N;MASC;SG
scade	expiration	scadere	expiration	V;IND;SG;3;PRS;FIN	N;FEM;SG
scade	expirent	scadere	expirer	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
harvard	harvard	harvard	harvard	N;MASC;SG	PROPN
