से	от	से	от		ADP
वृक्ष	дърветата	वृक्ष	дърво	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
वृक्ष	дървета	वृक्ष	дърво	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
वृक्ष	дръвчета	वृक्ष	дръвче	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
निवेश	инвестиции	निवेश	инвестиция	N;NOM;MASC;SG;3	N;INDF;FEM;PL
निवेश	инвестиции	निवेश	инвестиция	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सत्य	истина	सत्य	истина		N;INDF;FEM;SG
सत्य	истината	सत्य	истина		N;DEF;FEM;SG
आंतरिक	интериор	आंतरिक	интериор	ADJ;NOM	N;INDF;MASC;SG
आंतरिक	вътрешно	आंतरिक	вътрешен	ADJ;NOM	ADV
आंतरिक	вътрешно	आंतरिक	вътрешен	ADJ;NOM	ADV
निकल	никел	निकल	никел	V;ACT	N;INDF;MASC;SG
प्रत्यक्ष	очевиден	प्रत्यक्ष	очевиден	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
प्रत्यक्ष	очевидна	प्रत्यक्ष	очевидна	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
प्रत्यक्ष	преки	प्रत्यक्ष	преки	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
प्रत्यक्ष	директна	प्रत्यक्ष	директен	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
प्रत्यक्ष	директно	प्रत्यक्ष	директно	PROPN;NOM;MASC;SG;3	ADV
प्रत्यक्ष	пряко	प्रत्यक्ष	пряко	PROPN;NOM;MASC;SG;3	ADV
प्रत्यक्ष	директен	प्रत्यक्ष	директен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
मित्र	приятели	मित्र	приятел	N;NOM;MASC;SG;3	N;INDF;MASC;PL
मित्र	friends	मित्र	friends	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
मित्र	приятелки	मित्र	приятелка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मित्र	приятелю	मित्र	приятел	N;NOM;MASC;SG;3	INTJ
दर्द	болки	दर्द	болка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बिजली	светкавици	बिजली	светкавица	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बिजली	светкавици	बिजली	светкавица	N;NOM;FEM;SG;3	N;INDF;FEM;PL
कार्ड	картите	कार्ड	карта	N;NOM;MASC;SG;3	N;DEF;FEM;PL
कार्ड	карти	कार्ड	карта	N;NOM;MASC;SG;3	N;INDF;FEM;PL
कार्ड	картички	कार्ड	картичка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बिंदु	точки	बिंदु	точка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बिंदु	дот	बिंदु	дот	N;NOM;MASC;SG;3	N;INDF;MASC;PL
बुद्ध	буда	बुद्ध	буда	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्टेडियम	стадиони	स्टेडियम	стадион	N;NOM;MASC;SG;3	N;INDF;MASC;PL
रिलीज़	освобождава	रिलीज़	освобождавам-(се)	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
आय	приходи	आय	приход	N;NOM;FEM;SG;3	N;INDF;MASC;PL
आय	приходи	आय	приход	N;NOM;FEM;SG;3	N;INDF;MASC;PL
आय	доходи	आय	доход	N;NOM;FEM;SG;3	N;INDF;MASC;PL
आय	печалби	आय	печалба	N;NOM;FEM;SG;3	N;INDF;FEM;PL
आय	приходи	आय	приход	N;NOM;FEM;SG;3	N;INDF;MASC;PL
आय	доходи	आय	доход	N;NOM;FEM;SG;3	N;INDF;MASC;PL
रन	управлява	रन	управлявам	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
रन	тича	रन	тича	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
फाइनल	краен	फाइनल	краен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
फाइनल	окончателно	फाइनल	окончателно	N;NOM;MASC;SG;3	ADV
फाइनल	финали	फाइनल	финал	N;NOM;MASC;SG;3	N;INDF;MASC;PL
फाइनल	финалите	फाइनल	финал	N;NOM;MASC;SG;3	N;DEF;MASC;PL
फाइनल	изпити	फाइनल	изпит	N;NOM;MASC;SG;3	N;INDF;MASC;PL
दैनिक	дневна	दैनिक	дневен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
दैनिक	дневен	दैनिक	дневен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
दैनिक	ежедневно	दैनिक	ежедневно	N;NOM;MASC;SG;3	ADV
दैनिक	дневно	दैनिक	дневен	N;NOM;MASC;SG;3	ADV
फूल	цветята	फूल	цветя	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
फूल	цветя	फूल	цвете	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
प्राप्ति	търси	प्राप्ति	търся	N;NOM;FEM;SG;3	V;IPFV;IMP;SG;3;PRS;FIN
दिल	сърца	दिल	сърце	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
दिल	сърцата	दिल	сърце	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
सुंदर	красиво	सुन्दर	красиво	ADJ	ADV
सुंदर	красавец	सुन्दर	красавец	ADJ	N;INDF;MASC;SG
यानि	означава	यानि	означавам	CONJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
अफ़्रीका	африка	अफेरीका	африка	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
समर्पित	посветен	समर्पित	посветя-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
समर्पित	посветена	समर्पित	посветя-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
समर्पित	отдадени	समर्पित	отдам-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
समर्पित	отдадена	समर्पित	отдам-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
पहुंच	достъп	पहुंच	достъп	V;ACT	N;INDF;MASC;SG
स्मारक	паметници	स्मारक	паметник	N;NOM;MASC;SG;3	N;INDF;MASC;PL
व्यास	диаметър	व्यास	диаметър		N;INDF;MASC;SG
प्यार	обичам	प्यार	обичам	N;NOM;MASC;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
प्यार	любяща	प्यार	любящ	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
प्यार	любящ	प्यार	любя	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
हे	хей	हे	хей		INTJ
पक्षी	бърд	पक्षी	бърд	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
निवासी	обитатели	निवासी	обитател	N;NOM;MASC;SG;3	N;INDF;MASC;PL
निवासी	жители	निवासी	жител	N;NOM;MASC;SG;3	N;INDF;MASC;PL
निवासी	пребиваващи	निवासी	пребивавам	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
निवासी	обитатели	निवासी	обитател	N;NOM;MASC;SG;3	N;INDF;MASC;PL
निवासी	жители	निवासी	жител	N;NOM;MASC;SG;3	N;INDF;MASC;PL
डेविड	дейвид	डेविड	дейвид	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
डेविड	давид	डेविड	давид	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
खास	специално	खास	специално	ADJ;NOM	ADV
बांग्लादेश	бангладеш	बांग्लादेश	бангладес	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
तय	фиксирани	तय	фиксирам	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
तय	фиксирана	तय	фиксирам	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
तय	поправен	तय	поправя-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
तय	фиксиран	तय	фиксирам	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
धारावाहिक	серийни	धारावाहिक	сериен	N;NOM;MASC;SG;3	ADJ;INDF;PL
धारावाहिक	епизоди	धारावाहिक	епизод	N;NOM;MASC;SG;3	N;INDF;MASC;PL
तारे	звезден	तारा	звезден	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
तारे	звездички	तारा	звездичка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
तारे	звездите	तारा	звезда	N;NOM;MASC;SG;3	N;DEF;FEM;PL
तारे	звезди	तारा	звезда	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बनाना	правене	बना	правене	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
पौराणिक	митологични	पौराणिक	митологичен	PROPN;NOM;SG;3	ADJ;INDF;PL
बाकी	почивка	बाकी	почивка	ADJ	N;INDF;FEM;SG
संत	сант	संत	сант	N;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
संत	светците	संत	светец	N;NOM;MASC;SG;3	N;DEF;MASC;PL
संत	светци	संत	светц	N;NOM;MASC;SG;3	N;INDF;MASC;PL
संत	светии	संत	светия	N;NOM;MASC;SG;3	N;INDF;FEM;PL
उपग्रह	сателитно	उपग्रह	сателитен	N;NOM;MASC;SG;3	ADV
उपग्रह	сателитен	उपग्रह	сателитен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
उपग्रह	сателитна	उपग्रह	сателитен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
तुर्की	турция	तुर्की	турция	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
तुर्की	пуйка	तुर्की	пуйка	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
तुर्की	турчин	तुर्की	турчин	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
तुर्की	турско	तुर्की	турски	PROPN;NOM;MASC;SG;3	ADV
तुर्की	турски	तुर्की	турски	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
तुर्की	турска	तुर्की	турски	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
संस्कार	ритуалите	संस्कार	ритуал	N;NOM;MASC;SG;3	N;DEF;MASC;PL
संस्कार	обреди	संस्कार	обред	N;NOM;MASC;SG;3	N;INDF;MASC;PL
संस्कार	ритуали	संस्कार	ритуал	N;NOM;MASC;SG;3	N;INDF;MASC;PL
संस्कार	обреди	संस्कार	обред	N;NOM;MASC;SG;3	N;INDF;MASC;PL
संस्कार	ритуали	संस्कार	ритуал	N;NOM;MASC;SG;3	N;INDF;MASC;PL
शंकर	шанкар	शंकर	шанкар	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बीमारी	заболявания	बीमारी	заболяване	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
बीमारी	болести	बीमारी	болест	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बीमारी	заболявания	बीमारी	заболяване	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
बीमारी	болести	बीमारी	болест	N;NOM;FEM;SG;3	N;INDF;FEM;PL
वार्षिक	годишно	वार्षिक	годишно	PROPN;NOM;MASC;SG;3	ADV
वार्षिक	годишен	वार्षिक	годишен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
वार्षिक	годишно	वार्षिक	годишно	PROPN;NOM;MASC;SG;3	ADV
वार्षिक	годишна	वार्षिक	годишна	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
परिसर	помещения	परिसर	помещение	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
परिसर	комплексно	परिसर	комплексно	N;NOM;MASC;SG;3	ADV
परिसर	сложни	परिसर	сложен	N;NOM;MASC;SG;3	ADJ;INDF;PL
परिसर	сложна	परिसर	сложен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
अधिकतम	макс	अधिकतम	макс	ADJ	N;INDF;MASC;SG
अधिकतम	максимум	अधिकतम	максимум	ADJ	N;INDF;MASC;SG
अधिकतम	максимално	अधिकतम	максимално	ADJ	ADV
वैश्विक	световно	वैश्विक	световен	N;NOM;MASC;SG;3	ADV
वैश्विक	глобална	वैश्विक	глобален	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
वैश्विक	глобален	वैश्विक	глобален	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
वैश्विक	глобални	वैश्विक	глобален	N;NOM;MASC;SG;3	ADJ;INDF;PL
वैश्विक	глобално	वैश्विक	глобален	N;NOM;MASC;SG;3	ADV
तभी	само	तभी	само	PRO;NOM	ADV
तभी	единствено	तभी	единствено	PRO;NOM	ADV
अनिवार्य	задължителен	अनिवार्य	задължителен		ADJ;INDF;MASC;SG
अनिवार्य	задължително	अनिवार्य	задължително		ADV
अनिवार्य	задължителна	अनिवार्य	задължителен		ADJ;INDF;FEM;SG
अनिवार्य	задължителни	अनिवार्य	задължителен		ADJ;INDF;PL
अनिवार्य	essentials	अनिवार्य	essentials		N;INDF;MASC;SG
अनिवार्य	задължителен	अनिवार्य	задължителен		ADJ;INDF;MASC;SG
अनिवार्य	задължително	अनिवार्य	задължително		ADV
अनिवार्य	задължителна	अनिवार्य	задължителен		ADJ;INDF;FEM;SG
अनिवार्य	задължителни	अनिवार्य	задължителен		ADJ;INDF;PL
अनिवार्य	съществени	अनिवार्य	съществен		ADJ;INDF;PL
अनिवार्य	съществена	अनिवार्य	съществен		ADJ;INDF;FEM;SG
अनिवार्य	съществено	अनिवार्य	съществено		ADV
तारा	звезден	तारा	звезден	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
तारा	звезда	तारा	звезда	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
द्वार	вратите	द्वार	врата	N;NOM;MASC;SG;3	N;DEF;FEM;PL
द्वार	врати	द्वार	врата	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आनंद	ананд	आनंद	ананд	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आनंद	ананда	आनंद	ананда	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कम्पनी	company	कम्पनी	company	N;NOM;FEM;SG;3	NUM;INDF;PL
रे	рей	रे	рей	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
स्थायी	постоянен	स्थायी	постоянен	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
स्थायी	постоянни	स्थायी	постоянен	PROPN;NOM;SG;3	ADJ;INDF;PL
स्थायी	постоянна	स्थायी	постоянен	PROPN;NOM;SG;3	ADJ;INDF;FEM;SG
स्थायी	трайно	स्थायी	траен	PROPN;NOM;SG;3	ADV
स्थायी	траен	स्थायी	траен	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
स्थायी	дълготраен	स्थायी	дълготраен	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
स्थायी	трайни	स्थायी	траен	PROPN;NOM;SG;3	ADJ;INDF;PL
स्थायी	дълготрайно	स्थायी	дълготрайно	PROPN;NOM;SG;3	ADV
लकड़ी	дървен	लकडी	дървен	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
लकड़ी	дървено	लकडी	дървен	N;NOM;FEM;SG;3	ADV
लकड़ी	дървени	लकडी	дървен	N;NOM;FEM;SG;3	ADJ;INDF;PL
लकड़ी	дървена	लकडी	дървен	N;NOM;FEM;SG;3	ADJ;INDF;FEM;SG
लकड़ी	дървен	लकडी	дървен	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
लकड़ी	дърва	लकडी	дърво	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
लकड़ी	дървени	लकडी	дървен	N;NOM;FEM;SG;3	ADJ;INDF;PL
गोल	кръгли	गोल	кръгъл	N;NOM;MASC;SG;3	ADJ;INDF;PL
गोल	кръгло	गोल	кръг	N;NOM;MASC;SG;3	ADV
तल	отдолу	तल	отдолу	N;NOM;MASC;SG;3	ADV
पू	пу	पू	пу	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
ऋण	дългове	ऋण	дълг	N;NOM;MASC;SG;3	N;INDF;MASC;PL
ऋण	заеми	ऋण	заем	N;NOM;MASC;SG;3	N;INDF;MASC;PL
ऋण	кредити	ऋण	кредит	N;NOM;MASC;SG;3	N;INDF;MASC;PL
दास	дас	दास	дас	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
नोबेल	нобелова	नोबेल	нобелова	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
जटिल	комплекс	जटिल	комплекс	ADJ	N;INDF;MASC;SG
जटिल	комплексно	जटिल	комплексно	ADJ	ADV
जटिल	сложно	जटिल	сложен	ADJ	ADV
आपूर्ति	провизии	आपूर्ति	провизия	N;NOM;FEM;SG;3	N;INDF;FEM;PL
