nasr	nasr	nasr	nasr	PROPN	
argumentele	argumenty	argument	argument	N;DEF;FEM;PL	N;NOM;MASC;PL
fir	druty	fir	drut	N;INDF;MASC;SG	N;NOM;MASC;PL
fir	nić	fir	nić	N;INDF;MASC;SG	
fir	nici	fir	nić	N;INDF;MASC;SG	
legiunea	legion	legiune	legion	N;DEF;FEM;SG	N;NOM;MASC;SG
legiunea	legia	legiune	legia	N;DEF;FEM;SG	
chip	chip	chip	chipa	N;INDF;MASC;SG	
chip	chipa	chip	chipa	N;INDF;MASC;SG	
coroană	wieniec	coroană	wieniec	N;INDF;FEM;SG	N;NOM;MASC;SG
coroană	koronę	coroană	korona	N;INDF;FEM;SG	N;ACC;FEM;SG
coroană	crown	coroană	crowny	N;INDF;FEM;SG	
coroană	korony	coroană	korona	N;INDF;FEM;SG	N;ACC;FEM;SG
coroană	korona	coroană	korona	N;INDF;FEM;SG	N;NOM;FEM;SG
localizată	zlokalizowany	localiza	zlokalizować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
localizată	położony	localiza	położyć	ADJ;INDF;FEM;SG	
localizată	zlokalizowane	localiza	zlokalizować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
localizată	zlokalizowane	localiza	zlokalizować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
localizată	miejscowy	localiza	miejscowy	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
localizată	miejscowa	localiza	miejscowy	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
triburile	plemion	trib	plemion	N;DEF;FEM;PL	
triburile	plemiona	trib	plemię	N;DEF;FEM;PL	N;NOM;NEUT;SG
triburile	szczepy	trib	szczepy	N;DEF;FEM;PL	N;NOM;MASC;PL
lisa	lisy	lisa	lisa	N;DEF;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
lisa	lisa	lisa	lisa	N;DEF;FEM;SG	
lisa	lisie	lisa	lisa	N;DEF;FEM;SG	
platoul	plateau	platou	platea	N;DEF;MASC;SG	
păsările	ptaki	pasăre	ptak	N;DEF;FEM;PL	N;NOM;MASC;PL
păsările	ptaków	pasăre	ptak	N;DEF;FEM;PL	N;ACC;MASC;PL
păsările	ptaszki	pasăre	ptaszek	N;DEF;FEM;PL	N;NOM;MASC;SG
arcul	łuk	arc	łuk	N;DEF;MASC;SG	N;NOM;MASC;SG
square	kwadratowy	square	kwadratowy	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
square	square	square	squary	N;INDF;MASC;SG	
square	kwadratowe	square	kwadratowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
cerul	niebo	cer	niebo	N;DEF;MASC;SG	N;NOM;NEUT;SG
cerul	niebie	cer	niebo	N;DEF;MASC;SG	N;DAT;NEUT;SG
cerul	sky	cer	ska	N;DEF;MASC;SG	
cerul	nieba	cer	niebo	N;DEF;MASC;SG	
esențiale	zasadnicze	esențial	zasadniczy	ADJ;INDF;FEM;PL	
transferul	przenoszenie	transfer	przenosić	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS;V.MSDR
transferul	transfer	transfer	transfer	N;DEF;MASC;SG	N;NOM;MASC;SG
transferul	przeniesienie	transfer	przeniesienie	N;DEF;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
transferul	przelew	transfer	przelew	N;DEF;MASC;SG	N;ACC;MASC;SG
transferul	przekazanie	transfer	przekazać	N;DEF;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
transferul	transferu	transfer	transfer	N;DEF;MASC;SG	N;GEN;MASC;SG
creatorul	stwórca	creator	stwórca	N;DEF;MASC;SG	N;NOM;MASC;SG
creatorul	twórca	creator	twórca	N;DEF;MASC;SG	N;NOM;MASC;SG
creatorul	twórcy	creator	twórca	N;DEF;MASC;SG	N;NOM;MASC;PL
creatorul	twórcą	creator	twórca	N;DEF;MASC;SG	N;INS;MASC;SG
companiile	firmy	companie	firma	N;DEF;FEM;PL	N;NOM;FEM;PL
companiile	spółki	companie	spółka	N;DEF;FEM;PL	
companiile	przedsiębiorstw	companie	przedsiębiorstwo	N;DEF;FEM;PL	
companiile	przedsiębiorstwa	companie	przedsiębiorstwa	N;DEF;FEM;PL	N;NOM;NEUT;SG
companiile	firm	companie	firma	N;DEF;FEM;PL	
silvia	silvia	silvie	silvia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
silvia	sylwia	silvie	sylwia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
silvia	sylvia	silvie	sylvia	N;DEF;FEM;SG	N;NOM;FEM;SG
silvia	sylwia	silvie	sylwia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
gibson	gibson	gibson	gibson	PROPN	
înconjurată	otoczony	înconjura	otoczyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
înconjurată	otoczone	înconjura	otoczyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
înconjurată	otoczona	înconjura	otoczyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
viktor	wiktor	viktor	wiktor	PROPN	PROPN;NOM;MASC;SG
viktor	viktor	viktor	viktor	PROPN	PROPN;NOM;MASC;SG
adulți	dorosłe	adult	dorosły	N;INDF;MASC;PL	V;PFV;NEUT;IND;SG;PST;FIN;ACT
adulți	dorośli	adult	dorosły	N;INDF;MASC;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
adulți	dorosłych	adult	dorosły	N;INDF;MASC;PL	ADJ;GEN;MASC;PL
adulți	dorośli	adult	dorosły	N;INDF;MASC;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
adulți	dorosły	adult	dorosnąć	N;INDF;MASC;PL	V;PFV;FEM;IND;PL;PST;FIN;ACT
adulți	dorosłych	adult	dorosły	N;INDF;MASC;PL	ADJ;GEN;MASC;PL
adulți	dorosła	adult	dorosnąć	N;INDF;MASC;PL	V;PFV;FEM;IND;SG;PST;FIN;ACT
estadio	estadio	estadio	estadio	PROPN	
copertă	okładki	copertă	okładka	N;INDF;FEM;SG	N;ACC;FEM;PL
copertă	okładka	copertă	okładka	N;INDF;FEM;SG	N;NOM;FEM;SG
copertă	pokrycie	copertă	pokrycie	N;INDF;FEM;SG	
atribuită	nadany	atribui	nadać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atribuită	przypisane	atribui	przypisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuită	przypisano	atribui	przypisać	ADJ;INDF;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
atribuită	przypisany	atribui	przypisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atribuită	przypisana	atribui	przypisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atribuită	przypisana	atribui	przypisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atribuită	przydzielony	atribui	przydzielić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atribuită	przypisano	atribui	przypisać	ADJ;INDF;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
atribuită	przypisany	atribui	przypisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atribuită	przypisane	atribui	przypisać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
wood	drewno	wood	drewno	PROPN	N;NOM;NEUT;SG
wood	wood	wood	wood	PROPN	
wood	drewna	wood	drewna	PROPN	
abc	abc	abc	abc	N;INDF;MASC;SG	
geo	geo	geo	geo	N;INDF;MASC;SG	
coordonatele	współrzędnych	coordonată	współrzędny	N;DEF;FEM;PL	ADJ;GEN;MASC;PL
coordonatele	współrzędne	coordonată	współrzędny	N;DEF;FEM;PL	ADJ;NOM;NEUT;SG
coordonatele	koordynaty	coordonată	koordynat	N;DEF;FEM;PL	N;ACC;MASC;PL
johan	johan	johan	johanin	PROPN	PROPN;NOM;MASC;SG
santos	santos	santos	santos	PROPN	PROPN;NOM;MASC;SG
gif	gif	gif	gifa	N;INDF;MASC;SG	
credit	credit	credit	credit	N;INDF;MASC;SG	
simfonia	symphony	simfonie	symphon	N;DEF;FEM;SG	
marcând	punktacji	marca	punktacja	V;V.MSDR	N;GEN;FEM;SG
visul	marzenie	vis	marzenie	N;DEF;MASC;SG	N;NOM;NEUT;SG
visul	dream	vis	drwać	N;DEF;MASC;SG	
visul	marzenia	vis	marzenie	N;DEF;MASC;SG	N;NOM;NEUT;PL
visul	sen	vis	sen	N;DEF;MASC;SG	N;ACC;MASC;SG
eddie	eddie	eddie	edda	PROPN	PROPN;NOM;MASC;SG
eddie	eddiego	eddie	eddić	PROPN	N;ACC;MASC;SG
întreprinderi	przedsiębiorstw	întreprindere	przedsiębiorstwo	N;INDF;FEM;PL	
întreprinderi	przedsiębiorstwa	întreprindere	przedsiębiorstwa	N;INDF;FEM;PL	N;NOM;NEUT;SG
pescuit	ryby	pescuit	ryba	N;INDF;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
pescuit	połowów	pescuit	połowy	N;INDF;MASC;SG	N;GEN;MASC;PL
proporție	proporcji	proporție	proporcja	N;INDF;FEM;SG	N;GEN;FEM;SG
proporție	proporcjonalnie	proporție	proporcjonalnie	N;INDF;FEM;SG	ADV
proporție	odsetek	proporție	odsetka	N;INDF;FEM;SG	N;ACC;MASC;SG
proporție	proporcje	proporție	proporcja	N;INDF;FEM;SG	N;NOM;FEM;PL
opoziția	opozycja	opoziție	opozycja	N;DEF;FEM;SG	N;NOM;FEM;SG
opoziția	opozycji	opoziție	opozycja	N;DEF;FEM;SG	N;GEN;FEM;SG
opoziția	sprzeciw	opoziție	sprzeciw	N;DEF;FEM;SG	N;NOM;MASC;SG
jorge	jorge	jorge	jorga	PROPN	PROPN;NOM;MASC;SG
frecvența	częstotliwości	frecvență	częstotliwość	N;DEF;FEM;SG	N;GEN;FEM;SG
frecvența	częstotliwość	frecvență	częstotliwość	N;DEF;FEM;SG	N;NOM;FEM;SG
frecvența	częstość	frecvență	częstość	N;DEF;FEM;SG	N;NOM;FEM;SG
atribuite	nadany	atribuit	nadać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atribuite	przypisane	atribuit	przypisać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atribuite	przypisano	atribuit	przypisać	ADJ;INDF;FEM;PL	V;PFV;IND;0;PST;FIN;ACT
atribuite	przypisany	atribuit	przypisać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atribuite	przypisana	atribuit	przypisać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atribuite	przypisana	atribuit	przypisać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atribuite	przydzielony	atribuit	przydzielić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atribuite	przypisano	atribuit	przypisać	ADJ;INDF;FEM;PL	V;PFV;IND;0;PST;FIN;ACT
atribuite	przypisany	atribuit	przypisać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atribuite	przypisane	atribuit	przypisać	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
bursă	stypendium	bursă	stypendium	N;INDF;FEM;SG	N;ACC;NEUT;SG
bursă	wspólnota	bursă	wspólnota	N;INDF;FEM;SG	N;NOM;FEM;SG
bursă	stypendium	bursă	stypendium	N;INDF;FEM;SG	N;ACC;NEUT;SG
etaje	podłóg	etaj	podłóg	N;INDF;FEM;PL	
etaje	piętra	etaj	piętro	N;INDF;FEM;PL	N;NOM;NEUT;SG
etaje	podłogi	etaj	podłoga	N;INDF;FEM;PL	N;ACC;FEM;SG
rază	promień	rază	promień	N;INDF;FEM;SG	N;NOM;MASC;SG
dragomir	dragomir	dragomir	dragomir	PROPN	
reciproc	wzajemna	reciproc	wzajemny	ADV	ADJ;NOM;FEM;SG
reciproc	wzajemnego	reciproc	wzajemny	ADV	ADJ;ACC;MASC;SG
reciproc	wzajemne	reciproc	wzajemny	ADV	ADJ;NOM;NEUT;SG
extra	dodatkowa	extra	dodatkowy		ADJ;NOM;FEM;SG
extra	dodatkowe	extra	dodatkowy		ADJ;NOM;NEUT;SG
extra	dodatkowy	extra	dodatkowy		ADJ;NOM;MASC;SG
avansate	zaawansowane	avansat	zaawansować	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
avansate	zaawansowana	avansat	zaawansować	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
avansate	zaawansowany	avansat	zaawansowany	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
tratarea	traktowanie	tratare	traktować	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
antena	danie	antena	danie	N;DEF;FEM;SG	N;NOM;NEUT;SG
antena	antena	antena	antena	N;DEF;FEM;SG	N;NOM;FEM;SG
antena	anteny	antena	antena	N;DEF;FEM;SG	N;ACC;FEM;PL
umbra	cieniu	umbră	cień	N;DEF;FEM;SG	N;GEN;MASC;SG
umbra	cienia	umbră	cień	N;DEF;FEM;SG	N;GEN;MASC;SG
umbra	shadow	umbră	shadow	N;DEF;FEM;SG	
umbra	cień	umbră	cień	N;DEF;FEM;SG	
umbra	odcień	umbră	odcień	N;DEF;FEM;SG	N;NOM;MASC;SG
umbra	cienia	umbră	cień	N;DEF;FEM;SG	N;GEN;MASC;SG
umbra	cieniu	umbră	cień	N;DEF;FEM;SG	N;GEN;MASC;SG
umbra	cień	umbră	cień	N;DEF;FEM;SG	
vocală	samogłoska	vocal	samogłosek	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
creuse	creuse	creus	creusa	V;IND;SG;3;PST+PRF;FIN	
omorât	zabici	omorât	zabity	ADJ;INDF;MASC;SG	V;PFV;IND;PL;3;PRS;FIN;ACT
omorât	zabił	omorât	zabić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
mărturii	świadectwa	mărturie	świadectwo	N;INDF;FEM;PL	N;NOM;NEUT;SG
mărturii	zeznanie	mărturie	zeznanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
aaron	aaron	aaron	aaron	PROPN	PROPN;NOM;MASC;SG
aaron	aarona	aaron	aarona	PROPN	N;ACC;MASC;SG
falls	spada	fall	spadać	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
falls	falls	fall	falls	PROPN	N;NOM;MASC;SG
falls	opada	fall	opadać	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
falls	wodospad	fall	wodospad	PROPN	N;NOM;MASC;SG
figură	rysunek	figură	rysunek	N;INDF;FEM;SG	N;NOM;MASC;SG
figură	figura	figură	figura	N;INDF;FEM;SG	N;NOM;FEM;SG
paraná	paraná	paraná	parannia	PROPN	PROPN;NOM;MASC;SG
transformare	przemiana	transformare	przemiać	N;INDF;FEM;SG	N;NOM;FEM;SG
transformare	przemiany	transformare	przemiać	N;INDF;FEM;SG	N;ACC;FEM;SG
transformare	transformacji	transformare	transformacja	N;INDF;FEM;SG	N;GEN;FEM;SG
transformare	transformacja	transformare	transformacja	N;INDF;FEM;SG	N;NOM;FEM;SG
transformare	przekształcenie	transformare	przekształcenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
academică	akademickich	academic	akademicki	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
academică	akademickie	academic	akademicki	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
promovează	promowanie	promova	promować	V;IND;3;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
digitale	cyfrowy	digital	cyfrowy	ADJ;INDF;FEM;PL	N;ACC;MASC;SG
digitale	cyfrowa	digital	cyfrowy	ADJ;INDF;FEM;PL	
digitale	cyfrowe	digital	cyfrowy	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
digitale	digital	digital	digital	ADJ;INDF;FEM;PL	
abbas	abbas	abbas	abbas	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
hcm	hcm	hcm	hcieć	N	
grafic	wykres	grafic	wykres	ADV	N;NOM;MASC;SG
grafic	grafiki	grafic	grafika	ADV	N;GEN;FEM;PL
grafic	graficzny	grafic	graficzny	ADV	ADJ;NOM;MASC;SG
grafic	grafika	grafic	grafika	ADV	N;NOM;FEM;SG
grafic	graficzne	grafic	graficzny	ADV	ADJ;NOM;NEUT;SG
grafic	wykres	grafic	wykres	ADV	N;NOM;MASC;SG
contul	konto	cont	konto	N;DEF;MASC;SG	N;NOM;NEUT;SG
contul	rachunek	cont	rachunek	N;DEF;MASC;SG	N;ACC;MASC;SG
contul	konta	cont	konta	N;DEF;MASC;SG	N;GEN;MASC;SG
pedeapsa	karne	pedeapsă	karny	N;DEF;FEM;SG	N;NOM;MASC;SG
pedeapsa	kara	pedeapsă	kara	N;DEF;FEM;SG	N;NOM;FEM;SG
pedeapsa	karny	pedeapsă	karny	N;DEF;FEM;SG	
pedeapsa	kara	pedeapsă	kara	N;DEF;FEM;SG	N;NOM;FEM;SG
pedeapsa	kary	pedeapsă	kara	N;DEF;FEM;SG	N;ACC;FEM;PL
bancă	banku	bancă	bank	N;INDF;FEM;SG	N;GEN;MASC;SG
bancă	bankowe	bancă	bankowy	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
bancă	bank	bancă	bank	N;INDF;FEM;SG	N;NOM;MASC;SG
bancă	ławki	bancă	ławka	N;INDF;FEM;SG	N;ACC;FEM;PL
bancă	ławkę	bancă	ławka	N;INDF;FEM;SG	N;ACC;FEM;SG
bancă	ławce	bancă	ławka	N;INDF;FEM;SG	N;DAT;FEM;SG
mei	mei	meu	mej	DET;MASC;PL;1	
sevilla	sevilla	sevilla	sevill	PROPN	N;NOM;MASC;SG
definite	zdefiniowano	definit	zdefiniować	ADJ;INDF;FEM;PL	V;PFV;IND;0;PST;FIN;ACT
definite	zdefiniowane	definit	zdefiniować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
definite	zdefiniowana	definit	zdefiniować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
definite	zdefiniowany	definit	zdefiniować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
pauză	pauza	pauză	pauza	N;INDF;FEM;SG	
pauză	break	pauză	break	N;INDF;FEM;SG	
pauză	przerwa	pauză	przerwa	N;INDF;FEM;SG	
pauză	złamać	pauză	złamać	N;INDF;FEM;SG	V;PFV;NFIN;ACT
allan	allan	allan	allan	PROPN	PROPN;NOM;MASC;SG
seminarul	seminaria	seminar	seminarium	N;DEF;MASC;SG	N;NOM;NEUT;PL
seminarul	seminarium	seminar	seminarium	N;DEF;MASC;SG	N;ACC;NEUT;SG
săptămâna	tygodnia	săptămână	tydzień	N;DEF;FEM;SG	N;GEN;MASC;SG
săptămâna	tydzień	săptămână	tydzień	N;DEF;FEM;SG	N;NOM;MASC;SG
săptămâna	tygodniu	săptămână	tydzień	N;DEF;FEM;SG	N;GEN;MASC;SG
globală	globalny	global	globalny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
globală	global	global	global	ADJ;INDF;FEM;SG	
globală	globalna	global	globalny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
globală	globalnego	global	globalny	ADJ;INDF;FEM;SG	ADJ;ACC;MASC;SG
globală	globalne	global	globalny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
torre	torre	torre	torre	PROPN	
conan	conan	conan	conanin	PROPN	
brescia	brescia	brescie	brescia	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
sarcini	zadania	sarcină	zadanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
circuitul	obwody	circuit	obwód	N;DEF;MASC;SG	N;NOM;MASC;PL
circuitul	obwód	circuit	obwód	N;DEF;MASC;SG	N;NOM;MASC;SG
înfrânt	pokonał	înfrânt	pokonać	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
înfrânt	pokonani	înfrânt	pokonać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
hrușciov	chruszczow	hrușciov	chruszcz	PROPN	PROPN;NOM;MASC;SG
roxana	roxana	roxana	ronać	N;DEF;FEM;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
ferrara	ferrara	ferrara	ferrar	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
string	sznur	stringe	sznur		N;NOM;MASC;SG
string	łańcuch	stringe	łańcuch		N;NOM;MASC;SG
string	sznurek	stringe	sznurek		N;NOM;MASC;SG
julian	julian	julian	julianin	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
julian	juliana	julian	juliany	N;INDF;MASC;SG	
mandatului	mandat	mandat	mandat	N;DEF;MASC;SG	N;ACC;MASC;SG
mandatului	upoważnienie	mandat	upoważnić	N;DEF;MASC;SG	N;NOM;NEUT;SG
mandatului	mandatu	mandat	mandat	N;DEF;MASC;SG	N;GEN;MASC;SG
collins	collins	collins	collins	PROPN	PROPN;NOM;MASC;SG
collins	collinsa	collins	collins	PROPN	
ontario	ontario	ontario	ontario	PROPN	PROPN;NOM;MASC;SG
valoroase	cenne	valoros	cenny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
valoroase	wartościowy	valoros	wartościowy	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
valoroase	cenna	valoros	cenna	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
valoroase	wartościowe	valoros	wartościowy	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
valoroase	cenny	valoros	cenny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
reclamă	komercyjny	reclama	komercyjny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
reclamă	komercyjne	reclama	komercyjny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
reclamă	reklamy	reclama	reklama	N;INDF;FEM;SG	N;ACC;FEM;SG
reclamă	reklama	reclama	reklama	N;INDF;FEM;SG	N;NOM;FEM;SG
reclamă	reklamę	reclama	reklama	N;INDF;FEM;SG	N;ACC;FEM;SG
merite	zasług	merit	zasługa	N;INDF;FEM;PL	N;GEN;FEM;SG
merite	zasługi	merit	zasługa	N;INDF;FEM;PL	N;ACC;FEM;SG
tong	tong	tong	tong	PROPN	
neagu	neagu	neagu	neag	N;INDF;MASC;SG	
comunicații	łączności	comunicație	łączność	N;INDF;FEM;PL	N;GEN;FEM;SG
comunicații	komunikacja	comunicație	komunikacja	N;INDF;FEM;PL	N;NOM;FEM;SG
comunicații	komunikacji	comunicație	komunikacja	N;INDF;FEM;PL	N;GEN;FEM;SG
comunicații	łączność	comunicație	łączność	N;INDF;FEM;PL	N;NOM;FEM;SG
electorală	wyborczych	electoral	wyborczy	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
marketing	marketing	marketing	marketing	N;INDF;MASC;SG	
declara	oświadczam	declara	oświadczać	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
montreal	montrealu	montreal	montreal	PROPN	N;GEN;MASC;SG
ribbentrop	ribbentrop	ribbentrop	ribbentrop	N;INDF;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
scade	spadek	scădea	spadka	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
scade	zmniejszenie	scădea	zmniejszenie	V;IND;SG;3;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ton	tuńczyk	ton	tuńczyk	N;INDF;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
ton	tonie	ton	tonąć	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ton	ton	ton	ton	N;INDF;MASC;SG	
cheia	klucz	cheie	klucz	N;DEF;FEM;SG	N;NOM;MASC;SG
cheia	kluczowe	cheie	kluczowy	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
cheia	klucze	cheie	klucz	N;DEF;FEM;SG	N;NOM;MASC;PL
cheia	klawisz	cheie	klawić	N;DEF;FEM;SG	N;NOM;MASC;SG
cheia	key	cheie	key	N;DEF;FEM;SG	
britannica	britannica	britannic	britannica	N;DEF;FEM;SG	
romanov	romanow	romanov	romanowy	PROPN	N;NOM;MASC;SG
mecanice	mechaniczny	mecanic	mechaniczny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
mecanice	mechaniczne	mecanic	mechaniczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
vrh	vrh	vrh	vrh	N;INDF;MASC;SG	V;PFV;NFIN;ACT
ascunde	ukryj	ascunde	ukryj	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
mobil	mobile	mobil	mobil	N;INDF;MASC;SG	
mobil	mobilnej	mobil	mobilny	N;INDF;MASC;SG	ADJ;GEN;FEM;SG
mobil	mobilne	mobil	mobilny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
sean	sean	sean	sean	PROPN	PROPN;NOM;MASC;SG
sean	seana	sean	seana	PROPN	N;ACC;MASC;SG
schi	narty	schi	narta	N;INDF;MASC;SG	
schi	ski	schi	skiot	N;INDF;MASC;SG	
schi	narty	schi	narta	N;INDF;MASC;SG	
talentul	talenty	talent	talent	N;DEF;MASC;SG	N;NOM;MASC;PL
talentul	talentu	talent	talent	N;DEF;MASC;SG	N;GEN;MASC;SG
talentul	talent	talent	talent	N;DEF;MASC;SG	N;NOM;MASC;SG
oklahoma	oklahoma	oklahoma	oklahy	PROPN	N;NOM;NEUT;SG
terestră	lądowe	terestră	lądowy	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
terestră	naziemne	terestră	naziemny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
terestră	lądowych	terestră	lądowy	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
permisiunea	zezwolenie	permisiune	zezwolenie	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
permisiunea	pozwolenie	permisiune	pozwolenie	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
bernhard	bernhard	bernhard	bernhard	PROPN	PROPN;NOM;MASC;SG
nepoata	wnuczki	nepoată	wnuczka	N;DEF;FEM;SG	N;GEN;FEM;SG
nepoata	wnuczkę	nepoată	wnuczka	N;DEF;FEM;SG	N;ACC;FEM;SG
nepoata	wnuczka	nepoată	wnuczka	N;DEF;FEM;SG	N;NOM;FEM;SG
nepoata	siostrzenica	nepoată	siostrzenica	N;DEF;FEM;SG	N;NOM;FEM;SG
nepoata	siostrzenicy	nepoată	siostrzenik	N;DEF;FEM;SG	N;GEN;FEM;SG
nepoata	siostrzenicą	nepoată	siostrzenica	N;DEF;FEM;SG	N;INS;FEM;SG
nepoata	siostrzenicę	nepoată	siostrzenica	N;DEF;FEM;SG	N;ACC;FEM;SG
