что	какво	что	какъв	PRO;NOM	DET;NEUT;SG
выставки	изложба	выставка	изложба	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
дополнительные	допълнително	дополнительный	допълнително	ADJ;NOM;PL	ADV
дополнительные	екстра	дополнительный	екстра	ADJ;NOM;PL	N;INDF;MASC;SG
дополнительные	допълнителна	дополнительный	допълнителен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
дополнительные	допълнителен	дополнительный	допълнителен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
дополнительные	допълнително	дополнительный	допълнително	ADJ;NOM;PL	ADV
анализа	анализи	анализ	анализ	N;INAN;GEN;MASC;SG	N;INDF;MASC;PL
эстонии	естонски	эстония	естонски	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
эстонии	естония	эстония	естония	N;INAN;NOM;FEM;SG	PROPN;INDF;FEM;SG
банк	bank	банк	bank	N;INAN;NOM;MASC;SG	PROPN;INDF;FEM;SG
летний	лятото	летний	лято	ADJ;NOM;MASC;SG	N;DEF;NEUT;SG
летний	съмър	летний	съмър	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
летний	лято	летний	лято	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
летний	лятно	летний	летен	ADJ;NOM;MASC;SG	ADV
летний	самър	летний	самър	ADJ;NOM;MASC;SG	PROPN;INDF;MASC;SG
бен	бен	бен	бен	PART	PROPN;INDF;MASC;SG
технические	технически	технический	технически	ADJ;NOM;PL	ADV
технические	техническа	технический	технически	ADJ;NOM;PL	ADJ;INDF;FEM;SG
технические	техническо	технический	технически	ADJ;NOM;PL	ADV
ближайшие	предстоящо	ближайший	предстоя	ADJ;NOM;PL	ADV
применяется	приложен	применяться	приложа	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
применяется	приложена	применяться	приложа	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
применяется	приложено	применяться	приложа	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
применяется	приложени	применяться	приложа	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
применяется	важи	применяться	важа	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
чили	чилийски	чили	чилийски	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
чили	чили	чили	чила	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
чили	люти	чили	лют	N;INAN;NOM;MASC;SG	ADJ;INDF;PL
чили	чили	чили	чила	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
показано	показани	показать	покажа-(се)	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
консерватории	консерваторията	консерватория	консерватория	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
специальный	специално	специальный	специално	ADJ;NOM;MASC;SG	ADV
специальный	специални	специальный	специален	ADJ;NOM;MASC;SG	ADJ;INDF;PL
американских	американска	американский	американски	ADJ;GEN;PL	ADJ;INDF;FEM;SG
американских	американско	американский	американски	ADJ;GEN;PL	ADV
американских	американски	американский	американски	ADJ;GEN;PL	ADJ;INDF;MASC;SG
американских	американец	американский	американец	ADJ;GEN;PL	N;INDF;MASC;SG
долго	дълги	долго	дълъг	ADV	ADJ;INDF;PL
долго	дълъг	долго	дълъг	ADV	ADJ;INDF;MASC;SG
долго	лонг	долго	лонг	ADV	PROPN;INDF;MASC;SG
стоимость	разходи	стоимость	разход	N;INAN;NOM;FEM;SG	N;INDF;MASC;PL
восточный	източно	восточный	източно	ADJ;NOM;MASC;SG	ADV
восточный	изток	восточный	изток	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
недавно	скорошна	недавно	скорошен	ADV	ADJ;INDF;FEM;SG
недавно	скорошни	недавно	скорошен	ADV	ADJ;INDF;PL
двигателя	двигатели	двигатель	двигател	N;INAN;GEN;MASC;SG	N;INDF;MASC;PL
антон	антон	антон	антон	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
креста	крос	крест	крос	N;INAN;GEN;MASC;SG	PROPN;INDF;MASC;SG
дон	зори	дон	зора	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
дон	доун	дон	доун	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
дон	дон	дон	дон	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
бои	борба	бой	борба	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
убийство	убийства	убийство	убийство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
убийство	убийства	убийство	убийство	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
убийство	убивам	убийство	убивам	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
луны	луните	луна	луна	N;INAN;GEN;FEM;SG	N;DEF;FEM;PL
луны	спътници	луна	спътник	N;INAN;GEN;FEM;SG	N;INDF;MASC;PL
луны	луни	луна	луна	N;INAN;GEN;FEM;SG	N;INDF;FEM;PL
плюс	плюс	плюс	плюс	N;INAN;NOM;MASC;SG	ADV
атаки	атакува	атака	атакувам	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
успеха	успехи	успех	успех	N;INAN;GEN;MASC;SG	N;INDF;MASC;PL
реакции	реакция	реакция	реакция	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
завершил	завършена	завершить	завърша	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
завершил	завършени	завершить	завърша	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
завершил	завършен	завершить	завърша	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
завершил	завършено	завершить	завърша	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
май	май	май	май		PROPN;INDF;MASC;SG
городских	градско	городской	градски	ADJ;GEN;PL	ADV
городских	градска	городской	градски	ADJ;GEN;PL	ADJ;INDF;FEM;SG
городских	градски	городской	градски	ADJ;GEN;PL	ADJ;INDF;MASC;SG
советские	съветска	советский	съветски	ADJ;NOM;PL	ADJ;INDF;FEM;SG
советские	съветски	советский	съветски	ADJ;NOM;PL	ADJ;INDF;MASC;SG
гор	гор	гора	гор	N;INAN;NOM;FEM;SG	PROPN;INDF;MASC;SG
кислоты	киселина	кислота	киселина	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
готов	готови	готовый	готов	ADJ;MASC;SG	ADJ;INDF;PL
западный	запад	западный	запад	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
западный	западно	западный	западно	ADJ;NOM;MASC;SG	ADV
западный	западен	западный	западя-(се)	ADJ;NOM;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
западный	уест	западный	уест	ADJ;NOM;MASC;SG	PROPN;INDF;MASC;SG
западный	западни	западный	западен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
западный	западен	западный	западя-(се)	ADJ;NOM;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
западный	западните	западный	западен	ADJ;NOM;MASC;SG	ADJ;DEF;PL
западный	уестърн	западный	уестърн	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
западный	western	западный	western	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
йорке	йорк	йорка	йорк	N;INAN;DAT;FEM;SG	PROPN;INDF;MASC;SG
расположенный	разположена	расположенный	разположа-(се)	ADJ;NOM;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
расположенный	разположен	расположенный	разположа-(се)	ADJ;NOM;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
расположенный	разположени	расположенный	разположа-(се)	ADJ;NOM;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
расположенный	разположено	расположенный	разположа-(се)	ADJ;NOM;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
телевидения	телевизия	телевидение	телевизия	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
телевидения	телевизията	телевидение	телевизия	N;INAN;NOM;NEUT;PL	N;DEF;FEM;SG
телевидения	телевизор	телевидение	телевизор	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
убийства	убиване	убийство	убиване	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
убийства	убивам	убийство	убивам	N;INAN;NOM;NEUT;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
убийства	убийство	убийство	убийство	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
попытка	опитай	попытка	опитам-(се)	N;INAN;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN
попытка	опитайте	попытка	опитам-(се)	N;INAN;NOM;FEM;SG	V;PFV;IMP;PL;2;FIN
дании	дания	дания	дания	N;INAN;ESS;NEUT;SG	PROPN;INDF;FEM;SG
дании	датски	дания	датски	N;INAN;ESS;NEUT;SG	ADJ;INDF;MASC;SG
дер	дер	дер	дер	ADV	PROPN
провести	харчи	провести	харча-(се)	V;PFV;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
калифорния	калифорния	калифорния	калифорния	N;INAN;NOM;FEM;SG	ADJ;DEF;MASC;SG
калифорния	калифорнийски	калифорния	калифорнийски	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
сложности	сложност	сложность	сложност	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
сложности	сложността	сложность	сложност	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
бразилия	бразилия	бразилие	бразилия	N;INAN;NOM;FEM;SG	PROPN;INDF;FEM;SG
осталось	оставащи	остаться	оставам	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
осталось	оставащите	остаться	оставам	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;IPFV;DEF;PL;PRS;V.PTCP;ACT
осталось	ляво	остаться	ляв	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADV
осталось	ляв	остаться	ляв	V;PFV;NEUT;IND;SG;PST;FIN;MID	N;INDF;MASC;SG
осталось	наляво	остаться	наляво	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADV
минск	минск	минск	минск	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
печати	печат	печать	печат	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
печати	отпечатък	печать	отпечатък	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
печати	отпечатване	печать	отпечатване	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
печати	преса	печать	преса	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
печати	натиснете	печать	натисна	N;INAN;NOM;FEM;PL	V;PFV;IMP;PL;2;FIN
печати	натисни	печать	натисен	N;INAN;NOM;FEM;PL	V;PFV;IMP;SG;2;FIN
печати	пресата	печать	преса	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
сделано	направени	делать	направя-(се)	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
сделано	готово	делать	готов	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADV
убрать	премахване	убрать	премахване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
принц	принс	принц	принс	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
рабочий	работник	рабочий	работник	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
рабочий	работим	рабочий	работя	ADJ;NOM;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
высокого	високи	высокий	висок	ADJ;GEN;MASC;SG	ADJ;INDF;PL
высокого	високо	высокий	високо	ADJ;GEN;MASC;SG	ADV
ранен	контузен	ранить	контузен	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;INDF;MASC;SG
ранен	ранени	ранить	раня	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ранен	ранени	ранить	раня	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
испанский	испанци	испанский	испанец	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
испанский	испанско	испанский	испански	ADJ;NOM;MASC;SG	ADV
биографии	биография	биография	биография	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
биографии	биографията	биография	биография	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
победил	победена	победить	победя	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
победил	победени	победить	победя	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
победил	победен	победить	победя	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
победил	уон	победить	уон	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
искать	търсене	искать	търсене	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
произведение	продукти	произведение	продукт	N;INAN;NOM;NEUT;SG	N;INDF;MASC;PL
футбол	футболен	футбол	футболен	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
ведущих	водещи	вести	водя	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
ведущих	водещо	вести	водя	V;IPFV;GEN;PL;PRS;V.PTCP;ACT	ADV
антонио	антонио	антонио	антонио	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
давид	дейвид	давид	дейвид	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
жить	живи	жить	жив	V;IPFV;NFIN;ACT	ADJ;INDF;PL
жить	жива	жить	жив	V;IPFV;NFIN;ACT	ADJ;INDF;FEM;SG
жить	live	жить	live	V;IPFV;NFIN;ACT	ADJ
жить	жив	жить	жив	V;IPFV;NFIN;ACT	ADJ;INDF;MASC;SG
вячеслав	вячеслав	вячеслый	вячеслав	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
доля	сподели	доля	споделя	N;INAN;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN
доля	споделете	доля	споделя	N;INAN;NOM;FEM;SG	V;PFV;IMP;PL;2;FIN
израиль	израел	израиль	израел	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
учитывая	дадени	учитывать	дам-(се)	V;IPFV;PRS;V.CVB;ACT	V;PFV;INDF;PL;V.PTCP;PASS
учитывая	дадена	учитывать	даден	V;IPFV;PRS;V.CVB;ACT	ADJ;INDF;FEM;SG
учитывая	дадено	учитывать	даден	V;IPFV;PRS;V.CVB;ACT	ADV
третье	трето	третий	трето	ADJ;NOM;NEUT;SG	ADV
старые	старо	старый	стар	ADJ;NOM;PL	ADV
старые	стар	старый	стар	ADJ;NOM;PL	ADJ;INDF;MASC;SG
старые	стара	старый	стар	ADJ;NOM;PL	ADJ;INDF;FEM;SG
важно	важно	важный	важно	ADJ;NEUT;SG	ADV
важно	важни	важный	важен	ADJ;NEUT;SG	ADJ;INDF;PL
вещи	неща	вещь	някой	N;INAN;NOM;FEM;PL	DET;INDF;PL
вещи	нещата	вещь	някой	N;INAN;NOM;FEM;PL	PRO;NOM;DEF;PL
вещи	неща	вещь	някой	N;INAN;NOM;FEM;PL	DET;INDF;PL
показать	показване	показать	показване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
специальности	специалност	специальность	специалност	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
специальности	специалитет	специальность	специалитет	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
сверху	топ	сверху	топ	ADV	N;INDF;MASC;SG
сверху	върха	сверху	връх	ADV	N;DEF;MASC;SG
напротив	обратното	напротив	обратен	ADV	ADJ;DEF;NEUT;SG
критика	критики	критика	критика	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
критика	критики	критика	критика	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
причины	причинява	причина	причинявам	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
упоминания	споменава	упоминание	споменавам	N;INAN;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
соединение	свързващи	соединение	свързвам-(се)	N;INAN;NOM;NEUT;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
соединение	свържете	соединение	свържа	N;INAN;NOM;NEUT;SG	V;PFV;IMP;PL;2;FIN
