категория	kategorii	категория	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
наши	nasze	наш	nasz	DET;NOM;PL	DET;NOM;NEUT;SG;1
ранга	rangi	ранг	ranga	N;INAN;NOM;MASC;SG	
изучения	studiuje	изучение	studiować	N;INAN;GEN;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
изучения	zwiedzanie	изучение	zwiedzać	N;INAN;GEN;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
изучения	odkrywanie	изучение	odkrywać	N;INAN;GEN;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
бельгии	belgii	бельгия	belgia	N;INAN;NOM;FEM;PL	
бельгии	belgia	бельгия	belgia	N;INAN;NOM;FEM;PL	
бельгии	belgijski	бельгия	belgijski	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG
бельгии	belgijskie	бельгия	belgijski	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
современный	nowocześnie	современный	nowocześnie	ADJ;NOM;MASC;SG	ADV
современный	współczesna	современный	współczesny	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
современный	współczesny	современный	współczesny	ADJ;NOM;MASC;SG	
современный	współczesnej	современный	współczesny	ADJ;NOM;MASC;SG	
современный	współczesne	современный	współczesny	ADJ;NOM;MASC;SG	
современный	współczesna	современный	współczesny	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
взять	brać	брать	brać	V;PFV;NFIN;ACT	V;IPFV;NFIN;ACT
взять	bierz	брать	brać	V;PFV;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
устройства	wyrób	устройство	wyrób	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
устройства	urządzenie	устройство	urządzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
филипп	philippe	филипп	philippa	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филипп	filip	филипп	filip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филипп	filipa	филипп	filip	N;ANIM;NOM;MASC;SG	
филипп	philip	филипп	philip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филипп	filip	филипп	filip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филипп	philipp	филипп	philipp	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филипп	phillip	филипп	phillip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филипп	phillipa	филипп	phillipa	N;ANIM;NOM;MASC;SG	
филипп	filip	филипп	filip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
описания	opisy	описание	opis	N;INAN;NOM;NEUT;PL	N;ACC;MASC;PL
святых	święci	святой	święcić	N;ANIM;GEN;MASC;PL	V;IPFV;IND;PL;2;PRS;FIN;ACT
якобы	rzekomo	якобы	rzekomo	ADV	N;DAT;FEM;PL
спортивные	sport	спортивный	sport	ADJ;NOM;PL	
спортивные	sporty	спортивный	sporty	ADJ;NOM;PL	N;NOM;MASC;PL
спортивные	sportowe	спортивный	sportowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
документы	dokumentów	документ	dokument	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
лицо	face	лицо	faka	N;INAN;NOM;NEUT;SG	
неизвестно	nieznane	неизвестный	nieznany	ADJ;NEUT;SG	
сотрудник	pracownika	сотрудник	pracownik	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
приказ	rozkazy	приказ	rozkaz	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
стены	ścian	стена	ściana	N;INAN;NOM;FEM;PL	
стены	ściany	стена	ściana	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
банка	bankowe	банк	bankowy	N;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG
банка	bank	банк	bank	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
пары	par	пара	par	N;INAN;NOM;FEM;PL	
пары	pary	пара	para	N;INAN;NOM;FEM;PL	
пары	par	пара	par	N;INAN;NOM;FEM;PL	
пары	parami	пара	para	N;INAN;NOM;FEM;PL	N;INS;FEM;PL
пары	pary	пара	para	N;INAN;NOM;FEM;PL	
архив	zarchiwizowane	архив	zarchiwizować	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
архив	archiwa	архив	archiwa	N;INAN;NOM;MASC;SG	
архив	archiwa	архив	archiwa	N;INAN;NOM;MASC;SG	
показывает	pokazy	показывать	pokazać	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
местные	miejscowa	местный	miejscowy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
местные	lokalny	местный	lokalny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
местные	lokalna	местный	lokalny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
местные	lokalne	местный	lokalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
местные	miejscowy	местный	miejscowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
местные	lokalnych	местный	lokalny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
местные	miejscowych	местный	miejscowy	ADJ;NOM;PL	ADJ;GEN;MASC;PL
ошибки	pomyłki	ошибка	pomyłka	N;INAN;NOM;FEM;PL	
ошибки	błędów	ошибка	błąd	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
ошибки	błędów	ошибка	błąd	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
объявил	ogłoszone	объявить	ogłosić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
объявил	ogłosili	объявить	ogłosić	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
командование	komenda	командование	komenda	N;INAN;NOM;NEUT;SG	
таблица	tabeli	таблица	tabel	N;INAN;NOM;FEM;SG	
таблица	tabela	таблица	tabel	N;INAN;NOM;FEM;SG	
шотландии	szkocja	шотландия	szkocja	N;INAN;NOM;FEM;PL	
шотландии	szkocji	шотландия	szkocja	N;INAN;NOM;FEM;PL	PROPN;GEN;FEM;SG
шотландии	szkocka	шотландия	szkocki	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
шотландии	szkocki	шотландия	szkocki	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
католической	katolicki	католический	katolicki	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
католической	katolickiej	католический	katolicki	ADJ;INS;FEM;SG	ADJ;GEN;FEM;SG
католической	katolickiego	католический	katolicki	ADJ;INS;FEM;SG	ADJ;ACC;MASC;SG
технологий	technologii	технология	technologia	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
технологий	technologie	технология	technologia	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
фортепиано	pianinie	фортепиано	pianino	ADV	N;ACC;NEUT;SG
фортепиано	fortepian	фортепиано	fortepianin	ADV	N;NOM;MASC;SG
фортепиано	pianino	фортепиано	pianino	ADV	N;NOM;NEUT;SG
национальных	krajowa	национальный	krajowy	ADJ;GEN;PL	ADJ;NOM;FEM;SG
национальных	krajowe	национальный	krajowy	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
национальных	national	национальный	national	ADJ;GEN;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
национальных	narodowy	национальный	narodowy	ADJ;GEN;PL	ADJ;NOM;MASC;SG
национальных	krajowy	национальный	krajowy	ADJ;GEN;PL	ADJ;NOM;MASC;SG
освобождения	zwolnienie	освобождение	zwolnienie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;V.MSDR
освобождения	uwolnienie	освобождение	uwolnić	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
освобождения	wyzwolenia	освобождение	wyzwolić	N;INAN;NOM;NEUT;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
освобождения	wyzwolenie	освобождение	wyzwolenie	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ваше	twojego	ваш	twój	DET;NOM;NEUT;SG	DET;GEN;MASC;SG;1
ваше	twoim	ваш	twój	DET;NOM;NEUT;SG	DET;INS;MASC;SG;2
ясно	czysto	ясный	czysto	ADJ;NEUT;SG	
указано	określony	указать	określić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	
указано	określonych	указать	określony	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
указано	podany	указать	podać	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
указано	określono	указать	określić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
земель	landach	земля	landy	N;INAN;GEN;FEM;PL	N;DAT;FEM;PL
земель	ziemie	земля	ziemia	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
изменение	modyfikacje	изменение	modyfikacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
изменение	modyfikacji	изменение	modyfikacja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
изменение	zmiany	изменение	zmiana	N;INAN;NOM;NEUT;SG	N;ACC;FEM;PL
изменение	zmienić	изменение	zmienić	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
изменение	zmień	изменение	zmień	N;INAN;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
установки	instalacji	установка	instalacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
установки	montaż	установка	montaż	N;INAN;NOM;FEM;PL	
установки	instalacji	установка	instalacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
установки	instalacja	установка	instalacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
установки	instalacji	установка	instalacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
учёные	naukowców	ученый	naukowiec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
администратора	administracja	администратор	administracja	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
администратора	administrator	администратор	administrator	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
администратора	administratorem	администратор	administrator	N;ANIM;ACC;MASC;SG	N;INS;MASC;SG
администратора	administrator	администратор	administrator	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
администратора	zarządca	администратор	zarządca	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
администратора	administratorem	администратор	administrator	N;ANIM;ACC;MASC;SG	N;INS;MASC;SG
районах	dzielnice	район	dzielnica	N;INAN;ESS;MASC;PL	N;NOM;FEM;PL
районах	okręgi	район	okręga	N;INAN;ESS;MASC;PL	N;NOM;MASC;PL
районах	okręgów	район	okręg	N;INAN;ESS;MASC;PL	N;GEN;MASC;PL
установлена	zainstalowany	установить	zainstalować	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
установлена	zainstalowane	установить	zainstalować	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
установлена	zainstalowana	установить	zainstalować	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
иоанн	jan	иоанный	jan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
иоанн	johna	иоанный	johny	N;ANIM;NOM;MASC;SG	
иоанн	janek	иоанный	janek	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
иоанн	john	иоанный	john	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
иоанн	jana	иоанный	jani	N;ANIM;NOM;MASC;SG	
сибири	syberii	сибирь	syberia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
сопротивление	odporność	сопротивление	odporność	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
пространства	przestrzenie	пространство	przestrzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
народ	ludzi	народ	człowiek	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
народ	osoby	народ	osoba	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
народ	people	народ	peopło	N;INAN;NOM;MASC;SG	
народ	ludzie	народ	człowiek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
берега	shores	берег	shores	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;PRS;FIN;ACT
берега	wybrzeże	берег	wybrzeże	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
берега	wybrzeży	берег	wybrzeże	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
берега	wybrzeża	берег	wybrzeże	N;INAN;NOM;MASC;PL	N;GEN;NEUT;SG
королевства	królestwa	королевство	królestwo	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;SG
хосе	jose	хосе	josy	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
хосе	jose	хосе	josy	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
хосе	josé	хосе	jos	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
продукт	produkt	продукт	produkt	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
продукт	produktu	продукт	produkt	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
продукт	produkty	продукт	produkt	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
блокировки	zamykanie	блокировка	zamykać	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
блокировки	blokowanie	блокировка	blokować	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
илья	ilja	илья	ilja	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
гимназии	siłownia	гимназия	siłownia	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
гимназии	gimnazjum	гимназия	gimnazjum	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
торговли	handel	торговля	handel	N;INAN;GEN;FEM;SG	N;NOM;MASC;SG
торговли	trade	торговля	trady	N;INAN;GEN;FEM;SG	
тираж	krążenie	тираж	krążyć	N;INAN;NOM;MASC;SG	
проспект	aleja	проспект	aleja	N;INAN;NOM;MASC;SG	
проспект	avenue	проспект	avenu	N;INAN;NOM;MASC;SG	
проспект	emisyjny	проспект	emisyjny	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
вернуться	wróć	вернуться	wróć	V;PFV;NFIN;MID	V;PFV;IMP;SG;2;FIN;ACT
вернуться	zwrot	вернуться	zwrot	V;PFV;NFIN;MID	N;NOM;MASC;SG
вернуться	zamian	вернуться	zamian	V;PFV;NFIN;MID	
вернуться	powrót	вернуться	powrót	V;PFV;NFIN;MID	
газа	gazu	газ	gaz	N;INAN;GEN;MASC;SG	
газа	gaz	газ	gaz	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
газа	gazie	газ	gaz	N;INAN;GEN;MASC;SG	N;ACC;MASC;SG
газа	gazy	газ	gaz	N;INAN;GEN;MASC;SG	N;NOM;MASC;PL
создавать	stwórz	создавать	stwórz	V;IPFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
создавать	utwórz	создавать	utwórzyć	V;IPFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
варианты	odmiany	вариант	odmiana	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
муниципалитеты	gmin	муниципалитет	gmina	N;INAN;NOM;MASC;PL	
муниципалитеты	gminy	муниципалитет	gmina	N;INAN;NOM;MASC;PL	
наследия	dziedzictwa	наследие	dziedzictwo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
королевство	królestwie	королевство	królestwo	N;INAN;NOM;NEUT;SG	N;DAT;NEUT;SG
королевство	królestwa	королевство	królestwo	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
морских	morski	морской	morski	ADJ;GEN;PL	ADJ;NOM;MASC;SG
контроля	control	контроль	control	N;INAN;GEN;MASC;SG	
контроля	sterowanie	контроль	sterować	N;INAN;GEN;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
контроля	kontrola	контроль	kontrola	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
опубликовал	wysłany	опубликовать	wysłać	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
опубликовал	opublikowane	опубликовать	opublikować	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
опубликовал	zamieszczone	опубликовать	zamieścić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
бизнес	interesy	бизнес	interes	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
бизнес	business	бизнес	business	N;INAN;NOM;MASC;SG	
автомобиль	car	автомобиль	car	N;INAN;NOM;MASC;SG	
автомобиль	samochodowe	автомобиль	samochodowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
автомобиль	pojazdy	автомобиль	pojazd	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
автомобиль	pojazdu	автомобиль	pojazd	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
внутренний	wewnętrznego	внутренний	wewnętrzny	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
возраст	wieku	возраст	wiek	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
возраст	age	возраст	age	N;INAN;NOM;MASC;SG	
возраст	wieki	возраст	wiek	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
сербии	serbii	сербия	serbia	N;INAN;NOM;FEM;PL	PROPN;GEN;FEM;SG
сербии	serbia	сербия	serbia	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
сербии	serbski	сербия	serbski	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG
мощность	moc	мощность	moc	N;INAN;NOM;FEM;SG	
мощность	power	мощность	power	N;INAN;NOM;FEM;SG	
дорог	dróg	дорога	droga	N;INAN;GEN;FEM;SG	
дорог	drogi	дорога	droga	N;INAN;GEN;FEM;SG	
руси	russ	руси	russ	N;INAN;NOM;FEM;SG	
десять	dziesięć	десять	dziesięć	NUM;NOM	
десять	dziesiątka	десять	dziesiątka	NUM;NOM	N;NOM;FEM;SG
дель	del	дель	del	PART	
базы	bazy	база	baza	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
базы	podstawy	база	podstawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
экипаж	załogi	экипаж	załoga	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
экипаж	ekipy	экипаж	ekipa	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
прибыл	dotarły	прибыть	dotrzeć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;PL;PST;FIN;ACT
прибыл	przybyli	прибыть	przybyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
дивизион	podział	дивизион	podziać	N;INAN;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
дивизион	dywizji	дивизион	dywizja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
основы	podstawy	основа	podstawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
основы	fundacji	основа	fundacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
основы	podstawy	основа	podstawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
основы	podstawowe	основа	podstawowy	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
выставки	wystawy	выставка	wystawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
выставки	wystawy	выставка	wystawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
выставки	wystawę	выставка	wystawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
выставки	wystawa	выставка	wystawa	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
выставки	wystawy	выставка	wystawa	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
дополнительные	dodatkowa	дополнительный	dodatkowy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
дополнительные	ekstra	дополнительный	ekstra	ADJ;NOM;PL	
дополнительные	dodatkowe	дополнительный	dodatkowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
дополнительные	dodatkowy	дополнительный	dodatkowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
дополнительные	extra	дополнительный	extra	ADJ;NOM;PL	
дополнительные	dodatkowa	дополнительный	dodatkowy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
дополнительные	dodatkowe	дополнительный	dodatkowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
дополнительные	dodatkowy	дополнительный	dodatkowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
анализа	analizy	анализ	analiza	N;INAN;GEN;MASC;SG	
анализа	analiza	анализ	analiza	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
офицер	oficerze	офицер	oficerz	N;ANIM;NOM;MASC;SG	
необходимость	konieczności	необходимость	konieczność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
эстонии	estonii	эстония	estonia	N;INAN;NOM;FEM;SG	
эстонии	estonii	эстония	estonia	N;INAN;NOM;FEM;SG	
эстонии	estonia	эстония	estonia	N;INAN;NOM;FEM;SG	
банк	banku	банк	bank	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
банк	bankowe	банк	bankowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
посмертно	pośmiertne	посмертно	pośmiertny	ADV	ADJ;NOM;NEUT;SG
посмертно	pośmiertne	посмертно	pośmiertny	ADV	ADJ;NOM;NEUT;SG
администратором	administracja	администратор	administracja	N;ANIM;INS;MASC;SG	N;NOM;FEM;SG
администратором	administrator	администратор	administrator	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
администратором	administratora	администратор	administrator	N;ANIM;INS;MASC;SG	N;ACC;MASC;SG
летний	summer	летний	summer	ADJ;NOM;MASC;SG	
летний	lato	летний	lato	ADJ;NOM;MASC;SG	
буквы	pisma	буква	pismo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
буквы	liter	буква	liter	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
буквы	listy	буква	list	N;INAN;NOM;FEM;PL	
буквы	litery	буква	litera	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
связанных	powiązanych	связать	powiązać	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
бен	bena	бен	bena	PART	
бен	ben	бен	ben	PART	
технические	techniczne	технический	techniczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
технические	techniczny	технический	techniczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
технические	techniczna	технический	techniczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
девушка	dziewczynę	девушка	dziewczyna	N;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
девушка	dziewczyny	девушка	dziewczyna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
девушка	dziewczyno	девушка	dziewczyna	N;ANIM;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
ближайшие	najbliższy	ближайший	bliski	ADJ;NOM;PL	ADJ;NOM;CMPR;MASC;SG
ближайшие	najbliższa	ближайший	bliski	ADJ;NOM;PL	ADJ;NOM;CMPR;FEM;SG
ближайшие	najbliższej	ближайший	bliski	ADJ;NOM;PL	ADJ;GEN;CMPR;FEM;SG
ближайшие	najbliższe	ближайший	bliski	ADJ;NOM;PL	ADJ;NOM;CMPR;NEUT;SG
ближайшие	najbliżej	ближайший	blisko	ADJ;NOM;PL	ADV;RL
ближайшие	nadchodzący	ближайший	nadchodzący	ADJ;NOM;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
