kategória	kategorijo	kategória	kategorija	N;NOM;FEM;SG	N;ACC;FEM;SG
národov	narodi	národ	narod	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
dôvodov	razlogi	dôvod	razlog	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
hodnota	vrednosti	hodnota	vrednost	N;NOM;FEM;SG	N;NOM;FEM;PL
kmeň	seva	kmeň	seva	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
kmeň	izvornih	kmeň	izvoren	N;INAN;NOM;MASC;SG	ADJ;GEN;MASC;PL
kmeň	stebla	kmeň	steblo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
automaticky	samodejna	automaticky	samodejen	ADV	ADJ;NOM;FEM;SG
automaticky	auto	automaticky	auta	ADV	N;NOM;MASC;SG
automaticky	samodejni	automaticky	samodejen	ADV	ADJ;NOM;MASC;SG
automaticky	samodejna	automaticky	samodejen	ADV	ADJ;NOM;FEM;SG
vlastne	dejansko	vlastne	dejansko	PART	ADV
iso	iso	iso	iso		N;NOM;MASC;SG
stretnutia	sej	stretnutie	seja	N;NOM;NEUT;PL	
stretnutia	sej	stretnutie	seja	N;NOM;NEUT;PL	
stretnutia	sestanke	stretnutie	sestanek	N;NOM;NEUT;PL	N;ACC;MASC;PL
stretnutia	seji	stretnutie	seja	N;NOM;NEUT;PL	N;NOM;FEM;SG
stretnutia	srečanje	stretnutie	srečanje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
stretnutia	sestanek	stretnutie	sestanek	N;NOM;NEUT;PL	N;NOM;MASC;SG
aktivity	dejavnost	aktivita	dejavnost	N;NOM;FEM;PL	N;NOM;FEM;SG
aktivity	aktivnost	aktivita	aktivnost	N;NOM;FEM;PL	N;NOM;FEM;SG
ostrovov	otočje	ostrov	otočje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG
ostrovov	otoki	ostrov	otok	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
ostrovov	otoke	ostrov	otok	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
provincii	pokrajina	provincia	pokrajina	N;DAT;FEM;SG	N;NOM;FEM;SG
provincii	provinca	provincia	provinca	N;DAT;FEM;SG	N;NOM;FEM;SG
meria	izmerjena	meriť	izmerjen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;SG;V.PTCP
meria	izmerjene	meriť	izmerjen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;PL;V.PTCP
meria	izmerjeni	meriť	izmerjen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;MASC;PL;V.PTCP
meria	izmerjeno	meriť	izmerjen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;NEUT;SG;V.PTCP
meria	merjeno	meriť	merjen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;NEUT;SG;V.PTCP
meurthe	meurthe	meurthe	meurteh	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
comté	comté	comtý	comté	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
výraz	izrazi	výraz	izraz	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
španielsky	španščina	španielsky	španščina	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
mil	mil	mil	mila		N;NOM;MASC;SG
roman	rimljan	roman	rimljan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
roman	rimska	roman	rimski	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
roman	roman	roman	roman	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
roman	romana	roman	roman	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
roman	rimske	roman	rimski	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
červená	red	červený	red	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
správne	right	správne	righta	ADV	
správne	pravica	správne	pravica	ADV	N;NOM;FEM;SG
správne	prav	správne	prav	ADV	PART
správne	pravilna	správne	pravilen	ADV	ADJ;NOM;FEM;SG
správne	pravilen	správne	pravilen	ADV	ADJ;NOM;INDF;MASC;SG
správne	pravilni	správne	pravilen	ADV	ADJ;NOM;MASC;PL
svetla	svetlo	svetlo	svetlo	N;NOM;NEUT;PL	ADV
svetla	svetloba	svetlo	svetloba	N;NOM;NEUT;PL	N;NOM;FEM;SG
svetla	luč	svetlo	luč	N;NOM;NEUT;PL	N;NOM;FEM;SG
svetla	lahka	svetlo	lahek	N;NOM;NEUT;PL	ADJ;NOM;FEM;SG
doubs	doubs	doubs	doubs	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
čierna	črne	čierny	črn	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
vidieť	videnje	vidieť	videnje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
hore	budna	hore	buden	ADV	ADJ;NOM;FEM;SG
hore	buden	hore	buden	ADV	ADJ;NOM;INDF;MASC;SG
hore	budni	hore	buden	ADV	ADJ;NOM;MASC;PL
hnutie	premiki	hnutie	premik	N;NOM;NEUT;SG	N;NOM;MASC;PL
hnutie	gibanja	hnutie	gibanje	N;NOM;NEUT;SG	N;NOM;NEUT;PL
bunky	celico	bunka	celica	N;NOM;FEM;PL	N;ACC;FEM;SG
bunky	celic	bunka	celica	N;NOM;FEM;PL	N;GEN;FEM;PL
bunky	celica	bunka	celica	N;NOM;FEM;PL	N;NOM;FEM;SG
bunky	celic	bunka	celica	N;NOM;FEM;PL	N;GEN;FEM;PL
administratívne	upravne	administratívne	upraven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
športové	športne	športový	športen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
športové	šport	športový	šport	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
športové	sport	športový	sport	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
športové	šport	športový	šport	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
športové	športne	športový	športen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
skratka	bližnjice	skratka	bližnjica	N;NOM;FEM;SG	N;NOM;FEM;PL
skratka	bližnjico	skratka	bližnjica	N;NOM;FEM;SG	N;ACC;FEM;SG
kanada	kanada	kanada	kanada	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
kanada	kanado	kanada	kanada	PROPN;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
prahy	pragov	prah	pragova	N;NOM;FEM;PL	N;GEN;MASC;PL
prahy	praga	prah	praga	N;NOM;FEM;PL	N;NOM;MASC;SG
prahy	pragi	prah	praga	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
prahy	prage	prah	praga	N;NOM;FEM;PL	N;GEN;FEM;SG
posledná	zadnji	posledný	zadnji	N;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
posledná	nazadnje	posledný	nazadnje	N;NOM;FEM;SG	ADV
posledná	poslednje	posledný	poslednji	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
posledná	zadnje	posledný	zadnji	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
posledná	zadnja	posledný	zadnji	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
hrať	predvajanje	hrať	predvajanje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
hrať	igranje	hrať	igranje	V;IPFV;POS;NFIN	N;NOM;NEUT;SG
sezóna	sezono	sezón	sezona	N;NOM;FEM;SG	N;ACC;FEM;SG
london	london	london	london	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
bitky	bitk	bitka	bitk	N;NOM;FEM;PL	N;GEN;FEM;PL
bitky	pretepanje	bitka	pretepanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
bitky	pretepanja	bitka	pretepanje	N;NOM;FEM;PL	N;GEN;NEUT;SG
one	enga	ona	en		PRO;ACC;MASC;SG
one	ena	ona	en		NUM;NOM;FEM;SG
one	en	ona	en		NUM;NOM;MASC;SG
one	eden	ona	eden		NUM;NOM;MASC;SG
one	eno	ona	en		NUM;NOM;NEUT;SG
používané	uporabljene	používaný	uporabljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
používané	uporabljeni	používaný	uporabljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
motora	motorja	motor	motor	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
motora	motor	motor	motor	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
tatry	tatry	tatra	tatry	N;INAN;NOM;MASC;PL	
ríma	rimu	rím	rim	N;INAN;GEN;MASC;SG	PROPN;DAT;MASC;SG
ríma	rim	rím	rim	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
boj	bojna	boj	bojen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
porazil	poražen	poraziť	poražen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
porazil	premagani	poraziť	premagan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
porazil	poraženi	poraziť	poražen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
porazil	premagan	poraziť	premagan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
vecí	stvari	vec	stvar	N;GEN;FEM;PL	N;NOM;FEM;PL
júni	june	jún	juna	N;INAN;NOM;MASC;SG	
júni	junija	jún	junij	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
dĺžku	dolžina	dĺžka	dolžina	N;ACC;FEM;SG	N;NOM;FEM;SG
nižšie	spodaj	nízko	spodaj	ADV;CMPR	ADV
nižšie	spodnji	nízko	spodnji	ADV;CMPR	ADJ;NOM;DEF;MASC;SG
nižšie	nižja	nízko	nizek	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
nižšie	nižje	nízko	nizek	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
nižšie	spodnja	nízko	spodnji	ADV;CMPR	ADJ;NOM;FEM;SG
divákov	gledalci	divák	gledalec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
divákov	gledalci	divák	gledalec	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
divákov	gledalcem	divák	gledalec	N;ANIM;ACC;MASC;PL	N;DAT;MASC;PL
viedeň	dunajski	viedeň	dunajski	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
hádzanej	rokomet	hádzaný	rokomet	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG
vzťahu	razmerje	vzťah	razmerje	N;INAN;DAT;MASC;SG	N;NOM;NEUT;SG
vzťahu	zveza	vzťah	zveza	N;INAN;DAT;MASC;SG	N;NOM;FEM;SG
panna	device	panna	devica	N;NOM;FEM;SG	N;NOM;FEM;PL
tvorili	oblikovane	tvoriť	oblikovan	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
tvorili	oblikovani	tvoriť	oblikovan	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
tatier	tatre	tatier	tatri	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
pilot	pilotni	pilot	piloten	N;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
ffffff	ffffff	ffffff	ffffff	PROPN;ANIM;NOM;MASC;SG	
marián	marián	marián	maricen	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
gironde	gironde	gironde	girond	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
žena	žensko	žena	ženska	N;NOM;FEM;SG	N;ACC;FEM;SG
žena	ženski	žena	ženski	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
žena	žensko	žena	ženska	N;NOM;FEM;SG	N;ACC;FEM;SG
situácia	razmere	situácia	razmera	N;NOM;FEM;SG	N;NOM;FEM;PL
situácia	situacijo	situácia	situacija	N;NOM;FEM;SG	N;ACC;FEM;SG
sila	silo	sila	sila	N;NOM;FEM;SG	N;ACC;FEM;SG
dordogne	dordogne	dordogne	dordogna	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
mierne	rahle	mierne	rahle	ADV	ADJ;NOM;FEM;PL
mierne	rahla	mierne	rahel	ADV	ADJ;NOM;FEM;SG
mierne	rahel	mierne	rahel	ADV	ADJ;NOM;INDF;MASC;SG
mierne	blaga	mierne	blago	ADV	N;GEN;NEUT;SG
mierne	blago	mierne	blago	ADV	N;NOM;NEUT;SG
mierne	blage	mierne	blag	ADV	
iss	iss	iss	isse		N;NOM;MASC;SG
navigačné	nav	navigačný	nav	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
arena	areno	arena	arena	N;NOM;FEM;SG	N;ACC;FEM;SG
stredná	sredina	stredný	sredina	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
stredná	srednje	stredný	srednje	ADJ;NOM;FEM;SG	ADV
stredná	gojišče	stredný	gojišče	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
stredná	centralne	stredný	centralen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
stredná	zmerne	stredný	zmeren	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
stredná	zmerni	stredný	zmeren	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
stredná	zmerno	stredný	zmerno	ADJ;NOM;FEM;SG	ADV
prebieha	teku	prebiehať	tek	V;IPFV;IND;SG;3;POS;PRS;FIN	N;DAT;MASC;SG
referencie	sklicevanje	referencia	sklicevanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
referencie	referenca	referencia	referenca	N;NOM;FEM;PL	N;NOM;FEM;SG
referencie	sklic	referencia	sklic	N;NOM;FEM;PL	N;NOM;MASC;SG
referencie	sklicevanje	referencia	sklicevanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
plochy	namizij	plocha	namizija	N;NOM;FEM;PL	N;GEN;FEM;PL
plochy	namizno	plocha	namizen	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
plochy	namizje	plocha	namizje	N;NOM;FEM;PL	N;NOM;NEUT;SG
schopnosť	zmožnosti	schopnosť	zmožnost	N;NOM;FEM;SG	N;NOM;FEM;PL
končí	konci	končiť	konec	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;MASC;PL
končí	konča	končiť	končati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
svetlo	svetlo	svetlo	svetlo	N;NOM;NEUT;SG	ADV
svetlo	lahka	svetlo	lahek	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
doba	časa	doba	čas	N;NOM;FEM;SG	N;GEN;MASC;SG
medzinárodný	mednarodne	medzinárodný	mednaroden	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
relatívne	sorodnik	relatívny	sorodnik	ADV	N;NOM;MASC;SG
relatívne	relativna	relatívny	relativen	ADV	ADJ;NOM;FEM;SG
budov	stavbe	budova	stavba	N;GEN;FEM;PL	N;NOM;FEM;PL
budov	poslopja	budova	poslopje	N;GEN;FEM;PL	N;NOM;NEUT;PL
budov	zgradbe	budova	zgradba	N;GEN;FEM;PL	N;NOM;FEM;PL
vnútri	znotraj	vnútro	znotraj	N;NOM;NEUT;SG	ADP;GEN
vnútri	notri	vnútro	notri	N;NOM;NEUT;SG	ADV
group	skupino	group	skupina		N;ACC;FEM;SG
group	skupinsko	group	skupinski		ADJ;NOM;NEUT;SG
group	skupinski	group	skupinski		ADJ;NOM;MASC;SG
group	skupinska	group	skupinski		ADJ;NOM;FEM;SG
group	skupina	group	skupina		N;NOM;FEM;SG
galéria	galerijo	galéria	galerija	N;NOM;FEM;SG	N;ACC;FEM;SG
potreby	rabi	potreba	raba	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
potreby	potrebuje	potreba	potrebovati	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
potreby	potreb	potreba	potreba	N;NOM;FEM;PL	N;GEN;FEM;PL
osoba	osebi	osoba	oseba	N;NOM;FEM;SG	N;NOM;FEM;DU
osoba	osebo	osoba	oseba	N;NOM;FEM;SG	N;ACC;FEM;SG
kanade	kanado	kanada	kanada	N;NOM;FEM;SG	N;ACC;FEM;SG
mohla	lahko	môcť	lahko	V;IPFV;FEM;SG;POS;PST;V.PTCP	ADV
astronómia	astronomijo	astronómia	astronomija	N;NOM;FEM;SG	N;ACC;FEM;SG
dvd	dvd	dvd	dvd		N;NOM;MASC;SG
vlastný	lastne	vlastný	lasten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
vlastný	lastni	vlastný	lasten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
vlastný	običaj	vlastný	običaj	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
názor	mnenja	názor	mnenje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
isère	isère	iskre	isrra		PROPN;NOM;MASC;SG
švajčiarsko	švico	švajčiarsko	švica	PROPN;NOM;NEUT;SG	N;ACC;FEM;SG
švajčiarsko	švici	švajčiarsko	švica	PROPN;NOM;NEUT;SG	N;DAT;FEM;SG
švajčiarsko	švice	švajčiarsko	švica	PROPN;NOM;NEUT;SG	N;NOM;FEM;PL
švajčiarsko	švica	švajčiarsko	švica	PROPN;NOM;NEUT;SG	N;NOM;FEM;SG
vytvorili	ustvarjen	vytvoriť	ustvarjen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
vytvorili	ustvarjeno	vytvoriť	ustvarjen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vytvorili	ustvaril	vytvoriť	ustvariti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
vytvorili	ustvarjena	vytvoriť	ustvarjen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vytvorili	ustvarjene	vytvoriť	ustvarjen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
najväčších	največje	veľký	velik	ADV;RL	ADJ;NOM;RL;NEUT;SG
škoda	usmiljenja	škoda	usmiljenje	N;NOM;FEM;SG	N;NOM;NEUT;PL
škoda	sram	škoda	sram	N;NOM;FEM;SG	ADV
škoda	skoda	škoda	skoda	N;NOM;FEM;SG	
autora	avtor	autor	avtor	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
švédsko	švedska	švédsko	švedska	PROPN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
pohára	pokal	pohár	pokal	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
pohára	skodelico	pohár	skodelica	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
pohára	skodelica	pohár	skodelica	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
pohára	lonček	pohár	lonček	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
gólov	cilji	gól	cilj	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
fakulty	fakultet	fakulta	fakulteta	N;NOM;FEM;PL	N;GEN;FEM;PL
fakulty	fakulteta	fakulta	fakulteta	N;NOM;FEM;PL	N;NOM;FEM;SG
trate	vrstic	triata	vrstica	N;NOM;FEM;PL	N;GEN;FEM;PL
trate	sledi	triata	slediti	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
znaky	like	znak	lik	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
znaky	znakov	znak	znak	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
znaky	znake	znak	znak	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
znaky	znakov	znak	znak	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
star	zvezdica	star	zvezdica		N;NOM;FEM;SG
star	zvezdo	star	zvezda		N;ACC;FEM;SG
star	zvezda	star	zvezda		N;NOM;FEM;SG
čierny	črne	čierny	črn	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
post	objavi	post	objava	N;INAN;NOM;MASC;SG	N;DAT;FEM;SG
post	objavo	post	objava	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
objavila	odkrite	objaviť	odkriti	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;PL
objavila	odkrita	objaviť	odkriti	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
objavila	odkrili	objaviť	odkriti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
objavila	odkrit	objaviť	odkrit	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
indre	indre	indra	indra	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
petr	petr	petr	petr	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
pracuje	dela	pracovať	delo	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;PL
pracuje	dela	pracovať	delo	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;PL
pracuje	delovna	pracovať	deloven	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;SG
pracuje	delovno	pracovať	deloven	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;NEUT;SG
pracuje	delovni	pracovať	deloven	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;DEF;MASC;SG
plocha	namizno	plocha	namizen	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zvolen	zvolen	zvolen	zvolen	PROPN;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
karl	carl	karl	carl	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
karl	karl	karl	karla	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
zbierka	zbirko	zbierka	zbirka	N;NOM;FEM;SG	N;ACC;FEM;SG
biely	bel	biely	bel	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
biely	belo	biely	bel	ADJ;ANIM;NOM;MASC;SG	ADV
biely	bele	biely	bel	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
umiestnené	nahaja	umiestnený	nahajati	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN
umiestnené	nastanjene	umiestnený	nastanjen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
vstup	vhodna	vstup	vhoden	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
histórie	zgodovina	história	zgodovina	N;NOM;FEM;PL	N;NOM;FEM;SG
histórie	zgodovino	história	zgodovina	N;NOM;FEM;PL	N;ACC;FEM;SG
povstania	vstaja	povstanie	vstajati	N;NOM;NEUT;PL	N;NOM;FEM;SG
povstania	uporov	povstanie	upor	N;NOM;NEUT;PL	N;GEN;MASC;PL
hodiny	urah	hodina	ura	N;NOM;FEM;PL	N;ESS;FEM;PL
hodiny	ur	hodina	ura	N;NOM;FEM;PL	N;GEN;FEM;PL
hodiny	ur	hodina	ura	N;NOM;FEM;PL	N;GEN;FEM;PL
hodiny	ura	hodina	ura	N;NOM;FEM;PL	N;NOM;FEM;SG
francúzske	francoščina	francúzsky	francoščina	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
múzea	muzeje	múzeum	muzej	N;NOM;NEUT;PL	N;ACC;MASC;PL
múzea	muzej	múzeum	muzej	N;NOM;NEUT;PL	N;NOM;MASC;SG
johann	johann	johann	johann	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pôvodné	izvirnik	pôvodný	izvirnik	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
pôvodné	original	pôvodný	original	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
hrali	igral	hrať	igrati	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
hrali	igrala	hrať	igrati	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
hrali	igralo	hrať	igrati	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
ruská	rus	ruský	rus	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
chrámu	svetišče	chrám	svetišče	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
chrámu	tempelj	chrám	tempelj	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
chrámu	hram	chrám	hrama	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
chrámu	temple	chrám	temple	N;INAN;GEN;MASC;SG	
obrany	obramba	obrana	obramba	N;NOM;FEM;PL	N;NOM;FEM;SG
novín	časopisi	noviny	časopis	N;GEN;FEM;PL	N;NOM;MASC;PL
novín	časopis	noviny	časopis	N;GEN;FEM;PL	N;NOM;MASC;SG
novín	časopisi	noviny	časopis	N;GEN;FEM;PL	N;NOM;MASC;PL
str	str	str	str		
vienne	vienne	vienne	vieni	ADV	ADJ;NOM;DEF;MASC;SG
rieke	reka	rieka	reka	N;DAT;FEM;SG	N;NOM;FEM;SG
rieke	river	rieka	river	N;DAT;FEM;SG	
rieke	reke	rieka	reka	N;DAT;FEM;SG	N;NOM;FEM;PL
parlamentu	parlament	parlament	parlament	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
hranicu	meja	hranica	meja	N;ACC;FEM;SG	N;NOM;FEM;SG
hranicu	meje	hranica	meja	N;ACC;FEM;SG	N;NOM;FEM;PL
hranicu	meji	hranica	meja	N;ACC;FEM;SG	N;NOM;FEM;SG
podujatia	dogodke	podujatie	dogodek	N;NOM;NEUT;PL	N;ACC;MASC;PL
podujatia	dogodkov	podujatie	dogodek	N;NOM;NEUT;PL	N;GEN;MASC;PL
najvyššie	najvišjo	vysoko	visok	ADV;RL	ADJ;NOM;RL;NEUT;SG
najvyššie	najvišje	vysoko	visok	ADV;RL	ADJ;NOM;RL;NEUT;SG
najvyššie	najvišji	vysoko	visok	ADV;RL	ADJ;NOM;DEF;RL;MASC;SG
najvyššie	najvišja	vysoko	visok	ADV;RL	ADJ;NOM;RL;FEM;SG
ústavu	ustava	ústav	ustava	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
mesiace	meseca	mesiac	mesec	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
mesiace	mesece	mesiac	mesec	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
mesiace	mesecev	mesiac	mesec	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
mesiace	luni	mesiac	luniti	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
mesiace	lun	mesiac	lun	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
výšky	višin	výška	višina	N;NOM;FEM;PL	N;GEN;FEM;PL
výšky	heights	výška	heights	N;NOM;FEM;PL	N;NOM;MASC;SG
výšky	višina	výška	višina	N;NOM;FEM;PL	N;NOM;FEM;SG
free	svoboden	free	svoboden		ADJ;NOM;INDF;MASC;SG
free	prosto	free	prosto		ADV
free	free	free	free		N;NOM;MASC;SG
free	svobodna	free	svoboden		ADJ;NOM;FEM;SG
free	brezplačno	free	brezplačno		ADV
