magnolia	magnolia	magnolie	magnolia	N;DEF;FEM;SG	PROPN;NOM;SG
inconjurata	umgeben	inconjurat	umgeben	ADJ;DEF;FEM;SG	V;V.PTCP
viktor	wiktor	viktor	wiktor	PROPN	PROPN;NOM;MASC;SG
viktor	viktor	viktor	viktor	PROPN	PROPN;NOM;MASC;SG
babes	mädels	babes	mädels	N;INDF;MASC;SG	ADV
babes	babes	babes	babes	N;INDF;MASC;SG	PROPN;NOM;SG
babes	mädels	babes	mädels	N;INDF;MASC;SG	ADV
babes	babes	babes	babes	N;INDF;MASC;SG	PROPN;NOM;SG
adulti	erwachsener	adult	erwachsener		ADJ
adulti	erwachsene	adult	erwachsen		ADJ;NOM;FEM;PL
adulti	erwachsenen	adult	erwachsen		ADJ
adulti	erwachsener	adult	erwachsener		ADJ
adulti	erwachsene	adult	erwachsen		ADJ;NOM;FEM;PL
adulti	erwachsenenbildung	adult	erwachsenenbildung		ADJ;NOM;FEM;SG
adulti	erwachsen	adult	erwachsen		V;V.PTCP
adulti	erwachsenen	adult	erwachsen		ADJ
adulti	erwachsener	adult	erwachsener		ADJ
adulti	erwachsene	adult	erwachsen		ADJ;NOM;FEM;PL
adulti	erwachsenen	adult	erwachsen		ADJ
nivele	stufen	nivel	stufen	N;INDF;FEM;PL	V;NFIN
nivele	ebenen	nivel	eben	N;INDF;FEM;PL	
nivele	niveau	nivel	niveau	N;INDF;FEM;PL	ADV
nivele	stufen	nivel	stufen	N;INDF;FEM;PL	V;NFIN
nivele	ebenen	nivel	eben	N;INDF;FEM;PL	
estadio	estadio	estadio	estadio	PROPN	PROPN
atribuita	zurückgeführt	atribuit	zurückführen	N;DEF;FEM;SG	V;V.PTCP
atribuita	zugeordnet	atribuit	zuordnen	N;DEF;FEM;SG	V;V.PTCP
atribuita	zurückzuführen	atribuit	zurückführen	N;DEF;FEM;SG	V;NFIN
atribuita	zugewiesen	atribuit	zuweisen	N;DEF;FEM;SG	V;V.PTCP
atribuita	zugeschrieben	atribuit	zuschreiben	N;DEF;FEM;SG	V;V.PTCP
atribuita	zugewiesen	atribuit	zuweisen	N;DEF;FEM;SG	V;V.PTCP
atribuita	zugewiesene	atribuit	zugewiesen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
atribuita	zugeteilt	atribuit	zuteilen	N;DEF;FEM;SG	V;V.PTCP
atribuita	zugeordnet	atribuit	zuordnen	N;DEF;FEM;SG	V;V.PTCP
wood	wald	wood	wald	PROPN	N;NOM;MASC;SG
wood	holzindustrie	wood	holzindustrie	PROPN	
wood	holz	wood	holz	PROPN	N;NOM;NEUT;SG
wood	holzbearbeitung	wood	holzbearbeitung	PROPN	ADJ
abc	abc	abc	abc	N;INDF;MASC;SG	
geo	geo	geo	geo	N;INDF;MASC;SG	
coordonatele	koordinaten	coordonată	koordinat	N;DEF;FEM;PL	
johan	johan	johan	johan	PROPN	PROPN;NOM;MASC;SG
santos	santos	santos	santos	PROPN	PROPN
gif	gif	gif	gif	N;INDF;MASC;SG	
armament	bewaffnung	armament	bewaffnung	N;INDF;MASC;SG	
armament	bewaffnung	armament	bewaffnung	N;INDF;MASC;SG	
armament	waffen	armament	waffen	N;INDF;MASC;SG	
armament	rüstungsindustrie	armament	rüstungsindustrie	N;INDF;MASC;SG	
armament	bewaffnung	armament	bewaffnung	N;INDF;MASC;SG	
credit	guthaben	credit	guthaben	N;INDF;MASC;SG	
credit	kredit	credit	kredit	N;INDF;MASC;SG	
credit	kredite	credit	kredit	N;INDF;MASC;SG	N;NOM;FEM;PL
credit	gutschrift	credit	gutschreifen	N;INDF;MASC;SG	ADJ
credit	credit	credit	credit	N;INDF;MASC;SG	PROPN
simfonia	sinfonie	simfonie	sinfonie	N;DEF;FEM;SG	
simfonia	symphony	simfonie	symphony	N;DEF;FEM;SG	
simfonia	symphonie	simfonie	symphonie	N;DEF;FEM;SG	
marcand	erzielte	marcand	erzielen		V;IND;SG;3;PST;FIN
marcand	wertung	marcand	wertung		N;FEM;SG
visul	dream	vis	dream	N;DEF;MASC;SG	
visul	träume	vis	träumen	N;DEF;MASC;SG	ADJ;NOM
visul	traum	vis	traum	N;DEF;MASC;SG	ADJ
visul	träumen	vis	träumen	N;DEF;MASC;SG	V;NFIN
eddie	eddie	eddie	eddie	PROPN	PROPN;NOM;SG
mir	mir	mir	ich		PRO;DAT;SG;1
entitati	körperschaften	entitati	körperschaft	N;INDF;FEM;PL	ADJ
pescuit	fischerei	pescuit	fischerei	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
pescuit	fischerei	pescuit	fischerei	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
pescuit	fischen	pescuit	fischen	N;INDF;MASC;SG	V;NFIN
pescuit	fischfang	pescuit	fischfang	N;INDF;MASC;SG	ADJ
pescuit	angeln	pescuit	angeln	N;INDF;MASC;SG	V;NFIN
proportie	proportionen	proportie	proportionen	N;INDF;FEM;SG	V;NFIN
proportie	anteil	proportie	anteil	N;INDF;FEM;SG	ADV
opozitia	widerstand	opozitie	widerstehen	N;DEF;FEM;SG	ADV
opozitia	opposition	opozitie	opposition	N;DEF;FEM;SG	N;NOM;SG
opozitia	ablehnung	opozitie	ablehnung	N;DEF;FEM;SG	N;NOM;FEM;SG
jorge	jorge	jorge	jorge	PROPN	PROPN;NOM;MASC;SG
atribuite	zurückgeführt	atribuit	zurückführen	ADJ;INDF;FEM;PL	V;V.PTCP
atribuite	zugeordnet	atribuit	zuordnen	ADJ;INDF;FEM;PL	V;V.PTCP
atribuite	zurückzuführen	atribuit	zurückführen	ADJ;INDF;FEM;PL	V;NFIN
atribuite	zugewiesen	atribuit	zuweisen	ADJ;INDF;FEM;PL	V;V.PTCP
atribuite	zugeschrieben	atribuit	zuschreiben	ADJ;INDF;FEM;PL	V;V.PTCP
atribuite	zugewiesen	atribuit	zuweisen	ADJ;INDF;FEM;PL	V;V.PTCP
atribuite	zugewiesene	atribuit	zugewiesen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
atribuite	zugeteilt	atribuit	zuteilen	ADJ;INDF;FEM;PL	V;V.PTCP
atribuite	zugeordnet	atribuit	zuordnen	ADJ;INDF;FEM;PL	V;V.PTCP
bursa	fellowship	bursă	fellowship	N;DEF;FEM;SG	PROPN;NOM
bursa	gemeinschaft	bursă	gemeinschaft	N;DEF;FEM;SG	ADJ
bursa	stipendium	bursă	stipendium	N;DEF;FEM;SG	ADJ
bursa	stipendiaten	bursă	stipendiaten	N;DEF;FEM;SG	ADJ
bursa	stipendien	bursă	stipendie	N;DEF;FEM;SG	ADJ
bursa	stipendium	bursă	stipendium	N;DEF;FEM;SG	ADJ
bursa	bursa	bursă	bursa	N;DEF;FEM;SG	PROPN;NOM;SG
bursa	stipendiaten	bursă	stipendiaten	N;DEF;FEM;SG	ADJ
bursa	stipendien	bursă	stipendie	N;DEF;FEM;SG	ADJ
bursa	stipendium	bursă	stipendium	N;DEF;FEM;SG	ADJ
etaje	fußboden	etaj	fußboden	N;INDF;FEM;PL	V;NFIN
etaje	böden	etaj	böden	N;INDF;FEM;PL	
etaje	boden	etaj	boden	N;INDF;FEM;PL	ADV
dragomir	dragomir	dragomir	dragomir	PROPN	
reciproc	gegenseitiger	reciproc	gegenseitig	ADV	ADJ
reciproc	gegenseitigem	reciproc	gegenseitig	ADV	ADJ;DAT;MASC;SG
reciproc	gegenseitigen	reciproc	gegenseitig	ADV	ADJ
reciproc	gegenseitige	reciproc	gegenseitig	ADV	ADJ;NOM;FEM;PL
extra	zusätzliches	extra	zusätzlich		ADJ;NOM;NEUT;SG
extra	zusätzlichen	extra	zusätzlich		ADJ
extra	zusätzliche	extra	zusätzlich		ADJ;NOM;FEM;PL
avansate	erweitert	avansat	erweitern	ADJ;INDF;FEM;PL	V;V.PTCP
avansate	erweiterte	avansat	erweitern	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
avansate	fortgeschritten	avansat	fortschreiten	ADJ;INDF;FEM;PL	V;V.PTCP
trenuri	bahnen	tren	bahnen	N;INDF;FEM;PL	V;NFIN
trenuri	zug	tren	zug	N;INDF;FEM;PL	N;SG
tratarea	behandeln	tratare	behandeln	N;DEF;FEM;SG	V;NFIN
antena	schüssel	antena	schüssel	N;DEF;FEM;SG	
antena	schale	antena	schale	N;DEF;FEM;SG	;NOM;SG
antena	gericht	antena	ringen	N;DEF;FEM;SG	N;NOM;SG
antena	speise	antena	speisen	N;DEF;FEM;SG	
antena	antennen	antena	antennen	N;DEF;FEM;SG	N;NOM;PL
antena	antenne	antena	antenn	N;DEF;FEM;SG	;NOM
antena	antennen	antena	antennen	N;DEF;FEM;SG	N;NOM;PL
antena	antenne	antena	antenn	N;DEF;FEM;SG	;NOM
umbra	schatten	umbră	schatten	N;DEF;FEM;SG	V;NFIN
umbra	shadow	umbră	shadow	N;DEF;FEM;SG	PROPN
umbra	farbton	umbră	farbton	N;DEF;FEM;SG	ADJ
umbra	schatten	umbră	schatten	N;DEF;FEM;SG	V;NFIN
umbra	schatten	umbră	schatten	N;DEF;FEM;SG	V;NFIN
umbra	shadow	umbră	shadow	N;DEF;FEM;SG	PROPN
umbra	farbton	umbră	farbton	N;DEF;FEM;SG	ADJ
umbra	schatten	umbră	schatten	N;DEF;FEM;SG	V;NFIN
creuse	creuse	creus	creuse	V;IND;SG;3;PST+PRF;FIN	PROPN;SG
omorat	umgebracht	omora	umbringen	ADJ;INDF;MASC;SG	V;V.PTCP
omorat	getötet	omora	töten	ADJ;INDF;MASC;SG	V;V.PTCP
omorat	ermordet	omora	ermorden	ADJ;INDF;MASC;SG	V;V.PTCP
omorat	ermordeten	omora	ermordet	ADJ;INDF;MASC;SG	V;IND;PL;3;FIN
omorat	umgebracht	omora	umbringen	ADJ;INDF;MASC;SG	V;V.PTCP
omorat	tötete	omora	töten	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
omorat	getötet	omora	töten	ADJ;INDF;MASC;SG	V;V.PTCP
omorat	ermordet	omora	ermorden	ADJ;INDF;MASC;SG	V;V.PTCP
marturii	empfehlungen	marturie	empfehlingen	N;INDF;FEM;PL	V;NFIN
marturii	referenzen	marturie	referenzen	N;INDF;FEM;PL	V;NFIN
marturii	zeugenaussagen	marturie	zeugenaussagen	N;INDF;FEM;PL	V;NFIN
marturii	aussagen	marturie	aussagen	N;INDF;FEM;PL	V;NFIN
marturii	zeugnis	marturie	zeugnis	N;INDF;FEM;PL	N;NOM;NEUT;SG
marturii	zeugenaussagen	marturie	zeugenaussagen	N;INDF;FEM;PL	V;NFIN
marturii	aussagen	marturie	aussagen	N;INDF;FEM;PL	V;NFIN
marturii	aussage	marturie	aussagen	N;INDF;FEM;PL	
marturii	zeugenaussage	marturie	zeugenaussag	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
aaron	harun	aaron	harun	PROPN	PROPN;NOM;MASC;SG
aaron	aaron	aaron	aaron	PROPN	PROPN;NOM;MASC;SG
falls	wasserfall	fall	wasserfall	PROPN	
falls	fällt	fall	fallen|fällen	PROPN	V;IND;SG;3;PRS;FIN
falls	wasserfällen	fall	wasserfallen	PROPN	V;NFIN
falls	sturz	fall	sturz	PROPN	
falls	falls	fall	falls	PROPN	CONJ
paraná	paraná	paraná	paraná	PROPN	PROPN;NOM;MASC;SG
transformare	umgestaltung	transformare	Umgestaltung	N;INDF;FEM;SG	N;NOM;FEM;SG
transformare	transformation	transformare	transformation	N;INDF;FEM;SG	PROPN
academica	akademiker	academică	akademik	N;DEF;FEM;SG	ADJ
academica	akademischen	academică	akademisch	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
academica	akademische	academică	akademisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
academica	akademisches	academică	akademisch	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
academica	akademischer	academică	akademisch	N;DEF;FEM;SG	ADJ
promoveaza	steigerung	promoveaza	steigerung	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG
digitale	digitalkamera	digital	digitalkamera	ADJ;INDF;FEM;PL	
digitale	digitalen	digital	digital	ADJ;INDF;FEM;PL	ADJ;ACC;MASC;SG
digitale	digitales	digital	digital	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
abbas	abbas	abbas	abbas	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
hcm	hcm	hcm	hom	N	PROPN;NOM;MASC;SG
grafic	diagramm	grafic	diagramm	ADV	
grafic	graph	grafic	graph	ADV	
grafic	schaubild	grafic	schaubild	ADV	
grafic	graphik	grafic	graphik	ADV	
grafic	grafik	grafic	grafik	ADV	
grafic	graphik	grafic	graphik	ADV	
grafic	diagramm	grafic	diagramm	ADV	
grafic	abbildung	grafic	abbildung	ADV	
antrenori	trainer	antrenor	Trainer	N;INDF;MASC;PL	ADJ
antrenori	busse	antrenor	büssen	N;INDF;MASC;PL	
antrenori	trainer	antrenor	Trainer	N;INDF;MASC;PL	ADJ
antrenori	ausbilder	antrenor	ausbilder	N;INDF;MASC;PL	ADJ
contul	rechnung	cont	rechnung	N;DEF;MASC;SG	PROPN;SG
contul	konto	cont	konto	N;DEF;MASC;SG	N;NOM;SG
contul	benutzerkonto	cont	benutzerkonto	N;DEF;MASC;SG	ADJ
pedeapsa	todesstrafe	pedeapsă	todesstraf	N;DEF;FEM;SG	N;NOM;FEM;SG
pedeapsa	strafen	pedeapsă	strafen	N;DEF;FEM;SG	V;NFIN
pedeapsa	sanktion	pedeapsă	sanktion	N;DEF;FEM;SG	ADJ
pedeapsa	geldstrafe	pedeapsă	geldstrafe	N;DEF;FEM;SG	ADJ
pedeapsa	strafe	pedeapsă	strafen	N;DEF;FEM;SG	
pedeapsa	pein	pedeapsă	pein	N;DEF;FEM;SG	PROPN;SG
pedeapsa	bestrafung	pedeapsă	bestrafung	N;DEF;FEM;SG	N;NOM;FEM;SG
pedeapsa	strafe	pedeapsă	strafen	N;DEF;FEM;SG	
pedeapsa	todesstrafe	pedeapsă	todesstraf	N;DEF;FEM;SG	N;NOM;FEM;SG
pedeapsa	strafen	pedeapsă	strafen	N;DEF;FEM;SG	V;NFIN
pedeapsa	sanktion	pedeapsă	sanktion	N;DEF;FEM;SG	ADJ
pedeapsa	geldstrafe	pedeapsă	geldstrafe	N;DEF;FEM;SG	ADJ
pedeapsa	strafe	pedeapsă	strafen	N;DEF;FEM;SG	
pedeapsa	pein	pedeapsă	pein	N;DEF;FEM;SG	PROPN;SG
pedeapsa	bestrafung	pedeapsă	bestrafung	N;DEF;FEM;SG	N;NOM;FEM;SG
pedeapsa	strafe	pedeapsă	strafen	N;DEF;FEM;SG	
mei	mei	meu	mei	DET;MASC;PL;1	
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN;NOM;NEUT;SG
sevilla	spanien	sevilla	spanien	PROPN	PROPN;NOM;NEUT;SG
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN;NOM;NEUT;SG
domnule	sir	domn	sir	N;VOC;DEF;MASC;SG	PROPN;NOM;MASC;SG
domnule	herr	domn	herr	N;VOC;DEF;MASC;SG	N;NOM;MASC;SG
definite	definiert	definit	definieren	ADJ;INDF;FEM;PL	V;V.PTCP
definite	definierten	definit	definiert	ADJ;INDF;FEM;PL	V;IND;PL;3;PST;FIN
definite	definierte	definit	definieren	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
pauza	pause	pauză	pausen	N;DEF;FEM;SG	
pauza	anhalten	pauză	anhalten	N;DEF;FEM;SG	V;NFIN
pauza	break	pauză	break	N;DEF;FEM;SG	PROPN
pauza	auszeit	pauză	auszeit	N;DEF;FEM;SG	N;NOM;FEM;SG
pauza	pause	pauză	pausen	N;DEF;FEM;SG	
pauza	brechen	pauză	brechen	N;DEF;FEM;SG	V;NFIN
pauza	break	pauză	break	N;DEF;FEM;SG	PROPN
pauza	auszeit	pauză	auszeit	N;DEF;FEM;SG	N;NOM;FEM;SG
pauza	pause	pauză	pausen	N;DEF;FEM;SG	
pauza	brechen	pauză	brechen	N;DEF;FEM;SG	V;NFIN
pauza	pause	pauză	pausen	N;DEF;FEM;SG	
pauza	anhalten	pauză	anhalten	N;DEF;FEM;SG	V;NFIN
allan	allan	allan	allan	PROPN	PROPN;NOM;MASC;SG
seminarul	seminaren	seminar	seminar	N;DEF;MASC;SG	
seminarul	seminare	seminar	seminar	N;DEF;MASC;SG	ADJ;NOM
seminarul	seminar	seminar	seminar	N;DEF;MASC;SG	
globala	weltweite	globală	weltweit	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
globala	globale	globală	global	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
torre	torre	torre	torr	PROPN	PROPN;NOM;SG
conan	conan	conan	conan	PROPN	PROPN;NOM;MASC;SG
brescia	brescia	brescie	brescia	PROPN	PROPN
sarcini	aufgabenstellung	sarcină	aufgabenstellung	N;INDF;FEM;PL	N;NOM;FEM;SG
sarcini	aufgabenbereich	sarcină	aufgabenbereich	N;INDF;FEM;PL	ADJ
sarcini	aufgaben	sarcină	aufgeben	N;INDF;FEM;PL	V;NFIN
circuitul	schaltungen	circuit	schaltung	N;DEF;MASC;SG	N;NOM;FEM;PL
circuitul	kreislauf	circuit	kreislauf	N;DEF;MASC;SG	PROPN
circuitul	circuit	circuit	circuit	N;DEF;MASC;SG	PROPN
circuitul	rennstrecke	circuit	rennstrecke	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
circuitul	schaltung	circuit	schaltung	N;DEF;MASC;SG	ADJ
infrant	geschlagen	infrant	schlagen		V;V.PTCP
infrant	besiegen	infrant	besiegen		V;NFIN
infrant	besiegte	infrant	besiegen		V;IND;SG;3;PST;FIN
infrant	besiegt	infrant	besiegen		V;V.PTCP
hrusciov	chruschtschow	hrusciov	chruschtschow	N;INDF;MASC;SG	ADJ
roxana	roxana	roxana	roxana	N;DEF;FEM;SG	PROPN;NOM;SG
ferrara	ferrara	ferrara	ferrara	PROPN	PROPN;NOM;MASC;SG
string	zeichenkette	stringe	zeichenkett		ADJ;NOM;SG
string	zeichenfolge	stringe	zeichenfolge		ADJ;NOM;FEM;SG
string	zeichenketten	stringe	zeichenkett		N;NOM;FEM;PL
string	string	stringe	stringen		PROPN
string	schnur	stringe	schnur		ADJ
julian	julian	julian	julian	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
mandatului	mandat	mandat	mandat	N;DEF;MASC;SG	N;NOM;SG
collins	collins	collins	collins	PROPN	PROPN;NOM;MASC;SG
ontario	ontario	ontario	ontario	PROPN	PROPN;NOM;SG
manifestat	manifestiert	manifesta	manifestieren	ADJ;INDF;MASC;SG	V;V.PTCP
pianist	pianistin	pianist	pianistin	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
pianist	pianist	pianist	pianist	N;INDF;MASC;SG	PROPN;NOM;SG
pianist	pianisten	pianist	pianisten	N;INDF;MASC;SG	
viet	viet	viet	viet	N;INDF;MASC;SG	PROPN;NOM;SG
reclama	kommerziellen	reclama	kommerziell	N;DEF;FEM;SG	ADJ
reclama	kommerzielle	reclama	kommerziell	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
reclama	gewerbliche	reclama	gewerblich	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
reclama	kommerziell	reclama	kommerziell	N;DEF;FEM;SG	ADJ
reclama	werbeagentur	reclama	werbeagentur	N;DEF;FEM;SG	ADJ
reclama	werbemittel	reclama	werbemittel	N;DEF;FEM;SG	ADJ
reclama	werbung	reclama	werbung	N;DEF;FEM;SG	N;NOM;FEM;SG
merite	verdient	merit	verdienen	N;INDF;FEM;PL	V;V.PTCP
merite	verdienste	merit	verdienst	N;INDF;FEM;PL	V;IND;SG;3;PST;FIN
merite	verdienen	merit	verdienen	N;INDF;FEM;PL	V;NFIN
merite	verdient	merit	verdienen	N;INDF;FEM;PL	V;V.PTCP
merite	verdienst	merit	verdienst	N;INDF;FEM;PL	
tong	tong	tong	tong	PROPN	PROPN;NOM;MASC;SG
comunicatii	kommunikation	comunicat	kommunikation		PROPN
comunicatii	nachrichtenübermittlung	comunicat	nachrichtenübermittlung		ADJ
comunicatii	fernmeldewesen	comunicat	fernmeldewesen		ADJ;NOM
comunicatii	mitteilungen	comunicat	mitteilung		V;NFIN
electorala	wahlen	electoral	wahlen	N;DEF;FEM;SG	V;NFIN
marketing	marketing	marketing	marketing	N;INDF;MASC;SG	ADJ
marketing	vermarktung	marketing	vermarktung	N;INDF;MASC;SG	ADJ
marketing	vertrieb	marketing	vertreiben	N;INDF;MASC;SG	
montreal	montreal	montreal	montreal	PROPN	PROPN
ribbentrop	ribbentrop	ribbentrop	ribbentrop	N;INDF;MASC;SG	PROPN;NOM;SG
scade	verringerung	scădea	verringerung	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
scade	abnahme	scădea	abnehmen	V;IND;SG;3;PRS;FIN	N;SG
scade	rückgang	scădea	rückgang	V;IND;SG;3;PRS;FIN	ADJ
scade	reduzierung	scădea	Reduzierung	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
ton	thunfisch	ton	thunfisch	N;INDF;MASC;SG	ADJ
ton	tone	ton	ton	N;INDF;MASC;SG	PROPN
ton	farbton	ton	farbton	N;INDF;MASC;SG	ADJ
ton	ton	ton	ton	N;INDF;MASC;SG	
ton	töne	ton	tönen	N;INDF;MASC;SG	N;NOM;PL
cheia	taste	cheie	tasten	N;DEF;FEM;SG	
cheia	schlüssel	cheie	schlüssel	N;DEF;FEM;SG	ADJ
cheia	key	cheie	key	N;DEF;FEM;SG	
britannica	britannica	britannic	britannica	N;DEF;FEM;SG	PROPN;NOM;SG
romanov	romanow	romanov	romanow	PROPN	PROPN;NOM;MASC;SG
mecanice	mechanisches	mecanic	mechanisch	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
vrh	vrh	vrh	vrh	N;INDF;MASC;SG	PROPN;SG
ascunde	ausblenden	ascunde	ausblenden	V;IND;SG;3;PRS;FIN	ADJ
ascunde	versteckt	ascunde	verstecken	V;IND;SG;3;PRS;FIN	ADJ
ascunde	versteck	ascunde	verstecken	V;IND;SG;3;PRS;FIN	N;SG
mobil	mobile	mobil	mobil	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
mobil	mobilfunk	mobil	mobilfunk	N;INDF;MASC;SG	PROPN
mobil	beweglich	mobil	beweglich	N;INDF;MASC;SG	ADJ
mobil	handys	mobil	handys	N;INDF;MASC;SG	
mobil	mobil	mobil	mobil	N;INDF;MASC;SG	ADJ
mobil	mobilgeräte	mobil	mobilgerät	N;INDF;MASC;SG	ADJ
sean	sean	sean	sean	PROPN	PROPN;NOM;MASC;SG
schi	skischule	schi	skischul	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
schi	ski	schi	ski	N;INDF;MASC;SG	
schi	skifahren	schi	skifahren	N;INDF;MASC;SG	V;NFIN
schi	skifahren	schi	skifahren	N;INDF;MASC;SG	V;NFIN
fondarea	gründung	fondare	gründung	N;DEF;FEM;SG	ADJ
depozite	lager	depozit	lager	N;INDF;FEM;PL	ADJ
depozite	lagern	depozit	lagern	N;INDF;FEM;PL	V;NFIN
depozite	ablagerungen	depozit	ablagerung	N;INDF;FEM;PL	V
depozite	einzahlungen	depozit	einzahlung	N;INDF;FEM;PL	V;NFIN
depozite	einlagen	depozit	einlagen	N;INDF;FEM;PL	V;NFIN
depozite	spareinlagen	depozit	spareinlagen	N;INDF;FEM;PL	V;NFIN
fictiv	fiktive	fictiv	fiktiv	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
fictiv	fiktive	fictiv	fiktiv	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
fictiv	fiktion	fictiv	fiktion	ADJ;INDF;MASC;SG	PROPN
aeroport	flugplatz	aeroport	flugplatz	N;INDF;MASC;SG	ADJ
aeroport	flughäfen	aeroport	flughäfen	N;INDF;MASC;SG	N;PL
aeroport	flughafen	aeroport	flughafen	N;INDF;MASC;SG	
talentul	talente	talent	talent	N;DEF;MASC;SG	ADJ;NOM;PL
talentul	begabung	talent	Begabung	N;DEF;MASC;SG	ADJ
talentul	talent	talent	talent	N;DEF;MASC;SG	ADJ
talentul	talenten	talent	talent	N;DEF;MASC;SG	V;FIN
oklahoma	oklahoma	oklahoma	oklahoma	PROPN	PROPN;NOM;SG
terestra	terrestrischen	terestră	terrestrisch	N;DEF;FEM;SG	ADJ
terestra	landfläche	terestră	landfläch	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
terestra	terrestrische	terestră	terrestrisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
permisiunea	berechtigung	permisiune	berechtigung	N;DEF;FEM;SG	ADJ
permisiunea	erlaubnis	permisiune	erlaubnis	N;DEF;FEM;SG	
permisiunea	genehmigung	permisiune	genehmigung	N;DEF;FEM;SG	ADJ
bernhard	bernhard	bernhard	bernhard	PROPN	PROPN;NOM;MASC;SG
nepoata	enkelin	nepoată	enkelin	N;DEF;FEM;SG	ADJ
nepoata	nichte	nepoată	nichte	N;DEF;FEM;SG	
nepoata	enkelin	nepoată	enkelin	N;DEF;FEM;SG	ADJ
nepoata	nichte	nepoată	nichte	N;DEF;FEM;SG	
batut	geschlagen	bate	schlagen	ADJ;INDF;MASC;SG	V;V.PTCP
batut	verprügelt	bate	verprügeln	ADJ;INDF;MASC;SG	V;V.PTCP
batut	besiegt	bate	besiegen	ADJ;INDF;MASC;SG	V;V.PTCP
batut	geschlagen	bate	schlagen	ADJ;INDF;MASC;SG	V;V.PTCP
batut	verprügelt	bate	verprügeln	ADJ;INDF;MASC;SG	V;V.PTCP
batut	besiegt	bate	besiegen	ADJ;INDF;MASC;SG	V;V.PTCP
pragul	schwellenwert	prag	schwellenwert	N;DEF;MASC;SG	ADJ
pragul	grenzwert	prag	grenzwern	N;DEF;MASC;SG	ADJ
pragul	schwelle	prag	schwell	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
pragul	schwellenwerte	prag	schwellenwert	N;DEF;MASC;SG	ADJ;NOM;FEM;PL
pragul	schwellen	prag	schwellen	N;DEF;MASC;SG	V;NFIN
oua	eier	ou	eier	N;DEF;FEM;PL	
oua	eiern	ou	eiern	N;DEF;FEM;PL	
oua	eier	ou	eier	N;DEF;FEM;PL	
oua	eiern	ou	eiern	N;DEF;FEM;PL	
aristotel	aristoteles	aristotel	aristoteles	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
alpha	alfa	alpha	alfa		PROPN;NOM;SG
atlético	atlético	atlético	atlético	PROPN	PROPN;NOM;SG
liudmila	ljudmila	liudmilă	ljudmila	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
tiparita	bedruckt	tiparită	bedrucken	ADJ;DEF;FEM;SG	V;V.PTCP
tiparita	gedruckte	tiparită	gedruckt	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
tiparita	gedruckt	tiparită	drucken	ADJ;DEF;FEM;SG	V;V.PTCP
rica	rica	rica	rica	PROPN	PROPN;NOM;MASC;SG
imnul	hymne	imn	hymnen	N;DEF;MASC;SG	
imnul	nationalhymne	imn	nationalhymne	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
chirurgie	operationen	chirurgie	operation	N;INDF;FEM;SG	V;NFIN
chirurgie	operation	chirurgie	operation	N;INDF;FEM;SG	
chirurgie	chirurgie	chirurgie	chirurgie	N;INDF;FEM;SG	
chirurgie	op	chirurgie	op	N;INDF;FEM;SG	
madison	madison	madison	madison	N;INDF;MASC;SG	PROPN;NOM;SG
icoana	ikone	icoană	ikone	N;DEF;FEM;SG	
icoana	symbol	icoană	symbol	N;DEF;FEM;SG	
icoana	icon	icoană	icon	N;DEF;FEM;SG	
amy	amy	amy	amy	PROPN	PROPN;NOM;SG
