som	kao	som	kao	ADP	CONJ
spill	sviraj	spill	sviraj	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
spill	igraj	spill	igraj	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
overfor	okrenut	overfor	okrenuti	ADP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ledende	vodeći	ledende	vodeći	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
fungerer	radovi	fungere	rad	V;IND;PRS;FIN	N;NOM;MASC;PL
fungerer	funkcioniranje	fungere	funkcioniranje	V;IND;PRS;FIN	N;NOM;NEUT;SG
forrige	prethodni	forrige	prethodan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
forrige	prethodna	forrige	prethodan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
nordisk	nordijska	nordisk	nordijski	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
begrenset	ograničene	begrens	ograničen	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;PL;V.PTCP
begrenset	ograničeno	begrens	ograničiti	N;DEF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
begrenset	ograničena	begrens	ograničen	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
begrenset	ograničen	begrens	ograničiti	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP
begrenset	ograničeno	begrens	ograničiti	N;DEF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
begrenset	ograničen	begrens	ograničiti	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP
wien	vienna	wien	vienan	N	PROPN;NOM;FEM;SG
wien	beč	wien	beč	N	PROPN;NOM;MASC;SG
tradisjonelle	tradicionalna	tradisjonell	tradicionalan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
tradisjonelle	tradicionalni	tradisjonell	tradicionalan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
tradisjonelle	tradicionalno	tradisjonell	tradicionalno	ADJ;PL	ADV
åpne	otvori	åpne	otvoriti	ADJ;PL	V;IND;SG;3;PRS;FIN
dekket	pokrivena	dekk	pokriven	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
dekket	pokriven	dekk	pokriti	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
dekket	pokriveni	dekk	pokriti	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
dekket	pokriveno	dekk	pokriven	N;DEF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
hertug	duke	hertug	duk	N;INDF;MASC;SG	ADP
lansert	pokrenula	lansere	pokrenuti	ADJ;INDF;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
hvilket	koje	hvilk	koji	N;DEF;NEUT;SG	DET;NOM;FEM;SG
hvilket	koja	hvilk	koji	N;DEF;NEUT;SG	DET;NOM;FEM;SG
hvilket	koji	hvilk	koji	N;DEF;NEUT;SG	DET;NOM;MASC;SG
ødelagt	uništena	ødeleggje	uništen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
ødelagt	uništena	ødeleggje	uništen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
ødelagt	uništio	ødeleggje	uništiti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
regissør	direktore	regissør	direktor	N;INDF;MASC;SG	N;ACC;MASC;PL
oxford	oxford	oxford	oxford	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
religiøse	religiozni	religiøs	religiozni	ADJ;PL	ADJ;NOM;DEF;MASC;SG
religiøse	vjerska	religiøs	vjerski	ADJ;PL	ADJ;NOM;DEF;FEM;SG
religiøse	vjerski	religiøs	vjerski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
verker	boli	verke	bol	V;IND;PRS;FIN	N;NOM;FEM;SG
mat	hrane	mat	hrana	N;INDF;MASC;SG	N;NOM;FEM;PL
møre	møre	møre	mkre	N;INDF;MASC;SG	
problem	problem	problem	problem	N;INDF;NEUT;PL	N;NOM;MASC;SG
strekker	istezanje	strekke	istezanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
arbeide	radna	arbeide	radan	V;NFIN	ADJ;NOM;DEF;FEM;SG
arbeide	radni	arbeide	radni	V;NFIN	ADJ;NOM;DEF;MASC;SG
arbeide	rad	arbeide	rad	V;NFIN	N;NOM;MASC;SG
arbeide	posao	arbeide	posao	V;NFIN	N;NOM;MASC;SG
arbeide	radno	arbeide	radni	V;NFIN	ADJ;NOM;NEUT;SG
tett	gusta	tett	gust	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
tett	guste	tett	gusti	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
dømt	osuđeni	dømme	osuditi	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
dømt	osuđeni	dømme	osuditi	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
dømt	osudili	dømme	osuditi	ADJ;INDF;SG;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
dømt	osudio	dømme	osuditi	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
dømt	suđeno	dømme	suditi	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
dømt	sudio	dømme	suditi	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
beseiret	poražen	beseir	poraziti	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
beseiret	poraženi	beseir	poraziti	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
white	bijeli	white	bijel	N;INDF	ADJ;NOM;DEF;MASC;SG
white	bijela	white	bijel	N;INDF	ADJ;NOM;DEF;FEM;SG
white	bijelo	white	bijel	N;INDF	ADJ;NOM;NEUT;SG
åpen	otvori	åpen	otvoriti	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
media	media	medium	media	N;DEF;NEUT;PL	PROPN;NOM;MASC;SG
media	medijski	medium	medijski	N;DEF;NEUT;PL	ADJ;NOM;DEF;MASC;SG
hall	hall	hall	hall	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
bevart	očuvana	bevare	očuvati	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
bru	bru	bru	bra	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
elever	studenti	elev	student	N;INDF;NEUT;SG	N;NOM;MASC;PL
elever	učenici	elev	učenik	N;INDF;NEUT;SG	N;NOM;MASC;PL
elever	studentima	elev	student	N;INDF;NEUT;SG	N;DAT;MASC;PL
elever	zjenice	elev	zjenica	N;INDF;NEUT;SG	N;NOM;FEM;PL
elever	učenici	elev	učenik	N;INDF;NEUT;SG	N;NOM;MASC;PL
behov	treba	behov	trebati	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
behov	potreban	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
behov	potrebna	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
behov	potrebno	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
behov	trebam	behov	trebati	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
behov	potrebna	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
behov	potrebno	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
behov	potrebni	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
behov	potreban	behov	potreban	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
behov	treba	behov	trebati	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
behov	potrebe	behov	potreba	N;INDF;NEUT;SG	N;NOM;FEM;PL
mary	mary	mary	mary	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
argentina	argentine	argentin	argentina	N;INDF;MASC;SG	N;NOM;FEM;PL
skape	stvori	skape	stvor	V;IMP;NFIN	V;IND;SG;3;PRS;FIN
skape	kreiranje	skape	kreiranje	V;IMP;NFIN	N;NOM;NEUT;SG
skape	stvaranje	skape	stvaranje	V;IMP;NFIN	N;NOM;NEUT;SG
kim	kim	kim	tko	N;INDF;MASC;SG	INTJ
oppdrag	misijama	oppdrag	misija	N;INDF;NEUT;SG	N;INS;FEM;PL
oppdrag	misije	oppdrag	misija	N;INDF;NEUT;SG	N;NOM;FEM;PL
avhengig	ovisnik	avhengig	ovisnik	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
avhengig	ovisni	avhengig	ovisni	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
kardinal	kardinale	kardinal	kardinal	N;INDF;MASC;SG	N;ACC;MASC;PL
ansvar	odgovornosti	ansvar	odgovornost	N;INDF;NEUT;SG	N;NOM;FEM;PL
ansvar	odgovornosti	ansvar	odgovornost	N;INDF;NEUT;SG	N;NOM;FEM;PL
din	tvoje	din	tvoj	PRO;MASC;SG	DET;NOM;FEM;PL;1
din	vaš	din	vaš	PRO;MASC;SG	DET;NOM;MASC;SG;1
din	tvoj	din	tvoj	PRO;MASC;SG	DET;NOM;MASC;SG;1
din	vaše	din	vaš	PRO;MASC;SG	DET;NOM;FEM;SG;1
din	tvoja	din	tvoj	PRO;MASC;SG	DET;NOM;FEM;SG;1
din	vaša	din	vaš	PRO;MASC;SG	DET;NOM;FEM;SG;1
din	tvoje	din	tvoj	PRO;MASC;SG	DET;NOM;FEM;PL;1
din	tvoj	din	tvoj	PRO;MASC;SG	DET;NOM;MASC;SG;1
din	tvoja	din	tvoj	PRO;MASC;SG	DET;NOM;FEM;SG;1
økonomi	ekonomije	økonomi	ekonomija	N;INDF;MASC;SG	N;NOM;FEM;PL
økonomi	gospodarstva	økonomi	gospodarstvo	N;INDF;MASC;SG	N;NOM;NEUT;PL
ender	patke	ende	patka	V;IND;PRS;FIN	N;NOM;FEM;PL
elv	rijeke	elv	rijeka	N;INDF;FEM;SG	N;NOM;FEM;PL
elv	river	elv	river	N;INDF;FEM;SG	ADP
samfunnet	zajednice	samfunn	zajednica	N;DEF;NEUT;SG	N;NOM;FEM;PL
tilknyttet	povezani	tilknytte	povezan	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
tyrkia	turska	tyrki	turski	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
brev	pisma	brev	pismo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
brev	slova	brev	slovo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
gård	farme	gård	farma	N;INDF;MASC;SG	N;NOM;FEM;PL
profesjonell	profesionalni	profesjonell	profesionalan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
profesjonell	profesionalno	profesjonell	profesionalno	ADJ;INDF;SG	ADV
profesjonell	profesionalac	profesjonell	profesionalac	ADJ;INDF;SG	N;NOM;MASC;SG
profesjonell	profesionalna	profesjonell	profesionalan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
profesjonell	pro	profesjonell	pro	ADJ;INDF;SG	PROPN;NOM;MASC;SG
profesjonell	profesionalac	profesjonell	profesionalac	ADJ;INDF;SG	N;NOM;MASC;SG
antagelig	vjerojatno	antagelig	vjerojatno	ADJ;INDF;NEUT;SG	ADV
vedtatt	usvojila	vedta	usvojiti	ADJ;INDF;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
overført	prenosi	overføre	prenositi	ADJ;INDF;SG;V.PTCP	V;IND;SG;3;PRS;FIN
overført	prebacio	overføre	prebaciti	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
fritt	slobodna	fri	slobodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
fritt	slobodni	fri	slobodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
fritt	besplatno	fri	besplatno	ADJ;INDF;NEUT;SG	ADV
fritt	free	fri	free	ADJ;INDF;NEUT;SG	ADP
deltatt	prisustvovali	delta	prisustvovati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
deltatt	nazočio	delta	nazočiti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
deltatt	prisustvovao	delta	prisustvovati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
deltatt	sudjelovalo	delta	sudjelovati	ADJ;INDF;NEUT;SG;V.PTCP	V;NEUT;SG;PST;V.PTCP;ACT
deltatt	sudjelovao	delta	sudjelovati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
deltatt	sudjelovala	delta	sudjelovati	ADJ;INDF;NEUT;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
deltatt	sudjelovali	delta	sudjelovati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
manchester	manchesteru	mancheste	manchestera	N;INDF;FEM;PL	N;DAT;MASC;SG
manchester	manchester	mancheste	manchester	N;INDF;FEM;PL	N;NOM;MASC;SG
samfunn	zajednice	samfunn	zajednica	N;INDF;NEUT;SG	N;NOM;FEM;PL
samfunn	zajednice	samfunn	zajednica	N;INDF;NEUT;SG	N;NOM;FEM;PL
samfunn	društva	samfunn	društvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
samfunn	društava	samfunn	društvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
texas	texas	texas	texas	N;INDF;SG	PROPN;NOM;MASC;SG
virksomhet	poslovno	virksomhet	poslovan	N;INDF;MASC;SG	ADV
virksomhet	poslovna	virksomhet	poslovan	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
virksomhet	poslovni	virksomhet	poslovan	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
erobret	osvojio	erobr	osvojiti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
bodø	bodo	bodø	bodo	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
fjerne	uklanjanje	fjern	uklanjanje	ADJ;PL	N;NOM;NEUT;SG
fjerne	udaljena	fjern	udaliti	ADJ;PL	ADJ;NOM;DEF;FEM;SG;V.PTCP
fjerne	daleka	fjern	daleka	ADJ;PL	ADJ;NOM;DEF;FEM;SG
fjerne	udaljeno	fjern	udaljiti	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP;PASS
fjerne	uklonite	fjern	ukloniti	ADJ;PL	V;IMP;PL;2;FIN
fjerne	ukloni	fjern	ukloniti	ADJ;PL	V;IND;SG;3;PRS;FIN
sikkert	vjerojatno	sikker	vjerojatno	ADJ;INDF;NEUT;SG	ADV
manus	skripte	manus	skripta	N;INDF;NEUT;SG	N;ACC;MASC;PL
kjell	kjell	kjell	kjell	N;MASC	
sjelden	rijetko	sjelden	rijetko	ADJ;INDF;SG	ADV
sjelden	retko	sjelden	retko	ADJ;INDF;SG	ADV
sjelden	rijetko	sjelden	rijetko	ADJ;INDF;SG	ADV
sjelden	retko	sjelden	retko	ADJ;INDF;SG	ADV
sjelden	rijetka	sjelden	rijedak	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
sjelden	rijetki	sjelden	rijedak	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;PL
sjelden	rijetko	sjelden	rijetko	ADJ;INDF;SG	ADV
sjelden	retko	sjelden	retko	ADJ;INDF;SG	ADV
sjelden	rijetke	sjelden	rijedak	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;PL
sovjetiske	sovjetski	sovjetisk	sovjetski	ADJ;PL	ADV
sovjetiske	sovjetska	sovjetisk	sovjetski	ADJ;PL	ADJ;NOM;DEF;FEM;SG
france	francuska	france	francuski	N	ADJ;NOM;DEF;FEM;SG
france	france	france	franca	N	ADP
populær	popularni	populær	popularan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
populær	popularna	populær	popularan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
populær	popularne	populær	popularan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;PL
populær	popularno	populær	popularan	ADJ;INDF;SG	ADJ;NOM;DEF;NEUT;SG
lund	lund	lund	lund	PROPN	PROPN;NOM;MASC;SG
inspirert	inspirirala	inspirere	inspirirati	ADJ;INDF;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
kjøpt	kupljeno	kjøpe	kupljen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
kjøpt	kupljena	kjøpe	kupiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
kjøpt	kupljeno	kjøpe	kupljen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
kjøpt	kupljena	kjøpe	kupiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
kjøpt	kupio	kjøpe	kupiti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
kjøpt	kupila	kjøpe	kupiti	ADJ;INDF;NEUT;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
unngå	izbjegavanje	unngå	izbjegavanje	V;NFIN	N;NOM;NEUT;SG
are	su	are	biti	PROPN	V;IND;PL;3;PRS;FIN
are	jesu	are	biti	PROPN	V;IND;PL;3;PRS;FIN
gjennomført	provedena	gjennomføre	provesti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
gjennomført	dovršeno	gjennomføre	dovršiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
gjennomført	završena	gjennomføre	završiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
gjennomført	završio	gjennomføre	završiti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
lake	jezera	lake	jezero	N;INDF;NEUT;SG	N;NOM;NEUT;PL
lake	lake	lake	lak	N;INDF;NEUT;SG	N;NOM;FEM;PL
nokså	umjereno	nokså	umjereno	ADV	ADJ;NOM;DEF;NEUT;SG
svein	svein	svein	svein	N;MASC	
simon	simon	simon	simon	N;MASC	PROPN;NOM;MASC;SG
elektrisk	električna	elektrisk	električan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
elektrisk	električni	elektrisk	električan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
tolv	twelve	tolv	twelva	NUM;PL	ADP
sur	sur	sur	sur	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
øyer	otočje	øyer	otočji	N;INDF;FEM;PL	N;NOM;NEUT;SG
øyer	otoka	øyer	otok	N;INDF;FEM;PL	N;GEN;MASC;SG
departementet	ministarstva	departement	ministarstvo	N;DEF;NEUT;SG	N;NOM;NEUT;PL
vestfold	vestfold	vestfold	vestfold	N;INDF;NEUT;SG	
reist	putovao	reise	putovati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
reist	putovala	reise	putovati	ADJ;INDF;NEUT;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
reist	putovao	reise	putovati	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
organisasjon	organizacije	organisasjon	organizacija	N;INDF;MASC;SG	N;NOM;FEM;PL
relevant	relevantno	relevant	relevantno	ADJ;INDF;NEUT;SG	ADV
relevant	primjenjivo	relevant	primjenjiv	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
idag	danas	idag	danas	N;INDF;MASC;SG	ADV
teknisk	tehnički	teknisk	tehnički	ADJ;INDF;NEUT;SG	ADV
teknisk	tehnička	teknisk	tehnički	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
vokser	raste	vokse	rasti	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
artister	izvođači	artister	izvođač	N;INDF;MASC;SG	N;NOM;MASC;PL
artister	umjetnici	artister	umjetnik	N;INDF;MASC;SG	N;NOM;MASC;PL
bidro	pridonio	bidro	pridonijeti	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
rolf	ralph	rolf	ralph	N;MASC	PROPN;NOM;MASC;SG
rolf	rolf	rolf	rolf	N;MASC	PROPN;NOM;MASC;SG
usikker	nesigurna	usikker	nesiguran	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
usikker	nesigurna	usikker	nesiguran	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
usikker	nesigurno	usikker	nesigurno	ADJ;INDF;SG	ADJ;NOM;DEF;NEUT;SG
usikker	nesigurna	usikker	nesiguran	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
usikker	nesigurni	usikker	nesiguran	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;PL
usikker	nesigurno	usikker	nesigurno	ADJ;INDF;SG	ADJ;NOM;DEF;NEUT;SG
vinne	pobjeda	vinne	pobjeda	V;NFIN	N;NOM;FEM;SG
vinne	pobjeda	vinne	pobjeda	V;NFIN	N;NOM;FEM;SG
open	otvori	open	otvoriti	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
can	može	cann	moći	N	V;IND;SG;3;PRS;FIN
can	mogu	cann	moći	N	V;IND;PL;3;PRS;FIN
can	moze	cann	moza	N	V;IND;SG;3;PRS;FIN
tonn	tona	tonn	tona	N;INDF;NEUT;SG	N;NOM;FEM;PL
sent	kasni	senje	kasni	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
sent	kasno	senje	kasno	N;INDF;MASC;SG	ADV
fantes	postojala	fantes	postojati	N;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP;ACT
fantes	postojao	fantes	postojati	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
vinteren	zime	vinter	zima	N;DEF;MASC;SG	N;NOM;FEM;PL
vinteren	zimi	vinter	zim	N;DEF;MASC;SG	ADV
bank	banke	bank	banka	N;INDF;MASC;SG	N;NOM;FEM;PL
opprør	pobune	opprør	pobuna	N;INDF;NEUT;SG	N;NOM;FEM;PL
spesielle	specijalno	spesiell	specijalno	ADJ;PL	ADV
spesielle	posebno	spesiell	posebno	ADJ;PL	ADV
spesielle	posebni	spesiell	poseban	ADJ;PL	ADJ;NOM;DEF;MASC;SG
spesielle	poseban	spesiell	poseban	ADJ;PL	ADJ;NOM;INDF;MASC;SG
spesielle	posebna	spesiell	poseban	ADJ;PL	ADJ;NOM;DEF;FEM;SG
rio	rio	rio	rio	PROPN	PROPN;NOM;MASC;SG
rio	riju	rio	rije	PROPN	N;DAT;MASC;SG
scott	scott	scott	scott	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
representert	predstavljali	representere	predstavljati	ADJ;INDF;SG;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
representert	predstavljao	representere	predstavljati	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
verdi	vrijednosti	verdi	vrijednost	N;INDF;MASC;SG	N;NOM;FEM;PL
ben	ben	ben	ben	PROPN	PROPN;NOM;MASC;SG
barcelona	barcelone	barcelon	barcelon	N;INDF;FEM;SG	N;NOM;FEM;PL
ein	ein	ein	ein	DET;MASC;SG	ADP
endre	endre	endre	endar	V;NFIN	N;NOM;MASC;SG
endre	promjena	endre	promjena	V;NFIN	N;NOM;FEM;SG
ledd	zglobove	ledd	zglob	N;INDF;NEUT;SG	N;ACC;MASC;PL
ledd	zglobovi	ledd	zglob	N;INDF;NEUT;SG	N;NOM;MASC;PL
ledd	spojevi	ledd	spoj	N;INDF;NEUT;SG	N;NOM;MASC;PL
tider	puta	tid	put	N;INDF;FEM;PL	ADV
beskriver	opisi	beskrive	opis	V;IND;PRS;FIN	N;NOM;MASC;PL
beskriver	opisujući	beskrive	opisivati	V;IND;PRS;FIN	ADV;RL
iso	iso	iso	iso	N	PROPN;NOM;MASC;SG
enheter	entiteta	enhet	entitet	N;INDF;FEM;PL	N;GEN;MASC;SG
organisasjoner	organizacije	organisasjon	organizacija	N;INDF;MASC;SG	N;NOM;FEM;PL
elisabeth	elisabeth	elisabeth	elisabeth	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
post	objavi	post	objaviti	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
bortsett	razdvojeni	bortsedd	razdvojen	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
kunnskap	znanja	kunnskap	znanje	N;INDF;MASC;SG	N;NOM;NEUT;PL
tor	thor	tor	thor	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
fange	uhvatiti	fange	uhvatiti	N;INDF;MASC;SG	V;NFIN
publikum	publike	publikum	publika	N;INDF;NEUT;SG	N;NOM;FEM;PL
publikum	publike	publikum	publika	N;INDF;NEUT;SG	N;NOM;FEM;PL
prins	prince	prins	princ	N;INDF;MASC;SG	ADP
katolsk	katolici	katolsk	katolica	ADJ;INDF;SG	N;NOM;MASC;PL
katolsk	katolička	katolsk	katolički	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
katolsk	katolički	katolsk	katolički	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
katolsk	katolik	katolsk	katolik	ADJ;INDF;SG	N;NOM;MASC;SG
utdanning	edukacije	utdanning	edukacija	N;INDF;FEM;SG	N;NOM;FEM;PL
ekstra	dodatna	ekstra	dodatan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
ekstra	dodatno	ekstra	dodatno	ADJ;INDF;NEUT;SG	ADV
ekstra	dodatni	ekstra	dodatan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
ekstra	dodatne	ekstra	dodatan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
ekstra	ekstra	ekstra	ekstar	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
ekstra	extra	ekstra	extra	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
hamar	hamar	hame	hamar	N;INDF;MASC;SG	
likhet	jednakosti	likhet	jednakost	N;INDF;NEUT;SG	N;NOM;FEM;PL
ansvarlig	odgovorni	ansvarlig	odgovoran	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;PL
ansvarlig	odgovorna	ansvarlig	odgovoran	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
privat	privatno	privat	privatno	ADJ;INDF;NEUT;SG	ADV
privat	privatno	privat	privatno	ADJ;INDF;NEUT;SG	ADV
privat	private	privat	privati	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
privat	privatni	privat	privatan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
jobber	radna	jobbe	radan	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
jobber	radni	jobbe	radni	N;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
jobber	rad	jobbe	rad	N;INDF;FEM;PL	N;NOM;MASC;SG
jobber	posao	jobbe	posao	N;INDF;FEM;PL	N;NOM;MASC;SG
