من	מי	مِن	מי	ADP	ADV
حب	באהבה	حُبّ	באהבה	N;NOM;INDF;SG	PROPN
حب	אוהב	حُبّ	אהב	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
حب	אוהבת	حُبّ	אהב	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;ACT
حب	אהובה	حُبّ	אהובה	N;NOM;INDF;SG	PROPN
استعمال	משתמשת	اِستِعمَال	השתמש	N;NOM;INDF;SG	V;FEM;SG;V.PTCP
استعمال	משתמש	اِستِعمَال	השתמש	N;NOM;INDF;SG	V;MASC;SG;V.PTCP
القتال	נלחם	قِتَال	נלחם	N;NOM;DEF;SG	V;MASC;SG;MID
القتال	נלחמים	قِتَال	נלחם	N;NOM;DEF;SG	V;MASC;PL;V.PTCP;MID
القتال	הילחם	قِتَال	הילחם	N;NOM;DEF;SG	PROPN
القتال	להילחם	قِتَال	נלחם	N;NOM;DEF;SG	V;NFIN;MID
صنع	ביצוע	صَنَع	ביצוע	V;PFV;MASC;SG;3;ACT	N;MASC;SG
صنع	מכין	صَنَع	הכין	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP;ACT
صنع	מכינה	صَنَع	הכין	V;PFV;MASC;SG;3;ACT	V;FEM;SG;V.PTCP;ACT
صنع	הפוך	صَنَع	הפוך	V;PFV;MASC;SG;3;ACT	
المادية	גופני	مَادِّيّ	גופני	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
المادية	פיזית	مَادِّيّ	פיזי	ADJ;NOM;DEF;FEM;SG	ADV
المادية	פיזי	مَادِّيّ	פיזי	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
محددة	ספציפית	مُحَدَّد	ספציפית	ADJ;NOM;INDF;FEM;SG	ADV
محددة	ספציפיות	مُحَدَّد	ספציפי	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
محددة	ספציפיים	مُحَدَّد	ספציפיים	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
محددة	שצוין	مُحَدَّد	שצוין	ADJ;NOM;INDF;FEM;SG	
محددة	צוין	مُحَدَّد	צוין	ADJ;NOM;INDF;FEM;SG	V;MASC;SG;3;PST;PASS
اليهودية	יהודייה	يَهُودِيّ	יהודי	ADJ;NOM;DEF;FEM;SG	PROPN
اليهودية	יהודית	يَهُودِيّ	יהודית	ADJ;NOM;DEF;FEM;SG	PROPN
اليهودية	יהדות	يَهُودِيّ	יהדות	ADJ;NOM;DEF;FEM;SG	N;FEM;SG
اليهودية	יהודים	يَهُودِيّ	יהודי	ADJ;NOM;DEF;FEM;SG	N;MASC;PL
اليهودية	יהודיה	يَهُودِيّ	None	ADJ;NOM;DEF;FEM;SG	PROPN
اليهودية	יהודי	يَهُودِيّ	יהודי	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
اليهودية	יהדות	يَهُودِيّ	יהדות	ADJ;NOM;DEF;FEM;SG	N;FEM;SG
الحملة	קמפיין	حَملَة	קמפיין	N;NOM;DEF;SG	PROPN
الحملة	הקמפיין	حَملَة	הקמפיין	N;NOM;DEF;SG	PROPN
ثابت	יציבה	ثابت	יציב		N;FEM;SG
ثابت	יציב	ثابت	יציב		ADJ;MASC;SG
سميت	בשם	سَمَّى	בשם	V;PFV;FEM;SG;3;PASS	
طبيعية	טבעית	طَبِيعِيّ	טבעי	ADJ;NOM;INDF;FEM;SG	ADV
طبيعية	טבעיות	طَبِيعِيّ	טבעי	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
الرياضيات	מתמטיקה	رِيَاضِيّ	מתמטיקה	N;NOM;DEF;PL	N;FEM;SG
الرياضيات	מתמטיקה	رِيَاضِيّ	מתמטיקה	N;NOM;DEF;PL	N;FEM;SG
الرياضيات	מתמטיקה	رِيَاضِيّ	מתמטיקה	N;NOM;DEF;PL	N;FEM;SG
بلجيكا	בלגיה	بِلجِيكَا	בלגיה		PROPN
بلجيكا	בלגי	بِلجِيكَا	בלגי		PROPN
بلجيكا	בלגיה	بِلجِيكَا	בלגיה		PROPN
رسمية	רישמי	رَسمِيّ	רישמי	ADJ;NOM;INDF;FEM;SG	PROPN
ينبغي	אמור	اِنبَغَى	אמור	V;IPFV;MASC;IND;SG;3;FIN;ACT	ADJ;MASC;SG
ينبغي	צריך	اِنبَغَى	צריך	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;MASC;SG
ينبغي	אמורה	اِنبَغَى	אמור	V;IPFV;MASC;IND;SG;3;FIN;ACT	ADJ;FEM;SG
قدر	גורל	قَدر	גורל	N;NOM;INDF;SG	
قدر	דסטיני	قَدر	דסטיני	N;NOM;INDF;SG	PROPN
قدر	ייעוד	قَدر	ייעוד	N;NOM;INDF;SG	
قدر	הגורל	قَدر	הגורל	N;NOM;INDF;SG	PROPN
اللاتينية	לטינית	اللاتينية	לטיני		ADV
اللاتينية	לטיני	اللاتينية	לטיני		PROPN
اللاتينية	בלטינית	اللاتينية	בלטיני		ADV
اللاتينية	הלטינית	اللاتينية	הלטיני		ADV
النهر	ריבר	نَهر	ריבר	N;NOM;DEF;SG	PROPN
النهر	הנהר	نَهر	הנהר	N;NOM;DEF;SG	
النهر	נהר	نَهر	נהר	N;NOM;DEF;SG	PROPN
السيدة	ליידי	سَيِّدَة	ליידי	N;NOM;DEF;SG	PROPN
الصينية	חרסינה	صِينِيّ	חרסינה	ADJ;NOM;DEF;FEM;SG	N;FEM;SG
الصينية	סין	صِينِيّ	סין	ADJ;NOM;DEF;FEM;SG	PROPN
الصينية	מגש	صِينِيّ	מגש	ADJ;NOM;DEF;FEM;SG	
الصينية	סינית	صِينِيّ	סיני	ADJ;NOM;DEF;FEM;SG	PROPN
الصينية	סיני	صِينِيّ	סיני	ADJ;NOM;DEF;FEM;SG	PROPN
الجبال	ההרים	جَبَل	ההרים	N;NOM;DEF;PL	ADV
الجبال	הרים	جَبَل	None	N;NOM;DEF;PL	PROPN
العودة	החזר	عَودَة	החזר	N;NOM;DEF;SG	PROPN
العودة	אחורה	عَودَة	אחורה	N;NOM;DEF;SG	ADV
العودة	בחזרה	عَودَة	בחזרה	N;NOM;DEF;SG	
العودة	חזרה	عَودَة	None	N;NOM;DEF;SG	ADV
العودة	לאחור	عَودَة	לאחור	N;NOM;DEF;SG	ADV
جان	יאן	جَان	יאן		PROPN
الطبعة	המהדורה	طَبعَة	המהדורה	N;NOM;DEF;SG	PROPN
القومية	לאומיות	قَومِيّ	לאומיות	ADJ;NOM;DEF;FEM;SG	N;FEM;PL
الحاجة	זקוקה	حَاجَة	זקוק	N;NOM;DEF;SG	ADJ;FEM;SG
الحاجة	צריך	حَاجَة	צריך	N;NOM;DEF;SG	V;MASC;SG
الحاجة	צריכה	حَاجَة	צריך	N;NOM;DEF;SG	ADJ;FEM;SG
الحاجة	זקוק	حَاجَة	None	N;NOM;DEF;SG	ADJ;MASC;SG
الذاكرة	הזיכרון	الذاكرة	הזיכרון	N;NOM;DEF;SG	PROPN
الذاكرة	זכרון	الذاكرة	זיכרון	N;NOM;DEF;SG	PROPN
مقدمة	מבוא	مُقَدِّمَة	מבוא	N;NOM;INDF;SG	
مقدمة	הקדמה	مُقَدِّمَة	הקדמה	N;NOM;INDF;SG	PROPN
مقدمة	מבוא	مُقَدِّمَة	מבוא	N;NOM;INDF;SG	
مقدمة	הקדמה	مُقَدِّمَة	הקדמה	N;NOM;INDF;SG	PROPN
مقدمة	מבוא	مُقَدِّمَة	מבוא	N;NOM;INDF;SG	
بدر	בדר	بدر	בדר		
بدر	ביידר	بدر	ביידר		PROPN
سبعة	seven	سَبعَة	seven	NUM;NOM;INDF;MASC	
الحمل	כבש	حَمَل	כבש	N;NOM;DEF;SG	PROPN
الحمل	טלה	حَمَل	טלה	N;NOM;DEF;SG	
قوية	חזקים	قَوِيّ	חזק	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
قوية	סטרונג	قَوِيّ	סטרונג	ADJ;NOM;INDF;FEM;SG	PROPN
قوية	חזקות	قَوِيّ	חזק	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
قوية	עוצמה	قَوِيّ	עוצמה	ADJ;NOM;INDF;FEM;SG	N;FEM;SG
الجميع	כולם	جَمِيع	None	N;NOM;DEF;SG	N;MASC;PL
شمس	השמש	شمس	השמש		
شمس	שמש	شمس	שמש		
شمس	סון	شمس	סון		PROPN
شمس	סאן	شمس	סאן		PROPN
شمس	שמס	شمس	שמס		
عامر	עאמר	عَامِر	עאמר		PROPN
التمثيل	לייצוג	تَمثِيل	לייצוג	N;NOM;DEF;SG	V;NFIN;ACT
التمثيل	לפעול	تَمثِيل	פעל	N;NOM;DEF;SG	V;NFIN;ACT
التمثيل	להתנהג	تَمثِيل	התנהג	N;NOM;DEF;SG	V;NFIN
عمارة	אמארה	عِمَارَة	אמארה	N;NOM;INDF;SG	
غرفة	החדר	غُرفَة	החדר	N;NOM;INDF;SG	
غرفة	חדרה	غُرفَة	חדרה	N;NOM;INDF;SG	PROPN
العمال	פועלות	عَامِل	פעל	N;NOM;DEF;PL	V;FEM;PL;V.PTCP;ACT
برلين	ברלין	بَرلِين	ברלין		PROPN
وجهة	היעד	وِجهَة	היעד	N;NOM;INDF;SG	
وجهة	ליעד	وِجهَة	ליעד	N;NOM;INDF;SG	PROPN
وجهة	יעד	وِجهَة	יעד	N;NOM;INDF;SG	
الجزر	האיים	جُزر	האיים	N;NOM;DEF;SG	PROPN
الجزر	איים	جُزر	אי	N;NOM;DEF;SG	PROPN
الجزر	גזר	جُزر	גזר	N;NOM;DEF;SG	
الجزر	גזרים	جُزر	גזר	N;NOM;DEF;SG	N;MASC;PL
الجزر	גזר	جُزر	גזר	N;NOM;DEF;SG	
متلازمة	סינדרום	مُتَلَازِم	סינדרום	N;NOM;INDF;SG	PROPN
ساحة	ארנה	سَاحَة	ארנה	N;NOM;INDF;SG	PROPN
ساحة	החצר	سَاحَة	החצר	N;NOM;INDF;SG	PROPN
الياباني	יפני	يَابَانِيّ	יפני	N;NOM;DEF;SG	PROPN
الياباني	יפנית	يَابَانِيّ	יפני	N;NOM;DEF;SG	PROPN
الياباني	יפנים	يَابَانِيّ	יפנים	N;NOM;DEF;SG	N;MASC;PL
الفيزياء	פיסיקה	الفيزياء	פיסיקה		N;FEM;SG
الفيزياء	פיזיקה	الفيزياء	פיזיקה		N;FEM;SG
المكتب	הלשכה	مَكتَب	הלשכה	N;NOM;DEF;SG	
المكتب	המשרד	مَكتَب	המשרד	N;NOM;DEF;SG	PROPN
الباب	הדלת	بَاب	הדלה	N;NOM;DEF;SG	PROPN
ساحل	חופה	سَاحِل	חופה		N;FEM;SG
ساحل	קוסט	سَاحِل	קוסט		PROPN
المشاكل	צרה	مُشكِلَة	צר	N;NOM;DEF;PL	
دائما	תמיד	دَائِم	תמיד	ADJ;ACC;INDF;MASC;SG	ADV
توفر	ספקי	وَفَّر	ספק	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;MASC;PL
توفر	טופר	وَفَّر	טופר	V;IPFV;FEM;IND;SG;3;FIN;ACT	PROPN
توفر	זמינות	وَفَّر	זמינות	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;FEM;SG
حرف	אות	حَرف	אות	N;NOM;INDF;SG	
احمد	אחמד	احمد	אחמד		PROPN
احمد	אחמד	احمد	אחמד		PROPN
تعيش	live	عَاش	live	V;IPFV;FEM;IND;SG;3;FIN;ACT	
تعيش	חי	عَاش	חי	V;IPFV;FEM;IND;SG;3;FIN;ACT	
تشغيل	שחק	تَشغِيل	שחק	N;NOM;INDF;SG	
تشغيل	נגן	تَشغِيل	נגן	N;NOM;INDF;SG	
تشغيل	שחקי	تَشغِيل	שחק	N;NOM;INDF;SG	PROPN
تشغيل	רוץ	تَشغِيل	רוץ	N;NOM;INDF;SG	PROPN
تشغيل	מפעיל	تَشغِيل	מפעיל	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
تشغيل	רץ	تَشغِيل	רץ	N;NOM;INDF;SG	
اختبار	טסט	اِختِبَار	טסט	N;NOM;INDF;SG	PROPN
اختبار	בדיקות	اِختِبَار	בדיקה	N;NOM;INDF;SG	N;FEM;PL
الجمعة	שישי	جُمعَة	שישי	N;NOM;DEF;SG	PROPN
ستيشن	פלייסטיישן	ستِيشِن	פלייסטיישן		PROPN
مترو	מטרו	مترو	מטרה		PROPN
القطاع	המגזר	قِطَاع	המגזר	N;NOM;DEF;SG	ADV
تحسين	משתפרת	تَحسِين	השתפר	N;NOM;INDF;SG	V;FEM;SG;V.PTCP
تحسين	משתפר	تَحسِين	השתפר	N;NOM;INDF;SG	V;MASC;SG;V.PTCP
تحسين	לשפר	تَحسِين	שיפר	N;NOM;INDF;SG	V;NFIN;ACT
عرفت	ידע	عَرَف	ידע	V;PFV;FEM;SG;3;ACT	N;MASC;SG
المشكلة	הבעיה	مُشكِلَة	הבעיה	N;NOM;DEF;SG	ADV
مشاركة	השיתוף	مُشَارَكَة	השיתוף	N;NOM;INDF;SG	PROPN
مشاركة	משתפת	مُشَارَكَة	משתף	N;NOM;INDF;SG	V;FEM;SG;V.PTCP
مشاركة	משתף	مُشَارَكَة	שיתף	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
مشاركة	לשתף	مُشَارَكَة	שיתף	N;NOM;INDF;SG	V;NFIN;ACT
مشاركة	שתף	مُشَارَكَة	שתף	N;NOM;INDF;SG	ADV
مشاركة	שתפו	مُشَارَكَة	שתף	N;NOM;INDF;SG	V;PL;1;PST;ACT
حذف	מחק	حَذف	מחק	V;PFV;MASC;SG;3;ACT	
حذف	מחיקה	حَذف	מחיקה	V;PFV;MASC;SG;3;ACT	N;FEM;SG
القلعة	קאסל	قَلعَة	קאסל	N;NOM;DEF;SG	PROPN
القلعة	טירת	قَلعَة	טירה	N;NOM;DEF;SG	N;PSSD;FEM;SG
القلعة	מבצר	قَلعَة	מבצר	N;NOM;DEF;SG	PROPN
الكربون	פחמן	الكربون	פחמן		PROPN
مستويات	ברמות	مُستَوَى	ברמות	N;NOM;INDF;PL	
صباح	סבאח	صَبَاح	סבאח	N;NOM;INDF;SG	PROPN
الكلام	לדבר	كَلَام	דיבר	N;NOM;DEF;SG	V;NFIN;ACT
الكلام	דברי	كَلَام	דבר	N;NOM;DEF;SG	N;PSSD;MASC;PL
السفر	נסיעות	سَفَر	נסיעה	N;NOM;DEF;SG	N;FEM;PL
السفر	מטייל	سَفَر	הטייל	N;NOM;DEF;SG	PROPN
السفر	נסיעות	سَفَر	נסיעה	N;NOM;DEF;SG	N;FEM;PL
الفعل	הפועל	فِعل	הפועל	N;NOM;DEF;SG	PROPN
الفعل	לפעול	فِعل	פעל	N;NOM;DEF;SG	V;NFIN;ACT
الفعل	להתנהג	فِعل	התנהג	N;NOM;DEF;SG	V;NFIN
النتيجة	ציון	نَتِيجَة	ציון	N;NOM;DEF;SG	PROPN
النتيجة	תוצאות	نَتِيجَة	תוצאה	N;NOM;DEF;SG	N;FEM;PL
اليونانية	יוונים	يُونَانِيّ	יוון	ADJ;NOM;DEF;FEM;SG	N;MASC;PL
اليونانية	יווני	يُونَانِيّ	יווני	ADJ;NOM;DEF;FEM;SG	PROPN
اليونانية	יוונית	يُونَانِيّ	יוונית	ADJ;NOM;DEF;FEM;SG	PROPN
المنتجات	המוצר	مُنتَج	המוצר	N;NOM;DEF;PL	N;MASC;SG
المنتجات	מוצר	مُنتَج	מוצר	N;NOM;DEF;PL	N;MASC;SG
مقال	המאמר	مَقَال	המאמר	N;NOM;INDF;SG	PROPN
ابنة	בתי	اِبنَة	בית	N;NOM;INDF;SG	PROPN
ابنة	הבת	اِبنَة	הבת	N;NOM;INDF;SG	
الصراع	הסכסוך	صِرَاع	הסכסוך	N;NOM;DEF;SG	PROPN
خليل	החבר	خليل	החבר		
خليل	חבר	خليل	חבר		N;MASC;SG
خليل	חליל	خليل	חליל		PROPN
طرابلس	טריפולי	طَرَابُلُس	טריפולי	N;NOM;INDF;SG	PROPN
تسمح	מאפשר	سَمَح	None	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;V.PTCP
تسمح	מאפשרת	سَمَح	None	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;FEM;SG;V.PTCP
تسمح	מתיר	سَمَح	מתיר	V;IPFV;FEM;IND;SG;3;FIN;ACT	
اللواء	חטיבת	لِوَاء	חטיבה	N;NOM;DEF;SG	N;PSSD;FEM;SG
اللواء	כללי	لِوَاء	כלל	N;NOM;DEF;SG	N;MASC;PL
بعدما	אחרי	بَعدَمَا	אחרי	CONJ	ADP
بعدما	לאחר	بَعدَمَا	לאחר	CONJ	ADP
الموارد	משאב	مَورِد	משאב	N;NOM;DEF;PL	N;MASC;SG
قمة	טופ	قِمَّة	טופ	N;NOM;INDF;SG	
قمة	עליון	قِمَّة	עליון	N;NOM;INDF;SG	ADJ;MASC;SG
قمة	פסגה	قِمَّة	פסגה	N;NOM;INDF;SG	PROPN
قمة	פסגת	قِمَّة	פסגה	N;NOM;INDF;SG	PROPN
قمة	פסגה	قِمَّة	פסגה	N;NOM;INDF;SG	PROPN
الخارج	בחוץ	خَارِج	בחוץ	N;NOM;DEF;SG	
الخارج	מחוץ	خَارِج	מחוץ	N;NOM;DEF;SG	
بولندا	פולין	بُولَندَا	פולין		PROPN
خرج	בחוץ	خَرَج	בחוץ	V;PFV;MASC;SG;3;ACT	
خرج	החוצה	خَرَج	החוצה	V;PFV;MASC;SG;3;ACT	ADV
قليل	ליטל	قَلِيل	ניטל	ADJ;NOM;INDF;MASC;SG	PROPN
جدول	השולחן	جَدوَل	השולחן	N;NOM;INDF;SG	PROPN
شغل	עבודה	شَغَل	עבודה	V;PFV;MASC;SG;3;ACT	N;FEM;SG
شغل	משרה	شَغَل	משרה	V;PFV;MASC;SG;3;ACT	N;FEM;SG
شغل	איוב	شَغَل	איוב	V;PFV;MASC;SG;3;ACT	
اتجاه	הכיוון	اِتِّجَاه	הכיוון	N;NOM;INDF;SG	PROPN
اتجاه	כיוון	اِتِّجَاه	כיוון	N;NOM;INDF;SG	
باكستان	פקיסטן	بَاكِستَان	פקיסטן	N;NOM;INDF;SG	PROPN
تدريب	אימונים	تَدرِيب	אימון	N;NOM;INDF;SG	N;MASC;PL
تدريب	להתאמן	تَدرِيب	התאמן	N;NOM;INDF;SG	V;NFIN
المساعدة	עזור	مُسَاعَدَة	עזור	N;NOM;DEF;SG	PROPN
المساعدة	עזרי	مُسَاعَدَة	עזר	N;NOM;DEF;SG	PROPN
بنية	בראון	بِنيَة	בראון	N;NOM;INDF;SG	PROPN
بنية	חומה	بِنيَة	חומה	N;NOM;INDF;SG	PROPN
بنية	חומות	بِنيَة	חומה	N;NOM;INDF;SG	N;FEM;PL
بنية	חום	بِنيَة	חום	N;NOM;INDF;SG	
القراءة	קראי	قِرَاءَة	קראי	N;NOM;DEF;SG	PROPN
القراءة	לקרוא	قِرَاءَة	קרא	N;NOM;DEF;SG	V;NFIN;ACT
القراءة	קרא	قِرَاءَة	קרא	N;NOM;DEF;SG	V;MASC;SG;3;PST;ACT
القراءة	קוראת	قِرَاءَة	קרא	N;NOM;DEF;SG	V;FEM;SG;V.PTCP;ACT
الكيمياء	כימיה	كِيمِيَاء	כימיה		N;FEM;SG
القدر	גורל	قَدر	גורל	N;NOM;DEF;SG	
القدر	דסטיני	قَدر	דסטיני	N;NOM;DEF;SG	PROPN
القدر	ייעוד	قَدر	ייעוד	N;NOM;DEF;SG	
القدر	הגורל	قَدر	הגורל	N;NOM;DEF;SG	PROPN
القدر	גורל	قَدر	גורל	N;NOM;DEF;SG	
القدر	הגורל	قَدر	הגורל	N;NOM;DEF;SG	PROPN
عكس	הפוך	عَكس	הפוך	N;NOM;INDF;SG	
عكس	רוורס	عَكس	רוורס	N;NOM;INDF;SG	PROPN
دينية	דתיות	دِينِيّ	דתי	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
دينية	דת	دِينِيّ	דת	ADJ;NOM;INDF;FEM;SG	N;FEM;SG
دينية	דתי	دِينِيّ	דתי	ADJ;NOM;INDF;FEM;SG	N;MASC;SG
دينية	דתית	دِينِيّ	דתי	ADJ;NOM;INDF;FEM;SG	N;FEM;SG
دينية	דתיים	دِينِيّ	דתי	ADJ;NOM;INDF;FEM;SG	N;MASC;PL
سباقات	מרוץ	سِبَاقَة	מרוץ	N;NOM;INDF;PL	N;MASC;SG
سباقات	מירוץ	سِبَاقَة	מירוץ	N;NOM;INDF;PL	N;MASC;SG
الدعم	תומך	دَعم	תמך	N;NOM;DEF;SG	V;MASC;SG;V.PTCP;ACT
الدعم	התמיכה	دَعم	התמיך	N;NOM;DEF;SG	V;FEM;SG;3;PST;ACT
بسيطة	פשוטות	بَسِيط	פשוט	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
بسيطة	פשוט	بَسِيط	פשוט	ADJ;NOM;INDF;FEM;SG	
بسيطة	פשוטים	بَسِيط	פשוט	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
سفر	נסיעות	سَفَر	נסיעה	N;NOM;INDF;SG	N;FEM;PL
سفر	מטייל	سَفَر	הטייל	N;NOM;INDF;SG	PROPN
سفر	נסיעות	سَفَر	נסיעה	N;NOM;INDF;SG	N;FEM;PL
الفرد	הפרט	فَرد	הפרט	N;NOM;DEF;SG	PROPN
الفرد	אלפרד	فَرد	אלפרד	N;NOM;DEF;SG	PROPN
طبيعة	הטבע	طَبِيعَة	הטבע	N;NOM;INDF;SG	
طبيعة	טבע	طَبِيعَة	טבע	N;NOM;INDF;SG	
جيد	טובה	جَيِّد	None	ADJ;NOM;INDF;MASC;SG	ADV
جيد	יופי	جَيِّد	יופי	ADJ;NOM;INDF;MASC;SG	PROPN
المسيحيين	נוצרים	مَسِيحِيّ	נוצר	N;ACC;DEF;PL	V;MASC;PL;V.PTCP;MID
التركي	טורקית	تُركِيّ	תורכי	N;NOM;DEF;SG	PROPN
التركي	טורקי	تُركِيّ	תורכי	N;NOM;DEF;SG	PROPN
لواء	חטיבת	لِوَاء	חטיבה	N;NOM;INDF;SG	N;PSSD;FEM;SG
لواء	כללי	لِوَاء	כלל	N;NOM;INDF;SG	N;MASC;PL
مقبرة	קבר	مُقبِر	קבר	N;NOM;INDF;SG	PROPN
الدماغ	מוח	دِمَاغ	מוח	N;NOM;DEF;SG	
الدماغ	המוח	دِمَاغ	המוח	N;NOM;DEF;SG	
الدماغ	מח	دِمَاغ	מח	N;NOM;DEF;SG	
التطور	אבולוציה	تَطَوُّر	אבולוציה	N;NOM;DEF;SG	PROPN
المؤلف	מלחין	مُؤَلِّف	מלחין		PROPN
المؤلف	המלחין	مُؤَلِّف	המלחין		PROPN
المؤلف	סופרת	مُؤَلِّف	סופר		N;FEM;SG
المؤلف	מחבר	مُؤَلِّف	מחבר		
المؤلف	סופר	مُؤَلِّف	סופר		N;MASC;SG
المؤلف	שחיבר	مُؤَلِّف	שחיבר		PROPN
متنوعة	שונות	مُتَنَوِّع	שונה	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
متنوعة	מגוון	مُتَنَوِّع	מגוון	ADJ;NOM;INDF;FEM;SG	
متنوعة	גיוון	مُتَنَوِّع	גיוון	ADJ;NOM;INDF;FEM;SG	N;MASC;SG
قاعة	הול	قَاعَة	הול	N;NOM;INDF;SG	PROPN
قاسم	קאסם	قاسم	קאסם		PROPN
السجن	כלא	سَجن	כלא	N;NOM;DEF;SG	
السجن	כלא	سَجن	כלא	N;NOM;DEF;SG	
النووية	גרעין	نَوَوِيّ	גרעין	ADJ;NOM;DEF;FEM;SG	N;MASC;SG
النووية	גרעינית	نَوَوِيّ	גרעיני	ADJ;NOM;DEF;FEM;SG	ADV
زوجة	אשתו	زَوجَة	אשת	N;NOM;INDF;SG	
زوجة	רעיה	زَوجَة	רעיה	N;NOM;INDF;SG	PROPN
الهندية	הודית	الهندية	הודי		ADV
الهندية	אינדיאני	الهندية	אינדיאני		PROPN
الهندية	הודי	الهندية	הודי		
الهندية	הינדי	الهندية	הינדי		PROPN
التعليمية	חינוכית	تَعلِيمِيّ	חינוכי	ADJ;NOM;DEF;FEM;SG	ADV
الحجر	סטון	حَجر	סטון	N;NOM;DEF;SG	PROPN
الحجر	אבן	حَجر	אבן	N;NOM;DEF;SG	
الروماني	רומניה	رُومَانِيّ	רומניה	ADJ;NOM;DEF;MASC;SG	PROPN
الروماني	רומנים	رُومَانِيّ	רומני	ADJ;NOM;DEF;MASC;SG	N;MASC;PL
الروماني	רומני	رُومَانِيّ	רומני	ADJ;NOM;DEF;MASC;SG	PROPN
الروماني	רומן	رُومَانِيّ	רומן	ADJ;NOM;DEF;MASC;SG	PROPN
الروماني	רומי	رُومَانِيّ	רומי	ADJ;NOM;DEF;MASC;SG	PROPN
خليج	תהום	خَلِيج	הום	N;NOM;INDF;SG	PROPN
الدعوة	להזמנה	دَعوَة	הזמנה	N;NOM;DEF;SG	V;NFIN;ACT
الدعوة	ההזמנה	دَعوَة	ההזמן	N;NOM;DEF;SG	PROPN
الدعوة	להזמנה	دَعوَة	הזמנה	N;NOM;DEF;SG	V;NFIN;ACT
عودة	הקאמבק	عَودَة	הקאמבק	N;NOM;INDF;SG	PROPN
عودة	קאמבק	عَودَة	קאמבק	N;NOM;INDF;SG	PROPN
عودة	החזר	عَودَة	החזר	N;NOM;INDF;SG	PROPN
عودة	אחורה	عَودَة	אחורה	N;NOM;INDF;SG	ADV
عودة	בחזרה	عَودَة	בחזרה	N;NOM;INDF;SG	
عودة	חזרה	عَودَة	None	N;NOM;INDF;SG	ADV
عودة	לאחור	عَودَة	לאחור	N;NOM;INDF;SG	ADV
التقسيم	החלוקה	تَقسِيم	החלוקה	N;NOM;DEF;SG	PROPN
التقسيم	לפצל	تَقسِيم	פיצל	N;NOM;DEF;SG	V;NFIN;ACT
الظروف	תנאי	ظَرف	תנאי	N;NOM;DEF;PL	
عدن	עדן	عَدَن	עדן	N;NOM;INDF;SG	
عدن	עדן	عَدَن	עדן	N;NOM;INDF;SG	
السلسلة	שרוך	سِلسِلَة	שרוך	N;NOM;DEF;SG	PROPN
السلسلة	מיתר	سِلسِلَة	מיתר	N;NOM;DEF;SG	
ضعف	מכפיל	ضُعف	הכפיל	N;NOM;INDF;SG	
ضعف	כפול	ضُعف	כפול	N;NOM;INDF;SG	
ضعف	דאבל	ضُعف	דאבל	N;NOM;INDF;SG	PROPN
اجتماعية	חברתיות	اِجتِمَاعِيّ	חברתי	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
اجتماعية	חברתית	اِجتِمَاعِيّ	חברתי	ADJ;NOM;INDF;FEM;SG	ADV
قراءة	קראי	قِرَاءَة	קראי	N;NOM;INDF;SG	PROPN
قراءة	לקרוא	قِرَاءَة	קרא	N;NOM;INDF;SG	V;NFIN;ACT
قراءة	קרא	قِرَاءَة	קרא	N;NOM;INDF;SG	V;MASC;SG;3;PST;ACT
قراءة	קוראת	قِرَاءَة	קרא	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;ACT
ينتج	מייצרת	أَنتَج	ייצר	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;FEM;SG;V.PTCP;ACT
المستخدمين	משתמשים	مُستَخدِم	השתמש	N;ACC;DEF;PL	V;MASC;PL;V.PTCP
المكتبة	הספרייה	مَكتَبَة	הספרייה	N;NOM;DEF;SG	PROPN
برمجيات	תוכנה	بَرمَجِيّ	תוכנה	N;NOM;INDF;PL	N;FEM;SG
ماء	מיים	مَاء	מיים	N;NOM;INDF;SG	PROPN
ماء	מים	مَاء	מים	N;NOM;INDF;SG	N;MASC;PL
سرطان	סרטן	سُرطَانَ	סרטן		N;MASC;SG
المسيح	ישו	المسيح	ישו		
