datu	datu	datu	dat	PROPN	
classic	klasyka	classic	klasyka	PROPN	
classic	klasyczny	classic	klasyczny	PROPN	ADJ;NOM;MASC;SG
classic	classic	classic	classicie	PROPN	
classic	klasyczne	classic	klasyczny	PROPN	ADJ;NOM;NEUT;SG
leonardo	leonardo	leonardo	leonardo	PROPN	
rpm	rpm	rpm	rpm	PROPN	
garcía	garcia	garcía	garcia	PROPN	PROPN;NOM;MASC;SG
garcía	garcía	garcía	garcía	PROPN	PROPN;NOM;MASC;SG
brussels	bruksela	brussels	bruksel	PROPN	N;NOM;FEM;SG
brussels	brukseli	brussels	bruksel	PROPN	
pin	szpilki	pin	szpilki	PROPN	
pin	pin	pin	pin	PROPN	
ester	ester	ester	ester	N	
ester	ester	ester	ester	N	
ester	esther	ester	esther	N	V;IPFV;IND;SG;PRS;FIN;ACT
nacional	nacional	nacional	nacional	PROPN	PROPN;NOM;MASC;SG
gregorius	grzegorz	gregorius	grzegorz	PROPN	PROPN;NOM;MASC;SG
oral	ustne	oral	ustny	PROPN	
oral	doustne	oral	doustny	PROPN	ADJ;NOM;NEUT;SG
oral	doustnie	oral	doustnąć	PROPN	ADV
nyonya	dama	nyonya	dam	N	
communications	komunikaty	communications	komunikat	PROPN	N;NOM;MASC;PL
communications	łączności	communications	łączność	PROPN	N;GEN;FEM;SG
communications	komunikacja	communications	komunikacja	PROPN	N;NOM;FEM;SG
communications	komunikacji	communications	komunikacja	PROPN	N;GEN;FEM;SG
communications	łączność	communications	łączność	PROPN	N;NOM;FEM;SG
dawn	świt	dawn	świt	PROPN	N;NOM;MASC;SG
dawn	dawn	dawn	dawny	PROPN	
heroes	bohaterami	heroes	bohater	PROPN	N;INS;MASC;PL
heroes	bohaterów	heroes	bohater	PROPN	N;ACC;MASC;PL
heroes	bohaterowie	heroes	bohater	PROPN	N;NOM;MASC;PL
explorer	explorer	explorer	explorer	PROPN	
tun	tun	tun	tun	PROPN	
jeremy	jeremy	jeremy	jeremć	PROPN	PROPN;NOM;MASC;SG
ren	ren	ren	ren	PROPN	
georg	georg	georg	georg	PROPN	PROPN;NOM;MASC;SG
amazon	amazonki	amazon	amazonka	PROPN	
amazon	amazon	amazon	amazon	PROPN	
jamaika	jamajski	jamaika	jamajski	N;SG	ADJ;NOM;MASC;SG
balasan	odpowiedz	balasan	odpowiedzieć	N;SG;ACT	
balasan	odpowiedzi	balasan	odpowiedź	N;SG;ACT	N;ACC;FEM;PL
trinidad	trynidad	trinidad	trynidad	PROPN	PROPN;NOM;MASC;SG
essonne	essonne	essonne	essonny	PROPN	
autobots	autoboty	autobots	autobota	N;SG	
yehezkiel	ezekiel	yehezkiel	ezekiel	PROPN	
tempe	tempe	tempe	tempe	PROPN	
conan	conan	conan	conanin	PROPN	
fiji	fidżi	fiji	fidżić	PROPN	
beli	kupić	beli	kupić	PROPN;SG;ACT	V;PFV;NFIN;ACT
beli	kup	beli	kup	PROPN;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
persilangan	skrzyżowaniach	persilangan	skrzyżowanie	N;SG	N;DAT;NEUT;PL
gantung	powiesić	gantung	powiesić	N;SG	V;PFV;NFIN;ACT
gantung	wiszą	gantung	wisać	N;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
kings	kings	kings	kings	PROPN	
kings	królowie	kings	król	PROPN	N;NOM;MASC;PL
kings	królów	kings	król	PROPN	N;ACC;MASC;PL
prioritas	priorytetowe	prioritas	priorytetowy	N;SG	ADJ;NOM;NEUT;SG
prioritas	priorytety	prioritas	priorytet	N;SG	N;NOM;MASC;PL
prioritas	priorytetów	prioritas	priorytet	N;SG	N;GEN;MASC;PL
dihilangkan	wyeliminowane	dihilangkan	wyeliminować	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dihilangkan	wyeliminowany	dihilangkan	wyeliminować	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
yamamoto	yamamoto	yamamoto	yamamoto	PROPN	
konstan	stał	konstan	stać		V;IPFV;MASC;IND;SG;PST;FIN;ACT
konstan	stały	konstan	stać		V;IPFV;MASC;IND;PL;PST;FIN;ACT
konstan	stałej	konstan	stały		ADJ;GEN;FEM;SG
konstan	stała	konstan	stać		V;IPFV;FEM;IND;SG;PST;FIN;ACT
konstan	stał	konstan	stać		V;IPFV;MASC;IND;SG;PST;FIN;ACT
konstan	stałych	konstan	stały		ADJ;GEN;MASC;PL
give	dawać	give	dawać	PROPN	V;IPFV;NFIN;ACT
give	dajesz	give	dawać	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
give	daj	give	dać	PROPN	V;PFV;IMP;SG;2;FIN;ACT
phone	telefony	phone	telefon	PROPN	N;NOM;MASC;PL
phone	telefonicznie	phone	telefonicznie	PROPN	ADV
phone	telefon	phone	telefon	PROPN	N;NOM;MASC;SG
penerjemah	tłumacz	penterjemah	tłumacz	N;SG	V;IPFV;IND;SG;PST;FIN;ACT
penerjemah	tłumacza	penterjemah	tłumacz	N;SG	
penerjemah	tłumacz	penterjemah	tłumacz	N;SG	V;IPFV;IND;SG;PST;FIN;ACT
penerjemah	tłumacza	penterjemah	tłumacz	N;SG	
penerjemah	translators	penterjemah	translators	N;SG	
penerjemah	tłumaczy	penterjemah	tłumaczyć	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
dick	dick	dick	dick	PROPN	PROPN;NOM;MASC;SG
dick	fiut	dick	fiut	PROPN	N;NOM;MASC;SG
mahabharata	mah	mahabharata	mieć	N	PROPN;NOM;MASC;SG
railway	kolej	railway	kolej	PROPN	N;NOM;FEM;SG
railway	kolejowe	railway	kolejowy	PROPN	ADJ;NOM;NEUT;SG
persentase	procentowe	persentase	procentowy	N;SG	ADJ;NOM;NEUT;SG
persentase	procentach	persentase	procenty	N;SG	N;GEN;MASC;PL
menimpa	obejście	mentimpa	obejście	V;SG;ACT	N;NOM;NEUT;SG
ami	ami	ami	am	PROPN	
strip	strip	strip	strip	N	
marx	marx	marx	marna	N	PROPN;NOM;MASC;SG
marx	marks	marx	marks	N	PROPN;NOM;MASC;SG
tebu	laskę	tebu	laska	PROPN	N;ACC;FEM;SG
tebu	trzciny	tebu	trzcin	PROPN	
tebu	laska	tebu	laska	PROPN	N;NOM;FEM;SG
gov	gov	gov	gov	PROPN	
nathan	nathan	nathan	nathan	PROPN	PROPN;NOM;MASC;SG
berpotensi	potencjalnie	berpotensi	potencjalnie	V;SG;ACT	ADV
champion	champion	champion	champion	N	
champion	mistrzyni	champion	mistrzynia	N	
menggali	kop	mengali	kop	V;SG;ACT	
menggali	kopanie	mengali	kopać	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
menggali	kopania	mengali	kopać	V;SG;ACT	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
elektronika	electronica	elektronika	electronica	N	
elektronika	elektronika	elektronika	elektronik	N	
elektronika	elektroniczne	elektronika	elektroniczny	N	ADJ;NOM;NEUT;SG
elektronika	elektroniczna	elektronika	elektroniczny	N	ADJ;NOM;FEM;SG
elektronika	elektroniczny	elektronika	elektroniczny	N	ADJ;NOM;MASC;SG
lawang	verum	lawang	verum	PROPN	
colin	colina	colin	colina	PROPN	N;ACC;MASC;SG
colin	colin	colin	colina	PROPN	N;NOM;MASC;SG
marino	marino	marino	marino	PROPN	
neutron	neutron	neutron	neutron	N	
yin	yin	yin	yin	PROPN;SG	
forever	forever	forever	forever	PROPN	
forever	wiecznie	forever	wiecznie	PROPN	ADV
sengketa	sporów	sengketa	spór	N;SG	
sengketa	spory	sengketa	spór	N;SG	
sengketa	kwestionowane	sengketa	kwestionować	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sengketa	sporne	sengketa	sporny	N;SG	
sengketa	sporu	sengketa	spór	N;SG	
liburan	wakacji	liburan	wakacje	N;SG	N;GEN;NEUT;PL
complex	złożone	complex	złożyć	PROPN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
complex	złożona	complex	złożyć	PROPN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
complex	złożony	complex	złożyć	PROPN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
complex	kompleks	complex	kompleks	PROPN	N;ACC;MASC;SG
complex	skomplikowane	complex	skomplikować	PROPN	ADJ;NOM;NEUT;SG
forbes	forbes	forbes	forbes	PROPN	
lane	lane	lane	lany	PROPN	
separuh	pół	separuh	pół	ADJ;SG	
separuh	połowa	separuh	połowy	ADJ;SG	
vienne	vienne	vienne	vienny	PROPN	ADJ;NOM;MASC;SG
gembira	zachwycony	gembira	zachwycić	PROPN;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ekstra	dodatki	ekstra	dodatek	N;SG	N;NOM;MASC;PL
ekstra	dodatkowa	ekstra	dodatkowy	N;SG	ADJ;NOM;FEM;SG
ekstra	ekstra	ekstra	ekstra	N;SG	
ekstra	dodatkowe	ekstra	dodatkowy	N;SG	ADJ;NOM;NEUT;SG
ekstra	dodatkowy	ekstra	dodatkowy	N;SG	ADJ;NOM;MASC;SG
ekstra	extra	ekstra	extra	N;SG	
devi	devi	devi	devź	PROPN	PROPN;NOM;MASC;SG
cure	kuracja	cure	kuracja	PROPN	N;NOM;FEM;SG
cure	wyleczyć	cure	wyleczyć	PROPN	V;PFV;NFIN;ACT
cure	lekarstwo	cure	lekarstwo	PROPN	N;NOM;NEUT;SG
mustafa	mustafa	mustafa	mustafa	PROPN	N;NOM;MASC;SG
much	much	much	much	PROPN	
much	wiele	much	wiele	PROPN	DET;ACC;MASC;PL
much	dużo	much	dużo	PROPN	ADV
acuan	referencyjne	acuan	referencyjny	N;SG	ADJ;NOM;NEUT;SG
rekomendasi	rekomendacje	rekomendasi	rekomendacja	N;SG	N;NOM;FEM;PL
rekomendasi	zalecenia	rekomendasi	zalecenie	N;SG	N;NOM;NEUT;PL
rekomendasi	rekomendacje	rekomendasi	rekomendacja	N;SG	N;NOM;FEM;PL
rekomendasi	zalecenia	rekomendasi	zalecenie	N;SG	N;NOM;NEUT;PL
pengadaan	przetargi	penadaan	przetarga	N;SG	N;NOM;MASC;PL
pengadaan	zamawiający	penadaan	zamawiać	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
cold	zimno	cold	zimno	PROPN	
cold	chłód	cold	chłód	PROPN	N;NOM;MASC;SG
cold	zimne	cold	zimny	PROPN	ADJ;NOM;NEUT;SG
cold	zimny	cold	zimny	PROPN	
cold	zimna	cold	zimny	PROPN	
gamma	gamma	gamma	gamma	PROPN;SG	
kisaran	zakresy	kisaran	zakres	N;SG	N;NOM;MASC;PL
kisaran	przedziały	kisaran	przedział	N;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
bernomor	policzone	bernomor	policzyć	V;SG;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
hapus	czysto	hapus	czysto	PROPN;SG	
hapus	wymazać	hapus	wymazać	PROPN;SG	V;PFV;NFIN;ACT
hapus	usuń	hapus	usiń	PROPN;SG	V;PFV;IMP;SG;2;FIN;ACT
hapus	usunąć	hapus	usunąć	PROPN;SG	V;PFV;NFIN;ACT
hapus	usuń	hapus	usiń	PROPN;SG	V;PFV;IMP;SG;2;FIN;ACT
hapus	usunąć	hapus	usunąć	PROPN;SG	V;PFV;NFIN;ACT
filmfare	filmfare	filmfare	filmfary	PROPN	N;ACC;MASC;SG
imbang	rysować	imbang	rysować	N;SG	V;IPFV;NFIN;ACT
imbang	wyciągnąć	imbang	wyciągnąć	N;SG	V;PFV;NFIN;ACT
pembatasan	limity	penbatasan	limita	N;SG	N;NOM;MASC;PL
pembatasan	ograniczeń	penbatasan	ograniczenie	N;SG	N;GEN;NEUT;PL
julie	julie	julie	julio	PROPN	PROPN;NOM;FEM;SG
character	postać	character	postać	PROPN	N;NOM;FEM;SG
character	znak	character	znak	PROPN	N;NOM;MASC;SG
character	charakter	character	charakter	PROPN	N;NOM;MASC;SG
tangkai	prześladować	tangkai	prześladować	N;SG	V;IPFV;NFIN;ACT
tangkai	łodygi	tangkai	łodyg	N;SG	N;ACC;FEM;PL
greg	grega	greg	grega	PROPN	N;ACC;MASC;SG
greg	greg	greg	greg	PROPN	
oman	oman	oman	oman	PROPN	PROPN;NOM;MASC;SG
arabia	arabia	arabia	arabia	PROPN	PROPN;NOM;FEM;SG
arabia	arabii	arabia	arabia	PROPN	PROPN;GEN;FEM;SG
perorangan	indywidualny	perorangan	indywidualny	N;SG	ADJ;NOM;MASC;SG
perorangan	indywidualne	perorangan	indywidualny	N;SG	ADJ;NOM;NEUT;SG
perorangan	poszczególnych	perorangan	poszczególny	N;SG	ADJ;GEN;MASC;PL
perorangan	indywidualnie	perorangan	indywidualnie	N;SG	ADV
hermann	hermann	hermann	hermann	PROPN	PROPN;NOM;MASC;SG
selangor	selangor	selangor	selangor	PROPN	
soto	soto	soto	soto	N	PROPN;NOM;MASC;SG
truth	prawda	truth	prawda	PROPN	N;NOM;FEM;SG
truth	prawdy	truth	prawda	PROPN	
penanda	zakładek	pentanda	zakładek	N;SG	N;GEN;MASC;PL
penanda	znaczniki	pentanda	znacznik	N;SG	N;NOM;MASC;PL
every	każda	every	każdy	PROPN	DET;NOM;FEM;SG
every	każdy	every	każdy	PROPN	DET;NOM;MASC;SG
periodik	okresowo	periodik	okresowo	N	ADV
periodik	okresowe	periodik	okresowy	N	ADJ;NOM;NEUT;SG
menyembunyikan	skór	mensembunyikan	skór	V;SG;ACT	
menyembunyikan	ukrywanie	mensembunyikan	ukrywać	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dongeng	opowieści	dongeng	opowieść	N;SG	
dongeng	bajkowe	dongeng	bajkowy	N;SG	ADJ;NOM;NEUT;SG
aroma	aromaty	aroma	aromata	N;SG	N;NOM;MASC;PL
aroma	zapachy	aroma	zapach	N;SG	N;NOM;MASC;PL
amino	amino	amino	amino	N	
pln	pln	pln	pln	PROPN	
pln	zł	pln	złoty	PROPN	N;GEN;MASC;PL
penggantian	uzupełnień	pengantian	uzupełnienie	N;SG	N;GEN;NEUT;PL
catalina	catalina	catalina	catalina	PROPN	N;NOM;FEM;SG
anglikan	anglikański	anglikan	anglikański	N	ADJ;NOM;MASC;SG
menguji	test	menkuji	test	V;SG;ACT	N;NOM;MASC;SG
menguji	badanie	menkuji	badanie	V;SG;ACT	N;NOM;NEUT;SG
menguji	testy	menkuji	test	V;SG;ACT	N;NOM;MASC;PL
menguji	próba	menkuji	próba	V;SG;ACT	N;NOM;FEM;SG
menguji	testy	menkuji	test	V;SG;ACT	N;NOM;MASC;PL
menguji	badanie	menkuji	badanie	V;SG;ACT	N;NOM;NEUT;SG
menguji	testowanie	menkuji	testować	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
menguji	badania	menkuji	badanie	V;SG;ACT	N;NOM;NEUT;PL
menguji	próba	menkuji	próba	V;SG;ACT	N;NOM;FEM;SG
penggalian	wykopaliska	pengalian	wykopalisko	N;SG	N;NOM;NEUT;PL
mengenali	rozpoznają	menkenali	rozpoznawać	V;SG;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
mengenali	rozpoznawanie	menkenali	rozpoznawać	V;SG;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
mengenali	rozpoznają	menkenali	rozpoznawać	V;SG;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
mengenali	uznają	menkenali	uznać	V;SG;ACT	V;PFV;IND;PL;3;FUT;FIN;ACT
mengenali	uznany	menkenali	uznać	V;SG;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
mengenali	uznawane	menkenali	uznawać	V;SG;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mengenali	uznane	menkenali	uznać	V;SG;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mengenali	uznana	menkenali	uznać	V;SG;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
rela	dobrowolnie	rela	dobrowolnie		ADV
rela	chętnych	rela	chętny		N;GEN;MASC;PL
rela	chętna	rela	chętny		ADJ;NOM;FEM;SG
rela	chętny	rela	chętny		ADJ;NOM;MASC;SG
rela	chętni	rela	chętny		N;NOM;MASC;PL
kafir	niewierny	kafir	niewierny	PROPN;SG	ADJ;NOM;MASC;SG
kafir	pogan	kafir	poganin	PROPN;SG	
kafir	niewiernych	kafir	niewierny	PROPN;SG	N;ACC;MASC;PL
wawasan	statystyki	wawasan	statystyka	N;SG	N;NOM;FEM;PL
wawasan	statystyk	wawasan	statystyk	N;SG	N;GEN;FEM;PL
keunikan	unikalne	keunikan	unikalny	N;SG	ADJ;NOM;NEUT;SG
keunikan	unikatowe	keunikan	unikatowy	N;SG	ADJ;NOM;NEUT;SG
keunikan	unikalny	keunikan	unikalny	N;SG	ADJ;NOM;MASC;SG
keunikan	wyjątkowy	keunikan	wyjątkowy	N;SG	ADJ;NOM;MASC;SG
keunikan	niepowtarzalny	keunikan	niepowtarzalny	N;SG	ADJ;NOM;MASC;SG
darius	darius	darius	darius	PROPN	PROPN;NOM;MASC;SG
darius	dariusz	darius	dariusz	PROPN	PROPN;NOM;MASC;SG
dame	dame	dame	dam	PROPN	
taruna	kadetów	taruna	kadeta	PROPN	N;GEN;MASC;PL
taruna	kadet	taruna	kadet	PROPN	
cameron	cameron	cameron	cameron	PROPN	PROPN;NOM;MASC;SG
fei	fei	fei	fei	PROPN	
angela	angeli	angela	angel	PROPN	
angela	angela	angela	angel	PROPN	PROPN;NOM;FEM;SG
step	step	step	step	PROPN	
step	krok	step	krok	PROPN	N;NOM;MASC;SG
senja	zmierzchu	senja	zmierzch	PROPN	N;GEN;MASC;SG
senja	zmierzch	senja	zmierzch	PROPN	
senja	sunset	senja	sunset	PROPN	
senja	zmierzchu	senja	zmierzch	PROPN	N;GEN;MASC;SG
senja	mroku	senja	mrok	PROPN	N;GEN;MASC;SG
senja	zmierzch	senja	zmierzch	PROPN	
senegal	senegalu	senegal	senegal	PROPN;SG	N;GEN;MASC;SG
venesia	weneckie	venesia	wenecki	PROPN	ADJ;NOM;NEUT;SG
venesia	wenecji	venesia	wenecja	PROPN	PROPN;NOM;FEM;SG
venesia	wenecja	venesia	wenecja	PROPN	N;NOM;FEM;SG
lancar	gładki	lancar	gładki	ADJ;SG	N;NOM;MASC;SG
pasha	pasza	pasha	pasz	PROPN	
bengkel	warsztaty	bengkel	warsztata	N;SG	N;NOM;MASC;PL
muna	muna	muna	muna	PROPN	
penawaran	oferty	pentawaran	oferta	N;SG	N;ACC;FEM;PL
penawaran	oferty	pentawaran	oferta	N;SG	N;ACC;FEM;PL
penawaran	ofert	pentawaran	ofert	N;SG	V;IPFV;IND;PL;FIN;ACT
penawaran	oferty	pentawaran	oferta	N;SG	N;ACC;FEM;PL
pengalihan	przekierować	penalihan	przekierować	N;SG	V;PFV;NFIN;ACT
lithuania	litewski	lithuania	litewski	N;SG	ADJ;NOM;MASC;SG
lithuania	litwy	lithuania	litwa	N;SG	PROPN;GEN;FEM;SG
lithuania	litwa	lithuania	litwa	N;SG	
kalsium	wapnia	kalsium	wapniać	N	
jpeg	jpeg	jpeg	jpeg	PROPN;SG	
obligasi	obligacje	obligasi	obligacja	N;SG	N;NOM;FEM;PL
obligasi	bond	obligasi	bond	N;SG	
waralaba	franczyzy	waralaba	franczyza	N;SG	
waralaba	koncesje	waralaba	koncesja	N;SG	N;NOM;FEM;PL
male	samiec	male	samiec	PROPN	N;NOM;MASC;SG
male	męskie	male	męski	PROPN	ADJ;NOM;NEUT;SG
male	męska	male	męski	PROPN	
male	męski	male	męski	PROPN	ADJ;NOM;MASC;SG
male	mężczyzna	male	mężczyzna	PROPN	N;NOM;MASC;SG
mason	masona	mason	masona	PROPN	N;ACC;MASC;SG
mason	mason	mason	mason	PROPN	PROPN;NOM;MASC;SG
perfect	idealna	perfect	idealny	PROPN	ADJ;NOM;FEM;SG
perfect	idealne	perfect	idealny	PROPN	ADJ;NOM;NEUT;SG
perfect	idealnie	perfect	idealnie	PROPN	ADV
perfect	idealny	perfect	idealny	PROPN	ADJ;NOM;MASC;SG
papa	papa	papa	papa	PROPN	
birds	ptaki	birds	ptak	PROPN	N;NOM;MASC;PL
birds	ptaków	birds	ptak	PROPN	N;ACC;MASC;PL
birds	ptaszki	birds	ptaszek	PROPN	N;NOM;MASC;SG
augustus	augustus	augustus	augustus	PROPN	N;NOM;MASC;SG
letters	pisma	letters	pismo	PROPN	N;NOM;NEUT;SG
letters	liter	letters	liter	PROPN	N;GEN;FEM;PL
letters	listy	letters	list	PROPN	
letters	litery	letters	litera	PROPN	N;ACC;FEM;PL
rotterdam	rotterdam	rotterdam	rotterdać	PROPN	N;NOM;MASC;SG
monaco	monaco	monaco	monaco	PROPN	
monaco	monako	monaco	monako	PROPN	
xiao	xiao	xiao	xiao	PROPN	
monte	monte	monte	monty	PROPN	
gonzález	gonzález	gonzález	gonzól	PROPN	PROPN;NOM;MASC;SG
bhutan	bhutan	bhutan	bhutan	PROPN;SG	
angels	anioły	angels	anioła	PROPN	N;NOM;MASC;PL
angels	aniołowie	angels	anioł	PROPN	N;NOM;MASC;PL
angels	aniołki	angels	aniołka	PROPN	N;NOM;MASC;PL
angels	aniołów	angels	anioł	PROPN	N;GEN;MASC;PL
beku	zamrożony	beku	zamrozić	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
beku	zamrożone	beku	zamrozić	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beku	mrożone	beku	mrozić	N;SG	ADJ;NOM;NEUT;SG
beku	mróz	beku	mróz	N;SG	
beku	frost	beku	frost	N;SG	
desktop	desktop	desktop	desktop	N;SG	
aviv	awiwie	aviv	awiwie	PROPN	PROPN;NOM;FEM;SG
musiman	sezonowych	musiman	sezonowy	N;SG	ADJ;GEN;MASC;PL
musiman	sezonowe	musiman	sezonowy	N;SG	ADJ;NOM;NEUT;SG
factor	czynnik	factor	czynnik	PROPN	N;NOM;MASC;SG
factor	współczynnik	factor	współczynnik	PROPN	N;NOM;MASC;SG
mediawiki	mediawiki	mediawiki	mediawika	N	
surel	mail	surel	mail	N	
montreal	montrealu	montreal	montreal	PROPN	N;GEN;MASC;SG
suit	skafander	suit	skafander	PROPN	N;ACC;MASC;SG
suit	kombinezon	suit	kombinezon	PROPN	N;NOM;MASC;SG
suit	garnitur	suit	garnitur	PROPN	N;NOM;MASC;SG
palermo	palermo	palermo	palermo	PROPN	PROPN;NOM;MASC;SG
diakhiri	zakończony	diakhiri	zakończyć	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
hunt	polować	hunt	polować	PROPN	V;IPFV;NFIN;ACT
hunt	łowy	hunt	łowa	PROPN	
hunt	hunt	hunt	hunt	PROPN	
hunt	polowanie	hunt	polować	PROPN	N;NOM;NEUT;SG
tren	tendencje	tren	tendencja	N;SG	N;NOM;FEM;PL
tren	trendy	tren	trend	N;SG	N;NOM;MASC;PL
tren	tendencje	tren	tendencja	N;SG	N;NOM;FEM;PL
tren	najpopularniejsze	tren	popularny	N;SG	ADJ;NOM;CMPR;NEUT;SG
tren	popularne	tren	popularny	N;SG	ADJ;NOM;NEUT;SG
campus	kampusu	campus	kampus	PROPN	N;GEN;MASC;SG
campus	kampus	campus	kampus	PROPN	N;NOM;MASC;SG
campus	kampusie	campus	kampus	PROPN	N;ACC;MASC;SG
aluminium	aluminium	aluminium	aluminium	N;SG	
aluminium	aluminiowe	aluminium	aluminiowy	N;SG	ADJ;NOM;NEUT;SG
aluminium	aluminium	aluminium	aluminium	N;SG	
aluminium	aluminiowe	aluminium	aluminiowy	N;SG	ADJ;NOM;NEUT;SG
jogja	yogyakarta	jogja	yogyakarta	PROPN	N;NOM;MASC;SG
ranah	domeny	ranah	domen	N	
ranah	domeny	ranah	domen	N	
glasgow	glasgow	glasgow	glasg	PROPN	PROPN;NOM;MASC;SG
boris	borys	boris	borys	PROPN	PROPN;NOM;MASC;SG
boris	boris	boris	boris	PROPN	PROPN;NOM;MASC;SG
hey	hej	hey	hej	PROPN	
petra	petra	petra	petr	PROPN	PROPN;NOM;FEM;SG
natrium	sodu	natrium	sód	N	
alpes	alpes	alpes	alpes	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
terakreditasi	akredytowanych	terakreditasi	akredytować	V;SG;PASS	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
banteng	bull	banteng	bull	N;SG	
turbin	turbiny	turbin	turbina	N;SG	N;ACC;FEM;PL
turbin	turbiny	turbin	turbina	N;SG	N;ACC;FEM;PL
rex	rex	rex	rex	PROPN	N;NOM;MASC;SG
roberts	roberts	roberts	roberts	PROPN	PROPN;NOM;MASC;SG
tersangka	podejrzani	tersangka	podejrzany	ADP;SG;PASS	N;NOM;MASC;PL
tersangka	podejrzanych	tersangka	podejrzany	ADP;SG;PASS	ADJ;GEN;MASC;PL
tersangka	podejrzany	tersangka	podejrzany	ADP;SG;PASS	ADJ;NOM;MASC;SG
tersangka	podejrzana	tersangka	podejrzany	ADP;SG;PASS	ADJ;NOM;FEM;SG
titi	titi	titi	tit	PROPN	
terkandung	zawarty	terkandung	zawarty	V;SG;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
terkandung	zawierały	terkandung	zawierać	V;SG;PASS	V;IPFV;FEM;IND;PL;PST;FIN;ACT
terkandung	zawarte	terkandung	zawarty	V;SG;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
terkandung	zawierał	terkandung	zawierać	V;SG;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
rainbow	rainbow	rainbow	rainbow	PROPN	
rainbow	tęcza	rainbow	tęcza	PROPN	
gironde	gironde	gironde	girondy	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
hyundai	hyundai	hyundai	hyunda	N	
komputasi	obliczenia	komputasi	obliczyć	N;SG	N;NOM;NEUT;PL
komputasi	obliczeń	komputasi	obliczenie	N;SG	N;GEN;NEUT;PL
komputasi	informatyka	komputasi	informatyka	N;SG	
xiv	xiv	xiv	xiv	PROPN	
quebec	quebec	quebec	quebec	PROPN	N;NOM;MASC;SG
struktural	strukturalnie	struktural	strukturalnie	N;SG	ADV
struktural	strukturalnych	struktural	strukturalny	N;SG	ADJ;GEN;MASC;PL
struktural	strukturalne	struktural	strukturalny	N;SG	ADJ;NOM;NEUT;SG
feature	wyświetlane	feature	wyświetlać	PROPN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
feature	prezentowane	feature	prezentować	PROPN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
feature	polecane	feature	polecać	PROPN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
feature	rekomendowane	feature	rekomendować	PROPN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
semut	mrówki	semut	mrówka	N;SG	
semut	mrówki	semut	mrówka	N;SG	
bertenaga	zasilany	bertenaga	zasilać	V;SG;ACT	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
bertenaga	napędzane	bertenaga	napędzać	V;SG;ACT	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mengamankan	bezpieczne	menamankan	bezpieczny	V;SG;ACT	ADJ;NOM;NEUT;SG
mengamankan	bezpieczny	menamankan	bezpieczny	V;SG;ACT	ADJ;NOM;MASC;SG
percetakan	drukarki	percetakan	drukarka	N;SG	N;ACC;FEM;PL
