terra	тера	terra	тера		N;INDF;FEM;SG
rövidített	съкратен	rövidít	съкратен	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
rövidített	съкратено	rövidít	съкратено	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rövidített	съкратен	rövidít	съкратен	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
elsüllyedt	потопен	elsüllyed	потопя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
elsüllyedt	потопени	elsüllyed	потопя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
elsüllyedt	потънали	elsüllyed	потъна	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
bejegyzett	регистриран	bejegyzett	регистрирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bejegyzett	регистрирана	bejegyzett	регистрирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bejegyzett	регистрирано	bejegyzett	регистрирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
bejegyzett	регистрирани	bejegyzett	регистрирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
asztali	масата	asztali	маса		N;DEF;FEM;SG
asztali	маса	asztali	маса		N;INDF;FEM;SG
asztali	масичка	asztali	масичка		N;INDF;FEM;SG
asztali	таблица	asztali	таблица		N;INDF;FEM;SG
asztali	desktop	asztali	desktop		N;INDF;MASC;SG
hyde	хайд	hyd	хайд		N;INDF;MASC;SG
állva	стои	állva	стоя		V;IPFV;IND;SG;3;PRS;FIN;ACT
állva	стояща	állva	стоящ		ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
hajnalban	зори	hajnal	зора	N;IN+ESS;SG	N;INDF;FEM;PL
hajnalban	доун	hajnal	доун	N;IN+ESS;SG	PROPN;INDF;MASC;SG
őszinte	искрена	őszinte	искрен		N;INDF;FEM;SG
őszinte	искрено	őszinte	искрено		ADV
őszinte	искрени	őszinte	искрен		ADJ;INDF;PL
őszinte	искрен	őszinte	искрен		N;INDF;MASC;SG
őszinte	истински	őszinte	истински		ADJ;INDF;MASC;SG
őszinte	честен	őszinte	честен		ADJ;INDF;MASC;SG
őszinte	честни	őszinte	честен		ADJ;INDF;PL
meteor	метеорит	meteor	метеорит		N;INDF;MASC;SG
meteor	метеор	meteor	метеор		N;INDF;MASC;SG
meteor	метеорит	meteor	метеорит		N;INDF;MASC;SG
crassus	крас	crassus	крас	N;NOM;SG	PROPN;INDF;MASC;SG
szertartás	ритуално	szertartás	ритуален	N;NOM;SG	ADV
fájdalmas	болезнени	fájdalmas	болезен		ADJ;INDF;PL
fájdalmas	болезнено	fájdalmas	болезнено		ADV
fájdalmas	болезнена	fájdalmas	болезнен		ADJ;INDF;FEM;SG
fájdalmas	болезнен	fájdalmas	болезнен		ADJ;INDF;MASC;SG
színtelen	безцветен	színtelen	безцветен	N;NOM;SG	ADJ;INDF;MASC;SG
színtelen	безцветен	színtelen	безцветен	N;NOM;SG	ADJ;INDF;MASC;SG
tisztázott	изяснени	tisztázott	изясня-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
rev	rev	rev	rev		PROPN;INDF;MASC;SG
rev	рев	rev	рев		N;INDF;MASC;SG
elvis	елвис	elvis	елвис		N;INDF;MASC;SG
számol	броене	számol	броене	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
számol	броя	számol	броя-(се)	V;INDF;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
trió	трио	trió	трио		N;INDF;NEUT;SG
javítás	ремонти	javítás	ремонт	N;NOM;SG	N;INDF;MASC;PL
javítás	поправки	javítás	поправка	N;NOM;SG	N;INDF;FEM;PL
feltételes	условно	feltételes	условно		ADV
feltételes	условна	feltételes	условен		ADJ;INDF;FEM;SG
ich	ich	ich	ich		PROPN;INDF;MASC;SG
meggyilkolt	убита	meggyilkolt	убия		V;PFV;INDF;FEM;SG;V.PTCP;PASS
meggyilkolt	убити	meggyilkolt	убия		V;PFV;INDF;PL;V.PTCP;PASS
meggyilkolt	убит	meggyilkolt	убия		V;PFV;INDF;MASC;SG;V.PTCP;PASS
oldalsó	странично	oldalsó	странично		ADV
oldalsó	страничен	oldalsó	страничен		ADJ;INDF;MASC;SG
félre	настрани	félre	настрани		ADV
félre	настрана	félre	настрана		ADV
ronnie	рони	ronnie	рона		N;INDF;MASC;SG
meta	мета	meta	мето		N;INDF;MASC;SG
baptiste	батист	baptiste	батист		N;INDF;MASC;SG
baptiste	баптист	baptiste	баптист		N;INDF;MASC;SG
duó	дуо	duó	дуо		N;INDF;NEUT;SG
duó	дует	duó	дует		N;INDF;MASC;SG
pet	pet	pet	pet		N;INDF;MASC;SG
pet	любимец	pet	любимец		N;INDF;MASC;SG
utah	юта	ut	юта		PROPN;INDF;FEM;SG
mélységben	дълбини	mélység	дълбина	N;IN+ESS;SG	N;INDF;FEM;PL
mélységben	дълбините	mélység	дълбина	N;IN+ESS;SG	N;DEF;FEM;PL
átlátszó	прозрачен	átlátszó	прозрача		ADJ;INDF;MASC;SG
átlátszó	прозрачно	átlátszó	прозрачно		ADV
átlátszó	прозрачна	átlátszó	прозрачен		ADJ;INDF;FEM;SG
átlátszó	прозрачни	átlátszó	прозрачен		ADJ;INDF;PL
korlátlan	неограничено	korlátlan	неогранича	ADJ;NOM;SG	ADV
korlátlan	неограничено	korlátlan	неогранича	ADJ;NOM;SG	ADV
korlátlan	неограничени	korlátlan	неограничен	ADJ;NOM;SG	ADJ;INDF;PL
paraszt	селянин	paraszt	селянин		N;INDF;MASC;SG
paraszt	селянка	paraszt	селянка		N;INDF;FEM;SG
paraszt	селска	paraszt	селски		ADJ;INDF;FEM;SG
para	пара	para	парам-се		N;INDF;FEM;SG
kölyök	хлапе	kölyök	хлапа		N;INDF;NEUT;SG
kölyök	дете	kölyök	дете		N;INDF;NEUT;SG
érdekelt	заинтересовани	érdekelt	заинтересован	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;PL
érdekelt	заинтересована	érdekelt	заинтересован	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
érdekelt	заинтригуван	érdekelt	заинтригувам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
érdekelt	заинтересуван	érdekelt	заинтересувам-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
érdekelt	заинтересован	érdekelt	заинтересовам	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
tanúsított	сертифицирани	tanúsított	сертифицирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
tanúsított	сертифициран	tanúsított	сертифицирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
temple	темпъл	temple	темпъл		N;INDF;MASC;SG
temple	храмът	temple	храм		N;DEF;MASC;SG
temple	храм	temple	храм		N;INDF;MASC;SG
másutt	другаде	másut	другаде		ADV
savanyú	кисел	savanyú	кисел		N;INDF;MASC;SG
savanyú	кисела	savanyú	кисел		N;INDF;FEM;SG
savanyú	кисели	savanyú	кисел		N;INDF;FEM;PL
savanyú	кисело	savanyú	кисело		N;INDF;NEUT;SG
légköri	атмосферни	légköri	атмосферен	N;NOM;SG	ADJ;INDF;PL
louisiana	луизиана	louisiana	луизиан		N;DEF;MASC;SG
wisconsin	уисконсин	wisconsin	уисконсин		N;INDF;MASC;SG
key	ключ	key	ключ		N;INDF;MASC;SG
key	ключа	key	ключа		N;DEF;MASC;SG
key	ключът	key	ключ		N;DEF;MASC;SG
lóerős	bhp	lóerős	bhp		PROPN;INDF;MASC;SG
wang	уанг	wang	уанг		PROPN;INDF;MASC;SG
wang	уан	wang	уан		PROPN;INDF;MASC;SG
cache	кеш	cache	къш	N;NOM;SG	PROPN;INDF;MASC;SG
tajvani	тайван	tajv	тайван		PROPN;INDF;MASC;SG
tajvani	тайвански	tajv	тайвански		ADJ;INDF;MASC;SG
írjon	пиши	ír	пиша	V;INDF;IMP;SG;3;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
írjon	напишете	ír	напиша	V;INDF;IMP;SG;3;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
írjon	пишете	ír	пиша	V;INDF;IMP;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
baszk	баските	baszk	баски		ADJ;DEF;PL
python	питон	pűthon	питон		N;INDF;MASC;SG
erőteljesen	енергично	erőteljes	енергично	ADJ;FRML;SG	ADV
erőteljesen	масивно	erőteljes	масивен	ADJ;FRML;SG	ADV
romeo	ромео	romeo	ромео	PROPN;NOM;SG	N;INDF;MASC;SG
pak	pak	pak	pak		PROPN;INDF;MASC;SG
ibrahim	ибрахим	ibrahim	ибрахя	N;NOM;SG	V;PFV;IND;PL;1;PST;FIN;ACT
veszteség	загуби	veszteség	загуба	N;NOM;SG	N;INDF;FEM;PL
veszteség	загуби	veszteség	загуба	N;NOM;SG	N;INDF;FEM;PL
veszteség	загубите	veszteség	загуба	N;NOM;SG	N;DEF;FEM;PL
como	комо	como	комо		PROPN;INDF;MASC;SG
hajózási	корабоплаването	hajózási	корабоплаване	ADJ;NOM;SG	N;DEF;NEUT;SG
hajózási	корабоплаване	hajózási	корабоплаване	ADJ;NOM;SG	N;INDF;NEUT;SG
hajózási	доставка	hajózási	доставка	ADJ;NOM;SG	N;INDF;FEM;SG
minősített	допустими	minősít	допустим	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;PL
minősített	квалифицирано	minősít	квалифицирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
minősített	квалифициран	minősít	квалифицирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
minősített	квалифицирана	minősít	квалифицирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
minősített	квалифицирани	minősít	квалифицирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
minősített	номинална	minősít	номинален	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
minősített	сертифицирани	minősít	сертифицирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
minősített	сертифициран	minősít	сертифицирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
benz	бенц	benz	бенц		N;INDF;MASC;SG
rágcsálók	гризач	rágcsáló	гризач	N;NOM;PL	N;INDF;MASC;SG
namíbia	намибия	namíbia	намибия		N;INDF;FEM;SG
törekszik	стремеж	törekszik	стремеж	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
évszak	сезоните	évszú	сезон	N;NOM;SG	N;DEF;MASC;PL
évszak	сезони	évszú	сезон	N;NOM;SG	N;INDF;MASC;PL
kincstár	финансите	kincstár	финанси	N;NOM;SG	N;DEF
españa	españa	espa	españa	N;NOM;SG	ADJ
elvégzett	извършен	elvégzett	извърша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
elvégzett	проведено	elvégzett	проведа	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
elvégzett	извършено	elvégzett	извърша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
elvégzett	извърши	elvégzett	извърша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;SG;2;PST;FIN
elvégzett	извършена	elvégzett	извърша	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
rövidítés	съкращения	rövidítés	съкращение	N;NOM;SG	N;INDF;NEUT;PL
szarvasmarha	говеда	szarvasmar	говедо	N;NOM;SG	N;INDF;NEUT;PL
szarvasmarha	говеда	szarvasmar	говедо	N;NOM;SG	N;INDF;NEUT;PL
jeges	ледено	jeges	ледено		ADV
jeges	леден	jeges	леден		ADJ;INDF;MASC;SG
mesterségesen	изкуствено	mesterséges	изкуствено	ADJ;FRML;SG	ADV
xxiii	xxiii	xxiii	xxiii		PROPN;INDF;MASC;SG
változók	променливи	változó	променлив	N;NOM;PL	ADJ;INDF;PL
változók	променливите	változó	променлив	N;NOM;PL	ADJ;DEF;PL
rush	ръш	rush	ръш		PROPN;INDF;MASC;SG
bíbor	лилава	bíbor	лилав		ADJ;INDF;FEM;SG
bíbor	пурпурно	bíbor	пурпурно		ADV
bíbor	лилаво	bíbor	лилаво		ADV
bíbor	лилав	bíbor	лилав		N;INDF;MASC;SG
bíbor	пурпурно	bíbor	пурпурно		ADV
bíbor	кримсън	bíbor	кримсън		N;INDF;MASC;SG
constantin	константин	constant	константин		PROPN;INDF;MASC;SG
martha	марта	martha	марта		N;INDF;FEM;SG
torre	торе	torre	торе		PROPN;INDF;MASC;SG
palesztin	палестина	palesztin	палестина		N;INDF;FEM;SG
palesztin	палестинските	palesztin	палестински		ADJ;DEF;PL
aviv	авив	aviv	авив	PROPN;NOM;SG	PROPN;INDF;MASC;SG
cohen	коен	cohen	коен		PROPN;INDF;MASC;SG
képességek	способност	képesség	способност	N;NOM;PL	N;INDF;FEM;SG
haller	халер	haller	халер		N;INDF;MASC;SG
mozgását	движения	mozgás	движение	N;ACC;SG	N;INDF;NEUT;PL
parkok	паркс	park	паркс	N;NOM;PL	N;INDF;FEM;SG
berry	бери	berry	бера		N;INDF;FEM;SG
hannah	хана	hannah	хана		N;INDF;FEM;SG
sportban	спортни	sport	спортен	N;IN+ESS;SG	ADJ;INDF;PL
sportban	спортен	sport	спортен	N;IN+ESS;SG	ADJ;INDF;MASC;SG
sportban	спортно	sport	спортен	N;IN+ESS;SG	ADV
sportban	спортове	sport	спорт	N;IN+ESS;SG	N;INDF;MASC;PL
figyelő	наблюдател	figyelő	наблюдател		N;INDF;MASC;SG
gil	гил	gil	гило		PROPN;INDF;MASC;SG
kölni	кьолн	köl	кьолн		PROPN;INDF;MASC;SG
gerincesek	гръбначни	gerinces	гръбначен	N;NOM;PL	ADJ;INDF;PL
ace	ейс	ace	ейс		N;INDF;MASC;SG
ace	ас	ace	ас		N;INDF;MASC;SG
ace	асе	ace	асе		N;INDF;MASC;SG
ace	асо	ace	асо		N;INDF;FEM;SG
chicagói	чикаго	chicagó	чикаго	N;NOM;SG	PROPN;INDF;MASC;SG
létrehozva	създадени	létrehozva	създам	N;NOM;SG	V;PFV;INDF;PL;V.PTCP;PASS
létrehozva	създадено	létrehozva	създам	N;NOM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
létrehozva	създадена	létrehozva	създам	N;NOM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
létrehozva	създаде	létrehozva	създам	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
létrehozva	създаден	létrehozva	създам	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zero	нулева	zero	нулева		ADJ;INDF;FEM;SG
zero	нула	zero	нула		N;INDF;FEM;SG
zero	нулев	zero	нулев		ADJ;INDF;MASC;SG
karibi	карибите	karibi	кариба	ADJ;NOM;SG	N;DEF;FEM;PL
praktikus	практично	praktikus	практичен	ADJ;NOM;SG	ADV
praktikus	практическо	praktikus	практически	ADJ;NOM;SG	ADV
praktikus	хенди	praktikus	хенда	ADJ;NOM;SG	N;INDF;MASC;SG
praktikus	сръчен	praktikus	сръчен	ADJ;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
hepburn	хепбърн	hepbur	хепбърн		N;INDF;FEM;SG
következetesen	последователно	következetes	последователно	ADJ;FRML;SG	ADV
következetesen	последователни	következetes	последователен	ADJ;FRML;SG	ADJ;INDF;PL
megölni	убий	meg+öl	убия	V;NFIN;ACT	INTJ
gérard	жерар	gérard	жерар		N;INDF;MASC;SG
bennszülött	родна	bennszülött	роден		ADJ;INDF;FEM;SG
bennszülött	местни	bennszülött	местен		ADJ;INDF;PL
fenntartható	устойчиви	fenntartható	устойчив	ADJ;NOM;SG	ADJ;INDF;PL
fenntartható	устойчиво	fenntartható	устойчив	ADJ;NOM;SG	ADV
vonzó	привлекателно	vonzó	привлекателен	ADJ;NOM;SG	ADV
vonzó	атрактивни	vonzó	атрактивен	ADJ;NOM;SG	ADJ;INDF;PL
homoszexuális	хомосексуалист	homoszexuális	хомосексуалист	ADJ;NOM;SG	N;INDF;MASC;SG
kombinált	комбинирана	kombinált	комбинирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kombinált	комбинирано	kombinált	комбинирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kombinált	комбинирани	kombinált	комбинирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
kombinált	комбиниран	kombinált	комбинирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
aromás	ароматни	aromás	ароматен	N;NOM;SG	ADJ;INDF;PL
aromás	ароматно	aromás	ароматно	N;NOM;SG	ADV
hatékonyan	ефикасно	hatékony	ефикасно	ADJ;FRML;SG	ADV
hatékonyan	ефективно	hatékony	ефективно	ADJ;FRML;SG	ADV
hatékonyan	ефективно	hatékony	ефективно	ADJ;FRML;SG	ADV
hatékonyan	ефикасно	hatékony	ефикасно	ADJ;FRML;SG	ADV
elméletileg	хипотетично	elméleti	хипотетично	ADJ;FRML;SG	ADV
elméletileg	теоретично	elméleti	теоретично	ADJ;FRML;SG	ADV
granada	гранада	granada	гранада		N;INDF;FEM;SG
vezeték	тръбопроводи	vezeték	тръбопровод	N;NOM;SG	N;INDF;MASC;PL
vezeték	жици	vezeték	жица	N;NOM;SG	N;INDF;FEM;PL
vezeték	проводници	vezeték	проводник	N;NOM;SG	N;INDF;MASC;PL
készítő	създателя	készítő	създател	ADJ;NOM;SG	N;DEF;MASC;SG
készítő	създател	készítő	създател	ADJ;NOM;SG	N;INDF;MASC;SG
richardson	ричардсън	richards	ричардсън		PROPN;INDF;MASC;SG
ruha	облекла	ruha	облека	N;NOM;SG	N;INDF;NEUT;PL
ruha	дрехи	ruha	дреха	N;NOM;SG	N;INDF;FEM;PL
ruha	дрехите	ruha	дреха	N;NOM;SG	N;DEF;FEM;PL
ruha	дрехи	ruha	дреха	N;NOM;SG	N;INDF;FEM;PL
terek	интервали	terek	интервам	N;NOM;PL	V;IPFV;INDF;PL;PST;V.PTCP;ACT
woody	уди	woody	удя		N;INDF;MASC;SG
vie	vie	vie	vie		PROPN;INDF;MASC;SG
gyűrűt	пръстен	gyűrű	пръстен	N;ACC;SG	ADJ;INDF;MASC;SG
tartósan	трайно	tartós	траен	ADJ;FRML;SG	ADV
tartósan	безвъзвратно	tartós	безвъзвратно	ADJ;FRML;SG	ADV
tanítani	преподаването	tanít	преподаване	V;NFIN;ACT	N;DEF;NEUT;SG
tanítani	преподаване	tanít	преподаване	V;NFIN;ACT	N;INDF;NEUT;SG
kifejezett	изрично	kifejezett	изрично	V;INDF;IND;SG;3;PST;FIN;ACT	ADV
kifejezett	изразена	kifejezett	изразя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kifejezett	изразено	kifejezett	изразя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kifejezett	изразен	kifejezett	изразя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kifejezett	изразени	kifejezett	изразя-(се)	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
adók	данък	adó	данък	N;NOM;PL	N;INDF;MASC;SG
österreich	österreich	österreich	österreich	ADJ;NOM;SG	PROPN;INDF;MASC;SG
húsvét	великденски	húsv	великденски	N;NOM;SG	ADJ;INDF;MASC;SG
termesztett	култивирани	termesztett	култивирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
látszólagos	видимо	látszólagos	видимо	N;NOM;SG	ADV
látszólagos	очевидна	látszólagos	очевидна	N;NOM;SG	ADJ;INDF;FEM;SG
lily	лилия	lily	лилия		N;INDF;FEM;SG
lily	лили	lily	лила		N;INDF;FEM;SG
jogilag	легално	jogilag	легално		ADV
jogilag	законно	jogilag	законен		ADV
genfi	женева	genfi	женева		PROPN;INDF;FEM;SG
zár	катинар	zár	катинар	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
zár	заключване	zár	заключване	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
zár	заключи	zár	заключа	V;INDF;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
zár	ключалка	zár	ключалка	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
zár	заключване	zár	заключване	V;INDF;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
lépcső	стълби	lépcső	стълба	N;NOM;SG	N;INDF;FEM;PL
lépcső	стъпала	lépcső	стъпало	N;NOM;SG	N;INDF;NEUT;PL
lépcső	стъпки	lépcső	стъпка	N;NOM;SG	N;INDF;FEM;PL
lépcső	стълби	lépcső	стълба	N;NOM;SG	N;INDF;FEM;PL
lépcső	крачки	lépcső	крачка	N;NOM;SG	N;INDF;FEM;PL
lépcső	стъпала	lépcső	стъпало	N;NOM;SG	N;INDF;NEUT;PL
lépcső	стълбите	lépcső	стълба	N;NOM;SG	N;DEF;FEM;PL
lépcső	стълби	lépcső	стълба	N;NOM;SG	N;INDF;FEM;PL
carol	каръл	carol	каръл		PROPN;INDF;MASC;SG
carol	керъл	carol	керъл		PROPN;INDF;MASC;SG
carol	карол	carol	карол		PROPN;INDF;MASC;SG
éjjeli	нощна	éjjeli	нощен		ADJ;INDF;FEM;SG
éjjeli	nite	éjjeli	nite		N;INDF;MASC;SG
vedd	вземете	vedd	взема	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
vedd	вземи	vedd	взема	V;DEF;IMP;SG;1;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
koronás	коронован	koronás	короновам		ADJ;INDF;MASC;SG
rab	затворничка	rab	затворничка		N;INDF;FEM;SG
rab	затворник	rab	затворник		N;INDF;MASC;SG
rab	затворничка	rab	затворничка		N;INDF;FEM;SG
rab	затворник	rab	затворник		N;INDF;MASC;SG
szárazföld	земи	szárazföld	земя	N;NOM;SG	N;INDF;FEM;PL
cserék	обмен	cserék	обмен	N;NOM;PL	N;INDF;MASC;SG
kint	отвън	kint	отвън		ADV
kint	навън	kint	навън		ADV
javak	блага	javak	благам-(се)	N;NOM;PL	N;INDF;FEM;SG
baskír	башкирски	baskír	башкирски	N;NOM;SG	ADJ;INDF;MASC;SG
thomson	томсън	thomson	томсън		PROPN;INDF;MASC;SG
alejandro	алехандро	alejand	алехандро	N;NOM;SG	PROPN;INDF;MASC;SG
salamanca	саламанка	salamanca	саламанка		N;INDF;FEM;SG
sarthe	сарт	sart	сарт		N;INDF;MASC;SG
gorkij	горки	gorkij	горка		PROPN;INDF;MASC;SG
gilles	жил	gilles	жил		N;INDF;MASC;SG
burke	бърк	burke	бърк		PROPN;INDF;MASC;SG
sebészeti	хирургическа	sebészeti	хирургически	N;NOM;SG	ADJ;INDF;FEM;SG
sebészeti	хирургически	sebészeti	хирургически	N;NOM;SG	ADJ;INDF;MASC;SG
köztes	междинна	köztes	междинен		ADJ;INDF;FEM;SG
köztes	междинно	köztes	междинно		ADV
köztes	междинен	köztes	междинен		ADJ;INDF;MASC;SG
henderson	хендерсън	henders	хендерсън		PROPN;INDF;MASC;SG
elképzelt	въображаема	elképzelt	въображаем	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
elképzelt	въображаем	elképzelt	въображаем	V;INDF;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
elképzelt	въображаеми	elképzelt	въображаем	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;PL
érdeklődő	води	érdeklődő	водя	ADJ;NOM;SG	V;IPFV;IMP;SG;2;FIN
érdeklődő	заинтересовани	érdeklődő	заинтересован	ADJ;NOM;SG	ADJ;INDF;PL
érdeklődő	заинтригуван	érdeklődő	заинтригувам	ADJ;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
érdeklődő	заинтересуван	érdeklődő	заинтересувам-(се)	ADJ;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ívelt	извита	ívelt	извитам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tengerész	морски	tengerész	морски	N;NOM;SG	ADJ;INDF;MASC;SG
tengerész	морска	tengerész	морски	N;NOM;SG	ADJ;INDF;FEM;SG
disco	дискотека	disco	дискотека		N;INDF;FEM;SG
disco	диско	disco	диско		N;INDF;MASC;SG
márki	маркиза	márki	маркиз		N;INDF;FEM;SG
márki	маркиз	márki	маркиз		N;INDF;MASC;SG
wells	уелс	wells	уелс		PROPN;INDF;MASC;SG
wells	кладенци	wells	кладенец		N;INDF;MASC;PL
valentin	валентин	valentin	валентин		N;INDF;MASC;SG
valentin	валентин	valentin	валентин		N;INDF;MASC;SG
valentin	валънтайн	valentin	валънтайн		N;INDF;MASC;SG
fehérjék	протеин	fehér	протеин	N;NOM;PL	N;INDF;MASC;SG
fehérjék	белтък	fehér	белтък	N;NOM;PL	N;INDF;MASC;SG
felfogás	възприятия	felfogás	възприятие		N;INDF;NEUT;PL
felfogás	схващане	felfogás	схващане		N;INDF;NEUT;SG
felfogás	възприятие	felfogás	възприятие		N;INDF;NEUT;SG
felfogás	възприемане	felfogás	възприемане		N;INDF;NEUT;SG
felfogás	възприятия	felfogás	възприятие		N;INDF;NEUT;PL
felfogás	възприятията	felfogás	възприятие		N;DEF;NEUT;PL
felfogás	възприятие	felfogás	възприятие		N;INDF;NEUT;SG
felfogás	възприемане	felfogás	възприемане		N;INDF;NEUT;SG
gépesített	механизирани	gépesít	механизирам	V;INDF;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
találkoztam	срещна	találkozik	срещна-(се)	V;INDF;IND;SG;1;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
találkoztam	мет	találkozik	мет	V;INDF;IND;SG;1;PST;FIN;ACT	N;INDF;FEM;SG
támadásokat	атакува	támadás	атакувам	N;ACC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
januári	януари	januári	януари	ADJ;NOM;SG	N;INDF;MASC;SG
veleszületett	вродена	veleszület	вродя	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
