talent	таланти	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;PL
pričakovali	очакван	pričakovati	очаквам	V;IPFV;MASC;PL;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
pričakovali	очаквана	pričakovati	очаквам	V;IPFV;MASC;PL;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
temple	темпъл	temple	темпъл		N;INDF;MASC;SG
temple	храмът	temple	храм		N;DEF;MASC;SG
temple	храм	temple	храм		N;INDF;MASC;SG
večno	вечна	večen	вечен	ADV	ADJ;INDF;FEM;SG
večno	вечни	večen	вечен	ADV	ADJ;INDF;PL
večno	вечен	večen	вечен	ADV	ADJ;INDF;MASC;SG
osmi	осма	osmi	осми	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
osmi	осми	osmi	осми	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
osmi	осмо	osmi	осмо	ADJ;NOM;MASC;PL	ADJ;INDF;NEUT;SG
lokomotiva	локомотив	lokomotiv	локомотив	N;NOM;MASC;DU	N;INDF;MASC;SG
protiletalski	зенитни	protiletalski	зенитен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
sončna	слънчев	sončen	слънчев	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
sončna	слънчево	sončen	слънчево	ADJ;NOM;FEM;SG	ADV
sončna	съни	sončen	сън	ADJ;NOM;FEM;SG	PROPN;INDF;MASC;SG
sončna	слънчеви	sončen	слънчев	ADJ;NOM;FEM;SG	ADJ;INDF;PL
sončna	слънчево	sončen	слънчево	ADJ;NOM;FEM;SG	ADV
sončna	слънчеви	sončen	слънчев	ADJ;NOM;FEM;SG	ADJ;INDF;PL
nositi	носене	nositi	носене	V;IPFV;NFIN	N;INDF;NEUT;SG
nositi	износване	nositi	износване	V;IPFV;NFIN	N;INDF;NEUT;SG
moss	мос	moss	мос	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
štajerska	щирия	štajerski	щирия	ADJ;NOM;FEM;SG	PROPN;INDF;FEM;SG
oklahoma	оклахома	oklahoma	оклахом	N;DAT;MASC;DU	PROPN;INDF;MASC;SG
listine	харта	listina	харта	N;NOM;FEM;PL	N;INDF;FEM;SG
listine	хартата	listina	харта	N;NOM;FEM;PL	N;DEF;FEM;SG
prostorsko	пространствен	prostorski	пространствен	ADV	ADJ;INDF;MASC;SG
prostorsko	пространствени	prostorski	пространствен	ADV	ADJ;INDF;PL
walsh	уолш	walsh	уолш	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
mio	миа	mio	мил	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
mio	мио	mio	мио	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
lane	лейн	lan	лейн		PROPN;INDF;MASC;SG
fifa	фифа	fifa	фиф	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
zaseda	засада	zaseda	засада	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
kritični	критичен	kritičen	критичен	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
kritični	критично	kritičen	критично	ADJ;NOM;MASC;PL	ADV
kritični	критична	kritičen	критичен	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
združi	обединяване	združiti	обединяване	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
združi	сливане	združiti	сливане	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
združi	съчетават	združiti	съчетавам	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
združi	обедини	združiti	обединя-(се)	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
neposredne	директна	neposreden	директен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
neposredne	директно	neposreden	директно	ADJ;NOM;FEM;PL	ADV
neposredne	пряко	neposreden	пряко	ADJ;NOM;FEM;PL	ADV
neposredne	директен	neposreden	директен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
pink	розово	pink	розово	N;NOM;MASC;SG	ADV
pink	розов	pink	розов	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
pink	розова	pink	розова	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
pink	розови	pink	розов	N;NOM;MASC;SG	ADJ;INDF;PL
čaščenje	боготворят	čaščenje	боготворя	N;NOM;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
omejeni	ограничено	omejen	огранича	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
omejeni	ограничена	omejen	огранича-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
omejeni	limited	omejen	limited	ADJ;NOM;MASC;PL;V.PTCP	PROPN;INDF;MASC;SG
omejeni	ограничен	omejen	огранича-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
omejeni	ограничени	omejen	огранича-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
omejeni	ограничено	omejen	огранича	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
omejeni	ограничена	omejen	огранича-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
omejeni	ограничен	omejen	огранича-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
omejeni	ограничени	omejen	огранича-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
peters	питърс	peters	питърс	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
filippo	филипо	filippo	филипо	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
pojasnilo	обяснения	pojasniti	обясня-(се)	N;NOM;NEUT;SG	N;INDF;NEUT;PL
pojasnilo	разяснения	pojasniti	разяснение	N;NOM;NEUT;SG	N;INDF;NEUT;PL
pojasnilo	разяснения	pojasniti	разяснение	N;NOM;NEUT;SG	N;INDF;NEUT;PL
porušili	разрушена	porušiti	разруша-(се)	V;PFV;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
porušili	разрушен	porušiti	разруша-(се)	V;PFV;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ionizacijski	йонизация	ionizacijski	йонизация	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
tisočletje	хилядолетия	tisočletje	хилядолетие	N;NOM;NEUT;SG	N;INDF;NEUT;PL
plače	заплатата	plača	заплата	N;NOM;FEM;PL	N;DEF;FEM;SG
plače	заплата	plača	заплата	N;NOM;FEM;PL	N;INDF;FEM;SG
rex	рекс	rex	рекс		N;INDF;MASC;SG
vladislav	владислав	vladislav	владислав	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
sergejevič	сергеевич	sergejevič	сергеевич	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
ciper	кипър	ciper	кипър	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
roza	розово	roza	розово	N;NOM;FEM;SG	ADV
roza	розов	roza	розов	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
roza	розова	roza	розова	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
roza	розови	roza	розов	N;NOM;FEM;SG	ADJ;INDF;PL
češkoslovaško	чехословакия	češkoslovaški	чехословаки	ADJ;NOM;NEUT;SG	PROPN;INDF;FEM;SG
dodaten	допълнителни	dodaten	допълнителен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
dodaten	допълнително	dodaten	допълнително	ADJ;NOM;INDF;MASC;SG	ADV
dodaten	екстра	dodaten	екстра	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
kapital	капитали	kapital	капитал	N;NOM;MASC;SG	N;INDF;MASC;PL
ugotovitev	находки	ugotovitev	находка	N;NOM;FEM;SG	N;INDF;FEM;PL
ugotovitev	открития	ugotovitev	откритие	N;NOM;FEM;SG	N;INDF;NEUT;PL
ugotovitev	констатации	ugotovitev	констатация	N;NOM;FEM;SG	N;INDF;FEM;PL
glukoze	глюкоза	glukoza	глюкоз	N;NOM;FEM;PL	N;INDF;FEM;SG
naročila	поръчани	naročiti	поръчам	V;PFV;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
naročila	договори	naročiti	договор	V;PFV;FEM;SG;V.PTCP	N;INDF;MASC;PL
naročila	поръчки	naročiti	поръчка	V;PFV;FEM;SG;V.PTCP	N;INDF;FEM;PL
naročila	ред	naročiti	ред	V;PFV;FEM;SG;V.PTCP	N;INDF;MASC;SG
naročila	поръчка	naročiti	поръчка	V;PFV;FEM;SG;V.PTCP	N;INDF;FEM;SG
naročila	нареждания	naročiti	нареждане	V;PFV;FEM;SG;V.PTCP	N;INDF;NEUT;PL
naročila	заповеди	naročiti	заповедя	V;PFV;FEM;SG;V.PTCP	N;INDF;MASC;PL
naročila	поръчки	naročiti	поръчка	V;PFV;FEM;SG;V.PTCP	N;INDF;FEM;PL
objavljene	публикувани	objavljen	публикувам	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
objavljene	публикуван	objavljen	публикувам	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
objavljene	публикувана	objavljen	публикувам	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
objavljene	публикувано	objavljen	публикувам	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kleti	мазе	klet	маз	N;NOM;FEM;PL	N;INDF;NEUT;SG
kleti	мазето	klet	мазе	N;NOM;FEM;PL	N;DEF;NEUT;SG
oblikovana	формулирана	oblikovan	формулирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
oblikovana	формулирани	oblikovan	формулирам	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
kršitev	нарушения	kršitev	нарушение	N;NOM;FEM;SG	N;INDF;NEUT;PL
ilija	илия	ilija	илия	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
ilija	иля	ilija	иля	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
ilija	илия	ilija	илия	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
sloni	слонове	sloneti	слон	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
sloni	слоновете	sloneti	слон	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;MASC;PL
pečat	сийл	pečat	сийл	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
irsko	ирландски	irski	ирландски	ADJ;NOM;NEUT;SG	PROPN;INDF;MASC;SG
irsko	ирландци	irski	ирландец	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
irsko	ирландско	irski	ирландски	ADJ;NOM;NEUT;SG	ADV
irsko	ирландия	irski	ирландия	ADJ;NOM;NEUT;SG	PROPN;INDF;FEM;SG
pivo	бирите	pivo	бира	N;NOM;NEUT;SG	N;DEF;FEM;PL
pivo	бири	pivo	бира	N;NOM;NEUT;SG	N;INDF;FEM;PL
hercegovine	херцеговина	hercegovina	херцеговина	N;NOM;FEM;PL	N;INDF;FEM;SG
absorbira	погълнати	absorbirati	погълна	V;IND;SG;3;PRS;FIN	V;PFV;INDF;PL;V.PTCP;PASS
absorbira	погълната	absorbirati	погълен	V;IND;SG;3;PRS;FIN	ADJ;DEF;FEM;SG
znamenja	маркс	znamenje	маркс	N;NOM;NEUT;PL	PROPN;INDF;MASC;SG
lepote	красавица	lepota	красавица	N;NOM;FEM;PL	N;INDF;FEM;SG
lepote	прелест	lepota	прелест	N;NOM;FEM;PL	N;INDF;FEM;SG
lepote	красота	lepota	красота	N;NOM;FEM;PL	N;INDF;FEM;SG
caroline	каролин	carolina	каролин	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
caroline	каролайн	carolina	каролайн	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
caroline	керълайн	carolina	керълайн	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
caroline	карълайн	carolina	карълайн	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
soares	соарес	soares	соарес	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
romantike	романтика	romantika	романтика	N;NOM;FEM;PL	N;INDF;FEM;SG
romantike	романс	romantika	романс	N;NOM;FEM;PL	N;INDF;MASC;SG
nogo	фут	noga	фут	N;ACC;FEM;SG	PROPN;INDF;MASC;SG
nogo	крака	noga	крак	N;ACC;FEM;SG	N;INDF;MASC;PL
lamborghini	ламборгини	lamborghina	ламборгина	N;NOM;MASC;SG	N;INDF;MASC;PL
sporna	спорни	sporen	спорен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
sporna	спорно	sporen	спорен	ADJ;NOM;FEM;SG	ADV
računalniška	компютър	računalniški	компютър	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
računalniška	компютъра	računalniški	компютър	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
thomson	томсън	thomson	томсън		PROPN;INDF;MASC;SG
posvečeno	посветен	posvečen	посветя-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
posvečeno	посветена	posvečen	посветя-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
posvečeno	отдадени	posvečen	отдам-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
posvečeno	отдадена	posvečen	отдам-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
basel	базел	basti	базел		PROPN;INDF;MASC;SG
temeljna	фундаментално	temeljen	фундаментално	ADJ;NOM;FEM;SG	ADV
klubi	спатия	klub	спатия	N;NOM;MASC;PL	N;INDF;FEM;SG
toledo	толедо	toleda	толедо	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
potrditev	потвърждавам	potrditev	потвърждавам	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
potrditev	потвърди	potrditev	потвърдя	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
slapovi	фолс	slap	фолс	N;NOM;MASC;PL	N;INDF;MASC;SG
slapovi	пада	slap	падам-(се)	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
avstralijo	австралия	avstralija	австралия	N;ACC;FEM;SG	PROPN;INDF;FEM;SG
portugalsko	португалия	portugalski	португалия	ADJ;NOM;NEUT;SG	PROPN;INDF;FEM;SG
izdano	издадена	izdano	издам-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
izdano	издаден	izdano	издам-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
izdano	емитирани	izdano	емитирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
izdano	издадени	izdano	издам-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
izdano	издадено	izdano	издам-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
označi	отбелязване	označiti	отбелязване	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
označi	таг	označiti	таг	V;PFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
označi	етикет	označiti	етикет	V;PFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
označi	марк	označiti	марк	V;PFV;IND;SG;3;PRS;FIN	PROPN;INDF;MASC;SG
označi	отбелязване	označiti	отбелязване	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
grace	грейс	graca	грейс	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
digitalna	цифров	digitalen	цифров	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
digitalna	цифрово	digitalen	цифров	ADJ;NOM;FEM;SG	ADV
digitalna	цифрови	digitalen	цифров	ADJ;NOM;FEM;SG	ADJ;INDF;PL
serra	сера	serra	сера		PROPN;INDF;MASC;SG
zmanjšana	намален	zmanjšan	намаля	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmanjšana	намалено	zmanjšan	намаля	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zmanjšana	намалена	zmanjšan	намаля	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zmanjšana	намалени	zmanjšan	намаля	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
zmanjšana	намалено	zmanjšan	намаля	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zmanjšana	намален	zmanjšan	намаля	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmanjšana	намалена	zmanjšan	намаля	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zlo	злото	zlo	зло		N;DEF;NEUT;SG
zlo	зла	zlo	зъл		ADJ;INDF;FEM;SG
zlo	зъл	zlo	зъл		ADJ;INDF;MASC;SG
zlo	зли	zlo	зли		N;INDF;MASC;PL
zlo	зло	zlo	зло		N;INDF;NEUT;SG
iowa	айова	iow	айова	PROPN;NOM;MASC;SG	PROPN;INDF;FEM;SG
pearl	пърл	pearla	пърл	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
pearl	перла	pearla	пера	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
centimetrov	инча	centimeter	инча	N;GEN;MASC;PL	N;INDF;MASC;SG
centimetrov	см	centimeter	сантиметър	N;GEN;MASC;PL	N;INDF;MASC;SG
aaron	аарон	aaron	аарон	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
aaron	арон	aaron	арон	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
aaron	аарън	aaron	аарън	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
aaron	арън	aaron	арън	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
razdeljeni	разделена	razdeljen	разделя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
razdeljeni	разделено	razdeljen	разделя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
razdeljeni	разделени	razdeljen	разделя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
razdeljeni	разделен	razdeljen	разделя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
razdeljeni	разпределена	razdeljen	разпределя	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
razdeljeni	разпределени	razdeljen	разпределя	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
razdeljeni	разпределен	razdeljen	разпределя	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
razdeljeni	разпределено	razdeljen	разпределя	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
amy	ейми	amy	ейма	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
grič	хил	grič	хил	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
grič	hill	grič	hill	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
sekretarja	секретарки	sekretar	секретарка	N;NOM;MASC;SG	N;INDF;FEM;PL
sekretarja	секретари	sekretar	секретар	N;NOM;MASC;SG	N;INDF;MASC;PL
koreji	корея	korej	корей	N;DAT;FEM;SG	PROPN;INDF;FEM;SG
zdenko	зденко	zdenka	зденко		N;INDF;MASC;SG
clay	глина	clay	глина	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
clay	клей	clay	клей	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
jude	джуд	jud	джуд	N;ACC;MASC;PL	N;INDF;MASC;SG
živec	нерви	živec	морви	N;NOM;MASC;SG	N;INDF;FEM;PL
magnetni	магнитни	magneten	магнитен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
sirije	сирия	sirija	сир	N;NOM;FEM;PL	PROPN;INDF;FEM;SG
plastike	пластмаса	plastika	пластмас	N;NOM;FEM;PL	N;INDF;FEM;SG
omejene	ограничено	omejen	огранича	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
omejene	ограничена	omejen	огранича-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
omejene	limited	omejen	limited	ADJ;NOM;FEM;PL;V.PTCP	PROPN;INDF;MASC;SG
omejene	ограничен	omejen	огранича-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
omejene	ограничени	omejen	огранича-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
slovaški	словашки	slovaški	словашки	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
obalna	крайбрежните	obalen	крайбрежен	ADJ;NOM;FEM;SG	ADJ;DEF;PL
obalna	крайбрежни	obalen	крайбрежен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
rolf	ролф	rolf	ролф	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
eksperimentalno	експериментални	eksperimentalno	експериментален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
eksperimentalno	експериментално	eksperimentalno	експериментално	ADJ;NOM;NEUT;SG	ADV
devica	девствен	devica	девствен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
devica	девствена	devica	девствен	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
negativen	отрицателно	negativen	отрицателен	ADJ;NOM;INDF;MASC;SG	ADV
negativen	отрицателни	negativen	отрицателен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
poceni	евтино	poceni	евтин		ADV
poceni	евтин	poceni	евтин		ADJ;INDF;MASC;SG
poceni	евтини	poceni	евтин		ADJ;INDF;PL
poceni	евтина	poceni	евтин		ADJ;INDF;FEM;SG
ploščice	плочка	ploščica	плочка	N;NOM;FEM;PL	N;INDF;FEM;SG
dietrich	дитрих	dietrich	дитрих		PROPN;INDF;MASC;SG
zadetek	удари	zadetek	удар	N;NOM;MASC;SG	N;INDF;MASC;PL
fanta	момчета	fant	момче	N;ACC;MASC;SG	N;INDF;NEUT;PL
magic	магии	magica	магия	N;NOM;MASC;SG	N;INDF;FEM;PL
ogromne	огромен	ogromen	огромен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
ogromne	огромно	ogromen	огромен	ADJ;NOM;FEM;PL	ADV
ogromne	огромна	ogromen	огромен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
albrecht	албрехт	albrecht	албрехт	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
maine	мейн	main	мейн	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
toplotno	топлинна	toplotno	топлинен	ADV	ADJ;INDF;FEM;SG
dos	дос	dos	дос	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
jensen	дженсън	jensen	дженсън	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
papi	папи	papa	папя-(се)	PROPN;NOM;MASC;SG	N;INDF;FEM;PL
protitelesa	антитяло	protitel	антитяло	N;NOM;FEM;SG	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
mehanika	механици	mehanika	механица	N;NOM;FEM;SG	N;INDF;MASC;PL
narejeni	направена	narejen	направя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
narejeni	направено	narejen	направя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
narejeni	направен	narejen	направя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
narejeni	направени	narejen	направя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
mate	половинка	mati	половинка		N;INDF;FEM;SG
osborne	озбърн	osboren	озбърн	ADJ;NOM;DEF;MASC;SG	PROPN;INDF;MASC;SG
ozek	тясно	ozek	тясно	ADJ;NOM;INDF;MASC;SG	ADV
ozek	тесни	ozek	тесен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
emily	емили	emily	емил	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
oslo	осло	oslo	осло	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
sok	сокове	sok	сок	N;NOM;MASC;SG	N;INDF;MASC;PL
vztrajno	упорит	vztrajno	упорит	ADV	ADJ;INDF;MASC;SG
vztrajno	упорита	vztrajno	упорит	ADV	ADJ;INDF;FEM;SG
kovina	метали	kovina	метал	N;NOM;FEM;SG	N;INDF;MASC;PL
kilogramov	килограма	kilogram	килограм	N;GEN;MASC;PL	N;DEF;MASC;SG
kilogramov	паунда	kilogram	паунда	N;GEN;MASC;PL	N;DEF;MASC;SG
peru	перу	peru	перу	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
miško	маус	miški	маус	ADV	N;INDF;MASC;SG
miško	миши	miški	миша	ADV	N;INDF;FEM;PL
miško	мишки	miški	мишка	ADV	N;INDF;FEM;PL
miško	мишка	miški	мишка	ADV	N;INDF;FEM;SG
pričakovanja	очакване	pričakovanje	очакване	N;NOM;NEUT;PL	N;INDF;NEUT;SG
apple	apple	apple	apple	N;NOM;MASC;SG	PROPN
pripadnosti	принадлежащи	pripadnost	принадлежа	N;GEN;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
frančiškanski	францискански	frančiškanski	францискански	ADJ;NOM;MASC;SG	PROPN;INDF;MASC;SG
ogroženih	застрашена	ogrožen	застраша	ADJ;GEN;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ogroženih	застрашени	ogrožen	застраша	ADJ;GEN;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
odgovori	отговори	odgovor	отговоря	N;NOM;MASC;PL	V;PFV;IND;SG;3;PST;FIN;ACT
odgovori	отговор	odgovor	отговор	N;NOM;MASC;PL	N;INDF;MASC;SG
odgovori	отговори	odgovor	отговоря	N;NOM;MASC;PL	V;PFV;IND;SG;3;PST;FIN;ACT
odgovori	отговор	odgovor	отговор	N;NOM;MASC;PL	N;INDF;MASC;SG
odgovori	отговори	odgovor	отговоря	N;NOM;MASC;PL	V;PFV;IND;SG;3;PST;FIN;ACT
odgovori	отговори	odgovor	отговоря	N;NOM;MASC;PL	V;PFV;IND;SG;3;PST;FIN;ACT
razkrije	разкрива	razkriti	разкривам-(се)	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pesniki	поетите	pesnik	поема	N;NOM;MASC;PL	ADJ;PFV;DEF;PL;V.PTCP;PASS
pesniki	поети	pesnik	поема	N;NOM;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
