wat	מה	wat	מה	PRO	ADV
martin	מרטין	martin	מרטין		PROPN
vele	הרבה	vele	הרבה		ADV
vele	רבות	vele	רב		N;FEM;PL
vele	רבים	vele	רב		V;MASC;PL;V.PTCP;ACT
verhuis	הועבר	verhuis	הועבר	V;PRS	V;MASC;SG;3;PST;PASS
verhuis	עבר	verhuis	עבר	V;PRS	N;MASC;SG
verhuis	עברה	verhuis	עבר	V;PRS	V;FEM;SG;3;PST
saal	הול	saal	הול	N;SG	PROPN
spel	המשחק	spel	המשחק	N;SG	PROPN
litaue	ליטא	litau	ליטא	ADJ;NOM	PROPN
rand	ראנד	rand	ראנד		PROPN
vlae	דגל	vlaag	דגל	N;PL	N;MASC;SG
monument	האנדרטה	monument	האנדרטה	N;SG	PROPN
gelyk	שוות	gelyk	שווה		ADJ
gelyk	שווים	gelyk	שווה		ADJ;MASC;PL
gelyk	שווה	gelyk	שווה		PROPN
silwer	ליטר	silwer	ליטר		PROPN
silwer	סינון	silwer	סינון		N;MASC;SG
silwer	כסף	silwer	כסף		N;MASC;SG
silwer	סילבר	silwer	סילבר		PROPN
silwer	מכסף	silwer	מכסף		N;MASC;SG
silwer	למלא	silwer	מילא		V;NFIN;ACT
voorwerp	האובייקט	voorwerp	האובייקט	N;SG	PROPN
natuur	הטבע	natuur	הטבע	N;SG	
natuur	טבע	natuur	טבע	N;SG	
stille	שקטה	stille	שקטה	N;SG	ADJ;FEM;SG
westerse	המערבי	westers	המערבי		PROPN
westerse	מערב	westers	מערב		N;MASC;SG
westerse	מערבי	westers	מערבי		PROPN
vereniging	האגודה	vereniging	האגודה	N;SG	PROPN
seker	בטח	seker	בטח	ADV	
seker	בטוח	seker	None	ADV	
verstaan	מבין	verstaan	מבין	V;PRS	ADP
komitee	הוועדה	komitee	הוועד	N;SG	PROPN
komitee	הוועד	komitee	הוועד	N;SG	
eintlik	תכלס	eintlik	כילס		ADV
eintlik	בעצם	eintlik	בעצם		ADV
eintlik	למעשה	eintlik	למעשה		ADV
ware	בפועל	waar	בפועל	N;SG	ADV
bedank	תפרוש	bedank	תפרוש	V;PRS	V;FEM;SG;3;FUT;ACT
griekeland	אקרון	griekeland	אקרון	N;SG	PROPN
griekeland	יוון	griekeland	יוון	N;SG	PROPN
iran	איראן	iran	איראן		PROPN
iran	אירן	iran	אירן		PROPN
vrugte	פרי	vrug	פרי	N;SG	
vrugte	פירות	vrug	פרי	N;SG	N;MASC;PL
stigter	יוצר	stigter	יצר		V;MASC;SG;V.PTCP;ACT
stigter	יוצרת	stigter	יצר		V;FEM;SG;V.PTCP;ACT
stigter	היוצר	stigter	היוצר		PROPN
stam	שורש	stam	שורש	N;SG	PROPN
stam	רוט	stam	רוט	N;SG	PROPN
verlede	העבר	verlede	העבר	N;SG	
uiters	קיצוניות	uiters	קיצוני	ADV	ADJ;FEM;PL
uiters	קיצוני	uiters	קיצוני	ADV	N;MASC;SG
uiters	אקסטרים	uiters	אקסטרי	ADV	N;MASC;PL
akademie	אקדמיה	akademie	אקדמיה	N;SG	PROPN
aangewys	המיועד	aanwys	המיועד	V;PST;V.PTCP	N;MASC;SG
gesluit	סגורות	sluit	סגור	V;PST;V.PTCP	ADJ;FEM;PL
gesluit	סגורים	sluit	סגור	V;PST;V.PTCP	ADJ;MASC;PL
gesluit	סגור	sluit	סגור	V;PST;V.PTCP	
gesluit	סגורה	sluit	סגור	V;PST;V.PTCP	ADJ;FEM;SG
eenvoudige	פשוט	eenvoudig	פשוט	ADJ;NOM	
gekoop	רכש	koop	רכש	V;PST;V.PTCP	PROPN
portugese	פורטוגזית	portugees	פורטוגזי	ADJ;NOM	PROPN
portugese	בפורטוגזית	portugees	בפורטוגזית	ADJ;NOM	PROPN
tradisie	המסורת	tradisie	המסורה	N;SG	PROPN
here	לורד	heer	לורד		PROPN
kalifornië	קליפורניה	kalifornië	קליפורניה	N;SG	PROPN
royal	מלכותי	royal	מלכותי		N;MASC;SG
royal	רויאל	royal	רויאל		PROPN
bevind	מוצא	bevind	מוצא	V;PRS	PROPN
egiptiese	מצרית	egipties	מצרי		ADV
egiptiese	מצרי	egipties	מצרי		PROPN
egiptiese	המצרי	egipties	המצרי		PROPN
publiseer	פרסם	publiseer	פרסם	V;PRS	V;MASC;SG;3;PST;ACT
akademiese	אקדמית	akademies	אקדמי	ADJ;NOM	ADV
gesterf	מת	sterf	מת	V;PST;V.PTCP	ADJ;MASC;SG
gesterf	מתו	sterf	מת	V;PST;V.PTCP	PROPN
gesterf	מתה	sterf	מת	V;PST;V.PTCP	PROPN
anglo	אנגלו	anglo	אנגלו		PROPN
vryheid	החופש	vryheid	החופש	N;SG	ADV
vryheid	ליברטי	vryheid	ליברטי	N;SG	PROPN
last	אחרונה	last	אחרון		ADJ;FEM;SG
last	אחרונות	last	אחרון		N;FEM;PL
last	האחרון	last	האחרון		PROPN
last	אחרונים	last	אחרון		ADJ;MASC;PL
last	אחרון	last	אחרון		ADJ;MASC;SG
afkomstig	איתר	afkomstig	איתר		N;MASC;SG
slawiese	הסלאבית	slawies	הסלאבית	ADJ;NOM	PROPN
argentinië	ארגנטינה	argentinië	ארגנטינה	N;SG	PROPN
skilder	צביעה	skilder	צביעה		N;FEM;SG
skilder	ציור	skilder	ציור		N;MASC;SG
stedelike	עירונית	stedelik	עירוני	ADJ;NOM	ADV
stedelike	עירוני	stedelik	עירוני	ADJ;NOM	PROPN
sondag	ראשון	sondag	ראשון		PROPN
geheel	שלם	geheel	שלם	ADV	ADJ;MASC;SG
geheel	שלמה	geheel	שלמה	ADV	PROPN
geheel	מכלול	geheel	מכלול	ADV	
brief	אות	brief	אות	N;SG	
viii	השמיני	viii	השמין		PROPN
nes	קן	nes	קן		PROPN
geslaag	חלף	slaag	חלף	V;PST;V.PTCP	PROPN
geslaag	עבר	slaag	עבר	V;PST;V.PTCP	N;MASC;SG
spaans	ספרדי	spaans	ספרדי		PROPN
spaans	ספרדית	spaans	ספרדית		PROPN
pierre	פייר	pierre	פייר		PROPN
midde	ביניים	midde	ביניים	N;SG	
midde	התיכון	midde	התיכון	N;SG	PROPN
midde	האמצע	midde	האמצע	N;SG	
publiek	ציבורית	publiek	ציבורי	N;SG	ADV
publiek	ציבורי	publiek	ציבורי	N;SG	ADJ;MASC;SG
publiek	הציבור	publiek	הציבור	N;SG	
turkye	הודו	turky	הודו		PROPN
turkye	טורקיה	turky	טורקיה		PROPN
era	עידן	era	עידן	N;SG	PROPN
golf	גל	golf	גל	N;SG	PROPN
natuurlik	קורס	natuurlik	קורס		N;MASC;SG
natuurlik	מסלול	natuurlik	מסלול		N;MASC;SG
mooi	יפים	mooi	יפה		ADJ;MASC;PL
mooi	יפות	mooi	יפה		ADJ;FEM;PL
geboorte	לידת	geboorte	לידה	N;SG	PROPN
oorleef	שורד	oorleef	שורד	V;PRS	PROPN
predikante	כמורה	predikant	כמור	N;PL	
direk	ישירה	direk	ישיר		ADV
verwant	קשורות	verwant	קשר		V;FEM;PL;V.PTCP;ACT
verwant	קשור	verwant	קשר		V;MASC;SG;V.PTCP;ACT
verwant	קשורה	verwant	קשר		V;FEM;SG;V.PTCP;ACT
verwant	קשורים	verwant	קשר		V;MASC;PL;V.PTCP;ACT
redakteur	העורך	redakteur	העורך	N;SG	ADV
redakteur	עורכת	redakteur	עורך	N;SG	V;FEM;SG;V.PTCP;ACT
gregorius	גרגורי	gregorius	גרגור		PROPN
gregorius	גרגוריוס	gregorius	גרגוריוס		PROPN
ontdekking	דיסקברי	ontdekking	דיסקברי	N;SG	PROPN
ontdekking	התגלית	ontdekking	התגלית	N;SG	
wilhelm	וילהלם	wilhelm	וילהלם		PROPN
bietjie	קטן	bietjie	קטן	DET	ADJ;MASC;SG
bietjie	קטנה	bietjie	קטן	DET	ADJ;FEM;SG
bietjie	ליטל	bietjie	ניטל	DET	PROPN
amsterdam	אמסטרדם	amsterdam	אמסטרדם		PROPN
kaptein	קפטן	kaptein	קפטן	N;SG	PROPN
kaptein	סרן	kaptein	סרן	N;SG	PROPN
voorstad	פרבר	voorstad	פרבר	N;SG	PROPN
siekte	מחלות	siekte	מחלה	N;SG	N;FEM;PL
siekte	חולי	siekte	חולי	N;SG	PROPN
professionele	מקצועיות	professioneel	מקצועיות	ADJ;NOM	N;FEM;PL
professionele	מקצוען	professioneel	מקצוען	ADJ;NOM	PROPN
professionele	מקצועית	professioneel	מקצועי	ADJ;NOM	ADV
mediese	רפואה	medies	רפואה	ADJ;NOM	N;FEM;SG
uitvoerende	מנהל	uitvoer	מנהל	ADJ;NOM	N;MASC;SG
getrou	נישא	trou	נישא	ADV	V;MASC;SG;3;PST;MID
getrou	נשוי	trou	נשוי	ADV	
getrou	התחתן	trou	התחתן	ADV	V;MASC;SG;3;PST
getrou	נשואים	trou	נשא	ADV	N;MASC;PL
getrou	נשואה	trou	נשוי	ADV	ADJ;FEM;SG
toegang	הגישה	toegang	הגיש	N;SG	V;FEM;SG;3;PST;ACT
phil	פיל	phil	פיל		PROPN
bank	הבנק	bank	הבנק	N;SG	
teken	שלוף	teken	שלוף	V;PRS	
teken	צייר	teken	צייר	V;PRS	PROPN
teken	תיקו	teken	תיקו	V;PRS	N;MASC;SG
teken	חתום	teken	חתום	V;PRS	PROPN
teken	סימן	teken	סימן	V;PRS	N;MASC;SG
teken	שלט	teken	שלט	V;PRS	
skaars	בקושי	skaars	בקושי	V;PRS	ADV
skaars	נדירים	skaars	נדיר	V;PRS	ADJ;MASC;PL
skaars	נדירה	skaars	נדיר	V;PRS	ADJ;FEM;SG
skaars	נא	skaars	None	V;PRS	
skaars	נדיר	skaars	נדיר	V;PRS	
gesag	הרשות	gesag	הרשה	N;SG	N;FEM;PL
ensiklopedie	אנציקלופדיה	ensiklopedie	אנציקלופדיה	N;SG	PROPN
ierse	אירי	ierse	אירי	DET;DEF	PROPN
ierse	אירית	ierse	אירי	DET;DEF	PROPN
suster	אחותי	suster	אחותי		V;SG;1;PST;ACT
suster	אחות	suster	אחות		N;FEM;SG
andré	אנדרה	andré	אנדרה	N;SG	PROPN
andré	אנדרי	andré	אנדרי	N;SG	PROPN
myl	מיילס	myl	מיילס	N;SG	PROPN
myl	קילומטרים	myl	קילומטר	N;SG	N;MASC;PL
myl	מיילים	myl	יילה	N;SG	V;MASC;PL;V.PTCP;ACT
myl	מייל	myl	מייל	N;SG	PROPN
tegnologie	טכנולוגיה	tegnologie	טכנולוגיה		N;FEM;SG
tegnologie	הטכנולוגיה	tegnologie	הטכנולוגיה		N
verby	שמעבר	verby	שמעבר	ADP	PROPN
verby	מעבר	verby	מעבר	ADP	
verby	חלף	verby	חלף	ADP	PROPN
verby	חלפה	verby	חלף	ADP	V;FEM;SG;3;PST;ACT
verby	עבר	verby	עבר	ADP	N;MASC;SG
mitologie	מיתולוגיה	mitologie	מיתולוגיה	N;SG	PROPN
christus	המשיח	christus	המשיח		V;MASC;SG;3;PST;ACT
portugal	פורטוגל	portugal	פורטוגל		PROPN
toekenning	פרס	toekenning	פרס	N;SG	PROPN
afsonderlike	בנפרד	afsonderlik	בנפרד	ADJ;NOM	PROPN
afsonderlike	נפרדים	afsonderlik	נפרד	ADJ;NOM	V;MASC;PL;V.PTCP;MID
gauteng	חאוטנג	gauteng	חאוטנג		PROPN
gode	אולימפיים	gode	אולימפי	N;PL	ADJ;MASC;PL
frederik	פרדריק	frederik	פרדריק	N;SG	PROPN
onderkant	תחתון	onderkant	תחתון		ADJ;MASC;SG
onderkant	תחתית	onderkant	תחתית		N;FEM;SG
vas	תקיף	vas	תקיף	ADV	
manlike	זכר	manlik	זכר	ADJ;NOM	
toegeneem	גדל	toeneem	גדל	V;PST;V.PTCP	
mars	מאדים	mars	מאדים		PROPN
mars	מארס	mars	מרס		PROPN
beaufort	ביופורט	beaufort	ביופורט	PROPN;SG	PROPN
hande	ידים	hand	יד	N;PL	
hande	ידיים	hand	יד	N;PL	
kompetisie	התחרות	kompetisie	התחרה	N;SG	N;FEM;PL
privaat	בפרטיות	privaat	בפרטיות	ADJ;NOM	ADV
privaat	פרטית	privaat	פרטי	ADJ;NOM	ADV
privaat	פרטי	privaat	פרט	ADJ;NOM	N;MASC;PL
privaat	טוראי	privaat	טוראי	ADJ;NOM	PROPN
privaat	לפרטי	privaat	לפרטי	ADJ;NOM	
aktief	פעיל	aktief	פעיל	ADV	N;MASC;SG
aktief	פעילה	aktief	פעיל	ADV	ADJ;FEM;SG
aktief	פעילים	aktief	פעיל	ADV	N;MASC;PL
aktief	פעילויות	aktief	פעילות	ADV	N;FEM;PL
abraham	אברהם	abraham	אברהם		PROPN
partye	מסיבות	party	מסיבה	N;PL	
benedictus	בנדיקט	benedictus	בנדיקט		PROPN
benedictus	בנדיקטוס	benedictus	בנדיקטוס		PROPN
eindig	מסתיים	eindig	הסתיים		V;MASC;SG;V.PTCP
eindig	מסתיימת	eindig	הסתיים		V;FEM;SG;V.PTCP
eindig	מסתיים	eindig	הסתיים		V;MASC;SG;V.PTCP
tegniese	טכני	tegnies	טכני	ADJ;NOM	N;MASC;SG
tegniese	טכניות	tegnies	טכני	ADJ;NOM	N;FEM;PL
nag	לילה	nag	לילה	V;PRS	N;MASC;SG
hans	האנס	hans	האנס		PROPN
bedek	כיסויי	bedek	כיסוי	V;PRS	N;PSSD;MASC;PL
koue	קולד	koud	קולד	V;PRS	PROPN
koue	קרים	koud	קרים	V;PRS	PROPN
koue	קור	koud	קור	V;PRS	
koue	קר	koud	קר	V;PRS	
via	דרך	via	דרך	ADP	
via	ויה	via	ויה	ADP	PROPN
metode	השיטה	metode	השיט	N;SG	V;FEM;SG;3;PST;ACT
frank	פרנק	frank	פרנק	N;SG	PROPN
bespreek	ספר	bespreek	ספר	V;PRS	N;MASC;SG
bespreek	מילואים	bespreek	מילואים	V;PRS	N;MASC;PL
ben	בן	ben	בן		PROPN
droë	יבשים	droog	יבש	V;PRS	N;MASC;PL
droë	יבש	droog	יבש	V;PRS	
droë	יבשה	droog	יבשה	V;PRS	N;FEM;SG
bestudeer	למידה	bestudeer	למידה	V;PRS	PROPN
bestudeer	לימוד	bestudeer	לימוד	V;PRS	N;MASC;SG
bestudeer	מחקר	bestudeer	מחקר	V;PRS	N;MASC;SG
beset	תפוסה	beset	תפוסה	V;PRS	N;FEM;SG
beset	כבוש	beset	כבוש	V;PRS	
beset	תפוס	beset	None	V;PRS	
twaalf	twelve	twaalf	twelve	NUM	
sekretaris	המזכירה	sekretaris	המזכירה	N;SG	V;FEM;SG;3;PST;ACT
sekretaris	המזכיר	sekretaris	המזכיר	N;SG	PROPN
sekretaris	מזכירה	sekretaris	הזכיר	N;SG	V;FEM;SG;V.PTCP;ACT
federasie	הפדרציה	federasie	הפדרציה	N;SG	PROPN
stof	אבק	stof	אבק	N;SG	
kommersiële	מסחרית	kommersieel	מסחרי	ADJ;NOM	ADV
kommersiële	פרסומת	kommersieel	פרסומת	ADJ;NOM	N;FEM;SG
primêre	ראשי	primêr	ראש	ADJ;NOM	N;PSSD;MASC;PL
primêre	העיקרי	primêr	העיקר	ADJ;NOM	PROPN
jode	יהודים	jode	יהודי	N;SG	N;MASC;PL
persiese	פרסי	persies	פרס	ADJ;NOM	N;MASC;PL
helder	מוארת	helder	מואר		ADJ;FEM;SG
helder	ברייט	helder	ברייט		PROPN
rio	בריו	rio	בריו	PROPN;SG	PROPN
rio	ריו	rio	ריו	PROPN;SG	PROPN
toekoms	עתידי	toekoms	עתידי	N;SG	ADJ;MASC;SG
toekoms	העתיד	toekoms	העתיד	N;SG	ADV
boonste	עליון	boonste	עליון		ADJ;MASC;SG
boonste	העליונה	boonste	העליונה		PROPN
duisende	אלפים	duisende	אלפים	PRO	NUM;MASC;PL
polisie	המשטרה	polisie	המשטר	N;SG	PROPN
geslag	מינים	geslag	מין	N;SG	N;MASC;PL
geslag	מין	geslag	מין	N;SG	
geslag	מין	geslag	מין	N;SG	
geslag	סקס	geslag	סקס	N;SG	
graf	קבר	graf	קבר	N;SG	PROPN
air	אוויר	air	אוויר		N;MASC;SG
air	אייר	air	אייר		PROPN
air	אויר	air	אויר		PROPN
item	פריט	item	פריט		N;MASC;SG
item	הפריט	item	הפריט		V;MASC;SG;3;PST;ACT
volwasse	בוגר	volwasse	בוגר	ADJ;NOM	
volwasse	בוגרת	volwasse	בוגר	ADJ;NOM	N;FEM;SG
kies	בחרי	kies	בחרי	V;PRS	PROPN
kies	בחר	kies	בחר	V;PRS	V;MASC;SG;3;PST;ACT
korea	קוריאה	korea	קוריאה	PROPN;SG	PROPN
basiese	בסיסית	basies	בסיסי	ADJ;NOM	ADV
benodig	צורך	benodig	צורך	V;PRS	N;MASC;SG
benodig	זקוקה	benodig	זקוק	V;PRS	ADJ;FEM;SG
benodig	צריך	benodig	צריך	V;PRS	V;MASC;SG
benodig	צריכה	benodig	צריך	V;PRS	ADJ;FEM;SG
benodig	זקוק	benodig	None	V;PRS	ADJ;MASC;SG
benodig	דרושים	benodig	דרוש	V;PRS	ADJ;MASC;PL
benodig	חובה	benodig	חובה	V;PRS	N;FEM;SG
benodig	דרוש	benodig	דרש	V;PRS	PROPN
komponis	מלחין	komponis	מלחין	N;SG	PROPN
komponis	המלחין	komponis	המלחין	N;SG	PROPN
kunstenaar	אומן	kunstenaar	אומן	N;SG	
kunstenaar	אמנית	kunstenaar	אמני	N;SG	ADV
kunstenaar	אמן	kunstenaar	אמן	N;SG	
kunstenaar	האמן	kunstenaar	האמן	N;SG	
vermoë	היכולת	vermoë	היכולת	N;SG	PROPN
mond	מאות	mond	מאות	N;SG	NUM;FEM;PL
unesco	אונסקו	unesco	אונסקו	ADP	PROPN
united	יונייטד	united	יונייטד		PROPN
united	מאוחדים	united	אוחד		V;MASC;PL;V.PTCP;PASS
paulus	פאול	paulus	פאול		PROPN
paulus	פול	paulus	פול		PROPN
house	הבית	hous	הבית	PROPN;SG	ADV
house	האוס	hous	האוס	PROPN;SG	PROPN
house	בית	hous	בית	PROPN;SG	N;MASC;SG
geskiedkundige	היסטורית	geskiedkundig	היסטורי	ADJ;NOM	ADV
geskiedkundige	היסטורי	geskiedkundig	היסטורי	ADJ;NOM	PROPN
aktiwiteite	אירוע	aktiwiteit	אירוע	N;PL	N;MASC;SG
aktiwiteite	האירוע	aktiwiteit	האירוע	N;PL	PROPN
konflik	הסכסוך	konflik	הסכסוך	N;SG	PROPN
gemeenskaplike	נפוץ	gemeenskaplik	נפוץ	ADJ;NOM	V;MASC;SG;V.PTCP;MID
inkomste	הכנסות	inkomste	הכנסה	N;SG	N;FEM;PL
hulself	בעצמם	hulself	בעצם	PRO;PL;3	ADV
hulself	עצמן	hulself	עצמו	PRO;PL;3	PRO;FEM;SG;3;REFL
hulself	לעצמם	hulself	לעצמם	PRO;PL;3	PROPN
ken	דע	ken	דע	V;PRS	V;MASC;SG;1;PST;ACT
ken	מכירה	ken	מכירה	V;PRS	N;FEM;SG
ligte	אור	lig	אור	ADJ;NOM	
dirk	דירק	dirk	דירק	N;SG	
mosambiek	מוזמביק	mosambiek	מוזמביק	PROPN;SG	PROPN
heelal	יקום	heelal	יקום	N;SG	PROPN
heelal	היקום	heelal	היקום	N;SG	
verdwyn	תיעלם	verdwyn	נעלם	V;PRS	V;FEM;SG;3;FUT;MID
geskei	פרודים	skei	פרוד	V;PST;V.PTCP	N;MASC;PL
geskei	נפרד	skei	נפרד	V;PST;V.PTCP	ADJ;MASC;SG
geskei	גרוש	skei	גרוש	V;PST;V.PTCP	
geskei	גרושים	skei	גרוש	V;PST;V.PTCP	N;MASC;PL
geskei	גרושה	skei	גרוש	V;PST;V.PTCP	N;FEM;SG
blomme	פרחים	blomm	פרח	N;SG	N;MASC;PL
tuiste	חי	tuiste	חי	N;SG	
johann	יוהאן	johann	יוהאן		PROPN
verwante	קשורות	verwant	קשר	ADJ;NOM	V;FEM;PL;V.PTCP;ACT
verwante	קשור	verwant	קשר	ADJ;NOM	V;MASC;SG;V.PTCP;ACT
verwante	קשורה	verwant	קשר	ADJ;NOM	V;FEM;SG;V.PTCP;ACT
verwante	קשורים	verwant	קשר	ADJ;NOM	V;MASC;PL;V.PTCP;ACT
selfstandige	עצמאית	selfstandig	עצמאי	ADJ;NOM	ADV
selfstandige	בעצמאות	selfstandig	בעצמאות	ADJ;NOM	ADV
onderneming	אנטרפרייז	onderneming	אנטרפרייז	N;SG	PROPN
tempel	מקדש	tempel	מקדש	N;SG	PROPN
tempel	המקדש	tempel	המקדש	N;SG	PROPN
beroemde	מפורסם	beroem	מפורסם	ADJ;NOM	V;MASC;SG;V.PTCP;PASS
beroemde	סלבריטי	beroem	סלבריטי	ADJ;NOM	PROPN
beroemde	סלב	beroem	סלב	ADJ;NOM	
twintig	twenty	twintig	גגקט	NUM	
berig	סיפור	berig	סיפור		N;MASC;SG
ford	פורד	ford	פורד		PROPN
jongste	אחרונה	jonk	אחרון		ADJ;FEM;SG
jongste	אחרונות	jonk	אחרון		N;FEM;PL
jongste	האחרון	jonk	האחרון		PROPN
jongste	אחרונים	jonk	אחרון		ADJ;MASC;PL
jongste	אחרון	jonk	אחרון		ADJ;MASC;SG
berge	ההרים	berg	ההרים	V;PRS	ADV
berge	הרים	berg	None	V;PRS	PROPN
lange	לנג	lank	לנג	ADJ;NOM	PROPN
saamgesmelt	נמס	saamsmelt	נמס	V;PST;V.PTCP	PROPN
saamgesmelt	נמסה	saamsmelt	נמסה	V;PST;V.PTCP	N;FEM;SG
saamgesmelt	מותך	saamsmelt	מותך	V;PST;V.PTCP	
tabel	השולחן	tabel	השולחן	N;SG	PROPN
speler	נגן	speler	נגן	N;SG	
kommunistiese	הקומוניסטית	kommunisties	הקומוניסטי	ADJ;NOM	N
kommunistiese	קומוניסטית	kommunisties	קומוניסטי	ADJ;NOM	ADV
kommunistiese	קומוניסט	kommunisties	קומוניסט	ADJ;NOM	N;MASC;SG
daniel	דניאל	daniel	דניאל		PROPN
prent	התמונה	prent	התמונה	N;SG	V;FEM;SG;3;PST
prent	התמונה	prent	התמונה	N;SG	V;FEM;SG;3;PST
prent	הטבע	prent	הטבע	N;SG	
prent	טבע	prent	טבע	N;SG	
vraag	השאלה	vraag	השאלה	N;SG	PROPN
eric	אריק	eric	אריק		PROPN
voel	להרגיש	voel	הרגיש		V;NFIN;ACT
voel	מרגיש	voel	הרגיש		V;MASC;SG;V.PTCP;ACT
voel	מרגישים	voel	הרגיש		V;MASC;PL;V.PTCP;ACT
voel	תרגיש	voel	תרגיש		V;MASC;SG;2;FUT;ACT
voel	מרגישה	voel	הרגיש		V;FEM;SG;V.PTCP;ACT
voel	מרגיש	voel	הרגיש		V;MASC;SG;V.PTCP;ACT
voel	הרגשה	voel	הרגשה		N;FEM;SG
voel	מרגישה	voel	הרגיש		V;FEM;SG;V.PTCP;ACT
voel	מרגיש	voel	הרגיש		V;MASC;SG;V.PTCP;ACT
voel	תחושה	voel	תחושה		N;FEM;SG
optrede	התנהגויות	optrede	התנהגות	N;SG	N;FEM;PL
blad	דף	blad	דף	N;SG	
blad	עמוד	blad	עמוד	N;SG	
blad	הדף	blad	הדף	N;SG	
outonome	האוטונומית	outonome	האוטונומי	V;PRS	ADV
opvoedkundige	חינוכית	opvoedkundig	חינוכי	ADJ;NOM	ADV
vliegtuie	מטוס	vliegtuig	מטוס	N;PL	N;MASC;SG
effens	בקושי	effens	בקושי		ADV
effens	מעט	effens	מעט		ADV
vaste	משומר	vas	משומר	PRO	PROPN
vaste	שימורים	vas	שימור	PRO	N;MASC;PL
vaste	נוקשה	vas	נוקשה	PRO	ADJ;MASC;SG
vaste	קשיח	vas	קשיח	PRO	
transvaalse	טרנסוואל	transvaals	טרנסוואל	N;PL	PROPN
fokus	מיקוד	fokus	מיקוד	V;PRS	
fokus	פוקוס	fokus	פוקוס	V;PRS	PROPN
been	בון	been	בון		PROPN
geklassifiseer	סיווג	klassifiseer	סיווג	V;PST;V.PTCP	N;MASC;SG
reëls	קווי	reël	קו	N;PL	
geweier	סרב	weier	סרב	V;PST;V.PTCP	
verduidelik	תסביר	verduidelik	הסביר	V;PRS	V;MASC;SG;2;FUT;ACT
verduidelik	הסבר	verduidelik	הסבר	V;PRS	N;MASC;SG
gevaar	סכנה	gevaar	סכנה		N;FEM;SG
kroon	כתר	kroon	כתר		N;MASC;SG
kroon	קראון	kroon	קראון		PROPN
ingestel	ריפא	instel	ריפא	V;PST;V.PTCP	PROPN
finland	פינלנד	finland	פינלנד		PROPN
mee	עם	mee	עם		ADP
altesaam	בשביל	altesaam	בשביל	DET	ADP
presies	בדיוק	presies	בדיוק		ADV
presies	מדויק	presies	מדויק		ADJ;MASC;SG
beplan	מתוכננת	beplan	מתוכנן	V;PRS	ADJ;FEM;SG
beplan	תכנן	beplan	תכנן	V;PRS	V;MASC;SG;3;PST;ACT
carl	קרל	carl	קרל	PROPN;SG	PROPN
carl	קארל	carl	קארל	PROPN;SG	PROPN
vallei	עמק	vallei	עמק	N;SG	
vallei	ואלי	vallei	ואלי	N;SG	PROPN
vallei	העמק	vallei	העמק	N;SG	
hede	מתנה	hede	מתנה	N;PL	
hede	הווה	hede	הווה	N;PL	PROPN
hede	נוכח	hede	נוכח	N;PL	
adam	אדם	adam	אדם		N;MASC;SG
oom	דוד	oom	דוד	N;SG	PROPN
oom	הדוד	oom	הדוד	N;SG	
klank	סאונד	klank	סאונד	N;SG	PROPN
klank	קול	klank	קול	N;SG	
profiel	הפרופיל	profiel	הפרופיל		PROPN
profiel	פרופיל	profiel	פרופיל		N;MASC;SG
bygedra	תרם	bydra	תרם	V;PST;V.PTCP	PROPN
sosialistiese	הסוציאליסטית	sosialisties	הסוציאליסטי	ADJ;NOM	ADV
sosialistiese	סוציאליזם	sosialisties	סוציאליזם	ADJ;NOM	N;MASC;SG
ondersteuning	תומך	ondersteuning	תמך	N;SG	V;MASC;SG;V.PTCP;ACT
ondersteuning	התמיכה	ondersteuning	התמיך	N;SG	V;FEM;SG;3;PST;ACT
biblioteek	ספריה	biblioteek	ספריה	V;PRS	N;FEM;SG
biblioteek	ספרייה	biblioteek	ספרייה	V;PRS	N;FEM;SG
biblioteek	הספרייה	biblioteek	הספרייה	V;PRS	PROPN
kandidaat	המועמד	kandidaat	המועמד	N;SG	PROPN
suksesvolle	מצליחה	suksesvol	הצליח	ADJ;NOM	V;FEM;SG;V.PTCP;ACT
suksesvolle	מצליח	suksesvol	הצליח	ADJ;NOM	V;MASC;SG;V.PTCP;ACT
toepassing	היישום	toepassing	היישום	N;SG	
toepassing	האפליקציה	toepassing	האפליקציה	N;SG	PROPN
toegepas	מועמדות	toepas	הועמד	V;PST;V.PTCP	
versterk	לחיזוק	versterk	לחיזוק	V;PRS	PROPN
eet	אוכלת	eet	אוכלת	N;SG	V;FEM;SG;V.PTCP;ACT
eet	אוכלים	eet	אכל	N;SG	V;MASC;PL;V.PTCP;ACT
straat	סטריט	straat	סטריט	N;SG	PROPN
litause	ליטאי	litaus	ליטאי	ADJ;NOM	PROPN
angola	אנגולה	angola	אנגולה	PROPN;SG	PROPN
angola	מונגוליה	angola	מונגוליה	PROPN;SG	PROPN
parameter	פרמטר	parameter	פרמטר		N;MASC;SG
christiaan	כריסטיאן	christiaan	כריסטיאן		PROPN
christiaan	נוצרי	christiaan	נוצרי		PROPN
christiaan	נצרות	christiaan	נצרות		N;FEM;SG
maatskaplike	חברתית	maatskaplik	חברתי	ADJ;NOM	ADV
suiwer	טהורה	suiwer	טהור		ADJ;FEM;SG
suiwer	טהורים	suiwer	טהור		N;MASC;PL
