और	и	और	и		CONJ
किनारे	углов	किनारा	угол	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
किनारे	края	किनारा	край	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
किनारे	краю	किनारा	край	N;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG
किनारे	края	किनारा	край	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
कार्बन	углерода	कार्बन	углерод	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
प्रतिक्रिया	реакции	प्रतिक्रिया	реакция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
प्रतिक्रिया	отклики	प्रतिक्रिया	отклик	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
प्रतिक्रिया	отзывы	प्रतिक्रिया	отзыв	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
प्रतिक्रिया	реагировать	प्रतिक्रिया	реагировать	N;NOM;FEM;SG;3	V;IPFV;NFIN;ACT
प्रतिक्रिया	отреагировать	प्रतिक्रिया	реагировать	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
प्रतिक्रिया	реагирования	प्रतिक्रिया	реагирование	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
गणित	математика	गणित	математика		N;INAN;NOM;FEM;SG
गणित	математике	गणित	математика		N;INAN;DAT;FEM;SG
गणित	математика	गणित	математика		N;INAN;NOM;FEM;SG
गणित	математики	गणित	математика		N;ANIM;NOM;MASC;PL
गणित	математик	गणित	математик		N;ANIM;NOM;MASC;SG
गणित	арифметика	गणित	арифметика		N;INAN;NOM;FEM;SG
गणित	математика	गणित	математика		N;INAN;NOM;FEM;SG
मौत	death	मौत	death	N;NOM;FEM;SG;3	PROPN
विवाद	споры	विवाद	спор	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
विवाद	споры	विवाद	спор	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
विवाद	споры	विवाद	спор	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
विवाद	спора	विवाद	спор	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
अली	али	अली	али	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
अली	эли	अली	эли	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;FEM;SG
तकनीकी	технические	तकनीकी	технический	N;NOM;FEM;SG;3	ADJ;NOM;PL
तकनीकी	техническое	तकनीकी	технический	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
तकनीकी	технический	तकनीकी	технический	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
माँ	мамочки	माँ	мамочка		N;ANIM;NOM;FEM;PL
माँ	мамы	माँ	мама		N;ANIM;NOM;FEM;PL
माँ	мам	माँ	мы		N;ANIM;GEN;FEM;PL
माँ	мама	माँ	мама		N;ANIM;NOM;FEM;SG
माँ	мать	माँ	мать		N;ANIM;NOM;FEM;SG
माँ	мама	माँ	мама		N;ANIM;NOM;FEM;SG
माँ	матерь	माँ	матерь		N;ANIM;NOM;FEM;SG
माँ	матушка	माँ	матушка		N;ANIM;NOM;FEM;SG
विष्णु	вишну	विष्णु	вишный	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मैदान	равнины	मैदान	равнина	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मैदान	plain	मैदान	plain	N;NOM;MASC;SG;3	PROPN
मैदान	местности	मैदान	местность	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
विमान	самолеты	विमान	самолет	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
विमान	самолета	विमान	самолет	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
सक्षम	включено	सक्षम	включить	ADJ	V;PFV;NEUT;SG;PST;V.PTCP;PASS
सक्षम	включена	सक्षम	включить	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
सक्षम	включен	सक्षम	включить	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
वातावरण	атмосферу	वातावरण	атмосфера	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
लागत	затраты	लागत	затрата	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
लागत	затраты	लागत	затрата	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
लागत	расходы	लागत	расход	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
लागत	издержки	लागत	издержка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
सीधे	прямая	सीधे	прямой	ADV	ADJ;NOM;FEM;SG
प्रेस	печати	प्रेस	печать	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
प्रेस	нажмите	प्रेस	нажмить	N;NOM;FEM;SG;3	V;PFV;IMP;PL;2;FIN;ACT
प्रेस	press	प्रेस	press	N;NOM;FEM;SG;3	PROPN
प्रेस	нажать	प्रेस	нажать	N;NOM;FEM;SG;3	V;PFV;NFIN;ACT
रोमन	римская	रोमन	римский		ADJ;NOM;FEM;SG
रोमन	роман	रोमन	роман		N;INAN;NOM;MASC;SG
मील	мили	मील	мили	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
मील	миле	मील	мило	N;NOM;MASC;SG;3	N;INAN;DAT;FEM;SG
मील	милю	मील	миллион	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
मील	мили	मील	мили	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
मील	миль	मील	миля	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
अज्ञात	анонимность	अज्ञात	анонимность	ADJ	N;INAN;NOM;FEM;SG
अज्ञात	анонимно	अज्ञात	анонимно	ADJ	ADV
रेखा	линии	रेखा	линия	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
रेखा	line	रेखा	line	N;NOM;FEM;SG;3	PROPN
पार	креста	पार	крест	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
लेखन	труды	लेखन	труд		N;INAN;NOM;MASC;PL
लेखन	трудах	लेखन	труд		N;INAN;ESS;MASC;PL
लेखन	пишу	लेखन	писать		V;IPFV;IND;SG;1;PRS;FIN;ACT
लेखन	написание	लेखन	написание		N;INAN;NOM;NEUT;SG
लेखन	писать	लेखन	писать		V;IPFV;NFIN;ACT
सेंट	центов	सेंट	цент	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
बोली	заявки	बोली	заявка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
नष्ट	уничтожен	नष्ट	уничтожить	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;PST;V.PTCP;PASS
नष्ट	уничтожена	नष्ट	уничтожить	PROPN;NOM;MASC;SG;3	V;PFV;FEM;SG;PST;V.PTCP;PASS
नष्ट	уничтожены	नष्ट	уничтожить	PROPN;NOM;MASC;SG;3	V;PFV;PL;PST;V.PTCP;PASS
नष्ट	разрушен	नष्ट	разрушить	PROPN;NOM;MASC;SG;3	V;PFV;MASC;SG;PST;V.PTCP;PASS
नष्ट	уничтожено	नष्ट	уничтожить	PROPN;NOM;MASC;SG;3	V;PFV;NEUT;SG;PST;V.PTCP;PASS
नष्ट	разрушает	नष्ट	разрушать	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
नष्ट	уничтожает	नष्ट	уничтожать	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
नष्ट	уничтожать	नष्ट	уничтожать	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN;ACT
नष्ट	разрушить	नष्ट	разрушить	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
नष्ट	уничтожить	नष्ट	уничтожить	PROPN;NOM;MASC;SG;3	V;PFV;NFIN;ACT
परंपरा	традиции	परंपरा	традиция	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
भाव	эмоции	भाव	эмоция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
हवा	ветра	हवा	ветер	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
पाठ	текста	पाठ	текст	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
गठन	рамки	गठन	рамка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
गठन	рамку	गठन	рамка	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
गठन	рамки	गठन	рамка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
गठन	формирования	गठन	формирование	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
नागरिक	гражданская	नागरिक	гражданский	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
नागरिक	гражданских	नागरिक	гражданский	N;NOM;MASC;SG;3	ADJ;GEN;PL
नागरिक	гражданский	नागरिक	гражданский	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
नागरिक	гражданина	नागरिक	гражданин	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
गंभीर	серьезно	गंभीर	серьезно	ADJ	ADV
समझ	понимание	समझ	понимание	V;ACT	N;INAN;NOM;NEUT;SG
समझ	взаимопонимание	समझ	взаимопонимание	V;ACT	N;INAN;NOM;NEUT;SG
समझ	понимания	समझ	понимание	V;ACT	N;INAN;GEN;NEUT;SG
किस	поцелуй	कौन	поцелуй	PRO	N;INAN;NOM;MASC;SG
किस	kiss	कौन	kiss	PRO	PROPN
किस	целуй	कौन	целуй	PRO	V;IPFV;IMP;SG;2;FIN;ACT
आदेश	заказать	आदेश	заказать	N;NOM;MASC;SG;3	V;PFV;NFIN;ACT
आदेश	заказы	आदेश	заказ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
आदेश	приказы	आदेश	приказ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
सैन्य	военный	सैन्य	военный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
सैन्य	военных	सैन्य	военный	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
सैन्य	военная	सैन्य	военный	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सैन्य	военные	सैन्य	военный	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
अंदर	крытый	अंदर	крытый	ADV;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
छह	six	छह	six	NUM	PROPN
छह	шестой	छह	шестой	NUM	ADJ;NOM;MASC;SG
ग्रन्थ	тексты	ग्रन्थ	текст	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
भाषाएँ	языках	भाषा	язык	N;NOM;FEM;PL;3	N;INAN;ESS;MASC;PL
भुगतान	выплаты	भुगतान	выплата	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
भुगतान	платежи	भुगतान	платеж	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
भुगतान	оплаты	भुगतान	оплата	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;SG
भुगतान	платежи	भुगतान	платеж	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
भुगतान	выплаты	भुगतान	выплата	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
उनसे	их	वह	они	PRO;SG;3;FORM	PRO;ACC;PL;3
ध्वनि	sound	ध्वनि	sound	N;NOM;FEM;SG;3	PROPN
ध्वनि	звуки	ध्वनि	звук	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
ध्वनि	звучит	ध्वनि	звучать	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
ध्वनि	звуки	ध्वनि	звук	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
अरबी	арабская	अरबी	арабский	PROPN;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
अरबी	арабский	अरबी	арабский	PROPN;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
हत्या	убийства	हत्या	убийство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
हत्या	убийства	हत्या	убийство	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
हत्या	убейте	हत्या	убейт	N;NOM;FEM;SG;3	V;PFV;IMP;PL;2;FIN;ACT
दिखाया	показаны	दिखा	показать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;PL;PST;V.PTCP;PASS
दिखाया	показана	दिखा	показать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
दिखाया	показано	दिखा	показать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
दिखाया	показан	दिखा	показать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
दिखाया	показали	दिखा	показать	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN;ACT
विभाजित	разделились	विभाजित	разделиться	ADJ	V;PFV;IND;PL;PST;FIN;MID
विभाजित	сплит	विभाजित	сплить	ADJ	N;INAN;NOM;MASC;SG
विभाजित	раскол	विभाजित	раскол	ADJ	N;INAN;NOM;MASC;SG
विभाजित	разделить	विभाजित	разделить	ADJ	V;PFV;NFIN;ACT
इकाई	подразделения	इकाई	подразделение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
इकाई	единицы	इकाई	единица	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
इकाई	подразделений	इकाई	подразделение	N;NOM;FEM;SG;3	N;INAN;GEN;NEUT;PL
इकाई	единицы	इकाई	единица	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
अम्ल	кислоты	अम्ल	кислота	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
प्रबंधक	manager	प्रबंधक	manager	N;NOM;MASC;SG;3	PROPN
प्रबंधक	управляющий	प्रबंधक	управлять	N;NOM;MASC;SG;3	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
प्रबंधक	менеджеры	प्रबंधक	менеджер	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
प्रबंधक	управляющие	प्रबंधक	управлять	N;NOM;MASC;SG;3	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
प्रबंधक	руководители	प्रबंधक	руководитель	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
संग्रहालय	музеи	संग्रहालय	музей	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
जीता	выигрывает	जीत	выигрывать	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
जीता	побеждает	जीत	побеждать	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
मुद्रा	создают	मुद्रा	создавать	N;NOM;FEM;SG;3	V;IPFV;IND;PL;3;PRS;FIN;ACT
मुद्रा	позу	मुद्रा	поза	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
मुद्रा	money	मुद्रा	money	N;NOM;FEM;SG;3	PROPN
मुद्रा	деньги	मुद्रा	деньги	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
मतलब	означает	मतलब	означать	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
युवा	молодежи	युवा	молодежь	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;SG
युवा	молодая	युवा	молодой	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
युवा	молодые	युवा	молодой	N;NOM;MASC;SG;3	ADJ;NOM;PL
युवा	young	युवा	young	N;NOM;MASC;SG;3	PROPN
युवा	молодых	युवा	молодой	N;NOM;MASC;SG;3	ADJ;GEN;PL
युवा	молодой	युवा	молодой	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
शहरों	города	शहर	город	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
शहरों	городов	शहर	город	N;ACC;MASC;PL;3	N;INAN;GEN;MASC;PL
अंतरिक्ष	космической	अंतरिक्ष	космический	N;NOM;MASC;SG;3	ADJ;INS;FEM;SG
अंतरिक्ष	space	अंतरिक्ष	space	N;NOM;MASC;SG;3	PROPN
संचार	коммуникации	संचार	коммуникация	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
संचार	связи	संचार	связь	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
संचार	сообщения	संचार	сообщение	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
प्रसारण	трансляции	प्रसारण	трансляция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
प्रसारण	трансляции	प्रसारण	трансляция	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
प्रसारण	вещания	प्रसारण	вещание	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
नियमित	регулярного	नियमित	регулярный	ADJ;NOM	ADJ;GEN;MASC;SG
व्याख्या	пояснения	व्याख्या	пояснение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
व्याख्या	разъяснения	व्याख्या	разъяснение	N;NOM;FEM;SG;3	N;INAN;NOM;NEUT;PL
शेष	остаток	शेष	остаток	ADJ	N;INAN;NOM;MASC;SG
शेष	оставшийся	शेष	остаться	ADJ	V;PFV;NOM;MASC;SG;PST;V.PTCP;MID
शेष	оставшихся	शेष	остаться	ADJ	V;PFV;GEN;PL;PST;V.PTCP;MID
शेष	оставшиеся	शेष	остаться	ADJ	V;PFV;NOM;PL;PST;V.PTCP;MID
शेष	осталось	शेष	остаться	ADJ	V;PFV;NEUT;IND;SG;PST;FIN;MID
शेष	остающиеся	शेष	оставаться	ADJ	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
शेष	слева	शेष	слева	ADJ	ADV
शेष	налево	शेष	налево	ADJ	ADV
शेष	осталось	शेष	остаться	ADJ	V;PFV;NEUT;IND;SG;PST;FIN;MID
शेष	оставил	शेष	оставить	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
दावा	претензии	दावा	претензия	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मोबाइल	mobile	मोबाइल	mobile	N;NOM;MASC;SG;3	PROPN
मोबाइल	мобильные	मोबाइल	мобильный	N;NOM;MASC;SG;3	ADJ;NOM;PL
मोबाइल	мобильных	मोबाइल	мобильный	N;NOM;MASC;SG;3	ADJ;GEN;PL
मोबाइल	мобильный	मोबाइल	мобильный	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
संभावना	шансы	संभावना	шанс	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
