bmw	bmw	bmw	bmw	N;INDF;MASC+FEM;SG	PROPN;NOM
romantisk	romantische	romantisk	romantisch	ADV	ADJ;NOM;FEM;PL
romantisk	romantisches	romantisk	romantisch	ADV	ADJ;NOM;NEUT;SG
romantisk	romantik	romantisk	romantik	ADV	PROPN
romantisk	romantisch	romantisk	romantisch	ADV	ADJ
blind	blinde	blind	blind	ADJ;INDF;MASC+FEM;SG	
blind	blenden	blind	blenden	ADJ;INDF;MASC+FEM;SG	V;NFIN
blind	blinden	blind	blind	ADJ;INDF;MASC+FEM;SG	V;NFIN
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN;NOM;NEUT;SG
sevilla	spanien	sevilla	spanien	PROPN	PROPN;NOM;NEUT;SG
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN;NOM;NEUT;SG
kavaleri	kavallerie	kavaleri	kavallerie	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
mel	mehl	mel	mehl	N;INDF;MASC+FEM;SG	
mel	mel	mel	mel	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
ronnie	ronnie	ronnie	ronnie		PROPN;NOM;MASC;SG
opvarmning	zentralheizung	opvarmning	zentralheizung	N;INDF;MASC+FEM;SG	ADJ
opvarmning	heizen	opvarmning	heizen	N;INDF;MASC+FEM;SG	V;NFIN
opvarmning	heizung	opvarmning	heizung	N;INDF;MASC+FEM;SG	
opvarmning	wärme	opvarmning	wärm	N;INDF;MASC+FEM;SG	
opvarmning	erderwärmung	opvarmning	erderwärmung	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
opvarmning	aufwärmen	opvarmning	aufwärmen	N;INDF;MASC+FEM;SG	V;NFIN
header	kopfzeile	heade	kopfzeil	N;INDF;MASC+FEM;SG	
header	header	heade	header	N;INDF;MASC+FEM;SG	
header	überschrift	heade	überschreifen	N;INDF;MASC+FEM;SG	
køb	kaufen	køb	kaufen	N;INDF;NEUT;SG	V;NFIN
køb	einkauf	køb	einkauf	N;INDF;NEUT;SG	
køb	kaufen	køb	kaufen	N;INDF;NEUT;SG	V;NFIN
køb	buy	køb	buy	N;INDF;NEUT;SG	PROPN;NOM;SG
køb	einkäufe	køb	einkäufen	N;INDF;NEUT;SG	
køb	ankäufe	køb	ankäufen	N;INDF;NEUT;SG	N;NOM;FEM;PL
køb	kaufen	køb	kaufen	N;INDF;NEUT;SG	V;NFIN
walker	walker	walke	walk	N;INDF;MASC+FEM;SG	PROPN;SG
statistisk	statistische	statistisk	statistisch	ADV	ADJ;NOM;FEM;PL
statistisk	statistischer	statistisk	statistisch	ADV	ADJ
statistisk	statistischen	statistisk	statistisch	ADV	ADJ;NOM
trio	trio	trio	trio	N;INDF;MASC+FEM;SG	
sporten	sportarten	sport	sportarten	N;DEF;MASC+FEM;SG	V;NFIN
sporten	sport	sport	sporen	N;DEF;MASC+FEM;SG	PROPN;SG
ruth	ruth	ruth	ruth	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
domstol	hofe	domstol	hofen	N;INDF;MASC+FEM;SG	
domstol	gerichtshofes	domstol	gerichtshofes	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
domstol	gerichtshof	domstol	gerichtshof	N;INDF;MASC+FEM;SG	PROPN
domstol	hof	domstol	hof	N;INDF;MASC+FEM;SG	
grænserne	umrandung	grænse	umrandung	N;DEF;MASC+FEM;PL	ADJ
grænserne	grenzen	grænse	grenzen	N;DEF;MASC+FEM;PL	V;NFIN
grænserne	ränder	grænse	rand	N;DEF;MASC+FEM;PL	ADJ
grænserne	grenzen	grænse	grenzen	N;DEF;MASC+FEM;PL	V;NFIN
separat	getrennt	separat	trennen	ADV	V;V.PTCP
separat	einzeln	separat	einzeln	ADV	
separat	gesondert	separat	gesondert	ADV	ADJ
separat	getrennt	separat	trennen	ADV	V;V.PTCP
separat	trennen	separat	trennen	ADV	V;NFIN
separat	separate	separat	separat	ADV	PROPN;NOM
separat	getrennte	separat	getrennt	ADV	ADJ;NOM;FEM;PL
komponenter	bestandteile	komponent	bestandteile	N;INDF;MASC+FEM;PL	
komponenter	komponenten	komponent	komponent	N;INDF;MASC+FEM;PL	V;FIN
komponenter	einzelteile	komponent	einzelteil	N;INDF;MASC+FEM;PL	ADJ
komponenter	bauteile	komponent	bauteil	N;INDF;MASC+FEM;PL	
stein	stein	stein	stein	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
skulptur	skulptur	skulptur	skulptur	N;INDF;MASC+FEM;SG	
skulptur	skulpturen	skulptur	skulptur	N;INDF;MASC+FEM;SG	N;NOM;PL
skulptur	bildhauerei	skulptur	bildhauerei	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
skulptur	plastik	skulptur	plastik	N;INDF;MASC+FEM;SG	ADJ
pearl	pearl	pearl	pearl	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
pearl	perlen	pearl	perlen	N;INDF;MASC+FEM;SG	ADJ
pearl	perle	pearl	perlen	N;INDF;MASC+FEM;SG	
ordfører	berichterstatter	ordfører	berichterstatter	N;INDF;MASC+FEM;SG	ADJ
trykte	gedruckte	trykte	gedruckt	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
faciliteter	anlagen	facilitet	anlagen	N;INDF;MASC+FEM;PL	V;NFIN
faciliteter	einrichtungen	facilitet	einrichtung	N;INDF;MASC+FEM;PL	V;NFIN
godkendte	genehmigte	godkende	genehmigt	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
permanente	permanente	permanent	permanent	ADJ;PL	ADJ;NOM;FEM;SG
winston	winston	winston	winston	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
fisker	fischen	fisker	fischen	N;INDF;MASC+FEM;SG	V;NFIN
fisker	fische	fisker	fischen	N;INDF;MASC+FEM;SG	
fisker	fischer	fisker	fischer	N;INDF;MASC+FEM;SG	ADJ
fisker	angler	fisker	angleren	N;INDF;MASC+FEM;SG	
fisker	fischerei	fisker	fischerei	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
fisker	fischen	fisker	fischen	N;INDF;MASC+FEM;SG	V;NFIN
fisker	fischfang	fisker	fischfang	N;INDF;MASC+FEM;SG	ADJ
fisker	angeln	fisker	angeln	N;INDF;MASC+FEM;SG	V;NFIN
dygtige	talentierte	dygtig	talentieren	ADJ;PL	V;IND;SG;3;PST;FIN
emmy	emmy	emmy	emmy	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
oldenburg	oldenburg	oldenburg	oldenburg		PROPN;NOM;NEUT;SG
beton	konkret	beton	konkret	N;INDF;MASC+FEM;SG	ADJ
beton	konkrete	beton	konkret	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
beton	beton	beton	beton	N;INDF;MASC+FEM;SG	
beton	konkreten	beton	konkret	N;INDF;MASC+FEM;SG	
dortmund	dortmund	dortmund	dortmund	PROPN	PROPN;NOM;MASC;SG
kæde	hotelkette	kæde	hotelkett	N;INDF;MASC+FEM;SG	
kæde	chain	kæde	chain	N;INDF;MASC+FEM;SG	PROPN
bureau	agentur	bureau	agentur	N;INDF;NEUT;SG	PROPN;NOM;SG
bureau	reisebüro	bureau	reisebüro	N;INDF;NEUT;SG	
bureau	präsidium	bureau	präsidium	N;INDF;NEUT;SG	PROPN
bureau	bureau	bureau	bureau	N;INDF;NEUT;SG	PROPN;NOM;SG
bureau	büro	bureau	büro	N;INDF;NEUT;SG	
police	polizeistation	police	polizeistation	N;INDF;MASC+FEM;SG	ADJ
police	polizisten	police	polizist	N;INDF;MASC+FEM;SG	N;PL
police	polizei	police	polizei	N;INDF;MASC+FEM;SG	ADJ
dragon	drache	dragon	drach		
dragon	drachen	dragon	drechen		
dragon	dragon	dragon	dragon		PROPN;NOM;SG
göttingen	göttingen	gytting	göttingen	N;DEF;MASC+FEM;SG	PROPN;NOM
rede	nest	rede	nest	N	
rede	zubereitet	rede	zubereiten	N	V;V.PTCP
rede	vorbereitet	rede	vorbereiten	N	V;V.PTCP
chopin	chopin	chopin	chopin		PROPN;NOM;MASC;SG
drab	mordfall	drab	mordfall	N;INDF;NEUT;SG	
drab	mordkommission	drab	mordkommission	N;INDF;NEUT;SG	ADJ
drab	tötung	drab	tötung	N;INDF;NEUT;SG	
drab	mord	drab	mord	N;INDF;NEUT;SG	
drab	morden	drab	morden	N;INDF;NEUT;SG	V;NFIN
drab	morde	drab	morde	N;INDF;NEUT;SG	N;NOM;PL
drab	töten	drab	töten	N;INDF;NEUT;SG	V;NFIN
drab	tötung	drab	tötung	N;INDF;NEUT;SG	
gad	gad	gide	gad	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG
dale	dale	dal	dalen	N;INDF;MASC+FEM;PL	PROPN
pedro	pedro	pedro	pedro		PROPN;NOM;SG
barry	barry	barry	barry		PROPN;SG
allieret	verbündeten	alliere	verbünden	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
allieret	allied	alliere	alleiden	V;INDF;SG;PST;V.PTCP	PROPN
allieret	alliierten	alliere	alliiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
allieret	verbündeten	alliere	verbünden	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
allieret	verbündeter	alliere	verbündeter	V;INDF;SG;PST;V.PTCP	ADJ
judas	judas	judas	Juda		PROPN;NOM;MASC;SG
humor	laune	humor	laun	N;INDF;MASC+FEM;SG	ADJ
humor	humor	humor	humor	N;INDF;MASC+FEM;SG	PROPN
humor	laune	humor	laun	N;INDF;MASC+FEM;SG	ADJ
humor	humor	humor	humor	N;INDF;MASC+FEM;SG	PROPN
lufthavne	flugplatz	lufthavne	flugplatz	N;INDF;MASC+FEM;PL	ADJ
lufthavne	flughafen	lufthavne	flughafen	N;INDF;MASC+FEM;PL	
lufthavne	flughafen	lufthavne	flughafen	N;INDF;MASC+FEM;PL	
small	kleines	small	klein		ADJ;NOM;NEUT;SG
small	kleiner	small	klein		ADJ
small	kleine	small	klein		ADJ;NOM;FEM;PL
small	kleinen	small	klein		ADJ;PL
small	klein	small	klein		ADJ
kentucky	kentucky	kentucky	kentucky		PROPN;NOM;NEUT;SG
afløser	ersetzen	afløser	ersetzen	N;INDF;MASC+FEM;SG	V;NFIN
afløser	ersatz	afløser	ersatzen	N;INDF;MASC+FEM;SG	
afløser	ersetzen	afløser	ersetzen	N;INDF;MASC+FEM;SG	V;NFIN
fuldmægtig	verwaltungsrat	fuldmægtig	verwaltungsrat	N;INDF;MASC+FEM;SG	ADJ
fuldmægtig	administrator	fuldmægtig	administrator	N;INDF;MASC+FEM;SG	PROPN
fuldmægtig	verwalter	fuldmægtig	verwalter	N;INDF;MASC+FEM;SG	
fuldmægtig	administratoren	fuldmægtig	administratoren	N;INDF;MASC+FEM;SG	N;NOM;PL
nassau	nassau	nassau	nassau	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
proteiner	proteinen	protein	protein	N;INDF;NEUT;PL	V;NFIN
proteiner	protein	protein	protein	N;INDF;NEUT;PL	PROPN
proteiner	eiweiß	protein	eiweiß	N;INDF;NEUT;PL	
proteiner	proteine	protein	proteine	N;INDF;NEUT;PL	
proteiner	proteinen	protein	protein	N;INDF;NEUT;PL	V;NFIN
proteiner	proteine	protein	proteine	N;INDF;NEUT;PL	
proteiner	eiweiß	protein	eiweiß	N;INDF;NEUT;PL	
simpson	simpsons	simpson	simpsons		PROPN;NOM;SG
simpson	simpson	simpson	simpson		PROPN;SG
suppleret	ergänzten	supplere	ergänzen	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
satellitter	satellit	satellit	satellit	N;INDF;MASC+FEM;PL	ADJ
satellitter	satelliten	satellit	satellit	N;INDF;MASC+FEM;PL	V;FIN
nepal	nepal	nepal	nepal	PROPN	PROPN;NOM;NEUT;SG
koncentreret	konzentrierter	koncentrere	konzentrierter	V;INDF;SG;PST;V.PTCP	ADJ
koncentreret	fokussierung	koncentrere	fokussierung	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG
påstand	forderung	påstand	forderung	N;INDF;MASC+FEM;SG	ADV
påstand	behaupten	påstand	behaupten	N;INDF;MASC+FEM;SG	V;NFIN
påstand	beanspruchen	påstand	beanspruchen	N;INDF;MASC+FEM;SG	V;NFIN
påstand	behauptung	påstand	behauptung	N;INDF;MASC+FEM;SG	ADV
påstand	behauptungen	påstand	behauptehen	N;INDF;MASC+FEM;SG	V;NFIN
påstand	vorwurf	påstand	vorwerfen	N;INDF;MASC+FEM;SG	ADV
påstand	behauptung	påstand	behauptung	N;INDF;MASC+FEM;SG	ADV
westfalen	westfalen	westfale	westfalen	N;DEF;MASC+FEM;SG	ADJ
amy	amy	amy	amy	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
factor	factor	factor	factor	N;INDF;MASC+FEM;SG	PROPN
factor	faktor	factor	faktor	N;INDF;MASC+FEM;SG	ADJ
walk	gehen	walk	gehen		V;NFIN
walk	spazieren	walk	spazieren		V;NFIN
walk	fußweg	walk	faßweg		
walk	spaziergang	walk	spaziergang		N
opdagelsesrejsende	explorer	opdagelsesrejsende	explorer	ADJ	PROPN
molekyler	molekülen	molekyle	molekül	N;INDF;MASC+FEM;PL	V;NFIN
molekyler	moleküle	molekyle	molekül	N;INDF;MASC+FEM;PL	
møbler	möbeln	møbel	möbeln	N;INDF;NEUT;PL	V;NFIN
møbler	möbel	møbel	möbel	N;INDF;NEUT;PL	
møbler	mobiliar	møbel	mobiliar	N;INDF;NEUT;PL	ADJ
rick	rick	rick	racken		PROPN;NOM;SG
rob	berauben	rob	berauben		V;NFIN
rob	rauben	rob	rauben		V;NFIN
rob	rob	rob	rib		PROPN;NOM;SG
omfattet	inbegriffen	omfatte	inbegreifen	N;DEF;NEUT;SG	ADJ
omfattet	enthalten	omfatte	enthalten	N;DEF;NEUT;SG	V;NFIN
omfattet	eingeschlossen	omfatte	einschließen	N;DEF;NEUT;SG	V;V.PTCP
omfattet	aufgenommen	omfatte	aufnehmen	N;DEF;NEUT;SG	V;V.PTCP
omfattet	inklusive	omfatte	inklusive	N;DEF;NEUT;SG	ADP
omfattet	erfaßt	omfatte	erfaßen	N;DEF;NEUT;SG	V;V.PTCP
omfattet	gedeckt	omfatte	decken	N;DEF;NEUT;SG	V;V.PTCP
omfattet	abgedeckt	omfatte	abdecken	N;DEF;NEUT;SG	V;V.PTCP
omfattet	bedeckt	omfatte	bedecken	N;DEF;NEUT;SG	ADJ;V.PTCP
terror	terror	terror	terror	N;INDF;MASC+FEM;SG	PROPN
terror	schrecken	terror	schrecken	N;INDF;MASC+FEM;SG	V;NFIN
terror	terrorismus	terror	terrorismus	N;INDF;MASC+FEM;SG	PROPN
terror	terrorismusbekämpfung	terror	terrorismusbekämpfung	N;INDF;MASC+FEM;SG	ADJ
kriminelle	strafrecht	kriminel	strafrecht	ADJ;PL	PROPN
cæsar	cäsar	cæsar	cäsar	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
cæsar	caesar	cæsar	caesar	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
forøget	erhöhte	forøge	erhöhen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
cypern	zypern	cypern	zypern	N;INDF;MASC+FEM;SG	
halve	hälften	halv	halfen	ADJ;PL	
mitsubishi	mitsubishi	mitsubishi	mitsubishi		PROPN;NOM;SG
skarpe	sharp	skarp	sharp	ADJ;PL	PROPN;NOM;SG
kriminalitet	straftaten	kriminalitet	straftat	N;INDF;MASC+FEM;SG	V;NFIN
kriminalitet	verbrechen	kriminalitet	verbrechen	N;INDF;MASC+FEM;SG	V;NFIN
kriminalitet	kriminalität	kriminalitet	kriminalität	N;INDF;MASC+FEM;SG	ADJ
kriminalitet	kriminalität	kriminalitet	kriminalität	N;INDF;MASC+FEM;SG	ADJ
kriminalitet	verbrechen	kriminalitet	verbrechen	N;INDF;MASC+FEM;SG	V;NFIN
kriminalitet	straftat	kriminalitet	strafta	N;INDF;MASC+FEM;SG	PROPN
batteri	batterie	batteri	batterie	N;INDF;NEUT;SG	PROPN
batteri	akku	batteri	akku	N;INDF;NEUT;SG	PROPN;NOM;SG
batteri	akkus	batteri	akkus	N;INDF;NEUT;SG	
batteri	batterien	batteri	batterienen	N;INDF;NEUT;SG	
batteri	akkus	batteri	akkus	N;INDF;NEUT;SG	
batteri	akkumulatoren	batteri	akkumulator	N;INDF;NEUT;SG	N;NOM;PL
batteri	batterien	batteri	batterienen	N;INDF;NEUT;SG	
seg	seg	seg	seg		
omkostninger	kosten	omkostning	kosten	N;INDF;MASC+FEM;PL	V;NFIN
omkostninger	kosten	omkostning	kosten	N;INDF;MASC+FEM;PL	V;NFIN
omkostninger	cost	omkostning	cost	N;INDF;MASC+FEM;PL	ADJ
afdelingen	hauptabteilung	afdeling	hauptabteilung	N;DEF;MASC+FEM;SG	ADJ
afdelingen	abteilung	afdeling	abteilingen	N;DEF;MASC+FEM;SG	ADJ
afdelingen	dienststelle	afdeling	dienststelle	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
afdelingen	fachbereich	afdeling	fachbereich	N;DEF;MASC+FEM;SG	
mur	pinnwand	mur	pinnwand	N;INDF;MASC+FEM;SG	
mur	mauern	mur	mauern	N;INDF;MASC+FEM;SG	V;NFIN
mur	mauer	mur	mauer	N;INDF;MASC+FEM;SG	
motors	motors	motors	motors		PROPN;NOM;SG
motors	elektromotoren	motors	elektromotoren		ADJ
motors	motoren	motors	motor		N;NOM;PL
passede	passt	passe	passen	V;IND;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
passede	fit	passe	fit	V;IND;PST;FIN;ACT	ADJ
passede	tendenziell	passe	tendenziell	V;IND;PST;FIN;ACT	ADJ
cia	cia	cia	cia		PROPN;NOM;MASC;SG
cia	cia	cia	cia		PROPN;NOM;MASC;SG
forberede	vorbereitung	forbere	vorbereitung	V;NFIN;ACT	N;NOM;FEM;SG
richmond	richmond	richmond	richmond	N;INDF;NEUT;SG	PROPN
lissabon	lissabon	lissabon	lissabon		PROPN;NOM;SG
grace	anmut	grace	anmut		
grace	gnade	grace	gnade		
grace	grace	grace	grac		PROPN;NOM;SG
illustrationer	abbildungen	illustration	abbildung	N;INDF;MASC+FEM;PL	V;NFIN
skandinavisk	skandinavien	skandinavisk	skandinavien	ADJ;INDF;SG	
skandinavisk	skandinavische	skandinavisk	skandinavisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
brugerne	verwender	bruger	verwender	N;DEF;MASC+FEM;PL	
brugerne	anwender	bruger	anwender	N;DEF;MASC+FEM;PL	ADJ
brugerne	nutzer	bruger	nutzer	N;DEF;MASC+FEM;PL	
brugerne	benutzer	bruger	benutzer	N;DEF;MASC+FEM;PL	ADJ
sct	sct	sct	sct	N;INDF;MASC+FEM;SG	
tjenester	dienstleistung	tjenester	dienstleistung	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
tjenester	leistungen	tjenester	leistung	N;INDF;MASC+FEM;PL	V;PL
tusind	eintausend	tusind	eintausend	N;INDF;NEUT;SG	NUM
tusind	tausend	tusind	tausend	N;INDF;NEUT;SG	NUM
tusind	thousand	tusind	thousand	N;INDF;NEUT;SG	PROPN
templet	tempels	temple	tempels	N;DEF;NEUT;SG	
templet	tempel	temple	tempel	N;DEF;NEUT;SG	
håbet	hoffen	håb	hoffen	N;DEF;NEUT;SG	V;NFIN
håbet	hoffnung	håb	hoffnung	N;DEF;NEUT;SG	
håbet	hofft	håb	hoffen	N;DEF;NEUT;SG	V;IND;SG;3;PRS;FIN
håbet	hoffe	håb	hoffen	N;DEF;NEUT;SG	
håbet	gehofft	håb	hoffen	N;DEF;NEUT;SG	V;V.PTCP
håbet	hoffen	håb	hoffen	N;DEF;NEUT;SG	V;NFIN
håbet	hoffnung	håb	hoffnung	N;DEF;NEUT;SG	
håbet	hoffe	håb	hoffen	N;DEF;NEUT;SG	
håbet	hope	håb	hopen	N;DEF;NEUT;SG	PROPN
håbet	hoffte	håb	hoffen	N;DEF;NEUT;SG	V;IND;SG;3;PST;FIN
håbet	hofften	håb	hoffen	N;DEF;NEUT;SG	V;IND;PL;3;PST;FIN
håbet	gehofft	håb	hoffen	N;DEF;NEUT;SG	V;V.PTCP
håbet	erhofft	håb	erhoffen	N;DEF;NEUT;SG	V;V.PTCP
indlagt	intarsien	indlægge	intarsien	V;INDF;SG;PST;V.PTCP	ADJ
reform	reformieren	reform	reformieren	N;INDF;MASC+FEM;SG	V;NFIN
reform	reform	reform	reform	N;INDF;MASC+FEM;SG	
reform	reformieren	reform	reformieren	N;INDF;MASC+FEM;SG	V;NFIN
reform	reformen	reform	reformen	N;INDF;MASC+FEM;SG	V;NFIN
reform	reform	reform	reform	N;INDF;MASC+FEM;SG	
videnskabeligt	wissenschaftlich	videnskabelig	wissenschaftlich	ADV	ADJ
videnskabeligt	wissenschaftliche	videnskabelig	wissenschaftlich	ADV	ADJ;NOM;FEM;PL
videnskabeligt	wissenschaftlich	videnskabelig	wissenschaftlich	ADV	ADJ
videnskabeligt	wissenschaftlichen	videnskabelig	wissenschaftlich	ADV	ADJ
missioner	aufgaben	mission	aufgeben	N;INDF;MASC+FEM;PL	V;NFIN
missioner	dienstreisen	mission	dienstreisen	N;INDF;MASC+FEM;PL	V;NFIN
tidsrum	zeit	tidsrum	zeit	N;INDF;NEUT;SG	ADJ
tidsrum	zeitraum	tidsrum	zeitraum	N;INDF;NEUT;SG	ADV
tidsrum	zeitabschnitt	tidsrum	zeitabschnitten	N;INDF;NEUT;SG	ADJ
psykisk	psychologische	psykisk	psychologisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
psykisk	psychologischen	psykisk	psychologisch	ADJ;INDF;SG	ADJ;ACC;PL
psykisk	psychische	psykisk	psychisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
psykisk	hellseher	psykisk	hellseher	ADJ;INDF;SG	
psykisk	psychiatrie	psykisk	psychiatrie	ADJ;INDF;SG	PROPN;NOM;SG
psykisk	psychiatrischen	psykisk	psychiatrisch	ADJ;INDF;SG	ADJ;NOM;MASC;PL
psykisk	psychiatrische	psykisk	psychiatrisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
psykisk	mentale	psykisk	mentale	ADJ;INDF;SG	ADJ;NOM;FEM;PL
psykisk	geistige	psykisk	geistig	ADJ;INDF;SG	ADJ;NOM;FEM;PL
clara	klara	clara	klara		PROPN;NOM;FEM;SG
clara	clara	clara	clara		PROPN;NOM;SG
hoteller	hotels	hotel	hotels	N;INDF;NEUT;PL	ADV
beskadiget	beschädigung	beskadige	Beschädigung	V;INDF;SG;PST;V.PTCP	ADJ
rudolph	rudolph	rudolph	rudolph	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
rudolph	rudolf	rudolph	rudolf	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
pinyin	pinyin	pinyin	pinyin	N;INDF;NEUT;SG	;SG
ward	ward	ward	werden		
modtagelse	beleg	modtagelse	belegen	N;INDF;MASC+FEM;SG	
modtagelse	empfangen	modtagelse	empfangen	N;INDF;MASC+FEM;SG	V;V.PTCP
modtagelse	erhalten	modtagelse	erhalten	N;INDF;MASC+FEM;SG	ADJ;V.PTCP
modtagelse	empfang	modtagelse	empfangen	N;INDF;MASC+FEM;SG	
modtagelse	rezeption	modtagelse	Rezeption	N;INDF;MASC+FEM;SG	
stribe	streifen	stribe	streifen	N;INDF;MASC+FEM;SG	V;NFIN
support	förderung	support	förderung	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
support	unterstützung	support	unterstützung	N;INDF;MASC+FEM;SG	ADJ
support	unterstützen	support	unterstützen	N;INDF;MASC+FEM;SG	V;NFIN
sandhed	wahrheit	sandhed	wahrheit	N;INDF;MASC+FEM;SG	
sandhed	wahrheiten	sandhed	wahrheiten	N;INDF;MASC+FEM;SG	V;NFIN
hævet	geschwollen	hæve	schwellen	V;INDF;SG;PST;V.PTCP	ADJ
manuelt	anleitung	manuel	anleitung	ADJ;INDF;SG	N;NOM;FEM;SG
manuelt	bedienungsanleitung	manuel	bedienungsanleitung	ADJ;INDF;SG	N;NOM;FEM;SG
manuelt	manual	manuel	manual	ADJ;INDF;SG	
manuelt	handbuch	manuel	handbuch	ADJ;INDF;SG	
inn	inn	inn	inn		PROPN
inn	gasthof	inn	gasthof		PROPN
inn	gasthaus	inn	gasthaus		PROPN
inn	gaststätte	inn	gaststätte		;SG
inn	inns	inn	inns		
inn	gasthäuser	inn	gasthäuser		ADJ
præstation	performance	præstation	performance	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
atmosfæren	erdatmosphäre	atmosfær	erdatmosphäre	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
atmosfæren	atmosphäre	atmosfær	atmosphäre	N;DEF;MASC+FEM;SG	ADJ;NOM;SG
magic	magie	magic	magie		
magic	magic	magic	magic		
magic	zauberei	magic	zauberei		ADJ
magic	zauber	magic	zauber		ADJ
racer	racer	race	racer	N;INDF;MASC+FEM;PL	PROPN
racer	rennfahrer	race	rennfahrer	N;INDF;MASC+FEM;PL	ADJ
racer	wettrennen	race	wettrennen	N;INDF;MASC+FEM;PL	V;NFIN
racer	rennen	race	rennen	N;INDF;MASC+FEM;PL	V;NFIN
boksning	boxing	boksning	boxing	N;INDF;MASC+FEM;SG	PROPN
boksning	boxen	boksning	boxen	N;INDF;MASC+FEM;SG	V;NFIN
augustus	august	augustus	augusten	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
augustus	augustus	augustus	augustus	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
iau	iau	iau	iau		PROPN;NOM;SG
forestilling	schauspiel	forestilling	schauspiel	N;INDF;MASC+FEM;SG	
forestilling	spektakel	forestilling	spektakel	N;INDF;MASC+FEM;SG	ADJ
specialiseret	spezialisierten	specialisere	spezialisiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
specialiseret	spezialisierten	specialisere	spezialisiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
voice	voice	voice	voice		PROPN;NOM;SG
voice	stimme	voice	stimmen		V;IND;SG;3;PRS;FIN
voice	gesang	voice	gesingen		ADJ
cameron	cameron	cameron	cameron	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
holberg	holberg	holberg	holberg	N;INDF;MASC+FEM;SG	PROPN
fastholdt	gepflegt	fastholde	pflegen	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
fastholdt	aufrechterhalten	fastholde	aufrechterhalten	V;INDF;SG;PST;V.PTCP	ADJ
fastholdt	zurückhaltend	fastholde	zurückhaltend	V;INDF;SG;PST;V.PTCP	ADJ
badminton	badminton	badminton	badminton	N;INDF;MASC+FEM;SG	
størrelser	größe	størrelse	groß	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
størrelser	grösse	størrelse	groß	N;INDF;MASC+FEM;PL	
størrelser	größen	størrelse	groß	N;INDF;MASC+FEM;PL	V;NFIN
størrelser	maße	størrelse	massen	N;INDF;MASC+FEM;PL	ADV
størrelser	grössen	størrelse	grössen	N;INDF;MASC+FEM;PL	V;FIN
øre	ohren	øre	ohr	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
øre	ohren	øre	ohr	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
walt	walt	walt	walt		PROPN;NOM;MASC;SG
katalog	produktkatalog	katalog	produktkatalog	N;INDF;NEUT;SG	ADJ
katalog	katalog	katalog	katalog	N;INDF;NEUT;SG	ADJ
katalog	kataloge	katalog	katalog	N;INDF;NEUT;SG	ADJ
katalog	produktkatalog	katalog	produktkatalog	N;INDF;NEUT;SG	ADJ
