the	do	the	do	DET;DEF	PROPN
suppose	supoño	suppose	supor	INTJ	V
santiago	santiago	santiago	santiago	PROPN;SG	PROPN
okay	moi	okay	moi	INTJ	ADV
okay	ben	okay	ben	INTJ	ADV
okay	vale	okay	valar	INTJ	V
okay	está	okay	estar	INTJ	V
okay	acordo	okay	acordo	INTJ	N
stops	frea	stop	frea	N;PL	V
stops	detén	stop	detén	N;PL	V
stops	deixa	stop	deixar	N;PL	V
stops	se	stop	se	N;PL	CONJ
thinks	que	think	que	V;IND;SG;3;PRS;FIN	PRO
thinks	pense	think	pense	V;IND;SG;3;PRS;FIN	PROPN
taxes	dos	tax	dos	N;PL	PROPN
hardly	é	hardly	ser	ADV	V
hardly	crer	hardly	crer	ADV	V
hardly	non	hardly	non	ADV	PART
hardly	difícil	hardly	difícil	ADV	ADJ
contrary	contrario	contrary	contrario	INTJ	N
contrary	pola	contrary	pola	INTJ	N
contrary	contra	contrary	contra	INTJ	ADP
mad	tola	mad	tola	ADJ	PROPN
mad	tolo	mad	tolo	ADJ	N
mad	enfadado	mad	enfadar	ADJ	V
dozen	de	dozen	de	N;SG	ADP
travels	viaxes	travel	viaxe	V;IMP;FIN	N
symptoms	os	symptom	o	N;PL	DET
lab	no	lab	no	N;SG	V
stroke	cerebral	stroke	cerebral	N;SG	ADJ
discover	que	discover	que	V;IMP;FIN	PRO
recognize	te	recognize	te	V;IMP;FIN	PRO
emotional	emocional	emotional	emocional	ADJ	N
cartoon	tira	cartoon	tir	N;SG	V
eve	eva	eve	eve	PROPN;SG	PROPN
eve	aninovo	eve	aninovo	PROPN;SG	N
eve	data	eve	data	PROPN;SG	N
eve	véspera	eve	véspera	PROPN;SG	N
eve	noitevella	eve	noitevella	PROPN;SG	PROPN
challenged	a	challenge	o	V;PST;V.PTCP	DET
controls	controla	controls	controlar	N;SG	V
canyon	canón	canyon	canón	PROPN;SG	N
louise	louise	louise	louise	PROPN;SG	PROPN
tiny	diminutos	tiny	diminuto	ADJ	N
tiny	diminuto	tiny	diminuto	ADJ	N
tiny	minúsculas	tiny	minúscula	ADJ	N
expanding	expansión	expand	expansión	V;V.MSDR	N
shock	de	shock	de	N;SG	ADP
lucas	lucas	luca	luca	PROPN;SG	N
grows	medra	grow	medra	V;IND;SG;3;PRS;FIN	N
hamlet	estratéxicas	hamlet	estratéxico	N;SG	ADJ
hate	odio	hate	odio	V;IND;FIN	N
hate	os	hate	o	V;IND;FIN	DET
hate	o	hate	o	V;IND;FIN	DET
hate	a	hate	o	V;IND;FIN	DET
westminster	westminster	westminster	westminster	PROPN;SG	PROPN
aboard	a	aboard	o	ADV	DET
aboard	bordo	aboard	bordo	ADV	N
aboard	marcha	aboard	marcha	ADV	N
giovanni	giovanni	giovanni	giovannivi	PROPN;SG	PROPN
catholics	católicos	catholics	católico	N;PL	ADJ
surprised	abraiado	surprised	abraiar	ADJ	V
surprised	sorprendidos	surprised	sorprender	ADJ	V
surprised	sorprendeuse	surprised	sorprendeuse	ADJ	N
surprised	sorprendeume	surprised	sorprendeume	ADJ	V
surprised	sorprende	surprised	sorprender	ADJ	V
surprised	sorprendido	surprised	sorprender	ADJ	V
bills	as	bill	o	N;PL	DET
eating	desordes	eat	desorde	V;V.MSDR	N
eating	coma	eat	coma	V;V.MSDR	CONJ
eating	a	eat	o	V;V.MSDR	DET
eating	comelo	eat	comelo	V;V.MSDR	N
saving	aforro	save	aforro	V;V.MSDR	N
chi	chi	chi	chi	PROPN;SG	PROPN
dollar	dolar	dollar	dolar	N;SG	V
dollar	por	dollar	por	N;SG	ADP
twitter	twitter	twitter	twitter	N;SG	V
solomon	solomon	solomon	solomon	PROPN;SG	PROPN
recommend	que	recommend	que	V;IND;FIN	PRO
certificate	de	certificate	de	N;SG	ADP
blake	blake	blake	blake	PROPN;SG	PROPN
breeding	de	breeding	de	N;SG	ADP
copenhagen	consenso	copenhagen	consenso	PROPN;SG	N
copenhagen	de	copenhagen	de	PROPN;SG	ADP
copenhagen	copenhaguen	copenhagen	copenhaguen	PROPN;SG	V
copenhagen	copenhague	copenhagen	copenhague	PROPN;SG	PROPN
keys	as	key	o	N;PL	DET
enjoy	a	enjoy	o	V;IMP;FIN	DET
enjoy	que	enjoy	que	V;IMP;FIN	PRO
funny	divertido	funny	divertir	ADJ	V
punishment	punishment	punishment	punishment	N;SG	PROPN
flew	sobre	fly	sobre	V;IND;PST;FIN	ADP
atomic	núcleo	atomic	núcleo	ADJ	N
antarctica	antártida	antarctica	antártida	PROPN;SG	V
traveling	viaxando	traveling	viaxar	N;SG	V
rebel	rebelde	rebel	rebeldar	PROPN;SG	N
rebel	rebeldes	rebel	rebelde	PROPN;SG	N
eugene	eugene	eugene	eugener	PROPN;SG	PROPN
jail	cárcere	jail	cárcere	N;SG	V
yeah	si	yeah	si	INTJ	ADV
withdraw	retirada	withdraw	retirada	V;IMP;FIN	N
promise	prometer	promise	prometer	N;SG	V
promise	prométolle	promise	prométolle	N;SG	PROPN
promise	prometo	promise	prometo	N;SG	V
afternoon	serán	afternoon	ser	N;SG	V
recall	recordo	recall	recordo	V;IMP;FIN	N
warrior	forte	warrior	forte	N;SG	ADJ
amy	amy	amy	amy	PROPN;SG	PROPN
survival	infantil	survival	infantil	N;SG	ADJ
survival	sobreviven	survival	sobrevivir	N;SG	V
responses	as	response	o	N;PL	DET
nights	as	night	o	N;PL	DET
linda	linda	linda	linda	PROPN;SG	N
crazy	tola	crazy	tola	ADJ	PROPN
crazy	tolos	crazy	tolo	ADJ	N
crazy	tolas	crazy	tola	ADJ	N
crazy	tolo	crazy	tolo	ADJ	N
millions	de	million	de	N;PL	ADP
henri	henri	henri	henri	PROPN;SG	PROPN
joy	da	joy	da	N;SG	V
kitchen	sloan	kitchen	sloar	N;SG	PROPN
arsenal	arsenal	arsenal	arsenal	PROPN;SG	N
arsenal	o	arsenal	o	PROPN;SG	DET
gravity	a	gravity	o	N;SG	DET
stored	almacénanse	store	almacénanse	V;PST;V.PTCP	PROPN
graph	gráfico	graph	gráfico	N;SG	ADJ
graph	gráfica	graph	gráfico	N;SG	ADJ
complicated	complicado	complicated	complicar	ADJ	V
complicated	complexas	complicated	complexo	ADJ	N
complicated	complicadas	complicated	complicar	ADJ	V
relatives	familiares	relative	familiar	N;PL	ADJ
andrews	andrews	andrew	andrews	PROPN;SG	PROPN
stolen	datos	steal	dato	V;PST;V.PTCP	N
midnight	noite	midnight	noite	PROPN;SG	N
midnight	ano	midnight	ano	PROPN;SG	N
midnight	reloxo	midnight	reloxo	PROPN;SG	N
midnight	doce	midnight	doce	PROPN;SG	N
midnight	media	midnight	media	PROPN;SG	N
midnight	medianoite	midnight	medianoite	PROPN;SG	PROPN
midnight	da	midnight	da	PROPN;SG	V
midnight	á	midnight	á	PROPN;SG	N
shots	de	shot	de	N;PL	ADP
explaining	explican	explain	explicar	N;SG	V
inches	cm	inch	cm	N;PL	PROPN
franco	franco	franco	franco	PROPN;SG	N
dying	morren	die	morrer	N;SG	V
dying	morrendo	die	morrer	N;SG	V
dying	morrer	die	morrer	N;SG	V
dying	por	die	por	N;SG	ADP
tyler	tyler	tyler	tyler	PROPN;SG	PROPN
surrender	rendédevos	surrender	rendédevo	V;IMP;FIN	N
colored	cor	color	cor	V;PST;V.PTCP	N
colored	de	color	de	V;PST;V.PTCP	ADP
emma	emma	emma	emma	PROPN;SG	PROPN
zoo	zoolóxico	zoo	zoolóxico	N;SG	ADJ
emerging	emerxentes	emerge	emerxente	N;SG	ADJ
ethics	de	ethic	de	N;PL	ADP
gaelic	gaélico	gaelic	gaélico	ADJ	N
surely	que	surely	que	ADV	PRO
burn	queimade	burn	queimade	V;IMP;FIN	N
balls	as	ball	o	N;PL	DET
wishes	desexa	wish	desexar	N;PL	V
rochester	rochester	rochester	rochester	PROPN;SG	PROPN
cannon	canóns	cannon	canón	PROPN;SG	N
cannon	sobre	cannon	sobre	PROPN;SG	ADP
cannon	os	cannon	o	PROPN;SG	DET
cannon	artillaría	cannon	artillar	PROPN;SG	V
cannon	canón	cannon	canón	PROPN;SG	N
encounter	encontro	encounter	encontro	V;IMP;FIN	N
bomber	bomber	bomber	bomber	N;SG	PROPN
muscle	muscular	muscle	muscular	N;SG	ADJ
kingston	kingston	kingston	kingston	PROPN;SG	PROPN
nato	otan	nato	otar	PROPN;SG	PROPN
teeth	os	tooth	o	N;PL	DET
fed	farto	feed	farto	V;PST;V.PTCP	N
fed	de	feed	de	V;PST;V.PTCP	ADP
naturally	natural	naturally	natural	ADV	ADJ
naturally	forma	naturally	forma	ADV	N
naturally	non	naturally	non	ADV	PART
forcing	a	force	o	V;V.MSDR	DET
praise	gábote	praise	gábote	N;SG	PROPN
praise	teu	praise	teu	N;SG	DET
hugo	hugo	hugo	hugo	PROPN;SG	PROPN
algeria	alxeria	algeria	alxeria	PROPN;SG	N
cliff	cliff	cliff	cliff	PROPN;SG	PROPN
hydrogen	de	hydrogen	de	N;SG	ADP
plymouth	plymouth	plymouth	plymouth	PROPN;SG	PROPN
rape	viólanme	rape	viólanme	N;SG	PROPN
dinner	cear	dinner	cear	N;SG	V
dinner	a	dinner	o	N;SG	DET
carefully	con	carefully	con	ADV	ADP
carefully	coidado	carefully	coidado	ADV	N
sudan	sudán	sudan	sudar	PROPN;SG	PROPN
afraid	temo	afraid	temo	ADJ	V
afraid	medo	afraid	medo	ADJ	N
afraid	que	afraid	que	ADJ	PRO
pursuit	da	pursuit	da	N;SG	V
pursuit	busca	pursuit	buscar	N;SG	V
speaks	que	speak	que	V;IND;SG;3;PRS;FIN	PRO
speaks	fálalle	speak	fálallar	V;IND;SG;3;PRS;FIN	PROPN
angry	enfadado	angry	enfadar	ADJ	V
angry	anoxados	angry	anoxar	ADJ	V
angry	anoxado	angry	anoxar	ADJ	V
angry	enfadada	angry	enfadar	ADJ	V
commitment	de	commitment	de	N;SG	ADP
commitment	cos	commitment	cos	N;SG	PROPN
loved	me	love	me	V;IND;PST;FIN	PRO
loved	amas	love	ama	V;IND;PST;FIN	N
loved	encantábache	love	encantábache	V;IND;PST;FIN	PROPN
pipe	con	pipe	con	N;SG	ADP
pipe	esta	pipe	este	N;SG	DET
wednesday	o	wednesday	o	PROPN;SG	DET
wednesday	mércores	wednesday	mércores	PROPN;SG	N
checking	o	check	o	V;V.MSDR	DET
hey	ei	hey	ei	INTJ	PROPN
hey	eh	hey	eh	INTJ	
hey	oe	hey	oe	INTJ	N
paying	a	pay	o	V;V.MSDR	DET
paying	atención	pay	atención	V;V.MSDR	N
paying	pagalas	pay	pagala	V;V.MSDR	N
promised	prometín	promise	prometín	V;PST;V.PTCP	PROPN
promised	prometinlle	promise	prometinlle	V;PST;V.PTCP	PROPN
promised	prometéronme	promise	prometéronme	V;PST;V.PTCP	PROPN
promised	prometíchesme	promise	prometíchesme	V;PST;V.PTCP	N
mcdonald	mcdonald	mcdonald	mcdonald	PROPN;SG	ADJ
mate	oficial	mate	oficial	V;IMP;FIN	ADJ
everybody	todo	everybody	todo	PRO;SG	DET
everybody	todos	everybody	todo	PRO;SG	DET
everybody	mundo	everybody	mundo	PRO;SG	N
everybody	o	everybody	o	PRO;SG	DET
aggregate	agregada	aggregate	agregar	N;SG	V
servant	criado	servant	criar	N;SG	V
kenny	kenny	kenny	kenny	PROPN;SG	PROPN
hurt	dano	hurt	dano	V;IMP;FIN	N
hurt	ferido	hurt	ferido	V;IMP;FIN	N
carlo	carlo	carlo	carlo	PROPN;SG	N
hoping	que	hope	que	V;V.MSDR	PRO
joel	joel	joel	joel	PROPN;SG	PROPN
joel	recibiu	joel	recibir	PROPN;SG	V
nose	o	nose	o	N;SG	DET
nose	no	nose	no	N;SG	V
thunder	canóns	thunder	canón	PROPN;SG	N
thunder	trono	thunder	trono	PROPN;SG	N
thunder	os	thunder	o	PROPN;SG	DET
thunder	tronos	thunder	trono	PROPN;SG	N
physicians	os	physician	o	N;PL	DET
forget	o	forget	o	V;IMP;FIN	DET
extraordinary	cantidade	extraordinary	cantidade	ADJ	N
jam	session	jam	session	N;SG	PROPN
amazing	abraiante	amazing	abraiante	ADJ	ADV
amazing	o	amazing	o	ADJ	DET
amazing	asombroso	amazing	asombroso	ADJ	N
upset	moi	upset	moi	ADJ	ADV
upset	preocupada	upset	preocupar	ADJ	V
upset	anoxado	upset	anoxar	ADJ	V
upset	está	upset	estar	ADJ	V
upset	enfade	upset	enfade	ADJ	PROPN
upset	enfades	upset	enfade	ADJ	N
loves	me	love	me	V;IND;SG;3;PRS;FIN	PRO
loves	quéreme	love	quéreme	V;IND;SG;3;PRS;FIN	PROPN
loves	ama	love	ama	V;IND;SG;3;PRS;FIN	N
loves	quérete	love	quérete	V;IND;SG;3;PRS;FIN	PROPN
striking	rechamante	strike	rechamante	N;SG	ADV
marion	marion	marion	marion	PROPN;SG	PROPN
impressed	impresionado	impressed	impresionar	ADJ	V
julie	julie	julie	julie	PROPN;SG	PROPN
fbi	fbi	fbi	ser	PROPN;SG	PROPN
lucky	afortunada	lucky	afortunar	ADJ	V
lucky	sorte	lucky	sorte	ADJ	N
lucky	afortunado	lucky	afortunar	ADJ	V
lucky	con	lucky	con	ADJ	ADP
lucky	de	lucky	de	ADJ	ADP
bicycle	en	bicycle	en	N;SG	ADP
careful	coidado	careful	coidado	ADJ	N
careful	ten	careful	ter	ADJ	V
careful	con	careful	con	ADJ	ADP
careful	tede	careful	teder	ADJ	ADV
careful	conta	careful	conta	ADJ	N
careful	atento	careful	atento	ADJ	N
nurse	enfermeira	nurse	enfermeiro	N;SG	ADJ
trend	coa	trend	coar	N;SG	V
gerald	gerald	gerald	gerald	PROPN;SG	PROPN
geneva	xenebra	geneva	xenebra	PROPN;SG	N
smoke	fumar	smoke	fumar	N;SG	V
smoke	para	smoke	para	N;SG	ADP
divorce	o	divorce	o	N;SG	DET
divorce	divorciar	divorce	divorciar	N;SG	V
separately	separado	separately	separado	ADV	N
grain	gran	grain	gran	N;SG	ADJ
zimbabwe	cimbabue	zimbabwe	cimbabue	PROPN;SG	PROPN
zimbabwe	zimbawe	zimbabwe	zimbawe	PROPN;SG	N
zimbabwe	zimbabwe	zimbabwe	zimbabwe	PROPN;SG	PROPN
diving	mergullar	diving	mergullar	N;SG	V
underlying	subxacente	underlying	subxacente	ADJ	N
ellen	ellen	ell	ellen	PROPN;SG	PROPN
paradise	o	paradise	o	N;SG	DET
diana	diana	diana	diana	PROPN;SG	N
busy	moi	busy	moi	ADJ	ADV
busy	negocios	busy	negocio	ADJ	N
busy	ocupada	busy	ocupado	ADJ	V
tomorrow	mañá	tomorrow	mañá	N;SG	ADV
humanity	a	humanity	o	N;SG	DET
admit	admito	admit	admito	V;IMP;FIN	ADV
admit	que	admit	que	V;IMP;FIN	PRO
admit	admitilo	admit	admitilo	V;IMP;FIN	N
distant	afastado	distant	afastar	ADJ	V
willie	willie	willie	willie	PROPN;SG	PROPN
sick	enfermo	sick	enfermo	ADJ	N
sick	enfermos	sick	enfermo	ADJ	N
sick	enferma	sick	enferma	ADJ	N
drives	conduce	drive	conducir	N;PL	V
bunch	uns	bunch	un	N;SG	DET
bunch	de	bunch	de	N;SG	ADP
bacteria	as	bacteria	o	N;SG	DET
introduce	presentarlles	introduce	presentarles	V;IMP;FIN	N
introduce	á	introduce	á	V;IMP;FIN	N
introduce	ao	introduce	ao	V;IMP;FIN	PROPN
introduce	presente	introduce	presente	V;IMP;FIN	ADJ
healthy	saúde	healthy	saúde	ADJ	N
healthy	sans	healthy	san	ADJ	PROPN
quiet	silencio	quiet	silencio	ADJ	N
quiet	calado	quiet	calado	ADJ	N
deliver	pásao	deliver	pásao	V;IMP;FIN	PROPN
threw	o	throw	o	V;IND;PST;FIN	DET
pounds	case	pound	case	N;PL	ADV
macdonald	macdonald	macdonald	macdonald	PROPN;SG	ADJ
honest	honestos	honest	honesto	ADJ	N
honest	dicir	honest	dicir	ADJ	V
honest	verdade	honest	verdade	ADJ	N
honest	sincero	honest	sincero	ADJ	N
honest	honesto	honest	honesto	ADJ	N
honest	de	honest	de	ADJ	ADP
honest	honrado	honest	honrar	ADJ	V
classics	clásicos	classic	clásico	N;PL	ADJ
activated	activa	activate	activo	V;PST;V.PTCP	N
hitting	a	hit	o	N;SG	DET
searches	as	search	o	N;PL	DET
particle	de	particle	de	N;SG	ADP
thursday	xoves	thursday	xove	PROPN;SG	N
genes	os	gene	o	N;PL	DET
paste	pegar	paste	pegar	N;SG	V
annie	annie	annie	annie	PROPN;SG	PROPN
walt	walt	walt	walt	PROPN;SG	PROPN
hopefully	esperanza	hopefully	esperanza	ADV	N
hopefully	espero	hopefully	espero	ADV	V
pregnant	embarazada	pregnant	embarazar	ADJ	V
pregnant	preñado	pregnant	preñar	ADJ	N
highland	altas	highland	alto	PROPN;SG	ADJ
mess	boa	mess	bo	N;SG	ADJ
mess	lea	mess	lea	N;SG	PROPN
mess	porcallada	mess	porcallar	N;SG	V
naked	espido	naked	espido	ADJ	N
fake	finxilo	fake	finxilo	ADJ	N
sad	tristes	sad	triste	ADJ	N
decrease	diminúe	decrease	diminuír	N;SG	V
norton	norton	norton	norton	PROPN;SG	PROPN
dear	querido	dear	querer	ADJ	V
dear	querida	dear	querer	ADJ	V
georges	georges	george	george	N;PL	PROPN
sovereign	soberanas	sovereign	soberano	N;SG	ADJ
sovereign	soberana	sovereign	soberano	N;SG	ADJ
cooking	cociñar	cooking	cociñar	N;SG	V
cooking	cociñando	cooking	cociñar	N;SG	V
measuring	medir	measure	medir	N;SG	V
measuring	medindo	measure	medir	N;SG	V
consciousness	a	consciousness	o	N;SG	DET
consciousness	da	consciousness	da	N;SG	V
protecting	protexe	protect	protexer	N;SG	V
estimates	estima	estimate	estimar	N;PL	V
estimates	que	estimate	que	N;PL	PRO
trace	a	trace	o	N;SG	DET
nottingham	nottingham	nottingham	nottingham	PROPN;SG	PROPN
tanzania	tanzania	tanzania	tanzania	PROPN;SG	PROPN
succeed	éxito	succeed	éxito	V;IMP;FIN	N
dirty	porca	dirty	porco	ADJ	N
likes	gústalle	like	gústalle	V;IND;SG;3;PRS;FIN	ADJ
tough	dura	tough	durar	ADJ	V
tough	por	tough	por	ADJ	ADP
bruno	bruno	bruno	bruno	PROPN;SG	N
dylan	dylan	dylan	dólar	PROPN;SG	PROPN
churchill	churchill	churchill	churchill	PROPN;SG	PROPN
anybody	a	anybody	o	PRO;SG	DET
anybody	ninguén	anybody	ninguén	PRO;SG	ADV
anybody	calquera	anybody	calquera	PRO;SG	DET
bet	aposta	bet	apostar	N;SG	V
bet	apostar	bet	apostar	N;SG	V
bet	a	bet	o	N;SG	DET
bet	que	bet	que	N;SG	PRO
graves	comúns	grave	común	N;PL	ADJ
silence	o	silence	o	N;SG	DET
bike	en	bike	en	N;SG	ADP
bike	moto	bike	moto	N;SG	PROPN
bike	bici	bike	bici	N;SG	PROPN
tin	estaño	tin	estaño	PROPN;SG	N
tin	metálico	tin	metálico	PROPN;SG	ADJ
garcia	garcía	garcia	garcía	PROPN;SG	PROPN
subway	sen	subway	sen	N;SG	ADP
lou	lou	lou	lau	PROPN;SG	PROPN
precise	exacto	precise	exacto	ADJ	N
ain	non	ain	non	PROPN;SG	PART
ain	é	ain	ser	PROPN;SG	V
happening	a	happen	o	V;V.MSDR	DET
della	della	della	della	PROPN;SG	PROPN
clara	clara	clara	claro	PROPN;SG	ADJ
reflects	o	reflect	o	V;IND;SG;3;PRS;FIN	DET
tuesday	martes	tuesday	martes	PROPN;SG	N
silly	parva	silly	parva	ADJ	N
silly	unha	silly	un	ADJ	DET
silly	parvada	silly	parvada	ADJ	N
beatles	dos	beatle	dos	PROPN;PL	PROPN
beatles	beatles	beatle	beatle	PROPN;PL	N
lifestyle	de	lifestyle	de	N;SG	ADP
bang	baten	bang	bater	N;SG	V
bang	bang	bang	bang	N;SG	PROPN
rhodes	rhodes	rhode	rhode	PROPN;SG	PROPN
preparing	para	prepare	para	V;V.MSDR	ADP
preparing	a	prepare	o	V;V.MSDR	DET
rainbow	da	rainbow	da	N;SG	V
jackie	jackie	jackie	jackie	PROPN;SG	N
homer	homer	homer	homer	PROPN;SG	PROPN
chaos	un	chaos	un	N;SG	DET
chaos	caos	chaos	caos	N;SG	PROPN
seized	de	seize	de	V;PST;V.PTCP	ADP
excess	de	excess	de	N;SG	ADP
hanging	pendurada	hanging	pendurar	N;SG	V
hanging	a	hanging	o	N;SG	DET
hanging	colgar	hanging	colgar	N;SG	V
liked	lle	like	lle	V;IND;PST;FIN	PRO
liked	me	like	me	V;IND;PST;FIN	PRO
liked	gustáballe	like	gustáballe	V;IND;PST;FIN	N
fairy	de	fairy	de	N;SG	ADP
carpenter	carpinteiro	carpenter	carpinteiro	PROPN;SG	N
planes	os	plane	o	N;PL	DET
bombs	as	bomb	o	N;PL	DET
floating	flotante	float	flotante	V;V.MSDR	N
dressed	de	dress	de	V;PST;V.PTCP	ADP
sudden	súpeto	sudden	súpeto	ADJ	N
sudden	de	sudden	de	ADJ	ADP
cry	choro	cry	choro	V;IMP;FIN	N
cry	berra	cry	berra	V;IMP;FIN	N
cooperative	cooperativas	cooperative	cooperativa	ADJ	N
cooperative	cooperativa	cooperative	cooperativa	ADJ	N
cooperative	dos	cooperative	dos	ADJ	PROPN
quit	de	quit	de	V;IMP;FIN	ADP
quit	non	quit	non	V;IMP;FIN	PART
rid	dela	rid	delar	N;SG	PROPN
rid	del	rid	del	N;SG	PROPN
rid	librar	rid	librar	N;SG	V
rid	quítao	rid	quítao	N;SG	PROPN
sleeping	durmindo	sleeping	durmindo	N;SG	V
sleeping	durmir	sleeping	durmir	N;SG	V
crucial	cruciais	crucial	crucial	ADJ	N
communicate	forma	communicate	forma	V;IMP;FIN	N
communicate	comunicarse	communicate	comunicarse	V;IMP;FIN	PROPN
communicate	comunicarnos	communicate	comunicarno	V;IMP;FIN	N
communicate	comunicación	communicate	comunicación	V;IMP;FIN	N
finger	o	finger	o	N;SG	DET
shoes	os	shoe	o	N;PL	DET
ham	xamón	ham	xamón	PROPN;SG	N
geoffrey	geoffrey	geoffrey	geoffrey	PROPN;SG	PROPN
listening	escoitan	listening	escoitar	N;SG	V
listening	escoiten	listening	escoitar	N;SG	V
listening	a	listening	o	N;SG	DET
listening	escoitar	listening	escoitar	N;SG	V
listening	escoitando	listening	escoitar	N;SG	V
listening	escoitamos	listening	escoitar	N;SG	V
venus	venus	venus	venus	PROPN;SG	PROPN
francesco	francesco	francesco	francesco	PROPN;SG	N
polar	polar	polar	polar	ADJ	N
polar	polares	polar	polar	ADJ	N
counting	contar	count	contar	N;SG	V
counting	contigo	count	contigo	N;SG	ADV
cleaning	limpando	cleaning	limpar	N;SG	V
cleaning	a	cleaning	o	N;SG	DET
cleaning	da	cleaning	da	N;SG	V
physicist	físico	physicist	físico	N;SG	ADJ
preventing	previr	prevent	previr	N;SG	V
preventing	evitando	prevent	evitar	N;SG	V
walks	camiña	walk	camiñar	N;PL	V
luther	luther	luther	luther	PROPN;SG	PROPN
luther	king	luther	king	PROPN;SG	PROPN
pleasure	pracer	pleasure	pracer	N;SG	V
pleasure	encantado	pleasure	encantar	N;SG	V
pleasure	placer	pleasure	placer	N;SG	V
sacrifice	sacrificar	sacrifice	sacrificar	N;SG	V
sacrifice	zugue	sacrifice	zugue	N;SG	PROPN
sacrifice	o	sacrifice	o	N;SG	DET
receptor	receptor	receptor	receptor	PROPN;SG	N
castro	castro	castro	castro	PROPN;SG	N
clinic	clínica	clinic	clínico	N;SG	ADJ
rex	rex	rex	rex	PROPN;SG	PROPN
stuck	atascado	stuck	atascar	ADJ	V
stuck	que	stuck	que	ADJ	PRO
stuck	quedar	stuck	quedar	ADJ	V
silk	seda	silk	sedo	PROPN;SG	N
silk	de	silk	de	PROPN;SG	ADP
differently	distinta	differently	distinto	ADV	ADJ
differently	diferente	differently	diferente	ADV	ADJ
bye	adeus	bye	adeus	INTJ	PROPN
bye	logo	bye	logo	INTJ	ADV
bye	deica	bye	deica	INTJ	ADV
bye	chao	bye	chao	INTJ	PROPN
chocolate	chocolate	chocolate	chocolate	N;SG	PROPN
cambodia	camboxa	cambodia	camboxa	PROPN;SG	PROPN
cambodia	en	cambodia	en	PROPN;SG	ADP
android	android	android	android	PROPN;SG	PROPN
hiding	agochados	hiding	agochar	N;SG	V
hiding	escondida	hiding	esconder	N;SG	V
lima	lima	lima	lima	PROPN;SG	PROPN
chains	as	chain	o	N;PL	DET
ear	oído	ear	oír	N;SG	V
cumberland	cumberland	cumberland	cumberlar	PROPN;SG	V
dong	dong	dong	dong	PROPN;SG	PROPN
proud	de	proud	de	ADJ	ADP
custody	baixo	custody	baixo	N;SG	ADP
threatening	ameazando	threaten	ameazar	ADJ	V
threatening	ameazan	threaten	ameazar	ADJ	V
penny	a	penny	o	N;SG	DET
penny	penny	penny	penny	N;SG	PROPN
honey	meu	honey	meu	N;SG	DET
honey	ben	honey	ben	N;SG	ADV
ira	ira	ira	ir	PROPN;SG	N
wisdom	a	wisdom	o	N;SG	DET
stupid	parvo	stupid	parvo	ADJ	N
mickey	mickey	mickey	mickey	PROPN;SG	PROPN
mickey	micky	mickey	micky	PROPN;SG	PROPN
destroying	destrución	destroy	destrución	V;V.MSDR	N
handful	unha	handful	un	N;SG	DET
locked	con	lock	con	V;PST;V.PTCP	ADP
terrible	horrible	terrible	horrible	ADJ	N
terrible	terríbel	terrible	terríbel	ADJ	N
reagan	reagan	reagan	reagar	PROPN;SG	PROPN
jenkins	jenkins	jenkin	jenkins	PROPN;SG	N
sake	ben	sake	ben	N;SG	ADV
evolutionary	evolutiva	evolutionary	evolutivo	N;SG	ADJ
evolutionary	evolutivo	evolutionary	evolutivo	N;SG	ADJ
communists	os	communist	o	N;PL	DET
augustus	augustus	augustus	augustus	PROPN;SG	PROPN
joey	joey	joey	joey	PROPN;SG	PROPN
joey	pío	joey	pío	PROPN;SG	PROPN
joey	joska	joey	joska	PROPN;SG	N
cheap	barato	cheap	barato	ADJ	N
forbidden	prohibido	forbidden	prohibir	ADJ	V
forbidden	prohibidas	forbidden	prohibir	ADJ	V
knife	mackie	knife	mackie	N;SG	PROPN
yesterday	onte	yesterday	onte	N;SG	ADV
sicily	sicilia	sicily	sicilia	PROPN;SG	PROPN
poker	póquer	poker	póquer	N;SG	PROPN
poker	ao	poker	ao	N;SG	PROPN
poker	de	poker	de	N;SG	ADP
attractive	á	attractive	á	ADJ	N
sidney	sidney	sidney	sidney	PROPN;SG	PROPN
buying	mercando	buying	mercar	N;SG	V
leather	o	leather	o	N;SG	DET
breakfast	almorzar	breakfast	almorzar	N;SG	V
mercy	misericordioso	mercy	misericordioso	N;SG	ADJ
satisfied	satisfeito	satisfied	satisfacer	ADJ	V
coral	de	coral	de	PROPN;SG	ADP
coral	coral	coral	coral	PROPN;SG	N
kuwait	kuwait	kuwait	kuwait	PROPN;SG	PROPN
ridiculous	ridícula	ridiculous	ridícula	ADJ	N
ridiculous	ridículo	ridiculous	ridículo	ADJ	N
rockets	pasaron	rocket	pasar	N;PL	V
cure	interesábame	cure	interesábame	N;SG	PROPN
cure	curar	cure	curar	N;SG	V
penguin	pingüín	penguin	pingüín	PROPN;SG	N
cologne	perfume	cologne	perfumir	PROPN;SG	N
cologne	colonia	cologne	colonia	PROPN;SG	N
beings	os	being	o	N;PL	DET
yours	teu	yours	teu	PRO	DET
yours	seu	yours	seu	PRO	DET
hang	tempo	hang	tempo	V;IMP;FIN	N
hang	un	hang	un	V;IMP;FIN	DET
staying	quedar	stay	quedar	N;SG	V
staying	aquí	stay	aquí	N;SG	ADV
staying	quedará	stay	quedar	N;SG	V
caesar	césar	caesar	césar	PROPN;SG	V
jenny	jenny	jenny	jenny	PROPN;SG	PROPN
