oli	была	olema	быть	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
eurovisiooni	конкурс	euro_visioon	конкурс	N;PRT;SG	N;INAN;NOM;MASC;SG
eurovisiooni	евровидение	euro_visioon	евровидение	N;PRT;SG	N;INAN;NOM;NEUT;SG
major	основных	major	основной	N;NOM;SG	ADJ;GEN;PL
top	сверху	top	сверху	N;NOM;SG	ADV
top	top	top	top	N;NOM;SG	PROPN
aktiivne	активны	aktiivne	активный	ADJ;NOM;SG	ADJ;PL
aktiivne	активные	aktiivne	активный	ADJ;NOM;SG	ADJ;NOM;PL
aktiivne	нынешней	aktiivne	нынешний	ADJ;NOM;SG	ADJ;INS;FEM;SG
aktiivne	текущие	aktiivne	текущий	ADJ;NOM;SG	ADJ;NOM;PL
org	org	org	org	N;NOM;SG	PROPN
org	долине	org	долина	N;NOM;SG	N;INAN;DAT;FEM;SG
ajaleht	газету	aja_leht	газета	N;NOM;SG	N;INAN;ACC;FEM;SG
ajaleht	газеты	aja_leht	газета	N;NOM;SG	N;INAN;NOM;FEM;PL
õppinud	научилась	õppima	научиться	V;PST;V.PTCP;ACT	V;PFV;FEM;IND;SG;PST;FIN;MID
õppinud	научился	õppima	научиться	V;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
milano	милан	milano	милан	ADJ	N;INAN;NOM;MASC;SG
inimestel	люди	inimene	человек	N;AT+ESS
;PL	N;ANIM;NOM;MASC;PL
mänd	пайн	mänd	пайн	N;NOM;SG	PART
vett	вода	vesi	вода	N;PRT;SG	N;INAN;NOM;FEM;SG
vett	воды	vesi	вода	N;PRT;SG	N;INAN;NOM;FEM;PL
vett	воду	vesi	вода	N;PRT;SG	N;INAN;ACC;FEM;SG
saadik	посла	saadik	посол	N;NOM;SG	N;ANIM;ACC;MASC;SG
saadik	посланником	saadik	посланник	N;NOM;SG	N;ANIM;INS;MASC;SG
kanal	канал	kana	канал	N;AT+ESS
;SG	N;INAN;NOM;MASC;SG
kanal	channel	kana	channel	N;AT+ESS
;SG	PROPN
kanal	каналы	kana	канал	N;AT+ESS
;SG	N;INAN;NOM;MASC;PL
baieri	баварии	baieri	бавария	ADJ	N;INAN;NOM;FEM;PL
islandi	исландии	island	исландия	ADJ	N;INAN;NOM;FEM;PL
islandi	исландия	island	исландия	ADJ	N;INAN;NOM;FEM;SG
islandi	исландии	island	исландия	ADJ	N;INAN;NOM;FEM;PL
taime	растения	taim	растение	N;PRT;SG	N;INAN;NOM;NEUT;PL
taime	завод	taim	завод	N;PRT;SG	N;INAN;NOM;MASC;SG
taime	растение	taim	растение	N;PRT;SG	N;INAN;NOM;NEUT;SG
taime	растений	taim	растение	N;PRT;SG	N;INAN;GEN;NEUT;PL
adam	адама	adam	адам	N;NOM;SG	N;ANIM;ACC;MASC;SG
lee	ли	lee	ли	N;NOM;SG	PART
täht	star	täht	star	N;NOM;SG	PROPN
täht	стар	täht	стар	N;NOM;SG	
kodus	дом	kodu	дом	N;IN+ESS;SG	N;INAN;NOM;MASC;SG
kodus	дома	kodu	дома	N;IN+ESS;SG	ADV
kodus	домой	kodu	домой	N;IN+ESS;SG	ADV
kodus	домашний	kodu	домашний	N;IN+ESS;SG	ADJ;NOM;MASC;SG
kodus	home	kodu	home	N;IN+ESS;SG	PROPN
jaama	station	jaam	station	N;NOM;SG	PROPN
jaama	станции	jaam	станция	N;NOM;SG	N;INAN;NOM;FEM;PL
laine	волны	laine	волна	N;NOM;SG	N;INAN;NOM;FEM;PL
fotod	фото	foto	фото	N;NOM;PL	N;INAN;NOM;MASC;SG
elus	живой	elu	живой	N;IN+ESS;SG	ADJ;NOM;MASC;SG
elus	живым	elu	живой	N;IN+ESS;SG	ADJ;INS;NEUT;SG
elus	живая	elu	живой	N;IN+ESS;SG	ADJ;NOM;FEM;SG
elus	живые	elu	живой	N;IN+ESS;SG	ADJ;NOM;PL
elus	жив	elu	живой	N;IN+ESS;SG	ADJ;MASC;SG
poliitika	политики	poliitika	политика	N;NOM;SG	N;ANIM;NOM;MASC;PL
pikka	длинный	pikk	длинный	ADJ;PRT;SG	ADJ;NOM;MASC;SG
pikka	длинная	pikk	длинный	ADJ;PRT;SG	ADJ;NOM;FEM;SG
pikka	длинные	pikk	длинный	ADJ;PRT;SG	ADJ;NOM;PL
pikka	долго	pikk	долго	ADJ;PRT;SG	ADV
pikka	лонг	pikk	лонг	ADJ;PRT;SG	
algus	начинайте	algus	начинать	N;NOM;SG	V;IPFV;IMP;PL;2;FIN;ACT
algus	начать	algus	начать	N;NOM;SG	V;PFV;NFIN;ACT
kümme	десятка	kümme	десяток	NUM;NOM;SG	N;INAN;NOM;MASC;SG
kümme	ten	kümme	ten	NUM;NOM;SG	PROPN
pakub	предложения	pakkuma	предложение	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
live	живи	live	жить	N;NOM;SG	V;IPFV;IMP;SG;2;FIN;ACT
live	живите	live	жить	N;NOM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
live	live	live	live	N;NOM;SG	PROPN
live	живу	live	жить	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
live	жить	live	жить	N;NOM;SG	V;IPFV;NFIN;ACT
taha	таха	taha	тах	ADV	
eestlased	эстонцев	eestlane	эстонец	N;NOM;PL	N;ANIM;GEN;MASC;PL
õppejõud	преподаватели	õppe_jõud	преподаватель	N;NOM;SG	N;ANIM;NOM;MASC;PL
hall	серого	hall	серый	ADJ;NOM;SG	ADJ;GEN;MASC;SG
hall	серые	hall	серый	ADJ;NOM;SG	ADJ;NOM;PL
hall	серые	hall	серый	ADJ;NOM;SG	ADJ;NOM;PL
hall	грей	hall	грей	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
hall	зал	hall	зал	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
hall	hall	hall	hall	ADJ;NOM;SG	PROPN
hall	холл	hall	холл	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
kliima	климата	kliima	климат	N;NOM;SG	N;INAN;GEN;MASC;SG
territooriumi	территория	territoorium	территория	N;PRT;SG	N;INAN;NOM;FEM;SG
xiii	xiii	xiii	xiii	N;NOM;SG	NUM
kiievi	киев	kiiev	киев	ADJ	N;INAN;NOM;MASC;SG
metsa	леса	mets	лес	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;MASC;PL
metsa	лесных	mets	лесной	N;IN+ALL;LGSPEC1;SG	ADJ;GEN;PL
metsa	лес	mets	лес	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;MASC;SG
probleem	проблемы	probleem	проблема	N;NOM;SG	N;INAN;NOM;FEM;PL
tonni	тонны	tonn	тонна	N;PRT;SG	N;INAN;NOM;FEM;PL
tonni	тонн	tonn	тонна	N;PRT;SG	N;INAN;GEN;FEM;PL
tonni	тонны	tonn	тонна	N;PRT;SG	N;INAN;NOM;FEM;PL
tonni	тонн	tonn	тонна	N;PRT;SG	N;INAN;GEN;FEM;PL
tonni	тонну	tonn	тонна	N;PRT;SG	N;INAN;ACC;FEM;SG
esmalt	первый	esmalt	первый	ADV	ADJ;NOM;MASC;SG
esmalt	первое	esmalt	первый	ADV	ADJ;NOM;NEUT;SG
esmalt	первая	esmalt	первый	ADV	ADJ;NOM;FEM;SG
esmalt	first	esmalt	first	ADV	PROPN
paari	пара	paar	пара	NUM;NOM;SG	N;INAN;NOM;FEM;SG
paari	пары	paar	пара	NUM;NOM;SG	N;INAN;NOM;FEM;PL
keemiline	химического	keemiline	химический	ADJ;NOM;SG	ADJ;GEN;MASC;SG
iraagi	иракские	iraagi	иракский	N;NOM;SG	ADJ;NOM;PL
iraagi	иракцы	iraagi	иракец	N;NOM;SG	N;ANIM;NOM;MASC;PL
iraagi	иракский	iraagi	иракский	N;NOM;SG	ADJ;NOM;MASC;SG
iraagi	иракская	iraagi	иракский	N;NOM;SG	ADJ;NOM;FEM;SG
iraagi	ирака	iraagi	ирак	N;NOM;SG	N;INAN;GEN;MASC;SG
stockholmi	стокгольм	stockholm	стокгольмый	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;MASC;SG
stockholmi	стокгольмской	stockholm	стокгольмский	N;IN+ALL;LGSPEC1;SG	ADJ;INS;FEM;SG
doi	дои	doi	доя	N;NOM;SG	PART
ravi	вылечить	ravi	вылечить	N;NOM;SG	V;PFV;NFIN;ACT
ravi	терапии	ravi	терапия	N;NOM;SG	N;INAN;NOM;FEM;PL
venna	братец	vend	братец	N;GEN;SG	N;ANIM;NOM;MASC;SG
venna	брат	vend	брат	N;GEN;SG	N;ANIM;NOM;MASC;SG
iraani	иран	iraan	иран	ADJ	N;INAN;NOM;MASC;SG
iraani	ирана	iraan	иран	ADJ	N;INAN;GEN;MASC;SG
lapse	дитя	laps	дитя	N;GEN;SG	N;INAN;NOM;NEUT;SG
lapse	детский	laps	детский	N;GEN;SG	ADJ;NOM;MASC;SG
lapse	ребенок	laps	ребенок	N;GEN;SG	N;ANIM;NOM;MASC;SG
lapse	ребёнок	laps	ребёнок	N;GEN;SG	N;ANIM;NOM;MASC;SG
lapse	ребенка	laps	ребенок	N;GEN;SG	N;ANIM;ACC;MASC;SG
pank	bank	pank	bank	N;NOM;SG	PROPN
pank	банка	pank	банк	N;NOM;SG	N;INAN;GEN;MASC;SG
maailm	world	maa_ilm	world	N;NOM;SG	PROPN
kanti	кант	kanti	кант	ADV	N;INAN;NOM;MASC;SG
kohalik	локальные	kohalik	локальный	ADJ;NOM;SG	ADJ;NOM;PL
kohalik	местных	kohalik	местный	ADJ;NOM;SG	ADJ;GEN;PL
kohalik	местные	kohalik	местный	ADJ;NOM;SG	ADJ;NOM;PL
avalik	общественность	avalik	общественность	ADJ;NOM;SG	N;INAN;NOM;FEM;SG
avalik	публичные	avalik	публичный	ADJ;NOM;SG	ADJ;NOM;PL
avalik	общественности	avalik	общественность	ADJ;NOM;SG	N;INAN;NOM;FEM;SG
boriss	борис	boriss	борис	N;NOM;SG	PROPN;ANIM;NOM;MASC;SG
avas	открыли	avama	открыть	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
avas	открыт	avama	открыть	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
vara	раннее	vara	ранний	N;NOM;SG	ADJ;NOM;NEUT;SG
vara	ранняя	vara	ранний	N;NOM;SG	ADJ;NOM;FEM;SG
vara	рано	vara	рано	N;NOM;SG	ADV
vara	ранний	vara	ранний	N;NOM;SG	ADJ;NOM;MASC;SG
vara	активы	vara	актив	N;NOM;SG	N;INAN;NOM;MASC;PL
keeldus	отказались	keelduma	отказаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;MID
keeldus	отказался	keelduma	отказаться	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
tüüp	type	tüüp	type	N;NOM;SG	PROPN
rebane	fox	rebane	fox	N;NOM;SG	PROPN
jagatud	разделяет	jaga=tud	разделять	ADJ;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
jagatud	поделилась	jaga=tud	делиться	ADJ;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;MID
jagatud	поделились	jaga=tud	делиться	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;MID
jagatud	поделился	jaga=tud	делиться	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;MID
jagatud	разделились	jaga=tud	разделиться	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;MID
osalesid	участвовал	osalema	участвовать	V;IND;PL;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
osalesid	участвовала	osalema	участвовать	V;IND;PL;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
versiooni	версии	versioon	версия	N;PRT;SG	N;INAN;NOM;FEM;PL
versiooni	версия	versioon	версия	N;PRT;SG	N;INAN;NOM;FEM;SG
torn	tower	torn	tower	N;NOM;SG	PROPN
rakkude	ячейка	rakk	ячейка	N;GEN;PL	N;INAN;NOM;FEM;SG
rakkude	ячейки	rakk	ячейка	N;GEN;PL	N;INAN;NOM;FEM;PL
rakkude	камере	rakk	камера	N;GEN;PL	N;INAN;DAT;FEM;SG
rakkude	клетка	rakk	клетка	N;GEN;PL	N;INAN;NOM;FEM;SG
kollane	желтые	kollane	желтый	ADJ;NOM;SG	ADJ;NOM;PL
kategooria	категории	kategooria	категория	N;NOM;SG	N;INAN;NOM;FEM;PL
atlandi	атлантик	atland	атлантика	N;PRT;SG	N;INAN;NOM;MASC;SG
atlandi	атлантике	atland	атлантика	N;PRT;SG	N;INAN;DAT;FEM;SG
pianist	пианист	pian	пианист	N;IN+ABL;SG	N;ANIM;NOM;MASC;SG
raud	железа	rau	железо	N;NOM;SG	N;INAN;NOM;NEUT;PL
raud	железный	rau	железный	N;NOM;SG	ADJ;NOM;MASC;SG
keelatud	запретный	keelama	запретный	V;PST;V.PTCP;PASS	ADJ;NOM;MASC;SG
keelatud	запрещается	keelama	запрещать	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
keelatud	инвалид	keelama	инвалид	V;PST;V.PTCP;PASS	N;ANIM;NOM;MASC;SG
keelatud	запрещается	keelama	запрещать	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
keelatud	отрицал	keelama	отрицать	V;PST;V.PTCP;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
art	арт	art	арт	N;NOM;SG	ADV
art	art	art	art	N;NOM;SG	PROPN
võidu	победу	võit	победа	N;GEN;SG	N;INAN;ACC;FEM;SG
võidu	победы	võit	победа	N;GEN;SG	N;INAN;NOM;FEM;PL
võidu	победа	võit	победа	N;GEN;SG	N;INAN;NOM;FEM;SG
apple	яблочный	apple	яблочный	N;NOM;SG	ADJ;NOM;MASC;SG
apple	apple	apple	эппл	N;NOM;SG	PROPN;NOM;SG
mudel	модели	mudel	модель	N;NOM;SG	N;INAN;NOM;FEM;PL
mudel	model	mudel	model	N;NOM;SG	PROPN
kongo	конголезские	kongo	конголезский	N;NOM;SG	ADJ;NOM;PL
kongo	конголезских	kongo	конголезский	N;NOM;SG	ADJ;GEN;PL
leping	договора	leping	договор	N;NOM;SG	N;INAN;GEN;MASC;SG
läänemere	балтийского	lääne_meri	балтийский	N;NOM;SG	ADJ;GEN;MASC;SG
tehnika	технику	tehnika	техника	N;NOM;SG	N;INAN;ACC;FEM;SG
turu	турку	turg	турка	N;GEN;SG	N;INAN;NOM;FEM;SG
turu	рынок	turg	рынок	N;GEN;SG	N;INAN;NOM;MASC;SG
keskmise	средняя	keskmine	средний	ADJ;GEN;SG	ADJ;NOM;FEM;SG
keskmise	средних	keskmine	средний	ADJ;GEN;SG	ADJ;GEN;PL
keskmise	средний	keskmine	средний	ADJ;GEN;SG	ADJ;NOM;MASC;SG
keskmise	среднее	keskmine	средний	ADJ;GEN;SG	ADJ;NOM;NEUT;SG
keskmise	средние	keskmine	средний	ADJ;GEN;SG	ADJ;NOM;PL
holland	нидерланды	holland	нидерланд	N;NOM;SG	N;INAN;NOM;MASC;PL
holland	нидерландов	holland	нидерланд	N;NOM;SG	N;INAN;GEN;MASC;PL
loo	создать	lugu	создать	N;GEN;SG	V;PFV;NFIN;ACT
loo	создайте	lugu	создать	N;GEN;SG	V;PFV;IMP;PL;2;FIN;ACT
loo	создание	lugu	создание	N;GEN;SG	N;INAN;NOM;NEUT;SG
loo	создавать	lugu	создавать	N;GEN;SG	V;IPFV;NFIN;ACT
ümbruses	окружение	ümbrus	окружение	N;IN+ESS;SG	N;INAN;NOM;NEUT;SG
ümbruses	окрестности	ümbrus	окрестность	N;IN+ESS;SG	N;INAN;NOM;FEM;PL
tapeti	убил	tapma	убить	V;IND;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
erakond	party	erakond	party	N;NOM;SG	PROPN
zur	zur	zur	zur	N;NOM;SG	PROPN
surm	death	surm	death	N;NOM;SG	PROPN
side	коммуникации	side	коммуникация	N;NOM;SG	N;INAN;NOM;FEM;PL
side	связи	side	связь	N;NOM;SG	N;INAN;NOM;FEM;PL
side	сообщения	side	сообщение	N;NOM;SG	N;INAN;NOM;NEUT;PL
kilomeetrit	километров	kilo_meeter	километр	N;PRT;SG	N;INAN;GEN;MASC;PL
kilomeetrit	километров	kilo_meeter	километр	N;PRT;SG	N;INAN;GEN;MASC;PL
american	американский	american	американский	N;NOM;SG	ADJ;NOM;MASC;SG
american	американские	american	американский	N;NOM;SG	ADJ;NOM;PL
american	американская	american	американский	N;NOM;SG	ADJ;NOM;FEM;SG
american	american	american	american	N;NOM;SG	PROPN
american	американских	american	американский	N;NOM;SG	ADJ;GEN;PL
muutis	изменились	muutma	измениться	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;MID
muutis	изменилась	muutma	измениться	V;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;MID
muutis	изменился	muutma	измениться	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
muutis	изменилось	muutma	измениться	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;MID
muutis	изменено	muutma	изменить	V;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
jõhvi	йыхви	jõhv	йыхвя	N;NOM;SG	
kroonika	chronicles	kroonika	chronicles	N;NOM;SG	PROPN
kroonika	хроники	kroonika	хроник	N;NOM;SG	N;ANIM;NOM;MASC;PL
sadam	гавани	sadam	гавань	N;NOM;SG	N;INAN;NOM;FEM;PL
juan	хуана	juan	хуан	N;NOM;SG	N;ANIM;ACC;MASC;SG
alus	судна	alus	судно	N;NOM;SG	N;INAN;NOM;NEUT;PL
link	связать	link	связать	N;NOM;SG	V;PFV;NFIN;ACT
link	ссылку	link	ссылка	N;NOM;SG	N;INAN;ACC;FEM;SG
käe	рука	käsi	рука	N;GEN;SG	N;INAN;NOM;FEM;SG
käe	руку	käsi	рука	N;GEN;SG	N;INAN;ACC;FEM;SG
käe	рука	käsi	рука	N;GEN;SG	N;INAN;NOM;FEM;SG
käe	руку	käsi	рука	N;GEN;SG	N;INAN;ACC;FEM;SG
kadunud	потерянный	kadunud	потерянный	ADJ;PST;V.PTCP;ACT	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
kadunud	потеряна	kadunud	терять	ADJ;PST;V.PTCP;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
kadunud	потерял	kadunud	терять	ADJ;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
kadunud	потерян	kadunud	терять	ADJ;PST;V.PTCP;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
kadunud	проиграл	kadunud	проиграть	ADJ;PST;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
kadunud	отсутствует	kadunud	отсутствовать	ADJ;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
novgorodi	новгород	novgorod	новгород	ADJ	N;INAN;NOM;MASC;SG
kiri	хвосты	kiri	хвост	N;NOM;SG	N;INAN;NOM;MASC;PL
müüdi	миф	müüma	миф	V;IND;PST;FIN;PASS	N;INAN;NOM;MASC;SG
kõigepealt	первый	kõige_pealt	первый	ADV	ADJ;NOM;MASC;SG
kõigepealt	первое	kõige_pealt	первый	ADV	ADJ;NOM;NEUT;SG
kõigepealt	первая	kõige_pealt	первый	ADV	ADJ;NOM;FEM;SG
kõigepealt	first	kõige_pealt	first	ADV	PROPN
elanikke	обитатели	elanik	обитатель	N;PRT;PL	N;ANIM;NOM;MASC;PL
elanikke	жители	elanik	житель	N;PRT;PL	N;ANIM;NOM;MASC;PL
wikipedia	википедии	wikipedia	википедия	N;NOM;SG	N;INAN;NOM;FEM;PL
kerge	light	kerge	light	ADJ;NOM;SG	PROPN
kerge	свет	kerge	свет	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
kerge	света	kerge	свет	ADJ;NOM;SG	N;INAN;GEN;MASC;SG
kerge	мягкой	kerge	мягкий	ADJ;NOM;SG	ADJ;INS;FEM;SG
kerge	полегче	kerge	легкий	ADJ;NOM;SG	ADJ;CMPR
kerge	легче	kerge	легкий	ADJ;NOM;SG	ADJ;CMPR
kaitsja	защитника	kaitsja	защитник	N;NOM;SG	N;ANIM;ACC;MASC;SG
signaali	сигнал	signaal	сигнал	N;PRT;SG	N;INAN;NOM;MASC;SG
mass	массе	mass	масса	N;NOM;SG	N;INAN;DAT;FEM;SG
mass	массового	mass	массовый	N;NOM;SG	ADJ;GEN;NEUT;SG
sügavus	глубины	sügavus	глубина	N;NOM;SG	N;INAN;NOM;FEM;PL
sügavus	глубину	sügavus	глубина	N;NOM;SG	N;INAN;ACC;FEM;SG
koostatud	составлен	koosta=tud	составить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
koostatud	собранная	koosta=tud	собрать	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
koostatud	компиляция	koosta=tud	компиляция	ADJ;PST;V.PTCP;PASS	N;INAN;NOM;FEM;SG
koostatud	собранные	koosta=tud	собрать	ADJ;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
viies	пятый	viies	пятый	NUM;NOM;SG	ADJ;NOM;MASC;SG
viies	пятой	viies	пятый	NUM;NOM;SG	ADJ;INS;FEM;SG
viies	пятая	viies	пятый	NUM;NOM;SG	ADJ;NOM;FEM;SG
viies	пятое	viies	пятый	NUM;NOM;SG	ADJ;NOM;NEUT;SG
kabel	часовне	kabel	часовня	N;NOM;SG	N;INAN;DAT;FEM;SG
ott	отт	ott	отт	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
tuhat	тысячи	tuhat	тысяча	NUM;NOM;SG	N;INAN;NOM;FEM;PL
tuhat	тысяча	tuhat	тысяча	NUM;NOM;SG	N;INAN;NOM;FEM;SG
tuhat	тысяч	tuhat	тысяча	NUM;NOM;SG	N;INAN;GEN;FEM;PL
man	чел	man	человек	N;NOM;SG	
man	man	man	man	N;NOM;SG	PROPN
süüria	сирию	süüria	сирия	N;NOM;SG	N;INAN;ACC;FEM;SG
süüria	сирии	süüria	сирия	N;NOM;SG	N;INAN;NOM;FEM;PL
süüria	сирийской	süüria	сирийский	N;NOM;SG	ADJ;INS;FEM;SG
süüria	сирийские	süüria	сирийский	N;NOM;SG	ADJ;NOM;PL
süüria	сирийская	süüria	сирийский	N;NOM;SG	ADJ;NOM;FEM;SG
vastas	ответили	vastama	ответить	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
teema	теме	teema	тема	N;NOM;SG	N;INAN;DAT;FEM;SG
pojad	сыновей	poeg	сын	N;NOM;PL	N;ANIM;GEN;MASC;PL
liigub	движется	liikuma	двигаться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
liigub	переезд	liikuma	переезд	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
liigub	перемещение	liikuma	перемещение	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
liigub	двигаться	liikuma	двигаться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;NFIN;MID
kergesti	легко	kergesti	легкий	ADV	ADJ;NEUT;SG
kirjeldab	описано	kirjeldama	описать	V;IND;SG;3;PRS;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
tom	том	tom	то	N;NOM;SG	PRO;INAN;NOM;NEUT;SG
vanaisa	деда	vana_isa	дед	N;NOM;SG	N;ANIM;ACC;MASC;SG
vanaisa	деда	vana_isa	дед	N;NOM;SG	N;ANIM;ACC;MASC;SG
kohalikud	местная	kohalik	местный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
kohalikud	местных	kohalik	местный	ADJ;NOM;PL	ADJ;GEN;PL
kohalikud	местное	kohalik	местный	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
kohalikud	местный	kohalik	местный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
enim	большинство	enim	большинство	ADJ;NOM;CMPR;SG	N;INAN;NOM;NEUT;SG
enim	наиболее	enim	наиболее	ADJ;NOM;CMPR;SG	ADV
pöördus	обратился	pöörduma	обратиться	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
pöördus	повернулся	pöörduma	повернуться	V;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
toetab	поддерживаются	toetama	поддерживать	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
toetab	поддерживается	toetama	поддерживать	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
vajab	потребностей	vajama	потребность	V;IND;SG;3;PRS;FIN;ACT	N;INAN;GEN;FEM;PL
vajab	потребности	vajama	потребность	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
laulud	songs	laul	songs	N;NOM;PL	PROPN
šoti	шотландцев	šott	шотландец	N;NOM;SG	N;ANIM;GEN;MASC;PL
šoti	шотландский	šott	шотландский	N;NOM;SG	ADJ;NOM;MASC;SG
šoti	шотландии	šott	шотландия	N;NOM;SG	N;INAN;NOM;FEM;PL
piir	ограничить	piir	ограничить	N;NOM;SG	V;PFV;NFIN;ACT
piir	границы	piir	граница	N;NOM;SG	N;INAN;NOM;FEM;PL
piir	границы	piir	граница	N;NOM;SG	N;INAN;NOM;FEM;PL
piir	границу	piir	граница	N;NOM;SG	N;INAN;ACC;FEM;SG
toodi	принес	tooma	принести	V;IND;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
toodi	привезли	tooma	привезти	V;IND;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
toodi	принесли	tooma	принести	V;IND;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
toodi	принесла	tooma	принести	V;IND;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
föderatsiooni	федерация	föderatsioon	федерация	N;PRT;SG	N;INAN;NOM;FEM;SG
