月	moon	月	moon	N	PROPN;ANIM;NOM;MASC;SG
今日	dnes	今日	dnes	N	ADV
今日	dnešné	今日	dnešný	N	ADJ;NOM;NEUT;SG
狼	wolf	狼	wolf	N	PROPN;ANIM;NOM;MASC;SG
尼斯	pekny	尼斯	pekny	PROPN	N;ANIM;NOM;MASC;SG
尼斯	pekný	尼斯	pekný	PROPN	ADJ;ANIM;NOM;MASC;SG
尼斯	pekná	尼斯	pekný	PROPN	ADJ;NOM;FEM;SG
尼斯	pekne	尼斯	pekne	PROPN	ADV
尼斯	pekné	尼斯	pekný	PROPN	ADJ;NOM;NEUT;SG
尼斯	nice	尼斯	nica	PROPN	PROPN;ANIM;NOM;MASC;SG
汗	khan	汗	khan	N	PROPN;ANIM;NOM;MASC;SG
沿	pozdĺž	沿	pozdĺž	N	
南極	antarktída	南極	antarktíd	PROPN	N;NOM;FEM;SG
南極	antarktíde	南極	antarktída	PROPN	N;NOM;FEM;SG
綜合	syntézu	綜合	syntéza	V	N;ACC;FEM;SG
綜合	syntézy	綜合	syntéza	V	N;NOM;FEM;PL
廣播	vysielať	廣播	vysielať	N	V;IPFV;POS;NFIN
廣播	vysielať	廣播	vysielať	N	V;IPFV;POS;NFIN
河畔	nad	河畔	nad	N	ADP;INS
比例	úmerné	比例	úmerný	N	ADJ;NOM;NEUT;SG
比例	primeraná	比例	primeraný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
比例	proporcionálne	比例	proporcionálny	N	ADV
比例	pomerné	比例	pomerný	N	ADJ;NOM;NEUT;SG
側	bočné	側	bočný	N	ADJ;NOM;NEUT;SG
側	bočný	側	bočný	N	ADJ;ANIM;NOM;MASC;SG
側	bočný	側	bočný	N	ADJ;ANIM;NOM;MASC;SG
側	side	側	sideť	N	INTJ
父母	materská	父母	materský	N	ADJ;NOM;FEM;SG
父母	rodičovský	父母	rodičovský	N	ADJ;ANIM;NOM;MASC;SG
父母	materskej	父母	materský	N	ADJ;GEN;FEM;SG
它們	ony	它	ona	PRO;PL;3	N;NOM;MASC;PL
鍾	hodín	鍾	hodiny	PROPN	N;GEN;FEM;PL
鍾	hodiny	鍾	hodina	PROPN	N;NOM;FEM;PL
飛行	lietania	飛行	lietanie	V	N;NOM;NEUT;PL
飛行	lietanie	飛行	lietanie	V	N;NOM;NEUT;SG
飛行	lietajúce	飛行	lietajúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
飛行	letu	飛行	let	V	N;INAN;GEN;MASC;SG
飛行	let	飛行	let	V	N;INAN;NOM;MASC;SG
飛行	letom	飛行	let	V	N;INAN;INS;MASC;SG
飛行	letová	飛行	letový	V	ADJ;NOM;FEM;SG
統一	jednotná	統一	jednotný	V	ADJ;NOM;FEM;SG
統一	jednotné	統一	jednotný	V	ADJ;NOM;NEUT;SG
統一	zjednotení	統一	zjednotenie	V	N;NOM;NEUT;PL
統一	jednotný	統一	jednotný	V	ADJ;INAN;NOM;MASC;SG
統一	jednotu	統一	jednota	V	N;ACC;FEM;SG
統一	jednotnosť	統一	jednotnosť	V	N;NOM;FEM;SG
統一	jednoty	統一	jednota	V	N;NOM;FEM;PL
統一	jednota	統一	jednota	V	N;NOM;FEM;SG
統一	zjednotení	統一	zjednotenie	V	N;NOM;NEUT;PL
統一	zjednotenie	統一	zjednotenie	V	N;NOM;NEUT;SG
統一	harmonizácia	統一	harmonizácia	V	N;NOM;FEM;SG
統一	harmonizáciu	統一	harmonizácia	V	N;ACC;FEM;SG
冬	zime	冬	zimať	N	ADV
冬	zimný	冬	zimný	N	ADJ;INAN;NOM;MASC;SG
冬	zimná	冬	zimný	N	ADJ;NOM;FEM;SG
冬	zimné	冬	zimný	N	ADJ;NOM;NEUT;SG
恢復	obnova	恢復	obnova	V	N;NOM;FEM;SG
恢復	obnovenie	恢復	obnovenie	V	N;NOM;NEUT;SG
恢復	zotavenie	恢復	zotavenie	V	N;NOM;NEUT;SG
恢復	vymáhanie	恢復	vymáhanie	V	N;NOM;NEUT;SG
恢復	zhodnotenie	恢復	zhodnotenie	V	N;NOM;NEUT;SG
恢復	obnovy	恢復	obnov	V	N;NOM;FEM;PL
恢復	vrátenie	恢復	vrátenie	V	N;NOM;NEUT;SG
綠	midori	綠	midor	N	INTJ
綠	green	綠	green	N	PROPN;ANIM;NOM;MASC;SG
綠	zelený	綠	zelený	N	ADJ;ANIM;NOM;MASC;SG
綠	zelené	綠	zelený	N	ADJ;NOM;NEUT;SG
綠	zelená	綠	zelený	N	ADJ;NOM;FEM;SG
退役	vyraďovania	退役	vyraďovanie	V	N;NOM;NEUT;PL
退役	dôchodca	退役	dôchodca	V	N;ANIM;NOM;MASC;SG
退役	dôchodku	退役	dôchodok	V	N;INAN;GEN;MASC;SG
退役	dôchodcovia	退役	dôchodca	V	N;ANIM;NOM;MASC;PL
退役	vyradený	退役	vyradený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
退役	vyradené	退役	vyradený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
框	box	框	box	N	
住宅	obytných	住宅	obytný	N	ADJ;ANIM;GEN;MASC;PL
住宅	obytné	住宅	obytný	N	ADJ;NOM;NEUT;PL
伊朗	iránu	伊朗	irána	PROPN	N;INAN;GEN;MASC;SG
伊朗	iráne	伊朗	irána	PROPN	N;INAN;NOM;MASC;SG
伊朗	irán	伊朗	irán	PROPN	N;INAN;NOM;MASC;SG
伊朗	iránsky	伊朗	iránsky	PROPN	ADJ;ANIM;NOM;MASC;SG
伊朗	iránskeho	伊朗	iránsky	PROPN	ADJ;ANIM;GEN;NEUT;SG
圍	wai	圍	wai	N	
莊	bankár	莊	bankár	PROPN	N;ANIM;NOM;MASC;SG
混合	hybridné	混合	hybridný	V	ADJ;NOM;NEUT;SG
混合	kríženec	混合	kríženec	V	N;ANIM;NOM;MASC;SG
混合	hybrid	混合	hybrid	V	N;INAN;NOM;MASC;SG
混合	mix	混合	mix	V	N;INAN;NOM;MASC;SG
混合	zmes	混合	zmes	V	N;NOM;FEM;SG
混合	zmiešavanie	混合	zmiešavanie	V	N;NOM;NEUT;SG
混合	miešanie	混合	miešanie	V	N;NOM;NEUT;SG
混合	zmiešaný	混合	zmiešaný	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
混合	zmiešaná	混合	zmiešaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
混合	zmiešané	混合	zmiešaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
混合	zmesi	混合	zmesiť	V	N;NOM;FEM;PL
混合	zmes	混合	zmes	V	N;NOM;FEM;SG
混合	miešanie	混合	miešanie	V	N;NOM;NEUT;SG
混合	zmiešaním	混合	zmiešaný	V	N;INS;NEUT;SG
殺	zabite	殺	zabiť	V	ADV
殺	zabit	殺	zabit	V	PROPN;ANIM;NOM;MASC;SG
殺	zabite	殺	zabiť	V	ADV
上海	šanghaji	上海	šanghaj	PROPN	N;INAN;NOM;MASC;SG
莫斯科	moskve	莫斯科	moskva	PROPN	N;INAN;NOM;MASC;SG
莫斯科	moskvy	莫斯科	moskva	PROPN	N;NOM;FEM;PL
莫斯科	moskva	莫斯科	moskvo	PROPN	N;INAN;NOM;MASC;SG
希臘	grécke	希臘	grécko	PROPN	ADJ;NOM;NEUT;SG
希臘	gréckom	希臘	grécko	PROPN	ADJ;ESS;NEUT;SG
希臘	grécky	希臘	grécky	PROPN	ADJ;ANIM;NOM;MASC;SG
希臘	grécka	希臘	grécka	PROPN	N;NOM;NEUT;SG
希臘	grécko	希臘	grécko	PROPN	N;NOM;NEUT;SG
希臘	grécka	希臘	grécka	PROPN	N;NOM;NEUT;SG
高雄	kaohsiung	高雄	kaohsiung	PROPN	PROPN;ANIM;NOM;MASC;SG
法案	billa	法案	billo	N	PROPN;NOM;FEM;SG
法案	bill	法案	bill	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
有限	limited	有限	limited	ADJ	N;NOM;FEM;SG
被	nútená	被	nútený	V;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
被	nútené	被	nútený	V;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
被	nútený	被	nútený	V;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
合成	syntetický	合成	syntetický	N	ADJ;INAN;NOM;MASC;SG
合成	syntetických	合成	syntetický	N	ADJ;GEN;MASC;PL
合成	syntetické	合成	syntetický	N	ADJ;NOM;NEUT;SG
合成	zložený	合成	zložený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
合成	kompozitné	合成	kompozitný	N	ADJ;NOM;NEUT;SG
合成	zložená	合成	zložený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
合成	zložené	合成	zložený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
四十	forty	四十	fort	NUM	N;NOM;FEM;PL
基因	gene	基因	gena	N	PROPN;ANIM;NOM;MASC;SG
罪	sin	罪	sin	N	
鳥	bird	鳥	bird	N	PROPN;ANIM;NOM;MASC;SG
展示	predstavenie	展示	predstavenie	V	N;NOM;NEUT;SG
展示	zobrazenie	展示	zobrazenie	V	N;NOM;NEUT;SG
錦	kam	錦	kam		ADV
只要	iba	只要	iba	ADP	PART
只要	práve	只要	práve	ADP	ADV
只要	len	只要	len	ADP	PART
只要	proste	只要	prost	ADP	PART
義大利	taliansko	義大利	taliansko	PROPN	ADV
義大利	talianska	義大利	taliansky	PROPN	N;NOM;FEM;SG
義大利	talianske	義大利	taliansky	PROPN	ADJ;NOM;NEUT;SG
義大利	talian	義大利	talian	PROPN	PROPN;ANIM;NOM;MASC;SG
義大利	taliansky	義大利	taliansky	PROPN	ADJ;ANIM;NOM;MASC;SG
義大利	talianska	義大利	taliansky	PROPN	N;NOM;FEM;SG
讀	čítaj	讀	čítať	V	INTJ
讀	čítanie	讀	čítanie	V	N;NOM;NEUT;SG
讀	čítania	讀	čítanie	V	N;NOM;NEUT;PL
讀	čítaní	讀	čítanie	V	N;NOM;NEUT;PL
讀	čítanie	讀	čítanie	V	N;NOM;NEUT;SG
成都	chengdu	成都	chengda	PROPN	N;INAN;NOM;MASC;SG
追	chase	追	chas	V	PROPN;ANIM;NOM;MASC;SG
厚	hrubý	厚	hrubý	PART	ADJ;ANIM;NOM;MASC;SG
厚	hustá	厚	hustý	PART	ADJ;NOM;FEM;SG
厚	husté	厚	hustý	PART	ADJ;NOM;NEUT;SG
厚	hrubé	厚	hrubý	PART	ADJ;NOM;NEUT;SG
厚	hrubá	厚	hrubý	PART	ADJ;NOM;FEM;SG
部落	kmeňových	部落	kmeňový	N	ADJ;GEN;MASC;PL
部落	kmeňové	部落	kmeňový	N	ADJ;NOM;NEUT;SG
圓	kruh	圓	kruh		N;INAN;NOM;MASC;SG
圓	krúžok	圓	krúžok		N;INAN;NOM;MASC;SG
圓	kruhu	圓	kruh		N;INAN;GEN;MASC;SG
圓	okrúhle	圓	okrúhle		ADJ;NOM;NEUT;PL
圓	kolo	圓	kolo		N;NOM;NEUT;SG
圓	okrúhly	圓	okrúhly		ADJ;INAN;NOM;MASC;SG
圓	kola	圓	kolo		N;NOM;NEUT;PL
幫助	pomoc	幫助	pomoc	V	N;ACC;FEM;SG
連結	pripojenie	連結	pripojenie	V	N;NOM;NEUT;SG
連結	spájanie	連結	spájanie	V	N;NOM;NEUT;SG
連結	spojenie	連結	spojenie	V	N;NOM;NEUT;SG
連結	súvislosť	連結	súvislosť	V	N;NOM;FEM;SG
連結	odkaz	連結	odkaz	V	N;INAN;NOM;MASC;SG
連結	link	連結	link	V	N;INAN;NOM;MASC;SG
連結	pripojenie	連結	pripojenie	V	N;NOM;NEUT;SG
設定	stanovené	設定	stanovený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
設定	set	設定	set	V	N;INAN;NOM;MASC;SG
設定	nastavenie	設定	nastavenie	V	N;NOM;NEUT;SG
設定	nastavenie	設定	nastavenie	V	N;NOM;NEUT;SG
設定	nastavenia	設定	nastavenie	V	N;NOM;NEUT;PL
鳳	phoenix	鳳	phoenix	PROPN	PROPN;ANIM;NOM;MASC;SG
假	falošné	假	falošný	N	ADJ;NOM;NEUT;SG
假	falošný	假	falošný	N	ADJ;ANIM;NOM;MASC;SG
假	nepravdivé	假	nepravdivý	N	ADJ;NOM;NEUT;SG
假	falošné	假	falošný	N	ADJ;NOM;NEUT;SG
假	falošná	假	falošný	N	ADJ;NOM;FEM;SG
假	falošný	假	falošný	N	ADJ;ANIM;NOM;MASC;SG
假	fake	假	fak	N	INTJ
留下	zostaň	留下	zostať	V	N;ANIM;VOC;MASC;SG
方便	výhodné	方便	výhodný	V	ADJ;NOM;NEUT;SG
方便	vyhovujúce	方便	vyhovujúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
方便	pohodlné	方便	pohodlný	V	ADJ;NOM;NEUT;SG
領	golier	領	golier		N;INAN;NOM;MASC;SG
合理	primeraný	合理	primeraný	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
合理	primerané	合理	primeraný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
合理	rozumný	合理	rozumný	N	ADJ;ANIM;NOM;MASC;SG
合理	primeraná	合理	primeraný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
合理	rozumná	合理	rozumný	N	ADJ;NOM;FEM;SG
挪威	nórske	挪威	nórsky	PROPN	ADJ;NOM;NEUT;SG
挪威	nórska	挪威	nórsko	PROPN	PROPN;NOM;NEUT;SG
挪威	nórsky	挪威	nórsk	PROPN	ADJ;ANIM;NOM;MASC;SG
挪威	nórskom	挪威	nórsko	PROPN	ADJ;INS;NEUT;SG
挪威	nórsko	挪威	nórsko	PROPN	PROPN;NOM;NEUT;SG
挪威	nórska	挪威	nórsko	PROPN	PROPN;NOM;NEUT;SG
勇	yong	勇	yong	N	PROPN;ANIM;NOM;MASC;SG
所	umiestnenie	所	umiestnenie	ADV	N;NOM;NEUT;SG
所	miesto	所	miesto	ADV	N;NOM;NEUT;SG
所	umiestnenia	所	umiestnenie	ADV	N;NOM;NEUT;PL
所	poloha	所	poloha	ADV	N;NOM;FEM;SG
所	lokalita	所	lokalita	ADV	N;NOM;FEM;SG
解釋	vysvetlenia	解釋	vysvetlenie	V	N;NOM;NEUT;PL
解釋	vysvetlenie	解釋	vysvetlenie	V	N;NOM;NEUT;SG
解釋	vysvetlivky	解釋	vysvetlivka	V	N;NOM;FEM;PL
解釋	vysvetlenie	解釋	vysvetlenie	V	N;NOM;NEUT;SG
解釋	vysvetlivky	解釋	vysvetlivka	V	N;NOM;FEM;PL
批評	kritika	批評	kritika	V	N;NOM;FEM;SG
批評	kritike	批評	kritika	V	N;DAT;FEM;SG
批評	kritiku	批評	kritika	V	N;ACC;FEM;SG
批評	kritiku	批評	kritika	V	N;ACC;FEM;SG
太子	prince	太子	princť	N	PROPN;ANIM;NOM;MASC;SG
富士	fuji	富士	fuj	PROPN	N;INAN;NOM;MASC;SG
阿根廷	argentíne	阿根廷	argentína	PROPN	N;NOM;FEM;SG
阿根廷	argentíny	阿根廷	argentína	PROPN	N;NOM;FEM;PL
阿根廷	argentína	阿根廷	argentína	PROPN	N;NOM;FEM;SG
當選	zvolené	當選	zvolený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
當選	zvolená	當選	zvolený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
當選	zvolených	當選	zvolený	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
當選	zvolený	當選	zvolený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
創	tron	創	tron		PROPN;ANIM;NOM;MASC;SG
計算	computing	計算	computing	V	N;NOM;FEM;SG
計算	výpočtu	計算	výpočet	V	N;INAN;GEN;MASC;SG
計算	výpočet	計算	výpočet	V	N;INAN;NOM;MASC;SG
計算	výpočty	計算	výpočet	V	N;INAN;NOM;MASC;PL
計算	výpočtov	計算	výpočet	V	N;INAN;GEN;MASC;PL
計算	výpočty	計算	výpočet	V	N;INAN;NOM;MASC;PL
碧	bea	碧	bea	PROPN	PROPN;NOM;FEM;SG
一	deň	一	deň	NUM	N;INAN;NOM;MASC;SG
一	dňa	一	deň	NUM	N;INAN;GEN;MASC;SG
一	den	一	den	NUM	PROPN;ANIM;NOM;MASC;SG
一	day	一	deň	NUM	INTJ
廣州	guangzhou	廣州	guangzha	PROPN	N;INS;FEM;SG
食用	jedlé	食用	jedlý	V	N;NOM;NEUT;PL
晉	jin	晉	jin	PROPN	N;NOM;FEM;SG
晉	jinn	晉	jinn	PROPN	PROPN;ANIM;NOM;MASC;SG
中立	neutrálny	中立	neutrálny	N	ADJ;INAN;NOM;MASC;SG
中立	neutrálna	中立	utrálny	N	ADJ;NOM;FEM;SG
中立	neutrálne	中立	utrálny	N	ADV
質量	kvalitné	質量	kvalitný	N	ADJ;NOM;NEUT;SG
化石	fosílnych	化石	fosílny	N	ADJ;GEN;MASC;PL
化石	fosílne	化石	fosílny	N	ADJ;NOM;NEUT;SG
持有	držanie	持有	držanie	V	N;NOM;NEUT;SG
持有	držba	持有	držba	V	N;NOM;FEM;SG
持有	podiely	持有	podiel	V	N;INAN;NOM;MASC;PL
持有	hospodárstva	持有	hospodárstvo	V	N;NOM;NEUT;PL
持有	držba	持有	držba	V	N;NOM;FEM;SG
持有	držanie	持有	držanie	V	N;NOM;NEUT;SG
持有	chov	持有	chov	V	N;INAN;NOM;MASC;SG
持有	holding	持有	holding	V	PROPN;ANIM;NOM;MASC;SG
理解	chápanie	理解	chápanie	V	N;NOM;NEUT;SG
理解	pochopenie	理解	pochopenie	V	N;NOM;NEUT;SG
理解	porozumenie	理解	porozumenie	V	N;NOM;NEUT;SG
其	vlastne	其	vlastne	PRO;3	PART
波蘭	poľsko	波蘭	poľsko	PROPN	PROPN;NOM;NEUT;SG
美洲	amerika	美洲	amerika	PROPN	N;NOM;FEM;SG
美洲	amerike	美洲	amerika	PROPN	N;DAT;FEM;SG
美洲	ameriky	美洲	amerika	PROPN	N;NOM;FEM;PL
美洲	ameriku	美洲	amerika	PROPN	N;ACC;FEM;SG
美洲	ameriky	美洲	amerika	PROPN	N;NOM;FEM;PL
恆星	hviezdna	恆星	hviezdny	N	ADJ;NOM;FEM;SG
恆星	hviezdny	恆星	hviezdny	N	ADJ;ANIM;NOM;MASC;SG
恆星	star	恆星	star	N	
恆星	hviezdny	恆星	hviezdny	N	ADJ;ANIM;NOM;MASC;SG
挑戰	výziev	挑戰	výzva	V	N;GEN;FEM;PL
挑戰	výzvy	挑戰	výzva	V	N;NOM;FEM;PL
挑戰	výzvu	挑戰	výzva	V	N;ACC;FEM;SG
挑戰	challenge	挑戰	challenga	V	N;INAN;NOM;MASC;SG
挑戰	výzva	挑戰	výzva	V	N;NOM;FEM;SG
挑戰	náročný	挑戰	náročný	V	ADJ;ANIM;NOM;MASC;SG
挑戰	náročná	挑戰	náročný	V	ADJ;NOM;FEM;SG
挑戰	náročné	挑戰	náročný	V	ADJ;NOM;NEUT;SG
東方	východná	東方	východný	N	ADJ;NOM;FEM;SG
東方	východné	東方	východný	N	ADJ;NOM;NEUT;SG
東方	východný	東方	východný	N	ADJ;ANIM;NOM;MASC;SG
東方	východne	東方	východne	N	ADV
東方	orientálne	東方	orientálne	N	ADJ;NOM;NEUT;SG
東方	orientovať	東方	orientovať	N	V;IPFV;POS;NFIN
東方	orient	東方	oriento	N	PROPN;ANIM;NOM;MASC;SG
東方	východná	東方	východný	N	ADJ;NOM;FEM;SG
東方	východné	東方	východný	N	ADJ;NOM;NEUT;SG
東方	východný	東方	východný	N	ADJ;ANIM;NOM;MASC;SG
東方	východnej	東方	východný	N	ADJ;GEN;FEM;SG
賈	jia	賈	jia	PROPN	PROPN;ANIM;NOM;MASC;SG
幾乎	skoro	幾乎	skoro	ADV	PART
幾乎	takmer	幾乎	takmer	ADV	PART
阿拉	alah	阿拉	alah	PROPN	N;ANIM;NOM;MASC;SG
玲	ling	玲	ling	PROPN	
月球	lunárny	月球	lunárny	N	ADJ;INAN;NOM;MASC;SG
月球	moon	月球	moon	N	PROPN;ANIM;NOM;MASC;SG
女兒	dcera	女兒	dcera	N	PROPN;NOM;FEM;SG
結婚	manželstva	結婚	manželstvo	V	N;NOM;NEUT;PL
結婚	sobáš	結婚	sobáš	V	N;ANIM;NOM;MASC;SG
結婚	manželstvo	結婚	manželstvo	V	N;NOM;NEUT;SG
引用	citovaný	引用	citovaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
引用	citovaná	引用	citovaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
引用	citované	引用	citovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
引用	citát	引用	citát	V	N;INAN;NOM;MASC;SG
引用	citáty	引用	citát	V	N;INAN;NOM;MASC;PL
請求	žiadostí	請求	žiadosť	V	N;GEN;FEM;PL
請求	požiadavky	請求	požiadavka	V	N;NOM;FEM;PL
請求	žiadosti	請求	žiadosť	V	N;NOM;FEM;PL
請求	žiadosť	請求	žiadosť	V	N;NOM;FEM;SG
請求	požiadavka	請求	požiadavka	V	N;NOM;FEM;SG
請求	prosba	請求	prosba	V	N;NOM;FEM;SG
殖民	kolónie	殖民	kolónia	V	N;NOM;FEM;PL
殖民	kolónie	殖民	kolónia	V	N;NOM;FEM;PL
殖民	kolóniu	殖民	kolónia	V	N;ACC;FEM;SG
殖民	kolónia	殖民	kolónia	V	N;NOM;FEM;SG
殖民	kolónii	殖民	kolónia	V	N;DAT;FEM;SG
原子	atómové	原子	atómový	N	ADJ;NOM;NEUT;SG
原子	atómová	原子	atómový	N	ADJ;NOM;FEM;SG
菲律賓	filipín	菲律賓	filipina	PROPN	N;NOM;FEM;PL
菲律賓	filipíny	菲律賓	filipína	PROPN	N;INAN;NOM;MASC;PL
進攻	útok	進攻	útok	V	N;INAN;NOM;MASC;SG
珊	sun	珊	sun	PROPN	PROPN;ANIM;NOM;MASC;SG
珊	slnko	珊	slnko	PROPN	N;NOM;NEUT;SG
珊	slnka	珊	slnko	PROPN	N;NOM;NEUT;PL
貓	cat	貓	cat	N	PROPN;ANIM;VOC;MASC;SG
吸引	príťažlivosť	吸引	príťažlivosť	V	N;NOM;FEM;SG
專業	profesionálne	專業	profesionálny	N	ADV
專業	odborná	專業	odborný	N	ADJ;NOM;FEM;SG
專業	profesionálny	專業	profesionálny	N	ADJ;ANIM;NOM;MASC;SG
專業	profesionálna	專業	profesionálny	N	ADJ;NOM;FEM;SG
旅遊	cestovať	旅遊	cestovať	N	V;IPFV;POS;NFIN
旅遊	cestovné	旅遊	cestovný	N	ADJ;NOM;NEUT;SG
旅遊	cestovný	旅遊	cestovný	N	ADJ;INAN;NOM;MASC;SG
旅遊	turistický	旅遊	turistický	N	ADJ;INAN;NOM;MASC;SG
旅遊	turistická	旅遊	turistický	N	ADJ;NOM;FEM;SG
旅遊	turistické	旅遊	turistický	N	ADJ;NOM;NEUT;SG
石油	oil	石油	oil	N	
石油	ropné	石油	ropný	N	ADJ;NOM;NEUT;PL
石油	ropný	石油	ropný	N	ADJ;INAN;NOM;MASC;SG
浪	vlny	浪	vlna		N;NOM;FEM;PL
浪	vĺn	浪	vĺn		N;GEN;FEM;PL
浪	vlna	浪	vlna		N;NOM;FEM;SG
浪	vlnová	浪	vlnový		ADJ;NOM;FEM;SG
浪	vlnu	浪	vln		N;ACC;FEM;SG
需求	treba	需求	treba	N	ADV
需求	potrebné	需求	potrebný	N	ADJ;NOM;NEUT;SG
需求	potrebovať	需求	potrebovať	N	V;IPFV;POS;NFIN
需求	potrebuje	需求	potrebovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
內部	dovnútra	內部	dovnútra	N	ADV
內部	vnútorné	內部	vnútorný	N	ADJ;NOM;NEUT;SG
內部	vnútorná	內部	vnútorný	N	ADJ;NOM;FEM;SG
內部	vnútorný	內部	vnútorný	N	ADJ;ANIM;NOM;MASC;SG
內部	vnútorne	內部	vnútorne	N	ADV
失	stratená	失	stratený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
失	stratené	失	stratený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
失	stratený	失	stratený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
失	stratení	失	stratený	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
集合	zhromaždiť	集合	zhromaždiť	N	V;PFV;POS;NFIN
日文	japonské	日文	japonský	N	ADJ;NOM;NEUT;SG
日文	japonská	日文	japonský	N	ADJ;NOM;FEM;SG
日文	japonsky	日文	japonsky	N	ADV
日文	japonský	日文	japonský	N	ADJ;ANIM;NOM;MASC;SG
特里	terry	特里	terra	PROPN	N;ANIM;NOM;MASC;SG
公爵	duke	公爵	duka	N	PROPN;ANIM;NOM;MASC;SG
降低	pokles	降低	pokles	V	N;INAN;NOM;MASC;SG
降低	zníženie	降低	zníženie	V	N;NOM;NEUT;SG
私人	vojak	私人	vojak	ADJ	N;ANIM;NOM;MASC;SG
每日	každodenné	每日	každodenný	N	ADJ;NOM;NEUT;SG
每日	každodenný	每日	každodenný	N	ADJ;INAN;NOM;MASC;SG
每日	denná	每日	denný	N	ADJ;NOM;FEM;SG
每日	denne	每日	denne	N	ADV
每日	denný	每日	denný	N	ADJ;INAN;NOM;MASC;SG
每日	denné	每日	denný	N	ADJ;NOM;NEUT;SG
拒絕	pokles	拒絕	pokles	V	N;INAN;NOM;MASC;SG
拒絕	popieranie	拒絕	popieranie	V	N;NOM;NEUT;SG
拒絕	odmietnutie	拒絕	odmietnutie	V	N;NOM;NEUT;SG
拒絕	zamietnutie	拒絕	zamietnutie	V	N;NOM;NEUT;SG
拒絕	odmietnutia	拒絕	odmietnutie	V	N;NOM;NEUT;PL
原始	surový	原始	surový	N	ADJ;ANIM;NOM;MASC;SG
原始	surové	原始	surový	N	ADJ;NOM;NEUT;SG
原始	raw	原始	raw	N	
原始	primitívne	原始	primitívne	N	ADJ;NOM;NEUT;SG
原始	originálny	原始	originálny	N	ADJ;INAN;NOM;MASC;SG
原始	pôvodný	原始	pôvodný	N	ADJ;INAN;NOM;MASC;SG
原始	originálne	原始	originálne	N	ADJ;NOM;NEUT;SG
原始	pôvodné	原始	pôvodný	N	ADJ;NOM;NEUT;SG
尖	špicaté	尖	špicatý	PART	ADJ;NOM;NEUT;SG
潭	tam	潭	tam	PROPN	ADV
警告	varuje	警告	varovať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
俱樂部	club	俱樂部	club	N	PROPN;ANIM;NOM;MASC;SG
敗	poraziť	敗	poraziť	N	V;PFV;POS;NFIN
貿易	trading	貿易	trading	N	INTJ
貿易	obchodovať	貿易	obchodovať	N	V;IPFV;POS;NFIN
貿易	trade	貿易	triada	N	
減少	pokles	減少	pokles	V	N;INAN;NOM;MASC;SG
減少	zníženie	減少	zníženie	V	N;NOM;NEUT;SG
減少	znižovanie	減少	znižovanie	V	N;NOM;NEUT;SG
減少	redukcia	減少	redukcia	V	N;NOM;FEM;SG
減少	zmenšenie	減少	zmenšenie	V	N;NOM;NEUT;SG
減少	pokles	減少	pokles	V	N;INAN;NOM;MASC;SG
減少	zníženie	減少	zníženie	V	N;NOM;NEUT;SG
減少	znižovanie	減少	znižovanie	V	N;NOM;NEUT;SG
減少	znížená	減少	znížený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
減少	znížené	減少	znížený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
減少	znížený	減少	znížený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
