von	から	von	から	ADP	CONJ
sagt	セイ	sagen	セイ	V;IND;SG;3;PRS;FIN	PROPN
gewinnen	win	gewinnen	win	V;NFIN	PROPN
gewinnen	利得	gewinnen	利得	V;NFIN	N
woche	週間	woch	週間	ADV	N
woche	週間	woch	週間	ADV	N
woche	毎週	woch	毎週	ADV	N
woche	週間	woch	週間	ADV	N
woche	週刊	woch	週刊	ADV	N
woche	ウィークリー	woch	ウィークリー	ADV	PROPN
berufen	職業	berufen	職業	V;V.PTCP	N
information	情報	information	情報	ADJ	N
fernsehen	テレビ	fernsehen	テレビ	V;NFIN	N
großes	ビッグ	groß	ビッグ	ADJ;NOM;NEUT;SG	N
stein	ストーン	stein	ストーン	PROPN;NOM;MASC;SG	N
stein	シュタイン	stein	シュタイン	PROPN;NOM;MASC;SG	PROPN
preußen	プロイセン	preußen	プロイセン		N
wettbewerb	コンテスト	wettbewerb	コンテスト	ADV	N
wettbewerb	競技	wettbewerb	競技	ADV	N
wettbewerb	コンペ	wettbewerb	コンペ	ADV	N
wettbewerb	競争	wettbewerb	競争	ADV	N
wettbewerb	コンペティション	wettbewerb	コンペティション	ADV	N
wettbewerb	コンテスト	wettbewerb	コンテスト	ADV	N
wettbewerb	コンテスト	wettbewerb	コンテスト	ADV	N
mio	ミリオン	mio	ミリオン	;SG	PROPN
mio	million	mio	million	;SG	PROPN
mio	百万	mio	百万	;SG	NUM
mio	mio	mio	mio	;SG	PROPN
natur	natur	natur	natur		PROPN
natur	ネイチャー	natur	ネイチャー		N
natur	自然	natur	自然		ADJ
dienen	給仕	dienen	給仕	V;NFIN	N
dienen	サーブ	dienen	サーブ	V;NFIN	N
braucht	ニーズ	brauchen	ニーズ	V;IND;SG;3;PRS;FIN	N
kosten	費用	kosten	費用	V;NFIN	N
kosten	コスト	kosten	コスト	V;NFIN	N
kosten	費用	kosten	費用	V;NFIN	N
kosten	原価	kosten	原価	V;NFIN	N
kosten	コスト	kosten	コスト	V;NFIN	N
kosten	費用	kosten	費用	V;NFIN	N
kosten	経費	kosten	経費	V;NFIN	N
kosten	費用	kosten	費用	V;NFIN	N
kosten	経費	kosten	経費	V;NFIN	N
chor	合唱	chor	合唱	ADV	N
chor	コーラス	chor	コーラス	ADV	N
stefan	シュテファン	stefan	シュテファン	PROPN;NOM;MASC;SG	PROPN
stefan	ステファン	stefan	ステファン	PROPN;NOM;MASC;SG	PROPN
zustand	近況	zustand	近況		N
zustand	ステータス	zustand	ステータス		PROPN
zustand	都道府県	zustand	都道府県		N
zustand	状態	zustand	状態		N
zustand	状態	zustand	状態		N
zustand	条件	zustand	条件		N
bach	小川	bachen	小川		PROPN
bach	バッハ	bachen	バッハ		PROPN
polizei	警察官	polizei	警察官	ADJ	N
polizei	ポリス	polizei	ポリス	ADJ	PROPN
polizei	警察	polizei	警察	ADJ	N
polizei	シェリフ	polizei	シェリフ	ADJ	PROPN
jakob	ジャコブ	jakob	ジャコブ	PROPN;NOM;MASC;SG	PROPN
jakob	ジェームス	jakob	ジェームス	PROPN;NOM;MASC;SG	PROPN
jakob	ジェームズ	jakob	ジェームズ	PROPN;NOM;MASC;SG	PROPN
schön	ビューティフル	schön	ビューティフル	ADJ	N
schön	ナイス	schön	ナイス	ADJ	PROPN
schön	ニース	schön	ニース	ADJ	PROPN
mensch	man	mensch	man	N;SG	PROPN
höchste	supreme	hoch	supreme	ADJ;NOM;FEM;PL	PROPN
html	html	html	html		PROPN
super	スーパー	super	スーパー	ADJ	N
australien	オーストラリア	australien	オーストラリア	PROPN;NOM;NEUT;SG	PROPN
hall	ホール	hall	ホール		N
zeiten	タイム	zeiten	タイム	V;NFIN	N
zeiten	時間	zeiten	時間	V;NFIN	N
zeiten	ピリオド	zeiten	ピリオド	V;NFIN	N
zeiten	タイムズ	zeiten	タイムズ	V;NFIN	PROPN
flughafen	空港	flughafen	空港		N
flughafen	空港	flughafen	空港		N
kreuz	十字	kreuz	十字	ADJ	N
kreuz	クロス	kreuz	クロス	ADJ	N
kreuz	cross	kreuz	cross	ADJ	PROPN
kreuz	十字	kreuz	十字	ADJ	N
aussage	表明	aussagen	表明		V
aussage	主張	aussagen	主張		V
aussage	ステートメント	aussagen	ステートメント		N
aussage	声明	aussagen	声明		N
aussage	証言	aussagen	証言		V
station	ステーション	station	ステーション		N
png	png	png	png		PROPN
länder	ランダー	land	ランダー	N;NOM;NEUT;PL	PROPN
niemand	ヌーン	niemand	ヌーン	PRO;NOM;INDF;SG	PROPN
zukunft	将来	zukunft	将来	N	
teils	一部	teils	一部	ADV	N
bern	ベルン	bern	ベルン		PROPN
bern	ベルヌ	bern	ベルヌ		PROPN
revolution	revolution	revolution	revolution	N;NOM;FEM;SG	PROPN
tradition	伝統	tradition	伝統	ADJ	N
tradition	伝統	tradition	伝統	ADJ	N
kanada	カナダ	kanada	カナダ	PROPN;NOM;NEUT;SG	PROPN
unterhalb	以下	unterhalb	以下	ADP	N
architektur	アーキテクチャ	architektur	アーキテクチャ	PROPN	N
architektur	建築	architektur	建築	PROPN	N
parallel	パラレル	parallel	パラレル	ADJ	N
parallel	並列	parallel	並列	ADJ	N
mittelalter	中世	mittelalt	中世	ADV	N
praxis	praxis	praxis	praxis	N;NOM;SG	PROPN
angeboten	クーポン	anbieten	クーポン	V;V.PTCP	N
zählen	カウント	zählen	カウント	V;NFIN	N
zählen	カウント	zählen	カウント	V;NFIN	N
rest	剰余	rest	剰余		N
rest	安静	rest	安静		V
rest	休む	rest	休む		V
druck	印刷	druck	印刷	ADV	V
druck	気圧	druck	気圧	ADV	N
druck	圧力	druck	圧力	ADV	N
druck	印刷	druck	印刷	ADV	V
druck	圧力	druck	圧力	ADV	N
freund	友人	freund	友人		N
freund	友だち	freund	友だち		N
freund	フレンド	freund	フレンド		PROPN
freund	友達	freund	友達		N
freund	彼	freund	彼		PRO
freund	ボーイフレンド	freund	ボーイフレンド		N
antwort	回答	antworen	回答		V
antwort	答え	antworen	答える		V
antwort	答弁	antworen	答弁		V
antwort	返信	antworen	返信		N
antwort	応答	antworen	応答		V
antwort	レスポンス	antworen	レスポンス		N
antwort	回答	antworen	回答		V
antwort	返信	antworen	返信		N
love	ラヴ	love	ラヴ	PROPN	PROPN
love	ラブ	love	ラブ	PROPN	N
sowjetunion	ソビエト	sowjetunion	ソビエト	PROPN;NOM;SG	PROPN
landwirtschaft	農業	landwirtschaft	農業	ADJ	N
landwirtschaft	農業	landwirtschaft	農業	ADJ	N
weißen	白目	weiß	白目	ADJ	N
weißen	ホワイト	weiß	ホワイト	ADJ	N
auflösung	解散	auflösung	解散	N;NOM;FEM;SG	V
auflösung	解雇	auflösung	解雇	N;NOM;FEM;SG	V
salzburg	ザルツブルク	salzburg	ザルツブルク	PROPN	PROPN
tritt	キック	treten	キック	V;IND;SG;3;PRS;FIN	N
erscheinen	外観	erscheinen	外観	V;NFIN	N
übertragen	ブロード	übertragen	ブロード	V;V.PTCP	N
fahrzeuge	ローリング	fahrzeug	ローリング	N;NOM;PL	PROPN
kindern	キッズ	kindern	キッズ	N;NOM;NEUT;PL	PROPN
pfarrer	司祭	pfarr	司祭	ADJ	N
pfarrer	牧師	pfarr	牧師	ADJ	N
schwester	sis	schwester	sis	ADJ	PROPN
schwester	姉妹	schwester	姉妹	ADJ	N
schwester	シスター	schwester	シスター	ADJ	PROPN
schwester	ナース	schwester	ナース	ADJ	N
augen	アイズ	augen	アイズ	N;NOM;NEUT;PL	PROPN
min	ミン	min	ミン		PROPN
min	min	min	min		PROPN
theologe	神学	theolog	神学	ADJ	N
notwendig	必須	notwendig	必須	ADJ	N
gleiche	イコール	gleich	イコール	ADJ;NOM;FEM;PL	PROPN
gleiche	おなじ	gleich	おなじる	ADJ;NOM;FEM;PL	V
aufgeführt	上場	aufführen	上場	V;V.PTCP	N
simon	シモン	simon	シモン	PROPN;NOM;MASC;SG	PROPN
simon	サイモン	simon	サイモン	PROPN;NOM;MASC;SG	PROPN
don	ドン	don	ドン	PROPN;NOM;MASC;SG	N
präsidenten	社長	präsident	社長	ADJ;PL	N
präsidenten	大統領	präsident	大統領	ADJ;PL	N
präsidenten	プレジデント	präsident	プレジデント	ADJ;PL	PROPN
präsidenten	社長	präsident	社長	ADJ;PL	N
antrag	モーション	antragen	モーション	ADJ	N
antrag	苦情	antragen	苦情	ADJ	N
antrag	クレーム	antragen	クレーム	ADJ	N
antrag	請求	antragen	請求	ADJ	V
antrag	リクエスト	antragen	リクエスト	ADJ	N
julius	ジュリアス	julius	ジュリアス	PROPN;NOM;MASC;SG	PROPN
julius	ユリウス	julius	ユリウス	PROPN;NOM;MASC;SG	PROPN
anwendung	出願	anwendung	出願	N;NOM;FEM;SG	V
lieber	dear	lieb	dear		PROPN
lieber	ディア	lieb	ディア		PROPN
formel	公式	formel	公式		ADJ
formel	数式	formel	数式		
santa	サンタ	santa	サンタ	PROPN;NOM;SG	PROPN
science	sci	science	sci		PROPN
label	ラベル	label	ラベル		N
red	赤い	red	赤い	PROPN;NOM;MASC;SG	ADJ
red	赤色	red	赤色	PROPN;NOM;MASC;SG	N
red	レッド	red	レッド	PROPN;NOM;MASC;SG	N
älteste	長老	alt	長老	ADJ;NOM;FEM;PL	N
älteste	長子	alt	長子	ADJ;NOM;FEM;PL	N
älteste	長老	alt	長老	ADJ;NOM;FEM;PL	N
geburtstag	生年月	geburtstag	生年月	ADJ	N
geburtstag	バースデー	geburtstag	バースデー	ADJ	N
nationale	国民	national	国民	ADJ;NOM;FEM;PL	N
nationale	ナショナル	national	ナショナル	ADJ;NOM;FEM;PL	PROPN
niederlage	敗北	niederlage	敗北	N;NOM;FEM;SG	V
chicago	シカゴ	chicago	シカゴ	PROPN;NOM;SG	PROPN
institute	研究所	institut	研究所		N
sankt	ザンクト	sanken	ザンクト		PROPN
formen	形状	formen	形状	V;NFIN	N
formen	シェイプ	formen	シェイプ	V;NFIN	N
formen	フォーム	formen	フォーム	V;NFIN	
formen	形態	formen	形態	V;NFIN	N
formen	カビ	formen	カビ	V;NFIN	N
formen	カビ	formen	カビ	V;NFIN	N
orgel	臓器	orgel	臓器		N
orgel	オルガン	orgel	オルガン		N
wolf	ウルフ	wolf	ウルフ	;SG	PROPN
wolf	オオカミ	wolf	オオカミ	;SG	PROPN
elf	エルフ	elf	エルフ	NUM	PROPN
unterschiedliche	異なる	unterschiedlich	異なる	ADJ;NOM;FEM;PL	V
öffentlichkeit	広報	öffentlichkeit	広報	ADJ	N
öffentlichkeit	宣伝	öffentlichkeit	宣伝	ADJ	V
öffentlichkeit	公衆	öffentlichkeit	公衆	ADJ	N
öffentlichkeit	公開	öffentlichkeit	公開	ADJ	V
öffentlichkeit	パブリック	öffentlichkeit	パブリック	ADJ	N
mädchen	ガールズ	mädchen	ガールズ	N;NOM;FEM;PL	PROPN
glaube	信仰	glauben	信仰		N
glaube	信念	glauben	信念		N
glaube	フェイス	glauben	フェイス		N
glaube	信じる	glauben	信じる		V
glaube	believe	glauben	believe		PROPN
glaube	信ずる	glauben	信ずる		V
glaube	信仰	glauben	信仰		N
glaube	信念	glauben	信念		N
rote	レッズ	rot	レッズ	ADJ;NOM;FEM;PL	PROPN
rote	赤色	rot	赤色	ADJ;NOM;FEM;PL	N
rote	レッド	rot	レッド	ADJ;NOM;FEM;PL	N
suchen	シーク	suchen	シーク	V;NFIN	N
suchen	find	suchen	find	V;NFIN	PROPN
wissenschaften	サイエンス	wissenschaft	サイエンス	ADJ	N
wissenschaften	科学	wissenschaft	科学	ADJ	N
einzigen	シングル	einzig	シングル	ADJ;NOM;PL	N
einzigen	独身	einzig	独身	ADJ;NOM;PL	N
einzigen	のみ	einzig	のみ	ADJ;NOM;PL	ADP
foto	フォト	foto	フォト		N
foto	写真	foto	写真		N
foto	写真	foto	写真		N
einzel	シングルス	einzel	シングルス		N
einzel	シングル	einzel	シングル		N
einzel	独身	einzel	独身		N
einzel	個人	einzel	個人		N
zweimal	二	zweimal	二	ADV	NUM
zweimal	二	zweimal	二	ADV	NUM
zweimal	twice	zweimal	twice	ADV	PROPN
eduard	エドワード	eduard	エドワード	PROPN;NOM;MASC;SG	PROPN
evangelischen	プロテスタント	evangelisch	プロテスタント	ADJ;NOM;MASC;PL	N
herausgeber	出版	herausgeber	出版	ADJ	V
herausgeber	パブリッシャー	herausgeber	パブリッシャー	ADJ	N
herausgeber	出版社	herausgeber	出版社	ADJ	N
herausgeber	エディタ	herausgeber	エディタ	ADJ	N
herausgeber	エディタ	herausgeber	エディタ	ADJ	N
herausgeber	エディター	herausgeber	エディター	ADJ	PROPN
nordosten	北東	nordosten	北東	V;FIN	N
nordosten	ノース	nordosten	ノース	V;FIN	PROPN
ritter	騎士	ritter	騎士	PROPN;NOM;SG	N
ritter	ナイト	ritter	ナイト	PROPN;NOM;SG	N
ritter	リッター	ritter	リッター	PROPN;NOM;SG	PROPN
ritter	ナイツ	ritter	ナイツ	PROPN;NOM;SG	PROPN
ritter	騎士	ritter	騎士	PROPN;NOM;SG	N
hersteller	プロデューサー	hersteller	プロデューサー	ADJ	N
hersteller	製造	hersteller	製造	ADJ	N
hersteller	メーカー	hersteller	メーカー	ADJ	N
hersteller	製造	hersteller	製造	ADJ	N
hersteller	プロデューサー	hersteller	プロデューサー	ADJ	N
hersteller	製造	hersteller	製造	ADJ	N
rückkehr	return	rückkehr	return		PROPN
rückkehr	リターン	rückkehr	リターン		N
darmstadt	ダルム	darmstadt	ダルム	PROPN;NOM;NEUT;SG	PROPN
bringt	ブリング	bringen	ブリング	V;IND;SG;3;PRS;FIN	PROPN
ausbau	延長	ausbau	延長	N	V
ausbau	内線	ausbau	内線	N	PROPN
ausbau	膨張	ausbau	膨張	N	V
lebens	生活	lebens	生活	N;NOM;PL	V
stellung	位置	Stellung	位置		V
stellung	ポジション	Stellung	ポジション		N
stellung	役職	Stellung	役職		N
angeles	angeles	angeles	angeles	PROPN;NOM;NEUT;SG	PROPN
zeitraum	期間	zeitraum	期間	ADV	N
zeitraum	タイム	zeitraum	タイム	ADV	N
zeitraum	時間	zeitraum	時間	ADV	N
zeitraum	間隔	zeitraum	間隔	ADV	N
zeitraum	音程	zeitraum	音程	ADV	N
zeitraum	インターバル	zeitraum	インターバル	ADV	N
zeitraum	区間	zeitraum	区間	ADV	N
zeitraum	期間	zeitraum	期間	ADV	N
zeitraum	ピリオド	zeitraum	ピリオド	ADV	N
zentimeter	インチ	zentimeter	インチ	ADV	N
zentimeter	インチ	zentimeter	インチ	ADV	N
zentimeter	センチメートル	zentimeter	センチメートル	ADV	N
zentimeter	センチメートル	zentimeter	センチメートル	ADV	N
zentimeter	センチメートル	zentimeter	センチメートル	ADV	N
versuchte	未遂	versuchen	未遂	V;IND;SG;3;PST;FIN	
breit	ワイド	breit	ワイド	ADJ	N
energie	エネルギー	energie	エネルギー		N
energie	権力	energie	権力		N
energie	パワー	energie	パワー		N
wesentlichen	エッセンス	wesentlich	エッセンス	ADJ	N
wesentlichen	本質	wesentlich	本質	ADJ	N
wesentlichen	essentials	wesentlich	essentials	ADJ	PROPN
wesentlichen	必需品	wesentlich	必需品	ADJ	N
bürger	市民	bürger	市民		N
bürger	市民	bürger	市民		N
aktuelle	現在	aktuell	現在	ADJ;NOM;FEM;PL	N
aktuelle	最近	aktuell	最近	ADJ;NOM;FEM;PL	N
aktuelle	最新	aktuell	最新	ADJ;NOM;FEM;PL	N
arthur	アーサー	arthur	アーサー	PROPN;NOM;MASC;SG	PROPN
life	生活	life	生活	PROPN	V
life	生命	life	生命	PROPN	N
life	人生	life	人生	PROPN	N
life	ライフ	life	ライフ	PROPN	N
leistungen	サービス	leistung	サービス	V;PL	N
leistungen	実績	leistung	実績	V;PL	N
leistungen	事跡	leistung	事跡	V;PL	N
leistungen	業績	leistung	業績	V;PL	N
leistungen	事績	leistung	事績	V;PL	N
leistungen	功績	leistung	功績	V;PL	N
leistungen	実績	leistung	実績	V;PL	N
leistungen	福利	leistung	福利	V;PL	N
frühjahr	スプリング	frühjahr	スプリング	ADV	N
holstein	ホルシュタイン	holstein	ホルシュタイン	PROPN;NOM;SG	PROPN
auszeichnungen	受賞	auszeichnangen	受賞	N;NOM;FEM;PL	V
auszeichnungen	表彰	auszeichnangen	表彰	N;NOM;FEM;PL	V
auszeichnungen	装飾	auszeichnangen	装飾	N;NOM;FEM;PL	V
teilnahme	出席	teilnahme	出席	ADV	V
teilnahme	傍聴	teilnahme	傍聴	ADV	V
teilnahme	関与	teilnahme	関与	ADV	V
teilnahme	参加	teilnahme	参加	ADV	V
besuch	ビジター	besuchen	ビジター	V;IND;SG;3;PST;FIN	N
besuch	ビジター	besuchen	ビジター	V;IND;SG;3;PST;FIN	N
definition	定義	definition	定義	ADJ	V
definition	定義	definition	定義	ADJ	V
definition	定義	definition	定義	ADJ	V
lae	ラエ	lae	ラエ	PROPN;NOM;MASC;SG	PROPN
vaters	父親	vaters	父親		N
vaters	父親	vaters	父親		N
prag	プラハ	pragen	プラハ	PROPN;NOM;NEUT;SG	PROPN
modernen	モダン	modern	モダン	ADJ	N
bot	bot	bieten	bot	V;IND;SG;3;PST;FIN	PROPN
bot	ボット	bieten	ボット	V;IND;SG;3;PST;FIN	PROPN
nochmal	再び	nochmal	再び		ADV
nochmal	アゲイン	nochmal	アゲイン		PROPN
indien	インド	indien	インド	PROPN;NOM;NEUT;SG	PROPN
eins	一	ein	一		NUM
eins	one	ein	one		PROPN
eins	一人	ein	一人		PROPN
eins	ワン	ein	ワン		N
association	社団	association	社団	PROPN;NOM;FEM;SG	N
association	協会	association	協会	PROPN;NOM;FEM;SG	N
association	アソシエーション	association	アソシエーション	PROPN;NOM;FEM;SG	N
josé	ホセ	josé	ホセ	PROPN;NOM;MASC;SG	PROPN
josé	ホセ	josé	ホセ	PROPN;NOM;MASC;SG	PROPN
schlecht	バッド	schlecht	バッド	ADJ	PROPN
shift	シフト	shefen	シフト	PROPN	N
admins	管理	adminsen	管理	PROPN	N
admins	管理人	adminsen	管理人	PROPN	N
südwesten	南西	südwesten	南西	V;NFIN	N
leser	読者	leser	読者		N
leser	リーダー	leser	リーダー		N
leser	読者	leser	読者		N
leser	リーダー	leser	リーダー		N
turnier	トーナメント	turnieren	トーナメント		N
körper	本文	körp	本文		N
körper	身体	körp	身体		N
körper	本体	körp	本体		N
körper	ボディ	körp	ボディ		N
bildhauer	彫刻	bildhauer	彫刻		N
bildhauer	彫刻家	bildhauer	彫刻家		N
bericht	報告	berechen	報告	N	V
angriff	攻撃	angreifen	攻撃	N	V
angriff	raid	angreifen	raid	N	PROPN
angriff	アサルト	angreifen	アサルト	N	PROPN
angriff	暴行	angreifen	暴行	N	V
sängerin	シンガー	sängerin	シンガー	ADJ	N
sprechen	speak	sprechen	speak	V;NFIN	PROPN
gewonnen	ウォン	gewinnen	ウォン	V;V.PTCP	N
gewonnen	won	gewinnen	won	V;V.PTCP	PROPN
verhältnis	比率	verhältnis	比率	V;NFIN	N
verhältnis	リレーション	verhältnis	リレーション	V;NFIN	N
luft	エア	lüfen	エア	N;NOM;FEM;SG	PROPN
mexiko	メキシコ	mexiko	メキシコ	PROPN;NOM;NEUT;SG	PROPN
kommission	手数	kommission	手数		N
kommission	コミッション	kommission	コミッション		N
kommission	委嘱	kommission	委嘱		V
reise	航海	reise	航海		N
reise	旅行	reise	旅行		V
reise	旅行	reise	旅行		V
reise	journey	reise	journey		PROPN
reise	旅行	reise	旅行		V
reise	トリップ	reise	トリップ		PROPN
laufbahn	経歴	laufbahnen	経歴	V;IND;SG;3;PST;FIN	N
laufbahn	キャリア	laufbahnen	キャリア	V;IND;SG;3;PST;FIN	N
laufbahn	キャリア	laufbahnen	キャリア	V;IND;SG;3;PST;FIN	N
laufbahn	求人	laufbahnen	求人	V;IND;SG;3;PST;FIN	N
aktuellen	現在	aktuell	現在	ADJ	N
gebiete	ゾーン	gebieten	ゾーン		N
älteren	長老	alt	長老	ADJ	N
älteren	長老	alt	長老	ADJ	N
vereine	組合	verein	組合		N
vereine	クラブ	verein	クラブ		N
monaten	months	Monat	months	N;DAT;MASC;PL	PROPN
nordwesten	北西部	nordwesten	北西部	V;NFIN	N
nordwesten	北西	nordwesten	北西	V;NFIN	N
datum	日付	datum	日付		V
datum	日付	datum	日付		V
eigenes	own	eigen	own	ADJ;NOM;NEUT;SG	PROPN
variante	variant	variant	variant	ADJ;NOM;FEM;SG	PROPN
gelegentlich	時折	gelegentlich	時折	ADJ	N
gelegentlich	たま	gelegentlich	たま	ADJ	ADV
tat	did	tun	did	V;IND;SG;3;PST;FIN	PROPN
tat	証書	tun	証書	V;IND;SG;3;PST;FIN	N
kalifornien	カリフォルニア	kalifornien	カリフォルニア	PROPN;NOM;NEUT;SG	PROPN
sicherheit	担保	sicherheit	担保	N;NOM;SG	V
sicherheit	安全	sicherheit	安全	N;NOM;SG	ADJ
meer	海辺	meer	海辺	ADJ	N
meer	シーサイド	meer	シーサイド	ADJ	PROPN
meer	sea	meer	sea	ADJ	PROPN
meer	大洋	meer	大洋	ADJ	PROPN
theologie	神学	theologie	神学	PROPN	N
heft	冊子	hefen	冊子		N
heft	マガジン	hefen	マガジン		N
heft	雑誌	hefen	雑誌		N
heft	ノート	hefen	ノート		N
heft	ノート	hefen	ノート		N
heft	フォルダ	hefen	フォルダ		N
heft	発行	hefen	発行		N
heft	争点	hefen	争点		N
heft	問題	hefen	問題		N
gast	ゲスト	gast	ゲスト		PROPN
nächste	next	nah	next	ADJ;NOM;FEM;PL	PROPN
konzept	進入	konzept	進入	N;NOM;NEUT;SG	V
konzept	アプローチ	konzept	アプローチ	N;NOM;NEUT;SG	V
türkei	トルコ	türkei	トルコ	PROPN	PROPN
türkei	七面	türkei	七面	PROPN	N
türkei	イスタンブール	türkei	イスタンブール	PROPN	PROPN
bronze	青	bronz	青		N
bronze	ブロンズ	bronz	ブロンズ		N
setzen	put	setzen	put	V;NFIN	PROPN
setzen	集合	setzen	集合	V;NFIN	N
setzen	セット	setzen	セット	V;NFIN	N
japanischen	日本人	japanisch	日本人	ADJ;NOM;MASC;PL	N
japanischen	ジャパニーズ	japanisch	ジャパニーズ	ADJ;NOM;MASC;PL	N
japanischen	日本語	japanisch	日本語	ADJ;NOM;MASC;PL	N
persönlich	パーソナル	persönlich	パーソナル	ADJ	N
persönlich	個人	persönlich	個人	ADJ	N
herausgegeben	発行	herausgeben	発行	V;V.PTCP	N
östlichen	東部	östlich	東部	ADJ;ACC;MASC;SG	PROPN
grenzen	境界	grenzen	境界	V;NFIN	N
grenzen	リミット	grenzen	リミット	V;NFIN	N
grenzen	限界	grenzen	限界	V;NFIN	N
oper	opera	oper	opera	N;NOM;FEM;SG	PROPN
oper	オペラ	oper	オペラ	N;NOM;FEM;SG	PROPN
smith	スミス	smith	スミス	PROPN;NOM;SG	PROPN
fenster	windows	fenster	windows	ADJ	N
fenster	ウィンドウ	fenster	ウィンドウ	ADJ	N
königs	king	königs	king		PROPN
königs	国王	königs	国王		N
königs	キング	königs	キング		N
farbe	カラー	farben	カラー		N
farbe	ペンキ	farben	ペンキ		N
farbe	ペイント	farben	ペイント		N
farbe	塗料	farben	塗料		N
farbe	カラー	farben	カラー		N
farbe	カラー	farben	カラー		N
farbe	カラー	farben	カラー		N
poly	ポリ	poly	ポリ		PROPN
matthias	matthias	matthias	matthias	PROPN;NOM;MASC;SG	PROPN
bände	ボリューム	bänden	ボリューム		N
