את	te	את	te	PART;ACC	V;DEF;IND;SG;1;PRS;FIN;ACT
ברלין	berlin	ברלין	berlin	PROPN	PROPN;NOM;SG
ברלין	berlinben	ברלין	berlin	PROPN	
ברלין	berlini	ברלין	berlini	PROPN	
גדל	növekszik	גדל	növekszik		V;INDF;IND;SG;3;PRS;FIN;ACT
גדל	növekvő	גדל	növekvő		ADJ;NOM;SG
גדל	megnőtt	גדל	megnőtt		V;INDF;IND;SG;3;PST;FIN;ACT
גדל	nőtt	גדל	nő		V;INDF;IND;SG;3;PST;FIN;ACT
גדל	emelkedett	גדל	emelkedik		V;INDF;IND;SG;3;PST;FIN;ACT
גדל	megnövelt	גדל	megnövel		V;INDF;IND;SG;3;PST;FIN;ACT
גדל	megnőtt	גדל	megnőtt		V;INDF;IND;SG;3;PST;FIN;ACT
גדל	megnövekedett	גדל	megnövekedik		V;INDF;IND;SG;3;PST;FIN;ACT
גדל	nőtt	גדל	nő		V;INDF;IND;SG;3;PST;FIN;ACT
מראש	előleg	מראש	előleg	ADV	N;NOM;SG
מראש	előre	מראש	előre	ADV	
הצפון	észak	הצפון	észak	PROPN	
הצפון	északi	הצפון	északi	PROPN	
הצפון	északra	הצפון	észak	PROPN	N;ON+ALL;SG
סיטי	city	סיטי	city	N;FEM;SG	
סיטי	városi	סיטי	városi	N;FEM;SG	ADJ;NOM;SG
מוצא	talál	מוצא	talál	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
מוצא	megtalálja	מוצא	meg+talál	PROPN	V;DEF;IND;SG;3;PRS;FIN;ACT
תיאור	leírás	תיאור	leírás	N;MASC;SG	
כתבה	írt	כתבה	ír	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
כתבה	irtam	כתבה	irtam	N;FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
כתבה	írta	כתבה	ír	N;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
כתבה	írtam	כתבה	ír	N;FEM;SG	V;INDF;IND;SG;1;PST;FIN;ACT
דברי	beszélni	דבר	beszél	N;PSSD;MASC;PL	V;NFIN;ACT
דברי	beszélgetés	דבר	beszélgetés	N;PSSD;MASC;PL	N;NOM;SG
דברי	beszélj	דבר	beszél	N;PSSD;MASC;PL	V;DEF;IMP;SG;1;PRS;FIN;ACT
עובדים	foglalkoztatottak	עובד	foglalkozik	N;MASC;PL	V;INDF;IND;PL;3;PST;FIN;ACT
בצורת	aszály	בצורת	aszály		N;NOM;SG
בצורת	szárazság	בצורת	szárazság		N;NOM;SG
גמר	döntő	גמר	döntő	N;MASC;SG	ADJ;NOM;SG
גמר	végleges	גמר	végleges	N;MASC;SG	
גמר	utolsó	גמר	utolsó	N;MASC;SG	
גמר	végső	גמר	végső	N;MASC;SG	
גמר	döntő	גמר	döntő	N;MASC;SG	ADJ;NOM;SG
גמר	vizsgák	גמר	vizsga	N;MASC;SG	N;NOM;PL
מטוס	repülő	מטוס	repülő	N;MASC;SG	
מטוס	sík	מטוס	sík	N;MASC;SG	
מטוס	repülő	מטוס	repülő	N;MASC;SG	
מטוס	repülőgépek	מטוס	repülőgép	N;MASC;SG	N;NOM;PL
לחץ	kattints	לחץ	kattints	N;MASC;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
ניסה	próbáltam	ניסה	próbál	V;MASC;SG;3;PST;ACT	V;INDF;IND;SG;1;PST;FIN;ACT
גרמני	németül	גרמני	németül	N;MASC;SG	
גרמני	német	גרמני	német	N;MASC;SG	ADJ;NOM;SG
רוק	nyál	רוק	nyál	PROPN	N;NOM;SG
רוק	szikla	רוק	szikla	PROPN	N;NOM;SG
רוק	kő	רוק	kő	PROPN	N;NOM;SG
רוק	rock	רוק	rock	PROPN	
המקדש	templom	המקדש	templom	PROPN	N;NOM;SG
המקדש	szentély	המקדש	szentély	PROPN	N;NOM;SG
המקדש	temploma	המקדש	temploma	PROPN	N;NOM;SG
המקדש	temple	המקדש	temple	PROPN	
מצפון	lelkiismeret	מצפון	lelkiismer		N;NOM;SG
עזה	gázai	עזה	gáz	PROPN	N;NOM;PL
יהושע	joshua	יהושע	joshua	PROPN	
הנהר	folyami	הנהר	folyami		N;NOM;SG
המונח	távú	המונח	távú	N;MASC;SG	
אמיר	emir	אמיר	emir	PROPN	
אמיר	amir	אמיר	amir	PROPN	
צד	side	צד	side	N;MASC;SG	
הועבר	elköltözött	הועבר	elköltözött	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הועבר	költözött	הועבר	költözött	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הועבר	átadott	הועבר	átadott	V;MASC;SG;3;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
הוביל	led	הוביל	led	V;MASC;SG;3;PST;ACT	N;NOM;SG
עושה	csinál	עשה	csinál	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
מעלה	feltöltés	מעלה	feltöltés	ADV	N;NOM;SG
אוגוסט	augusztusban	אוגוסט	augusztus	PROPN	N;IN+ESS;SG
אוגוסט	august	אוגוסט	augus	PROPN	
אוגוסט	augusztus	אוגוסט	augusztus	PROPN	N;NOM;SG
רשות	engedély	רשות	engedély	N;FEM;SG	
ישנה	idős	ישן	idős	ADJ;FEM;SG	
ישנה	régit	ישן	régit	ADJ;FEM;SG	N;ACC;SG
ישנה	régi	ישן	régi	ADJ;FEM;SG	
ישנה	öreg	ישן	öreg	ADJ;FEM;SG	
ישנה	régiek	ישן	régiek	ADJ;FEM;SG	N;NOM;PL
ישנה	alvó	ישן	alvó	ADJ;FEM;SG	
ישנה	alszom	ישן	alszik	ADJ;FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
ישנה	alvás	ישן	alvás	ADJ;FEM;SG	N;NOM;SG
ישנה	alszik	ישן	alszik	ADJ;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
פרסי	percy	פרס	percy	N;MASC;PL	
פרסי	perzsa	פרס	perzsa	N;MASC;PL	N;NOM;SG
רחב	széles	רחב	széles		N;NOM;SG
רחב	széles	רחב	széles		N;NOM;SG
נהרגו	megölt	נהרג	megölt	V;PL;3;PST;MID	
נהרגו	megölte	נהרג	megöl	V;PL;3;PST;MID	V;DEF;IND;SG;3;PST;FIN;ACT
קנדה	kanada	קנדה	kanada	PROPN	PROPN;NOM;SG
קנדה	kanadai	קנדה	kanadai	PROPN	ADJ;NOM;SG
אות	jelet	אות	jelet		N;ACC;SG
אות	jel	אות	jel		N;NOM;SG
אות	jelzés	אות	jelzés		N;NOM;SG
אות	levélben	אות	levél		N;IN+ESS;SG
אות	betű	אות	betű		N;NOM;SG
אות	levél	אות	levél		N;NOM;SG
אות	levelet	אות	levél		N;ACC;SG
אות	levele	אות	levél		N;NOM;SG
מפעל	gyári	מפעל	gyári	N;MASC;SG	
הרכב	kocsival	הרכב	kocsi	N;MASC;SG	
הרכב	járművek	הרכב	jármű	N;MASC;SG	N;NOM;PL
האל	hal	האל	hal		N;NOM;SG
הוציא	kiadva	הוציא	kiadva	V;MASC;SG;3;PST;ACT	ADV;V.CVB
פריז	párizs	פריז	párizs	PROPN	N;NOM;SG
פריז	párizsi	פריז	párizsi	PROPN	
פריז	párizsban	פריז	párizs	PROPN	PROPN;IN+ESS;SG
הדרומי	dél	הדרום	dél	PROPN	
הדרומי	déli	הדרום	déli	PROPN	
עובר	költözés	עבר	költözés	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
עובר	mozgó	עבר	mozgó	V;MASC;SG;V.PTCP;ACT	
עובר	mozog	עבר	mozog	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
עובר	tompított	עבר	tompított	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
עובר	múló	עבר	múló	V;MASC;SG;V.PTCP;ACT	
עובר	magzat	עבר	magzat	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
עובר	magzatot	עבר	magzat	V;MASC;SG;V.PTCP;ACT	N;ACC;SG
כביש	főút	כביש	főú	PROPN	N;NOM;SG
כביש	országút	כביש	országú	PROPN	N;NOM;SG
כביש	autópálya	כביש	autópály	PROPN	N;NOM;SG
כביש	út	כביש	út	PROPN	N;NOM;SG
כביש	uton	כביש	ut	PROPN	
כביש	közúti	כביש	közúti	PROPN	N;NOM;SG
גשר	bridge	גשר	bridge	N;MASC;SG	
דני	danny	דני	danny	PROPN	
דני	dani	דני	dani	PROPN	
חלקי	részleges	חלק	részleges	N;MASC;PL	
חלקי	részlegesen	חלק	részleges	N;MASC;PL	ADJ;FRML;SG
חלקי	részben	חלק	részben	N;MASC;PL	ADV
חלקי	részlegesen	חלק	részleges	N;MASC;PL	ADJ;FRML;SG
מייקל	michael	מייקל	michael	PROPN	
מייקל	mihály	מייקל	mihály	PROPN	
עמוד	oldalt	עמוד	oldal		N;ACC;SG
עמוד	oldal	עמוד	oldal		N;NOM;SG
עמוד	állj	עמוד	állj		V;INDF;IMP;SG;1;PRS;FIN;ACT
הדף	oldalt	הדף	oldal		N;ACC;SG
הדף	oldal	הדף	oldal		N;NOM;SG
גרמנים	németül	גרמני	németül	N;MASC;PL	
גרמנים	német	גרמני	német	N;MASC;PL	ADJ;NOM;SG
מתאר	leírja	תיאר	leír	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
מתאר	vázlat	תיאר	vázlat	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
האיחוד	union	האיחוד	union	PROPN	
האיחוד	unió	האיחוד	unió	PROPN	PROPN;NOM;SG
האיחוד	szakszervezet	האיחוד	szakszervezet	PROPN	N;NOM;SG
האיחוד	unión	האיחוד	unió	PROPN	
האיחוד	uniós	האיחוד	uniós	PROPN	ADJ;NOM;SG
האיחוד	találkozó	האיחוד	találkozó	PROPN	N;NOM;SG
רומא	róma	רומא	róma	PROPN	
רומא	romák	רומא	roma	PROPN	N;NOM;PL
רומא	roma	רומא	roma	PROPN	
לחלק	elosztására	חילק	elosztás	V;NFIN;ACT	N;ON+ALL;SG
לחלק	terjesztés	חילק	terjesztés	V;NFIN;ACT	N;NOM;SG
לחלק	elosztás	חילק	elosztás	V;NFIN;ACT	N;NOM;SG
לחלק	elosztása	חילק	elosztás	V;NFIN;ACT	N;NOM;SG
זיכרון	emlékek	זיכרון	emlék	N;MASC;SG	N;NOM;PL
מבלי	anélkül	מבלי	anélkül	ADP	
סופרים	szerzői	סופר	szerzői	N;MASC;PL	ADJ;NOM;SG
עוסק	jegyesek	עסק	jegyes	V;MASC;SG;V.PTCP;ACT	N;NOM;PL
עוסק	eljegyzés	עסק	eljegyzés	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
גרם	gramm	גרם	gramm	PROPN	N;NOM;SG
גרם	gram	גרם	gram	PROPN	
גרם	gramm	גרם	gramm	PROPN	N;NOM;SG
גרם	nagyi	גרם	nagyi	PROPN	N;NOM;SG
הקודם	előző	הקודם	előző	PROPN	
הקודם	korábbi	הקודם	korábbi	PROPN	ADJ;NOM;CMPR;SG
אישה	nö	איש	nö	N;FEM;SG	
דב	deb	דב	deb	PROPN	
דב	dev	דב	dev	PROPN	
מחשב	komputer	מחשב	komputer	N;MASC;SG	
מחשב	computer	מחשב	computer	N;MASC;SG	
נקבע	eltökélt	נקבע	eltökélt	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נקבע	határozott	נקבע	határoz	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נקבע	meghatározott	נקבע	meghatározott	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נקבע	meghatározva	נקבע	meghatározva	V;MASC;SG;3;PST;MID	ADV;V.CVB
לימודי	vizsgálatok	לימודים	vizsgálat	PROPN	N;NOM;PL
לימודי	tanulmányok	לימודים	tanulmány	PROPN	N;NOM;PL
האינטרנט	interneten	האינטרנט	internet	PROPN	N;ON+ESS;SG
האינטרנט	internet	האינטרנט	inter	PROPN	N;NOM;SG
רדיו	rádió	רדיו	rádió		N;NOM;SG
הדרום	délre	הדרום	délre		ADV
תנאי	fogalmak	תנאי	fogalom		N;NOM;PL
תנאי	feltételek	תנאי	fel+tétel		N;NOM;PL
תנאי	kifejezések	תנאי	kifejezés		N;NOM;PL
תנאי	állapotok	תנאי	állapot		N;NOM;PL
תנאי	feltételek	תנאי	fel+tétel		N;NOM;PL
תנאי	állapota	תנאי	állapot		N;NOM;SG
תנאי	feltétel	תנאי	feltétel		N;NOM;SG
תנאי	állapot	תנאי	állap		N;NOM;SG
תומאס	thomas	תומאס	thomas	PROPN	
תומאס	tamás	תומאס	tamás	PROPN	N;NOM;SG
שרה	sara	שרה	sara		V;DEF;IND;SG;3;PRS;FIN;ACT
מציע	kínál	הציע	kínál	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
מציע	javaslom	הציע	javaslom	V;MASC;SG;V.PTCP;ACT	V;DEF;IMP;SG;1;PRS;FIN;ACT
מסלול	nyomon	מסלול	nyomon	N;MASC;SG	
מסלול	persze	מסלול	persze	N;MASC;SG	
יוון	görögország	יוון	görögország	PROPN	N;NOM;SG
שידור	átviteli	שידור	átviteli	N;MASC;SG	ADJ;NOM;SG
תקווה	bizakodó	תקווה	bizakodó	N;FEM;SG	
תקווה	remélem	תקווה	remél	N;FEM;SG	
צילום	fotózás	צילום	fotózás	PROPN	N;NOM;SG
סדרות	díszlet	סדרה	díszlet	N;FEM;PL	N;NOM;SG
סדרות	készlet	סדרה	készlet	N;FEM;PL	N;NOM;SG
יוצר	generáló	יצר	generáló	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
יוצר	létrehozása	יצר	létrehozás	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
יוצר	létrehozva	יצר	létrehozva	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
יוצר	alkotó	יצר	alkotó	V;MASC;SG;V.PTCP;ACT	
יוצר	teremtő	יצר	teremtő	V;MASC;SG;V.PTCP;ACT	
יוצר	gyártottak	יצר	gyárt	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
יוצר	előállított	יצר	előállított	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
יוצר	gyártott	יצר	gyárt	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
יוצר	létrehoz	יצר	létre+hoz	V;MASC;SG;V.PTCP;ACT	V;INDF;POT;SG;3;PRS;FIN;ACT
יוצר	teremt	יצר	teremt	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
נמצאו	megtalált	נמצא	meg+talál	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נמצאו	megtaláltam	נמצא	meg+talál	V;PL;3;PST;MID	V;DEF;IND;SG;1;PST;FIN;ACT
נמצאו	talált	נמצא	talál	V;PL;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
כתוב	írni	כתב	ír		V;NFIN;ACT
כתוב	írjon	כתב	ír		V;INDF;IMP;SG;3;PRS;FIN;ACT
כתוב	megírva	כתב	megírva		ADV;V.CVB
כתוב	írásbeli	כתב	írásbeli		ADJ;NOM;SG
כתוב	írta	כתב	ír		V;DEF;IND;SG;3;PST;FIN;ACT
כתוב	írott	כתב	írott		V;INDF;IND;SG;3;PST;FIN;ACT
פרטי	magán	פרט	maga	N;MASC;PL	
פרטי	privát	פרט	priva	N;MASC;PL	
המוזיאון	múzeumi	המוזיאון	múzeumi	PROPN	N;NOM;SG
המוזיאון	múzeum	המוזיאון	múzeum	PROPN	N;NOM;SG
המוזיאון	museum	המוזיאון	museum	PROPN	
לאפשר	lehetővé	אפשר	lehető	V;NFIN;ACT	ADJ;TRANS;SG
לימוד	tanít	לימוד	tanít	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
לימוד	tanítani	לימוד	tanít	N;MASC;SG	V;NFIN;ACT
לימוד	tanítás	לימוד	tanítás	N;MASC;SG	
לימוד	tanulmányok	לימוד	tanulmány	N;MASC;SG	N;NOM;PL
לימוד	tanulok	לימוד	tanul	N;MASC;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
לימוד	tanul	לימוד	tanul	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
פוליטית	politikailag	פוליטי	politikai	ADV	
פוליטית	politikai	פוליטי	politikai	ADV	ADJ;NOM;SG
פוליטית	politika	פוליטי	politika	ADV	N;NOM;SG
מורכב	összetett	מורכב	összetett	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מורכב	komplex	מורכב	komplex	V;MASC;SG;V.PTCP;PASS	
מורכב	komplikált	מורכב	komplikált	V;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
מורכב	bonyolult	מורכב	bonyolult	V;MASC;SG;V.PTCP;PASS	
קיסר	uralkodó	קיסר	uralkodó	PROPN	N;NOM;SG
קיסר	császár	קיסר	császár	PROPN	
קיסר	cézár	קיסר	cézár	PROPN	
קיסר	caesar	קיסר	caesar	PROPN	
מרץ	március	מרץ	március	PROPN	N;NOM;SG
מרץ	márciusi	מרץ	márciusi	PROPN	ADJ;NOM;SG
רכב	kocsival	רכב	kocsi	N;MASC;SG	
רכב	járművek	רכב	jármű	N;MASC;SG	N;NOM;PL
פרש	visszavonult	פרש	visszavonult	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
פרש	nyugdíjas	פרש	nyugdíjas	PROPN	ADJ;NOM;SG
פרש	lovas	פרש	lovas	PROPN	
משמעותית	érdemi	משמעותי	érdemi	ADV	
משמעותית	tartalmas	משמעותי	tartalmas	ADV	
משמעותית	értelmezhető	משמעותי	értelmezhető	ADV	ADJ;NOM;SG
משמעותית	jelentősen	משמעותי	jelentős	ADV	ADJ;FRML;SG
משמעותית	jelentős	משמעותי	jelentős	ADV	
משמעותית	szignifikáns	משמעותי	szignifikáns	ADV	N;ON+ESS;SG
קבלת	átvevő	קבלה	átvevő	N;FEM;SG	ADJ;NOM;SG
קבלת	elfogadni	קבלה	el+fogad	N;FEM;SG	V;NFIN;ACT
קבלת	elfogadó	קבלה	elfogadó	N;FEM;SG	
איתן	ethan	איתן	ez	PROPN	
אמצעי	intézkedések	אמצע	intézkedés	N;MASC;SG	N;NOM;PL
אמצעי	intézkedésekre	אמצע	intézkedés	N;MASC;SG	N;ON+ALL;PL
קילומטרים	miles	קילומטר	miles	N;MASC;PL	
קילומטרים	mérföld	קילומטר	mérföld	N;MASC;PL	N;NOM;SG
קילומטרים	kilométer	קילומטר	kilométer	N;MASC;PL	N;NOM;SG
ראוי	megérdemlik	ראוי	meg+érdemll	ADJ;MASC;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
ראוי	megfelelő	ראוי	megfelelő	ADJ;MASC;SG	
ראוי	méltó	ראוי	méltó	ADJ;MASC;SG	
התפתחות	fejlesztési	התפתחות	fejlesztési	N;FEM;SG	ADJ;NOM;SG
ביצוע	teljesítő	ביצוע	teljesítő	N;MASC;SG	ADJ;NOM;SG
ביצוע	végrehajtani	ביצוע	végrehajt	N;MASC;SG	V;NFIN;ACT
גנרל	általános	גנרל	általános	N;MASC;SG	
הביא	hozták	הביא	hoz	V;MASC;SG;3;PST;ACT	V;DEF;IND;PL;3;PST;FIN;ACT
הביא	hoztam	הביא	hoz	V;MASC;SG;3;PST;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
לואיס	lewis	לואיס	lewis	PROPN	
לואיס	louis	לואיס	louis	PROPN	
לואיס	lajos	לואיס	lajos	PROPN	
נחל	patak	נחל	patak		N;NOM;SG
נחל	patak	נחל	patak		N;NOM;SG
ידועה	ismeretes	ידע	ismeretes	V;FEM;SG;V.PTCP;ACT	
ידועה	ismertek	ידע	ismer	V;FEM;SG;V.PTCP;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
ידועה	ismert	ידע	ismert	V;FEM;SG;V.PTCP;ACT	
ספק	szállító	ספק	szállító	N;MASC;SG	ADJ;NOM;SG
ספק	beszállító	ספק	beszállító	N;MASC;SG	ADJ;NOM;SG
ספק	kétséges	ספק	kétséges	N;MASC;SG	ADJ;NOM;SG
ספק	kétség	ספק	kétség	N;MASC;SG	
ספק	kétségek	ספק	kétség	N;MASC;SG	N;NOM;PL
ספק	szolgáltató	ספק	szolgáltató	N;MASC;SG	
פרט	részlet	פרט	részlet		N;NOM;SG
פרט	részletes	פרט	részletes		ADJ;NOM;SG
המספר	szám	המספר	szám	PROPN	N;NOM;SG
המספר	száma	המספר	szám	PROPN	N;NOM;SG
הרביעית	negyedszer	הרביעית	negyedszer	ADV	
הרביעית	negyedik	הרביעית	negyed	ADV	
סנט	centes	סנאט	centes	PROPN	
סנט	cent	סנאט	cesz	PROPN	
תמיכה	támogatott	תמיכה	támogat	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
רומניה	román	רומניה	roma	PROPN	
רומניה	románia	רומניה	románia	PROPN	N;NOM;SG
רומניה	romániai	רומניה	romániai	PROPN	ADJ;NOM;SG
רומניה	románia	רומניה	románia	PROPN	N;NOM;SG
זהה	azonosítani	זהה	azonosít		V;NFIN;ACT
זהה	azonosítható	זהה	azonosítható		ADJ;NOM;SG
כתבי	írj	כתב	írj	N;PSSD;MASC;PL	
כתבי	írni	כתב	ír	N;PSSD;MASC;PL	V;NFIN;ACT
כתבי	írjon	כתב	ír	N;PSSD;MASC;PL	V;INDF;IMP;SG;3;PRS;FIN;ACT
גדוד	ezred	גדוד	ezred	PROPN	N;NOM;SG
גדוד	zászlóalj	גדוד	zászlóalj	PROPN	N;NOM;SG
אמור	mondd	אמור	mondd	ADJ;MASC;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
אמור	kéne	אמור	kéne	ADJ;MASC;SG	V;INDF;COND;SG;3;PRS;FIN;ACT
אמור	kellene	אמור	kell	ADJ;MASC;SG	V;INDF;COND;SG;3;PRS;FIN;ACT
אלון	oak	אלון	oa	PROPN	
אלון	tölgyfa	אלון	tölgyfa	PROPN	N;NOM;SG
אלון	tölgy	אלון	tölgy	PROPN	N;NOM;SG
מדע	tudomány	מדע	tudomány		N;NOM;SG
הסביבה	környezet	הסביב	környezet	V;FEM;SG;3;PST;ACT	N;NOM;SG
הסביבה	környezetvédelem	הסביב	környezetvédelem	V;FEM;SG;3;PST;ACT	N;NOM;SG
אפריל	april	אפריל	ap	PROPN	
אפריל	április	אפריל	április	PROPN	N;NOM;SG
אפריל	áprilisi	אפריל	áprilisi	PROPN	ADJ;NOM;SG
אפריל	áprilisban	אפריל	április	PROPN	N;IN+ESS;SG
חום	hőség	חום	hőség		N;NOM;SG
חום	hő	חום	hő		N;NOM;SG
חום	fűtés	חום	fűtés		N;NOM;SG
חום	láz	חום	láz		N;NOM;SG
בטוח	biztonságos	None	biztonságos		ADJ;NOM;SG
בטוח	biztonságban	None	biztonság		N;IN+ESS;SG
בטוח	széf	None	széf		N;NOM;SG
בטוח	biztonság	None	biztonság		N;NOM;SG
מעורב	kevert	מעורב	kevert	ADJ;MASC;SG	
מעורב	vegyes	מעורב	vegyes	ADJ;MASC;SG	
מעורב	keverve	מעורב	keverve	ADJ;MASC;SG	
מעורב	érintett	מעורב	érintett	ADJ;MASC;SG	
וידאו	videó	וידאו	videó	PROPN	N;NOM;SG
וידאו	video	וידאו	video	PROPN	N;NOM;SG
וידאו	videót	וידאו	videó	PROPN	N;ACC;SG
חוזר	ismétli	חזר	ismétli	PROPN	V;DEF;IND;SG;3;PRS;FIN;ACT
חוזר	ismétlés	חזר	ismétlés	PROPN	N;NOM;SG
נפוץ	közös	נפוץ	közös	V;MASC;SG;V.PTCP;MID	
נפוץ	gyakori	נפוץ	gyakori	V;MASC;SG;V.PTCP;MID	
הפכו	lettem	הפך	lesz	V;PL;3;PST	V;INDF;IND;SG;1;PST;FIN;ACT
הפכו	lett	הפך	lesz	V;PL;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
הפכו	vált	הפך	válik	V;PL;3;PST	V;INDF;IND;SG;3;PST;FIN;ACT
מתחיל	kezdődik	התחיל	kezdődik	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
מתחיל	kezdem	התחיל	kezdem	V;MASC;SG;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
מתחיל	kezdő	התחיל	kezdő	V;MASC;SG;V.PTCP	
מתחיל	kezdve	התחיל	kezdv	V;MASC;SG;V.PTCP	N;ON+ESS;SG
מתחיל	kezdődik	התחיל	kezdődik	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
היצירה	létrehozása	היצירה	létrehozás	ADV	N;NOM;SG
היצירה	alkotás	היצירה	alkotás	ADV	N;NOM;SG
היצירה	teremtés	היצירה	teremtés	ADV	N;NOM;SG
ואחרים	másoknak	ואחר	más	PROPN	PRO;DAT;PL;3
ואחרים	egyéb	ואחר	egyéb	PROPN	
ואחרים	mások	ואחר	más	PROPN	
ואחרים	egyebek	ואחר	egyéb	PROPN	
צעירים	fiatal	צעיר	fiatal	N;MASC;PL	
צעירים	fiatalos	צעיר	fiatalos	N;MASC;PL	ADJ;NOM;SG
שיתוף	megosztás	שיתוף	megosztás	N;MASC;SG	
שיתוף	megosztás	שיתוף	megosztás	N;MASC;SG	
מגדל	tower	מגדל	tower	PROPN	
מגדל	torony	מגדל	torony	PROPN	N;NOM;SG
הונגריה	hungary	הונגריה	hungary	PROPN	
הונגריה	magyarország	הונגריה	magyarország	PROPN	N;NOM;SG
מסכים	egyetértek	הסכים	egyetért	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
הסיבה	oka	הסיב	ok	V;FEM;SG;3;PST;ACT	N;NOM;SG
שש	hat	שש	hat	NUM;FEM;SG	
אריאל	ariel	אריאל	ariel	PROPN	
פרשת	visszavonult	פרשה	visszavonult	N;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
פרשת	nyugdíjas	פרשה	nyugdíjas	N;FEM;SG	ADJ;NOM;SG
מכיל	tartalmazza	הכיל	tartalmaz	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
מכיל	tartalmaz	הכיל	tartalmaz	V;MASC;SG;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
אורח	látogatói	אורח	látogató	N;MASC;SG	N;NOM;PL
אורח	látogató	אורח	látogató	N;MASC;SG	ADJ;NOM;SG
שבועות	hetek	שבוע	het	N;MASC;PL	N;NOM;SG
קטנות	kis	קטן	kis	ADJ;FEM;PL	ADJ;NOM;SG
קטנות	kicsik	קטן	kicsik	ADJ;FEM;PL	
קטנות	kicsi	קטן	kicsi	ADJ;FEM;PL	
בריטים	angol	בריטי	angol	N;MASC;PL	
בריטים	brit	בריטי	brit	N;MASC;PL	
פרנק	feri	פרנק	feri	PROPN	
פרנק	frank	פרנק	frank	PROPN	
מקבל	elfogadja	קיבל	el+fogad	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
מקבל	elfogad	קיבל	el+fogad	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
מקבל	elfogadó	קיבל	elfogadó	V;MASC;SG;V.PTCP;ACT	
מקבל	elfogadó	קיבל	elfogadó	V;MASC;SG;V.PTCP;ACT	
מקבל	elfogadás	קיבל	elfogadás	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
