експлуатація	utnyttjande	експлуатація	utnyttja	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
чоловічого	maskulina	чоловічий	maskulin	ADJ;GEN;MASC;SG	ADJ;NOM;PL
перевірка	kontrollerar	перевірка	kontrollera	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
перевірка	kollar	перевірка	kolla	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
перевірка	verifiera	перевірка	verifiera	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
перевірка	verifierar	перевірка	verifiera	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
перевірка	testa	перевірка	testa	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
схем	ordningar	схем	ordning	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
приватної	egensinnig	приватний	egensinnig	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
сидіння	sittplatser	сидіння	sittplats	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
сидіння	platser	сидіння	plats	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
сидіння	säten	сидіння	sät	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;PL
представив	presenterade	представити	presentera	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
представив	infört	представити	införa	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
розбіжності	jämförelse	розбіжність	jämförelse	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
розбіжності	diff	розбіжність	diff	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
розбіжності	oenighet	розбіжність	oenighet	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
турецька	turkiska	турецький	turkisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
міфів	myter	міфіти	myter	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
операціях	manöver	операція	manöver	N;INAN;ESS;FEM;PL	N;NOM;INDF;MASC+FEM;SG
бруно	bruno	бруно	bruno	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
визнає	erkänna	визнавати	erkänna	V;IPFV;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
північне	nordliga	північний	nordlig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
напруга	spända	напруга	spända	N;INAN;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
напруга	spänningar	напруга	spänning	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
залишитися	vistelse	залишитися	vistelse	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
залишитися	stay	залишитися	stay	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
міссурі	missouri	міссур	missouri	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
додавати	add	додавати	add	V;IPFV;NFIN	N;NOM;INDF;MASC+FEM;SG
довів	bevisade	довести	bevisa	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
довів	bevisat	довести	bevisa	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
позитивно	positivt	позитивно	positiv	ADV	ADJ;NOM;INDF;NEUT;SG
позитивно	positiv	позитивно	positiv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
позитивно	positiva	позитивно	positiv	ADV	ADJ;NOM;PL
позитивно	positivt	позитивно	positiv	ADV	ADJ;NOM;INDF;NEUT;SG
внутрішнє	invärtes	внутрішній	invärte	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
внутрішнє	interna	внутрішній	intern	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
внутрішнє	internt	внутрішній	intern	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
кафедральний	skara	кафедральний	skara	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
практична	praktiska	практичний	praktisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
кетрін	kathryn	кетрін	kathryn	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
кетрін	katharine	кетрін	katharine	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
кетрін	katherine	кетрін	katherine	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
сау	sau	сау	sau	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
вихідні	helgerna	вихідний	helg	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;PL
вихідні	helger	вихідний	helg	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;PL
вихідні	veckoslut	вихідний	veckoslut	ADJ;NOM;PL	N;NOM;INDF;NEUT;SG
вихідні	helg	вихідний	helg	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
вихідні	weekend	вихідний	weekend	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
вихідні	helgen	вихідний	helg	ADJ;NOM;PL	N;NOM;DEF;MASC+FEM;SG
вихідні	veckoslut	вихідний	veckoslut	ADJ;NOM;PL	N;NOM;INDF;NEUT;SG
вихідні	utåtriktad	вихідний	utåtriktad	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
вихідні	utgående	вихідний	utgående	ADJ;NOM;PL	N;NOM;INDF;NEUT;SG
массачусетс	massachusetts	массачусетс	massachusett	PROPN;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
стрічці	flöde	стрічка	flö	N;INAN;DAT;FEM;SG	N;NOM;INDF;NEUT;SG
стрічці	feed	стрічка	feed	N;INAN;DAT;FEM;SG	V;IMP;FIN;ACT
стрічці	foder	стрічка	for	N;INAN;DAT;FEM;SG	N;NOM;INDF;NEUT;SG
настає	raster	наставати	rast	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
оцінкою	betyg	оцінка	betyg	N;INAN;INS;FEM;SG	N;NOM;INDF;NEUT;SG
зазначає	listade	зазначати	lisa	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;PL;PST;V.PTCP
зазначає	börsnoterade	зазначати	börsnotera	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;PL;PST;V.PTCP
венесуели	venezuela	венесует	venezuel	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
арнольд	arnold	арнольд	arnold	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
підпілля	underjordisk	підпілля	underjordisk	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
підпілля	underjordiska	підпілля	underjordisk	N;INAN;NOM;NEUT;SG	ADJ;NOM;PL
підпілля	underjordiskt	підпілля	underjordisk	N;INAN;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
навчальному	lättaste	навчальний	lätt	ADJ;DAT;MASC;SG	ADJ;NOM;DEF;RL
навчальному	lättast	навчальний	lätt	ADJ;DAT;MASC;SG	ADJ;NOM;INDF;RL
навчальному	enklaste	навчальний	enkel	ADJ;DAT;MASC;SG	ADJ;NOM;DEF;RL
навчальному	enklast	навчальний	enkel	ADJ;DAT;MASC;SG	ADJ;NOM;INDF;RL
евакуації	evakuera	евакуація	evakuera	N;INAN;ACC;FEM;PL	V;NFIN;ACT
виправлення	rättelser	виправлення	rättelse	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
виправлення	korrigeringar	виправлення	korrigering	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
виправлення	korrigera	виправлення	korrigera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
виправлення	korrigerar	виправлення	korrigera	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
виправлення	fastställs	виправлення	fastställa	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
виправлення	rättar	виправлення	rätta	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
виправлення	rättelser	виправлення	rättelse	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
виправлення	fixar	виправлення	fixa	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
виправлення	korrigerar	виправлення	korrigera	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
гар	gard	гар	gard		N;NOM;INDF;MASC+FEM;SG
збільшує	ökningar	збільшувати	ökning	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
збільшує	höjningar	збільшувати	höjning	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;PL
збільшує	förstora	збільшувати	förstora	V;IPFV;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
гаїті	haiti	гаїт	haiti	PROPN;INAN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
заборона	förbjudna	заборона	förbjuden	N;INAN;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
заборона	förbjuden	заборона	förbjuden	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
заборона	förbjudet	заборона	förbjuden	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
пакистан	pakistan	пакистан	pakistan	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
пакистан	pakistanska	пакистан	pakistansk	PROPN;INAN;NOM;MASC;SG	ADJ;NOM;PL
полотна	canvas	полотний	canva	N;INAN;NOM;NEUT;SG	V;NFIN;PASS
позначають	indikera	позначати	indikera	V;IPFV;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
механік	mekaniker	механік	mekanik	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
вступили	skumt	вступити	skumt	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG
галицька	galiciska	галицький	galicisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
вебер	weber	вебер	weber	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
ніде	ingenstans	ніде	ingenstans	PART;NEG	N;NOM;INDF;MASC+FEM;SG
стилів	styles	стиль	styla	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
стилів	stilar	стиль	stil	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
жер	gers	жер	ge		N;NOM;INDF;MASC+FEM;SG
багатих	förmögen	багатий	förmög	ADJ;ANIM;ACC;PL	ADJ;NOM;INDF;MASC+FEM;SG
багатих	förmögna	багатий	förmögen	ADJ;ANIM;ACC;PL	ADJ;NOM;PL
багатих	rika	багатий	rik	ADJ;ANIM;ACC;PL	ADJ;NOM;PL
фінанси	ekonomiskt	фінанса	ekonomisk	N;INAN;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
фінанси	finansiellt	фінанса	finansiell	N;INAN;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
фінанси	finansiell	фінанса	finansiell	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
фінанси	finansiella	фінанса	finansiell	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
фінанси	finans	фінанса	finaas	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
фінанси	finansiering	фінанса	finansiering	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
фінанси	finansiera	фінанса	finansiera	N;INAN;NOM;MASC;PL	V;IMP;FIN;ACT
фінанси	finansierar	фінанса	finansiera	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
сталь	steel	сталь	steel	N;INAN;NOM;FEM;SG	PROPN;NOM
шахи	schack	шахи	schack	N;INAN;NOM	N;NOM;INDF;MASC+FEM;SG
темні	mörkt	темний	mörk	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
темні	mörk	темний	mörk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
темні	mörkare	темний	mörk	ADJ;NOM;PL	ADJ;NOM;CMPR
вюртемберг	württemberg	вюртемберг	württemberg	N;INAN;NOM;MASC;SG	PROPN;NOM
вивести	output	вивести	output	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
вивести	produktion	вивести	produktion	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
вивести	utdata	вивести	utdata	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
стандартна	standarden	стандартний	standard	ADJ;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
стандартна	standard	стандартний	standard	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ізраїлі	israel	ізраїль	israel	PROPN;INAN;DAT;MASC;SG	PROPN;NOM
куба	cuba	кубий	cuba		N;NOM;INDF;MASC+FEM;SG
куба	kuba	кубий	kuba		PROPN;NOM
ясси	iași	ясс	iași	PROPN;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
флоренція	florens	флоренція	flor	N;INAN;NOM;FEM;SG	N;GEN;DEF;MASC+FEM;SG
записано	skriftliga	записати	skriftlig	V;PFV;IND;0;FIN	ADJ;NOM;PL
записано	skrivet	записати	skriva	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
записано	skrivit	записати	skriva	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
записано	skriftligt	записати	skriftlig	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG
записано	skrivna	записати	skrivna	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
записано	inspelat	записати	inspela	V;PFV;IND;0;FIN	N;NOM;INDF;NEUT;SG
записано	inspelade	записати	inspela	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
записано	inspelad	записати	inspela	V;PFV;IND;0;FIN	N;NOM;INDF;MASC+FEM;SG
визначений	definieras	визначений	definiera	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
визначений	definierade	визначений	definiera	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
поклоніння	dyrka	поклоніння	dyrka	N;INAN;NOM;NEUT;SG	V;IMP;NFIN;ACT
поклоніння	tillbe	поклоніння	tillbe	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
документальні	dokumentärer	документальний	dokumentär	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;PL
делі	delhi	делі	delhi	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
договорів	erbjudanden	договір	erbjudande	N;INAN;GEN;MASC;PL	N;NOM;INDF;NEUT;PL
сочі	sotji	сочі	sotji	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
римляни	romans	римлянин	romans	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
промислова	industriell	промисловий	industriell	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
промислова	industriella	промисловий	industriell	ADJ;NOM;FEM;SG	ADJ;NOM;PL
вимогою	krav	вимога	krav	N;INAN;INS;FEM;SG	N;NOM;INDF;NEUT;PL
сейм	sejmen	сейм	sejm	N;INAN;NOM;MASC;SG	PROPN;NOM
міллер	miller	міллер	miller	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
міллер	millers	міллер	mill	PROPN;ANIM;NOM;MASC;SG	PROPN;GEN
спільна	joint	спільний	join	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
спільна	gemensamma	спільний	gemensam	ADJ;NOM;FEM;SG	ADJ;NOM;PL
бідності	fattigdom	бідність	fattigdom	N;INAN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
бідності	fattigdomen	бідність	fattigdom	N;INAN;GEN;FEM;SG	N;NOM;DEF;MASC+FEM;SG
центрами	centra	центр	centrum	N;INAN;INS;MASC;PL	N;NOM;INDF;NEUT;PL
правова	rättsligt	правовий	rättslig	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
правова	rättslig	правовий	rättslig	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
правова	lagligt	правовий	laglig	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
правова	juridiska	правовий	juridisk	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
правова	rättsliga	правовий	rättslig	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
турецький	ottomanska	турецький	ottomansk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
турецький	turkiska	турецький	turkisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
союзники	allierade	союзник	alliera	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
моріс	maurice	моріс	maurice	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
сіра	spinner	сіра	spinna	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
сіра	grått	сіра	gråda	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
сіра	gråa	сіра	gråa	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
індіанці	indier	індіанець	indi	N;ANIM;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
необхідне	krävs	необхідне	kräva	ADJ;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
галактик	galaxer	галактика	galaxer	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
власна	self	власний	self	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
любителів	uppskattning	любитель	uppskattning	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
вінніпег	winnipeg	вінніпег	winnipeg	N;INAN;NOM;MASC;SG	PROPN;NOM
попов	popov	попов	popov	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
вікон	windows	вікно	PindoOs	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
вікон	fönster	вікно	fönster	N;INAN;GEN;NEUT;PL	N;NOM;INDF;NEUT;SG
вікон	rutor	вікно	ruta	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
хребетних	zoologi	хребетний	zoologi	ADJ;ANIM;ACC;PL	N;NOM;INDF;MASC+FEM;SG
рівно	stadig	рівно	stadig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
старша	äldste	старша	gammal	ADJ;NOM;CMPR;FEM;SG	N;SG
розряд	singlar	розряд	singla	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
казав	sa	казати	säga	V;IPFV;MASC;IND;SG;PST;FIN	V;IMP;FIN;ACT
казав	said	казати	said	V;IPFV;MASC;IND;SG;PST;FIN	V;IMP;FIN;ACT
казав	sagda	казати	sagda	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
казав	berättat	казати	berätta	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
штурм	sturm	штурма	sturm	N;INAN;NOM;MASC;SG	PROPN;NOM
штурм	stormade	штурма	storma	N;INAN;NOM;MASC;SG	V;IND;PST;FIN;ACT
штурм	stormar	штурма	stor	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
штурм	storma	штурма	stor	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
фестивалів	festivaler	фестивал	festival	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
замінили	ersatta	замінити	ersätta	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
замінили	ersätts	замінити	ersätta	V;PFV;IND;PL;PST;FIN	V;IND;PRS;FIN;PASS
замінили	ersatt	замінити	ersatt	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
замінили	utbytt	замінити	utbytt	V;PFV;IND;PL;PST;FIN	N;NOM;INDF;MASC+FEM;SG
роберто	roberto	роберто	roberto	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
шари	skikt	шар	skikt	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
кадри	motiv	кадр	motiv	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
максимальний	maximalt	максимальний	maximal	ADJ;NOM;MASC;SG	ADV
максимальний	maximum	максимальний	maximum	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
нижніх	bakomliggande	нижній	bakomliggande	ADJ;GEN;PL	ADJ;NOM;PRS;V.PTCP
нижніх	underliggande	нижній	underliggande	ADJ;GEN;PL	ADJ;NOM;PRS;V.PTCP
площ	detaljhandeln	площа	detaljhandel	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;SG
площ	detaljhandel	площа	detaljhandel	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
нахил	luta	нахила	luta	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
трупи	lik	труп	lik	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
легкі	enkelt	легкий	enkel	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
легкі	lätt	легкий	lätt	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
легкі	easy	легкий	easy	ADJ;NOM;PL	N;NOM;MASC+FEM;SG
афганістан	afghanistan	афганістан	afghanistan	PROPN;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
хіп	höft	хіп	höfa		N;NOM;INDF;MASC+FEM;SG
хіп	hipp	хіп	hipp		N;NOM;INDF;MASC+FEM;SG
хіп	höften	хіп	höft		N;NOM;DEF;MASC+FEM;SG
термінології	terminologin	термінологія	terminologi	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
термінології	terminologi	термінологія	terminologi	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
роджер	uppfattat	роджер	uppfatta	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
роджер	roger	роджер	roga	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
інструкції	handledning	інструкція	handledning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
фантастика	fantastisk	фантастика	fantastisk	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
фантастика	fantastiskt	фантастика	fantastisk	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
фантастика	fantastiska	фантастика	fantastisk	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
фантастика	påhittad	фантастика	påhittad	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
фантастика	fiktiv	фантастика	fiktiv	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
фантастика	fiktiva	фантастика	fiktiv	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
сорти	sort	сорт	sort	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
сорти	variation	сорт	variation	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
зникла	borta	зникнути	borta	V;PFV;FEM;IND;SG;PST;FIN	ADV
виконавці	medel	виконавець	medel	N;ANIM;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
євангеліє	evangelium	євангеліє	evangelium	PROPN;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
самиць	kvinnor	самиця	kvinna	N;ANIM;ACC;FEM;PL	N;NOM;INDF;MASC+FEM;PL
самиць	honor	самиця	hona	N;ANIM;ACC;FEM;PL	N;NOM;INDF;MASC+FEM;PL
величин	mängder	величина	mängd	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
величин	kvantiteter	величина	kvantitet	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
профспілок	fackförbund	профспілка	fackförbund	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;PL
профспілок	fackföreningarna	профспілка	fackförening	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;PL
профспілок	fackföreningar	профспілка	fackförening	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
польську	polskt	польський	polsk	ADJ;ACC;FEM;SG	ADJ;NOM;INDF;NEUT;SG
польську	polsk	польський	polsk	ADJ;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
польську	polska	польський	polsk	ADJ;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
негативні	negativt	негативний	negativ	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
негативні	negativ	негативний	negativ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
сіро	ciro	сіро	ciro		PROPN;NOM
луцій	lucius	луцій	lucius	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
духовна	liturgiska	духовний	liturgisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
духовна	teologiska	духовний	teologisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
перегони	lopp	перегона	lopp	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
перегони	race	перегона	race	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
перегони	ras	перегона	ras	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
перегони	tävla	перегона	tävla	N;INAN;NOM;MASC;PL	V;IMP;FIN;ACT
перегони	tävling	перегона	tävling	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
перегони	racing	перегона	racing	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
перегони	kapplöpning	перегона	kapplöpning	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
глосарій	ordlistan	глосарія	ordlistan	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;SG
глосарій	ordlista	глосарія	ordlist	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
молодим	unga	молодий	ung	ADJ;INS;NEUT;SG	ADJ;NOM;PL
молодим	young	молодий	young	ADJ;INS;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
молодим	yngre	молодий	ung	ADJ;INS;NEUT;SG	ADJ;NOM;CMPR
молодим	ung	молодий	ung	ADJ;INS;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
регулярні	periodisk	регулярний	periodisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
ходи	drag	хода	drag	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
ходи	flyttar	хода	flytta	N;INAN;NOM;FEM;PL	V;IND;PRS;FIN;ACT
монету	mynt	монет	mynt	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;PL
монету	slant	монет	slan	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
штук	fastnat	штук	fastna	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
штук	fastnade	штук	fastna	N;INAN;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
