और	та	और	та		CONJ
शीर्ष	найпопулярніші	शीर्ष	найпопулярніший	N;NOM;MASC;SG;3	ADJ;NOM;RL;PL
शीर्ष	зверху	शीर्ष	зверху	N;NOM;MASC;SG;3	ADV
संस्था	установи	संस्था	установа	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
प्रधान	prime	प्रधान	prime	N;NOM;MASC;SG;3	
प्रधान	головний	प्रधान	головний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
नेता	ватажок	नेता	ватажок	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
नेता	лідер	नेता	лідер	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
नेता	лідерів	नेता	лідер	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;PL
अनुमान	оцінки	अनुमान	оцінка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
शीर्षक	заголовки	शीर्षक	заголовка	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अवसर	нагоди	अवसर	нагода	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
अवसर	можливості	अवसर	можливість	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
अंक	цифр	अंक	цифра	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
अंक	цифри	अंक	цифра	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
अंक	точки	अंक	точка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
अंक	очки	अंक	очка	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अंक	пункти	अंक	пункт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
अंक	очок	अंक	очок	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
अंक	балів	अंक	бал	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
अंक	рахунку	अंक	рахунок	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
प्रसाद	прасад	प्रसाद	прасад	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
शोध	research	शोध	research	N;NOM;MASC;SG;3	
स्पेन	іспанію	स्पेन	іспанія	PROPN;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
स्पेन	іспанія	स्पेन	іспанія	PROPN;NOM;MASC;SG;3	N;INAN;NOM;FEM;SG
स्पेन	іспанії	स्पेन	іспанія	PROPN;NOM;MASC;SG;3	PROPN;INAN;GEN;FEM;SG
गांधी	ганді	गांधी	ганді	PROPN;NOM;SG;3	
शाखा	філії	शाखा	філія	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
शाखा	гілками	शाखा	гілка	N;NOM;FEM;SG;3	N;INAN;INS;FEM;PL
शाखा	гілки	शाखा	гілка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
इत्यादि	тощо	इत्यादि	тощо		PART
इत्यादि	etc	इत्यादि	etc		
प्रतीक	символів	प्रतीक	символ	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
प्रतीक	символи	प्रतीक	символ	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
प्रतीक	емблеми	प्रतीक	ембле	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
प्रतीक	піктограми	प्रतीक	піктограма	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
प्रतीक	ікони	प्रतीक	ікона	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
प्रतीक	піктограм	प्रतीक	піктограма	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
संदर्भ	посилання	संदर्भ	посилання	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
संदर्भ	посилання	संदर्भ	посилання	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
संदर्भ	зразковий	संदर्भ	зразковий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
संदर्भ	контексту	संदर्भ	контекст	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
आयोजन	організацію	आयोजन	організація	N;NOM;MASC;SG;3	N;INAN;ACC;FEM;SG
आयोजन	організації	आयोजन	організація	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;SG
करीब	ближче	करीब	ближче	PART	ADV;CMPR
करीब	закрити	करीब	закрити	PART	V;PFV;NFIN
करीब	близький	करीब	близький	PART	ADJ;NOM;MASC;SG
करीब	близько	करीब	близько	PART	ADV
करीब	близькі	करीब	близький	PART	ADJ;NOM;PL
करीब	закриття	करीब	закриття	PART	N;INAN;NOM;NEUT;SG
चक्र	циклів	चक्र	цикл	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
प्राथमिक	основний	प्राथमिक	основний	N;NOM	ADJ;NOM;MASC;SG
प्राथमिक	основне	प्राथमिक	основний	N;NOM	ADJ;NOM;NEUT;SG
प्राथमिक	основна	प्राथमिक	основний	N;NOM	ADJ;NOM;FEM;SG
प्राथमिक	попереднє	प्राथमिक	попередній	N;NOM	ADJ;NOM;NEUT;SG
गुण	властивості	गुण	властивість	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
गुण	майна	गुण	майна	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
गुण	властивості	गुण	властивість	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
गुण	атрибути	गुण	атрибути	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
गुण	атрибутів	गुण	атрибут	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
ग्रह	planet	ग्रह	planet	N;NOM;MASC;SG;3	
ग्रह	планети	ग्रह	планета	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
महल	фортеці	महल	фортека	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सिद्ध	доведено	सिद्ध	довести		V;PFV;IND;0;FIN
बजाय	скоріше	बजाय	скоріше		ADV;CMPR
बजाय	скоріш	बजाय	скоріш		ADV
बजाय	натомість	बजाय	натомість		CONJ
बजाय	замість	बजाय	замість		ADP;GEN
निधन	death	निधन	death	N;NOM;MASC;SG;3	
निधन	смерті	निधन	смерть	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
बराबर	однаково	बराबर	однаково	CONJ	ADV
बराबर	рівний	बराबर	рівний	CONJ	ADJ;NOM;MASC;SG
बराबर	дорівнює	बराबर	дорівнювати	CONJ	V;IPFV;IND;SG;3;PRS;FIN
बराबर	дорівнює	बराबर	дорівнювати	CONJ	V;IPFV;IND;SG;3;PRS;FIN
बराबर	рівне	बराबर	рівний	CONJ	ADJ;NOM;NEUT;SG
मिनट	хв	मिनट	хв	N;NOM;MASC;SG;3	
मिनट	хвилин	मिनट	хвилина	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
मिनट	хвилини	मिनट	хвилина	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मिनट	хвилини	मिनट	хвилина	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
मिनट	мін	मिनट	мін.	N;NOM;MASC;SG;3	
मिनट	хв	मिनट	хв	N;NOM;MASC;SG;3	
फिल्मों	знімали	फिल्म	знімати	N;ACC;FEM;PL;3	V;IPFV;IND;PL;PST;FIN
फिल्मों	фільми	फिल्म	фільм	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;PL
फिल्मों	кіно	फिल्म	кіно	N;ACC;FEM;PL;3	N;INAN;NOM;NEUT;SG
व्यवसाय	підприємцям	व्यवसाय	підприємець	N;NOM;MASC;SG;3	N;ANIM;DAT;MASC;PL
व्यवसाय	бізнесу	व्यवसाय	бізнес	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
व्यवसाय	компаніями	व्यवसाय	компанія	N;NOM;MASC;SG;3	N;INAN;INS;FEM;PL
व्यवसाय	ділова	व्यवसाय	ділово	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
व्यवसाय	business	व्यवसाय	business	N;NOM;MASC;SG;3	
व्यवसाय	діловий	व्यवसाय	діловий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
संरक्षण	охорони	संरक्षण	охорона	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;SG
शो	показати	शो	показати	N;NOM;MASC;SG;3	V;PFV;NFIN
शो	показувати	शो	показувати	N;NOM;MASC;SG;3	V;IPFV;NFIN
शो	show	शो	show	N;NOM;MASC;SG;3	
प्रस्ताव	пропозиції	प्रस्ताव	пропозиція	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
प्रस्ताव	пропонуємо	प्रस्ताव	пропонувати	N;NOM;MASC;SG;3	V;IPFV;IND;PL;1;PRS;FIN
रिपोर्ट	повідомити	रिपोर्ट	повідомити	N;NOM;FEM;SG;3	V;PFV;NFIN
रिपोर्ट	звітів	रिपोर्ट	звіт	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;PL
रिपोर्ट	звіти	रिपोर्ट	звіт	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
हिस्से	дробів	हिस्सा	дріб	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
मुस्लिम	мусульмани	मुस्लिम	мусульман	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
रिकॉर्ड	записати	रिकॉर्ड	записати	N;NOM;MASC;SG;3	V;PFV;NFIN
रिकॉर्ड	записувати	रिकॉर्ड	записувати	N;NOM;MASC;SG;3	V;IPFV;NFIN
रिकॉर्ड	рекорди	रिकॉर्ड	рекорда	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
रिकॉर्ड	records	रिकॉर्ड	records	N;NOM;MASC;SG;3	
रिकॉर्ड	платівки	रिकॉर्ड	платівка	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सरल	просту	सरल	простий		ADJ;ACC;FEM;SG
सरल	простий	सरल	простий		ADJ;NOM;MASC;SG
सरल	проста	सरल	простий		ADJ;NOM;FEM;SG
सरल	прості	सरल	простий		ADJ;NOM;PL
सरल	просте	सरल	прости		ADJ;NOM;NEUT;SG
धातु	метали	धातु	метати	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
धातु	металевий	धातु	металевий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
धातु	метали	धातु	метати	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
परिषद	ради	परिषद	рада	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
शारीरिक	фізична	शारीरिक	фізичний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
शारीरिक	фізичні	शारीरिक	фізичний	N;NOM;MASC;SG;3	ADJ;NOM;PL
शारीरिक	фізичне	शारीरिक	фізичний	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
शारीरिक	соматичні	शारीरिक	соматичний	N;NOM;MASC;SG;3	ADJ;NOM;PL
संघर्ष	боротьби	संघर्ष	боротьба	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
तकनीक	tech	तकनीक	tech	N;NOM;FEM;SG;3	
तकनीक	тех	तकनीक	тех	N;NOM;FEM;SG;3	
तकनीक	технології	तकनीक	технологія	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
तकनीक	методику	तकनीक	методика	N;NOM;FEM;SG;3	N;INAN;ACC;FEM;SG
तकनीक	експериментувати	तकनीक	експериментувати	N;NOM;FEM;SG;3	V;IPFV;NFIN
तकनीक	методики	तकनीक	методика	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
फल	фрукти	फल	фрукт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
फल	плоди	फल	плода	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
फल	фруктові	फल	фруктовий	N;NOM;MASC;SG;3	ADJ;NOM;PL
फल	фрукти	फल	фрукт	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
फल	плоди	फल	плода	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
कैसे	як	कैसे	як	PRO	CONJ
प्रकट	розкривати	प्रकट	розкривати	ADJ	V;IPFV;NFIN
कार्बनिक	органічні	कार्बनिक	органічний	N;NOM;MASC;SG;3	ADJ;NOM;PL
कार्बनिक	органічне	कार्बनिक	органічний	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
शाह	шах	शाह	шах	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
विवरण	відомості	विवरण	відомість	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
विवरण	подробиці	विवरण	подробиця	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
विवरण	деталі	विवरण	деталі	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
विवरण	докладно	विवरण	докладно	N;NOM;MASC;SG;3	ADV
विवरण	детально	विवरण	детально	N;NOM;MASC;SG;3	ADV
विवरण	подробиці	विवरण	подробиця	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
विवरण	детальні	विवरण	детальня	N;NOM;MASC;SG;3	ADJ;NOM;PL
उप	sub	उप	sub	N;NOM;MASC;SG;3	
वेब	web	वेब	web	N;NOM;MASC;SG;3	
वेब	веб	वेब	вебти	N;NOM;MASC;SG;3	
सन्दर्भ	посилання	संदर्भ	посилання	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
सन्दर्भ	посилання	संदर्भ	посилання	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
सन्दर्भ	зразковий	संदर्भ	зразковий	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
सन्दर्भ	контексту	संदर्भ	контекст	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
परमाणु	ядерної	परमाणु	ядерний	N;NOM;MASC;SG;3	ADJ;GEN;FEM;SG
परमाणु	ядерні	परमाणु	ядерний	N;NOM;MASC;SG;3	ADJ;NOM;PL
परमाणु	ядерна	परमाणु	ядерний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
परमाणु	ядерний	परमाणु	ядерний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
परमाणु	молекули	परमाणु	молекула	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
परमाणु	атомна	परमाणु	атомний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
आक्रमण	атаки	आक्रमण	атаки	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
कार	автомобілем	कार	автомобіль	N;NOM;FEM;SG;3	N;INAN;INS;MASC;SG
कार	автомобілі	कार	автомобіль	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
कार	тачки	कार	тачка	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
केरल	керала	केरल	керати	PROPN;NOM;MASC;SG;3	PROPN;INAN;NOM;MASC;SG
जांच	оглянути	जांच	оглянути	N;NOM;FEM;SG;3	V;PFV;NFIN
जांच	ознайомитись	जांच	ознайомитися	N;NOM;FEM;SG;3	V;PFV;NFIN
जांच	розслідувати	जांच	розслідувати	N;NOM;FEM;SG;3	V;PFV;NFIN
जांच	перевірити	जांच	перевірити	N;NOM;FEM;SG;3	V;PFV;NFIN
जांच	test	जांच	test	N;NOM;FEM;SG;3	
पत्थर	камінь	पत्थर	камінь	N;NOM;MASC;PL;3	N;INAN;NOM;MASC;SG
पत्थर	stone	पत्थर	stone	N;NOM;MASC;PL;3	
पत्थर	стоун	पत्थर	стоуна	N;NOM;MASC;PL;3	PROPN;ANIM;NOM;MASC;SG
विषयों	теми	विषय	тема	N;ACC;MASC;PL;3	N;INAN;NOM;FEM;PL
विषयों	тем	विषय	тема	N;ACC;MASC;PL;3	N;INAN;GEN;FEM;PL
टेनिस	теніс	टेनिस	теніс	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पारंपरिक	традиційними	पारंपरिक	традиційний	PROPN;NOM;SG;3	ADJ;INS;PL
पारंपरिक	традиційний	पारंपरिक	традиційний	PROPN;NOM;SG;3	ADJ;NOM;MASC;SG
पारंपरिक	традиційні	पारंपरिक	традиційний	PROPN;NOM;SG;3	ADJ;NOM;PL
पारंपरिक	традиційна	पारंपरिक	традиційний	PROPN;NOM;SG;3	ADJ;NOM;FEM;SG
पारंपरिक	традиційне	पारंपरिक	традиційний	PROPN;NOM;SG;3	ADJ;NOM;NEUT;SG
अकादमी	академії	अकादमी	академія	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
सतह	поверхні	सतह	поверхня	N;NOM;FEM;SG;3	N;INAN;NOM;FEM;PL
देव	dev	देव	dev	PROPN;NOM;MASC;SG;3	
देव	deo	देव	deo	PROPN;NOM;MASC;SG;3	
युक्त	україна	युक्त	україна		PROPN;INAN;NOM;FEM;SG
युक्त	україні	युक्त	україна		PROPN;INAN;DAT;FEM;SG
अभियान	кампанії	अभियान	кампанія	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
अभियान	кампанії	अभियान	кампанія	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
घोषित	заявила	घोषित	заявити	ADJ	V;PFV;FEM;IND;SG;PST;FIN
घोषित	оголосив	घोषित	оголосити	ADJ	V;PFV;MASC;IND;SG;PST;FIN
घोषित	оголошення	घोषित	оголошення	ADJ	N;INAN;NOM;NEUT;SG
घोषित	оголосити	घोषित	оголосити	ADJ	V;PFV;NFIN
घोषित	оголосили	घोषित	оголосити	ADJ	V;PFV;IND;PL;PST;FIN
लिखी	писав	लिख	писати	V;PFV;FEM;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN
लिखी	записані	लिख	записаний	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
सिस्टम	системи	सिस्टम	система	N;NOM;MASC;SG;3	N;INAN;NOM;FEM;PL
सिस्टम	системний	सिस्टम	системний	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
सिस्टम	системне	सिस्टम	системний	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सिस्टम	системна	सिस्टम	системний	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सिस्टम	систем	सिस्टम	система	N;NOM;MASC;SG;3	N;INAN;GEN;FEM;PL
सिस्टम	systems	सिस्टम	systems	N;NOM;MASC;SG;3	
किनारे	кути	किनारा	кути	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
किनारे	краї	किनारा	край	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
किनारे	ребра	किनारा	ребро	N;NOM;MASC;SG;3	N;INAN;NOM;NEUT;PL
किनारे	edge	किनारा	edge	N;NOM;MASC;SG;3	
