hope	nádej	hope	nádej	PROPN	N;NOM;FEM;SG
pengeluaran	strávil	penkeluaran	stráviť	N;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
pengeluaran	strávený	penkeluaran	strávený	N;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
pengeluaran	výdavky	penkeluaran	výdavka	N;SG	N;NOM;FEM;PL
pengeluaran	míňať	penkeluaran	míňať	N;SG	V;IPFV;POS;NFIN
pengeluaran	minú	penkeluaran	minúť	N;SG	V;PFV;IND;PL;3;POS;PRS;FIN
pengeluaran	stráviť	penkeluaran	stráviť	N;SG	V;PFV;POS;NFIN
pengeluaran	minúť	penkeluaran	minúť	N;SG	V;PFV;POS;NFIN
cannes	cannes	cannes	cannes	PROPN	N;NOM;MASC;SG
ubah	zmena	ubah	zmena	V;SG;ACT	N;NOM;FEM;SG
charter	listina	charter	listina	PROPN	N;NOM;FEM;SG
charter	charty	charter	charta	PROPN	N;NOM;FEM;PL
charter	charta	charter	charta	PROPN	N;NOM;FEM;SG
atlanta	atlanty	atlanta	atlant	PROPN;SG	N;INAN;NOM;MASC;PL
atlanta	atlante	atlanta	atlant	PROPN;SG	N;INAN;NOM;MASC;SG
pemanasan	vykurovacie	penpanasan	vykurovacie	N;SG	ADJ;NOM;NEUT;PL
kontributor	prispievateľov	kontributor	prispievateľ	N;SG	N;ANIM;ACC;MASC;PL
dieksekusi	vykonaný	dieksekusi	vykonaný	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
dieksekusi	popravený	dieksekusi	popravený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dieksekusi	vykonané	dieksekusi	vykonaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dieksekusi	vykonávané	dieksekusi	vykonávaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dieksekusi	vykonaná	dieksekusi	vykonaný	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
kawat	drôty	kawat	drôt	N;SG	N;NOM;FEM;PL
kawat	drôty	kawat	drôt	N;SG	N;NOM;FEM;PL
smart	inteligentné	smart	inteligentný	PROPN	ADJ;NOM;NEUT;SG
smart	múdry	smart	múdry	PROPN	ADJ;ANIM;NOM;MASC;SG
smart	šikovný	smart	šikovný	PROPN	ADJ;ANIM;NOM;MASC;SG
smart	smart	smart	smart	PROPN	N;INAN;NOM;MASC;SG
smart	múdra	smart	múdry	PROPN	ADJ;NOM;FEM;SG
rongga	dutiny	rongga	dutina	N;SG	N;NOM;FEM;PL
rongga	dutiny	rongga	dutina	N;SG	N;NOM;FEM;PL
rongga	dutín	rongga	dutín	N;SG	N;GEN;FEM;PL
tanaka	tanaka	tanaka	tanak	PROPN	N;ANIM;NOM;MASC;SG
rob	rob	rob	rob	PROPN	PROPN;ANIM;VOC;MASC;SG
disepakati	dohodnuté	disepakati	dohodnutý	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
disepakati	dohodnutý	disepakati	dohodnutý	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ultra	ultra	ultra	ultra	PROPN	N;NOM;MASC;SG
randy	randy	randy	randy	PROPN	PROPN;ANIM;NOM;MASC;SG
mikhail	michail	mikhail	michail	PROPN	PROPN;ANIM;NOM;MASC;SG
dipecat	vyhodili	dipecat	vyhodiť	V;SG;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
dipecat	padáka	dipecat	padák	V;SG;PASS	N;ANIM;ACC;MASC;SG
dipecat	vyhodený	dipecat	vyhodený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
celana	nohavíc	celana	nohavica	N;SG	N;GEN;FEM;PL
celana	nohavice	celana	nohavice	N;SG	N;NOM;FEM;PL
celana	gate	celana	gate	N;SG	N;NOM;FEM;PL
celana	nohavíc	celana	nohavica	N;SG	N;GEN;FEM;PL
celana	nohavice	celana	nohavice	N;SG	N;NOM;FEM;PL
memulihkan	obnovené	menpulihkan	obnovený	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
memulihkan	obnovený	menpulihkan	obnovený	V;SG;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
memulihkan	obnovená	menpulihkan	obnovený	V;SG;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
memulihkan	zotavenie	menpulihkan	zotavenie	V;SG;ACT	N;NOM;NEUT;SG
bing	bing	bing	bing	N	
morris	morris	morris	morris	PROPN	PROPN;ANIM;NOM;MASC;SG
bintik	škvrny	bintik	škvrna	N;SG	N;NOM;FEM;PL
gandhi	gándhí	gandhi	gándhi	PROPN	N;ANIM;NOM;MASC;SG
ling	ling	ling	ling	PROPN	
ralph	ralph	ralph	ralp	PROPN	PROPN;ANIM;NOM;MASC;SG
rgb	rgb	rgb	rgba	PROPN	
nampak	viditeľný	nampak	viditeľný	V	ADJ;ANIM;NOM;MASC;SG
nampak	viditeľné	nampak	viditeľný	V	ADJ;NOM;NEUT;SG
nampak	viditeľná	nampak	viditeľný	V	ADJ;NOM;FEM;SG
felix	felix	felix	felix	PROPN	PROPN;ANIM;NOM;MASC;SG
devil	diabla	devil	diabol	PROPN	N;ANIM;NOM;MASC;SG
devil	čert	devil	čert	PROPN	N;ANIM;NOM;MASC;SG
devil	diabol	devil	diabnuť	PROPN	N;ANIM;NOM;MASC;SG
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	PROPN;ANIM;NOM;MASC;SG
brooklyn	brooklyne	brooklyn	brooklyne	PROPN	ADV
bubuk	práškový	bubuk	práškový	N;SG	ADJ;ANIM;NOM;MASC;SG
bubuk	prášky	bubuk	práška	N;SG	N;NOM;FEM;PL
marcel	marcela	marcel	marcieť	PROPN	N;ANIM;NOM;MASC;SG
marcel	marcel	marcel	marcieť	PROPN	N;ANIM;NOM;MASC;SG
pembacaan	čítania	penbacaan	čítanie	N;SG	N;NOM;NEUT;PL
pembacaan	čítaní	penbacaan	čítanie	N;SG	N;NOM;NEUT;PL
pembacaan	čítam	penbacaan	čítať	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
active	aktívneho	active	aktívny	PROPN	ADJ;GEN;NEUT;SG
active	aktívne	active	aktívne	PROPN	ADV
active	aktívni	active	aktívny	PROPN	ADJ;ANIM;NOM;MASC;PL
active	aktívny	active	aktívny	PROPN	ADJ;ANIM;NOM;MASC;SG
active	aktívna	active	aktívny	PROPN	ADJ;NOM;FEM;SG
kid	decko	kid	decko	PROPN	N;NOM;NEUT;SG
kid	dieťa	kid	dieťa	PROPN	N;NOM;NEUT;SG
kid	kid	kid	kid	PROPN	PROPN;ANIM;NOM;MASC;SG
jurnalistik	novinárskej	jurnalistik	novinársky	N;SG	ADJ;GEN;FEM;SG
mclaren	mclaren	mclaren	mclaren	PROPN	N;NOM;MASC;SG
kelinci	hare	kelinci	hare	N	PROPN;ANIM;NOM;MASC;SG
penempatan	umiestnenia	pentempatan	umiestnenie	N;SG	N;NOM;NEUT;PL
penempatan	umiestnenia	pentempatan	umiestnenie	N;SG	N;NOM;NEUT;PL
bombay	bombay	bombay	bomba	PROPN	PROPN;ANIM;NOM;MASC;SG
teen	teen	teen	teen	PROPN	PROPN;NOM;MASC;SG
teen	dospievajúci	teen	dospievajúci	PROPN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
terkuat	najsilnejšie	terkuat	silno	ADJ;RL;SG	ADV;RL
paradise	raja	paradise	raj	PROPN	N;INAN;GEN;MASC;SG
paradise	raj	paradise	raj	PROPN	N;INAN;NOM;MASC;SG
paradise	paradise	paradise	paradisa	PROPN	N;NOM;FEM;PL
berwenang	autority	berwenang	autorita	V;SG;ACT	N;INAN;NOM;MASC;PL
berwenang	úrady	berwenang	úrad	V;SG;ACT	N;INAN;NOM;MASC;PL
berwenang	orgány	berwenang	orgán	V;SG;ACT	N;INAN;NOM;MASC;PL
siwa	shiva	siwa	shiva	PROPN	N;NOM;FEM;SG
wings	krídla	wings	krídlo	PROPN	N;NOM;NEUT;PL
wings	wings	wings	winga	PROPN	PROPN;ANIM;NOM;MASC;SG
missouri	missouri	missouri	missouri	PROPN	N;NOM;FEM;SG
schmidt	schmidt	schmidt	schmidt	PROPN	PROPN;ANIM;NOM;MASC;SG
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN;ANIM;NOM;MASC;SG
katak	žaby	katak	žaba	N;SG	N;NOM;FEM;PL
imigrasi	prisťahovalectva	imigrasi	prisťahovalectvo	N;SG	N;NOM;NEUT;PL
drastis	drasticky	drastis	drasticky	ADJ;SG	ADV
yatim	siroty	yatim	sirota	PROPN	N;NOM;FEM;PL
yatim	osirelé	yatim	osirelý	PROPN	ADJ;NOM;NEUT;SG
bermata	eyed	bermata	eyed	V;SG;ACT	PROPN;ANIM;NOM;MASC;SG
adventures	dobrodružstvá	adventures	dobrodružstvo	PROPN	N;NOM;NEUT;PL
prototipe	prototypy	prototipe	prototyp	N;SG	N;INAN;NOM;MASC;PL
mad	šialená	mad	šialený	PROPN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
mad	šialený	mad	šialený	PROPN	ADJ;ANIM;NOM;MASC;SG
helsinki	helsinkách	helsinki	helsinky	PROPN	N;GEN;FEM;PL
ppi	ppi	ppi	ppi	PROPN	
sukarela	dobrovoľne	sukarela	dobrovoľne	N;SG	ADV
sukarela	dobrovoľné	sukarela	dobrovoľný	N;SG	ADJ;NOM;NEUT;SG
sukarela	dobrovoľná	sukarela	dobrovoľný	N;SG	ADJ;NOM;FEM;SG
sukarela	dobrovoľný	sukarela	dobrovoľný	N;SG	ADJ;ANIM;NOM;MASC;SG
kolektif	kolektív	kolektif	kolektie	ADJ	N;ANIM;NOM;MASC;SG
classic	klasika	classic	klasik	PROPN	N;NOM;FEM;SG
classic	klasická	classic	klasický	PROPN	ADJ;NOM;FEM;SG
classic	klasický	classic	klasický	PROPN	ADJ;ANIM;NOM;MASC;SG
classic	klasické	classic	klasický	PROPN	ADJ;NOM;NEUT;SG
leonardo	leonardo	leonardo	leonardo	PROPN	N;ANIM;NOM;MASC;SG
rpm	rpm	rpm	rpm	PROPN	N;INAN;NOM;MASC;SG
garcía	garcía	garcía	garcí	PROPN	N;ANIM;NOM;MASC;SG
brussels	bruselu	brussels	brusel	PROPN	N;DAT;NEUT;SG
brussels	brusel	brussels	brusel	PROPN	N;INAN;NOM;MASC;SG
brussels	bruseli	brussels	brusieť	PROPN	N;NOM;NEUT;PL
pin	pin	pin	pin	PROPN	N;INAN;NOM;MASC;SG
ester	ester	ester	ester	N	PROPN;NOM;FEM;SG
ester	ester	ester	ester	N	PROPN;NOM;FEM;SG
ester	esther	ester	esther	N	PROPN;NOM;FEM;SG
nacional	nacional	nacional	nacionať	PROPN	PROPN;INAN;NOM;MASC;SG
gregorius	gregory	gregorius	gregor	PROPN	PROPN;ANIM;NOM;MASC;SG
gregorius	gregor	gregorius	gregor	PROPN	PROPN;ANIM;NOM;MASC;SG
oral	fajka	oral	fajka	PROPN	N;NOM;FEM;SG
oral	orálne	oral	orálny	PROPN	ADV
oral	perorálne	oral	perorálne	PROPN	ADV
oral	ústne	oral	ústne	PROPN	ADV
communications	oznámenia	communications	oznámenie	PROPN	N;NOM;NEUT;PL
communications	komunikácia	communications	komunikácia	PROPN	N;NOM;FEM;SG
communications	komunikačné	communications	komunikačný	PROPN	ADJ;NOM;NEUT;SG
communications	komunikácie	communications	komunikácia	PROPN	N;NOM;FEM;PL
tabloid	bulvár	tabloid	bulvár	PROPN	N;INAN;NOM;MASC;SG
tabloid	bulvár	tabloid	bulvár	PROPN	N;INAN;NOM;MASC;SG
dawn	dawn	dawn	dawn	PROPN	PROPN;NOM;FEM;SG
dawn	úsvitu	dawn	úsvit	PROPN	N;INAN;GEN;MASC;SG
dawn	úsvit	dawn	úsvit	PROPN	N;INAN;NOM;MASC;SG
heroes	hrdinov	heroes	hrdina	PROPN	N;ANIM;ACC;MASC;PL
heroes	hrdinovia	heroes	hrdina	PROPN	N;ANIM;NOM;MASC;PL
explorer	explorer	explorer	explorer	PROPN	N;NOM;MASC;SG
hobi	hobby	hobi	hobba	N;SG	N;NOM;FEM;PL
hobi	hobby	hobi	hobba	N;SG	N;NOM;FEM;PL
hobi	koníčky	hobi	koníček	N;SG	N;INAN;NOM;MASC;PL
jeremy	jeremy	jeremy	jerem	PROPN	N;ANIM;NOM;MASC;SG
jeremy	jeremyho	jeremy	jerem	PROPN	N;ANIM;GEN;MASC;SG
ren	ren	ren	ren	PROPN	PROPN;ANIM;NOM;MASC;SG
georg	georg	georg	georg	PROPN	PROPN;ANIM;NOM;MASC;SG
amazon	amazon	amazon	amazon	PROPN	N;INAN;NOM;MASC;SG
jamaika	jamajského	jamaika	jamajský	N;SG	ADJ;GEN;MASC;SG
balasan	odpovedať	balasan	odpovedať	N;SG;ACT	V;IPFV;POS;NFIN
balasan	odpovede	balasan	odpoveď	N;SG;ACT	N;NOM;FEM;PL
trinidad	trinidad	trinidad	trinidad	PROPN	PROPN;ANIM;NOM;MASC;SG
essonne	essonne	essonne	essonne	PROPN	
undian	lotérie	undian	lotéria	N;SG	N;NOM;FEM;PL
yehezkiel	ezechiel	yehezkiel	ezechieť	PROPN	N;ANIM;NOM;MASC;SG
conan	conan	conan	conan	PROPN	PROPN;ANIM;NOM;MASC;SG
fiji	fidži	fiji	fidža	PROPN	N;INAN;NOM;MASC;SG
beli	kúp	beli	kúp	PROPN;SG;ACT	V;PFV;IMP;SG;2;POS;FIN
beli	kúpim	beli	kúp	PROPN;SG;ACT	V;PFV;IND;SG;1;POS;PRS;FIN
beli	kúpiť	beli	kúpiť	PROPN;SG;ACT	V;PFV;POS;NFIN
persilangan	križovatky	persilangan	križovatka	N;SG	N;NOM;FEM;PL
persilangan	križovatkách	persilangan	križovatka	N;SG	N;GEN;FEM;PL
gantung	obesiť	gantung	obesiť	N;SG	V;PFV;POS;NFIN
gantung	hang	gantung	hang	N;SG	
gantung	zavesiť	gantung	zavesiť	N;SG	V;PFV;POS;NFIN
gantung	visieť	gantung	visieť	N;SG	V;IPFV;POS;NFIN
gantung	závesné	gantung	závesný	N;SG	ADJ;NOM;NEUT;SG
gantung	visieť	gantung	visieť	N;SG	V;IPFV;POS;NFIN
gantung	visí	gantung	visieť	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
kings	králi	kings	kráľ	PROPN	N;ANIM;NOM;MASC;PL
kings	kráľov	kings	kráľ	PROPN	N;ANIM;GEN;MASC;PL
prioritas	prioritné	prioritas	prioritný	N;SG	ADJ;NOM;NEUT;SG
prioritas	priority	prioritas	priorita	N;SG	N;INAN;NOM;MASC;PL
prioritas	priorít	prioritas	priorita	N;SG	N;GEN;FEM;PL
dihilangkan	vynechané	dihilangkan	vynechaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dihilangkan	vyradený	dihilangkan	vyradený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
yamamoto	jamamoto	yamamoto	jamato	PROPN	N;ANIM;NOM;MASC;SG
konstan	konštantné	konstan	konštantný		ADJ;NOM;NEUT;SG
konstan	konštanta	konstan	konštant		N;NOM;FEM;SG
konstan	konštantný	konstan	konštantný		ADJ;ANIM;NOM;MASC;SG
konstan	neustále	konstan	ustále		ADV
konstan	konštanty	konstan	konštant		N;NOM;FEM;PL
give	dať	give	dať	PROPN	V;POS;NFIN
give	daj	give	dať	PROPN	V;IPFV;IMP;SG;2;POS;FIN
give	dajte	give	dajte	PROPN	V;PFV;IMP;PL;2;POS;FIN
phone	telefón	phone	telefón	PROPN	N;INAN;NOM;MASC;SG
phone	mobil	phone	mobiť	PROPN	N;INAN;NOM;MASC;SG
phone	telefon	phone	telefon	PROPN	N;INAN;NOM;MASC;SG
penerjemah	prekladateľov	penterjemah	prekladateľ	N;SG	N;ANIM;ACC;MASC;PL
dick	kokot	dick	kokot	PROPN	N;ANIM;NOM;MASC;SG
parigi	parigi	parigi	pariga	PROPN	N;NOM;FEM;SG
railway	železnice	railway	železnica	PROPN	N;NOM;FEM;PL
railway	železničná	railway	železničný	PROPN	ADJ;NOM;FEM;SG
railway	železnica	railway	železnica	PROPN	N;NOM;FEM;SG
railway	železničné	railway	železničný	PROPN	ADJ;NOM;NEUT;SG
persentase	percentá	persentase	percentý	N;SG	N;INAN;NOM;MASC;PL
persentase	percentá	persentase	percentý	N;SG	N;INAN;NOM;MASC;PL
persentase	percentuálna	persentase	percentuálny	N;SG	ADJ;NOM;FEM;SG
persentase	percentá	persentase	percentý	N;SG	N;INAN;NOM;MASC;PL
karna	karna	karna	karna	CONJ	N;NOM;FEM;SG
ami	ami	ami	ami	PROPN	N;INAN;NOM;MASC;SG
strip	strip	strip	strip	N	
marx	marx	marx	marx	N	PROPN;ANIM;NOM;MASC;SG
tebu	trstiny	tebu	trstina	PROPN	N;NOM;FEM;PL
tebu	palica	tebu	palica	PROPN	N;NOM;FEM;SG
tebu	paličku	tebu	palička	PROPN	N;ACC;FEM;SG
tebu	palicu	tebu	palica	PROPN	N;ACC;FEM;SG
gov	gov	gov	gov	PROPN	PROPN;ANIM;NOM;MASC;SG
nathan	nathan	nathan	nathan	PROPN	PROPN;ANIM;NOM;MASC;SG
berpotensi	potenciálne	berpotensi	potenciálne	V;SG;ACT	ADV
menggali	excavata	mengali	excavata	V;SG;ACT	N;NOM;FEM;SG
elektronika	elektronický	elektronika	elektronický	N	ADJ;INAN;NOM;MASC;SG
elektronika	elektronická	elektronika	elektronický	N	ADJ;NOM;FEM;SG
elektronika	elektronické	elektronika	elektronický	N	ADJ;NOM;NEUT;SG
elektronika	elektronickej	elektronika	elektronický	N	ADJ;GEN;FEM;SG
lawang	verum	lawang	verum	PROPN	N;NOM;MASC;SG
colin	colin	colin	colin	PROPN	PROPN;ANIM;NOM;MASC;SG
marino	maríno	marino	maríno	PROPN	PROPN;ANIM;NOM;MASC;SG
yin	yin	yin	yin	PROPN;SG	
forever	navždy	forever	navždy	PROPN	ADV
forever	forever	forever	forever	PROPN	N;NOM;MASC;SG
forever	naveky	forever	naveky	PROPN	ADV
triliun	biliónov	triliun	bilión	N;SG	N;INAN;GEN;MASC;PL
sengketa	sporoch	sengketa	spor	N;SG	N;INAN;GEN;MASC;PL
sengketa	spory	sengketa	spor	N;SG	N;INAN;NOM;MASC;PL
sengketa	sporných	sengketa	sporný	N;SG	ADJ;GEN;MASC;PL
sengketa	sporné	sengketa	sporný	N;SG	ADJ;NOM;NEUT;SG
sengketa	sporná	sengketa	sporný	N;SG	ADJ;NOM;FEM;SG
sengketa	spornej	sengketa	sporný	N;SG	ADJ;GEN;FEM;SG
sengketa	sporný	sengketa	sporný	N;SG	ADJ;INAN;NOM;MASC;SG
sengketa	namietať	sengketa	namietať	N;SG	V;IPFV;POS;NFIN
pengasingan	exile	penasingan	exila	N;SG	PROPN;INAN;NOM;MASC;SG
pengasingan	ústraní	penasingan	ústranie	N;SG	N;NOM;NEUT;PL
liburan	sviatky	liburan	sviatok	N;SG	N;INAN;NOM;MASC;PL
liburan	prázdniny	liburan	prázdniny	N;SG	N;NOM;FEM;PL
liburan	prázdniny	liburan	prázdniny	N;SG	N;NOM;FEM;PL
liburan	dovolenky	liburan	dovolenka	N;SG	N;NOM;FEM;PL
liburan	sviatky	liburan	sviatok	N;SG	N;INAN;NOM;MASC;PL
liburan	dovolenky	liburan	dovolenka	N;SG	N;NOM;FEM;PL
complex	zložitá	complex	zložitý	PROPN	ADJ;NOM;FEM;SG
complex	komplexný	complex	komplexný	PROPN	ADJ;INAN;NOM;MASC;SG
complex	komplex	complex	komplex	PROPN	N;INAN;NOM;MASC;SG
complex	zložité	complex	zložitý	PROPN	ADJ;NOM;NEUT;SG
complex	komplexné	complex	komplexný	PROPN	ADJ;NOM;NEUT;SG
forbes	forbes	forbes	forbes	PROPN	PROPN;ANIM;NOM;MASC;SG
lane	lane	lane	lana	PROPN	N;NOM;FEM;SG
lane	pruh	lane	pruh	PROPN	N;INAN;NOM;MASC;SG
separuh	polovica	separuh	polovica	ADJ;SG	N;NOM;FEM;SG
separuh	polka	separuh	polka	ADJ;SG	N;NOM;FEM;SG
separuh	polovicu	separuh	polovica	ADJ;SG	N;ACC;FEM;SG
vienne	vienne	vienne	vienne	PROPN	ADV
ekstra	doplnky	ekstra	doplnka	N;SG	N;NOM;FEM;PL
ekstra	bonusy	ekstra	bonus	N;SG	N;INAN;NOM;MASC;PL
ekstra	naviac	ekstra	naviac	N;SG	ADV
ekstra	navyše	ekstra	navyše	N;SG	PART
devi	devi	devi	diav	PROPN	PROPN;ANIM;NOM;MASC;SG
cure	liek	cure	liek	PROPN	N;INAN;NOM;MASC;SG
cure	vyliečiť	cure	vyliečiť	PROPN	V;PFV;POS;NFIN
mustafa	mustafa	mustafa	mustaf	PROPN	N;ANIM;NOM;MASC;SG
personil	zamestnanci	personil	zamestnanec	N;SG	N;ANIM;NOM;MASC;PL
personil	personálne	personil	personálne	N;SG	ADV
much	veľa	much	veľa	PROPN	NUM;NOM;NEUT;SG
much	ovela	much	ovela	PROPN	PROPN;ANIM;NOM;MASC;SG
acuan	referenčné	acuan	referenčný	N;SG	ADJ;NOM;NEUT;SG
acuan	referencie	acuan	referencia	N;SG	N;NOM;FEM;PL
rekomendasi	odporúčania	rekomendasi	odporúčanie	N;SG	N;NOM;NEUT;PL
rekomendasi	odporúčania	rekomendasi	odporúčanie	N;SG	N;NOM;NEUT;PL
rekomendasi	odporúčaní	rekomendasi	odporúčanie	N;SG	N;NOM;NEUT;PL
pengadaan	obstarávania	penadaan	obstarávanie	N;SG	N;NOM;NEUT;PL
cold	studená	cold	studený	PROPN	ADJ;NOM;FEM;SG
cold	studené	cold	studený	PROPN	ADJ;NOM;NEUT;SG
cold	chladná	cold	chladný	PROPN	ADJ;NOM;FEM;SG
cold	zima	cold	zima	PROPN	N;NOM;FEM;SG
cold	chlad	cold	chlad	PROPN	N;INAN;NOM;MASC;SG
gamma	gama	gamma	gama	PROPN;SG	N;NOM;MASC;SG
gamma	gamma	gamma	gamma	PROPN;SG	PROPN;NOM;FEM;SG
kisaran	rozpätia	kisaran	rozpätie	N;SG	N;NOM;NEUT;PL
kisaran	rozsahy	kisaran	rozsah	N;SG	N;INAN;NOM;MASC;PL
bernomor	očíslované	bernomor	očíslovaný	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hapus	vymazať	hapus	vymazať	PROPN;SG	V;PFV;POS;NFIN
hapus	jasné	hapus	jasný	PROPN;SG	ADJ;NOM;NEUT;SG
hapus	vyčistiť	hapus	vyčistiť	PROPN;SG	V;PFV;POS;NFIN
hapus	vymazať	hapus	vymazať	PROPN;SG	V;PFV;POS;NFIN
hapus	odstrániť	hapus	odstrániť	PROPN;SG	V;PFV;POS;NFIN
hapus	odobrať	hapus	odobrať	PROPN;SG	V;PFV;POS;NFIN
hapus	odstránenie	hapus	odstránenie	PROPN;SG	N;NOM;NEUT;SG
hapus	odstrániť	hapus	odstrániť	PROPN;SG	V;PFV;POS;NFIN
hapus	vymazať	hapus	vymazať	PROPN;SG	V;PFV;POS;NFIN
hapus	zmazať	hapus	zmazať	PROPN;SG	V;PFV;POS;NFIN
filmfare	filmfare	filmfare	filmfar	PROPN	N;INAN;NOM;MASC;SG
imbang	čerpať	imbang	čerpať	N;SG	V;IPFV;POS;NFIN
imbang	nakresliť	imbang	nakresliť	N;SG	V;PFV;POS;NFIN
imbang	kresliť	imbang	kresliť	N;SG	V;PFV;POS;NFIN
imbang	vyvodiť	imbang	vyvodiť	N;SG	V;PFV;POS;NFIN
pembatasan	obmedzení	penbatasan	obmedzenie	N;SG	N;NOM;NEUT;PL
pembatasan	obmedzenia	penbatasan	obmedzenie	N;SG	N;NOM;NEUT;PL
pembatasan	obmedzení	penbatasan	obmedzenie	N;SG	N;NOM;NEUT;PL
pembatasan	obmedzenia	penbatasan	obmedzenie	N;SG	N;NOM;NEUT;PL
pembatasan	obmedzujúce	penbatasan	obmedzujúci	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
julie	julie	julie	julia	PROPN	PROPN;NOM;FEM;SG
julie	júlia	julie	júlia	PROPN	N;NOM;FEM;SG
character	znak	character	znak	PROPN	N;INAN;NOM;MASC;SG
character	postava	character	postava	PROPN	N;NOM;FEM;SG
character	charakter	character	charakter	PROPN	N;INAN;NOM;MASC;SG
character	postavu	character	postava	PROPN	N;ACC;FEM;SG
tangkai	stopky	tangkai	stopka	N;SG	N;NOM;FEM;PL
tangkai	stonky	tangkai	stonka	N;SG	N;NOM;FEM;PL
greg	grega	greg	grega	PROPN	PROPN;ANIM;NOM;MASC;SG
greg	greg	greg	greg	PROPN	PROPN;ANIM;NOM;MASC;SG
oman	omán	oman	omán	PROPN	PROPN;INAN;NOM;MASC;SG
arabia	arábia	arabia	arábiť	PROPN	N;NOM;FEM;SG
perorangan	individuálna	perorangan	individuálny	N;SG	ADJ;NOM;FEM;SG
perorangan	individuálne	perorangan	individuálne	N;SG	ADV
perorangan	individuálny	perorangan	individuálny	N;SG	ADJ;INAN;NOM;MASC;SG
perorangan	jednotlivých	perorangan	jednotlivý	N;SG	ADJ;GEN;MASC;PL
hermann	hermann	hermann	hermann	PROPN	N;ANIM;NOM;MASC;SG
soto	soto	soto	soto	N	PROPN;ANIM;NOM;MASC;SG
truth	pravda	truth	pravda	PROPN	N;NOM;FEM;SG
truth	pravdy	truth	pravda	PROPN	N;GEN;FEM;SG
truth	pravdu	truth	pravda	PROPN	N;ACC;FEM;SG
truth	pravde	truth	pravda	PROPN	N;DAT;FEM;SG
penanda	záložky	pentanda	záložok	N;SG	N;NOM;FEM;PL
penanda	záložiek	pentanda	záložka	N;SG	N;GEN;FEM;PL
every	každý	every	každý	PROPN	DET;ANIM;NOM;MASC;SG
every	kazda	every	kazda	PROPN	
every	každá	every	každý	PROPN	DET;NOM;FEM;SG
periodik	pravidelné	periodik	pravidelný	N	ADJ;NOM;NEUT;SG
periodik	periodické	periodik	periodický	N	ADJ;NOM;NEUT;SG
periodik	periodicky	periodik	periodicky	N	ADV
menyembunyikan	schovali	mensembunyikan	schovať	V;SG;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
menyembunyikan	kože	mensembunyikan	koža	V;SG;ACT	N;NOM;FEM;PL
menyembunyikan	koží	mensembunyikan	koži	V;SG;ACT	N;GEN;FEM;PL
dongeng	príbehov	dongeng	príbeh	N;SG	N;INAN;GEN;MASC;PL
dongeng	rozprávkové	dongeng	rozprávkový	N;SG	ADJ;NOM;NEUT;SG
aroma	vône	aroma	vôňa	N;SG	N;NOM;FEM;PL
penggantian	náhradníci	pengantian	náhradník	N;SG	N;ANIM;NOM;MASC;PL
penggantian	substitučnej	pengantian	substitučný	N;SG	ADJ;GEN;FEM;SG
penggantian	náhradné	pengantian	náhradný	N;SG	ADJ;NOM;NEUT;SG
penggantian	nahradenia	pengantian	nahradenie	N;SG	N;NOM;NEUT;PL
catalina	catalina	catalina	catalina	PROPN	N;NOM;FEM;SG
menguji	test	menkuji	test	V;SG;ACT	N;INAN;NOM;MASC;SG
menguji	skúška	menkuji	skúška	V;SG;ACT	N;NOM;FEM;SG
menguji	skúške	menkuji	skúška	V;SG;ACT	N;DAT;FEM;SG
menguji	skúšky	menkuji	skúška	V;SG;ACT	N;NOM;FEM;PL
menguji	testovanie	menkuji	testovanie	V;SG;ACT	N;NOM;NEUT;SG
