من	که	مِن	که	ADP	CONJ
السن	age	سِنّ	age	N;NOM;DEF;SG	
انضم	بپیوندید	اِنضَمّ	None	V;PFV;MASC;SG;3;ACT	V;SBJV;PL;2;PRS
انضم	پیوستن	اِنضَمّ	پیوستن	V;PFV;MASC;SG;3;ACT	N;SG
الرسوم	اجرت	رَسم	اجرت	N;NOM;DEF;PL	N;SG
الرسوم	مزد	رَسم	مزد	N;NOM;DEF;PL	N;SG
الرسوم	دستمزد	رَسم	دستمزد	N;NOM;DEF;PL	N;SG
الرسوم	شهریه	رَسم	شهریه	N;NOM;DEF;PL	N;SG
حاجة	نیازمند	حَاجَة	نیازمند	N;NOM;INDF;SG	ADJ
الذكور	ذکور	ذُكُور	None	N;NOM;DEF;PL	N;SG
الذكور	مذکر	ذُكُور	None	N;NOM;DEF;PL	N;SG
الذكور	نر	ذُكُور	نر	N;NOM;DEF;PL	N;SG
الشهيد	شهید	شَهِيد	شهید		N;SG
محركات	موتورز	مُحَرَّك	موتورز	N;NOM;INDF;PL	N;SG
اللبناني	لبنان	لُبنَانِيّ	لبنان	ADJ;NOM;DEF;MASC;SG	N;SG
اللبناني	لبنانی	لُبنَانِيّ	لبنانی	ADJ;NOM;DEF;MASC;SG	N;SG
الابتدائية	ابتدایی	اِبتِدَائِيّ	ابتدایی	ADJ;NOM;DEF;FEM;SG	N;SG
الابتدائية	مقدماتی	اِبتِدَائِيّ	مقدمه	ADJ;NOM;DEF;FEM;SG	N;PL
الابتدائية	ابتدایی	اِبتِدَائِيّ	ابتدایی	ADJ;NOM;DEF;FEM;SG	N;SG
الارتفاع	قد	اِرتِفَاع	قد	N;NOM;DEF;SG	
خوان	خوان	خُوَان	خوان		N;SG
خوان	خوآن	خُوَان	خوآن		N;SG
بوب	پاپ	بوب	پاپ		N;SG
بوب	پوپ	بوب	پوپ		N;SG
جوجل	گوگل	جُوجل	گوگل		N;SG
جوجل	google	جُوجل	google		N;SG
كتبت	نوشتم	كَتَب	نوشت#نویس	V;PFV;FEM;SG;3;ACT	V;SG;1;PST
الماجستير	اساتید	الماجستير	استاد	N;NOM;DEF;SG	N;PL
الماجستير	استادان	الماجستير	استاد	N;NOM;DEF;SG	N;PL
الماجستير	اربابان	الماجستير	ارباب	N;NOM;DEF;SG	N;PL
عرقية	نژادی	عِرقِيّ	نژادی	ADJ;NOM;INDF;FEM;SG	N;SG
عرقية	قومی	عِرقِيّ	قومی	ADJ;NOM;INDF;FEM;SG	N;SG
عرقية	نژادی	عِرقِيّ	نژادی	ADJ;NOM;INDF;FEM;SG	N;SG
اذا	پس	إِذَا	پس	CONJ	ADV
موت	مرگ	مَوت	مرگ		N;SG
ضوء	روشن	ضَوء	روشن	N;NOM;INDF;SG	ADJ
حيوان	حیوانات	حيوان	حیوان	N;NOM;INDF;SG	N;PL
حيوان	جانوران	حيوان	جانور	N;NOM;INDF;SG	N;PL
العظام	استخوان	عَظَام	استخوان	N;NOM;DEF;PL	N;SG
العظام	بونز	عَظَام	بونز	N;NOM;DEF;PL	N;SG
لماذا	چرا	لِمَاذَا	چرا	DET	ADV
سيما	سیما	سِيَّمَا	سیما	ADV	N;SG
مراد	مراد	مَرد	مراد		N;SG
مراد	مورات	مَرد	موره		N;SG
مراد	مراد	مَرد	مراد		N;SG
مؤلف	مؤلف	مؤلف	مؤلف	ADJ;NOM;INDF;MASC;SG	N;SG
مؤلف	نویسندۀ	مؤلف	نویسندۀ	ADJ;NOM;INDF;MASC;SG	N;SG
مؤلف	نویسنده	مؤلف	نویسنده	ADJ;NOM;INDF;MASC;SG	N;SG
نزاعات	مجادله	نِزَاع	مجادله	N;NOM;INDF;PL	N;SG
داود	داود	دَاوُد	داود		N;SG
داود	داوید	دَاوُد	داوت#دار		N;SG
داود	داود	دَاوُد	داود		N;SG
داود	داوود	دَاوُد	داوود		N;SG
داود	دیوید	دَاوُد	دیوید		N;SG
داود	david	دَاوُد	david		N;SG
مارك	مارک	مَارك	مارک		N;SG
سعودي	عربستان	سَعُودِيّ	عربستان	ADJ;NOM;INDF;MASC;SG	N;SG
طبقات	لایه	طَبَقَة	لایه	N;NOM;INDF;PL	N;SG
ايضا	همچنین	أَيضًا	همچنین	ADV	CONJ
ايضا	همچنین	أَيضًا	همچنین	ADV	CONJ
المحتوى	محتویات	المحتوى	محتویه	N;NOM;DEF;SG	N;PL
المحتوى	خرسند	المحتوى	خرسند	N;NOM;DEF;SG	ADJ
العصبية	عصبی	عَصَبِيَّة	عصبی		N;SG
الداخل	داخل	دَاخِل	داخل	N;NOM;DEF;SG	ADP
الداخل	درونت	دَاخِل	درونت	N;NOM;DEF;SG	PRO;SG;2
الدواء	داروها	دَوَاء	دارو	N;NOM;DEF;SG	N;PL
توفيق	مصالحه	توفيق	None		N;SG
المباشر	دایرکت	مُبَاشِر	دایرکت	ADJ;NOM;DEF;MASC;SG	N;SG
المباشر	direct	مُبَاشِر	None	ADJ;NOM;DEF;MASC;SG	N;SG
بقايا	مانده	بَقِيَّة	ماند#مان	N;NOM;INDF;PL	V;SG;3;V.PTCP
بارك	park	بَارَك	park		N;SG
بارك	پارک	بَارَك	None		N;SG
عالي	والا	عَالِي	None	ADJ;NOM;INDF;MASC;SG	
عالي	رفیع	عَالِي	None	ADJ;NOM;INDF;MASC;SG	N;SG
خصوصا	مخصوصا	خُصُوص	مخصوصا	N;ACC;INDF;SG	ADV
خصوصا	بخصوص	خُصُوص	بخصوص	N;ACC;INDF;SG	CONJ
كلما	هروقت	كُلَّمَا	هروقت	CONJ	CONJ
رسمي	صوری	رَسمِيّ	صوری	ADJ;NOM;INDF;MASC;SG	N;SG
الديني	دینی	دِينِيّ	دین	ADJ;NOM;DEF;MASC;SG	N;SG
قديم	کهن	قَدِيم	کهن	ADJ;NOM;INDF;MASC;SG	N;SG
قديم	باستانی	قَدِيم	باستانی	ADJ;NOM;INDF;MASC;SG	N;SG
قديم	باستان	قَدِيم	باستان	ADJ;NOM;INDF;MASC;SG	N;SG
قديم	پیر	قَدِيم	پیر	ADJ;NOM;INDF;MASC;SG	N;SG
قديم	قدیمی	قَدِيم	قدیمی	ADJ;NOM;INDF;MASC;SG	N;SG
قديم	قدمت	قَدِيم	قدمت	ADJ;NOM;INDF;MASC;SG	N;SG
النجاح	موفق	نَجَاح	موفق	N;NOM;DEF;SG	ADJ
النجاح	موفقیتهای	نَجَاح	موفقیت	N;NOM;DEF;SG	N;PL
اليمني	ریال	يَمَنِيّ	ریال		N;SG
القصص	داستان	قِصَّة	داستان	N;NOM;DEF;PL	N;SG
مانشستر	manchester	مَانشِستَر	manchester		N;SG
مانشستر	منچستر	مَانشِستَر	منچستر		N;SG
فريد	فرد	فريد	فرد		N;SG
جابر	جابر	جابر	None		N;SG
اخرى	دیگر	آخَر	دیگر	ADJ;NOM;INDF;FEM;SG	ADV
اخرى	غیره	آخَر	غیره	ADJ;NOM;INDF;FEM;SG	N;SG
اخرى	دیگر	آخَر	دیگر	ADJ;NOM;INDF;FEM;SG	ADV
الشروط	شروط	شَرط	شروط	N;NOM;DEF;PL	N;SG
داخلية	interior	دَاخِلِيّ	None	ADJ;NOM;INDF;FEM;SG	N;SG
الفم	دهانت	فَمّ	دهانت	N;NOM;DEF;SG	
فتاة	girl	فَتَاة	girl	N;NOM;INDF;SG	
روى	روی	روى	رو	V;PFV;MASC;SG;3;ACT	ADP
السياحية	توریست	سِيَاحِيّ	توریست	ADJ;NOM;DEF;FEM;SG	N;SG
السياحية	گردشگری	سِيَاحِيّ	گردشگری	ADJ;NOM;DEF;FEM;SG	N;SG
السياحية	جهانگرد	سِيَاحِيّ	جهانگرد	ADJ;NOM;DEF;FEM;SG	N;SG
السياحية	توریستی	سِيَاحِيّ	توریستی	ADJ;NOM;DEF;FEM;SG	N;SG
السياحية	گردشگر	سِيَاحِيّ	گردشگر	ADJ;NOM;DEF;FEM;SG	N;SG
صحفي	خبرنگار	صُحُفِيّ	خبرنگار	ADJ;NOM;INDF;MASC;SG	N;SG
اليومية	روزانه	يَومِيّ	روزانه	ADJ;NOM;DEF;FEM;SG	ADV
اليومية	daily	يَومِيّ	daily	ADJ;NOM;DEF;FEM;SG	
اليومية	دیلی	يَومِيّ	دیلی	ADJ;NOM;DEF;FEM;SG	N;SG
اضطراب	اختلالات	اِضطِرَاب	اختلال	N;NOM;INDF;SG	N;PL
الطويل	تل	طَوِيل	تل		N;SG
الطويل	قد	طَوِيل	قد		
الطويل	طولانی	طَوِيل	طولانی		ADJ
الطويل	لانگ	طَوِيل	لانگ		N;SG
الطويل	دراز	طَوِيل	دراز		ADJ
شيكاغو	شیکاگو	شِيكَاغُو	شیکاگو		N;SG
الغابات	جنگلداری	غَابَة	جنگلداری	N;NOM;DEF;PL	N;SG
الغابات	وودز	غَابَة	وودز	N;NOM;DEF;PL	N;SG
الغابات	فارست	غَابَة	فارست	N;NOM;DEF;PL	N;SG
الغابات	جنگل	غَابَة	جنگل	N;NOM;DEF;PL	N;SG
الغابات	جنگلی	غَابَة	جنگلی	N;NOM;DEF;PL	N;SG
كشف	آشکارسازی	كَشَف	آشکارسازی	V;PFV;MASC;SG;3;ACT	N;SG
كشف	تشخیص	كَشَف	تشخیص	V;PFV;MASC;SG;3;ACT	N;SG
كشف	disclosure	كَشَف	disclosure	V;PFV;MASC;SG;3;ACT	N;SG
كشف	فاش	كَشَف	فاش	V;PFV;MASC;SG;3;ACT	N;SG
كشف	افشاگری	كَشَف	افشاگری	V;PFV;MASC;SG;3;ACT	N;SG
كشف	افشاء	كَشَف	فشء	V;PFV;MASC;SG;3;ACT	N;SG
روس	راس	رُوس	None		N;SG
قرابة	خویشاوندی	قُرَابَةَ	خویشاوندی	ADP;NOM	N;SG
فرض	تحمیل	فَرَض	None	V;PFV;MASC;SG;3;ACT	N;SG
فرض	تحمیل	فَرَض	None	V;PFV;MASC;SG;3;ACT	N;SG
مرتبطة	پیوند	مُرتَبِط	پیوند	ADJ;NOM;INDF;FEM;SG	N;SG
الاستعمار	اسکان	اِستِعمَار	اسکان	N;NOM;DEF;SG	N;PL
قوى	قوی	قُوَّة	قوی	N;NOM;INDF;PL	ADJ
قوى	توانا	قُوَّة	None	N;NOM;INDF;PL	N;SG
قوى	نیرومند	قُوَّة	نیرومند	N;NOM;INDF;PL	ADJ
قوى	پرقدرت	قُوَّة	پرقدرت	N;NOM;INDF;PL	ADJ
قوى	قدرتمند	قُوَّة	قدرتمند	N;NOM;INDF;PL	N;SG
الجغرافية	جغرافی	جُغرَافِيّ	جغرافی	ADJ;NOM;DEF;FEM;SG	N;SG
الجغرافية	جغرافیای	جُغرَافِيّ	جغرافی	ADJ;NOM;DEF;FEM;SG	N;SG
الجغرافية	جغرافیا	جُغرَافِيّ	جغرافیا	ADJ;NOM;DEF;FEM;SG	N;SG
المعايير	معیار	مِعيَار	معیار	N;NOM;DEF;PL	N;SG
صفوف	کلاس	صَفّ	کلاس	N;NOM;INDF;PL	N;SG
صفوف	صف	صَفّ	صف	N;NOM;INDF;PL	N;SG
عمران	عمران	عمران	عمران		N;SG
الكويكبات	سیارکها	الكويكبات	سیارک		N;PL
جميلة	زیباست	جَمِيل	زیباست	ADJ;NOM;INDF;FEM;SG	N;SG
جميلة	خوشگل	جَمِيل	خوشگل	ADJ;NOM;INDF;FEM;SG	N;SG
طاقم	سرنشینان	طَاقِم	سرنشین	N;NOM;INDF;SG	N;PL
خسائر	ضرر	خَسَارَة	None	N;NOM;INDF;PL	N;SG
البكتيريا	باکتریهای	البكتيريا	باکتری		N;PL
البكتيريا	باکتری	البكتيريا	باکتری		N;SG
البكتيريا	باکتریها	البكتيريا	باکتری		N;PL
اضطرابات	تلاطم	اِضطِرَاب	تلاطم	N;NOM;INDF;PL	N;SG
اضطرابات	آشفتگی	اِضطِرَاب	آشفتگی	N;NOM;INDF;PL	N;SG
اضطرابات	اغتشاش	اِضطِرَاب	None	N;NOM;INDF;PL	N;SG
اضطرابات	شورش	اِضطِرَاب	شورش	N;NOM;INDF;PL	N;SG
الرياح	باد	رِيح	باد	N;NOM;DEF;PL	N;SG
الرياح	بادی	رِيح	بادی	N;NOM;DEF;PL	N;SG
اقتصادية	اقتصادی	اِقتِصَادِيّ	اقتصادی	ADJ;NOM;INDF;FEM;SG	N;SG
روح	روحی	رُوح	روح		N;SG
روح	اسپریت	رُوح	اسپریت		N;SG
روح	روح	رُوح	روح		N;SG
روح	نفس	رُوح	نفس		N;SG
روح	سول	رُوح	سول		N;SG
روح	نفسی	رُوح	نفس		N;SG
دراج	cyclist	دَرَّاج	cyclist		N;SG
القرون	شاخ	قَرن	شاخ	N;NOM;DEF;PL	N;SG
عرضت	امانت	عَرَض	امانت	V;PFV;FEM;SG;3;ACT	N;SG
تعليمية	آموزنده	تَعلِيمِيّ	None	ADJ;NOM;INDF;FEM;SG	N;SG
حديثة	مدرن	حَدِيث	مدرن	ADJ;NOM;INDF;FEM;SG	N;SG
حديثة	امروزی	حَدِيث	امروزی	ADJ;NOM;INDF;FEM;SG	N;SG
حديثة	modern	حَدِيث	modern	ADJ;NOM;INDF;FEM;SG	N;SG
المقدمة	اشنایی	مُقَدَّمَة	اشنایی	N;NOM;DEF;SG	N;PL
الهيدروجين	هیدروژن	الهيدروجين	هیدروژن	N;NOM;DEF;DU	N;SG
الهيدروجين	هیدروژنی	الهيدروجين	هیدروژنی	N;NOM;DEF;DU	N;SG
فيروس	ویروس	فَيرُوس	ویروس		N;SG
سوري	سوریه	سُورِيّ	سوریه	ADJ;NOM;INDF;MASC;SG	N;SG
سوري	سوری	سُورِيّ	سوری	ADJ;NOM;INDF;MASC;SG	N;SG
سوري	سوری	سُورِيّ	سوری	ADJ;NOM;INDF;MASC;SG	N;SG
شرقي	شرق	شَرقِيّ	شرق	ADJ;NOM;INDF;MASC;SG	N;SG
شرقي	شرقی	شَرقِيّ	شرقی	ADJ;NOM;INDF;MASC;SG	N;SG
شرقي	خاوری	شَرقِيّ	خاوری	ADJ;NOM;INDF;MASC;SG	N;SG
شرقي	شرقی	شَرقِيّ	شرقی	ADJ;NOM;INDF;MASC;SG	N;SG
شرقي	شرق	شَرقِيّ	شرق	ADJ;NOM;INDF;MASC;SG	N;SG
شرقي	شرقی	شَرقِيّ	شرقی	ADJ;NOM;INDF;MASC;SG	N;SG
قوي	توانا	قَوِيّ	None	ADJ;NOM;INDF;MASC;SG	N;SG
قوي	قدرتمند	قَوِيّ	قدرتمند	ADJ;NOM;INDF;MASC;SG	N;SG
ممكن	امکان	مُمكِن	امکان	ADJ;NOM;INDF;MASC;SG	N;SG
السلاح	سلاح	سِلَاح	سلاح	N;NOM;DEF;SG	N;PL
الاتفاق	چکیده	اِتِّفَاق	None	N;NOM;DEF;SG	ADJ;SG;3;V.PTCP
قادرة	توانا	قَادِر	None	ADJ;NOM;INDF;FEM;SG	N;SG
قادرة	توانایی	قَادِر	توانایی	ADJ;NOM;INDF;FEM;SG	N;SG
قادرة	لایق	قَادِر	لایق	ADJ;NOM;INDF;FEM;SG	N;SG
قادرة	توانا	قَادِر	None	ADJ;NOM;INDF;FEM;SG	N;SG
تلعب	پخش	لَعِب	پخش	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
تلعب	بازی	لَعِب	بازی	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
كريم	karim	كريم	karim		N;SG
كريم	کریم	كريم	کریم		N;SG
كريم	کرم	كريم	None		N;SG
كريم	خامه	كريم	خامه		N;SG
جنب	کنار	جَنب	کنار		ADP
جنب	پهلو	جَنب	پهلو		N;SG
جنب	طرف	جَنب	طرف		N;SG
ويلز	ولز	ويلز	ولز		N;SG
ويلز	ویلز	ويلز	ویلز		N;SG
ويلز	ولز	ويلز	ولز		N;SG
السابعة	هفتمین	سَابِع	هفتمین	ADJ;NOM;DEF;FEM;SG	NUM
الملوك	کینگز	مَلوَك	کینگز	N;NOM;DEF;PL	N;SG
المعالجة	درمانش	مُعَالَجَة	درمانش	N;NOM;DEF;SG	
هاشم	هاشم	هاشم	هاشم		N;SG
المنافسة	رقابتهای	مُنَافَسَة	رقابت	N;NOM;DEF;SG	N;PL
المنافسة	رقابتها	مُنَافَسَة	رقابت	N;NOM;DEF;SG	N;PL
الهولندي	هلندی	هُولَندِيّ	هلندی	ADJ;NOM;DEF;MASC;SG	N;SG
الهولندي	داچ	هُولَندِيّ	داچ	ADJ;NOM;DEF;MASC;SG	N;SG
الهولندي	هلند	هُولَندِيّ	هلند	ADJ;NOM;DEF;MASC;SG	N;SG
نظرة	ببین	نَظرَة	دید#بین	N;NOM;INDF;SG	V;IMP;SG;2
كارلوس	کارلوس	كَارلُوس	کارلوس		N;SG
كارلوس	اوس	كَارلُوس	اوس		N;SG
رسائل	پیام	رِسَالَة	پیام	N;NOM;INDF;PL	N;SG
الظاهرة	پدیدهای	ظَاهِرَة	پدید	N;NOM;DEF;SG	N;PL
الفئة	طبقاتی	فِئَة	None	N;NOM;DEF;SG	N;PL
بئر	بیر	بئر	بیر		INTJ
القواعد	گرامر	قَاعِدَة	گرامر	N;NOM;DEF;PL	N;SG
حافظ	حافظ	حافظ	حافظ		N;SG
ثانوية	ثانویه	ثَانَوِيّ	ثانویه	ADJ;NOM;INDF;FEM;SG	N;SG
ثانوية	ثانوی	ثَانَوِيّ	ثانوی	ADJ;NOM;INDF;FEM;SG	N;SG
التجارب	تجربه	تَجرِبَة	تجربه	N;NOM;DEF;PL	N;SG
ضخمة	بزرگی	ضَخم	بزرگی	ADJ;NOM;INDF;FEM;SG	N;SG
مناسبة	مناسب	مُنَاسَبَة	مناسب	N;NOM;INDF;SG	ADJ
ياباني	ژاپنی	يَابَانِيّ	ژاپنی	ADJ;NOM;INDF;MASC;SG	N;SG
بديل	جایگزین	بَدِيل	جایگزین	N;NOM;INDF;SG	ADJ
بديل	جایگزین	بَدِيل	جایگزین	N;NOM;INDF;SG	ADJ
السوفيتية	شوروی	سُوفِيّ	شوروی		N;SG
التقليدي	سنتی	تَقلِيدِيّ	سنت	ADJ;NOM;DEF;MASC;SG	N;SG
مشتركة	مفصل	مُشتَرَك	مفصل	ADJ;NOM;INDF;FEM;SG	N;SG
رسميا	رسما	رَسمِيّ	رسما	ADJ;ACC;INDF;MASC;SG	N;SG
المعادن	متال	مَعدِن	متال	N;NOM;DEF;PL	N;SG
المعادن	فلز	مَعدِن	فلز	N;NOM;DEF;PL	N;SG
المعادن	فلزی	مَعدِن	فلزی	N;NOM;DEF;PL	N;SG
المعادن	قلیایی	مَعدِن	قلیایی	N;NOM;DEF;PL	N;SG
المعادن	معدنی	مَعدِن	معدنی	N;NOM;DEF;PL	N;SG
زين	زین	زين	None		N;SG
زين	ذن	زين	ذن		N;SG
علاء	علا	علاء	علا		N;SG
علاء	آلا	علاء	آلا		N;SG
علاء	الا	علاء	None		
علاء	ala	علاء	ala		
بريطاني	بریتانیایی	برِيطَانِيّ	بریتانی	ADJ;NOM;INDF;MASC;SG	N;SG
بريطاني	بریتانیا	برِيطَانِيّ	None	ADJ;NOM;INDF;MASC;SG	N;SG
الحاضر	حاضر	حَاضِر	حاضر		ADJ
الحاضر	هدیه	حَاضِر	هدیه		N;SG
المهدي	mahdi	المهدي	mahdi		N;SG
المهدي	مهدی	المهدي	مهدی		N;SG
منخفضة	low	مُنخَفِض	low	ADJ;NOM;INDF;FEM;SG	N;SG
قاد	led	قَاد	led	V;PFV;MASC;SG;3;ACT	N;SG
قاد	رفاقت	قَاد	رفاقت	V;PFV;MASC;SG;3;ACT	N;SG
فنية	هنرمندانه	فَنِّيّ	هنرمندانه	ADJ;NOM;INDF;FEM;SG	ADV
فنية	هنرمندی	فَنِّيّ	هنرمند	ADJ;NOM;INDF;FEM;SG	N;SG
حبيب	حبیب	حبيب	حبیب		N;SG
حبيب	lover	حبيب	lover		N;SG
باي	خداحافظ	باي	خداحافظ		N;SG
باي	خلیج	باي	None		N;SG
باي	بای	باي	با		
بشرية	انسان	بَشَرِيّ	انسان	ADJ;NOM;INDF;FEM;SG	N;SG
بشرية	انسانی	بَشَرِيّ	انسانی	ADJ;NOM;INDF;FEM;SG	N;SG
بشرية	بشر	بَشَرِيّ	بشر	ADJ;NOM;INDF;FEM;SG	N;SG
البرمجيات	نرمافزار	بَرمَجِيّ	نرمافزار		N;SG
زاد	افزایش	زَاد	افزایش	V;PFV;MASC;SG;3;ACT	N;SG
بعيد	دور	بُعَيدَ	دور		ADP
الفارسية	فارسی	فَارِسِيّ	فارسی		N;SG
الفارسية	پرشین	فَارِسِيّ	پرشین		N;SG
الفارسية	ایرانیان	فَارِسِيّ	ایرانی		N;PL
الفارسية	ایرانی	فَارِسِيّ	ایرانی		N;SG
الفارسية	فارسی	فَارِسِيّ	فارسی		N;SG
مهم	مهمند	مُهِمّ	مهمند	ADJ;NOM;INDF;MASC;SG	N;SG
رياضيات	ریاضیات	رياضيات	ریاضی	N;NOM;INDF;PL	N;SG
رياضيات	ریاضی	رياضيات	ریاضی	N;NOM;INDF;PL	N;SG
رياضيات	ریاضیات	رياضيات	ریاضی	N;NOM;INDF;PL	N;SG
رياضيات	ریاضی	رياضيات	ریاضی	N;NOM;INDF;PL	N;SG
رياضيات	ریاضیات	رياضيات	ریاضی	N;NOM;INDF;PL	N;SG
رياضيات	math	رياضيات	math	N;NOM;INDF;PL	N;SG
حسني	حسنی	حسني	حسنی		N;SG
ذهبية	زرین	ذَهَبِيّ	None	ADJ;NOM;INDF;FEM;SG	N;SG
ذهبية	گلدن	ذَهَبِيّ	گلدن	ADJ;NOM;INDF;FEM;SG	N;SG
ذهبية	طلائی	ذَهَبِيّ	طلایی	ADJ;NOM;INDF;FEM;SG	N;SG
محمية	محفوظ	محمية	None	N;NOM;INDF;SG	ADJ
معامل	ضریب	مُعَامِل	ضریب	N;NOM;INDF;PL	N;SG
المهام	توابع	مَهَمَّة	توابع	N;NOM;DEF;PL	N;SG
المهام	تکالیف	مَهَمَّة	تکالیف	N;NOM;DEF;PL	N;SG
تيار	جاری	تَيَّار	جاری	N;NOM;INDF;SG	ADJ
فترات	دوران	فَترَة	دوره	N;NOM;INDF;PL	N;SG
قابلة	مامای	قَابِل	ماما	ADJ;NOM;INDF;FEM;SG	N;SG
قابلة	ماما	قَابِل	ماما	ADJ;NOM;INDF;FEM;SG	N;SG
قابلة	قابله	قَابِل	قابله	ADJ;NOM;INDF;FEM;SG	
قابلة	مامایی	قَابِل	مامایی	ADJ;NOM;INDF;FEM;SG	N;SG
ثنائية	دوتایی	ثُنَائِيّ	دوتایی	ADJ;NOM;INDF;FEM;SG	N;SG
ثنائية	دودویی	ثُنَائِيّ	دودویی	ADJ;NOM;INDF;FEM;SG	N;SG
ثنائية	دوجانبه	ثُنَائِيّ	دوجانبه	ADJ;NOM;INDF;FEM;SG	N;SG
ثنائية	دوطرفه	ثُنَائِيّ	دوطرفه	ADJ;NOM;INDF;FEM;SG	N;SG
شاه	shah	شاه	shah		N;SG
شاه	شاه	شاه	شاه		N;SG
كوميديا	کمدی	كُومِيدِيَا	None		N;SG
خيال	تخیلات	خيال	تخیل	N;NOM;INDF;SG	N;PL
خيال	تصورات	خيال	تصورت	N;NOM;INDF;SG	N;PL
خيال	وهم	خيال	وهم	N;NOM;INDF;SG	
وليام	ویلیام	وليام	ویلیام		N;SG
تشيلي	شیلی	تشِيلِي	شیلی		N;SG
تشيلي	شیلی	تشِيلِي	شیلی		N;SG
حقيقية	رئال	حَقِيقِيّ	رئال	ADJ;NOM;INDF;FEM;SG	N;SG
حقيقية	حقیقی	حَقِيقِيّ	حقیقی	ADJ;NOM;INDF;FEM;SG	N;SG
نصوص	متن	نَصّ	متن	N;NOM;INDF;PL	N;SG
الخير	good	خَير	good	N;NOM;DEF;SG	
الخير	خوب	خَير	خوب	N;NOM;DEF;SG	ADV
الخير	خوبش	خَير	خوبش	N;NOM;DEF;SG	
هونغ	چسبید	هُونغ	چسید#چس		V;SG;3;PST
هونغ	آویخته	هُونغ	آویخت#آویز		V;SG;3;V.PTCP
هونغ	آویزان	هُونغ	آویزان		N;SG
هونغ	هونگ	هُونغ	هونگ		N;SG
هونغ	هوانگ	هُونغ	هوانگ		N;SG
هونغ	هانگ	هُونغ	هانگ		N;SG
هونغ	هنگ	هُونغ	هنگ		N;SG
يوما	یوما	يَوم	یوما	N;ACC;INDF;SG	INTJ
مايكروسوفت	مایکروسافت	مَايكرُوسُوفت	مایکروسافت		N;SG
مايكروسوفت	microsoft	مَايكرُوسُوفت	microsoft		N;SG
يوحنا	جان	يوحنا	جان		N;SG
يوحنا	یوحنا	يوحنا	یوحنا		N;SG
رصد	پایش	رَصد	پایش	N;NOM;INDF;SG	
كنتاكي	کنتاکی	كنتاكي	کنتاکی		N;SG
الزمان	time	زَمَان	time	N;NOM;DEF;SG	
دراجات	دوچرخه	دِرَاجَة	دوچرخه	N;NOM;INDF;PL	N;SG
اول	ابتدا	أَوَّل	ابتدا	ADJ;NOM;INDF;MASC;SG	N;SG
التعرف	بشناسید	تَعَرُّف	شناست#شناس	N;NOM;DEF;SG	V;SBJV;PL;2;PRS
التعرف	میشناسند	تَعَرُّف	نمشت#رشاس	N;NOM;DEF;SG	V;PL;3;PRS
الطبقات	لایه	طَبَقَة	لایه	N;NOM;DEF;PL	N;SG
صدام	صدام	صدام	صدام		N;SG
صدام	کلش	صدام	کلش		N;SG
صدام	برخورد	صدام	برخورد		N;SG
ترى	see	رَأَى	see	V;IPFV;FEM;IND;SG;3;FIN;ACT	
ترى	دیدن	رَأَى	دیدن	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;SG
يعرض	هدایای	عَرَّض	هدیه	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;PL
يعرض	کادو	عَرَّض	کادو	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;SG
حارة	گرم	حَارّ	گرم	N;NOM;INDF;SG	ADJ
الهولندية	هلند	هُولَندِيّ	هلند	ADJ;NOM;DEF;FEM;SG	N;SG
الهولندية	هلندی	هُولَندِيّ	هلندی	ADJ;NOM;DEF;FEM;SG	N;SG
الهولندية	داچ	هُولَندِيّ	داچ	ADJ;NOM;DEF;FEM;SG	N;SG
الهولندية	هلند	هُولَندِيّ	هلند	ADJ;NOM;DEF;FEM;SG	N;SG
الخيرية	صدقه	خَيرِيّ	صدقه	ADJ;NOM;DEF;FEM;SG	N;SG
الخيرية	زکات	خَيرِيّ	None	ADJ;NOM;DEF;FEM;SG	N;SG
