het	το	het	ο	PRO;3	DET;NOM;DEF;NEUT;SG
conflict	συγκρούσεις	conflict	σύγκρουση	N;NEUT;SG	N;NOM;FEM;PL
ontwikkelde	αναπτύχθηκαν	ontwikkelen	αναπτύσσω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
vrede	ειρηνη	vrede	ειρηνη	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
militair	στρατός	militair	στρατός	ADJ	N;NOM;MASC;SG
militair	στρατιωτικά	militair	στρατιωτικά	ADJ	ADV
spreken	μίλα	spreken	μίλος	V;NFIN	
chris	chris	chris	chris	N;MASC+FEM;SG	
chris	κρις	chris	κρις	N;MASC+FEM;SG	
vlucht	πτήσεις	vlucht	πτήση	N;MASC+FEM;SG	N;NOM;FEM;PL
toevoegen	πρόσθεση	toevoegen	πρόσθεση	V;NFIN	N;NOM;FEM;SG
toevoegen	προσθήκη	toevoegen	προσθήκη	V;NFIN	N
tijden	times	tijd	times	N;PL	
zijde	μεταξωτά	zijde	μεταξωτά	N;MASC+FEM;SG	N;NOM;NEUT;PL
zijde	side	zijde	side	N;MASC+FEM;SG	
biedt	προσφορές	bieden	προσφορά	V;SG;PRS;FIN	N;NOM;FEM;PL
economie	οικονομικά	economie	οικονομικά	N;MASC+FEM;SG	ADV
pro	pro	pro	pro	N;MASC+FEM;SG	
hall	hall	hall	hall	N;MASC+FEM;SG	
hall	χολ	hall	χολ	N;MASC+FEM;SG	
uitspraak	κυβερνών	uitspraak	κυβέρνα	N;MASC+FEM;SG	N;GEN;FEM;PL
haarlem	haarlem	haarlem	haarlem	PROPN;NEUT;SG	
ridder	νάιτ	ridder	νάιτ	N;MASC+FEM;SG	
slechte	bad	slecht	bad	ADJ	
geschikt	ενδεδειγμένη	geschikt	ενδείκνυμαι	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
geschikt	κατάλληλα	geschikt	κατάλληλα	ADJ	ADV
geschikt	κατάλληλα	geschikt	κατάλληλα	ADJ	ADV
blauwe	μπλέ	blauw	μπλέ	ADJ	N
blauwe	μπλε	blauw	μπλε	ADJ	N
blauwe	γαλάζιο	blauw	γαλάζιος	ADJ	N;NOM;NEUT;SG
uss	uss	uss	uss	N;MASC+FEM;SG	
juan	juan	juan	juan	N;MASC+FEM;SG	
juan	χουάν	juan	χουάν	N;MASC+FEM;SG	
kamp	καμπ	kamp	καμπ	N;NEUT;SG	
kamp	καμπ	kamp	καμπ	N;NEUT;SG	
wikimedia	wikimedia	wikimedia	wikimedia	V;SG;PST;FIN	
nieuws	ειδήσεις	nieuws	είδηση	ADJ	N;NOM;FEM;PL
nieuws	νεα	nieuws	νέος	ADJ	N;NOM;FEM;SG
nieuws	news	nieuws	news	ADJ	
ontvangen	παραλαβή	ontvangen	παραλαβή	V;V.PTCP	N;NOM;FEM;SG
indiase	ινδιάνος	indiase	ινδιάνος	ADJ	N;NOM;MASC;SG
zondag	κυριακή	zondag	κυριακή	PROPN;MASC+FEM;SG	N;ACC;FEM;SG
arthur	arthur	arthur	arthur	N;MASC+FEM;SG	
arthur	άρθουρ	arthur	άρθουρ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
egypte	αίγυπτος	egypt	αίγυπτος	N;NEUT;SG	PROPN;NOM;NEUT;SG
egypte	αίγυπτο	egypt	αίγυπτος	N;NEUT;SG	PROPN;ACC;FEM;SG
oog	eye	oog	eye	N;NEUT;SG	
bond	μποντ	bond	μποντ	N;MASC+FEM;SG	
bond	bond	bond	bond	N;MASC+FEM;SG	
beschermd	προστατευόμενων	beschermen	προστατεύω	V;V.PTCP	ADJ;GEN;MASC;PL
ierland	ιρλανδία	ierland	ιρλανδία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
ierland	ιρλανδια	ierland	ιρλανδια	PROPN;NEUT;SG	PROPN;NOM;FEM;SG
vogels	πουλί	vogel	πουλί	N;PL	N;NOM;NEUT;SG
vogels	πτηνό	vogel	πτηνός	N;PL	N;NOM;NEUT;SG
kanaal	channel	kanaal	channel	N;NEUT;SG	
luxemburg	λουξεμβούργο	luxemburg	λουξεμβούργο	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
veranderen	αλλαγή	veranderen	αλλαγή	V;NFIN	N;ACC;FEM;SG
veranderen	μεταβολή	veranderen	μεταβολή	V;NFIN	N;NOM;FEM;SG
veranderen	ρέστα	veranderen	ρέστα	V;NFIN	N;NOM;NEUT;PL
christian	κριστιάν	christian	κριστιάν	N;MASC+FEM;SG	
christian	christian	christian	christian	N;MASC+FEM;SG	
christian	χριστιανοί	christian	χριστιανός	N;MASC+FEM;SG	N;NOM;MASC;PL
christian	κρίστιαν	christian	κρίστιαν	N;MASC+FEM;SG	
oceaan	ωκεανός	oceaan	ωκεανός	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
traditionele	παραδοσιακά	traditioneel	παραδοσιακός	ADJ	ADV
ring	ρινγκ	ring	ρινγκ	N;MASC+FEM;SG	
ton	τόνους	ton	τόνος	N;MASC+FEM;SG	N;ACC;MASC;PL
ton	τόνοι	ton	τόνος	N;MASC+FEM;SG	N;NOM;MASC;PL
ton	τόνους	ton	τόνος	N;MASC+FEM;SG	N;ACC;MASC;PL
ton	τόνοι	ton	τόνος	N;MASC+FEM;SG	N;NOM;MASC;PL
ton	ton	ton	ton	N;MASC+FEM;SG	
carlos	κάρλος	carlos	κάρλος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
carlos	carlos	carlos	carlos	N;MASC+FEM;SG	
reis	travel	reis	travel	N;MASC+FEM;SG	
reis	ταξίδια	reis	ταξίδι	N;MASC+FEM;SG	N;NOM;NEUT;PL
tempel	τεμπλ	tempel	τεμπλ	N;MASC+FEM;SG	
toekomst	μελλοντικός	toekomst	μελλοντικός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
regionale	περιφερειακά	regionaal	περιφερειακός	ADJ	ADV
luchthaven	αερολιμένας	luchthaven	αερολιμένος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
koninklijk	royal	koninklijk	royal	ADJ	
koninklijk	ρόγιαλ	koninklijk	ρόγιαλ	ADJ	
eindhoven	eindhoven	eindhoven	eindhoven	PROPN;NEUT;SG	
ziekenhuis	νοσοκομείων	ziekenhuis	νοσοκομείο	N;NEUT;SG	N;GEN;NEUT;PL
ziekenhuis	νοσοκομεία	ziekenhuis	νοσοκομείο	N;NEUT;SG	N;NOM;NEUT;PL
rondom	γύρω	rondom	γύρω	ADP	ADV
rondom	γυρω	rondom	γυρω	ADP	ADV
rondom	τριγύρω	rondom	τριγύρω	ADP	ADV
gemengd	μεικτή	mengen	μεικτός	V;V.PTCP	PROPN;NOM;FEM;SG
gemengd	μεικτό	mengen	μεικτός	V;V.PTCP	N;NOM;NEUT;SG
gemengd	μικτή	mengen	μικτός	V;V.PTCP	ADJ;NOM;FEM;SG
gemengd	μεικτά	mengen	μεικτός	V;V.PTCP	ADV
gemengd	μεικτές	mengen	μεικτός	V;V.PTCP	N;NOM;FEM;PL
rgb	rgb	rgb	rgb	N;PL	
turkse	τουρκικά	turks	τουρκικός	ADJ	ADV
turkse	τούρκος	turks	τούρκος	ADJ	N;NOM;MASC;SG
populair	δημοφιλή	populair	δημοφιλός	ADJ	ADV
populair	δημοφιλές	populair	δημοφιλής	ADJ	ADV
populair	δημοφιλή	populair	δημοφιλός	ADJ	ADV
handel	συναλλαγές	handel	συναλλαγή	N;MASC+FEM;SG	N;NOM;FEM;PL
francisco	φρανσίσκο	francisco	φρανσίσκο	N;MASC+FEM;SG	
francisco	francisco	francisco	francisco	N;MASC+FEM;SG	
steve	steve	steve	steve	N;MASC+FEM;SG	
steve	στιβ	steve	στιβ	N;MASC+FEM;SG	
steve	στηβ	steve	στηβ	N;MASC+FEM;SG	
saksen	σαξονία	saksen	σαξονία	N;PL	PROPN;ACC;FEM;SG
saksen	sachsen	saksen	sachsen	N;PL	
speciaal	special	speciaal	special	ADJ	
speciaal	σπέσιαλ	speciaal	σπέσιαλ	ADJ	N;NOM;FEM;SG
boom	μπουμ	boom	μπουμ	N;MASC+FEM;SG	
lijken	πτώματα	lijken	πτώμα	V;PRS;NFIN	N;NOM;NEUT;PL
lijken	σώματα	lijken	σώμα	V;PRS;NFIN	N;NOM;NEUT;PL
lijken	κορμιά	lijken	κορμιά	V;PRS;NFIN	N;NOM;NEUT;PL
lijken	πτώματα	lijken	πτώμα	V;PRS;NFIN	N;NOM;NEUT;PL
aangemaakt	παραγόμενα	aanmaken	παραγόμενος	V;V.PTCP	ADV
big	μεγάλη	big	μεγάλος	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
big	μεγάλα	big	μεγάλος	N;MASC+FEM;SG	ADJ;NOM;NEUT;PL
big	μεγάλος	big	μεγάλος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
big	μεγάλο	big	μεγάλος	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
achtergrond	ιστορικό	achtergrond	ιστορικός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
washington	ουάσιγκτον	washington	ουάσιγκτον	N;MASC+FEM;SG	
washington	washington	washington	washington	N;MASC+FEM;SG	
washington	ουάσινγκτον	washington	ουάσινγκτον	N;MASC+FEM;SG	
washington	γουάσινγκτον	washington	γουάσινγκτον	N;MASC+FEM;SG	
min	μιν	min	μιν	ADV	
min	min	min	min	ADV	
geloof	πίστη	geloven	πίστα	V;SG;PRS;FIN	N;NOM;FEM;SG
geloof	φέιθ	geloven	φέιθ	V;SG;PRS;FIN	N
geloof	πιστέψτε	geloven	πιστέψτε	V;SG;PRS;FIN	V;PFV;IND;PL;2;PST;FIN;ACT
geloof	πίστεψε	geloven	πιστεύω	V;SG;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
geloof	πεποίθηση	geloven	πεποίθηση	V;SG;PRS;FIN	N;ACC;FEM;SG
young	νέος	young	νέος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
gordon	γκόρντον	gordon	γκόρντος	N;MASC+FEM;SG	
gordon	gordon	gordon	gordon	N;MASC+FEM;SG	
titels	τίτλους	titel	τίτλο	N;PL	NUM;NOM;MASC;PL
titels	τίτλοι	titel	τίτλος	N;PL	NUM;NOM;MASC;PL
verbeteren	βελτίωση	verbeteren	βελτίωση	V;NFIN	N;ACC;FEM;SG
verbeteren	βελτίωση	verbeteren	βελτίωση	V;NFIN	N;ACC;FEM;SG
snelheid	στροφές	snelheid	στροφή	N;MASC+FEM;SG	N;NOM;FEM;PL
uefa	uefa	uefa	uefa	N;MASC+FEM;SG	
zet	βάλτε	zetten	βάλτε	V;SG;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
bekijken	θεα	bekijken	θεα	V;NFIN	N;NOM;FEM;SG
bekijken	θέα	bekijken	θέα	V;NFIN	N;NOM;FEM;SG
bekijken	όψη	bekijken	όψο	V;NFIN	N;NOM;FEM;SG
bekijken	προβολή	bekijken	προβολή	V;NFIN	N;NOM;FEM;SG
bekijken	view	bekijken	view	V;NFIN	
out	έξω	out	έξω		ADV
out	out	out	out		
out	εξω	out	εξω		ADV
jazz	τζαζ	jazz	τζαζ	N;MASC+FEM;SG	
winter	χειμώνα	winter	χειμώνω	N;MASC+FEM;SG	N;NOM;NEUT;PL
winter	γουίντερ	winter	γουίντερ	N;MASC+FEM;SG	
groen	πράσινα	groen	πράσινος	ADJ	ADV
groen	πράσινο	groen	πράσινο	ADJ	PROPN;NOM;NEUT;SG
groen	πρασινο	groen	πρασινο	ADJ	N;NOM;NEUT;SG
www	www	www	www	N;MASC+FEM;SG	
woonde	έζησαν	wonen	χάνω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;ACT
aparte	ξεχωριστά	apart	ξεχωριστώ	ADJ	ADV
aparte	χωριστά	apart	χωριστώ	ADJ	ADV
kapitein	καπετάνιος	kapitein	καπετάνιος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
kapitein	καπετάνιος	kapitein	καπετάνιος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
otto	ότο	otto	ότο	N;MASC+FEM;SG	
otto	otto	otto	otto	N;MASC+FEM;SG	
hoek	γωνιακό	hoek	γωνιακός	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
lees	διάβαζε	lezen	διαβάζω	V;SG;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
lees	ανάγνωση	lezen	ανάγνωση	V;SG;PRS;FIN	N;NOM;FEM;SG
lees	διαβάστε	lezen	διαβάζω	V;SG;PRS;FIN	N
lees	διάβασε	lezen	διαβάζω	V;SG;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
hongarije	ουγγαρία	hongarije	ουγγαρία	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
hongarije	ουγγαρίας	hongarije	ουγγαρία	PROPN;NEUT;SG	PROPN;GEN;FEM;SG
graven	τάφους	graven	τάφος	V;NFIN	N;NOM;MASC;PL
graven	τάφοι	graven	τάφος	V;NFIN	N;NOM;NEUT;PL
graven	σκάψιμο	graven	σκάψιμο	V;NFIN	N;NOM;NEUT;SG
graven	ανασκαφή	graven	ανασκαφή	V;NFIN	N;NOM;FEM;SG
graven	τάφους	graven	τάφος	V;NFIN	N;NOM;MASC;PL
graven	τάφοι	graven	τάφος	V;NFIN	N;NOM;NEUT;PL
graven	γκρέιβς	graven	γκρέια	V;NFIN	PROPN;NOM;MASC;SG
graven	σκάψιμο	graven	σκάψιμο	V;NFIN	N;NOM;NEUT;SG
rio	ρίο	rio	ρίο	N;MASC+FEM;SG	
rio	ριο	rio	ριο	N;MASC+FEM;SG	
onafhankelijk	ανεξάρτητα	onafhankelijk	ανεξάρτητα	ADJ	ADV
onafhankelijk	ανεξαρτησία	onafhankelijk	ανεξαρτησία	ADJ	N;NOM;FEM;SG
elektrische	ηλεκτρικά	elektrisch	ηλεκτρικά	ADJ	ADV
elektrische	ηλεκτρικά	elektrisch	ηλεκτρικά	ADJ	ADV
stenen	λίθοι	steen	λίθος	N;PL	ADJ;NOM;MASC;PL
stenen	stone	steen	stone	N;PL	
stenen	πέτρα	steen	πέτρο	N;PL	N;NOM;FEM;SG
stenen	στόουν	steen	στόω	N;PL	PROPN;NOM;NEUT;SG
mannelijke	άνδρας	mannelijk	άντρας	ADJ	N;NOM;MASC;SG
mannelijke	άρρεν	mannelijk	άρρεν	ADJ	N;NOM;MASC;SG
theorie	θεωρεία	theorie	θεωρείο	N;MASC+FEM;SG	N;NOM;FEM;PL
michel	μισέλ	michel	μισέλ	N;MASC+FEM;SG	
michel	michel	michel	michel	N;MASC+FEM;SG	
edward	έντουαρντ	edward	έντουαρντ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
edward	edward	edward	edward	N;MASC+FEM;SG	
edward	εντουαρντ	edward	εντουαρντ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
scott	σκοτ	scoten	σκοτ	N;MASC+FEM;SG	
scott	scott	scoten	scott	N;MASC+FEM;SG	
hard	σκληρά	hard	σκληρά	ADJ	ADV
zilver	ασημί	zilver	ασημί	N;NEUT;SG	N;NOM;NEUT;PL
zilver	ασημένια	zilver	ασημένιος	N;NEUT;SG	ADV
zilver	σίλβερ	zilver	σίλβερ	N;NEUT;SG	
zilver	silver	zilver	silver	N;NEUT;SG	
bronzen	χάλκινο	bronzen	χάλκινος	V;NFIN	N;NOM;NEUT;SG
commonscat	commonscat	commonscat	commonscat	N;MASC+FEM;SG	
effect	επιπτώσεις	effect	επίπτωση	N;NEUT;SG	N;NOM;FEM;PL
effect	εφέ	effect	εφέ	N;NEUT;SG	
marc	μαρκ	marc	μαρκ	N;MASC+FEM;SG	
marc	μάρκ	marc	μάρκ	N;MASC+FEM;SG	
marc	marc	marc	marc	N;MASC+FEM;SG	
turkije	τουρκία	turkije	τουρκία	N;NEUT;SG	PROPN;ACC;FEM;SG
twintig	twenty	twintig	twenty	NUM	
nassau	νασάου	nassau	νασά	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
antwoord	απάντησε	antwoord	απαντώ	N;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
antwoord	απαντήστε	antwoord	απαντώ	N;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
antwoord	απαντήστε	antwoord	απαντώ	N;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
kiezen	επιλογή	kiezen	επιλογή	V;NFIN	N;NOM;FEM;SG
anne	αννα	anne	αννας	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
anne	anne	anne	anne	N;MASC+FEM;SG	
anne	ανν	anne	ανν	N;MASC+FEM;SG	
noemt	τηλεφωνήματα	noemen	τηλεφωνήματα	V;SG;PRS;FIN	N;NOM;NEUT;PL
noemt	κλήσεις	noemen	κλήση	V;SG;PRS;FIN	N;NOM;FEM;PL
uitsluitend	αποκλειστικά	uitsluitend	αποκλειστικά	ADJ	ADV
roger	ελήφθη	roog	λαμβάνω	N;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
roger	ρότζερ	roog	ρότζερ	N;MASC+FEM;SG	
verwijdering	διαγραφή	verwijdering	διαγραφή	N;MASC+FEM;SG	ADV
coach	coach	coach	coach	N;MASC+FEM;SG	
opening	ανοίγω	opening	ανοίγω	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
opening	εγκαίνια	opening	εγκαίνιος	N;MASC+FEM;SG	N;NOM;NEUT;PL
river	ρίβερ	river	ρίβερ	N;MASC+FEM;SG	
wenen	βιέννης	wenen	βιέννης	PROPN;NEUT;SG	PROPN;GEN;FEM;SG
wenen	βιέννη	wenen	βιέννος	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
bad	bad	bad	bad	N;NEUT;SG	
bad	κακός	bad	κακός	N;NEUT;SG	ADJ;NOM;MASC;SG
bad	κακό	bad	κακός	N;NEUT;SG	ADJ;NOM;NEUT;SG
bad	κακή	bad	κακός	N;NEUT;SG	ADJ;NOM;FEM;SG
free	δωρεάν	free	δωρεάν		
free	free	free	free		
free	ελεύθερος	free	ελεύθερος		ADJ;NOM;MASC;SG
free	ελεύθερη	free	ελεύθερος		ADJ;NOM;FEM;SG
redirect	ανακατεύθυνση	redirect	ανακατεύθυνση	ADV	V;PFV;IND;SG;3;PST;FIN;PASS
code	κωδικός	code	κωδικός	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
angeles	άντζελες	angel	άντζελος	PROPN;NEUT;SG	PROPN;NOM;FEM;PL
ernst	ernst	ernst	ernst	N;MASC+FEM;SG	
ernst	έρνεστ	ernst	έρνεστ	N;MASC+FEM;SG	
malen	άλεση	maal	άλεση	N;PL	N;NOM;FEM;SG
malen	άλεση	maal	άλεση	N;PL	N;NOM;FEM;SG
malen	άλεσμα	maal	άλεσμα	N;PL	N;NOM;NEUT;SG
zichtbaar	ορατό	zichtbaar	ορατός	ADJ	N;ACC;MASC;SG
jongen	κιντ	jongen	κιντ	N;MASC+FEM;SG	
lager	κάτω	laag	κάτω	ADJ;CMPR	ADV
lager	κατώτερη	laag	κατώς	ADJ;CMPR	N;NOM;FEM;SG
lager	χαμηλότερα	laag	χαμηλά	ADJ;CMPR	ADV;CMPR
vliegen	πέτα	vliegen	πέτα	V;NFIN	N
vliegen	μύγα	vliegen	μύγα	V;NFIN	N;NOM;FEM;SG
vliegen	πέταγμα	vliegen	πέταγμα	V;NFIN	N;NOM;NEUT;SG
vliegen	ιπτάμενο	vliegen	ιπτάμενος	V;NFIN	N;NOM;NEUT;SG
verslagen	χτυπημένο	verslag	χτυπημένος	N;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
verslagen	χτυπημένος	verslag	χτυπημένος	N;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
verslagen	ηττήθηκε	verslag	ηττώμαι	N;PL	V;PFV;IND;SG;3;PST;FIN;PASS
verslagen	νίκησε	verslag	νικώ	N;PL	V;PFV;IND;SG;3;PST;FIN;ACT
voedsel	τροφές	voedsel	τροφή	N;NEUT;SG	N;NOM;FEM;PL
voedsel	τρόφιμα	voedsel	τρόφιμα	N;NEUT;SG	N;NOM;NEUT;PL
veroorzaakt	αιτίες	veroorzaken	αιτία	V;V.PTCP	N;NOM;FEM;PL
veroorzaakt	αίτια	veroorzaken	αίτιο	V;V.PTCP	N;NOM;NEUT;PL
steen	stone	steen	stone	N;MASC+FEM;SG	
steen	στόουν	steen	στόω	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
steen	rock	steen	rock	N;MASC+FEM;SG	
steen	ροκ	steen	ροκ	N;MASC+FEM;SG	
doelpunten	γκολ	doelpunt	γκολ	N;PL	
mooi	πανέμορφη	mooi	πανέμορφος	ADJ	N;NOM;FEM;SG
achtste	όγδοη	acht	όγδος	ADJ	N;ACC;FEM;SG
achtste	όγδοο	acht	όγδοο	ADJ	N;NOM;NEUT;SG
vissen	ιχθείς	vissen	ιχθής	V;NFIN	ADJ;NOM;MASC;PL
vissen	ψάρι	vissen	ψάρι	V;NFIN	N;NOM;NEUT;SG
vissen	ψάρια	vissen	ψάριος	V;NFIN	N;NOM;NEUT;PL
vissen	αλιεία	vissen	αλιεία	V;NFIN	N;NOM;FEM;SG
vissen	ψάρεμα	vissen	ψάρεμα	V;NFIN	N;NOM;NEUT;SG
vissen	αλιείας	vissen	αλιεία	V;NFIN	N;GEN;FEM;SG
blauw	μπλέ	blauw	μπλέ	ADJ	N
blauw	μπλε	blauw	μπλε	ADJ	N
blauw	γαλάζιο	blauw	γαλάζιος	ADJ	N;NOM;NEUT;SG
karl	κάρλ	karl	κάρλ	N;MASC+FEM;SG	
karl	karl	karl	karl	N;MASC+FEM;SG	
leek	φάνηκε	lijken	φαίνομαι	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
leek	φαινόταν	lijken	φαίνομαι	V;SG;PST;FIN	V;IPFV;IND;SG;3;PST;FIN;PASS
oostelijke	ανατολικά	oostelijk	ανατολικά	ADJ	ADV
griekenland	ελλάδα	griekenland	ελλάδα	N;NEUT;SG	PROPN;ACC;FEM;SG
griekenland	greece	griekenland	greece	N;NEUT;SG	
griekenland	ελλάς	griekenland	ελλάς	N;NEUT;SG	PROPN;NOM;FEM;SG
super	σούπερ	super	σούπερ	ADJ	N;FEM;SG
super	super	super	super	ADJ	
super	υπερ	super	υπερ	ADJ	ADP
super	σουπερ	super	σουπερ	ADJ	N;NOM;SG
will	γουίλ	will	γουίλ		
will	will	will	will		
will	θα	will	θα		PART
mike	mike	mike	mike	N;MASC+FEM;SG	
mike	μάικ	mike	μάικ	N;MASC+FEM;SG	
victor	βίκτορ	victor	βίκτορ	N;MASC+FEM;SG	
victor	βίκτωρ	victor	βίκτωρ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
victor	victor	victor	victor	N;MASC+FEM;SG	
praktijk	πρακτική	praktijk	πρακτικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
oscar	όσκαρ	oscar	όσκαρ	PROPN;NEUT;SG	
oscar	oscar	oscar	oscar	PROPN;NEUT;SG	
oscar	οσκαρ	oscar	οσκαρ	PROPN;NEUT;SG	
techniek	μηχανική	techniek	μηχανικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
techniek	τεχνική	techniek	τεχνικός	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
complex	σύνθετο	complex	σύνθετος	N;NEUT;SG	ADJ;NOM;NEUT;SG
complex	σύνθετη	complex	σύνθετος	N;NEUT;SG	ADV
complex	πολύπλοκος	complex	πολύπλοκος	N;NEUT;SG	ADJ;NOM;MASC;SG
complex	σύνθετα	complex	σύνθετος	N;NEUT;SG	ADJ;NOM;NEUT;PL
kandidaat	υποψήφια	kandidaat	υποψήφιος	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
kandidaat	υποψήφιος	kandidaat	υποψήφιος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
vóór	πρίν	voor	πρίν	ADP	N
vóór	πριν	voor	πριν	ADP	ADV
erin	έριν	erin	έριν	ADV	
zevende	έβδομη	zeven	έβδομος	ADJ	PROPN;NOM;FEM;SG
zevende	έβδομο	zeven	έβδομος	ADJ	NUM;NOM;NEUT;SG
temperatuur	θερμοκρασίες	temperatuur	θερμοκρασία	N;MASC+FEM;SG	N;NOM;FEM;PL
schade	κακώσεις	schade	κάκωση	N;MASC+FEM;SG	N;NOM;FEM;PL
schade	ζημίες	schade	ζημία	N;MASC+FEM;SG	N;NOM;FEM;PL
schade	ζημιές	schade	ζημιά	N;MASC+FEM;SG	N;NOM;FEM;PL
schade	ζημίες	schade	ζημία	N;MASC+FEM;SG	N;NOM;FEM;PL
schade	ζημιές	schade	ζημιά	N;MASC+FEM;SG	N;NOM;FEM;PL
krant	εφημερίδες	krant	εφημερίδα	N;MASC+FEM;SG	N;NOM;FEM;PL
loopbaan	καριέρες	loopbaan	καριέρα	N;MASC+FEM;SG	N;VOC;FEM;PL
hit	χτύπησε	hit	χτυπώ	N;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
hit	χτύπα	hit	χτύπος	N;MASC+FEM;SG	V;PFV;IND;SG;1;PST;FIN;ACT
tony	τόνι	tony	τόνι	N;MASC+FEM;SG	
tony	τόνυ	tony	τόνος	N;MASC+FEM;SG	
stemming	ψηφίστε	stemming	ψηφίζω	N;MASC+FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
ofwel	είτε	ofwel	είτε	ADV	CONJ
portugese	πορτογαλικά	portugees	πορτογαλικά	ADJ	ADV
portugese	πορτογάλοι	portugees	πορτογάλος	ADJ	PROPN;NOM;MASC;PL
voornaamste	κύρια	voornaam	κύριος	ADJ;RL	ADV
são	σάο	são	σάος	N;MASC+FEM;SG	
indruk	εντυπωσιασμένος	indruk	εντυπωσιασμένος	N;MASC+FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
joden	εβραίοι	jood	εβραίος	N;PL	ADJ;NOM;MASC;PL
joden	εβραίους	jood	εβραίος	N;PL	PROPN;ACC;MASC;PL
post	mail	post	mail	N;MASC+FEM;SG	
post	post	post	post	N;MASC+FEM;SG	
moord	ανθρωποκτονίες	moord	ανθρωποκτονία	N;MASC+FEM;SG	N;NOM;FEM;PL
moord	ανθρωποκτονιών	moord	ανθρωποκτονία	N;MASC+FEM;SG	N;GEN;FEM;PL
normaal	φυσιολογικά	normaal	φυσιολογικά	ADJ	ADV
normaal	κανονικά	normaal	κανονικά	ADJ	ADV
kosten	cost	kosten	cost	V;NFIN	
kosten	κόστος	kosten	κόστος	V;NFIN	N;NOM;NEUT;SG
kosten	έξοδα	kosten	έξοδο	V;NFIN	N;NOM;NEUT;PL
kosten	κόστος	kosten	κόστος	V;NFIN	N;NOM;NEUT;SG
wetenschap	επιστήμες	wetenschap	επιστήμα	N;MASC+FEM;SG	N;NOM;FEM;PL
state	state	state	state	N;MASC+FEM;SG	
video	video	video	video	N;MASC+FEM;SG	
eric	ερικ	eric	ερικ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
eric	eric	eric	eric	N;MASC+FEM;SG	
eric	έρικ	eric	έρικ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
cornelis	cornelis	cornelis	cornelis	N;MASC+FEM;SG	
olympisch	ολυμπιακό	Olympisch	ολυμπιακός	ADJ	
zon	κυρ	zon	κυρ	N;MASC+FEM;SG	
zon	ήλιος	zon	ήλιος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
uitleg	εξηγήσεις	uitleg	εξήγηση	N;MASC+FEM;SG	N;NOM;FEM;PL
uitleg	επεξηγήσεις	uitleg	επεξήγηση	N;MASC+FEM;SG	N;NOM;FEM;PL
