של	shel	של	shel	PART;GEN	PROPN
המוח	cerveaux	המוח	cerveau		N;MASC;PL
המוח	cérébrale	המוח	cérébral		ADJ;FEM;SG
המוח	cerveau	המוח	cerveau		N;MASC;SG
המוח	cervelle	המוח	cervelle		N;FEM;SG
עיראק	irak	עיראק	irak	PROPN	PROPN
עיראק	iraq	עיראק	iraq	PROPN	PROPN
המסורת	tradition	המסורה	tradition	PROPN	N;FEM;SG
המסורת	traditions	המסורה	tradition	PROPN	N;FEM;PL
מותר	autorisé	מותר	autoriser	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
מותר	autorisés	מותר	autoriser	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
מותר	autorisées	מותר	autoriser	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
אוקראינה	ukraine	אוקראינה	ukrainer	PROPN	ADJ;FEM;SG
ראיון	entrevues	ראיון	entrevue	N;MASC;SG	V;FEM;PL;PST;V.PTCP
רפאל	raphael	רפאל	raphael	PROPN	PROPN
רפאל	raphaël	רפאל	raphaël	PROPN	PROPN
רפאל	rafael	רפאל	rafael	PROPN	PROPN
רפאל	raphaël	רפאל	raphaël	PROPN	PROPN
פירוק	démanteler	פירוק	démanteler	N;MASC;SG	V;NFIN
היכולת	capacité	היכולת	capacité	PROPN	N;FEM;SG
היכולת	aptitude	היכולת	aptitude	PROPN	N;FEM;SG
רוצים	veulent	רצה	vouloir	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
רוצים	envie	רצה	envie	V;MASC;PL;V.PTCP;ACT	N;FEM;SG
רוצים	veux	רצה	vouloir	V;MASC;PL;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
רוצים	voulez	רצה	vouloir	V;MASC;PL;V.PTCP;ACT	V;IMP;PL;2;PRS;FIN
חובה	devoir	חובה	devoir	N;FEM;SG	V;NFIN
חובה	exigée	חובה	exiger	N;FEM;SG	V;FEM;SG;PST;V.PTCP
חובה	exigé	חובה	exiger	N;FEM;SG	V;MASC;SG;PST;V.PTCP
חובה	requise	חובה	requise	N;FEM;SG	V;FEM;SG;PST;V.PTCP
חובה	nécessaire	חובה	nécessaire	N;FEM;SG	ADJ;MASC;SG
חובה	obligatoire	חובה	obligatoire	N;FEM;SG	ADJ;MASC;SG
חובה	requis	חובה	requérir	N;FEM;SG	V;MASC;SG;PST;V.PTCP
חובה	obligatoire	חובה	obligatoire	N;FEM;SG	ADJ;MASC;SG
חובה	obligatoires	חובה	obligatoire	N;FEM;SG	ADJ;MASC;PL
חובה	obligatoirement	חובה	obligatoirement	N;FEM;SG	ADV
חובה	obligatoire	חובה	obligatoire	N;FEM;SG	ADJ;MASC;SG
חובה	obligatoires	חובה	obligatoire	N;FEM;SG	ADJ;MASC;PL
אתיופיה	éthiopie	אתיופיה	éthiopie	PROPN	N;FEM;SG
אתיופיה	ethiopie	אתיופיה	ethiopier	PROPN	N;FEM;SG
לקח	pris	לקח	prendre	N;MASC;SG	V;MASC;SG;PST;V.PTCP
לקח	prit	לקח	prendre	N;MASC;SG	V;IND;SG;3;PST;FIN
הצד	latéraux	הצד	latéral		ADJ;MASC;PL
הצד	côté	הצד	côté		N;MASC;SG
הצד	latérale	הצד	latéral		ADJ;FEM;SG
הצד	latéral	הצד	latéral		N;MASC;SG
הכלל	règle	הכלל	règle	PROPN	N;FEM;SG
ערבים	arabe	ערבי	arabe	N;MASC;PL	ADJ;MASC;SG
ערבים	arabes	ערבי	arabe	N;MASC;PL	ADJ;MASC;PL
ערבים	arabes	ערבי	arabe	N;MASC;PL	ADJ;MASC;PL
שירותי	services	שירותי	service	PROPN	N;MASC;PL
מארק	marc	מארק	marc	PROPN	N;MASC;SG
מארק	marquer	מארק	marquer	PROPN	V;NFIN
מארק	marque	מארק	marque	PROPN	N;FEM;SG
מארק	mark	מארק	mark	PROPN	PROPN
סירב	refusées	סירב	refuser	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
סירב	refusés	סירב	refuser	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
נבנתה	construits	נבנה	construire	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נבנתה	construits	נבנה	construire	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
מקס	max	המקס	max	PROPN	N;MASC;SG
מקס	maxi	המקס	maxi	PROPN	N;MASC;SG
מקס	maxime	המקס	maxime	PROPN	PROPN
מקס	maximum	המקס	maximum	PROPN	ADJ;MASC;SG
מעשי	pratique	מעשה	pratique	N;PSSD;MASC;PL	ADJ;FEM;SG
ממוקם	situés	מוקם	situer	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
ממוקם	placés	מוקם	placer	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
ממוקם	placées	מוקם	placer	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
אוכלוסיית	populations	אוכלוסייה	population	N;PSSD;FEM;SG	N;FEM;PL
מאפשרת	permettant	None	permettre	V;FEM;SG;V.PTCP	V;PRS;V.PTCP
מאפשרת	permet	None	permettre	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN
בכורה	première	בכורה	premier	N;FEM;SG	ADJ;FEM;SG
בכורה	premiere	בכורה	premier	N;FEM;SG	ADJ;FEM;SG
כתיבה	ecrire	כתיבה	ecrire	N;FEM;SG	V;NFIN
כתיבה	écrire	כתיבה	écrire	N;FEM;SG	V;NFIN
ישראליות	israélien	ישראלי	israélien	N;FEM;PL	ADJ;MASC;SG
ישראליות	israélienne	ישראלי	israélien	N;FEM;PL	ADJ;FEM;SG
ישראליות	israéliens	ישראלי	israélien	N;FEM;PL	ADJ;MASC;PL
ישראליות	israéliennes	ישראלי	israélien	N;FEM;PL	ADJ;FEM;PL
זמנית	provisoire	זמנית	provisoire	ADV	ADJ;MASC;SG
זמנית	temporaires	זמנית	temporaire	ADV	ADJ;MASC;PL
זמנית	temporaire	זמנית	temporaire	ADV	ADJ;MASC;SG
חוקר	enquêter	חוקר	enquêter	N;MASC;SG	V;NFIN
חוקר	explorateurs	חוקר	explorateur	N;MASC;SG	N;MASC;PL
חוקר	explorer	חוקר	explorer	N;MASC;SG	V;NFIN
קהל	auditoires	קהל	auditoire	N;MASC;SG	N;MASC;PL
מחלות	maladie	מחלה	maladie	N;FEM;PL	N;FEM;SG
גבעת	givat	גבעה	givat	PROPN	PROPN
גבעת	hill	גבעה	hill	PROPN	PROPN
גבעת	colline	גבעה	colline	PROPN	N;FEM;SG
ירוק	vertes	ירוק	vert	ADJ;MASC;SG	ADJ;FEM;PL
בראון	brown	בראון	brown	PROPN	PROPN
בראון	marron	בראון	marron	PROPN	N;MASC;SG
בראון	bruns	בראון	brun	PROPN	ADJ;MASC;PL
בראון	brun	בראון	brun	PROPN	ADJ;MASC;SG
בראון	brunes	בראון	brun	PROPN	ADJ;FEM;PL
בראון	brune	בראון	brune	PROPN	N;FEM;SG
בראון	braun	בראון	braun	PROPN	PROPN
עידן	eer	עידן	eer	PROPN	N;MASC;SG
עידן	era	עידן	era	PROPN	PROPN
עידן	époque	עידן	époque	PROPN	N;FEM;SG
האוקיינוס	océan	האוקיינוס	océan	PROPN	N;MASC;SG
הופיעו	apparu	הופיע	apparaître	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הופיעו	apparut	הופיע	apparaître	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
הופיעו	paru	הופיע	paraître	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הופיעו	parut	הופיע	paraître	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
הופיעו	semblait	הופיע	sembler	V;PL;3;PST;ACT	V;IND;SG;3;IPFV;FIN
ציבורי	publics	ציבורי	public	ADJ;MASC;SG	ADJ;MASC;PL
ציבורי	publiques	ציבורי	public	ADJ;MASC;SG	ADJ;FEM;PL
ציבורי	publiquement	ציבורי	publiquement	ADJ;MASC;SG	ADV
קפטן	captain	קפטן	captain	PROPN	PROPN
קפטן	capitaine	קפטן	capitaine	PROPN	N;MASC;SG
הניצחון	victoire	הניצחון	victoire	PROPN	N;FEM;SG
הניצחון	victoires	הניצחון	victoire	PROPN	N;FEM;PL
תרגם	traduire	תרגם	traduire	PROPN	V;NFIN
תרגם	traduit	תרגם	traduire	PROPN	V;MASC;SG;PST;V.PTCP
הופעה	performances	הופעה	performance	N;FEM;SG	N;FEM;PL
הציג	introduits	הציג	introduire	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
הציג	introduites	הציג	introduire	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
להימנע	refrain	נמנע	refrain	V;NFIN;MID	N;MASC;SG
קולומביה	colombie	קולומביה	colombie	PROPN	PROPN
קולומביה	columbia	קולומביה	columbia	PROPN	PROPN
קולומביה	colombie	קולומביה	colombie	PROPN	PROPN
להחליף	interrupteur	החליף	interrupteur	V;NFIN;ACT	N;MASC;SG
להחליף	commutateur	החליף	commutateur	V;NFIN;ACT	N;MASC;SG
הכנסות	revenu	הכנסה	revenir	N;FEM;PL	V;MASC;SG;PST;V.PTCP
ובמיוחד	particulièrement	ובמיוחד	particulièrement	PROPN	ADV
ובמיוחד	surtout	ובמיוחד	surtout	PROPN	ADV
ובמיוחד	spécialement	ובמיוחד	spécialement	PROPN	ADV
לאומית	nationaux	לאומי	national	ADV	ADJ;MASC;PL
לאומית	national	לאומי	national	ADV	ADJ;MASC;SG
לאומית	nationale	לאומי	national	ADV	ADJ;FEM;SG
לאומית	nationales	לאומי	national	ADV	ADJ;FEM;PL
יתום	orphelin	יתום	orphelin		ADJ;MASC;SG
יתום	orphelines	יתום	orpheline		N;FEM;PL
יתום	orphelins	יתום	orphelin		N;MASC;PL
יתום	orpheline	יתום	orphelin		ADJ;FEM;SG
יתום	orphelin	יתום	orphelin		ADJ;MASC;SG
יתום	orpheline	יתום	orphelin		ADJ;FEM;SG
יתום	orphelines	יתום	orpheline		N;FEM;PL
יתום	orphelins	יתום	orphelin		N;MASC;PL
רע	méchant	רע	méchant	N;MASC;SG	ADJ;MASC;SG
רע	mal	רע	mal	N;MASC;SG	ADV
רע	mauvaise	רע	mauvais	N;MASC;SG	ADJ;FEM;SG
רע	mauvais	רע	mauvais	N;MASC;SG	ADJ;MASC;SG
החורף	hiver	החורף	hiver	ADV	N;MASC;SG
החורף	hivers	החורף	hiver	ADV	N;MASC;PL
ביצע	engagés	ביצע	engager	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
מקומית	locale	מקומית	local	ADV	ADJ;FEM;SG
מקומית	local	מקומית	local	ADV	ADJ;MASC;SG
מקומית	locales	מקומית	local	ADV	ADJ;FEM;PL
מקומית	locaux	מקומית	local	ADV	ADJ;MASC;PL
העלה	téléchargés	העלה	téléchargé	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
העלה	feuille	העלה	feuille	V;MASC;SG;3;PST;ACT	N;FEM;SG
העלה	leaf	העלה	leaf	V;MASC;SG;3;PST;ACT	N;FEM;SG
העלה	feuilles	העלה	feuille	V;MASC;SG;3;PST;ACT	N;FEM;PL
הציוני	sioniste	הציון	sioniste	PROPN	ADJ;MASC;SG
הזיכרון	souvenir	הזיכרון	souvenir	PROPN	V;NFIN
הזיכרון	souvenirs	הזיכרון	souvenir	PROPN	N;MASC;PL
הזיכרון	mémoire	הזיכרון	mémoire	PROPN	N;FEM;SG
בריאות	sain	בריאות	sain	N;FEM;SG	ADJ;MASC;SG
בריאות	saine	בריאות	sain	N;FEM;SG	ADJ;FEM;SG
בקלות	facilement	בקלה	facilement		ADV
בקלות	aisément	בקלה	aisément		ADV
בקלות	facile	בקלה	facile		ADJ;MASC;SG
בקלות	faciles	בקלה	facile		ADJ;MASC;PL
בקלות	easy	בקלה	easy		N;MASC;SG
בקלות	facilité	בקלה	faciliter		V;FEM;SG;PST;V.PTCP
כינוי	alias	כינוי	alias	N;MASC;SG	ADV
כינוי	pseudonymes	כינוי	pseudonyme	N;MASC;SG	N;MASC;PL
פירושונים	homonymie	פירושונים	homonymie	N	ADJ;FEM;SG
דיין	danois	דיין	danois	PROPN	ADJ;MASC;SG
דיין	dane	דיין	dane	PROPN	PROPN
דיין	dayan	דיין	dayan	PROPN	PROPN
השמיני	viii	השמין	viii	PROPN	NUM
בשיר	bashir	בשיר	bashir		PROPN
פנה	tourne	פנה	tourner	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PRS;FIN
פנה	turn	פנה	turn	V;MASC;SG;3;PST;ACT	N;MASC;SG
פנה	tournez	פנה	tourner	V;MASC;SG;3;PST;ACT	V;IMP;PL;2;PRS;FIN
לוס	los	לוס	el	PROPN	PROPN
לוס	luce	לוס	luce	PROPN	PROPN
נובמבר	novembre	נובמבר	novembre	PROPN	N;MASC;SG
תרופות	drogue	תרופה	drogue	N;FEM;PL	N;FEM;SG
תרופות	médication	תרופה	médication	N;FEM;PL	N;FEM;SG
תרופות	médicament	תרופה	médicament	N;FEM;PL	N;MASC;SG
אליזבת	elizabeth	אליזבת	elizabeth	PROPN	ADJ;MASC;SG
אליזבת	élisabeth	אליזבת	élisabeth	PROPN	N;FEM;SG
אליזבת	élisabeth	אליזבת	élisabeth	PROPN	N;FEM;SG
אליזבת	elisabeth	אליזבת	elisabeth	PROPN	N;FEM;SG
באה	venir	בא	venir	N;FEM;SG	V;NFIN
שורה	rangées	שורה	rangée	N;FEM;SG	V;FEM;PL;PST;V.PTCP
שורה	rangée	שורה	rangée	N;FEM;SG	V;FEM;SG;PST;V.PTCP
דתי	religieux	דתי	religieux	N;MASC;SG	ADJ;MASC;SG
דתי	religieuses	דתי	religieux	N;MASC;SG	ADJ;FEM;PL
דתי	religieuse	דתי	religieux	N;MASC;SG	ADJ;FEM;SG
בכיר	seniors	בכיר	senior	ADJ;MASC;SG	ADJ;MASC;PL
בכיר	senior	בכיר	senior	ADJ;MASC;SG	N;MASC;SG
מדויק	précises	מדויק	précis	ADJ;MASC;SG	ADJ;FEM;PL
מדויק	précises	מדויק	précis	ADJ;MASC;SG	ADJ;FEM;PL
מדויק	exactement	מדויק	exactement	ADJ;MASC;SG	ADV
מדויק	exactes	מדויק	exact	ADJ;MASC;SG	ADJ;FEM;PL
תיבות	boîtes	תיבה	boîte		N;FEM;PL
תיבות	cartons	תיבה	carton		N;MASC;PL
תיבות	boites	תיבה	boîte		N;FEM;PL
תיבות	coffrets	תיבה	coffret		N;MASC;PL
תיבות	caisses	תיבה	caisse		N;FEM;PL
בקשת	demander	בקשה	demander	N;FEM;SG	V;NFIN
בקשת	demandez	בקשה	demander	N;FEM;SG	V;IMP;PL;2;PRS;FIN
ורשה	varsovie	ורשה	varsovie	PROPN	PROPN
מינית	sexuellement	מיני	sexuellement	N;FEM;SG	ADV
מאפיינים	caractéristiques	אפיין	caractéristique	V;MASC;PL;V.PTCP;ACT	ADJ;FEM;PL
מאפיינים	attributs	אפיין	attribut	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מאפיינים	caractéristiques	אפיין	caractéristique	V;MASC;PL;V.PTCP;ACT	ADJ;FEM;PL
מאפיינים	fonctions	אפיין	fonction	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
מאפיינים	fonctionnalités	אפיין	fonctionnalité	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
מאפיינים	propriétés	אפיין	propriété	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
הגן	gènes	הגן	gène		N;MASC;PL
הגן	gène	הגן	gène		N;MASC;SG
הגן	gene	הגן	gene		PROPN
הגן	jardins	הגן	jardin		N;MASC;PL
הגן	jardin	הגן	jardin		N;MASC;SG
אחרונות	dernier	אחרון	dernier	N;FEM;PL	ADJ;MASC;SG
אחרונות	dernière	אחרון	dernier	N;FEM;PL	ADJ;FEM;SG
אחרונות	derniers	אחרון	dernier	N;FEM;PL	ADJ;MASC;PL
אחרונות	dernières	אחרון	dernier	N;FEM;PL	ADJ;FEM;PL
אחרונות	récents	אחרון	récent	N;FEM;PL	ADJ;MASC;PL
אחרונות	récent	אחרון	récent	N;FEM;PL	ADJ;MASC;SG
אחרונות	récentes	אחרון	récent	N;FEM;PL	ADJ;FEM;PL
אחרונות	récente	אחרון	récent	N;FEM;PL	ADJ;FEM;SG
המבצע	fonctionnement	המבצע	fonctionnement	PROPN	N;MASC;SG
המבצע	opération	המבצע	opération	PROPN	N;FEM;SG
טיסה	volants	טיסה	volant	N;FEM;SG	N;MASC;PL
טיסה	battant	טיסה	battre	N;FEM;SG	V;PRS;V.PTCP
טיסה	voler	טיסה	voler	N;FEM;SG	V;NFIN
מטען	bagages	מטען	bagage	N;MASC;SG	N;MASC;PL
מטען	valises	מטען	valise	N;MASC;SG	N;FEM;PL
מטען	charger	מטען	charger	N;MASC;SG	V;NFIN
לוין	levin	לוין	levin	PROPN	PROPN
לוין	levine	לוין	levin	PROPN	PROPN
בקיבוץ	kibboutz	בקיבוץ	kibboutz		N;MASC;SG
משמאל	gauche	משמאל	gauche	PROPN	ADJ;MASC;SG
בתנאי	fournies	בתנאי	fournir		V;FEM;PL;PST;V.PTCP
בתנאי	fourni	בתנאי	fournir		V;MASC;SG;PST;V.PTCP
בתנאי	fournie	בתנאי	fournir		V;FEM;SG;PST;V.PTCP
בתנאי	fournis	בתנאי	fournir		V;MASC;PL;PST;V.PTCP
הגליל	galilée	הגליל	galiler	PROPN	V;FEM;SG;PST;V.PTCP
הגליל	cylindre	הגליל	cylindre	PROPN	N;MASC;SG
הגליל	bouteille	הגליל	bouteille	PROPN	N;FEM;SG
הגליל	cylindres	הגליל	cylindre	PROPN	N;MASC;PL
הגליל	vérin	הגליל	vérin	PROPN	N;MASC;SG
מג	meg	מג	meg		PROPN
מג	mag	מג	mag		N;MASC;SG
רבין	rabin	רבין	rabin	PROPN	PROPN
השתמש	utilisation	השתמש	utilisation	V;MASC;SG;3;PST	N;FEM;SG
השתמש	utilise	השתמש	utiliser	V;MASC;SG;3;PST	V;IND;SG;3;PRS;FIN
השתמש	utilisez	השתמש	utiliser	V;MASC;SG;3;PST	V;IMP;PL;2;PRS;FIN
פרופיל	profils	פרופיל	profil	N;MASC;SG	N;MASC;PL
פרופיל	profilés	פרופיל	profiler	N;MASC;SG	V;MASC;PL;PST;V.PTCP
פרופיל	profils	פרופיל	profil	N;MASC;SG	N;MASC;PL
נע	déménagement	נע	déménagement		N;MASC;SG
נע	bouger	נע	bouger		V;NFIN
נע	déménager	נע	déménager		V;NFIN
אחרון	derniers	אחרון	dernier	ADJ;MASC;SG	ADJ;MASC;PL
אחרון	dernières	אחרון	dernier	ADJ;MASC;SG	ADJ;FEM;PL
ניסו	essayé	ניסה	essayer	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ניסו	tenté	ניסה	tenter	V;PL;3;PST;ACT	V;MASC;SG;PST;V.PTCP
לחיות	live	None	live	V;NFIN	PROPN
המשטר	régime	המשטר	régime	PROPN	N;MASC;SG
אזורי	régionales	אזור	régional	N;MASC;PL	ADJ;FEM;PL
אזורי	régionaux	אזור	régional	N;MASC;PL	ADJ;MASC;PL
אזורי	régional	אזור	régional	N;MASC;PL	ADJ;MASC;SG
יונייטד	unie	יונייטד	unie	PROPN	V;FEM;SG;PST;V.PTCP
יונייטד	unis	יונייטד	unir	PROPN	V;MASC;PL;PST;V.PTCP
יונייטד	unies	יונייטד	uni	PROPN	ADJ;FEM;PL
בואו	viens	בא	venir		V;IND;SG;1;PRS;FIN
בואו	venez	בא	venir		V;IMP;PL;2;PRS;FIN
בואו	come	בא	come		V
בואו	venir	בא	venir		V;NFIN
התקבל	reçues	התקבל	recevoir	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
התקבל	reçus	התקבל	recevoir	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
התקבל	acceptées	התקבל	accepter	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
התקבל	acceptés	התקבל	accepter	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
ירדן	jordanie	ירדן	jordanie	PROPN	N;FEM;SG
ירדן	jourdain	ירדן	jourdain	PROPN	PROPN
ירדן	jordanienne	ירדן	jordanien	PROPN	ADJ;FEM;SG
ירדן	jordan	ירדן	jordan	PROPN	PROPN
בולט	bolt	בולט	bolt	ADJ;MASC;SG	N;MASC;SG
בולט	boulon	בולט	boulon	ADJ;MASC;SG	N;MASC;SG
שוכן	réside	שכן	résider	PROPN	V;IND;SG;3;PRS;FIN
ההחלטה	décision	ההחלטה	décision	PROPN	N;FEM;SG
אגם	étang	אגם	étang	PROPN	N;MASC;SG
אגם	lac	אגם	lac	PROPN	N;MASC;SG
הבין	compris	הבין	comprendre	ADV	V;MASC;SG;PST;V.PTCP
הבין	réalisé	הבין	réaliser	ADV	V;MASC;SG;PST;V.PTCP
גלובוס	globe	גלובוס	globe	PROPN	N;MASC;SG
הוענק	accordées	הוענק	accorder	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
הוענק	décernés	הוענק	décerner	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
מתי	lorsque	מתי	lorsque	ADV	CONJ
מתי	quand	מתי	quand	ADV	CONJ
הקיץ	eté	הקיץ	être	PROPN	PROPN
הקיץ	été	הקיץ	être	PROPN	V;MASC;SG;PST;V.PTCP
הקומוניסטית	communiste	הקומוניסטי	communiste	N	ADJ;MASC;SG
פרץ	peretz	פרץ	peretz	V;MASC;SG;3;PST;ACT	PROPN
פרץ	piratés	פרץ	pirater	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
מקווה	espère	קיווה	espérer	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מקווה	espoirs	קיווה	espoir	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
מקווה	espoir	קיווה	espoir	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מקווה	espérance	קיווה	espérance	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מקווה	espérons	קיווה	espérer	V;MASC;SG;V.PTCP;ACT	V;IMP;PL;1;PRS;FIN
משותפת	partagées	משותף	partager	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
משותפת	partagée	משותף	partager	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
משותפת	partagé	משותף	partager	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
המצרי	égyptiens	המצרי	égyptien	PROPN	ADJ;MASC;PL
המצרי	égyptienne	המצרי	égyptien	PROPN	ADJ;FEM;SG
המצרי	égyptien	המצרי	égyptien	PROPN	ADJ;MASC;SG
דיסני	disney	דיסני	disney	PROPN	N;MASC;SG
ראובן	reuven	ראובן	reuven	PROPN	PROPN
ראובן	reuben	ראובן	reuben	PROPN	N;MASC;SG
ראובן	ruben	ראובן	ruben	PROPN	N;MASC;SG
ראובן	ruben	ראובן	ruben	PROPN	N;MASC;SG
משמר	gardes	משמר	garde	N;MASC;SG	N;MASC;PL
אלוהים	god	אלוהים	god	N;MASC;SG	INTJ
השופט	magistrat	השופט	magistrat	PROPN	N;MASC;SG
השופט	juger	השופט	juger	PROPN	V;NFIN
השופט	juge	השופט	juge	PROPN	N;MASC;SG
באייר	bayer	באייר	bayer	PROPN	N;MASC;SG
מקומי	localement	מקומי	localement	PROPN	ADV
מקומי	locale	מקומי	local	PROPN	ADJ;FEM;SG
מקומי	local	מקומי	local	PROPN	ADJ;MASC;SG
מקומי	locales	מקומי	local	PROPN	ADJ;FEM;PL
מקומי	locaux	מקומי	local	PROPN	ADJ;MASC;PL
תופעה	phénomènes	תופעה	phénomène	N;FEM;SG	N;MASC;PL
התקיים	existait	התקיים	exister	V;MASC;SG;3;PST	V;IND;SG;3;IPFV;FIN
התקיים	existaient	התקיים	exister	V;MASC;SG;3;PST	V;IND;PL;3;IPFV;FIN
מהלך	bouger	מהלך	bouger	N;MASC;SG	V;NFIN
מהלך	déménager	מהלך	déménager	N;MASC;SG	V;NFIN
מהלך	déplacer	מהלך	déplacer	N;MASC;SG	V;NFIN
נפטרה	décédés	נפטר	décéder	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נפטרה	défunt	נפטר	défunt	V;FEM;SG;3;PST;MID	ADJ;MASC;SG
שריון	armures	שריון	armure	N;MASC;SG	N;FEM;PL
שריון	armures	שריון	armure	N;MASC;SG	N;FEM;PL
הועלה	téléchargés	הועלה	téléchargé	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
פונקציה	fonctions	פונקציה	fonction	N;FEM;SG	N;FEM;PL
פונקציה	fonctions	פונקציה	fonction	N;FEM;SG	N;FEM;PL
השידור	diffusion	השידור	diffusion	PROPN	N;FEM;SG
השידור	radiodiffusion	השידור	radiodiffusion	PROPN	N;FEM;SG
השידור	diffuser	השידור	diffuser	PROPN	V;NFIN
בחיים	vivante	בחיים	vivant		ADJ;FEM;SG
בחיים	vivants	בחיים	vivant		ADJ;MASC;PL
בחיים	vivant	בחיים	vivre		V;PRS;V.PTCP
בחיים	vivantes	בחיים	vivant		ADJ;FEM;PL
בחיים	alive	בחיים	alive		N;MASC;SG
מוקדם	early	מוקדם	early	ADV	PROPN
מוקדם	précoce	מוקדם	précoce	ADV	ADJ;MASC;SG
להצביע	vote	הצביע	vote	V;NFIN;ACT	N;MASC;SG
הסובייטי	soviétique	הסובייטי	soviétique	PROPN	ADJ;MASC;SG
הסובייטי	soviet	הסובייטי	soviet	PROPN	N;MASC;SG
הסובייטי	soviétiques	הסובייטי	soviétique	PROPN	ADJ;MASC;PL
נסע	voyageait	נסע	voyager	N;MASC;SG	V;IND;SG;3;IPFV;FIN
נסע	voyagé	נסע	voyager	N;MASC;SG	V;MASC;SG;PST;V.PTCP
משפטים	loi	משפט	loi	N;MASC;PL	N;FEM;SG
משפטים	droit	משפט	droit	N;MASC;PL	N;MASC;SG
אמן	artiste	אמן	artiste		N;MASC;SG
אמן	artistes	אמן	artiste		N;MASC;PL
אמן	amen	אמן	amen		INTJ
מייסד	fondateur	ייסד	fondateur	PROPN	N;MASC;SG
מייסד	fondatrice	ייסד	fondatrice	PROPN	ADJ;FEM;SG
שכונת	voisinage	שכונה	voisinage	PROPN	N;MASC;SG
שכונת	quartier	שכונה	quartier	PROPN	N;MASC;SG
המשרד	bureaux	המשרד	bureau	PROPN	N;MASC;PL
המשרד	bureau	המשרד	bureau	PROPN	N;MASC;SG
רחבה	large	רחבה	large	N;FEM;SG	ADJ;MASC;SG
רחבה	vaste	רחבה	vaste	N;FEM;SG	ADJ;MASC;SG
רחבה	large	רחבה	large	N;FEM;SG	ADJ;MASC;SG
מהדורה	éditions	מהדורה	édition	N;FEM;SG	N;FEM;PL
בחלקו	partiellement	בחלק	partiellement		ADV
המפורסם	fameux	המפורסם	fameux	PROPN	ADJ;MASC;SG
המפורסם	célèbre	המפורסם	célèbre	PROPN	ADJ;MASC;SG
המפורסם	célèbres	המפורסם	célèbre	PROPN	ADJ;MASC;PL
מהר	rapide	מהר	rapide	ADV	ADJ;MASC;SG
מהר	rapides	מהר	rapide	ADV	ADJ;MASC;PL
מהר	dépêche	מהר	dépêcher	ADV	N;FEM;SG
כלב	chiens	כלב	chien	PROPN	N;MASC;PL
כלב	chien	כלב	chien	PROPN	N;MASC;SG
כלב	chienne	כלב	chienne	PROPN	N;FEM;SG
בטענה	revendication	בטענה	revendication		N;FEM;SG
בטענה	réclamer	בטענה	réclamer		V;NFIN
בטענה	affirmant	בטענה	affirmer		V;PRS;V.PTCP
בטענה	prétendant	בטענה	prétendre		V;PRS;V.PTCP
