gerais	gerais	gerais	gerais	N;INDF;SG	PROPN;INDF;MASC;SG
allsvenskan	алсвенскан	allsvenskan	алсвенскан	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
gjengen	банда	gjeng	банда	N;DEF;MASC;SG	N;INDF;FEM;SG
parallell	паралелно	parallell	паралелно	ADJ;INDF;SG	ADV
parallell	успоредно	parallell	успореден	ADJ;INDF;SG	ADV
parallell	успоредни	parallell	успореден	ADJ;INDF;SG	ADJ;INDF;PL
parallell	паралелни	parallell	паралелен	ADJ;INDF;SG	ADJ;INDF;PL
pre	пре	pre	пре	N;INDF;MASC;SG	ADV
pre	предварително	pre	предварително	N;INDF;MASC;SG	ADV
innvendig	вътрешно	innvendig	вътрешен	ADJ;INDF;NEUT;SG	ADV
innvendig	вътре	innvendig	вътре	ADJ;INDF;NEUT;SG	ADV
body	телесно	body	телесно	N	ADV
akutt	остро	akutt	остро	N;INDF;MASC;SG	ADV
give	дай	give	дам-(се)	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN
furu	пайн	furu	пайн	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
forberedt	приготвен	forberedt	приготвен	ADJ;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
forberedt	подготвен	forberedt	подготвя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
forberedt	подготвени	forberedt	подготвя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
forberedt	подготвено	forberedt	подготвя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
forberedt	подготвена	forberedt	подготвя-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sletter	изтриването	sletter	изтриване	N;INDF;FEM;PL	N;DEF;NEUT;SG
interwiki	interwiki	interwiki	interwiki	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
giles	джайлс	giles	джайлс	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
symbolsk	символично	symbolsk	символично	ADJ;INDF;SG	ADV
zambia	замбия	zambia	замбия	N;INDF;NEUT;SG	PROPN;INDF;FEM;SG
utfordret	предизвикан	utfordre	предизвикам	N;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
utfordret	предизвикана	utfordre	предизвикам	N;INDF;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
utfordret	предизвика	utfordre	предизвикам	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
reagerer	реагира	reagere	реагирам	V;IND;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
bom	бом	bom	бом	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
kunstverk	картини	kunstverk	картина	N;INDF;NEUT;SG	N;INDF;FEM;PL
burke	бърк	burke	бърк	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
bibelske	библейски	bibelsk	библейски	ADJ;PL	ADJ;INDF;MASC;SG
oppførte	действал	oppføre	действам	ADJ;PL;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
guttene	момчета	gutt	момче	N;DEF;FEM;PL	N;INDF;NEUT;PL
rockefeller	рокфелер	rockefeller	рокфелер	N;INDF;FEM;PL	N;INDF;MASC;SG
productions	постановки	productions	постановка	N;INDF;NEUT;SG	N;INDF;FEM;PL
productions	продукции	productions	продукция	N;INDF;NEUT;SG	N;INDF;FEM;PL
thai	тай	thai	така	N	PROPN;INDF;MASC;SG
thai	тайландски	thai	тайландски	N	ADJ;INDF;MASC;SG
michelle	мишел	michelle	мишел	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
granitt	гранит	grani	гранит	ADJ;INDF;SG	N;INDF;FEM;PL
building	сградата	building	сграда	N;INDF;FEM;SG	N;DEF;FEM;SG
bradley	брадли	bradley	брадл	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
brooks	брукс	brooks	брукс	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
carol	каръл	carol	каръл	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
carol	керъл	carol	керъл	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
carol	карол	carol	карол	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
crystal	кристална	crystal	кристален	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
crystal	кристално	crystal	кристално	N;INDF;MASC;SG	ADV
fargerike	пъстър	fargerik	пъстър	ADJ;PL	N;INDF;MASC;SG
shorts	шорти	short	шорт	N;INDF;MASC;SG	N;INDF;MASC;PL
wells	уелс	wells	уелс	PROPN	PROPN;INDF;MASC;SG
wells	кладенци	wells	кладенец	PROPN	N;INDF;MASC;PL
overkant	излишък	overkant	излишък	ADV	N;INDF;MASC;SG
husket	запомнен	husk	запомня	N;DEF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
emily	емили	emily	емил	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
naken	голо	naken	гол	ADJ;INDF;SG	N;INDF;NEUT;SG
naken	голи	naken	гол	ADJ;INDF;SG	ADJ;INDF;PL
naken	гола	naken	гол	ADJ;INDF;SG	N;INDF;MASC;SG
åbo	турку	åbo	турку	PROPN	N;INDF;MASC;SG
toer	дюс	to	дюс	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
grekere	гърци	grekere	грък	N;INDF;FEM;SG	N;INDF;MASC;PL
grekere	гърците	grekere	грък	N;INDF;FEM;SG	N;DEF;MASC;PL
arven	завет	arv	завет	N;DEF;MASC;SG	N;INDF;MASC;SG
arven	наследство	arv	наследство	N;DEF;MASC;SG	N;INDF;NEUT;SG
arven	наследство	arv	наследство	N;DEF;MASC;SG	N;INDF;NEUT;SG
aaron	аарон	aaron	аарон	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
aaron	арон	aaron	арон	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
aaron	аарън	aaron	аарън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
aaron	арън	aaron	арън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
pleier	обикновенно	pleie	обикновенно	V;IND;PRS;FIN	ADV
pleier	обикновено	pleie	обикновено	V;IND;PRS;FIN	ADV
giftige	отровно	giftig	отровно	ADJ;PL	ADV
fossum	fossum	fossum	fossum	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
cardiff	кардиф	cardiff	кардиф	PROPN	PROPN;INDF;MASC;SG
utfyllende	изчерпателна	utfyllende	изчерпателен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
utfyllende	всеобхватен	utfyllende	всеобхватен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
utfyllende	изчерпателно	utfyllende	изчерпателно	N;INDF;MASC;SG	ADV
utfyllende	изчерпателен	utfyllende	изчерпателен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
ssb	scb	ssb	аз	PROPN	PROPN;INDF;MASC;SG
irakiske	иракски	irakisk	иракски	ADJ;PL	ADJ;INDF;MASC;SG
adresser	адресите	adresse	адрес	N;INDF;FEM;PL	N;DEF;MASC;PL
catholic	католическа	catholic	католически	N	ADJ;INDF;FEM;SG
catholic	католическо	catholic	католически	N	ADV
arkivert	архивирани	arkivere	архивирам	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
arkivert	подадена	arkivere	подам-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
arkivert	подадено	arkivere	подам-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
enormt	огромно	enorm	огромен	ADJ;INDF;NEUT;SG	ADV
enormt	огромни	enorm	огромен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
pablo	пабло	pablo	пабло	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
objektet	предмет	objekt	предмет	N;DEF;NEUT;SG	N;INDF;MASC;SG
objektet	обект	objekt	обект	N;DEF;NEUT;SG	N;INDF;MASC;SG
cohen	коен	cohe	коен	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
imperial	имперски	imperial	имперски	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
forfølgelse	преследвания	forfølgelse	преследване	N;INDF;MASC;SG	N;INDF;NEUT;PL
lovgivning	закони	lovgivning	закон	N;INDF;FEM;SG	N;INDF;MASC;PL
feste	party	feste	party	N;INDF;NEUT;SG	ADJ
stranda	beach	strand	beach	N;DEF;FEM;SG	N;INDF;MASC;SG
stranda	плаж	strand	плаж	N;DEF;FEM;SG	N;INDF;MASC;SG
stranda	бряг	strand	бряг	N;DEF;FEM;SG	N;INDF;MASC;SG
kenny	кени	kenny	кен	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
fraser	фрази	frase	фразя	N;INDF;NEUT;SG	N;INDF;FEM;PL
penn	пен	panne	пен	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
forsterkninger	засилване	forsterkning	засилване	N;INDF;FEM;PL	N;INDF;NEUT;SG
forsterkninger	укрепване	forsterkning	укрепване	N;INDF;FEM;PL	N;INDF;NEUT;SG
forsterkninger	подсилване	forsterkning	подсилване	N;INDF;FEM;PL	N;INDF;NEUT;SG
hang	хунг	henge	хунг	V;IND;PST;FIN	ADV
presentere	подарък	presentere	подарък	V;NFIN	N;INDF;MASC;SG
presentere	настояще	presentere	настояще	V;NFIN	N;INDF;NEUT;SG
presentere	присъстващи	presentere	присъствам	V;NFIN	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
umiddelbar	моментално	umiddelbar	моментално	ADJ;INDF;SG	ADV
umiddelbar	незабавно	umiddelbar	незабавно	ADJ;INDF;SG	ADV
potensielle	потенциална	potensiell	потенциален	ADJ;PL	ADJ;INDF;FEM;SG
potensielle	потенциал	potensiell	потенциал	ADJ;PL	N;INDF;MASC;SG
ekspedisjoner	експедиции	ekspedisjon	експедиция	N;INDF;MASC;SG	N;INDF;FEM;PL
hopkins	хопкинс	hopkins	хопкинс	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
today	днеска	today	днеска	N;INDF;MASC;SG	ADV
today	днес	today	днес	N;INDF;MASC;SG	ADV
logisk	логично	logisk	логично	ADJ;INDF;NEUT;SG	ADV
kleopatra	клеопатра	kleopatre	клеопатър	N;DEF;FEM;SG	N;INDF;FEM;SG
støttes	подкрепен	støttes	подкрепя	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
støttes	подкрепи	støttes	подкрепя	N;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
støttes	подкрепена	støttes	подкрепя	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
støttes	поддържани	støttes	поддържам	N;INDF;MASC;SG	V;IPFV;INDF;PL;V.PTCP;PASS
støttes	подкрепено	støttes	подкрепя	N;INDF;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
lines	линии	line	линия	N;INDF;NEUT;SG	N;INDF;FEM;PL
lines	реплики	line	реплика	N;INDF;NEUT;SG	N;INDF;FEM;PL
lines	редове	line	ред	N;INDF;NEUT;SG	N;INDF;MASC;PL
unikt	уникално	unik	уникално	ADJ;INDF;NEUT;SG	ADV
unikt	уникални	unik	уникален	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
leiden	лайден	leid	лайден	N;DEF;MASC;SG	N;INDF;MASC;SG
schneider	шнайдер	schneide	шнайдер	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
elektroner	електроните	elektrone	електрон	N;INDF;FEM;PL	N;DEF;MASC;PL
geologisk	геоложки	geologisk	геоложка	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
geologisk	геоложка	geologisk	геоложка	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
geologisk	геоложки	geologisk	геоложка	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
boisduval	boisduval	boisduval	boisduval	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
geometri	геометрията	geometri	геометрия	N;INDF;NEUT;SG	N;DEF;FEM;SG
definerte	определени	definere	определя-(се)	ADJ;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
definerte	дефинирани	definere	дефинирам	ADJ;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
astronomiske	астрономически	astronomisk	астрономически	ADJ;PL	ADJ;INDF;MASC;SG
pedagogisk	образователно	pedagogisk	образователно	ADJ;INDF;NEUT;SG	ADV
pedagogisk	образователни	pedagogisk	образователен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
fredelig	мирно	fredelig	мирно	N;INDF;MASC;SG	ADV
fredelig	спокойна	fredelig	спокоен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
fredelig	спокоен	fredelig	спокоен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
ekspert	експертно	ekspert	експертно	N;INDF;MASC;SG	ADV
undervist	преподавал	undervist	преподавам	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
undervist	научени	undervist	науча-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
oppmuntret	насърчавани	oppmuntr	насърчавам-(се)	N;DEF;NEUT;SG	V;IPFV;INDF;PL;V.PTCP;PASS
göran	йоран	göran	йоран	N	PROPN;INDF;MASC;SG
montreal	монреал	montreal	монреал	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
hearts	сърца	hear	сърце	N;INDF;NEUT;SG	N;INDF;NEUT;PL
hearts	сърцата	hear	сърце	N;INDF;NEUT;SG	N;DEF;NEUT;PL
sardinia	сардиния	sardini	сардиния	N;INDF;FEM;SG	PROPN;INDF;FEM;SG
feire	празнува	feire	празнувам	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
feire	празнуват	feire	празнувам	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
feire	празнуваме	feire	празнувам	N;INDF;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
feire	празнуват	feire	празнувам	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
feire	празнуваме	feire	празнувам	N;INDF;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
helikopter	вертолети	helikopter	вертолет	N;INDF;NEUT;SG	N;INDF;MASC;PL
øyeblikkelig	моментално	øyeblikkelig	моментално	N;INDF;MASC;SG	ADV
øyeblikkelig	незабавно	øyeblikkelig	незабавно	N;INDF;MASC;SG	ADV
øyeblikkelig	мигновено	øyeblikkelig	мигновено	N;INDF;MASC;SG	ADV
øyeblikkelig	моментално	øyeblikkelig	моментално	N;INDF;MASC;SG	ADV
forklares	обяснено	forklare	обясня-(се)	N;INDF;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
magi	магии	magi	магия	N;INDF;MASC;SG	N;INDF;FEM;PL
stigende	изгряваща	stigende	изгрявам	N;INDF;MASC;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
stigende	възходящ	stigende	възходящ	N;INDF;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
hopper	скача	hoppe	скачам	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
hopper	скачане	hoppe	скачане	N;INDF;FEM;PL	N;INDF;NEUT;SG
hopper	скачам	hoppe	скачам	N;INDF;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
hopper	скача	hoppe	скачам	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
hopper	хопър	hoppe	хопър	N;INDF;FEM;PL	N;INDF;MASC;SG
kreps	раци	kreps	раци	N;INDF;MASC;SG	N;INDF;MASC;PL
anledningen	повод	anledning	повод	N;DEF;MASC;SG	N;INDF;MASC;SG
misjon	мисията	misjon	мисия	N;INDF;MASC;SG	N;DEF;FEM;SG
befestet	укрепен	befest	укрепен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
enstemmig	единодушно	enstemmig	единодушно	N;INDF;MASC;SG	ADV
enstemmig	единодушни	enstemmig	единодушен	N;INDF;MASC;SG	ADJ;INDF;PL
enstemmig	единодушно	enstemmig	единодушно	N;INDF;MASC;SG	ADV
klein	клайн	klein	клайн	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
originalen	оригинални	originale	оригинален	N;DEF;MASC;SG	ADJ;INDF;PL
originalen	оригинал	originale	оригинал	N;DEF;MASC;SG	N;INDF;MASC;SG
originalen	оригинално	originale	оригинален	N;DEF;MASC;SG	ADV
originalen	оригинална	originale	оригинален	N;DEF;MASC;SG	ADJ;INDF;FEM;SG
originalen	оригинален	originale	оригинален	N;DEF;MASC;SG	ADJ;INDF;MASC;SG
macdonald	макдоналд	macdonald	макдоналд	ADJ;INDF;SG	N;INDF;MASC;SG
prost	прост	prost	прост	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
toppet	гарнирани	topp	гарнирам	N;DEF;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
folkelig	популярно	folkelig	популярен	N;INDF;MASC;SG	ADV
folkelig	популярен	folkelig	популярен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
folkelig	популярна	folkelig	популярен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
folkelig	популярни	folkelig	популярен	N;INDF;MASC;SG	ADJ;INDF;PL
grenen	бранч	gren	бранч	N;DEF;MASC;SG	PROPN;INDF;MASC;SG
grenen	клон	gren	клон	N;DEF;MASC;SG	N;INDF;MASC;SG
grenen	клонче	gren	клонче	N;DEF;MASC;SG	N;INDF;NEUT;SG
grenen	клонка	gren	клонка	N;DEF;MASC;SG	N;INDF;FEM;SG
telefon	телефона	telefon	телефон	N;INDF;MASC;SG	N;DEF;MASC;SG
telefon	телефонът	telefon	телефон	N;INDF;MASC;SG	N;DEF;MASC;SG
ving	крилото	ving	крило	N;INDF;MASC;SG	N;DEF;NEUT;SG
ving	уинг	ving	уинг	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
sopp	гъбички	sopp	гъбичка	N;INDF;MASC;SG	N;INDF;FEM;PL
sopp	гъби	sopp	гъба	N;INDF;MASC;SG	N;INDF;FEM;PL
sopp	гъби	sopp	гъба	N;INDF;MASC;SG	N;INDF;FEM;PL
avslutningen	дипломиране	avslutning	дипломиране	N;DEF;MASC;SG	N;INDF;NEUT;SG
avslutningen	завършване	avslutning	завършване	N;DEF;MASC;SG	N;INDF;NEUT;SG
tommer	сантиметър	tom	сантиметър	N;INDF;FEM;PL	N;INDF;MASC;SG
tommer	инч	tom	инч	N;INDF;FEM;PL	N;INDF;MASC;SG
tommer	инча	tom	инча	N;INDF;FEM;PL	N;INDF;MASC;SG
tommer	см	tom	сантиметър	N;INDF;FEM;PL	N;INDF;MASC;SG
uklar	неясно	ukle	неясно	N;INDF;MASC;SG	ADV
uklar	неясен	ukle	неясен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
uklar	неясна	ukle	неясен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
uklar	неясни	ukle	неясен	N;INDF;MASC;SG	ADJ;INDF;PL
gradene	редици	grad	редица	N;DEF;FEM;PL	N;INDF;FEM;PL
fiji	фиджи	fiji	фиджа	N;INDF;NEUT;SG	N;INDF;PL
bevist	доказано	bevise	докажа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
bevist	доказан	bevise	докажа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bevist	доказана	bevise	докажа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
bevist	доказано	bevise	докажа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
bevist	доказани	bevise	докажа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
åndelig	духовни	åndelig	духовен	ADJ;INDF;SG	ADJ;INDF;PL
åndelig	духовното	åndelig	духовен	ADJ;INDF;SG	ADJ;DEF;NEUT;SG
åndelig	духовно	åndelig	духовен	ADJ;INDF;SG	ADV
medarbeider	работник	medarbeide	работник	N;INDF;NEUT;PL	N;INDF;MASC;SG
medarbeider	служител	medarbeide	служител	N;INDF;NEUT;PL	N;INDF;MASC;SG
medarbeider	служителка	medarbeide	служителка	N;INDF;NEUT;PL	N;INDF;FEM;SG
medarbeider	колега	medarbeide	колега	N;INDF;NEUT;PL	N;INDF;MASC;SG
medarbeider	сътрудник	medarbeide	сътрудник	N;INDF;NEUT;PL	N;INDF;MASC;SG
medarbeider	съдружник	medarbeide	съдружник	N;INDF;NEUT;PL	N;INDF;MASC;SG
kommisjon	комисионна	kommisjon	комисионен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
alla	алла	all	алла		PROPN;INDF;FEM;SG
taliban	талибаните	taliban	талибанин	N;INDF;NEUT;SG	N;DEF;MASC;PL
école	école	école	école	N;INDF;NEUT;SG	PROPN;INDF;NEUT;SG
dee	ди	dee	ди	N;INDF;NEUT;SG	PROPN
dee	дий	dee	дий	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
rome	рим	rome	рим	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
brått	внезапно	brå	внезапно	ADJ;INDF;NEUT;SG	ADV
brått	изведнъж	brå	изведнъж	ADJ;INDF;NEUT;SG	ADV
brått	внезапно	brå	внезапно	ADJ;INDF;NEUT;SG	ADV
goes	отива	goes	отивам-(си)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
avenue	авеню	avenue	авеню	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
fotografert	сниман	fotografere	снимам	ADJ;INDF;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
fotografert	снимана	fotografere	снимам	ADJ;INDF;SG;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
fotografert	снимано	fotografere	снима	ADJ;INDF;SG;V.PTCP	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
fotografert	заснето	fotografere	засне	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
domstol	съдът	domstol	съд	N;INDF;MASC;SG	N;DEF;MASC;SG
jamie	джейми	jamie	джейма	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
øre	уши	øre	ухо	N;INDF;NEUT;SG	N;INDF;MASC;PL
øre	ухото	øre	ухо	N;INDF;NEUT;SG	N;DEF;NEUT;SG
beskjeden	скромен	beskjed	скромен	N;DEF;MASC;SG	ADJ;INDF;MASC;SG
beskjeden	скромно	beskjed	скромен	N;DEF;MASC;SG	ADV
beskjeden	скромна	beskjed	скромен	N;DEF;MASC;SG	ADJ;INDF;FEM;SG
beskjeden	скромни	beskjed	скромен	N;DEF;MASC;SG	ADJ;INDF;PL
morrison	морисън	morrison	морисън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
alberta	алберта	alberte	алберт	PROPN	N;DEF;FEM;SG
oppbevart	държани	oppbevare	държа-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
synonym	синоним	synonym	синоним	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
jenta	момиченце	jente	момиченце	N;DEF;FEM;SG	N;INDF;NEUT;SG
jenta	момиче	jente	момиче	N;DEF;FEM;SG	N;INDF;NEUT;SG
konsentrerte	концентриран	konsentrere	концентрирам	ADJ;PL;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
konsentrerte	концентрирана	konsentrere	концентрирам	ADJ;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
konsentrerte	концентрирани	konsentrere	концентрирам	ADJ;PL;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
korstog	кръстоносци	korstog	кръстоносея	N;INDF;NEUT;SG	N;INDF;MASC;PL
brukernavn	username	brukernavn	username	N;INDF;NEUT;SG	ADJ
huskes	запомнен	huskes	запомня	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
niger	нигер	niger	нигер	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
erstattes	заменя	erstattes	заменям	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
erstattes	замества	erstattes	замествам	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
vor	vor	vor	vor	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
dante	данте	dante	данта	N;INDF;FEM;SG	PROPN;INDF;MASC;SG
catalonia	catalunya	catalonie	catalunya	N;DEF;FEM;SG	N;INDF;MASC;SG
afghanske	афганистан	afghansk	афганистан	ADJ;PL	N;DEF;MASC;SG
sokker	чорапите	sokker	чорап	N;INDF;MASC;SG	N;DEF;MASC;PL
sokker	чорапи	sokker	чорап	N;INDF;MASC;SG	N;INDF;MASC;PL
avklart	разрешен	avklare	разреша	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
avklart	решени	avklare	реша	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
avklart	решен	avklare	реша	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
avklart	решено	avklare	реша	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
jürgen	юрген	jürg	юрген	N;DEF;MASC;SG	PROPN;INDF;MASC;SG
laurent	лоран	laurent	лоран	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
fish	риби	fish	риба	N;INDF;MASC;SG	N;INDF;FEM;PL
mortensen	мортенсен	mortens	мортенсен	N;DEF;MASC;SG	ADJ;INDF;MASC;SG
buffalo	бизони	buffalo	бизон	N;INDF;NEUT;SG	N;INDF;MASC;PL
rue	рю	rue	рю	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
svinger	люлки	svinger	люлка	V;IND;PRS;FIN	N;INDF;FEM;PL
landsbyene	селища	landsby	селище	N;DEF;FEM;PL	N;INDF;NEUT;PL
landsbyene	села	landsby	село	N;DEF;FEM;PL	N;INDF;NEUT;PL
dører	вратите	dør	врата	N;INDF;FEM;PL	N;DEF;FEM;PL
borneo	борнео	borneo	борнео	N;INDF;NEUT;SG	ADV
templer	храмовете	temple	храм	N;INDF;MASC;PL	N;DEF;MASC;PL
keep	запази	keep	запазя-(се)	N	V;PFV;IMP;SG;2;FIN
alfabetisk	азбучен	alfabetisk	азбучен	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
alfabetisk	азбучно	alfabetisk	азбучно	ADJ;INDF;NEUT;SG	ADV
homofile	гейове	homofil	гей	N;INDF;MASC;SG	N;INDF;MASC;PL
homofile	обратни	homofil	обратен	N;INDF;MASC;SG	ADJ;INDF;PL
homofile	гейовете	homofil	гей	N;INDF;MASC;SG	N;DEF;MASC;PL
homofile	хомосексуалисти	homofil	хомосексуалист	N;INDF;MASC;SG	N;INDF;MASC;PL
homofile	хомосексуалистите	homofil	хомосексуалист	N;INDF;MASC;SG	N;DEF;MASC;PL
homofile	обратен	homofil	обратя	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
syriske	сирийски	syrisk	сирийски	ADJ;PL	ADJ;INDF;MASC;SG
visstnok	предполагаемо	visstnok	предполагаем	N;INDF;MASC;SG	ADV
visstnok	очевидно	visstnok	очевидно	N;INDF;MASC;SG	ADV
