орбиту	orbit	орбита	orbit	N;INAN;ACC;FEM;SG	PROPN;SG
занят	belegt	занять	belegen	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;V.PTCP
баз	grundlagen	база	grundlagen	N;INAN;GEN;FEM;PL	V;NFIN
баз	stützpunkte	база	stützpunkt	N;INAN;GEN;FEM;PL	ADJ;PL
баз	basen	база	base	N;INAN;GEN;FEM;PL	
баз	baz	база	baz	N;INAN;GEN;FEM;PL	PROPN;NOM;MASC;SG
добровольцев	freiwilligenarbeit	доброволец	freiwilligenarbeit	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;SG
добровольцев	helfer	доброволец	helf	N;ANIM;ACC;MASC;PL	ADJ
добровольцев	ehrenamtliche	доброволец	ehrenamtlich	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL
добровольцев	freiwillige	доброволец	freiwillig	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL
добровольцев	freiwilligen	доброволец	freiwillig	N;ANIM;ACC;MASC;PL	ADJ
добровольцев	ehrenamtlich	доброволец	ehrenamtlich	N;ANIM;ACC;MASC;PL	ADJ
добровольцев	freiwillig	доброволец	freiwillig	N;ANIM;ACC;MASC;PL	ADJ
добровольцев	freiwilliger	доброволец	freiwillig	N;ANIM;ACC;MASC;PL	ADJ
добровольцев	freiwillige	доброволец	freiwillig	N;ANIM;ACC;MASC;PL	ADJ;NOM;FEM;PL
добровольцев	freiwilligen	доброволец	freiwillig	N;ANIM;ACC;MASC;PL	ADJ
рождение	geburten	рождение	büren	N;INAN;NOM;NEUT;SG	V;NFIN
рождение	geburten	рождение	büren	N;INAN;NOM;NEUT;SG	V;NFIN
рождение	entbindung	рождение	entbindung	N;INAN;NOM;NEUT;SG	
отменить	rückgängig	отменить	rückgängig	V;PFV;NFIN;ACT	ADJ
винтовки	gewehren	винтовка	gewehren	N;INAN;NOM;FEM;PL	
самостоятельный	autonome	самостоятельный	autonom	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
доски	tafeln	доска	tafeln	N;INAN;NOM;FEM;PL	
доски	gremien	доска	gremien	N;INAN;NOM;FEM;PL	ADJ
доски	boards	доска	boards	N;INAN;NOM;FEM;PL	PROPN
доски	platten	доска	platt	N;INAN;NOM;FEM;PL	V;NFIN
доски	bretter	доска	brett	N;INAN;NOM;FEM;PL	ADJ
очевидна	offensichtliche	очевидный	offensichtlich	ADJ;FEM;SG	ADJ;NOM;FEM;PL
вступление	intro	вступление	intro	N;INAN;NOM;NEUT;SG	
существо	kreatur	существо	kreatur	N;INAN;NOM;NEUT;SG	
существо	kreaturen	существо	kreatur	N;INAN;NOM;NEUT;SG	N;NOM;PL
существо	geschöpf	существо	geschöpfen	N;INAN;NOM;NEUT;SG	
открытая	offene	открыть	offen	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
открытая	offen	открыть	offen	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	ADJ
открытая	open	открыть	open	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS	
знати	adel	знать	adel	N;INAN;NOM;FEM;PL	
знати	adligen	знать	adlig	N;INAN;NOM;FEM;PL	ADJ;PL
принесли	brachte	принести	bringen	V;PFV;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN
единство	einigkeit	единство	einigkeit	N;INAN;NOM;NEUT;SG	
единство	unity	единство	unity	N;INAN;NOM;NEUT;SG	
восьмой	acht	восьмой	acht	ADJ;NOM;MASC;SG	NUM
восьмой	achten	восьмой	achten	ADJ;NOM;MASC;SG	V;NFIN
восьмой	eighth	восьмой	eighth	ADJ;NOM;MASC;SG	PROPN;SG
столкновение	aufprall	столкновение	aufprall	N;INAN;NOM;NEUT;SG	ADJ
столкновение	kollision	столкновение	kollision	N;INAN;NOM;NEUT;SG	ADJ
столкновение	kollisionen	столкновение	kollision	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
столкновение	zusammenstoß	столкновение	zusammenstoß	N;INAN;NOM;NEUT;SG	V;IND;SG;3;FIN
столкновение	clash	столкновение	clash	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
столкновение	kollision	столкновение	kollision	N;INAN;NOM;NEUT;SG	ADJ
столкновение	zusammenstoß	столкновение	zusammenstoß	N;INAN;NOM;NEUT;SG	V;IND;SG;3;FIN
столкновение	kollidieren	столкновение	kollidieren	N;INAN;NOM;NEUT;SG	V;NFIN
столкновение	konflikt	столкновение	konflikt	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
батарея	batterie	батарея	batterie	N;INAN;NOM;FEM;SG	PROPN
батарея	akku	батарея	akku	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
батарея	akkus	батарея	akkus	N;INAN;NOM;FEM;SG	
батарея	batterien	батарея	batterienen	N;INAN;NOM;FEM;SG	
оценил	erwünscht	оценить	erwünscht	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ
топливо	heizöl	топливо	heizöl	N;INAN;NOM;NEUT;SG	
топливо	brennstoff	топливо	brennstoff	N;INAN;NOM;NEUT;SG	ADJ
топливо	kraftstoff	топливо	kraftstoff	N;INAN;NOM;NEUT;SG	ADJ
топливо	treibstoff	топливо	treibstoff	N;INAN;NOM;NEUT;SG	ADJ
топливо	brennstoffe	топливо	brennstoff	N;INAN;NOM;NEUT;SG	
топливо	treibstoff	топливо	treibstoff	N;INAN;NOM;NEUT;SG	ADJ
топливо	kraftstoffe	топливо	kraftstoff	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
топливо	brennstoff	топливо	brennstoff	N;INAN;NOM;NEUT;SG	ADJ
топливо	treibstoffe	топливо	treibstoff	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
топливо	brennstoffe	топливо	brennstoff	N;INAN;NOM;NEUT;SG	
зенит	zenit	зенить	zenit	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
зенит	zenith	зенить	zenith	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
зенит	zenit	зенить	zenit	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
педагогических	pädagogische	педагогический	pädagogisch	ADJ;GEN;PL	ADJ;NOM;FEM;PL
педагогических	pädagogischen	педагогический	pädagogisch	ADJ;GEN;PL	ADJ;NOM
рико	rico	рико	rico	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
снятие	auszahlungen	снятие	auszahlung	N;INAN;NOM;NEUT;SG	V;NFIN
снятие	anheben	снятие	anheben	N;INAN;NOM;NEUT;SG	V;NFIN
снятие	heben	снятие	heben	N;INAN;NOM;NEUT;SG	V;NFIN
снятие	widerrufsrecht	снятие	widerrufsrecht	N;INAN;NOM;NEUT;SG	ADJ
снятие	rücktritt	снятие	rücktreten	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PST;FIN
прекращения	beendigung	прекращение	beendigung	N;INAN;NOM;NEUT;SG	ADV
прекращения	kündigung	прекращение	kündigung	N;INAN;NOM;NEUT;SG	ADJ
купил	gekaufte	купить	gekauft	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG
купил	kauften	купить	kaufen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
срочно	dringend	срочно	dringend	ADV	ADJ
срочно	dringlich	срочно	dringlich	ADV	ADJ
срочно	dringlichkeit	срочно	dringlichkeit	ADV	ADJ
срочно	dringenden	срочно	dringend	ADV	ADJ
срочно	dringende	срочно	dringend	ADV	ADJ;NOM;FEM;PL
срочно	dringend	срочно	dringend	ADV	ADJ
петрозаводск	petrosawodsk	петрозаводск	petrosawodsk	N;INAN;NOM;MASC;SG	PROPN
похожие	ähnliches	похожий	ähnlich	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
врачи	mediziner	врач	medizin	N;ANIM;NOM;MASC;PL	ADJ
врачи	arzt	врач	arzen	N;ANIM;NOM;MASC;PL	N;SG
врачи	ärzten	врач	ärzt	N;ANIM;NOM;MASC;PL	V;FIN
врачи	ärzten	врач	ärzt	N;ANIM;NOM;MASC;PL	V;FIN
врачи	arzt	врач	arzen	N;ANIM;NOM;MASC;PL	N;SG
глубину	tiefe	глубина	tief	N;INAN;ACC;FEM;SG	
глубину	tiefen	глубина	tief	N;INAN;ACC;FEM;SG	V;NFIN
галактики	galaxien	галактика	galaxien	N;INAN;NOM;FEM;PL	
уникальный	einmalige	уникальный	einmalig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
уникальный	einzigartige	уникальный	einzigartig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
павловна	pawlowna	павловна	pawlowna	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
массачусетс	massachusetts	массачусетс	massachusetts	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
мюллер	müller	мюллер	müll	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мюллер	müller	мюллер	müll	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мюллер	mueller	мюллер	mueller	N;ANIM;NOM;MASC;SG	PROPN;SG
мюллер	müller	мюллер	müll	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мюллер	muller	мюллер	mull	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
мостов	brücken	мост	brücken	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
мостов	bridges	мост	bridges	N;INAN;GEN;MASC;PL	PROPN;NOM;NEUT;SG
миллион	million	миллион	Million	N;INAN;NOM;MASC;SG	NUM
миллион	millionen	миллион	million	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
миллион	mio	миллион	mio	N;INAN;NOM;MASC;SG	;SG
экспериментов	experimenten	эксперимент	experiment	N;INAN;GEN;MASC;PL	V;FIN
экспериментов	experimentiert	эксперимент	experimentieren	N;INAN;GEN;MASC;PL	V;V.PTCP
экспериментов	experimente	эксперимент	experiment	N;INAN;GEN;MASC;PL	ADJ;NOM;PL
экспериментов	experimentieren	эксперимент	experimentieren	N;INAN;GEN;MASC;PL	V;NFIN
комнаты	hotelzimmer	комната	hotelzimmer	N;INAN;NOM;FEM;PL	
комнаты	gästezimmer	комната	gästezimmer	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
ралли	rally	ралли	rally	N;INAN;NOM;NEUT;SG	PROPN
ралли	rallye	ралли	rallye	N;INAN;NOM;NEUT;SG	
сократить	verkürzung	сократить	verkürzung	V;PFV;NFIN;ACT	
сократить	verkürzt	сократить	verkürzen	V;PFV;NFIN;ACT	ADJ;V.PTCP
сократить	reduzierung	сократить	Reduzierung	V;PFV;NFIN;ACT	N;NOM;FEM;SG
сократить	schnitt	сократить	schneiden	V;PFV;NFIN;ACT	ADJ
сократить	cut	сократить	cut	V;PFV;NFIN;ACT	PROPN
стрельба	fotografieren	стрельба	fotografieren	N;INAN;NOM;FEM;SG	V;NFIN
стрельба	dreharbeiten	стрельба	dreharbeit	N;INAN;NOM;FEM;SG	V;NFIN
стрельба	schießen	стрельба	schießen	N;INAN;NOM;FEM;SG	V;NFIN
стрельба	shooting	стрельба	shooting	N;INAN;NOM;FEM;SG	PROPN
стрельба	schiessen	стрельба	schießen	N;INAN;NOM;FEM;SG	V;NFIN
стрельба	schüsse	стрельба	schüß	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
раскопки	ausgrabung	раскопка	ausgrabung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
корпорация	corporation	корпорация	corporation	N;INAN;NOM;FEM;SG	PROPN
корпорация	körperschaft	корпорация	körperschaft	N;INAN;NOM;FEM;SG	ADJ
корпорация	konzern	корпорация	konzern	N;INAN;NOM;FEM;SG	
австрийская	österreichischen	австрийский	österreichisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
вершина	apex	вершина	apex	N;INAN;NOM;FEM;SG	
вершина	spitze	вершина	spitz	N;INAN;NOM;FEM;SG	ADJ
вершина	vertex	вершина	vertex	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
стрелок	schützen	стрелок	schützen	N;ANIM;NOM;MASC;SG	V;NFIN
стрелок	schütze	стрелок	schützen	N;ANIM;NOM;MASC;SG	
стрелок	shooter	стрелок	shoot	N;ANIM;NOM;MASC;SG	ADJ
региональный	regionalen	региональный	regional	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
региональный	regionale	региональный	regional	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
резиденция	wohnsitz	резиденция	wohnsitz	N;INAN;NOM;FEM;SG	ADJ
резиденция	residenz	резиденция	residenz	N;INAN;NOM;FEM;SG	
резиденция	residence	резиденция	residence	N;INAN;NOM;FEM;SG	
резиденция	wohnort	резиденция	wohnoren	N;INAN;NOM;FEM;SG	ADJ
резиденция	aufenthalt	резиденция	aufenthalt	N;INAN;NOM;FEM;SG	ADJ
катание	skating	катание	skating	N;INAN;NOM;NEUT;SG	
катание	eiskunstlauf	катание	eiskunstlauf	N;INAN;NOM;NEUT;SG	ADJ
католицизм	katholizismus	католицизм	katholizismus	N;INAN;NOM;MASC;SG	ADJ
изготовление	produktion	изготовление	produktion	N;INAN;NOM;NEUT;SG	
изготовление	making	изготовление	making	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
изготовление	machen	изготовление	machen	N;INAN;NOM;NEUT;SG	V;NFIN
победителей	gewinnern	победитель	gewinnern	N;ANIM;ACC;MASC;PL	V;NFIN
победителей	sieger	победитель	sieger	N;ANIM;ACC;MASC;PL	
победителей	preisträger	победитель	preisträg	N;ANIM;ACC;MASC;PL	ADJ
победителей	gewinner	победитель	gewinner	N;ANIM;ACC;MASC;PL	
пользователи	verwender	пользователь	verwender	N;ANIM;NOM;MASC;PL	
пользователи	anwender	пользователь	anwender	N;ANIM;NOM;MASC;PL	ADJ
пользователи	nutzer	пользователь	nutzer	N;ANIM;NOM;MASC;PL	
пользователи	benutzer	пользователь	benutzer	N;ANIM;NOM;MASC;PL	ADJ
полу	halbfinale	пол	halbfinale	N;INAN;DAT;MASC;SG	N;NOM;NEUT;SG
полу	halbzeug	пол	halbzeug	N;INAN;DAT;MASC;SG	
полу	halb	пол	halb	N;INAN;DAT;MASC;SG	ADJ
полу	semi	пол	semi	N;INAN;DAT;MASC;SG	
борисов	borissow	борис	borissow	N;ANIM;NOM;MASC;SG	PROPN
землетрясения	erdbeben	землетрясение	erdbeben	N;INAN;NOM;NEUT;PL	V;NFIN
землетрясения	erdbeben	землетрясение	erdbeben	N;INAN;NOM;NEUT;PL	V;NFIN
землетрясения	beben	землетрясение	beben	N;INAN;NOM;NEUT;PL	
колоний	kolonien	колония	kolonien	N;INAN;GEN;FEM;PL	
христиане	christlich	христианин	christlich	N;ANIM;NOM;MASC;PL	ADJ
христиане	christliche	христианин	christlich	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL
христиане	christian	христианин	christian	N;ANIM;NOM;MASC;PL	PROPN;NOM;MASC;SG
христиане	christ	христианин	christ	N;ANIM;NOM;MASC;PL	PROPN
христиане	christen	христианин	christ	N;ANIM;NOM;MASC;PL	
рнк	rna	рнк	rna	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
тыл	rückseite	тыл	rückseite	N;INAN;NOM;MASC;SG	ADJ
тыл	hinten	тыл	hinten	N;INAN;NOM;MASC;SG	ADV
кипр	zypern	кипр	zypern	N;INAN;NOM;MASC;SG	
мифы	mythen	миф	mythen	N;INAN;NOM;MASC;PL	V;NFIN
судьбу	schicksals	судьба	schicksals	N;INAN;ACC;FEM;SG	ADV
судьбу	schicksal	судьба	schicksal	N;INAN;ACC;FEM;SG	ADJ
судьбу	bestimmung	судьба	bestimmung	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
судьбу	destiny	судьба	destiny	N;INAN;ACC;FEM;SG	PROPN;NOM;SG
судьбу	schicksal	судьба	schicksal	N;INAN;ACC;FEM;SG	ADJ
судьбу	verbleib	судьба	verbleib	N;INAN;ACC;FEM;SG	
глубины	tiefe	глубина	tief	N;INAN;NOM;FEM;PL	
глубины	tiefen	глубина	tief	N;INAN;NOM;FEM;PL	V;NFIN
глубины	tiefe	глубина	tief	N;INAN;NOM;FEM;PL	
глубины	tiefen	глубина	tief	N;INAN;NOM;FEM;PL	V;NFIN
огпу	ogpu	огпа	ogpu	N;INAN;NOM;MASC;SG	
ногу	foot	нога	foot	N;INAN;ACC;FEM;SG	PROPN;NOM;SG
ногу	fuß	нога	faß	N;INAN;ACC;FEM;SG	ADJ
ногу	fuss	нога	fassen	N;INAN;ACC;FEM;SG	
ногу	bein	нога	bein	N;INAN;ACC;FEM;SG	
ногу	leg	нога	leg	N;INAN;ACC;FEM;SG	PROPN;SG
страх	angst	страх	angst	N;INAN;NOM;MASC;SG	
страх	befürchtung	страх	befürchtung	N;INAN;NOM;MASC;SG	ADJ
страх	furcht	страх	furchen	N;INAN;NOM;MASC;SG	PROPN
страх	fürchten	страх	fürcht	N;INAN;NOM;MASC;SG	V;NFIN
страх	fürchte	страх	fürchen	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
страх	furcht	страх	furchen	N;INAN;NOM;MASC;SG	PROPN
страх	ehrfurcht	страх	ehrfurcht	N;INAN;NOM;MASC;SG	ADJ
интересная	interessante	интересный	interessant	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
заседания	treffen	заседание	treffen	N;INAN;NOM;NEUT;PL	V;NFIN
заседания	sitzungen	заседание	sitzung	N;INAN;NOM;NEUT;PL	V;NFIN
побеждает	siegen	побеждать	siegen	V;IPFV;IND;SG;3;PRS;FIN;ACT	
разработчик	entwickler	разработчик	entwickl	N;ANIM;NOM;MASC;SG	
разработчик	bauunternehmer	разработчик	bauunternehmer	N;ANIM;NOM;MASC;SG	ADJ
разработчик	entwicklern	разработчик	entwicklern	N;ANIM;NOM;MASC;SG	
статуи	figuren	статуя	figur	N;INAN;NOM;FEM;PL	V;NFIN
активная	aktive	активный	aktiv	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
активная	wirkstoffe	активный	wirkstoff	ADJ;NOM;FEM;SG	N;NOM;SG
медико	medizinisch	медицинский	medizinisch	ADV	ADJ
оперативной	operationelle	оперативный	operationell	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
оперативной	operative	оперативный	operativ	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
начальное	primäre	начальный	primär	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
начальное	grundschule	начальный	grundschule	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
заметили	bemerkte	заметить	bemerkt	V;PFV;IND;PL;PST;FIN;ACT	V;IND;SG;3;PST;FIN
вмешательства	störungen	вмешательство	störung	N;INAN;NOM;NEUT;PL	V;NFIN
вмешательства	einmischung	вмешательство	einmischung	N;INAN;NOM;NEUT;PL	ADJ
вмешательства	störung	вмешательство	störung	N;INAN;NOM;NEUT;PL	N;FEM;SG
вмешательства	interferenzen	вмешательство	interferenzen	N;INAN;NOM;NEUT;PL	V;NFIN
вмешательства	interventionen	вмешательство	interventionen	N;INAN;NOM;NEUT;PL	V;NFIN
вмешательства	intervention	вмешательство	intervention	N;INAN;NOM;NEUT;PL	PROPN
корона	crown	корона	crown	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
корона	kronen	корона	kron	N;INAN;NOM;FEM;SG	
корона	krone	корона	kron	N;INAN;NOM;FEM;SG	
корона	corona	корона	corona	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
политиков	politikern	политик	politikern	N;ANIM;GEN;MASC;PL	ADJ
политиков	politiker	политик	politik	N;ANIM;GEN;MASC;PL	ADJ
посла	ambassador	посол	ambassador	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
посла	botschafter	посол	botschafter	N;ANIM;ACC;MASC;SG	ADJ
посла	botschafterin	посол	botschafterin	N;ANIM;ACC;MASC;SG	ADJ;NOM;FEM
регулярного	regelmäßige	регулярный	regelmäßig	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;PL
регулярного	reguläre	регулярный	regulär	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;PL
нова	nova	новый	nova	ADJ;FEM;SG	PROPN;NOM;SG
разногласия	differenzen	разногласие	differenzen	N;INAN;NOM;NEUT;PL	V;NFIN
разногласия	meinungsverschiedenheiten	разногласие	meinungsverschiedenheiten	N;INAN;NOM;NEUT;PL	V;NFIN
разногласия	meinungsverschiedenheit	разногласие	meinungsverschiedenheit	N;INAN;NOM;NEUT;PL	ADJ
разногласия	uneinigkeit	разногласие	uneinigkeit	N;INAN;NOM;NEUT;PL	
разногласия	meinungsverschiedenheiten	разногласие	meinungsverschiedenheiten	N;INAN;NOM;NEUT;PL	V;NFIN
разногласия	differenzen	разногласие	differenzen	N;INAN;NOM;NEUT;PL	V;NFIN
разногласия	unstimmigkeiten	разногласие	unstimmigkeit	N;INAN;NOM;NEUT;PL	V;NFIN
разногласия	uneinigkeit	разногласие	uneinigkeit	N;INAN;NOM;NEUT;PL	
операторы	betreiber	оператор	betreiber	N;ANIM;NOM;MASC;PL	
операторы	bediener	оператор	bediener	N;ANIM;NOM;MASC;PL	ADJ
производственного	produktive	производственный	produktiv	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;PL
риа	ria	риа	ria	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
традиционный	traditionellen	традиционный	traditionell	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
традиционный	traditionelle	традиционный	traditionell	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
генералов	generäle	генерал	general	N;ANIM;GEN;MASC;PL	N;NOM;FEM;PL
генералов	generals	генерал	generals	N;ANIM;GEN;MASC;PL	
фонтан	springbrunnen	фонтан	springbrunnen	N;INAN;NOM;MASC;SG	V;NFIN
фонтан	brunnen	фонтан	brunnen	N;INAN;NOM;MASC;SG	ADJ
авторство	urheberschaft	авторство	urheberschaft	N;INAN;NOM;NEUT;SG	ADJ
ресторан	gaststätte	ресторан	gaststätte	N;INAN;NOM;MASC;SG	;SG
