von	from	von	from	ADP	
bischof	bishop	bischof	bishop	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
bischof	fil	bischof	fil	PROPN;NOM;MASC;SG	
professor	prof	professor	prof	N;NOM;MASC;SG	
professor	profesör	professor	profesör	N;NOM;MASC;SG	
darunter	altta	darunter	altta	ADV	
darunter	altında	darunter	alt	ADV	ADJ;ESS;SG;3
darunter	altinda	darunter	alt	ADV	ADJ;ESS;SG;3
darunter	altına	darunter	alt	ADV	ADJ;DAT;SG;3
darunter	aşağıda	darunter	aşağı	ADV	ADJ;ESS;SG;3
darunter	aşağı	darunter	aşağ	ADV	
darunter	aşağıya	darunter	aşağı	ADV	ADJ;DAT;SG;3
darunter	aşağıdan	darunter	aşağı	ADV	ADJ;AT+ABL;SG;3
darunter	dahil	darunter	dahil	ADV	
darunter	altında	darunter	alt	ADV	ADJ;ESS;SG;3
höhe	yükseklik	höch	yükseklik		N;NOM;SG;3
höhe	yükseklik	höch	yükseklik		N;NOM;SG;3
höhe	yüksekten	höch	yüksek		ADV
höhe	yükseklik	höch	yükseklik		N;NOM;SG;3
höhe	heights	höch	heights		PROPN;NOM;SG;3
höhe	miktarı	höch	miktar		N;NOM;SG;3
höhe	yüksekliği	höch	yükseklik		N;ACC;SG;3
höhe	yükseklik	höch	yükseklik		N;NOM;SG;3
höhe	boyu	höch	boy		N;NOM;SG;3
ebenso	ayrica	ebenso	ayrica	ADV	
ebenso	ayrıca	ebenso	ayrıca	ADV	
ebenso	aynen	ebenso	aynen	ADV	
ebenso	keza	ebenso	keza	ADV	
reihe	serisi	reih	seri	;SG	PROPN;NOM;SG;3
reihe	dizi	reih	dizi	;SG	N;NOM;SG;3
reihe	seri	reih	seri	;SG	
reihe	satır	reih	satır	;SG	
reihe	kürek	reih	kürek	;SG	
reihe	sıra	reih	sıra	;SG	N;NOM;SG;3
häufig	sıklıkla	häufig	sıklık	ADJ	
häufig	sıkça	häufig	sıkça	ADJ	
häufig	yaygın	häufig	yaygın	ADJ	
häufig	sıklıkla	häufig	sıklık	ADJ	
häufig	sıkça	häufig	sıkça	ADJ	
süden	güney	süden	güney	V;NFIN	
süden	güneyli	süden	güneyli	V;NFIN	
süden	güney	süden	güney	V;NFIN	
süden	güneye	süden	güne	V;NFIN	N;DAT;SG;3
gruß	selamlar	gruß	selam		N;NOM;PL;3
entfernt	çıkarıldı	entfernt	çıkar	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
entfernt	kaldırılmış	entfernt	kal	ADJ	V;PFV;NFH;IND;SG;3;POS;PST;PASS
entfernt	kaldırıldı	entfernt	kal	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
entfernt	kaldırır	entfernt	kal	ADJ	V;IPFV;IND;SG;3;POS;CAUS
entfernt	kaldırın	entfernt	kal	ADJ	V;PFV;IMP;PL;2;POS;PRS;CAUS
entfernt	çıkar	entfernt	çıkar	ADJ	
entfernt	kaldır	entfernt	kal	ADJ	
gehören	ait	gehören	ait	V;IND;3;PRS;FIN	
kleinen	ufak	klein	ufak	ADJ;PL	
kleinen	kucuk	klein	kucuk	ADJ;PL	
kleinen	kleine	klein	kle	ADJ;PL	PROPN;NOM;SG;3
kleinen	minik	klein	minik	ADJ;PL	
kleinen	minicik	klein	minicik	ADJ;PL	
kleinen	tiny	klein	tiny	ADJ;PL	
kleinen	küçücük	klein	küçücük	ADJ;PL	
bestand	sürü	bestehen	sürü	V;IND;SG;3;PST;FIN	
bestand	hisse	bestehen	hisse	V;IND;SG;3;PST;FIN	N;NOM;SG;3
bestand	stok	bestehen	stok	V;IND;SG;3;PST;FIN	
christian	christian	christian	christian	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
christian	hıristiyan	christian	hıristiyan	PROPN;NOM;MASC;SG	N;NOM;SG;3
christian	hristiyan	christian	hristiyan	PROPN;NOM;MASC;SG	N;NOM;SG;3
stellen	pozu	stellen	pozu	V;NFIN	
stellen	poz	stellen	poz	V;NFIN	
stellen	gönderiler	stellen	gönder	V;NFIN	N;NOM;PL;3
stellen	gönderi	stellen	gönder	V;NFIN	N;NOM;SG;3
johannes	johannes	johannes	johannes	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
johannes	johann	johannes	johann	PROPN;NOM;MASC;SG	
johannes	john	johannes	john	PROPN;NOM;MASC;SG	
johannes	yahya	johannes	yahya	PROPN;NOM;MASC;SG	
chr	chr	chr	chr		
letzte	sonuncusu	letzt	sonuncu	ADJ;NOM;FEM;SG	NUM;NOM;SG;3
letzte	last	letzt	last	ADJ;NOM;FEM;SG	
letzte	sonuncu	letzt	sonuncu	ADJ;NOM;FEM;SG	
letzte	son	letzt	son	ADJ;NOM;FEM;SG	
letzte	final	letzt	final	ADJ;NOM;FEM;SG	
informationen	bilgi	information	bilgi	V;NFIN	N;NOM;SG;3
informationen	bilgileri	information	bilgi	V;NFIN	N;ACC;PL;3
informationen	bilgiler	information	bilgi	V;NFIN	N;NOM;PL;3
informationen	bilgi	information	bilgi	V;NFIN	N;NOM;SG;3
informationen	bilgiler	information	bilgi	V;NFIN	N;NOM;PL;3
bezeichnung	adınız	Bezeichnung	adınız	ADJ	N;NOM;SG;3
bezeichnung	isim	Bezeichnung	isim	ADJ	N;NOM;SG;3
bezeichnung	ad	Bezeichnung	ad	ADJ	N;NOM;SG;3
bezeichnung	adın	Bezeichnung	ad	ADJ	
bezeichnung	adı	Bezeichnung	ad	ADJ	N;NOM;SG;3
bezeichnung	tanım	Bezeichnung	tanım	ADJ	
bezeichnung	açıklama	Bezeichnung	açıkla	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR
bezeichnung	tanımlama	Bezeichnung	tanımla	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR
bezeichnung	tarif	Bezeichnung	tarif	ADJ	
bezeichnung	açıklaması	Bezeichnung	açıkla	ADJ	V;PFV;NOM;IND;POS;PRS;V.MSDR
bezeichnung	ediniz	Bezeichnung	et	ADJ	V;PFV;IMP;PL;2;POS;PRS
saint	aziz	sainen	aziz	PROPN;NOM;SG	
saint	azize	sainen	aziz	PROPN;NOM;SG	
saint	saint	sainen	saint	PROPN;NOM;SG	PROPN;NOM;SG;3
ihnen	onlar	sie	o	PRO;DAT;PL;3	PRO;NOM;PL;3
ihnen	onları	sie	o	PRO;DAT;PL;3	PRO;ACC;PL;3
meister	meister	meist	meister	N;NOM;MASC;SG	
meister	masters	meist	masters	N;NOM;MASC;SG	
meister	efendiler	meist	efendi	N;NOM;MASC;SG	N;NOM;PL;3
meister	usta	meist	us	N;NOM;MASC;SG	
meister	üstad	meist	üstad	N;NOM;MASC;SG	
meister	şampiyon	meist	şampiyon	N;NOM;MASC;SG	
meister	şampiyonları	meist	şampiyon	N;NOM;MASC;SG	N;NOM;PL;3
meister	şampiyon	meist	şampiyon	N;NOM;MASC;SG	
meister	şampiyonlar	meist	şampiyon	N;NOM;MASC;SG	N;NOM;PL;3
einigen	bazı	einige	bazı	PRO;ACC;INDF;PL	DET
einigen	bazıları	einige	bazı	PRO;ACC;INDF;PL	
einigen	kimisi	einige	kimi	PRO;ACC;INDF;PL	
zuvor	önceki	zuvor	önceki	ADV	
zuvor	önce	zuvor	önce	ADV	
zuvor	öncesi	zuvor	önce	ADV	N;NOM;SG;3
zuvor	öncesinde	zuvor	önce	ADV	N;ESS;SG;3
zuvor	önceki	zuvor	önceki	ADV	
sicher	güvenlidir	sicher	güvenli	ADJ	
sicher	emniyetli	sicher	emniyetli	ADJ	
sicher	güvenli	sicher	güvenli	ADJ	
sicher	kasa	sicher	kasa	ADJ	
sicher	güvende	sicher	güven	ADJ	
sicher	tabi	sicher	tabi	ADJ	
sicher	elbette	sicher	elbette	ADJ	
sicher	güvenle	sicher	güven	ADJ	N;INS;SG;3
sicher	güvenli	sicher	güvenli	ADJ	
sicher	güvende	sicher	güven	ADJ	
stellt	pozlar	stellen	poz	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
insel	ada	insel	ada	N;NOM;FEM;SG	
insel	ada	insel	ada	N;NOM;FEM;SG	
klar	net	klar	net	ADJ	
klar	temizle	klar	temiz	ADJ	V;PFV;IMP;SG;2;POS;PRS
klar	temiz	klar	temiz	ADJ	
klar	berrak	klar	berrak	ADJ	
klar	tabi	klar	tabi	ADJ	
klar	elbette	klar	elbette	ADJ	
klar	açıkça	klar	açıkça	ADJ	
joseph	yusuf	joseph	yusuf	PROPN;NOM;MASC;SG	
joseph	joseph	joseph	joseph	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
veröffentlicht	serbest	veröffentlichen	serbest	V;V.PTCP	
ursprünglich	başlangıçta	ursprünglich	başlangıç	ADJ	N;ESS;SG;3
ursprünglich	aslen	ursprünglich	aslen	ADJ	
ursprünglich	başlangıçta	ursprünglich	başlangıç	ADJ	N;ESS;SG;3
ursprünglich	orijinal	ursprünglich	orijinal	ADJ	
ursprünglich	özgün	ursprünglich	özgün	ADJ	
ursprünglich	orjinal	ursprünglich	orjinal	ADJ	
ursprünglich	aslı	ursprünglich	aslı	ADJ	
regierung	kabine	Regierung	kabin		N;NOM;SG;3
regierung	dolap	Regierung	dolap		N;NOM;SG;3
regierung	devlet	Regierung	devlet		N;NOM;SG;3
carl	karl	carl	karl	PROPN;NOM;MASC;SG	
carl	carl	carl	carl	PROPN;NOM;MASC;SG	
sieben	seven	sieben	sev	NUM	
sieben	yedi	sieben	yedi	NUM	
bevölkerung	nüfusu	bevölkerung	nüfus	ADJ	N;ACC;SG;3
bevölkerung	nüfus	bevölkerung	nüfus	ADJ	
bevölkerung	nüfusu	bevölkerung	nüfus	ADJ	N;ACC;SG;3
bevölkerung	nüfus	bevölkerung	nüfus	ADJ	
osten	doğuya	osten	doğu	ADV	ADJ;DAT;SG;3
osten	doğu	osten	doğu	ADV	
osten	doğuda	osten	doğu	ADV	N;ESS;SG;3
osten	doğulu	osten	doğul	ADV	
osten	doğu	osten	doğu	ADV	
van	van	van	van	PROPN;NOM;MASC;SG	
van	minibüs	van	minibüs	PROPN;NOM;MASC;SG	N;NOM;SG;3
van	kamyonet	van	kamyonet	PROPN;NOM;MASC;SG	N;NOM;SG;3
gleich	eşit	gleich	eşit	ADV	
gleich	eşittir	gleich	işi	ADV	
gleich	aynısından	gleich	aynı	ADV	ADJ;AT+ABL;SG;3
gleich	aynen	gleich	aynen	ADV	
gleich	ayni	gleich	ayni	ADV	
gleich	aynı	gleich	aynı	ADV	ADJ
gleich	aynısı	gleich	aynı	ADV	N;NOM;SG;3
gleich	eşittir	gleich	işi	ADV	
gleich	eşit	gleich	eşit	ADV	
alte	alte	alt	alte	ADJ;NOM;FEM;PL	PROPN;NOM;SG;3
alte	antik	alt	antik	ADJ;NOM;FEM;PL	
alte	kadim	alt	kadim	ADJ;NOM;FEM;PL	
alte	eski	alt	eski	ADJ;NOM;FEM;PL	
alte	old	alt	ol	ADJ;NOM;FEM;PL	
alte	ihtiyar	alt	ihtiyar	ADJ;NOM;FEM;PL	
internationalen	international	international	international	ADJ;NOM;MASC;PL	N;NOM;SG;3
internationalen	yurtdışı	international	yurtdışı	ADJ;NOM;MASC;PL	
internationalen	uluslararası	international	uluslararası	ADJ;NOM;MASC;PL	
internationalen	internationale	international	internation	ADJ;NOM;MASC;PL	N;DAT;SG;3
problem	problem	probel	problem	N;NOM;SG	
problem	sorun	probel	sorun	N;NOM;SG	
problem	sıkıntı	probel	sıkıntı	N;NOM;SG	
problem	bela	probel	bela	N;NOM;SG	
problem	dert	probel	dert	N;NOM;SG	
problem	sorun	probel	sorun	N;NOM;SG	
starb	öldüm	sterben	öl	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;POS;PST
bayern	bavyera	bayern	bavyera	PROPN;NOM;SG	PROPN;NOM;SG;3
bayern	bayern	bayern	bayern	PROPN;NOM;SG	PROPN;NOM;SG;3
westen	west	westen	west	ADV	PROPN;NOM;SG;3
westen	batıya	westen	bat	ADV	N;DAT;SG;3
westen	batı	westen	batı	ADV	
westen	batıda	westen	batı	ADV	N;ESS;SG;3
westen	yelek	westen	yelek	ADV	
westen	batılı	westen	batılı	ADV	
westen	western	westen	western	ADV	PROPN;NOM;SG;3
westen	batı	westen	batı	ADV	
westen	westen	westen	westen	ADV	
westen	batıya	westen	bat	ADV	N;DAT;SG;3
lage	durum	lagen	durum	ADJ	N;NOM;SG;3
lage	lage	lagen	lage	ADJ	N;NOM;SG;3
lage	yer	lagen	yer	ADJ	N;NOM;SG;3
lage	konumu	lagen	konum	ADJ	N;ACC;SG;3
lage	konum	lagen	konum	ADJ	N;NOM;SG;3
lage	yeri	lagen	yer	ADJ	N;ACC;SG;3
gleichen	eşit	gleich	eşit	ADJ;NOM;MASC;PL	
gleichen	eşittir	gleich	işi	ADJ;NOM;MASC;PL	
gleichen	aynısından	gleich	aynı	ADJ;NOM;MASC;PL	ADJ;AT+ABL;SG;3
gleichen	aynen	gleich	aynen	ADJ;NOM;MASC;PL	
gleichen	ayni	gleich	ayni	ADJ;NOM;MASC;PL	
gleichen	aynısı	gleich	aynı	ADJ;NOM;MASC;PL	N;NOM;SG;3
mitglieder	üye	mitglied	üye	N;NOM;NEUT;PL	
mitglieder	üyelik	mitglied	üyelik	N;NOM;NEUT;PL	N;NOM;SG;3
mitglieder	üye	mitglied	üye	N;NOM;NEUT;PL	
mitglieder	üye	mitglied	üye	N;NOM;NEUT;PL	
national	millî	national	millî	ADJ	
national	national	national	national	ADJ	N;DAT;SG;3
national	ulusal	national	ulusal	ADJ	
hinter	arkasında	hinter	arka	ADP	ADJ;ESS;SG;3
hinter	arkası	hinter	arka	ADP	N;NOM;SG;3
graf	sayar	graf	sayar	PROPN;NOM;MASC;SG	
graf	say	graf	say	PROPN;NOM;MASC;SG	
graf	kont	graf	kont	PROPN;NOM;MASC;SG	
graf	graf	graf	graf	PROPN;NOM;MASC;SG	
david	davud	david	davud	PROPN;NOM;MASC;SG	
david	davut	david	davut	PROPN;NOM;MASC;SG	
david	david	david	david	PROPN;NOM;MASC;SG	
präsident	başkan	präsident	başkan	ADJ	
präsident	cumhurbaşkanı	präsident	cumhurbaşkanı	ADJ	N;NOM;SG;3
präsident	baskan	präsident	baskan	ADJ	
präsident	başkan	präsident	başkan	ADJ	
präsident	baskan	präsident	baskan	ADJ	
präsident	başkanlar	präsident	başkan	ADJ	N;NOM;PL;3
präsident	başkanları	präsident	başkan	ADJ	N;ACC;PL;3
hinaus	ötesinde	hinaus	öte	ADV	N;ESS;SG;3
hinaus	ötesi	hinaus	öte	ADV	
hinaus	ötesine	hinaus	öte	ADV	N;DAT;SG;3
betrieb	işlemler	betreiben	işlem	V;IND;SG;3;PST;FIN	N;NOM;PL;3
betrieb	operasyon	betreiben	operasyon	V;IND;SG;3;PST;FIN	
betrieb	operasyonlar	betreiben	operasyon	V;IND;SG;3;PST;FIN	N;NOM;PL;3
betrieb	ameliyat	betreiben	ameliyat	V;IND;SG;3;PST;FIN	N;NOM;SG;3
betrieb	işlem	betreiben	işlem	V;IND;SG;3;PST;FIN	
betrieb	operasyonu	betreiben	operasyon	V;IND;SG;3;PST;FIN	N;ACC;SG;3
betrieb	operasyon	betreiben	operasyon	V;IND;SG;3;PST;FIN	
betrieb	holding	betreiben	hol	V;IND;SG;3;PST;FIN	
bad	tuvalet	bad	tuvalet		N;NOM;SG;3
bad	bad	bad	bad		INTJ
bad	küvet	bad	küvet		N;NOM;SG;3
baden	baden	baden	baden	PROPN;NOM;SG	PROPN;NOM;SG;3
eben	just	eben	just	ADV	
kaiser	kaiser	kaiser	kaiser		PROPN;NOM;SG;3
kaiser	imparatorlar	kaiser	imparator		N;NOM;PL;3
nie	asla	nie	asla	ADV	
nie	hic	nie	hic	ADV	
nie	nie	nie	nie	ADV	
arten	tür	arten	tür	N;PL	
arten	türleri	arten	tür	N;PL	ADJ;NOM;PL;3
laut	gürültülü	laut	gürültülü	ADP	
laut	sesli	laut	sesli	ADP	
laut	gürültülü	laut	gürültülü	ADP	
laut	gürültücü	laut	gürültücü	ADP	
geboren	doğan	gebären	doğ	V;V.PTCP	
geboren	doğuştan	gebären	doğuş	V;V.PTCP	N;AT+ABL;SG;3
richard	richard	richard	richard	PROPN;NOM;MASC;SG	
sitz	karargah	sitz	karargah	N;NOM;MASC;SG	
sitz	merkez	sitz	merkez	N;NOM;MASC;SG	
sitz	karargah	sitz	karargah	N;NOM;MASC;SG	
zog	taşınan	ziehen	taşı	V;IND;SG;3;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
zog	çizdim	ziehen	çiz	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;POS;PST
zog	drew	ziehen	drew	V;IND;SG;3;PST;FIN	
zog	çizmiş	ziehen	çiz	V;IND;SG;3;PST;FIN	
wasser	su	wasser	su	N;NOM;NEUT;SG	
wasser	suları	wasser	su	N;NOM;NEUT;SG	N;ACC;PL;3
wasser	waters	wasser	waters	N;NOM;NEUT;SG	
wasser	sular	wasser	su	N;NOM;NEUT;SG	
hermann	hermann	herminnen	hermann	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
hermann	herman	herminnen	herman	PROPN;NOM;MASC;SG	
berliner	berliner	berliner	berli	PROPN	PROPN;NOM;SG;3
amerikanischen	amerikalı	amerikanisch	amerikalı	ADJ;NOM;PL	
amerikanischen	amerikan	amerikanisch	amerikan	ADJ;NOM;PL	
amerikanischen	american	amerikanisch	american	ADJ;NOM;PL	N;NOM;SG;3
folgende	takip	folgend	takip	ADJ;NOM;FEM;PL	
san	san	san	san	PROPN;NOM;NEUT;SG	
karriere	kariyeri	karrieren	kariyer	V;IND;SG;3;PST;FIN	
karriere	kariyer	karrieren	kariyer	V;IND;SG;3;PST;FIN	
karriere	kariyer	karrieren	kariyer	V;IND;SG;3;PST;FIN	
zehn	on	zehn	on	NUM	
center	merkezi	center	merkez	PROPN;SG	N;ACC;SG;3
center	merkez	center	merkez	PROPN;SG	
center	center	center	center	PROPN;SG	N;NOM;SG;3
center	orta	center	orta	PROPN;SG	
uns	uns	wir	uns	PRO;DAT;PL;1	
system	sistemi	system	sistem	N;NOM;NEUT;SG	N;ACC;SG;3
system	sistemleri	system	sistem	N;NOM;NEUT;SG	N;ACC;PL;3
system	sistemler	system	sistem	N;NOM;NEUT;SG	N;NOM;PL;3
bilder	görseller	Bild	görsel	N;NOM;NEUT;PL	V;PFV;PL;3;POS;PRS
bilder	fotoğraf	Bild	fotoğraf	N;NOM;NEUT;PL	
vermutlich	muhtemelen	vermutlich	muhtemel	ADJ	
vermutlich	tahminen	vermutlich	tahmin	ADJ	
vermutlich	muhtemel	vermutlich	muhtemel	ADJ	
vermutlich	sanılıyor	vermutlich	san	ADJ	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
erreicht	elde	erreichen	el	V;V.PTCP	N;ESS;SG;3
enthält	içerdiği	enthalten	içer	V;IND;SG;3;PRS;FIN	V;PFV;IND;POS;PST;V.PTCP
enthält	içerir	enthalten	içeri	V;IND;SG;3;PRS;FIN	
enthält	içerir	enthalten	içeri	V;IND;SG;3;PRS;FIN	
enthält	dahil	enthalten	dahil	V;IND;SG;3;PRS;FIN	
beitrag	katılımcı	beitregen	katılımcı	N;SG	
beitrag	post	beitregen	post	N;SG	
beitrag	katkı	beitregen	katkı	N;SG	
beitrag	bağış	beitregen	bağış	N;SG	
main	main	main	main	PROPN;NOM;MASC;SG	
main	ana	main	ana	PROPN;NOM;MASC;SG	
meiner	benim	mein	ben	PRO;NOM;MASC;SG	PRO;GEN;SG;1
meiner	mine	mein	mine	PRO;NOM;MASC;SG	
meiner	benimki	mein	benimki	PRO;NOM;MASC;SG	
mutter	anne	mutter	anne		N;NOM;SG;3
mutter	anneler	mutter	anne		N;NOM;PL;3
mutter	anne	mutter	anne		N;NOM;SG;3
mutter	annem	mutter	anne		N;NOM;SG;3
mutter	anne	mutter	anne		N;NOM;SG;3
mutter	annesi	mutter	anne		N;NOM;SG;3
linie	çizgi	linie	çizgi	N	
linie	hattı	linie	hat	N	
linie	satır	linie	satır	N	
linie	line	linie	line	N	
linie	hat	linie	hat	N	
bahnhof	trenle	bahnhof	trenl	N;NOM;MASC;SG	N;INS;SG;3
bahnhof	tren	bahnhof	tren	N;NOM;MASC;SG	
bahnhof	karakol	bahnhof	karakol	N;NOM;MASC;SG	
bahnhof	istasyonu	bahnhof	ista	N;NOM;MASC;SG	N;ACC;SG;3
bahnhof	istasyon	bahnhof	istasyon	N;NOM;MASC;SG	
west	west	west	west		PROPN;NOM;SG;3
west	batıya	west	bat		N;DAT;SG;3
west	batıda	west	batı		N;ESS;SG;3
acht	eight	acht	eight	NUM	
acht	sekizi	acht	sekiz	NUM	
acht	eights	acht	eights	NUM	
scheint	parlar	scheinen	par	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
scheint	bakışlar	scheinen	bakış	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
weit	far	weit	far	ADJ	
weit	uzak	weit	uzak	ADJ	
ziel	amaç	ziel	amaç	N;NOM;NEUT;SG	
ziel	objektif	ziel	objektif	N;NOM;NEUT;SG	
ziel	istikamet	ziel	istikamet	N;NOM;NEUT;SG	
ziel	hedef	ziel	hedef	N;NOM;NEUT;SG	
ziel	hedefi	ziel	hedef	N;NOM;NEUT;SG	
ziel	amaç	ziel	amaç	N;NOM;NEUT;SG	
ziel	hedef	ziel	hedef	N;NOM;NEUT;SG	
ziel	hedefler	ziel	hedef	N;NOM;NEUT;SG	N;NOM;PL;3
ziel	amaçlar	ziel	amaç	N;NOM;NEUT;SG	N;NOM;PL;3
ziel	hedefleri	ziel	hedef	N;NOM;NEUT;SG	N;NOM;PL;3
ziel	hedef	ziel	hedef	N;NOM;NEUT;SG	
sieht	görür	sehen	gör	V;IND;SG;3;PRS;FIN	
sieht	bakışlar	sehen	bakış	V;IND;SG;3;PRS;FIN	N;NOM;PL;3
per	aracılığıyla	per	aracılık	ADP	N;INS;SG;3
per	via	per	via	ADP	PROPN;NOM;SG;3
per	yoluyla	per	yol	ADP	N;INS;SG;3
per	üzerinden	per	üzer	ADP	N;AT+ABL;SG;3
per	per	per	per	ADP	
grüße	selamlar	grüß	selam	PROPN;NOM;SG	N;NOM;PL;3
roman	romalı	roman	romalı	N;NOM;MASC;SG	
roman	roman	roman	roman	N;NOM;MASC;SG	
roman	roman	roman	roman	N;NOM;MASC;SG	
liga	league	liga	league	N;NOM;FEM;SG	
liga	birlik	liga	birlik	N;NOM;FEM;SG	
liga	lig	liga	lig	N;NOM;FEM;SG	
liga	ligi	liga	ligi	N;NOM;FEM;SG	
liga	liga	liga	liga	N;NOM;FEM;SG	
spiele	eşleşme	spiel	eşleş	N;NOM;NEUT;PL	
spiele	kibrit	spiel	kibrit	N;NOM;NEUT;PL	
spiele	oyun	spiel	oyun	N;NOM;NEUT;PL	
spiele	play	spiel	play	N;NOM;NEUT;PL	
spiele	oyna	spiel	oyna	N;NOM;NEUT;PL	
spiele	oynayın	spiel	oyna	N;NOM;NEUT;PL	V;PFV;IMP;PL;2;POS;PRS
spiele	çal	spiel	çal	N;NOM;NEUT;PL	
spiele	oyun	spiel	oyun	N;NOM;NEUT;PL	
spiele	oyunları	spiel	oyun	N;NOM;NEUT;PL	N;ACC;PL;3
spiele	oyun	spiel	oyun	N;NOM;NEUT;PL	
sachsen	saxe	sachsen	saxe	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
sachsen	saksonlar	sachsen	sakson	PROPN;NOM;NEUT;SG	N;NOM;PL;3
sachsen	saxon	sachsen	saxon	PROPN;NOM;NEUT;SG	
sachsen	saksonya	sachsen	saksonya	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
sachsen	sachsen	sachsen	sach	PROPN;NOM;NEUT;SG	PROPN;NOM;SG;3
wolfgang	wolfgang	wolfgang	wolfgang	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
folgen	follow	folgen	follow	V;NFIN	
folgen	takip	folgen	takip	V;NFIN	
folgen	bölümleri	folgen	bölüm	V;NFIN	N;ACC;PL;3
folgen	bölümler	folgen	bölüm	V;NFIN	N;NOM;PL;3
folgen	sonuçlar	folgen	sonuç	V;NFIN	N;NOM;PL;3
folgen	sonuçları	folgen	sonuç	V;NFIN	N;ACC;PL;3
folgen	sonrasında	folgen	sonra	V;NFIN	N;ESS;SG;3
walter	walter	walter	walter	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
amerikanische	amerikalı	amerikanisch	amerikalı	ADJ;NOM;FEM;PL	
amerikanische	amerikan	amerikanisch	amerikan	ADJ;NOM;FEM;PL	
amerikanische	american	amerikanisch	american	ADJ;NOM;FEM;PL	N;NOM;SG;3
leider	üzgünüm	leider	üzgün	ADV	N;NOM;SG;3
leider	malesef	leider	malesef	ADV	
uhr	izle	uhr	izle	N;NOM;FEM;SG	
uhr	izleyin	uhr	izle	N;NOM;FEM;SG	V;PFV;IMP;PL;2;POS;PRS
uhr	saat	uhr	saat	N;NOM;FEM;SG	
uhr	saate	uhr	saat	N;NOM;FEM;SG	N;DAT;SG;3
einzige	yalnızca	einzig	yalnızca	ADJ;NOM;FEM;PL	ADV
einzige	sadece	einzig	sadece	ADJ;NOM;FEM;PL	ADV
einzige	tekli	einzig	tekli	ADJ;NOM;FEM;PL	
einzige	single	einzig	sing	ADJ;NOM;FEM;PL	
einzige	tek	einzig	tek	ADJ;NOM;FEM;PL	
einzige	bekar	einzig	bekar	ADJ;NOM;FEM;PL	
liegen	yalan	liegen	yalan	V;NFIN	
liegen	yalan	liegen	yalan	V;NFIN	
benannt	adında	benennen	ad	V;V.PTCP	N;ESS;SG;3
geben	ver	geben	ver	V;NFIN	
meinung	görüşler	meinung	görüş	N;NOM;FEM;SG	N;NOM;PL;3
meinung	fikirleri	meinung	fikir	N;NOM;FEM;SG	N;NOM;PL;3
meinung	fikirler	meinung	fikir	N;NOM;FEM;SG	N;NOM;PL;3
kultur	medeniyet	kultur	medeniyet		N;NOM;SG;3
kultur	uygarlık	kultur	uygarlık		N;NOM;SG;3
gestellt	poz	stellen	poz	V;V.PTCP	
alexander	iskender	alexander	iskende	PROPN;NOM;MASC;SG	
alexander	alexander	alexander	alerander	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
trotz	inat	trotz	inat	ADP	
vorhanden	mevcuttur	vorhanden	mevcut	ADJ	
vorhanden	müsait	vorhanden	müsait	ADJ	
vorhanden	mevcut	vorhanden	mevcut	ADJ	
vorhanden	kullanılabilir	vorhanden	kullan	ADJ	V;IPFV;POT;SG;3;POS;PASS
vorhanden	hediye	vorhanden	hedi	ADJ	N;NOM;SG;3
vorhanden	şimdiki	vorhanden	şimdiki	ADJ	
vorhanden	mevcut	vorhanden	mevcut	ADJ	
projekt	proje	projekt	proje	V;FIN	
projekt	projesi	projekt	proje	V;FIN	N;NOM;SG;3
projekt	projekt	projekt	projekt	V;FIN	
maler	ressamlar	maler	ressam	ADJ	N;NOM;PL;3
maler	ressam	maler	ressam	ADJ	
maler	ressam	maler	ressam	ADJ	
maler	sanatçı	maler	sanatçı	ADJ	
maler	artist	maler	artist	ADJ	
paar	çifti	paar	çift	ADV	ADJ;NOM;SG;3
paar	çift	paar	çift	ADV	
paar	birkaç	paar	birkaç	ADV	DET
paar	çifti	paar	çift	ADV	ADJ;NOM;SG;3
paar	çift	paar	çift	ADV	
paar	çiftleri	paar	çift	ADV	ADJ;ACC;PL;3
paar	çiftler	paar	çift	ADV	ADJ;NOM;PL;3
max	maksimum	max	maksi	PROPN;NOM;MASC;SG	
max	max	max	max	PROPN;NOM;MASC;SG	
max	azami	max	azami	PROPN;NOM;MASC;SG	
sommer	yaza	sommer	yaza	ADV	
sommer	yaz	sommer	yaz	ADV	
