xbox	xbox	xbox	xbox	N	PROPN
aníbal	hannibal	aníbal	hannibal	ADJ;SG	PROPN
aníbal	aníbal	aníbal	aníbal	ADJ;SG	PROPN
defensas	defense	defensa	defense	N;PL	PROPN
defensas	pembela	defensa	penbela	N;PL	N;SG
defensas	pertahanan	defensa	pertahanan	N;PL	N;SG
orquídeas	anggrek	orquídea	anggrek	N;FEM;PL	N;SG
orquídeas	anggrek	orquídea	anggrek	N;FEM;PL	N;SG
agrega	tambah	agregar	tambah	V;IND;SG;3;PRS;FIN	
agrega	add	agregar	add	V;IND;SG;3;PRS;FIN	PROPN
agrega	penambahan	agregar	pentambahan	V;IND;SG;3;PRS;FIN	N;SG
invitación	invite	invitación	invite	N;FEM;SG	PROPN
patagonia	patagonia	patagonia	patagonia	N;FEM;SG	PROPN
cívica	kewarganegaraan	cívico	kewarganegaraan	ADJ;FEM;SG	N;SG
cívica	civic	cívico	civic	ADJ;FEM;SG	PROPN
terra	terra	terra	terra	N;FEM;SG	PROPN
mágico	sihir	mágico	sihir	ADJ;MASC;SG	N;SG
mágico	magic	mágico	magic	ADJ;MASC;SG	PROPN
mágico	sulap	mágico	sulap	ADJ;MASC;SG	N;SG
mágico	magis	mágico	magis	ADJ;MASC;SG	N
richter	richter	richter	richter	N;FEM;SG	PROPN
ritual	ritual	ritual	ritual	ADJ;SG	N
corpus	corpus	corpus	corpus	N;MASC;SG	PROPN
exclusivo	exclusive	exclusivo	exclusive	ADJ;MASC;SG	PROPN
príncipes	pangeran	príncipe	pangeran	N;MASC;PL	N;SG
round	bulat	round	bulat	N;MASC;SG	PROPN;SG
round	round	round	round	N;MASC;SG	PROPN
pete	pete	pete	pete	PROPN	PROPN
muerta	dead	muerto	dead	ADJ;FEM;SG;V.PTCP	PROPN
ritmos	mengalahkan	ritmo	menkalahkan	N;MASC;PL	V;SG;ACT
ritmos	beats	ritmo	beats	N;MASC;PL	PROPN
ritmos	berdetak	ritmo	berdetak	N;MASC;PL	V;SG;ACT
ritmos	irama	ritmo	irama	N;MASC;PL	N;SG
ritmos	ketukan	ritmo	ketukan	N;MASC;PL	N;SG
nombrar	penamaan	nombrar	pennamaan	V;NFIN	N;SG
menéndez	menéndez	menéndez	menpindez	N;MASC;SG	PROPN
bebidas	minuman	bebida	minuman	N;FEM;PL	N;SG
bebidas	minum	bebida	minum	N;FEM;PL	PROPN;SG;ACT
llanos	plains	llano	plains	N;MASC;PL	PROPN
llanos	dataran	llano	dataran	N;MASC;PL	N;SG
stanford	stanford	stanford	stanford	N;MASC;SG	PROPN
tallo	stalk	tallo	stalk	N;MASC;SG	PROPN
newton	newton	newton	newton	N;FEM;SG	PROPN
dell	dell	dell	dell	N	PROPN
cartago	carthage	cartago	carthage	N;FEM;SG	PROPN
wikipedistas	wikipedians	wikipedistas	wikipedians	N;PL	PROPN
expuesto	terekspos	expuesto	terekspos	ADJ;MASC;SG;V.PTCP	V;SG;PASS
expuesto	terpapar	expuesto	terpapar	ADJ;MASC;SG;V.PTCP	V;SG;PASS
expuesto	terkena	expuesto	terkena	ADJ;MASC;SG;V.PTCP	V;SG;PASS
expuesto	diungkap	expuesto	diungkap	ADJ;MASC;SG;V.PTCP	V;SG;PASS
aparatos	aparat	aparato	aparat	N;MASC;PL	N;SG
aparatos	perangkat	aparato	perangkat	N;MASC;PL	N;SG
aparatos	gadget	aparato	gadget	N;MASC;PL	N;SG
aparatos	peralatan	aparato	peralatan	N;MASC;PL	N;SG
leon	leon	leer	leon	N	PROPN
greg	greg	greg	greg	PROPN	PROPN
arañas	laba	araña	laba	N;FEM;PL	N;SG
arañas	spider	araña	spider	N;FEM;PL	PROPN
bush	semak	bush	semak	PROPN	N;SG
bush	bush	bush	bush	PROPN	PROPN
automática	automatic	automático	automatic	ADJ;FEM;SG	N;SG
automática	otomatis	automático	otomatis	ADJ;FEM;SG	
consciente	menyadari	consciente	mensadari	ADJ;SG	V;SG;ACT
consciente	sadar	consciente	sadar	ADJ;SG	;SG
consciente	sadar	consciente	sadar	ADJ;SG	;SG
lola	lola	lola	lola	N;FEM;SG	PROPN
honores	kehormatan	honor	kehormatan	N;MASC;PL	N;SG
monje	monk	monje	monk	N;MASC;SG	PROPN
aragonés	aragon	aragonés	aragon	N;MASC;SG	PROPN
esencialmente	dasarnya	esencialmente	dasar	ADV	N;SG
fragmento	snippet	fragmento	snippet	N;MASC;SG	PROPN
químicas	kimiawi	químico	kimiawi	ADJ;FEM;PL	N;SG
químicas	kimia	químico	kimia	ADJ;FEM;PL	N;SG
anales	annals	anales	annals	N;MASC;PL	PROPN
claustro	cloister	claustro	cloister	N;MASC;SG	PROPN
claustro	fani	claustro	fani	N;MASC;SG	PROPN
choque	kaget	choque	kaget	N;MASC;SG	ADJ;SG
choque	terkejut	choque	terkejut	N;MASC;SG	V;SG;PASS
choque	shock	choque	shock	N;MASC;SG	PROPN
choque	mengejutkan	choque	menkejutkan	N;MASC;SG	V;SG;ACT
choque	crash	choque	crash	N;MASC;SG	PROPN
choque	clash	choque	clash	N;MASC;SG	PROPN
azerbaiyán	azerbaijan	azerbaiyán	azerbaijan	ADJ;FEM;SG	PROPN
azerbaiyán	azerbaijan	azerbaiyán	azerbaijan	ADJ;FEM;SG	PROPN
comprender	pahamilah	comprender	pahami	V;NFIN	PROPN
comprender	mengerti	comprender	mengerti	V;NFIN	;SG
comprender	pengertian	comprender	pengertian	V;NFIN	N;SG
comprender	pemahaman	comprender	penpahaman	V;NFIN	N;SG
exacta	persis	exacto	persis	ADJ;FEM;SG	;SG
legislativa	legislatif	legislativo	legislatif	ADJ;FEM;SG	N;SG
romeo	romeo	romeo	romeo	N;MASC;SG	PROPN
transmitido	disiarkan	transmitido	disiarkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
transmitido	ditransmisikan	transmitido	ditransmisikan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
transmitido	dipancarkan	transmitido	dipancarkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
transmitido	ditularkan	transmitido	ditularkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
eslovaquia	slowakia	eslovaquia	slowakia	N;FEM;SG	PROPN
afectado	terpengaruh	afectado	terpengaruh	ADJ;MASC;SG;V.PTCP	V;SG;PASS
afectado	terdampak	afectado	terdampak	ADJ;MASC;SG;V.PTCP	N
círculos	circle	círculo	circle	N;MASC;PL	PROPN
círculos	lingkaran	círculo	lingkaran	N;MASC;PL	N;SG
entierro	mengubur	entierro	menkubur	N;MASC;SG	V;SG;ACT
entierro	kuburkan	entierro	kuburkan	N;MASC;SG	V;SG;ACT
trayecto	journey	trayecto	journey	N;MASC;SG	PROPN
interesado	berminat	interesado	berminat	ADJ;MASC;SG;V.PTCP	V;SG;ACT
interesado	minat	interesado	minat	ADJ;MASC;SG;V.PTCP	N;SG
claves	keys	clave	keys	N;FEM;PL	PROPN
claves	kunci	clave	kunci	N;FEM;PL	N;SG
claves	key	clave	key	N;FEM;PL	PROPN
claves	kunci	clave	kunci	N;FEM;PL	N;SG
claves	key	clave	key	N;FEM;PL	PROPN
fragata	frigate	fragata	frigate	N;FEM;SG	PROPN
unir	join	unir	join	V;NFIN	PROPN
unir	bersatu	unir	bersatu	V;NFIN	PROPN
intermedio	istirahatnya	intermedio	istirahat	ADJ;MASC;SG	N;SG
intermedio	perantara	intermedio	perantara	ADJ;MASC;SG	N;SG
intermedio	menengah	intermedio	menengah	ADJ;MASC;SG	N;SG
luke	luke	luke	luke	N	PROPN
hermann	hermann	hermann	hermann	N;MASC;SG	PROPN
mayormente	kebanyakan	mayormente	kebanyakan	ADV	DET;SG
colocado	ditempatkan	colocado	ditempatkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
colocado	diposisikan	colocado	diposisikan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
remo	mendayung	remo	mendayung		V;SG;ACT
remo	dayung	remo	dayung		N;SG
remo	remo	remo	remo		PROPN
computadoras	komputer	computador	komputer	N;FEM;PL	N;SG
computadoras	komputer	computador	komputer	N;FEM;PL	N;SG
computadoras	computer	computador	computer	N;FEM;PL	PROPN
intenciones	niat	intención	niat	N;FEM;PL	N;SG
intenciones	niat	intención	niat	N;FEM;PL	N;SG
intenciones	intent	intención	intent	N;FEM;PL	PROPN
promesa	berjanji	promesa	berjanji	N;FEM;SG	V;SG;ACT
promesa	promise	promesa	promise	N;FEM;SG	PROPN
promesa	berjanjilah	promesa	berjanji	N;FEM;SG	V;SG;ACT
promesa	ikrarkan	promesa	ikrarkan	N;FEM;SG	V;SG;ACT
promesa	berikrar	promesa	berikrar	N;FEM;SG	V;SG;ACT
ejecutados	eksekusi	ejecutado	eksekusi	ADJ;MASC;PL;V.PTCP	N;SG
ejecutados	dieksekusi	ejecutado	dieksekusi	ADJ;MASC;PL;V.PTCP	V;SG;PASS
consultar	konsultasi	consultar	konsultasi	V;NFIN	N;SG
consultar	konsultan	consultar	konsultan	V;NFIN	N;SG
consultar	pertanyaan	consultar	pertanyaan	V;NFIN	N;SG
consultar	kueri	consultar	kueri	V;NFIN	N
cilindros	silinder	cilindro	silinder	N;MASC;PL	N;SG
cilindros	cylinder	cilindro	cylinder	N;MASC;PL	PROPN
cilindros	silinder	cilindro	silinder	N;MASC;PL	N;SG
walt	walt	walt	walt	PROPN	PROPN
belgrado	belgrade	belgrado	belgrade	N;MASC;SG	PROPN
raro	langka	raro	langka	ADJ;MASC;SG	N;SG
raro	rare	raro	rare	ADJ;MASC;SG	PROPN
raro	jarang	raro	jarang	ADJ;MASC;SG	ADV
raro	weird	raro	weird	ADJ;MASC;SG	PROPN
baterías	battery	batería	battery	N;FEM;PL	PROPN
baterías	baterai	batería	baterai	N;FEM;PL	PROPN;SG
baterías	baterai	batería	baterai	N;FEM;PL	PROPN;SG
receptores	penerima	receptor	penterima	N;MASC;PL	N;SG
estrategias	strategi	estrategia	strategi	N;FEM;PL	N;SG
intersección	berpotongan	intersección	berpotongan	N;FEM;SG	V;SG;ACT
stuart	stuart	stuar	stuart	PROPN	PROPN
superficies	permukaan	superficie	permukaan	N;FEM;PL	N;SG
fila	row	fila	row	N;FEM;SG	PROPN
natalia	natasha	natalia	natasha	N;FEM;SG	PROPN
natalia	natalie	natalia	natalie	N;FEM;SG	PROPN
natalia	natalia	natalia	natalia	N;FEM;SG	PROPN
toque	touch	toque	touch	N;SG	PROPN
toque	sentuh	toque	sentuh	N;SG	
deseos	keinginan	deseo	keinginan	N;MASC;PL	N;SG
deseos	hasrat	deseo	hasrat	N;MASC;PL	N;SG
brujas	damar	bruja	damar	N;FEM;PL	PROPN
brujas	bruges	bruja	bruges	N;FEM;PL	PROPN
continentales	continental	continental	continental	ADJ;PL	PROPN
continentales	kontinental	continental	kontinental	ADJ;PL	N
continentales	benua	continental	benua	ADJ;PL	N;SG
match	cocok	match	cocok	N;MASC;SG	ADJ;SG
incorporado	dimasukkan	incorporado	dimasukkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
incorporado	incorporated	incorporado	incorporated	ADJ;MASC;SG;V.PTCP	PROPN
fiables	diandalkan	fiable	diandalkan	ADJ;PL	V;SG;PASS
enfermo	ill	enfermo	ill	ADJ;MASC;SG	PROPN
enfermo	sakit	enfermo	sakit	ADJ;MASC;SG	N;SG
enfermo	sick	enfermo	sick	ADJ;MASC;SG	PROPN
polar	polar	polar	polar	N;SG	PROPN
avanzado	maju	avanzado	maju	ADJ;MASC;SG;V.PTCP	V;SG;ACT
avanzado	canggih	avanzado	canggih	ADJ;MASC;SG;V.PTCP	N;SG
avanzado	lanjutan	avanzado	lanjutan	ADJ;MASC;SG;V.PTCP	N;SG
llamas	nyala	llama	nyala	N;FEM;PL	
llamas	flame	llama	flame	N;FEM;PL	PROPN
llamas	api	llama	api	N;FEM;PL	N;SG
ortografía	mengeja	ortografía	mengeja	N;FEM;SG	PROPN
ortografía	eja	ortografía	eja	N;FEM;SG	PROPN
away	jauh	away	jauh	N	ADJ;SG
away	away	away	away	N	PROPN
away	menjauh	away	menjauh	N	V;SG;ACT
caro	caro	caro	caro	ADJ;MASC;SG	PROPN
caro	mahalnya	caro	mahal	ADJ;MASC;SG	N;SG
ingredientes	bahan	ingrediente	bahan	N;MASC;PL	N;SG
pizarro	pizarro	pizarro	pizarro	N;MASC;SG	PROPN
reconocen	kenali	reconocer	kenali	V;IND;PL;3;PRS;FIN	V;SG;ACT
reconocen	mengenali	reconocer	menkenali	V;IND;PL;3;PRS;FIN	V;SG;ACT
mago	wizard	mago	wizard	N;MASC;SG	PROPN
sustituir	pengganti	sustituir	penganti	V;NFIN	N;SG
sustituir	replace	sustituir	replace	V;NFIN	PROPN
montero	montero	montero	montero	N;MASC;SG	PROPN
eliminados	terhapus	eliminado	terhapus	ADJ;MASC;PL;V.PTCP	V;SG;PASS
eliminados	dihapus	eliminado	dihapus	ADJ;MASC;PL;V.PTCP	V;SG;PASS
eliminados	dieliminasi	eliminado	dieliminasi	ADJ;MASC;PL;V.PTCP	V;SG;PASS
eliminados	dihilangkan	eliminado	dihilangkan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
eliminados	dibuang	eliminado	dibuang	ADJ;MASC;PL;V.PTCP	V;SG;PASS
eliminados	dihapus	eliminado	dihapus	ADJ;MASC;PL;V.PTCP	V;SG;PASS
eliminados	dibuang	eliminado	dibuang	ADJ;MASC;PL;V.PTCP	V;SG;PASS
extraña	stranger	extraño	stranger	ADJ;FEM;SG	PROPN
extraña	meleset	extraño	menles	ADJ;FEM;SG	V;SG;ACT
extraña	strange	extraño	strange	ADJ;FEM;SG	PROPN
wolfgang	wolfgang	wolfgang	wolfgang	N;FEM;SG	PROPN
amarillas	kuning	amarillo	kuning	ADJ;FEM;PL	N;SG
rompió	bangkrut	romper	bangkrut	V;IND;SG;3;PST;FIN	;SG
asiento	seat	asiento	seat	N;MASC;SG	PROPN
presos	tahanan	preso	tahanan	N;MASC;PL	N;SG
vice	vice	vicir	vice		PROPN
slam	slam	slam	slam	N;MASC;SG	PROPN
slam	banting	slam	banting	N;MASC;SG	
quebrada	pecah	quebrado	pecah	ADJ;FEM;SG;V.PTCP	V;SG;ACT
quebrada	bangkrut	quebrado	bangkrut	ADJ;FEM;SG;V.PTCP	;SG
citada	dikutip	citado	dikutip	ADJ;FEM;SG;V.PTCP	V;SG;PASS
alerta	waspada	alerta	waspada	N;FEM;SG	ADJ;SG
alerta	alert	alerta	alert	N;FEM;SG	PROPN
levantar	angkat	levantar	angkat	V;NFIN	N;SG;ACT
levantar	lift	levantar	lift	V;NFIN	N
jujuy	jujuy	jujuir	jujuy	PROPN	PROPN
osorio	osorio	osorio	osorio	N;MASC;SG	PROPN
hawái	hawaii	hawái	hawaii	N;FEM;SG	PROPN
wide	lebar	wide	lebar	N	ADJ;SG
wide	wide	wide	wide	N	PROPN
amenazada	mengancam	amenazado	menancam	ADJ;FEM;SG;V.PTCP	V;SG;ACT
amenazada	terancam	amenazado	terancam	ADJ;FEM;SG;V.PTCP	V;SG;PASS
amenazada	diancam	amenazado	diancam	ADJ;FEM;SG;V.PTCP	V;SG;PASS
superado	melampaui	superado	menlampaui	ADJ;MASC;SG;V.PTCP	V;SG;ACT
superado	dilampaui	superado	dilampaui	ADJ;MASC;SG;V.PTCP	V;SG;PASS
superado	terlampaui	superado	terlampaui	ADJ;MASC;SG;V.PTCP	V;SG
submarinos	subs	submarino	subs	N;MASC;PL	PROPN
submarinos	selam	submarino	selam	N;MASC;PL	N;SG
susan	susan	susar	susan	N;FEM;SG	PROPN
turca	turk	turco	turk	ADJ;FEM;SG	PROPN
turca	turki	turco	turki	ADJ;FEM;SG	PROPN;SG
turca	turkish	turco	turkish	ADJ;FEM;SG	PROPN
bailarina	balerina	bailarino	balerina	N;FEM;SG	PROPN
preparado	persiapan	preparado	persiapan	ADJ;MASC;SG;V.PTCP	N;SG
preparado	dipersiapkan	preparado	dipersiapkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
preparado	disiapkan	preparado	disiapkan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
borja	borgia	borja	borgia	PROPN	PROPN
borja	borja	borja	borja	PROPN	PROPN
nido	nest	nido	nest	N;MASC;SG	PROPN
reemplazar	replace	reemplazar	replace	V;NFIN	PROPN
fibra	fiber	fibra	fiber	N;FEM;SG	PROPN
colaboraciones	kolaborasi	colaboración	kolaborasi	N;FEM;PL	N;SG
colaboraciones	kemitraan	colaboración	kemitraan	N;FEM;PL	N;SG
secuencias	rekaman	secuencia	rekaman	N;FEM;PL	N;SG
secuencias	urutan	secuencia	urutan	N;FEM;PL	N;SG
donación	sumbang	donación	sumbang	N;FEM;SG	PROPN;SG;ACT
donación	menyumbang	donación	mensumbang	N;FEM;SG	V;SG;ACT
donación	sumbangkan	donación	sumbangkan	N;FEM;SG	V;SG;ACT
olga	olga	olga	olga	N;FEM;SG	PROPN
cohete	rocket	cohete	rocket	N;MASC;SG	PROPN
vancouver	vancouver	vancouver	vancouver	N;MASC;SG	PROPN
pontevedra	pontevedra	pontevedra	pontevedra	N;FEM;SG	PROPN
horizonte	ufuk	horizonte	ufuk	N;MASC;SG	PROPN
horizonte	horizon	horizonte	horizon	N;MASC;SG	PROPN
boliviano	bolivia	boliviano	bolivia	ADJ;MASC;SG	PROPN
cano	cano	cano	cano	N;MASC;SG	PROPN
romántica	romantis	romántico	romantis	ADJ;FEM;SG	N;SG
romántica	romantic	romántico	romantic	ADJ;FEM;SG	N;SG
derrotados	mengalahkan	derrotado	menkalahkan	ADJ;MASC;PL;V.PTCP	V;SG;ACT
derrotados	terkalahkan	derrotado	terkalahkan	ADJ;MASC;PL;V.PTCP	ADJ;SG
derrotados	kalah	derrotado	kalah	ADJ;MASC;PL;V.PTCP	V;SG
derrotados	dikalahkan	derrotado	dikalahkan	ADJ;MASC;PL;V.PTCP	V;SG;PASS
compartido	berbagi	compartido	berbagi	ADJ;MASC;SG;V.PTCP	V;SG;ACT
compartido	dibagikan	compartido	dibagikan	ADJ;MASC;SG;V.PTCP	V;SG;PASS
compartido	shared	compartido	shared	ADJ;MASC;SG;V.PTCP	PROPN
fan	fan	fan	fan	N;SG	PROPN
cineasta	filmmaker	cineasta	filmmaker	N;SG	PROPN
malas	buruk	malo	buruk	ADJ;FEM;PL	ADJ;SG
malas	jahat	malo	jahat	ADJ;FEM;PL	ADJ;SG
malas	bad	malo	bad	ADJ;FEM;PL	PROPN
sombras	shadows	sombra	shadows	N;FEM;PL	PROPN
sombras	bayangan	sombra	bayangan	N;FEM;PL	N;SG
sombras	bayang	sombra	bayang	N;FEM;PL	PROPN;SG
sombras	membayangi	sombra	menbayangi	N;FEM;PL	V;SG;ACT
sombras	bayangan	sombra	bayangan	N;FEM;PL	N;SG
sombras	shadow	sombra	shadow	N;FEM;PL	PROPN
sombras	bayang	sombra	bayang	N;FEM;PL	PROPN;SG
sombras	nuansa	sombra	nuansa	N;FEM;PL	N;SG
sombras	shades	sombra	shades	N;FEM;PL	PROPN
violeta	purple	violeto	purple	N;FEM;SG	PROPN
violeta	ungu	violeto	ungu	N;FEM;SG	PROPN;SG
violeta	violet	violeto	violet	N;FEM;SG	PROPN
poblada	dihuni	poblado	dihuni	ADJ;FEM;SG;V.PTCP	V;SG;PASS
ácidos	asam	ácido	asam	N;MASC;PL	PROPN;SG
ácidos	acid	ácido	acid	N;MASC;PL	PROPN
nicholas	nicholas	nichola	nicholas	N;SG	PROPN
osvaldo	oswaldo	osvaldo	oswaldo	PROPN	PROPN
osvaldo	osvaldo	osvaldo	osvaldo	PROPN	PROPN
guayana	guyana	guayana	guyana	ADJ;FEM;SG	PROPN
guayana	guyana	guayana	guyana	ADJ;FEM;SG	PROPN
inspirada	terinspirasi	inspirado	terinspirasi	ADJ;FEM;SG;V.PTCP	V;SG;PASS
inspirada	menginspirasi	inspirado	meninspirasi	ADJ;FEM;SG;V.PTCP	V;SG;ACT
inspirada	inspirasi	inspirado	inspirasi	ADJ;FEM;SG;V.PTCP	N
inspirada	inspired	inspirado	inspired	ADJ;FEM;SG;V.PTCP	PROPN
respaldo	backup	respaldo	backup	N;MASC;SG	PROPN
respaldo	endorsement	respaldo	endorsement	N;MASC;SG	PROPN
retirar	withdraw	retirar	withdraw	V;NFIN	PROPN
ejes	axles	eje	axles	N;MASC;PL	PROPN
ejes	poros	eje	poros	N;MASC;PL	N;SG
ejes	sumbu	eje	sumbu	N;MASC;PL	N;SG
ejes	sumbu	eje	sumbu	N;MASC;PL	N;SG
ejes	axis	eje	axis	N;MASC;PL	PROPN
militantes	militan	militante	militan	N;PL	N;SG
militantes	militan	militante	militan	N;PL	N;SG
militantes	aktivis	militante	aktivis	N;PL	N;SG
oculta	tersembunyi	oculto	tersembunyi	ADJ;FEM;SG	V;SG;PASS
oculta	bathin	oculto	bathin	ADJ;FEM;SG	N;SG
oculta	disembunyikan	oculto	disembunyikan	ADJ;FEM;SG	V;SG;PASS
oculta	hidden	oculto	hidden	ADJ;FEM;SG	PROPN
oculta	menyembunyikan	oculto	mensembunyikan	ADJ;FEM;SG	V;SG;ACT
oculta	sembunyikan	oculto	sembunyikan	ADJ;FEM;SG	V;SG;ACT
oculta	sembunyi	oculto	sembunyi	ADJ;FEM;SG	N;SG
oculta	menyembunyikan	oculto	mensembunyikan	ADJ;FEM;SG	V;SG;ACT
alejandra	alexandra	alejandra	alexandra	N;FEM;SG	PROPN
alejandra	alejandra	alejandra	alejandra	N;FEM;SG	PROPN
circunscripción	konstituensi	circunscripción	konstituensi	N;FEM;SG	PROPN
aplicada	terapan	aplicado	terapan	ADJ;FEM;SG;V.PTCP	N;SG
aplicada	diaplikasikan	aplicado	diaplikasikan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
aplicada	diterapkan	aplicado	diterapkan	ADJ;FEM;SG;V.PTCP	V;SG;PASS
sindicatos	perserikatan	sindicato	perserikatan	N;MASC;PL	N;SG
testimonios	kesaksian	testimonio	kesaksian	N;MASC;PL	N;SG
testimonios	kesaksian	testimonio	kesaksian	N;MASC;PL	N;SG
keith	keith	keith	keith	PROPN	PROPN
femeninos	feminim	femenino	feminim	ADJ;MASC;PL	N
femeninos	feminin	femenino	feminin	ADJ;MASC;PL	N;SG
femeninos	kewanitaan	femenino	kewanitaan	ADJ;MASC;PL	N;SG
incidentes	insiden	incidente	insiden	N;PL	N;SG
incidentes	kejadian	incidente	kejadian	N;PL	N;SG
incidentes	insiden	incidente	insiden	N;PL	N;SG
