در	porte	در	porte	ADP	N;FEM;SG
اروپایی	européens	اروپایی	européen	N;SG	ADJ;MASC;PL
اروپایی	européennes	اروپایی	européen	N;SG	ADJ;FEM;PL
اروپایی	européenne	اروپایی	européen	N;SG	ADJ;FEM;SG
اروپایی	européen	اروپایی	européen	N;SG	ADJ;MASC;SG
رفتار	comportements	رفتار	comportement	N;SG	N;MASC;PL
رفتار	agissant	رفتار	agir	N;SG	V;PRS;V.PTCP
رفتار	agir	رفتار	agir	N;SG	V;NFIN
فرمول	formules	None	formule	N;SG	N;FEM;PL
نوری	nuri	نوری	nuri	N;SG	
نوری	légère	نوری	léger	N;SG	ADJ;FEM;SG
نوری	léger	نوری	léger	N;SG	ADJ;MASC;SG
نوری	optique	نوری	optique	N;SG	ADJ;MASC;SG
نوری	optiques	نوری	optique	N;SG	ADJ;MASC;PL
مربیان	gestionnaires	مربی	gestionnaire	N;PL	ADJ;MASC;PL
محور	essieux	محور	essieux	N;SG	N;MASC;PL
محور	axes	محور	axe	N;SG	N;MASC;PL
دینی	religieux	دین	religieux	N;SG	ADJ;MASC;SG
دینی	religieuses	دین	religieux	N;SG	ADJ;FEM;PL
دینی	religieuse	دین	religieux	N;SG	ADJ;FEM;SG
مسلمانان	musulman	مسلمان	musulman	N;PL	ADJ;MASC;SG
مسلمانان	musulmane	مسلمان	musulman	N;PL	ADJ;FEM;SG
مسلمانان	musulman	مسلمان	musulman	N;PL	ADJ;MASC;SG
پیشین	ancien	پیشین	ancien	N;SG	ADJ;MASC;SG
پیشین	ancienne	پیشین	ancien	N;SG	ADJ;FEM;SG
پیشین	précédentes	پیشین	précédent	N;SG	ADJ;FEM;PL
پیشین	précédente	پیشین	précédent	N;SG	ADJ;FEM;SG
پیشین	précédent	پیشین	précédent	N;SG	ADJ;MASC;SG
پیشین	précédents	پیشین	précédent	N;SG	ADJ;MASC;PL
مقایسه	comparaisons	مقایسه	comparaison	N;SG	N;FEM;PL
مقایسه	comparez	مقایسه	comparer	N;SG	V;IMP;PL;2;PRS;FIN
مقایسه	compare	مقایسه	comparer	N;SG	V;IND;SG;3;PRS;FIN
مقایسه	comparons	مقایسه	comparon	N;SG	V;IMP;PL;1;PRS;FIN
مقایسه	comparer	مقایسه	comparer	N;SG	V;NFIN
مقایسه	comparés	مقایسه	comparer	N;SG	V;MASC;PL;PST;V.PTCP
مقایسه	comparé	مقایسه	comparer	N;SG	V;MASC;SG;PST;V.PTCP
رسیدن	arrivés	رسیدن	arriver	N;SG	V;MASC;PL;PST;V.PTCP
رسیدن	arrivé	رسیدن	arriver	N;SG	V;MASC;SG;PST;V.PTCP
ابزار	outils	ابزار	outil	N;SG	N;MASC;PL
مهاجرت	migrer	مهاجرت	migrer	N;SG	V;NFIN
مهاجرت	migrent	مهاجرت	migrer	N;SG	V;IND;PL;3;PRS;FIN
مهاجرت	migrations	مهاجرت	migration	N;SG	N;FEM;PL
مقاومت	résistent	مقاومت	résister	N;SG	V;IND;PL;3;PRS;FIN
مقاومت	résister	مقاومت	résister	N;SG	V;NFIN
مقاومت	résiste	مقاومت	résister	N;SG	V;IND;SG;3;PRS;FIN
مقاومت	résister	مقاومت	résister	N;SG	V;NFIN
مقاومت	résistant	مقاومت	résistant	N;SG	V;PRS;V.PTCP
مقاومت	résistants	مقاومت	résistant	N;SG	ADJ;MASC;PL
مقاومت	résistances	مقاومت	résistance	N;SG	N;FEM;PL
سینمایی	film	سینمایی	film	ADJ	N;MASC;SG
بیمارستان	hôpitaux	بیمارستان	hôpital	N;SG	N;MASC;PL
بیمارستان	hôpitaux	بیمارستان	hôpital	N;SG	N;MASC;PL
پا	pieds	پا	pied	N;SG	N;MASC;PL
پا	cuisses	پا	cuisse	N;SG	N;FEM;PL
پا	jambes	پا	jambe	N;SG	N;FEM;PL
پا	pattes	پا	patte	N;SG	N;FEM;PL
پا	jambes	پا	jambe	N;SG	N;FEM;PL
اصول	fondamentaux	اصل	fondamental	N;PL	ADJ;MASC;PL
اصول	basiques	اصل	basique	N;PL	ADJ;MASC;PL
اصول	basique	اصل	basique	N;PL	ADJ;MASC;SG
کن	ken	کرد#کن	ken	V;IMP;SG;2	PROPN
مجموع	sum	مجموع	sum	N;SG	
مجموع	totale	مجموع	total	N;SG	ADJ;FEM;SG
مجموع	totaux	مجموع	total	N;SG	ADJ;MASC;PL
تفاوت	diff	تفاوت	diff	N;SG	
تفاوت	différences	تفاوت	différence	N;SG	N;FEM;PL
دیدگاه	aspects	دیدگاه	aspect	N;SG	N;MASC;PL
گمر	gmr	گمر	gmr		N;MASC;SG
دانمارک	danoises	دانمارک	danois	N;SG	ADJ;FEM;PL
دانمارک	danois	دانمارک	danois	N;SG	ADJ;MASC;SG
دانمارک	danoise	دانمارک	danois	N;SG	ADJ;FEM;SG
نوشتن	écrivez	نوشتن	écrire	N;SG	V;IMP;PL;2;PRS;FIN
نوشتن	ecrire	نوشتن	ecrire	N;SG	V;NFIN
نوشتن	écrire	نوشتن	écrire	N;SG	V;NFIN
نوشتن	rédiger	نوشتن	rédiger	N;SG	V;NFIN
نوشتن	ecrire	نوشتن	ecrire	N;SG	V;NFIN
نوشتن	écrire	نوشتن	écrire	N;SG	V;NFIN
اختلاف	différences	اختلاف	différence	N;SG	N;FEM;PL
اختلاف	désaccords	اختلاف	désaccord	N;SG	N;MASC;PL
لبنان	libanais	لبنان	libanais	N;SG	ADJ;MASC;SG
لبنان	libanaises	لبنان	libanais	N;SG	ADJ;FEM;PL
لبنان	libanaise	لبنان	libanais	N;SG	ADJ;FEM;SG
نیشابور	nishapur	نیشابور	nishapur	N;SG	PROPN
هشت	eight	هشت	eight	NUM	PROPN
شهردار	maires	شهردار	maire	N;SG	N;MASC;PL
نوبل	noble	نوبل	noble	N;SG	ADJ;MASC;SG
نوبل	nobles	نوبل	noble	N;SG	ADJ;MASC;PL
سخت	difficiles	سخت	difficile	ADV	ADJ;MASC;PL
سخت	dur	سخت	dur	ADV	ADJ;MASC;SG
سخت	hard	سخت	hard	ADV	N;MASC;SG
سخت	difficile	سخت	difficile	ADV	ADJ;MASC;SG
سخت	dure	سخت	dur	ADV	ADJ;FEM;SG
سخت	difficiles	سخت	difficile	ADV	ADJ;MASC;PL
سخت	difficile	سخت	difficile	ADV	ADJ;MASC;SG
هدایت	hedayat	هدایت	hedayat	N;SG	PROPN
تخیلی	fictions	تخیل	fiction	N;SG	N;FEM;PL
پیام	messages	پیام	message	N;SG	N;MASC;PL
فردی	freddie	فرد	freddie	N;SG	PROPN
فردی	freddy	فرد	freddy	N;SG	PROPN
فردی	freddy	فرد	freddy	N;SG	PROPN
گیتار	guitares	گیتار	guitare	N;SG	N;FEM;PL
پلیس	policière	پلیس	policier	N;SG	ADJ;FEM;SG
پلیس	policiers	پلیس	policier	N;SG	N;MASC;PL
چیز	choses	چیز	chose	N;SG	N;FEM;PL
خطی	linéaires	خطی	linéaire	N;SG	ADJ;MASC;PL
خطی	linéaire	خطی	linéaire	N;SG	ADJ;MASC;SG
خطی	manuscrits	خطی	manuscrit	N;SG	V;MASC;PL;PST;V.PTCP
خوانده	lecture	خواند#خوان	lecture	V;SG;3;V.PTCP	N;FEM;SG
خوانده	lisez	خواند#خوان	lire	V;SG;3;V.PTCP	V;IMP;PL;2;PRS;FIN
خوانده	lis	خواند#خوان	lire	V;SG;3;V.PTCP	V;IND;SG;1;PRS;FIN
گردد	devient	گشت#گرد	devenir	V;SBJV;SG;3;PRS	V;IND;SG;3;PRS;FIN
بنده	slave	بنده	slave	N;SG	ADJ;MASC;SG
بنده	esclaves	بنده	esclave	N;SG	N;MASC;PL
کمیته	commissions	کمیته	commission	N;SG	N;FEM;PL
کمیته	comités	کمیته	comité	N;SG	V;MASC;PL;PST;V.PTCP
ژان	jean	ژان	jean	N;SG	PROPN
ژان	joan	ژان	joan	N;SG	PROPN
اسماعیل	ismail	اسماعیل	ismail	N;SG	PROPN
اسماعیل	ismaël	اسماعیل	ismaël	N;SG	PROPN
اسماعیل	esmail	اسماعیل	esmail	N;SG	PROPN
اسماعیل	ismaël	اسماعیل	ismaël	N;SG	PROPN
اسماعیل	ismael	اسماعیل	ismael	N;SG	PROPN
تنظیم	ajustements	تنظیم	ajustement	N;SG	N;MASC;PL
تنظیم	définir	تنظیم	définir	N;SG	V;NFIN
خلاصه	bref	خلاصه	bref	N;SG	INTJ
خلاصه	brèves	خلاصه	breve	N;SG	ADJ;FEM;PL
خلاصه	brève	خلاصه	bref	N;SG	ADJ;FEM;SG
خلاصه	sommaire	خلاصه	sommaire	N;SG	ADJ;MASC;SG
خلاصه	récapitulatif	خلاصه	récapitulatif	N;SG	ADJ;MASC;SG
خلاصه	résumé	خلاصه	résumé	N;SG	V;MASC;SG;PST;V.PTCP
ساکن	résidente	ساکن	résident	N;SG	ADJ;FEM;SG
ساکن	résidant	ساکن	résider	N;SG	V;PRS;V.PTCP
ساکن	résidents	ساکن	résident	N;SG	N;MASC;PL
ساکن	occupant	ساکن	occuper	N;SG	V;PRS;V.PTCP
ساکن	stationnaires	ساکن	stationnaire	N;SG	ADJ;MASC;PL
ساکن	stationnaire	ساکن	stationnaire	N;SG	ADJ;MASC;SG
ساکن	fixes	ساکن	fixe	N;SG	ADJ;MASC;PL
دیوان	diwan	دیوان	diwan	N;SG	PROPN
گسترده	propagation	گسترده	propagation	ADJ	N;FEM;SG
گسترده	répandre	گسترده	répandre	ADJ	V;NFIN
گسترده	élargi	گسترده	élargir	ADJ	V;MASC;SG;PST;V.PTCP
گسترده	élargie	گسترده	élargir	ADJ	V;FEM;SG;PST;V.PTCP
گسترده	étendu	گسترده	étendre	ADJ	V;MASC;SG;PST;V.PTCP
گسترده	agrandi	گسترده	agrandir	ADJ	V;MASC;SG;PST;V.PTCP
گسترده	prolongée	گسترده	prolonger	ADJ	V;FEM;SG;PST;V.PTCP
گسترده	étendu	گسترده	étendre	ADJ	V;MASC;SG;PST;V.PTCP
گسترده	prolongé	گسترده	prolonger	ADJ	V;MASC;SG;PST;V.PTCP
گسترده	prolongés	گسترده	prolonger	ADJ	V;MASC;PL;PST;V.PTCP
گسترده	étendue	گسترده	étendre	ADJ	V;FEM;SG;PST;V.PTCP
الکتریکی	électrique	الکتریکی	électrique	N;SG	ADJ;MASC;SG
الکتریکی	electrique	الکتریکی	electrique	N;SG	ADJ;MASC;SG
الکتریکی	électrique	الکتریکی	électrique	N;SG	ADJ;MASC;SG
الکتریکی	electrique	الکتریکی	electrique	N;SG	ADJ;MASC;SG
رایانه	informatique	رایانه	informatique	N;SG	ADJ;MASC;SG
رایانه	ordinateurs	رایانه	ordinateur	N;SG	N;MASC;PL
رایانه	ordinateurs	رایانه	ordinateur	N;SG	N;MASC;PL
رایانه	informatique	رایانه	informatique	N;SG	ADJ;MASC;SG
عبور	croisée	عبور	croisé	N;SG	V;FEM;SG;PST;V.PTCP
عبور	traverser	عبور	traverser	N;SG	V;NFIN
عبور	croisé	عبور	croisé	N;SG	V;MASC;SG;PST;V.PTCP
عبور	passer	عبور	passer	N;SG	V;NFIN
عبور	passe	عبور	passer	N;SG	V;IND;SG;3;PRS;FIN
عبور	passent	عبور	passer	N;SG	V;IND;PL;3;PRS;FIN
ششم	sixth	ششم	sixth	ADJ	PROPN
لی	lee	None	lee		PROPN
هنرمند	artistes	هنرمند	artiste	N;SG	N;MASC;PL
گوناگون	varié	گوناگون	varié	ADJ	V;MASC;SG;PST;V.PTCP
گوناگون	diversifié	گوناگون	diversifier	ADJ	V;MASC;SG;PST;V.PTCP
مدرن	moderne	مدرن	moderne	N;SG	ADJ;MASC;SG
مدرن	modernes	مدرن	moderne	N;SG	ADJ;MASC;PL
ماشین	voitures	ماشین	voiture	N;SG	N;FEM;PL
یونایتد	unie	یونایت#یونا	unie	N;SG	V;FEM;SG;PST;V.PTCP
یونایتد	unis	یونایت#یونا	unir	N;SG	V;MASC;PL;PST;V.PTCP
یونایتد	unies	یونایت#یونا	uni	N;SG	ADJ;FEM;PL
گلدن	dorée	گلدن	doré	N;SG	V;FEM;SG;PST;V.PTCP
گلدن	doré	گلدن	dorer	N;SG	V;MASC;SG;PST;V.PTCP
شدید	sévères	شدید	sévère	N;SG	ADJ;MASC;PL
شدید	graves	شدید	grave	N;SG	ADJ;MASC;PL
شدید	grave	شدید	grave	N;SG	ADJ;MASC;SG
شدید	sévère	شدید	sévère	N;SG	ADJ;MASC;SG
شدید	intense	شدید	intense	N;SG	ADJ;FEM;SG
شدید	intenses	شدید	intense	N;SG	ADJ;MASC;PL
آذر	azar	آذر	azar	N;SG	PROPN
نقد	critique	نقد	critique	N;SG	ADJ;MASC;SG
نقد	critiques	نقد	critique	N;SG	N;MASC;PL
نقد	comptant	نقد	compter	N;SG	V;PRS;V.PTCP
نقد	liquidités	نقد	liquidité	N;SG	N;FEM;PL
محافظت	protéger	محافظت	protéger	N;SG	V;NFIN
محافظت	protégeant	محافظت	protéger	N;SG	V;PRS;V.PTCP
محافظت	protège	محافظت	protéger	N;SG	V;IND;SG;3;PRS;FIN
محافظت	protégez	محافظت	protéger	N;SG	V;IMP;PL;2;PRS;FIN
محافظت	protéger	محافظت	protéger	N;SG	V;NFIN
محافظت	protègent	محافظت	protéger	N;SG	V;IND;PL;3;PRS;FIN
بهار	spring	بهار	spring	N;SG	PROPN
بهار	bahar	بهار	bahar	N;SG	PROPN
قانونی	légitime	قانونی	légitime	N;SG	ADJ;MASC;SG
قانونی	juridique	قانونی	juridique	N;SG	ADJ;MASC;SG
قانونی	légal	قانونی	légal	N;SG	ADJ;MASC;SG
قانونی	légales	قانونی	légal	N;SG	ADJ;FEM;PL
قانونی	légale	قانونی	légal	N;SG	ADJ;FEM;SG
قصد	intentions	قصد	intention	N;SG	N;FEM;PL
قصد	destiné	قصد	destiner	N;SG	V;MASC;SG;PST;V.PTCP
قصد	intentions	قصد	intention	N;SG	N;FEM;PL
هوای	intempéries	هوا	intempérie	N;SG	ADJ;FEM;PL
هوای	huai	هوا	huai	N;SG	PROPN
ماهی	poissons	ماهی	poisson	N;SG	N;MASC;PL
ماهی	pêcher	ماهی	pêcher	N;SG	V;NFIN
رم	rome	رم	rome	N;SG	PROPN
رایج	fréquent	رایج	fréquent	N;SG	ADJ;MASC;SG
رایج	fréquents	رایج	fréquent	N;SG	ADJ;MASC;PL
رایج	commun	رایج	commun	N;SG	ADJ;MASC;SG
هماهنگ	coordonner	هماهنگ	coordonner	ADJ	V;NFIN
هماهنگ	coordination	هماهنگ	coordination	ADJ	N;FEM;SG
کبک	québécois	کبک	québécois	N;SG	ADJ;MASC;SG
مستند	documentaires	مستند	documentaire	N;SG	ADJ;MASC;PL
مهاجر	migrateurs	مهاجر	migrateur	N;SG	N;MASC;PL
مهاجر	migratoire	مهاجر	migratoire	N;SG	ADJ;MASC;SG
مهاجر	migratoires	مهاجر	migratoire	N;SG	ADJ;MASC;PL
مهاجر	migrants	مهاجر	migrant	N;SG	N;MASC;PL
مهاجر	immigrés	مهاجر	immigré	N;SG	V;MASC;PL;PST;V.PTCP
مهاجر	réfugiés	مهاجر	réfugié	N;SG	N;MASC;PL
مهاجر	immigrants	مهاجر	immigrant	N;SG	N;MASC;PL
مهاجر	immigrés	مهاجر	immigré	N;SG	V;MASC;PL;PST;V.PTCP
مهاجر	immigrée	مهاجر	immigré	N;SG	ADJ;FEM;SG
مهاجر	immigré	مهاجر	immigré	N;SG	V;MASC;SG;PST;V.PTCP
خمینی	khomeini	خمینی	khomeini	N;SG	PROPN
طولانی	longtemps	طولانی	longtemps	ADJ	ADV
ریشه	racines	ریشه	racine	N;SG	N;FEM;PL
ریشه	racines	ریشه	racine	N;SG	N;FEM;PL
مریلند	maryland	مریلند	maryland	N;SG	PROPN
سرد	froide	سرد	froid	N;SG	ADJ;FEM;SG
سرد	froid	سرد	froid	N;SG	ADJ;MASC;SG
سرد	froids	سرد	froid	N;SG	ADJ;MASC;PL
تحقیق	enquêter	تحقیق	enquêter	N;SG	V;NFIN
تحقیق	recherches	تحقیق	recherche	N;SG	N;FEM;PL
ریچارد	richard	ریچارد	richard	N;SG	PROPN
کاتولیک	catholique	کاتولیک	catholique	N;SG	ADJ;MASC;SG
کاتولیک	catholiques	کاتولیک	catholique	N;SG	ADJ;MASC;PL
اکلاهما	oklahoma	اکلاهما	oklahoma	N;SG	PROPN
متوسط	moyenne	متوسط	moyenne	ADJ	N;FEM;SG
متوسط	médium	متوسط	médium	ADJ	N;MASC;SG
متوسط	moyenne	متوسط	moyenne	ADJ	N;FEM;SG
متوسط	milieu	متوسط	milieu	ADJ	N;MASC;SG
دموکرات	démocratique	دموکر	démocratique	N;SG	ADJ;MASC;SG
دموکرات	démocratiques	دموکر	démocratique	N;SG	ADJ;MASC;PL
دموکرات	démocrates	دموکر	démocrate	N;SG	N;MASC;PL
محسن	mohsen	محسن	mohsen	N;SG	PROPN
محسن	muhsin	محسن	muhsin	N;SG	PROPN
کنتاکی	kentucky	کنتاکی	kentucky	N;SG	PROPN
سزار	caesar	سزار	caesar	N;SG	PROPN
حاج	haj	حاج	haj	N;SG	PROPN
حاج	hadj	حاج	hadj	N;SG	PROPN
شناسایی	identifier	شناسایی	identifier	N;SG	V;NFIN
اسم	noun	اسم	noun	N;SG	PROPN
بند	plier	بند	plier	N;SG	V;NFIN
بند	obligations	بند	obligation	N;SG	N;FEM;PL
اثبات	prouvez	اثبات	prouver	N;SG	V;IMP;PL;2;PRS;FIN
اثبات	prouver	اثبات	prouver	N;SG	V;NFIN
اثبات	prouve	اثبات	prouver	N;SG	V;IND;SG;3;PRS;FIN
اثبات	prouver	اثبات	prouver	N;SG	V;NFIN
اثبات	prouvant	اثبات	prouver	N;SG	V;PRS;V.PTCP
اثبات	justificatif	اثبات	justificatif	N;SG	ADJ;MASC;SG
اثبات	preuves	اثبات	preuve	N;SG	N;FEM;PL
ادغام	fusionner	None	fusionner	N;SG	V;NFIN
ادغام	fusionne	None	fusionner	N;SG	V;IND;SG;3;PRS;FIN
ادغام	fusionner	None	fusionner	N;SG	V;NFIN
دهم	dixième	دهم	dixième	V;SBJV;SG;1;PRS	ADJ;MASC;SG
دهم	tenth	دهم	tenth	V;SBJV;SG;1;PRS	PROPN
جذب	absorber	جذب	absorber	N;SG	V;NFIN
جذب	absorbent	جذب	absorber	N;SG	V;IND;PL;3;PRS;FIN
جذب	attirent	جذب	attirer	N;SG	V;IND;PL;3;PRS;FIN
جذب	attirer	جذب	attirer	N;SG	V;NFIN
جذب	attire	جذب	attirer	N;SG	V;IND;SG;3;PRS;FIN
جذب	attraits	جذب	attrait	N;SG	N;MASC;PL
جذب	attirer	جذب	attirer	N;SG	V;NFIN
جذب	attirer	جذب	attirer	N;SG	V;NFIN
جذب	attirant	جذب	attirer	N;SG	V;PRS;V.PTCP
بیشترین	most	بیش	most	ADJ;RL	PROPN
لباس	vêtements	لباس	vêtement	N;SG	N;MASC;PL
لباس	robes	لباس	robe	N;SG	N;FEM;PL
لباس	vêtements	لباس	vêtement	N;SG	N;MASC;PL
ترکی	turquie	ترکی	turquie	N;SG	PROPN
ترکی	turki	ترکی	turki	N;SG	PROPN
ترکی	turques	ترکی	turc	N;SG	ADJ;FEM;PL
ترکی	turque	ترکی	turc	N;SG	ADJ;FEM;SG
ترکی	turc	ترکی	turc	N;SG	ADJ;MASC;SG
ترکی	turcs	ترکی	turc	N;SG	N;MASC;PL
سلام	bonjour	None	bonjour	N;SG	INTJ
سلام	coucou	None	coucou	N;SG	INTJ
سلام	hello	None	hello	N;SG	INTJ
سلام	bjr	None	bjr	N;SG	INTJ
تحلیل	analysé	تحلیل	analyser	N;SG	V;MASC;SG;PST;V.PTCP
تحلیل	analysées	تحلیل	analysée	N;SG	V;FEM;PL;PST;V.PTCP
تحلیل	analysés	تحلیل	analyser	N;SG	V;MASC;PL;PST;V.PTCP
تحلیل	analysée	تحلیل	analysée	N;SG	V;FEM;SG;PST;V.PTCP
تحلیل	analyses	تحلیل	analyse	N;SG	N;FEM;PL
سعید	saeed	سعید	saeed	N;SG	PROPN
سعید	sayid	سعید	sayid	N;SG	PROPN
ریاضی	mathématique	ریاضی	mathématique	N;SG	ADJ;MASC;SG
ریاضی	mathématiques	ریاضی	mathématique	N;SG	N;FEM;PL
ریاضی	mathématique	ریاضی	mathématique	N;SG	ADJ;MASC;SG
ریاضی	mathématiques	ریاضی	mathématique	N;SG	N;FEM;PL
ریاضی	maths	ریاضی	math	N;SG	N;MASC;PL
ریاضی	mathématique	ریاضی	mathématique	N;SG	ADJ;MASC;SG
ریاضی	mathématiques	ریاضی	mathématique	N;SG	N;FEM;PL
همچنان	still	همچنان	still	ADV	PROPN
تاریخچه	historique	تاریخچه	historique	N;SG	ADJ;MASC;SG
نقره	silver	نقره	silver	N;SG	PROPN
نقره	argenté	نقره	argenté	N;SG	V;MASC;SG;PST;V.PTCP
گویا	goya	گویا	goya		N;MASC;SG
آواز	chanté	آواز	chanter	N;SG	V;MASC;SG;PST;V.PTCP
آواز	chantait	آواز	chanter	N;SG	V;IND;SG;3;IPFV;FIN
آواز	chanter	آواز	chanter	N;SG	V;NFIN
مرز	bordures	مرز	bordure	N;SG	N;FEM;PL
مرز	frontières	مرز	frontière	N;SG	N;FEM;PL
مرز	frontalier	مرز	frontalier	N;SG	ADJ;MASC;SG
مرز	frontières	مرز	frontière	N;SG	N;FEM;PL
فدرال	fédéral	فدرال	fédéral	N;SG	ADJ;MASC;SG
فدرال	fédérale	فدرال	fédéral	N;SG	ADJ;FEM;SG
فدرال	fédéraux	فدرال	fédéral	N;SG	ADJ;MASC;PL
فدرال	fédérales	فدرال	fédéral	N;SG	ADJ;FEM;PL
فدرال	fédéraux	فدرال	fédéral	N;SG	ADJ;MASC;PL
گیاه	végétal	گیاه	végétal	N;SG	ADJ;MASC;SG
فرزندان	fils	فرزند	fils	N;PL	N;MASC;SG
فرزندان	enfant	فرزند	enfant	N;PL	N;MASC;SG
تدریس	enseigner	تدریس	enseigner	N;SG	V;NFIN
امپراتور	empereurs	امپراتور	empereur	N;SG	N;MASC;PL
پیرامون	entourant	پیرامون	entourer	ADP	V;PRS;V.PTCP
خانگی	animaux	خانگی	animal	N;SG	N;MASC;PL
نویسندگی	ecrire	نویسندگی	ecrire	N;SG	V;NFIN
نویسندگی	écrire	نویسندگی	écrire	N;SG	V;NFIN
بندر	harbor	بندر	harbor	N;SG	PROPN
بندر	bender	بندر	bender	N;SG	PROPN
بندر	bandar	بندر	bandar	N;SG	PROPN
چینی	chinois	چینی	chinois	N;SG	ADJ;MASC;SG
چینی	chinoise	چینی	chinois	N;SG	ADJ;FEM;SG
جو	joe	جو	joe	N;SG	PROPN
قبول	accepte	قبول	accepter	ADJ	V;IND;SG;3;PRS;FIN
قبول	accepter	قبول	accepter	ADJ	V;NFIN
قبول	acceptent	قبول	accepter	ADJ	V;IND;PL;3;PRS;FIN
قبول	acceptez	قبول	accepter	ADJ	V;IMP;PL;2;PRS;FIN
هزینه	coûts	هزینه	coût	N;SG	N;MASC;PL
آرکانزاس	arkansas	آرکانزاس	arkansas	N;SG	PROPN
همزمان	simultané	همزمان	simultané	ADV	N;MASC;SG
اتاق	chambres	None	chambre	N;SG	N;FEM;PL
اتاق	salles	None	salle	N;SG	N;FEM;PL
اتاق	chambres	None	chambre	N;SG	N;FEM;PL
نسل	générations	نسل	génération	N;SG	N;FEM;PL
نسل	semences	نسل	semence	N;SG	N;FEM;PL
نسل	seed	نسل	seed	N;SG	PROPN
نسل	graines	نسل	graine	N;SG	N;FEM;PL
طبقه	étages	طبقه	étage	N;SG	N;MASC;PL
طبقه	planchers	طبقه	plancher	N;SG	N;MASC;PL
طبقه	sols	طبقه	sol	N;SG	N;MASC;PL
روند	trend	روند	trendre	N;SG	PROPN
روند	procédé	روند	procéder	N;SG	V;MASC;SG;PST;V.PTCP
ضبط	enregistre	None	enregistrer	N;SG	V;IND;SG;3;PRS;FIN
ضبط	enregistrer	None	enregistrer	N;SG	V;NFIN
مستقر	stationnés	مستقر	stationné	ADJ	V;MASC;PL;PST;V.PTCP
مستقر	stationné	مستقر	stationner	ADJ	V;MASC;SG;PST;V.PTCP
هفتم	vii	هفتم	vii	ADJ	NUM
هفتم	seventh	هفتم	seventh	ADJ	N;MASC;SG
قابلیت	capacités	قابلیت	capacité	N;SG	N;FEM;PL
نیازمند	nécessité	نیازمند	nécessité	ADJ	N;FEM;SG
نیازمند	besoins	نیازمند	besoin	ADJ	N;MASC;PL
نیازمند	besoin	نیازمند	besoin	ADJ	N;MASC;SG
توانایی	capables	توانایی	capable	N;SG	ADJ;MASC;PL
توانایی	capable	توانایی	capable	N;SG	ADJ;MASC;SG
ویندوز	vitres	ویندوز	vitre	N;SG	N;FEM;PL
ویندوز	fenêtres	ویندوز	fenêtre	N;SG	N;FEM;PL
اورگن	oregon	اورگن	oregon	N;SG	PROPN
نصب	installer	نصب	installer	N;SG	V;NFIN
نصب	installer	نصب	installer	N;SG	V;NFIN
نصب	installent	نصب	installer	N;SG	V;IND;PL;3;PRS;FIN
نصب	installe	نصب	installer	N;SG	V;IND;SG;3;PRS;FIN
نصب	installées	نصب	installer	N;SG	V;FEM;PL;PST;V.PTCP
نصب	installé	نصب	installer	N;SG	V;MASC;SG;PST;V.PTCP
نصب	installés	نصب	installer	N;SG	V;MASC;PL;PST;V.PTCP
نصب	installée	نصب	installer	N;SG	V;FEM;SG;PST;V.PTCP
آرام	pacifique	آرام	pacifique	ADV	ADJ;MASC;SG
آرام	paisible	آرام	paisible	ADV	ADJ;MASC;SG
آرام	pacifiques	آرام	pacifique	ADV	ADJ;MASC;PL
آرام	paisibles	آرام	paisible	ADV	ADJ;MASC;PL
آرام	calme	آرام	calme	ADV	ADJ;MASC;SG
آرام	calmes	آرام	calme	ADV	ADJ;MASC;PL
آرام	aram	آرام	aram	ADV	PROPN
هندی	indienne	هندی	indien	N;SG	ADJ;FEM;SG
هندی	indiens	هندی	indien	N;SG	ADJ;MASC;PL
هندی	indiennes	هندی	indien	N;SG	ADJ;FEM;PL
هندی	indien	هندی	indien	N;SG	ADJ;MASC;SG
هندی	maniable	هندی	maniable	N;SG	ADJ;MASC;SG
نوشت	écrivez	نوشت#نویس	écrire	V;SG;3;PST	V;IMP;PL;2;PRS;FIN
آبشار	chutes	آبشار	chute	N;SG	N;FEM;PL
آبشار	cascades	آبشار	cascade	N;SG	N;FEM;PL
آبشار	chutes	آبشار	chute	N;SG	N;FEM;PL
آبشار	tombe	آبشار	tomber	N;SG	V;IND;SG;3;PRS;FIN
آبشار	falls	آبشار	falls	N;SG	PROPN
دشت	dasht	دشت	dasht	N;SG	PROPN
مذهب	religieux	مذهب	religieux	N;SG	ADJ;MASC;SG
باور	croyez	باور	croire	N;SG	V;IMP;PL;2;PRS;FIN
باور	croire	باور	croire	N;SG	V;NFIN
باور	croient	باور	croire	N;SG	V;IND;PL;3;PRS;FIN
باور	crois	باور	croire	N;SG	INTJ
نظارت	suivi	نظارت	suivre	N;SG	V;MASC;SG;PST;V.PTCP
نظارت	moniteurs	نظارت	moniteur	N;SG	N;MASC;PL
نظارت	surveiller	نظارت	surveiller	N;SG	V;NFIN
آسیب	dégats	آسیب	dégat	N;SG	N;MASC;PL
آسیب	dommages	آسیب	dommage	N;SG	N;MASC;PL
آسیب	dégâts	آسیب	dégât	N;SG	N;MASC;PL
آسیب	dommage	آسیب	dommage	N;SG	INTJ
الجزایر	algérienne	الجزایر	algérien	N;SG	ADJ;FEM;SG
الجزایر	algérien	الجزایر	algérien	N;SG	ADJ;MASC;SG
الجزایر	algériens	الجزایر	algérien	N;SG	ADJ;MASC;PL
الجزایر	algérie	الجزایر	algérie	N;SG	ADJ;MASC;SG
بیت	beat	بیت	beat	N;SG	PROPN
