در	deur	در	deur	ADP	N;MASC+FEM;SG
سخت	hard	سخت	hard	ADV	ADJ
سخت	harde	سخت	hard	ADV	ADJ
سخت	lastig	سخت	lastig	ADV	ADJ
سخت	moeilijk	سخت	moeilijk	ADV	ADJ
سخت	moeilijke	سخت	moeilijk	ADV	ADJ
پیام	boodschappen	پیام	boodschap	N;SG	N;PL
پیام	berichten	پیام	bericht	N;SG	N;PL
چیز	dingen	چیز	dingen	N;SG	N;PL
خطی	lineaire	خطی	lineair	N;SG	ADJ
خطی	lineair	خطی	lineair	N;SG	ADJ
بنده	bediende	بنده	bedienen	N;SG	V;SG;PST;FIN
بنده	slaven	بنده	slaven	N;SG	N;PL
کمیته	commissies	کمیته	commissie	N;SG	N;PL
کمیته	comités	کمیته	comités	N;SG	N;PL
تنظیم	instellen	تنظیم	instellen	N;SG	V;NFIN
تنظیم	ingesteld	تنظیم	instellen	N;SG	V;V.PTCP
خلاصه	kort	خلاصه	kort	N;SG	ADJ
خلاصه	beknopt	خلاصه	beknopt	N;SG	ADJ
خلاصه	korte	خلاصه	kort	N;SG	ADJ
ساکن	kalmeert	ساکن	kalmeren	N;SG	V;SG;PRS;FIN
ساکن	ingezetene	ساکن	inzeten	N;SG	V;V.PTCP
ساکن	woonachtig	ساکن	woonachtig	N;SG	ADJ
ساکن	schikken	ساکن	schikken	N;SG	V;NFIN
ساکن	stationair	ساکن	stationair	N;SG	ADJ
ساکن	stilstaand	ساکن	stilstaand	N;SG	ADJ
ساکن	stationaire	ساکن	stationair	N;SG	ADJ
گسترده	spread	گسترده	spread	ADJ	
گسترده	verspreiding	گسترده	verspreiding	ADJ	N;MASC+FEM;SG
گسترده	verspreid	گسترده	verspreiden	ADJ	V;V.PTCP
گسترده	verspreiden	گسترده	verspreiden	ADJ	V;NFIN
گسترده	uitgebreid	گسترده	uitbreiden	ADJ	V;V.PTCP
گسترده	uitgebreid	گسترده	uitbreiden	ADJ	V;V.PTCP
گسترده	verlengd	گسترده	verlengen	ADJ	V;V.PTCP
گسترده	wijdverspreide	گسترده	wijdverspreid	ADJ	N;MASC+FEM;SG
الکتریکی	elektrische	الکتریکی	elektrisch	N;SG	ADJ
الکتریکی	elektrisch	الکتریکی	elektrisch	N;SG	ADJ
الکتریکی	elektrische	الکتریکی	elektrisch	N;SG	ADJ
الکتریکی	electrische	الکتریکی	electrisch	N;SG	ADJ
الکتریکی	elektrisch	الکتریکی	elektrisch	N;SG	ADJ
رایانه	computers	رایانه	computer	N;SG	N;PL
عبور	oversteken	عبور	oversteken	N;SG	V;NFIN
عبور	passeren	عبور	passeren	N;SG	V;NFIN
ششم	sixth	ششم	sixth	ADJ	
لی	lee	None	lee		N;MASC+FEM;SG
گوناگون	gevarieerd	گوناگون	variëren	ADJ	V;V.PTCP
مدرن	modern	مدرن	modern	N;SG	ADJ
مدرن	moderne	مدرن	modern	N;SG	ADJ
یونایتد	verenigde	یونایت#یونا	verenigen	N;SG	V;V.PTCP
یونایتد	verenigd	یونایت#یونا	verenigen	N;SG	V;V.PTCP
گلدن	golden	گلدن	golden	N;SG	N;PL
گلدن	gouden	گلدن	gouden	N;SG	ADJ
شدید	streng	شدید	streng	N;SG	ADJ
شدید	ernstige	شدید	ernstig	N;SG	ADJ
شدید	ernstig	شدید	ernstig	N;SG	ADJ
شدید	intensief	شدید	intensief	N;SG	ADJ
شدید	intens	شدید	intens	N;SG	ADJ
شدید	heftig	شدید	heftig	N;SG	ADJ
شدید	intense	شدید	intens	N;SG	ADJ
محافظت	beschermen	محافظت	beschermen	N;SG	V;NFIN
محافظت	beschermen	محافظت	beschermen	N;SG	V;NFIN
محافظت	bescherm	محافظت	beschermen	N;SG	V;SG;PRS;FIN
تنیس	tennissen	تنیس	tennis	N;SG	V;NFIN
قانونی	legaal	قانونی	legaal	N;SG	ADJ
قانونی	legitiem	قانونی	legitiem	N;SG	ADJ
قانونی	legaal	قانونی	legaal	N;SG	ADJ
قانونی	wettelijk	قانونی	wettelijk	N;SG	ADJ
قانونی	wettig	قانونی	wettig	N;SG	ADJ
قانونی	juridische	قانونی	juridisch	N;SG	ADJ
قانونی	juridisch	قانونی	juridisch	N;SG	ADJ
قصد	voorgenomen	قصد	voornemen	N;SG	V;V.PTCP
قصد	bedoeld	قصد	bedoelen	N;SG	V;V.PTCP
قصد	beoogde	قصد	beogen	N;SG	V;SG;PST;FIN
قصد	bestemd	قصد	bestemmen	N;SG	V;V.PTCP
قصد	intenties	قصد	intentie	N;SG	N;PL
قصد	bedoelingen	قصد	bedoeling	N;SG	N;PL
قصد	voornemens	قصد	voornemen	N;SG	N;PL
هوای	weer	هوا	weer	N;SG	ADV
ماهی	vissen	ماهی	vissen	N;SG	V;NFIN
رم	rome	رم	rome	N;SG	PROPN;NEUT;SG
رم	rammen	رم	rammen	N;SG	V;NFIN
رایج	gemeenschappelijk	رایج	gemeenschappelijk	N;SG	ADJ
رایج	vaak	رایج	vaak	N;SG	ADJ
هماهنگ	coördineren	هماهنگ	coördineren	ADJ	V;NFIN
هماهنگ	coördinatie	هماهنگ	coördinatie	ADJ	N;MASC+FEM;SG
هماهنگ	coördinerend	هماهنگ	coprdineren	ADJ	V;V.PTCP
مستند	documentaire	مستند	documentaire	N;SG	ADJ
مهاجر	trekkende	مهاجر	trekken	N;SG	V;V.PTCP
مهاجر	migranten	مهاجر	migrant	N;SG	N;PL
مهاجر	vluchtelingen	مهاجر	vluchteling	N;SG	N;PL
مهاجر	immigranten	مهاجر	immigrant	N;SG	N;PL
سالهای	jaar	سال	jaar	N;PL	N;NEUT;SG
نژاد	fokken	نژاد	fokken	N;SG	V;NFIN
نژاد	voortplanten	نژاد	voortplant	N;SG	V;NFIN
طولانی	long	طولانی	long	ADJ	N;MASC+FEM;SG
ریشه	wortels	ریشه	wortel	N;SG	N;PL
سرد	koude	سرد	koud	N;SG	ADJ
سرد	koud	سرد	koud	N;SG	ADJ
کاتولیک	katholieke	کاتولیک	katholiek	N;SG	ADJ
کاتولیک	katholiek	کاتولیک	katholiek	N;SG	ADJ
متوسط	medium	متوسط	medium	ADJ	N;NEUT;SG
دموکرات	democratische	دموکر	democratisch	N;SG	ADJ
دموکرات	democratisch	دموکر	democratisch	N;SG	ADJ
دموکرات	democraten	دموکر	democraat	N;SG	N;PL
محسن	mohsen	محسن	mohsen	N;SG	V;NFIN
سزار	caesar	سزار	caesar	N;SG	PRO;NOM;3
یمن	jemen	یمن	jemen	N;SG	PROPN;NEUT;SG
یمن	jemenitische	یمن	jemenitisch	N;SG	ADJ
شناسایی	identificeren	شناسایی	identificeren	N;SG	V;NFIN
قطر	qatar	قطر	qatar	N;SG	PROPN;NEUT;SG
بند	buigen	بند	buigen	N;SG	V;NFIN
بند	buig	بند	buig	N;SG	V;SG;PRS;FIN
بند	obligaties	بند	obligatie	N;SG	N;PL
بند	bindingen	بند	binding	N;SG	N;PL
نتایج	resultaat	نتیجه	resultaat	N;PL	N;NEUT;SG
اثبات	bewijzen	اثبات	bewijzen	N;SG	V;NFIN
اثبات	bewijzen	اثبات	bewijzen	N;SG	V;NFIN
اثبات	bewijzen	اثبات	bewijzen	N;SG	V;NFIN
ادغام	samenvoegen	None	samenvoegen	N;SG	V;NFIN
ادغام	samenvoegen	None	samenvoegen	N;SG	V;NFIN
دهم	tenth	دهم	tenth	V;SBJV;SG;1;PRS	
دهم	tiende	دهم	tien	V;SBJV;SG;1;PRS	ADJ
جذب	absorberen	جذب	absorberen	N;SG	V;NFIN
جذب	trekken	جذب	trekken	N;SG	V;NFIN
جذب	aantrekken	جذب	aantrekken	N;SG	V;NFIN
جذب	aantrekken	جذب	aantrekken	N;SG	V;NFIN
بیشترین	meesten	بیش	veel	ADJ;RL	PRO
بیشترین	most	بیش	mosten	ADJ;RL	
بیشترین	meeste	بیش	veel	ADJ;RL	PRO
بیشترین	meest	بیش	veel	ADJ;RL	PRO
لباس	aankleden	لباس	aankleden	N;SG	V;NFIN
لباس	jurken	لباس	jurk	N;SG	N;PL
لباس	kleren	لباس	kleren	N;SG	N;PL
ترکی	turkse	ترکی	turks	N;SG	ADJ
ترکی	turks	ترکی	turk	N;SG	ADJ
سلام	peace	None	peace	N;SG	
تحلیل	analyseerde	تحلیل	analyseren	N;SG	V;SG;PST;FIN
تحلیل	geanalyseerd	تحلیل	analyseren	N;SG	V;V.PTCP
تحلیل	analyses	تحلیل	analyse	N;SG	N;PL
ریاضی	wiskundige	ریاضی	wiskundig	N;SG	ADJ
ریاضی	wiskundig	ریاضی	wiskundig	N;SG	ADJ
ریاضی	mathematische	ریاضی	mathematisch	N;SG	ADJ
تاریخچه	geschiedenissen	تاریخچه	geschiedenis	N;SG	N;PL
نقره	zilveren	نقره	zilveren	N;SG	V;V.PTCP
گویا	goya	گویا	goya		N;MASC+FEM;SG
آواز	zongen	آواز	zongen	N;SG	V;PL;PST;FIN
آواز	zong	آواز	zingen	N;SG	V;SG;PST;FIN
آواز	gezongen	آواز	zingen	N;SG	V;V.PTCP
آواز	zingen	آواز	zingen	N;SG	V;NFIN
نظرات	commentaar	نظر	commentaar	N;PL	N;NEUT;SG
مرز	grenst	مرز	grenzen	N;SG	V;SG;PRS;FIN
مرز	grenzen	مرز	grens	N;SG	N;PL
فدرال	federale	فدرال	federaal	N;SG	ADJ
فدرال	federaal	فدرال	federaal	N;SG	ADJ
فرزندان	sons	فرزند	sons	N;PL	N;MASC+FEM;SG
تدریس	onderwijzen	تدریس	onderwijzen	N;SG	V;NFIN
تدریس	onderwijzen	تدریس	onderwijzen	N;SG	V;NFIN
پیرامون	omringende	پیرامون	omringen	ADP	V;V.PTCP
خانگی	huisdieren	خانگی	huisdier	N;SG	N;PL
خانگی	zelfgemaakte	خانگی	zelfmaken	N;SG	V;SG;PST;FIN
خانگی	zelfgemaakt	خانگی	zelfmaken	N;SG	ADJ
نویسندگی	schrijven	نویسندگی	schrijven	N;SG	V;NFIN
چینی	chinezen	چینی	chinees	N;SG	N;PL
چینی	chinees	چینی	chinees	N;SG	ADJ
چینی	chinese	چینی	chinees	N;SG	ADJ
قبول	accepteren	قبول	accepteren	ADJ	V;NFIN
قبول	aanvaarden	قبول	aanvaarden	ADJ	V;NFIN
قبول	accepteer	قبول	accepteer	ADJ	V;SG;PRS;FIN
هزینه	kosten	هزینه	kosten	N;SG	V;NFIN
هزینه	cost	هزینه	cost	N;SG	
همزمان	gelijktijdig	همزمان	gelijktijdig	ADV	ADJ
اتاق	kamers	None	kamer	N;SG	N;PL
نسل	zaden	نسل	zaad	N;SG	N;PL
طبقه	vloeren	طبقه	vloeren	N;SG	N;PL
طبقه	verdiepingen	طبقه	verdieping	N;SG	N;PL
روند	verwerken	روند	verwerken	N;SG	V;NFIN
قیمت	prijzen	قیمت	prijs	N;SG	N;PL
ضبط	opnemen	None	opnemen	N;SG	V;NFIN
مستقر	gestationeerd	مستقر	stationeren	ADJ	V;V.PTCP
مستقر	gelegerd	مستقر	legeren	ADJ	V;V.PTCP
هفتم	vii	هفتم	vii	ADJ	PROPN;MASC+FEM;SG
هفتم	seventh	هفتم	seventh	ADJ	
قابلیت	capaciteiten	قابلیت	capaciteit	N;SG	N;PL
صلح	peace	صلح	peace	N;SG	
نیازمند	nood	نیازمند	nood	ADJ	N;MASC+FEM;SG
نیازمند	need	نیازمند	need	ADJ	
نیازمند	noodzaak	نیازمند	noodzaak	ADJ	N;MASC+FEM;SG
نیازمند	behoefte	نیازمند	behoefte	ADJ	N;MASC+FEM;SG
توانایی	capabel	توانایی	capabel	N;SG	ADJ
توانایی	bekwaam	توانایی	bekwaam	N;SG	ADJ
ویندوز	windows	ویندوز	windows	N;SG	N;PL
ویندوز	vensters	ویندوز	venster	N;SG	N;PL
ویندوز	ruiten	ویندوز	ruit	N;SG	N;PL
ویندوز	ramen	ویندوز	raam	N;SG	N;PL
نصب	installeren	نصب	installeren	N;SG	V;NFIN
نصب	installeren	نصب	installeren	N;SG	V;NFIN
نصب	installeer	نصب	installeer	N;SG	V;SG;PRS;FIN
نصب	geïnstalleerde	نصب	installeren	N;SG	V;V.PTCP
نصب	geinstalleerd	نصب	installeren	N;SG	V;V.PTCP
نصب	geïnstalleerd	نصب	installeren	N;SG	V;V.PTCP
آرام	vredig	آرام	vredig	ADV	ADJ
آرام	vreedzame	آرام	vreedzaam	ADV	ADJ
آرام	vreedzaam	آرام	vreedzaam	ADV	ADJ
آرام	rustig	آرام	rustig	ADV	ADJ
آرام	kalm	آرام	kalm	ADV	ADJ
آرام	aram	آرام	aram	ADV	N;MASC+FEM;SG
هندی	indisch	هندی	indisch	N;SG	ADJ
هندی	indiaas	هندی	indiaas	N;SG	ADJ
هندی	indiase	هندی	indiase	N;SG	ADJ
هندی	indische	هندی	indisch	N;SG	ADJ
هندی	hindi	هندی	hindi	N;SG	ADJ
هندی	handig	هندی	handig	N;SG	ADJ
هندی	handige	هندی	handig	N;SG	ADJ
موج	zwaaien	موج	zwaaien	N;SG	V;NFIN
نوشت	schrijf	نوشت#نویس	schrijf	V;SG;3;PST	V;SG;PRS;FIN
آبشار	watervallen	آبشار	waterval	N;SG	N;PL
آبشار	vallen	آبشار	vallen	N;SG	V;NFIN
آبشار	valt	آبشار	vallen	N;SG	V;SG;PRS;FIN
آبشار	watervallen	آبشار	waterval	N;SG	N;PL
آبشار	falls	آبشار	falls	N;SG	N;PL
باور	geloven	باور	geloven	N;SG	V;NFIN
باور	geloof	باور	geloven	N;SG	V;SG;PRS;FIN
نظارت	monitoren	نظارت	monitor	N;SG	N;PL
نظارت	surveillance	نظارت	surveillance	N;SG	ADJ
آسیب	beschadigingen	آسیب	beschadiging	N;SG	N;PL
احتمالاً	waarschijnlijk	احتمالاً	waarschijnlijk	ADV	ADJ
الجزایر	algerijnse	الجزایر	algerijns	N;SG	ADJ
الجزایر	algerije	الجزایر	algerije	N;SG	PROPN;NEUT;SG
دقیق	precieze	دقیق	precies	ADV	ADJ
دقیق	nauwkeurig	دقیق	nauwkeurig	ADV	ADJ
دقیق	nauwkeurigheid	دقیق	nauwkeurigheid	ADV	N;MASC+FEM;SG
دقیق	accuraat	دقیق	accuraat	ADV	ADJ
دقیق	accurate	دقیق	accuraat	ADV	ADJ
دقیق	exacte	دقیق	exact	ADV	ADJ
دقیق	exact	دقیق	exact	ADV	ADJ
دقیق	precies	دقیق	precies	ADV	ADJ
لرستان	bronzen	لرستان	bronzen	N;SG	V;NFIN
لرستان	bronze	لرستان	bronze	N;SG	
سوسیالیستی	socialistisch	سوسیالیستی	socialistisch	N;SG	ADJ
سوسیالیستی	socialistische	سوسیالیستی	socialistisch	N;SG	ADJ
تونی	tony	تونی	tony	V;SBJV	N;MASC+FEM;SG
شیلی	chileense	شیلی	chileens	N;SG	ADJ
مانده	residu	ماند#مان	residu	V;SG;3;V.PTCP	N;NEUT;SG
مانده	residuen	ماند#مان	residuen	V;SG;3;V.PTCP	N;PL
موفقیت	success	موفقیت	success	N;SG	
قالب	formatteren	قالب	formatteren	N;SG	V;NFIN
امضا	ondertekenen	None	ondertekenen	N;SG	V;NFIN
امضا	onderteken	None	onderteken	N;SG	V;SG;PRS;FIN
امضا	ondertekenen	None	ondertekenen	N;SG	V;NFIN
امضا	tekenen	None	tekenen	N;SG	V;NFIN
امضا	ondertekend	None	ondertekenen	N;SG	V;V.PTCP
امضا	ondertekende	None	ondertekend	N;SG	ADJ
امضا	gesigneerd	None	signeren	N;SG	V;V.PTCP
امضا	getekend	None	tekenen	N;SG	V;V.PTCP
عمده	bulk	عمده	bulk	ADJ	N;MASC+FEM;SG
عمده	groothandel	عمده	groothandel	ADJ	N;MASC+FEM;SG
عمده	majoor	عمده	majoor	ADJ	N;MASC+FEM;SG
عمده	major	عمده	major	ADJ	N;MASC+FEM;SG
عمده	hoofdvak	عمده	hoofdvak	ADJ	N;NEUT;SG
امارات	vae	امارت	vae	N;PL	PROPN;NEUT;SG
توکیو	tokio	توکیو	tokio	N;SG	PROPN;NEUT;SG
دعوت	uitnodigen	دعوت	uitnodig	N;SG	V;NFIN
دعوت	uitnodigen	دعوت	uitnodig	N;SG	V;NFIN
دعوت	uitnodigend	دعوت	uitnodigen	N;SG	V;V.PTCP
دعوت	uitnodigingen	دعوت	uitnodiging	N;SG	N;PL
فرار	ontsnappen	فرار	ontsnappen	N;SG	V;NFIN
آوردن	gebracht	آوردن	brengen	N;SG	V;V.PTCP
آوردن	meegebracht	آوردن	meebrengen	N;SG	V;V.PTCP
آوردن	bracht	آوردن	brengen	N;SG	V;SG;PST;FIN
آوردن	breng	آوردن	brengen	N;SG	V;SG;PRS;FIN
آوردن	brengen	آوردن	brengen	N;SG	V;NFIN
سود	winsten	None	winst	N;SG	N;PL
سود	benefit	None	benefit	N;SG	
سود	winsten	None	winst	N;SG	N;PL
سقوط	crashen	سقوط	crashe	N;SG	V;NFIN
سقوط	vallen	سقوط	vallen	N;SG	V;NFIN
ایندیانا	indiana	ایندیانا	indiana	N;SG	PROPN;NEUT;SG
گشت	patrouilleren	گشت#گرد	patrouilleren	N;SG	V;NFIN
نوازندگان	orkest	None	orkest	N;PL	N;NEUT;SG
نوازندگان	orchestra	None	orchestra	N;PL	N;NEUT;SG
حقیقت	truth	حقیقت	truth	N;SG	
مسلمان	moslims	مسلمان	moslims	N;SG	N;PL
مسلمان	moslims	مسلمان	moslims	N;SG	N;PL
صفر	zero	صفر	zero	NUM	N;MASC+FEM;SG
تجهیزات	materiaal	تجهیزات	materiaal	N;PL	N;NEUT;SG
تجهیزات	uitrusting	تجهیزات	uitrusting	N;PL	N;MASC+FEM;SG
تجهیزات	apparatuur	تجهیزات	apparatuur	N;PL	N;MASC+FEM;SG
تجهیزات	materieel	تجهیزات	materieel	N;PL	N;NEUT;SG
تجهیزات	bevoorrading	تجهیزات	bevoorrading	N;PL	N;MASC+FEM;SG
تجهیزات	voorraad	تجهیزات	voorraad	N;PL	N;MASC+FEM;SG
خطر	gevaren	خطر	gevaar	N;SG	N;PL
فرض	veronderstelde	فرض	veronderstellen	N;SG	V;SG;PST;FIN
معاون	plaatsvervangend	معاون	plaatsvervangend	N;SG	V;V.PTCP
معاون	zeden	معاون	zede	N;SG	N;PL
فرمان	bestellen	فرمان	bestellen	N;SG	V;NFIN
فرمان	bieden	فرمان	bieden	N;SG	V;NFIN
فرمان	biedingen	فرمان	bieding	N;SG	N;PL
فرمان	bevelen	فرمان	bevelen	N;SG	V;NFIN
فرمان	bestellingen	فرمان	bestelling	N;SG	N;PL
فرمان	orders	فرمان	order	N;SG	N;PL
تجربه	ervaren	تجربه	ervaren	N;SG	V;V.PTCP
تجربه	ervaringen	تجربه	ervaring	N;SG	N;PL
تجربه	ervaar	تجربه	ervaar	N;SG	V;SG;PRS;FIN
تجربه	ervaren	تجربه	ervaren	N;SG	V;V.PTCP
تجربه	ervaringen	تجربه	ervaring	N;SG	N;PL
آزمایش	testen	آزمایش	testen	N;SG	V;NFIN
آزمایش	experimenteren	آزمایش	experimenteren	N;SG	V;NFIN
آزمایش	tests	آزمایش	tests	N;SG	N;PL
آزمایش	testen	آزمایش	testen	N;SG	V;NFIN
مسیحی	christelijke	مسیحی	christelijk	N;SG	ADJ
مسیحی	christelijk	مسیحی	christelijk	N;SG	ADJ
مسیحی	christenen	مسیحی	christenen	N;SG	N;PL
مسیحی	christenen	مسیحی	christenen	N;SG	N;PL
متصل	verbonden	متصل	verbinden	ADJ	V;V.PTCP
متصل	aangesloten	متصل	aansluiten	ADJ	V;V.PTCP
متصل	verbind	متصل	verbind	ADJ	V;SG;PRS;FIN
متصل	verbinden	متصل	verbinden	ADJ	V;NFIN
غذایی	levensmiddelen	غذا	levensmiddelen	N;SG	N;PL
غذایی	eten	غذا	eten	N;SG	V;NFIN
امید	verwachtingen	امید	verwachting	N;SG	N;PL
امید	hopen	امید	hopen	N;SG	V;NFIN
امید	hoopt	امید	hopen	N;SG	V;SG;PRS;FIN
امید	hopen	امید	hopen	N;SG	V;NFIN
امید	hopend	امید	hopen	N;SG	V;V.PTCP
خبری	nieuwsberichten	None	nieuwsbericht	N;SG	N;PL
خبری	nieuws	None	nieuws	N;SG	ADJ
عزیز	dear	عزیز	dear	ADJ	N;MASC+FEM;SG
عزیز	liefste	عزیز	liefst	ADJ	ADJ;RL
عزیز	aziz	عزیز	aziz	ADJ	N;MASC+FEM;SG
بلغارستان	bulgarije	بلغارستان	bulgarije	N;SG	PROPN;NEUT;SG
زرد	gele	زرد	geel	N;SG	ADJ
زرد	geel	زرد	geel	N;SG	ADJ
تجارت	zakelijk	تجارت	zakelijk	N;SG	ADJ
ذخیره	sparen	ذخیره	sparen	N;SG	V;NFIN
ذخیره	bewaar	ذخیره	bewaren	N;SG	V;SG;PRS;FIN
ذخیره	bewaren	ذخیره	bewaren	N;SG	V;NFIN
ذخیره	opslaan	ذخیره	opslaan	N;SG	V;NFIN
ذخیره	save	ذخیره	save	N;SG	
ذخیره	besparingen	ذخیره	besparing	N;SG	N;PL
ذخیره	opslaan	ذخیره	opslaan	N;SG	V;NFIN
ذخیره	sparen	ذخیره	sparen	N;SG	V;NFIN
ذخیره	redden	ذخیره	redden	N;SG	V;NFIN
ذخیره	bewaren	ذخیره	bewaren	N;SG	V;NFIN
پوست	huiden	پوست	huiden	N;SG	N;PL
برچسب	taggen	برچسب	taggen		V;NFIN
برچسب	tag	برچسب	tag		N;SG
برچسب	etiket	برچسب	etiket		N;NEUT;SG
برچسب	label	برچسب	label		N;NEUT;SG
رقص	dansen	رقص	dansen	N;SG	V;NFIN
رقص	dansen	رقص	dansen	N;SG	V;NFIN
فی	faye	فی	faye		N;MASC+FEM;SG
فی	phi	فی	phi		N;MASC+FEM;SG
فی	fay	فی	fay		N;MASC+FEM;SG
فی	fei	فی	fei		N;MASC+FEM;SG
دانشگاهی	academisch	دانشگاهی	academisch	N;SG	ADJ
دانشگاهی	academische	دانشگاهی	academisch	N;SG	ADJ
روسی	russisch	روسی	russisch	N;SG	ADJ
روسی	russische	روسی	russisch	N;SG	ADJ
علاقه	geïnteresseerd	علاقه	interesseren	N;SG	V;V.PTCP
آشنا	contact	آشنا	contact	ADJ	N;NEUT;SG
آشنا	contactpersoon	آشنا	contactpersoon	ADJ	N;MASC+FEM;SG
فنلاند	finland	None	finland	N;SG	PROPN;NEUT;SG
فنلاند	fins	None	fins	N;SG	ADJ
فنلاند	finse	None	fins	N;SG	ADJ
جلو	front	جلو	front	N;SG	
جلو	forward	جلو	forward	N;SG	
جلو	vooruit	جلو	vooruit	N;SG	ADV
جلو	doorsturen	جلو	doorstuur	N;SG	V;NFIN
جبهه	front	جبهه	front	N;SG	
معدنی	anorganisch	معدنی	anorganisch	N;SG	ADJ
معدنی	anorganische	معدنی	anorganisch	N;SG	ADJ
معدنی	minerale	معدنی	mineraal	N;SG	ADJ
مدرک	bewijzen	مدرک	bewijzen	N;SG	V;NFIN
مدرک	bewijzen	مدرک	bewijzen	N;SG	V;NFIN
اختصاص	singles	اختصاص	singles	N;SG	N;PL
اختصاص	vrijgezellen	اختصاص	vrijgezel	N;SG	N;PL
نفوذ	beïnvloeden	نفوذ	beïnvloeden	N;SG	V;NFIN
نفوذ	hacken	نفوذ	hacken	N;SG	V;NFIN
ایل	île	None	wle	N;SG	PROPN;MASC+FEM;SG
عقب	terug	عقب	terug	N;SG	ADV
عقب	achterste	عقب	achter	N;SG	ADJ
عقب	achteraan	عقب	achteraan	N;SG	ADV
سرباز	privé	سرباز	privé	N;SG	ADJ
سرباز	particulier	سرباز	particulier	N;SG	ADJ
خشک	drogen	خشک	drigen	ADJ	V;NFIN
خشک	gedroogd	خشک	driegen	ADJ	V;V.PTCP
خشک	opgedroogd	خشک	opdrogen	ADJ	V;V.PTCP
خشک	gedroogde	خشک	drogen	ADJ	V;V.PTCP
فراوان	overvloed	فراوان	overvloed	ADJ	N;MASC+FEM;SG
فراوان	veel	فراوان	veel	ADJ	PRO
فراوان	much	فراوان	much	ADJ	
تاثیر	beïnvloeden	None	beïnvloeden	N;SG	V;NFIN
رفتن	gone	رفتن	goon	N;SG	
اگرچه	alhoewel	اگرچه	alhoewel	CONJ	ADV
احساس	feel	احساس	feel	N;SG	
احساس	voelen	احساس	voelen	N;SG	V;NFIN
احساس	voel	احساس	voelen	N;SG	V;SG;PRS;FIN
احساس	voelen	احساس	voelen	N;SG	V;NFIN
احساس	voelden	احساس	voelen	N;SG	V;PL;PST;FIN
احساس	gevoeld	احساس	gevoelen	N;SG	V;V.PTCP
احساس	voelde	احساس	voelen	N;SG	V;SG;PST;FIN
احساس	gevoelens	احساس	gevoel	N;SG	N;PL
ادوارد	eduard	ادوارد	eduard	N;SG	PROPN;MASC+FEM;SG
برنز	brandwonden	برنز	brandwond	N;SG	N;PL
برنز	burns	برنز	burns	N;SG	N;PL
برنز	bronzen	برنز	bronzen	N;SG	V;NFIN
برنز	bronze	برنز	bronze	N;SG	
خرید	kopen	خرید	kopen	N;SG	V;NFIN
خرید	winkelen	خرید	winkelen	N;SG	V;NFIN
خرید	kopen	خرید	kopen	N;SG	V;NFIN
قاره	werelddelen	None	werelddeel	N;SG	N;PL
قاره	continenten	None	continent	N;SG	N;PL
هشتم	viii	هشتم	viii	ADJ	PROPN;MASC+FEM;SG
شاخه	bijkantoren	شاخه	bijkantoor	N;SG	N;PL
شاخه	takken	شاخه	tak	N;SG	N;PL
شاخه	branches	شاخه	branche	N;SG	N;PL
شاخه	filialen	شاخه	filiaal	N;SG	N;PL
قطعه	segmenten	قطعه	segment	N;SG	N;PL
قطعه	stuks	قطعه	stuk	N;SG	N;PL
قطعه	stukken	قطعه	stuk	N;SG	N;PL
قطعه	stukjes	قطعه	stuk	N;SG	N;PL
دیوار	muren	دیوار	muur	N;SG	N;PL
دیوار	wanden	دیوار	wand	N;SG	N;PL
مجبور	forceren	مجبور	forceren	ADJ	V;NFIN
مجبور	dwingen	مجبور	dwingen	ADJ	V;NFIN
اعدام	uitgevoerd	None	uitvoeren	N;SG	V;V.PTCP
اعدام	uitgevoerde	None	uitvoeren	N;SG	V;V.PTCP
اعدام	geëxecuteerd	None	executeren	N;SG	V;V.PTCP
اعدام	executies	None	executie	N;SG	N;PL
اعدام	terechtstellingen	None	terechtstelling	N;SG	N;PL
امتیاز	scoren	امتیاز	scoren	N;SG	V;NFIN
امتیاز	punten	امتیاز	punt	N;SG	N;PL
پیشرفت	vorderingen	پیشرفت	vordering	N;SG	N;PL
روحانی	geestelijke	روحانی	geestelijke	N;SG	ADJ
روحانی	spirituele	روحانی	spiritueel	N;SG	ADJ
روحانی	spiritueel	روحانی	spiritueel	N;SG	ADJ
روحانی	geestelijk	روحانی	geestelijk	N;SG	ADJ
گذاری	bombardementen	گذاری	bombardement	N;SG	N;PL
گذاری	bomaanslagen	گذاری	bomaanslag	N;SG	N;PL
مخصوص	speciaal	مخصوص	speciaal	N;SG	ADJ
مخصوص	bijzonder	مخصوص	bijzonder	N;SG	ADJ
مخصوص	speciale	مخصوص	speciaal	N;SG	ADJ
گیاهی	kruiden	گیاهی	kruid	N;SG	N;PL
سهام	voorraad	سهم	voorraad	N;PL	N;MASC+FEM;SG
سهام	voorraad	سهم	voorraad	N;PL	N;MASC+FEM;SG
سهام	stock	سهم	stock	N;PL	
پرنده	vogels	پرنده	vogel	N;SG	N;PL
برلین	berlijn	برلین	berlijn	N;SG	PROPN;NEUT;SG
تفسیر	interpreteren	تفسیر	interpreteren	N;SG	V;NFIN
درود	zegeningen	درود	zegening	N;SG	N;PL
درود	groetjes	درود	groet	N;SG	N;PL
درود	groeten	درود	groet	N;SG	N;PL
جزئی	gedeeltelijk	جزئی	gedeeltelijk	N;SG	ADJ
جزئی	gedeeltelijke	جزئی	gedeeltelijk	N;SG	ADJ
