evakuasi	انخلاء	evakuasi	انخلاء	N;SG	PROPN;NOM;MASC;SG;3
custom	رواج	custom	رواج	PROPN	N;NOM;MASC;SG;3
custom	رسم	custom	رسم	PROPN	N;NOM;FEM;SG;3
tetua	بیلساں	tetua	بیلساں	N	
tetua	اقطیٔ	tetua	اقطیٔ	N	PROPN;NOM;MASC;SG;3
tetua	شبدر	tetua	شبدر	N	PROPN;NOM;MASC;SG;3
lounge	سستانا.	lounge	سستانا.	PROPN	PROPN;NOM;MASC;SG;3
lounge	لہرانا	lounge	لہرانا	PROPN	V;MASC;SG;NFIN;ACT
lounge	آرام	lounge	آرام	PROPN	ADJ
koresponden	مقابل	koresponden	مقابل	N	ADP
koresponden	جوابی.	koresponden	جوابی.	N	PROPN;NOM;MASC;SG;3
shall	حکم	shall	حکم	PROPN	N;NOM;MASC;SG;3
telegraph	دوڑ	telegraph	دوڑ	PROPN	N;NOM;MASC;SG;3
perenang	شناور	penrenang	شناور	N;SG	
menggantung	موقوف	mengantung	موقوف	V;SG;ACT	N;NOM;MASC;SG;3
menggantung	on	mengantung	on	V;SG;ACT	
menggantung	دروازے	mengantung	دروازہ	V;SG;ACT	N;NOM;MASC;SG;3
menggantung	ہبوط.	mengantung	ہبوط.	V;SG;ACT	N
menggantung	معلق	mengantung	معلق	V;SG;ACT	N;NOM;MASC;SG;3
menggantung	آویزاں	mengantung	آویزاں	V;SG;ACT	ADJ
debit	نکاسی	debit	نکاسی	N;SG	ADJ
debit	اُچھالنا	debit	اُچھال	N;SG	V;SG;NFIN;ACT
debit	چھوڑنے	debit	چھوڑ	N;SG	V;ACC;NFIN
debit	(	debit	(	N;SG	
debit	چکانا	debit	چکا	N;SG	V;MASC;SG;NFIN;ACT
debit	نکاسی	debit	نکاسی	N;SG	ADJ
debit	اُچھالنا	debit	اُچھال	N;SG	V;SG;NFIN;ACT
debit	چھوڑنا	debit	چھوڑ	N;SG	V;NFIN
debit	چھوڑنے	debit	چھوڑ	N;SG	V;ACC;NFIN
debit	(	debit	(	N;SG	
debit	چکانا	debit	چکا	N;SG	V;MASC;SG;NFIN;ACT
merekomendasikan	(	menrekomendasikan	(	V;SG;ACT	
privat	اپنا	privat	اپنا	N;SG	PRO;NOM;SG;3
credit	ماننا	credit	مان	PROPN	V;MASC;SG;NFIN
credit	اعتماد	credit	اعتماد	PROPN	N;NOM;MASC;SG;3
credit	ساکھ.	credit	ساکھ.	PROPN	
fondasi	زمین.	fondasi	زمین.	N;SG	PROPN;NOM;MASC;SG;3
granit	ابرک	granit	ابرک	N	
granit	راسخ	granit	راسخ	N	ADJ
granit	پکّا	granit	پکڑ	N	PROPN;NOM;MASC;SG;3
granit	مضبوط	granit	مضبوط	N	ADJ
trend	جھکائو	trend	جھکائو	PROPN;SG	
trend	جھکنا	trend	جھک	PROPN;SG	V;SG;NFIN;ACT
trend	رجحان	trend	رجحان	PROPN;SG	N;NOM;MASC;SG;3
radial	شعاعی.	radial	شعاعی.	N	PROPN;NOM;MASC;SG;3
kehitaman	سیاہ.	kehitaman	سیاہ.	N;SG	PROPN;NOM;MASC;SG;3
kehitaman	دُھندلا.	kehitaman	دُھندلا.	N;SG	PROPN;NOM;MASC;SG;3
kehitaman	کالا	kehitaman	کالا	N;SG	ADJ;NOM;MASC;SG
kehitaman	سیاہ.	kehitaman	سیاہ.	N;SG	PROPN;NOM;MASC;SG;3
kehitaman	دُھندلا.	kehitaman	دُھندلا.	N;SG	PROPN;NOM;MASC;SG;3
kehitaman	اندھیرا	kehitaman	اندھیرا	N;SG	PROPN;NOM;MASC;SG;3
kehitaman	کالا	kehitaman	کالا	N;SG	ADJ;NOM;MASC;SG
ganjil	ضمنی	ganjil	ضمنی	PROPN;SG	ADJ
ganjil	فاضل-	ganjil	فاضل-	PROPN;SG	PROPN;NOM;MASC;SG;3
ganjil	ہنگامی	ganjil	ہنگامی	PROPN;SG	ADJ
ganjil	انوکھا	ganjil	انوکھا	PROPN;SG	ADJ;NOM;MASC;SG
ganjil	نرالا	ganjil	نرالا	PROPN;SG	PROPN;NOM;MASC;SG;3
ganjil	رقم	ganjil	رقم	PROPN;SG	N;NOM;MASC;SG;3
ganjil	زائد	ganjil	زائد	PROPN;SG	ADJ
ganjil	اتفاقی	ganjil	اتفاقی	PROPN;SG	ADJ
ganjil	ضمنی	ganjil	ضمنی	PROPN;SG	ADJ
ganjil	فاضل-	ganjil	فاضل-	PROPN;SG	PROPN;NOM;MASC;SG;3
ganjil	ہنگامی	ganjil	ہنگامی	PROPN;SG	ADJ
ganjil	انوکھا	ganjil	انوکھا	PROPN;SG	ADJ;NOM;MASC;SG
ganjil	نرالا	ganjil	نرالا	PROPN;SG	PROPN;NOM;MASC;SG;3
ganjil	رقم	ganjil	رقم	PROPN;SG	N;NOM;MASC;SG;3
ganjil	زائد	ganjil	زائد	PROPN;SG	ADJ
ganjil	اتفاقی	ganjil	اتفاقی	PROPN;SG	ADJ
ganjil	عجیب	ganjil	عجیب	PROPN;SG	ADJ
paripurna	تمام	paripurna	تمام	N;SG	ADJ
paripurna	کُلّی	paripurna	کُلّی	N;SG	PROPN;NOM;MASC;SG;3
meninjau	جائزہ.	mentinjau	جائزہ.	V;SG;ACT	PROPN;NOM;MASC;SG;3
meninjau	(	mentinjau	(	V;SG;ACT	
meninjau	اعادہ	mentinjau	اعادہ	V;SG;ACT	N;NOM;MASC;SG;3
meninjau	کتاب	mentinjau	کتاب	V;SG;ACT	N;NOM;MASC;SG;3
meninjau	غور-	mentinjau	غور-	V;SG;ACT	PROPN;NOM;MASC;SG;3
tiup	نفخ	tiup	نفخ	N;SG	PROPN;NOM;MASC;SG;3
tiup	پھونکنا	tiup	پھونکنا	N;SG	PROPN;ACC;MASC;SG;3
tiup	ضرب.	tiup	ضرب.	N;SG	PROPN;NOM;MASC;SG;3
tiup	دھونکنا.	tiup	دھونکنا.	N;SG	PROPN;NOM;MASC;SG;3
tiup	ساز	tiup	ساز	N;SG	ADJ
tiup	پھوٹنا	tiup	پھوٹ	N;SG	V;NFIN;ACT
thank	مہربانی.	thank	مہربانی	PROPN	PROPN;NOM;MASC;SG;3
thank	شکر	thank	شکر	PROPN	N;NOM;MASC;SG;3
supply	سامان	supply	سامان	PROPN	N;NOM;MASC;SG;3
mewajibkan	بعدہ	menwajibkan	بعدہ	V;SG;ACT	
tertidur	سُن	tertidur	سُن	PROPN;SG;PASS	V;ACT
tertidur	غافل	tertidur	غافل	PROPN;SG;PASS	ADJ
tertidur	مردہ.	tertidur	مردہ.	PROPN;SG;PASS	PROPN;NOM;MASC;SG;3
fosfor	فاسفورس.	fosfor	فاسفورس.	PROPN	PROPN;NOM;MASC;SG;3
tawon	بِھڑ.	tawon	بِھڑ.	N;SG	V;PFV;SG;V.PTCP;ACT
contest	نزاع	contest	نزاع	PROPN	N;NOM;MASC;SG;3
gesekan	فرکی	gesekan	فرکی	N	PROPN;NOM;MASC;SG;3
gesekan	گھسائی	gesekan	گھسائی	N	PROPN;NOM;MASC;SG;3
gesekan	فرک.	gesekan	فرک.	N	
gesekan	رگڑائی	gesekan	رگڑائی	N	V;PFV;FEM;SG;V.PTCP;ACT
gesekan	مالش.	gesekan	مالش.	N	PROPN;NOM;MASC;SG;3
gesekan	ٹکرائو	gesekan	ٹکرائو	N	V;SG;V.PTCP;ACT
gesekan	اختلاف.	gesekan	اختلاف.	N	ADJ
ask	پوچھنا	ask	پوچھ	PROPN	V;MASC;SG;NFIN;ACT
loop	چھلّا	loop	چھل	N	PROPN;NOM;MASC;SG;3
loop	back	loop	back	N	
loop	گھیرنا.	loop	گھیرنا.	N	PROPN;NOM;MASC;SG;3
loop	کنڈا	loop	کنڈا	N	
loop	کنڈل.	loop	کنڈل.	N	PROPN;NOM;MASC;SG;3
matematis	محکم	matematis	محکم	N	PROPN;NOM;MASC;SG;3
waspada	چوکنّا	waspada	چوکنّا	ADJ;SG	PROPN;NOM;MASC;SG;3
waspada	باخبر	waspada	باخبر	ADJ;SG	N;NOM;MASC;SG;3
waspada	ہوشیار	waspada	ہوشیار	ADJ;SG	PROPN;NOM;MASC;SG;3
waspada	چوکنّا	waspada	چوکنّا	ADJ;SG	PROPN;NOM;MASC;SG;3
fitnah	دشواریاں	fitnah	دشواری	N;SG	N;NOM;MASC;PL;3
fitnah	دشواریاں	fitnah	دشواری	N;SG	N;NOM;MASC;PL;3
burger	ہیمبرگر	burger	ہیمبرگر	PROPN	PROPN;NOM;MASC;SG;3
statis	مجہول.	statis	مجہول.	N;SG	PROPN;NOM;MASC;SG;3
statis	جامد	statis	جامد	N;SG	ADJ
cause	نتیجے	cause	نتیجہ	PROPN	N;NOM;MASC;SG;3
cause	اثر	cause	اثر	PROPN	N;NOM;MASC;SG;3
cause	موجب	cause	موجب	PROPN	N;NOM;MASC;SG;3
cause	مقصد	cause	مقصد	PROPN	N;NOM;MASC;SG;3
cause	غایت	cause	غایت	PROPN	N;NOM;MASC;SG;3
cause	نتیجے	cause	نتیجہ	PROPN	N;NOM;MASC;SG;3
cause	سبب	cause	سبب	PROPN	N;ACC;MASC;SG;3
cause	اثر	cause	اثر	PROPN	N;NOM;MASC;SG;3
cause	موجب	cause	موجب	PROPN	N;NOM;MASC;SG;3
cause	مقصد	cause	مقصد	PROPN	N;NOM;MASC;SG;3
cause	غایت	cause	غایت	PROPN	N;NOM;MASC;SG;3
agraria	دیہی	agraria	دیہی	N	PROPN;NOM;MASC;SG;3
agraria	زرعی	agraria	زرعی	N	ADJ
agraria	دیہی	agraria	دیہی	N	PROPN;NOM;MASC;SG;3
utilitas	سودمند.	utilitas	سودمند.	N;SG	PROPN;NOM;MASC;SG;3
berantai	رسالہ	berantai	رسالہ	PROPN;SG;ACT	N;NOM;MASC;SG;3
berantai	جریدہ.	berantai	جریدہ.	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
waiting	انتظار.	waiting	انتظار.	PROPN	N;NOM;MASC;SG;3
pergolakan	آشوب.	pergolakan	آشوب.	N;SG	PROPN;NOM;MASC;SG;3
pergolakan	اُبال	pergolakan	اُبال	N;SG	PROPN;NOM;MASC;SG;3
pergolakan	طوفان.	pergolakan	طوفان.	N;SG	ADJ
pergolakan	ہیجان.	pergolakan	ہیجان.	N;SG	PROPN;NOM;MASC;SG;3
pergolakan	ہنگامہ	pergolakan	ہنگامہ	N;SG	PROPN;NOM;MASC;SG;3
pergolakan	ہلچل	pergolakan	ہلچل	N;SG	V;ACT
penghinaan	ذلّت	penhinaan	ذلّت	N;SG	PROPN;NOM;MASC;SG;3
penghinaan	تنفر.	penhinaan	تنفر.	N;SG	PROPN;NOM;MASC;SG;3
penghinaan	خرابی.	penhinaan	خرابی.	N;SG	PROPN;NOM;MASC;SG;3
penghinaan	خرابی.	penhinaan	خرابی.	N;SG	PROPN;NOM;MASC;SG;3
penghinaan	ہتک	penhinaan	ہتک	N;SG	PROPN;NOM;MASC;SG;3
busuk	بدعنوان.	busuk	بدعنوان.	PROPN;SG	ADJ
busuk	کریہہ	busuk	کریہہ	PROPN;SG	
busuk	گرنے	busuk	گر	PROPN;SG	V;ACC;NFIN
busuk	جھڑنے	busuk	جھڑ	PROPN;SG	V;NFIN
busuk	ماندہ.	busuk	ماندہ.	PROPN;SG	PROPN;NOM;MASC;SG;3
busuk	خراب	busuk	خراب	PROPN;SG	ADJ
busuk	قبیح	busuk	قبیح	PROPN;SG	ADJ
busuk	بدعنوان.	busuk	بدعنوان.	PROPN;SG	ADJ
busuk	کریہہ	busuk	کریہہ	PROPN;SG	
busuk	گرنے	busuk	گر	PROPN;SG	V;ACC;NFIN
busuk	جھڑنے	busuk	جھڑ	PROPN;SG	V;NFIN
busuk	ماندہ.	busuk	ماندہ.	PROPN;SG	PROPN;NOM;MASC;SG;3
busuk	بوسیدہ	busuk	بوسیدہ	PROPN;SG	ADJ
busuk	خراب	busuk	خراب	PROPN;SG	ADJ
busuk	قبیح	busuk	قبیح	PROPN;SG	ADJ
busuk	الجھا	busuk	الجھا	PROPN;SG	PROPN;NOM;MASC;SG;3
busuk	ٹکرانا	busuk	ٹکرانا	PROPN;SG	V;MASC;SG;NFIN;ACT
busuk	ناپسندیدہ	busuk	ناپسندیدہ	PROPN;SG	ADJ
busuk	ٹکراؤ	busuk	ٹکراؤ	PROPN;SG	PROPN;NOM;MASC;SG;3
busuk	قاعدے	busuk	قاعدہ	PROPN;SG	
busuk	غلیظ	busuk	غلیظ	PROPN;SG	N;NOM;MASC;SG;3
busuk	قبیح	busuk	قبیح	PROPN;SG	ADJ
busuk	اٹاہوا-	busuk	اٹاہواپ	PROPN;SG	PROPN;NOM;MASC;SG;3
pie	افراتفری.	pie	افراتفریڈ	PROPN	ADJ
beralkohol	شرابی.	beralkohol	شرابی.	N	PROPN;NOM;MASC;SG;3
akumulasi	اکٹھا	akumulasi	اکٹھا	N;SG	ADJ;NOM;MASC;SG
akumulasi	بڑھنا.	akumulasi	بڑھنا.	N;SG	V;SG;NFIN;ACT
akumulasi	بٹورنا	akumulasi	بٹور	N;SG	V;NFIN;ACT
dorsal	پیٹھ	dorsal	پیٹھ	N	V;SG;ACT
dorsal	ابھرواں.	dorsal	ابھرواں.	N	PROPN;NOM;MASC;SG;3
pulsa	جوش	pulsa	جوش	PROPN	N;NOM;MASC;SG;3
pulsa	احساس	pulsa	احساس	PROPN	N;NOM;MASC;SG;3
pulsa	دھڑکنا.	pulsa	دھڑکنا.	PROPN	
pulsa	جذبہ	pulsa	جذبہ	PROPN	N;NOM;MASC;SG;3
pulsa	لہر.	pulsa	لہر.	PROPN	
pulsa	موج.	pulsa	موج.	PROPN	PROPN;NOM;MASC;SG;3
pulsa	دالوں	pulsa	دال	PROPN	N;ACC;MASC;PL;3
pulsa	امنگ	pulsa	امنگ	PROPN	
pulsa	دال	pulsa	دال	PROPN	V;MASC;SG;ACT
amonia	ایمونیا	amonia	ایمونیا	N	PROPN;NOM;MASC;SG;3
pembatalan	منسوخی.	penbatalan	منسوخی.	N	PROPN;NOM;MASC;SG;3
pembatalan	منسوخی.	penbatalan	منسوخی.	N	PROPN;NOM;MASC;SG;3
esok	آئندہ	esok	آئندہ		ADJ
esok	آئندہ	esok	آئندہ		ADJ
preman	قزاق.	preman	قزاق.	N	PROPN;NOM;MASC;SG;3
preman	قزاق.	preman	قزاق.	N	PROPN;NOM;MASC;SG;3
preman	ٹھگ	preman	ٹھگ	N	
menata	اطراف	mentata	اطراف	PROPN;SG;ACT	ADP;NOM;MASC;SG;3
menata	درستگی.	mentata	درستگی.	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
menata	موقع	mentata	موقع	PROPN;SG;ACT	N;NOM;MASC;SG;3
menata	محل	mentata	محل	PROPN;SG;ACT	N;NOM;MASC;SG;3
menata	ماحول	mentata	ماحول	PROPN;SG;ACT	N;NOM;MASC;SG;3
sad	حقیر	sad	حقیر	PROPN	N;NOM;MASC;SG;3
sad	المناک	sad	المناک	PROPN	PROPN;NOM;MASC;SG;3
sad	شرمناک	sad	شرمناک	PROPN	ADJ
sad	مدّھم	sad	مدّھم	PROPN	PROPN;NOM;MASC;SG;3
sad	رنجیدہ	sad	رنجیدہ	PROPN	ADJ
sad	حقیر	sad	حقیر	PROPN	N;NOM;MASC;SG;3
sad	المناک	sad	المناک	PROPN	PROPN;NOM;MASC;SG;3
sad	شرمناک	sad	شرمناک	PROPN	ADJ
sad	مدّھم	sad	مدّھم	PROPN	PROPN;NOM;MASC;SG;3
intro	تمہید	intro	تمہید	PROPN	N;NOM;MASC;SG;3
intro	تعارف.	intro	تعارف.	PROPN	PROPN;NOM;MASC;SG;3
jaket	dust-jacket	jaket	dust-jacket	N;SG	ADJ;NOM
kapsul	مجمل	kapsul	مجمل	N	PROPN;NOM;MASC;SG;3
graduate	طیلسانی	graduate	طیلسانی	PROPN	ADJ;NOM
lover	عاشق	lover	عاشق	PROPN	PROPN;NOM;MASC;SG;3
lover	شیدا.	lover	شیدا.	PROPN	PROPN;NOM;MASC;SG;3
liquid	رواں.	liquid	رواں.	PROPN	
liquid	شفاف	liquid	شفاف	PROPN	ADJ
liquid	کھلا	liquid	کھل	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
liquid	ترل	liquid	ترل	PROPN	
liquid	ہوا	liquid	ہو	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
liquid	ہائڈروجن	liquid	ہائڈروجن	PROPN	N;NOM;MASC;SG;3
liquid	ُسریلی	liquid	ُسریلی	PROPN	ADJ
liquid	رواں.	liquid	رواں.	PROPN	
liquid	سیّال	liquid	سیّال	PROPN	PROPN;NOM;MASC;SG;3
liquid	شفاف	liquid	شفاف	PROPN	ADJ
liquid	کھلا	liquid	کھل	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
liquid	ترل	liquid	ترل	PROPN	
liquid	رقیق	liquid	رقیق	PROPN	PROPN;NOM;MASC;SG;3
liquid	ہوا	liquid	ہو	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
liquid	ہائڈروجن	liquid	ہائڈروجن	PROPN	N;NOM;MASC;SG;3
liquid	ُسریلی	liquid	ُسریلی	PROPN	ADJ
eternal	غیرمبدّل	eternal	غیرمبدّل	PROPN	ADJ
eternal	مسلسل	eternal	مسلسل	PROPN	ADV
enter	بتانا	enter	بتا	PROPN	V;MASC;SG;NFIN;ACT
enter	جتانا	enter	جتا	PROPN	V;MASC;SG;NFIN;ACT
enter	گھسنا	enter	گھسنا	PROPN	
enter	کتاب	enter	کتاب	PROPN	N;NOM;MASC;SG;3
mengevaluasi	آنکنا	menevaluasi	اکنکنا	V;SG;ACT	
parsial	جزوی.	parsial	جزوی.	ADJ;SG	PROPN;NOM;MASC;SG;3
parsial	دلدادہ.	parsial	دلدادہ.	ADJ;SG	PROPN;NOM;MASC;SG;3
upt	صدر	upt	صدر	PROPN	PROPN;NOM;MASC;SG;3
upt	لازم	upt	لازم	PROPN	
upt	صدر	upt	صدر	PROPN	PROPN;NOM;MASC;SG;3
upt	لازم	upt	لازم	PROPN	
upt	مرکزی	upt	مرکزی	PROPN	ADJ;NOM
variable	متغیرہ	variable	متغیرہ	N;SG	PROPN;NOM;MASC;SG;3
panjat	صعود.	panjat	صعود.	N;SG;ACT	
panjat	چڑھائی	panjat	چڑھا	N;SG;ACT	V;PFV;FEM;SG;V.PTCP;ACT
panjat	چڑھنا.	panjat	چڑھنا.	N;SG;ACT	V;MASC;SG;NFIN;ACT
kultus	مذہب.	kultus	مذہب.	N	PROPN;NOM;MASC;SG;3
gravity	ثقل.	gravity	ثقل.	PROPN	
gravity	ثقاہت	gravity	ثقاہت	PROPN	N;NOM;MASC;SG;3
gravity	ثقل.	gravity	ثقل.	PROPN	
gravity	ثقاہت	gravity	ثقاہت	PROPN	N;NOM;MASC;SG;3
gravity	سنجیدگی	gravity	سنجیدگی	PROPN	N;NOM;MASC;SG;3
hate	بیزاری.	hate	بیزاری.	PROPN	PROPN;NOM;MASC;SG;3
hate	نفرت	hate	نفرت	PROPN	N;NOM;MASC;SG;3
hate	بیزاری.	hate	بیزاری.	PROPN	PROPN;NOM;MASC;SG;3
apung	چونچالی.	apung	چونچالی.	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
apung	تیرنے	apung	تیرنہ	PROPN;SG;ACT	V;NFIN;ACT
apung	لچک	apung	لچک	PROPN;SG;ACT	N;NOM;MASC;SG;3
apung	چونچالی.	apung	چونچالی.	PROPN;SG;ACT	PROPN;NOM;MASC;SG;3
apung	تیرنے	apung	تیرنہ	PROPN;SG;ACT	V;NFIN;ACT
rak	مخبر	rak	مخبر	N;SG	PROPN;NOM;MASC;SG;3
rak	چلنا.	rak	چلنا.	N;SG	PROPN;NOM;MASC;SG;3
judy	زن.	judy	زن.	PROPN	
kembangkan	بہتر	kembangkan	بہتر	V;SG;ACT	ADJ
kembangkan	قد	kembangkan	قد	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	مرتبے	kembangkan	مرتبہ	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	پختہ	kembangkan	پختہ	V;SG;ACT	ADJ
kembangkan	بونا	kembangkan	بونا	V;SG;ACT	PROPN;NOM;MASC;SG;3
kembangkan	اُگنا	kembangkan	اُگنا	V;SG;ACT	PROPN;NOM;MASC;SG;3
kembangkan	ہویدا	kembangkan	ہو	V;SG;ACT	PROPN;NOM;MASC;SG;3
kembangkan	فزوں	kembangkan	فزہ	V;SG;ACT	N;NOM;MASC;PL;3
kembangkan	اپجنا.	kembangkan	اپجنا.	V;SG;ACT	
kembangkan	نمو	kembangkan	نمو	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	بالغ.	kembangkan	بالغ.	V;SG;ACT	
kembangkan	پھل	kembangkan	پھل	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	گدرایا	kembangkan	گدرایا	V;SG;ACT	PROPN;NOM;MASC;SG;3
kembangkan	پیدا	kembangkan	پیدا	V;SG;ACT	ADJ
kembangkan	حجم	kembangkan	حجم	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	قد	kembangkan	قد	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	مرتبے	kembangkan	مرتبہ	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	پختہ	kembangkan	پختہ	V;SG;ACT	ADJ
kembangkan	بونا	kembangkan	بونا	V;SG;ACT	PROPN;NOM;MASC;SG;3
kembangkan	اُگنا	kembangkan	اُگنا	V;SG;ACT	PROPN;NOM;MASC;SG;3
kembangkan	ہویدا	kembangkan	ہو	V;SG;ACT	PROPN;NOM;MASC;SG;3
kembangkan	فزوں	kembangkan	فزہ	V;SG;ACT	N;NOM;MASC;PL;3
kembangkan	اپجنا.	kembangkan	اپجنا.	V;SG;ACT	
kembangkan	نمو	kembangkan	نمو	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	بالغ.	kembangkan	بالغ.	V;SG;ACT	
kembangkan	پھل	kembangkan	پھل	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	گدرایا	kembangkan	گدرایا	V;SG;ACT	PROPN;NOM;MASC;SG;3
kembangkan	پیدا	kembangkan	پیدا	V;SG;ACT	ADJ
kembangkan	حجم	kembangkan	حجم	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	افزوں	kembangkan	افزہ	V;SG;ACT	N;ACC;MASC;PL;3
kembangkan	بیش	kembangkan	بیش	V;SG;ACT	
kembangkan	جسامت	kembangkan	جسامت	V;SG;ACT	N;NOM;MASC;SG;3
kembangkan	پھیلانا.	kembangkan	پھیلانا.	V;SG;ACT	PROPN;NOM;MASC;SG;3
paha	ران.	paha	ران.	N;SG	PROPN;NOM;MASC;SG;3
seljuk	سلجوقی.	seljuk	سلجوقی.	PROPN	PROPN;NOM;MASC;SG;3
penginjil	مرقص	peninjil	مرقص	N;SG	PROPN;NOM;MASC;SG;3
beraturan	باقاعدگی	beraturan	باقاعدگی	V;SG;ACT	N;NOM;MASC;SG;3
migran	مہاجر.	migran	مہاجر	N;SG	PROPN;NOM;MASC;SG;3
migran	حیوان	migran	حیوان	N;SG	PROPN;NOM;MASC;SG;3
pub	چھاپنا	pub	چھاپنا	N	V;MASC;SG;NFIN;ACT
pub	ہوٹل.	pub	ہوٹل	N	PROPN;NOM;MASC;SG;3
mantap	برابر.	mantap	برابر.	ADJ;SG	
mantap	مسلسل	mantap	مسلسل	ADJ;SG	ADV
mantap	استوار	mantap	استوار	ADJ;SG	N;NOM;MASC;SG;3
mantap	سنبھالنا	mantap	سنبھال	ADJ;SG	V;MASC;SG;NFIN;ACT
mantap	متین	mantap	متین	ADJ;SG	PROPN;NOM;MASC;SG;3
mantap	محتاط.	mantap	محتاط.	ADJ;SG	PROPN;NOM;MASC;SG;3
disengaja	غیرمتوقع.	disengaja	غیرمتوقع.	V	ADJ
disengaja	حادثاتی	disengaja	حادثاتی	V	ADJ
disengaja	عارضی	disengaja	عارضی	V	ADJ
disengaja	غیرارادی	disengaja	غیرارادی	V	ADJ
disengaja	اتفاقی	disengaja	اتفاقی	V	ADJ
disengaja	محتاط	disengaja	محتاط	V	ADJ
disengaja	غوروتأمل	disengaja	غوروتأمل	V	PROPN;NOM;MASC;SG;3
disengaja	عمداً.	disengaja	عمداً.	V	N
disengaja	دانستہ	disengaja	دانستہ	V	ADJ
disengaja	بالارادہ	disengaja	بالارادہ	V	PROPN;NOM;MASC;SG;3
dirty	کمینہ	dirty	کمینہ	PROPN	
dirty	رکیک	dirty	رکیک	PROPN	V;SG;V.PTCP;ACT
dirty	میلا	dirty	میلا	PROPN	V;ACT
dirty	مبتذل	dirty	مبتذل	PROPN	ADJ
dirty	ناپسندیدہ	dirty	ناپسندیدہ	PROPN	ADJ
dirty	ذلیل	dirty	ذلیل	PROPN	ADJ
dirty	مکروہ	dirty	مکروہ	PROPN	PROPN;NOM;MASC;SG;3
dirty	ناصاف	dirty	ناصاف	PROPN	PROPN;NOM;MASC;SG;3
dirty	دُھندلا	dirty	دُھندلا	PROPN	PROPN;NOM;MASC;SG;3
dirty	جھّکڑی	dirty	جھّکڑی	PROPN	PROPN;NOM;MASC;SG;3
dirty	فحش	dirty	فحش	PROPN	N;NOM;MASC;SG;3
dirty	مٹیالا	dirty	مٹیالا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
dirty	کمینہ	dirty	کمینہ	PROPN	
dirty	رکیک	dirty	رکیک	PROPN	V;SG;V.PTCP;ACT
dirty	میلا	dirty	میلا	PROPN	V;ACT
dirty	مبتذل	dirty	مبتذل	PROPN	ADJ
dirty	ناپسندیدہ	dirty	ناپسندیدہ	PROPN	ADJ
dirty	ذلیل	dirty	ذلیل	PROPN	ADJ
dirty	مکروہ	dirty	مکروہ	PROPN	PROPN;NOM;MASC;SG;3
dirty	ناصاف	dirty	ناصاف	PROPN	PROPN;NOM;MASC;SG;3
dirty	دُھندلا	dirty	دُھندلا	PROPN	PROPN;NOM;MASC;SG;3
dirty	جھّکڑی	dirty	جھّکڑی	PROPN	PROPN;NOM;MASC;SG;3
dirty	فحش	dirty	فحش	PROPN	N;NOM;MASC;SG;3
dirty	گندا	dirty	گندا	PROPN	
dirty	ناپاک	dirty	ناپاک	PROPN	PROPN;NOM;MASC;SG;3
dirty	مٹیالا	dirty	مٹیالا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
uraian	بنانے	uraian	بنا	N;SG	V;NFIN
uraian	کہنے	uraian	کہہ	N;SG	V;NFIN;ACT
logat	نبرہ	logat	نبرہ	N	PROPN;NOM;MASC;SG;3
zoologi	فعلیات	zoologi	فعلی	PROPN	N;NOM;MASC;PL;3
dilema	تعطّل	dilema	تعطّل	N;SG	
menusuk	احساسات	mentusuk	احساس	PROPN;SG;ACT	N;NOM;MASC;PL;3
menusuk	شہرت	mentusuk	شہرت	PROPN;SG;ACT	N;NOM;FEM;SG;3
menusuk	کوشش	mentusuk	کوشش	PROPN;SG;ACT	N;NOM;FEM;SG;3
menusuk	آزمائش.	mentusuk	آزمائش.	PROPN;SG;ACT	N;NOM;MASC;SG;3
tiruan	مثنّیٰ.	tiruan	مثنّیٰ.	N;SG	PROPN;NOM;MASC;SG;3
tiruan	نقالی.	tiruan	نقالی	N;SG	PROPN;NOM;MASC;SG;3
tiruan	جعلی	tiruan	جعلی	N;SG	ADJ
tiruan	مثنّیٰ.	tiruan	مثنّیٰ.	N;SG	PROPN;NOM;MASC;SG;3
tiruan	نقالی.	tiruan	نقالی	N;SG	PROPN;NOM;MASC;SG;3
tiruan	جعلی	tiruan	جعلی	N;SG	ADJ
sharp	ترش	sharp	ترش	PROPN	ADJ
sharp	اچانک	sharp	اچانک	PROPN	ADV
sharp	کائیاں	sharp	کائی	PROPN	N;NOM;MASC;PL;3
