myös	וגם	myös	וגם	ADV	
vapaa	חינם	vapaa	חינם	ADJ;NOM;SG	PROPN
vapaa	free	vapaa	free	ADJ;NOM;SG	
vapaa	חופשיים	vapaa	חופשי	ADJ;NOM;SG	ADJ;MASC;PL
vapaa	בחינם	vapaa	בחינם	ADJ;NOM;SG	
kenraali	כללי	kenraali	כלל	N;NOM;SG	N;MASC;PL
mark	סמני	mark	סמני	PROPN;NOM;SG	PROPN
mark	מארק	mark	מארק	PROPN;NOM;SG	PROPN
mark	מרק	mark	מרק	PROPN;NOM;SG	
mark	סמן	mark	סמן	PROPN;NOM;SG	
mtv	mtv	mtv	mtv	PROPN;NOM;SG	PROPN
muistuttaa	מזכירים	muistuttaa	הזכיר	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
muistuttaa	תזכיר	muistuttaa	הזכיר	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;3;FUT;ACT
runoilija	המשורר	runoilija	המשורר	N;NOM;SG	PROPN
vanhin	אלדר	vanha	אלדר	ADJ;NOM;RL;SG	PROPN
vanhin	חונך	vanha	חונך	ADJ;NOM;RL;SG	N;MASC;SG
vanhin	הבכור	vanha	הבכור	ADJ;NOM;RL;SG	PROPN
vanhin	הבכור	vanha	הבכור	ADJ;NOM;RL;SG	PROPN
del	דל	del	דל		ADJ;MASC;SG
kitaristi	גיטריסט	kitaristi	גיטריסט	N;NOM;SG	PROPN
moskovan	מוסקבה	moskoa	מוסקבה	ADJ;GEN;SG	PROPN
harry	הארי	harry	הארי	N;NOM;SG	PROPN
harry	הרי	harry	הרי	N;NOM;SG	CONJ
lopetti	תפרוש	lopettaa	תפרוש	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;FUT;ACT
lopetti	נעצרה	lopettaa	נעצר	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;MID
lopetti	עצר	lopettaa	עצר	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
jatkaa	המשך	jatkaa	המשך	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
version	גרסא	versio	גרסא	N;GEN;SG	PROPN
verrattuna	בהשוואה	verrata	בהשוואה	V;FRML;SG;V.PTCP;PASS	ADV
halusi	מבוקשים	haluta	מבוקש	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL
halusi	מבוקשת	haluta	מבוקש	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG
halusi	מבוקש	haluta	מבוקש	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG
jokainen	כולם	jokainen	None	PRO;NOM;SG	N;MASC;PL
puolan	פוליש	puola	פוליש	N;GEN;SG	PROPN
puolan	לק	puola	לק	N;GEN;SG	
puolan	פולני	puola	פולני	N;GEN;SG	PROPN
puolan	פולין	puola	פולין	N;GEN;SG	PROPN
henry	הנרי	henry	הנרי	N;NOM;SG	PROPN
muodossa	הטופס	muoto	הטופס	N;IN+ESS;SG	PROPN
muodossa	פורמט	muoto	פורמט	N;IN+ESS;SG	PROPN
muodossa	בפורמט	muoto	בפורמט	N;IN+ESS;SG	
numero	המספר	numero	המספר	N;NOM;SG	PROPN
kuvan	התמונה	kuva	התמונה	N;GEN;SG	V;FEM;SG;3;PST
erkki	ארקי	erkki	ארקי	N;NOM;SG	PROPN
liitto	הברית	liitto	הברית	N;NOM;SG	PROPN
liitto	הפדרציה	liitto	הפדרציה	N;NOM;SG	PROPN
todennäköisesti	סביר	toden#näköisesti	סביר	ADV	ADJ;MASC;SG
todennäköisesti	סבירות	toden#näköisesti	סבירה	ADV	N;FEM;SG
tilanne	הסטטוס	tilanne	הסטטוס	N;NOM;SG	PROPN
tilanne	סטטוס	tilanne	סטטוס	N;NOM;SG	
osuus	לשתף	osuus	שיתף	N;NOM;SG	V;NFIN;ACT
osuus	שתף	osuus	שתף	N;NOM;SG	ADV
osuus	שתפו	osuus	שתף	N;NOM;SG	V;PL;1;PST;ACT
pariisin	פריס	pariisi	פריז	N;GEN;SG	PROPN
pariisin	פריז	pariisi	פריז	N;GEN;SG	PROPN
super	סופר	super	סופר		N;MASC;SG
finland	פינלנד	finland	פינלנד	N;NOM;SG	PROPN
japanissa	יפן	japani	יפן	ADJ;IN+ESS;PL	PROPN
maakunta	נפה	maa#kunta	נפה	N;NOM;SG	PROPN
viipurin	ויבורג	viipuri	ויבורג	N;GEN;SG	PROPN
tohtori	דוק	tohtori	דוק	N;NOM;SG	
tohtori	דוקטור	tohtori	None	N;NOM;SG	PROPN
rakennus	בונה	rakennus	בנה	N;NOM;SG	
king	המלך	king	המלך		
king	קינג	king	קינג		PROPN
king	מלך	king	מלך		N;MASC;SG
maissa	לחוף	maa	חוף	N;IN+ESS;PL	
punainen	רד	punainen	רד	ADJ;NOM;SG	PROPN
punainen	אדומים	punainen	אדום	ADJ;NOM;SG	N;MASC;PL
punainen	אדומה	punainen	אדום	ADJ;NOM;SG	N;FEM;SG
tom	טום	tom	טום	PROPN;NOM;SG	PROPN
tom	תום	tom	תום	PROPN;NOM;SG	PROPN
net	נטו	net	נטו	N;NOM;SG	
kuka	מי	kuka	מי	PRO;NOM;SG	ADV
neuvostoliitto	הסובייטים	neuvosto#liitto	הסובי	N;NOM;SG	N;MASC;PL
neuvostoliitto	הסובייטי	neuvosto#liitto	הסובייטי	N;NOM;SG	PROPN
neuvostoliitto	סובייטי	neuvosto#liitto	סובייטי	N;NOM;SG	PROPN
ihminen	האדם	ihminen	האדם	N;NOM;SG	
ihminen	אנוש	ihminen	אנוש	N;NOM;SG	
ihminen	אנושי	ihminen	אנושי	N;NOM;SG	ADJ;MASC;SG
stadion	האצטדיון	stadion	האצטדיון	N;NOM;SG	PROPN
puolet	מחצית	puoli	None	N;NOM;PL	DET;PSSD
oikeus	הצדק	oikeus	הצדק	N;NOM;SG	
lee	לי	olla	ל	PROPN;NOM;SG	
lista	הרשימה	lista	הרשים	N;NOM;SG	V;FEM;SG;3;PST;ACT
takana	מאחורי	takana	מאחורי	ADV	ADP
takana	מאחור	takana	מאחור	ADV	
jalkapallon	פוטבול	jalka#pallo	None	N;GEN;SG	PROPN
smith	סמית	smith	סמית	PROPN;NOM;SG	PROPN
kansainvälisen	international	kansain#välinen	קגקגק	ADJ;GEN;SG	PROPN
kansainvälisen	בינלאומית	kansain#välinen	בינלאומית	ADJ;GEN;SG	PROPN
kansainvälisen	בינלאומי	kansain#välinen	בינלאומי	ADJ;GEN;SG	PROPN
kansainvälisen	הבינלאומי	kansain#välinen	הבינלאומי	ADJ;GEN;SG	PROPN
museo	המוזיאון	museo	המוזיאון	N;NOM;SG	PROPN
valkoinen	לבן	valkoinen	לבן	ADJ;NOM;SG	
valkoinen	לבנה	valkoinen	לבן	ADJ;NOM;SG	
lontoon	לונדון	lonto	לונדון	N;GEN;SG	PROPN
toimia	מעשים	toimia	מעשה	V;SG;NFIN;ACT	N;MASC;PL
toimia	פעולות	toimia	פעולה	V;SG;NFIN;ACT	N;FEM;PL
toimia	פעולה	toimia	פעולה	V;SG;NFIN;ACT	N;FEM;SG
toimia	עשייה	toimia	עשייה	V;SG;NFIN;ACT	N;FEM;SG
toimia	אקשן	toimia	אקשן	V;SG;NFIN;ACT	N;MASC;SG
tietää	דע	tietää	דע	V;IND;SG;PRS;FIN;ACT	V;MASC;SG;1;PST;ACT
tietää	מכירה	tietää	מכירה	V;IND;SG;PRS;FIN;ACT	N;FEM;SG
laskee	סופרת	laskea	סופר	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
laskee	ספירה	laskea	ספירה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
laskee	מחשבת	laskea	מחשבה	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
esitys	ביצועי	esitys	ביצוע	N;NOM;SG	N;MASC;PL
esitys	ביצועים	esitys	ביצוע	N;NOM;SG	N;MASC;PL
esitys	הביצועים	esitys	הביצוע	N;NOM;SG	N;MASC;PL
viittaa	מתייחס	viitata	התייחס	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
viittaa	מתייחסת	viitata	התייחס	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP
tarkoitettu	המיועד	tarkoittaa	המיועד	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
turnauksen	הטורניר	turnaus	הטורניר	N;GEN;SG	PROPN
nuori	צעירה	nuori	צעיר	ADJ;NOM;SG	N;FEM;SG
nuori	צעירות	nuori	צעיר	ADJ;NOM;SG	N;FEM;PL
nuori	צעירים	nuori	צעיר	ADJ;NOM;SG	N;MASC;PL
nuori	יאנג	nuori	אנג	ADJ;NOM;SG	PROPN
nuori	צעיר	nuori	צעיר	ADJ;NOM;SG	N;MASC;SG
lauri	לואיס	lauri	לואיס	N;NOM;SG	PROPN
hahmo	תו	hahmo	תו	N;NOM;SG	
uudet	חדש	uusi	חדש	ADJ;NOM;PL	ADJ;MASC;SG
uudet	חדשה	uusi	חדש	ADJ;NOM;PL	ADJ;FEM;SG
näkyy	גלויה	näkyä	גלוי	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
näkyy	גלוי	näkyä	גלוי	V;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
näkyy	מראה	näkyä	מראה	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
näkyy	מופעים	näkyä	מופע	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
näkyy	מציג	näkyä	הציג	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
kuuluivat	שייך	kuulua	שייך	V;IND;PL;3;PST;FIN;ACT	ADJ;MASC;SG
kuuluivat	שייכת	kuulua	שייך	V;IND;PL;3;PST;FIN;ACT	ADJ;FEM;SG
paikalla	מתנה	paikka	מתנה	N;AT+ESS
;SG	
paikalla	הווה	paikka	הווה	N;AT+ESS
;SG	PROPN
paikalla	נוכח	paikka	נוכח	N;AT+ESS
;SG	
käy	בקרי	käydä	בקר	V;IMP;SG;2;FIN;ACT	
käy	ביקור	käydä	ביקור	V;IMP;SG;2;FIN;ACT	N;MASC;SG
italia	איטליה	itali	איטליה	N;NOM;SG	PROPN
italia	איטלקית	itali	איטלקית	N;NOM;SG	PROPN
italia	איטלקי	itali	איטלקי	N;NOM;SG	PROPN
suosittu	אהוד	suosittu	אהוד	ADJ;NOM;SG	PROPN
suosittu	פופולריים	suosittu	פופולרי	ADJ;NOM;SG	ADJ;MASC;PL
suosittu	פופולריות	suosittu	פופולריות	ADJ;NOM;SG	N;FEM;SG
suosittu	הפופולריות	suosittu	הפופולריות	ADJ;NOM;SG	N;FEM;SG
suosittu	פופולריות	suosittu	פופולריות	ADJ;NOM;SG	N;FEM;SG
vastasi	ענתה	vastata	ענה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
vastasi	ענתה	vastata	ענה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
vastasi	נענתה	vastata	נענה	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;MID
omat	משל	oma	משל	ADJ;NOM;PL	
daniel	דניאל	daniel	דניאל	N;NOM;SG	PROPN
frank	פרנק	frank	פרנק	PROPN;NOM;SG	PROPN
star	כוכב	star	כוכב		N;MASC;SG
star	כוכבת	star	כוכב		N;FEM;SG
star	סטאר	star	סטאר		PROPN
avattiin	נפתח	avata	נפתח	V;IND;PST;FIN;PASS	V;MASC;SG;PST;MID
avattiin	נפתחה	avata	נפתח	V;IND;PST;FIN;PASS	V;FEM;SG;3;PST;MID
tanskan	דנית	tanska	דנית	N;GEN;SG	PROPN
tanskan	דנים	tanska	דן	N;GEN;SG	N;MASC;PL
julkaissut	פורסם	julkaista	פורסם	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;3;PST;PASS
julkaissut	פורסם	julkaista	פורסם	V;NOM;SG;V.PTCP;ACT	V;MASC;SG;3;PST;PASS
julkaissut	פורסמה	julkaista	פורסם	V;NOM;SG;V.PTCP;ACT	V;FEM;SG;3;PST;PASS
julkaissut	פרסמו	julkaista	פרסם	V;NOM;SG;V.PTCP;ACT	V;PL;3;PST;ACT
sanoi	סעיד	sanoa	סעיד	V;IND;SG;3;PST;FIN;ACT	PROPN
sanoi	אמרה	sanoa	אמרה	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
putosi	נפלה	pudota	נפל	V;IND;SG;3;PST;FIN;ACT	N;FEM;SG
putosi	נפלו	pudota	נפל	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST
putosi	פל	pudota	פל	V;IND;SG;3;PST;FIN;ACT	
putosi	שנפלו	pudota	שנפל	V;IND;SG;3;PST;FIN;ACT	PROPN
putosi	הנופלים	pudota	הנופל	V;IND;SG;3;PST;FIN;ACT	N
putosi	נפלו	pudota	נפל	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST
putosi	שנפל	pudota	שנפל	V;IND;SG;3;PST;FIN;ACT	
viides	החמישי	viides	החמיש	ADJ;NOM;SG	V;MASC;SG;3;PST;ACT
viides	חמישית	viides	חמישית	ADJ;NOM;SG	NUM;FEM;SG
viides	חמישי	viides	חמישי	ADJ;NOM;SG	PROPN
nainen	נשי	nainen	איש	N;NOM;SG	
nainen	נקבה	nainen	נקבה	N;NOM;SG	PROPN
mestari	מאסטר	mestari	מאסטר	N;NOM;SG	PROPN
mestari	אדון	mestari	אדון	N;NOM;SG	
mestari	מסטר	mestari	מסטר	N;NOM;SG	PROPN
päättyy	מסתיים	päättyä	הסתיים	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
päättyy	מסתיימת	päättyä	הסתיים	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP
päättyy	סיום	päättyä	סיום	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
päättyy	סוף	päättyä	None	V;IND;SG;3;PRS;FIN;ACT	ADV
päättyy	סופו	päättyä	סופה	V;IND;SG;3;PRS;FIN;ACT	
päättyy	קץ	päättyä	קץ	V;IND;SG;3;PRS;FIN;ACT	
päättyy	יפוג	päättyä	פג	V;IND;SG;3;PRS;FIN;ACT	PROPN
päättyy	מסתיים	päättyä	הסתיים	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
itseään	בעצמו	itse	בעצם	PRO;PRT;SG;REFL	ADV
club	קלאב	club	קלאב	N;NOM;SG	PROPN
club	המועדון	club	המועדון	N;NOM;SG	PROPN
martti	אע	martti	אע	PROPN;NOM;SG	
och	אוח	och	אוח	N;NOM;SG	
muodostavat	נוצרת	muodostaa	נוצרת	V;IND;PL;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;MID
muodostavat	יוצרים	muodostaa	יוצר	V;IND;PL;3;PRS;FIN;ACT	N;MASC;PL
yllä	מעל	yllä	מעל	ADV	ADP
aktiivisena	פעיל	aktiivinen	פעיל	ADJ;FRML;SG	N;MASC;SG
aktiivisena	פעילים	aktiivinen	פעיל	ADJ;FRML;SG	N;MASC;PL
turku	טורקו	turku	טורק	PROPN;NOM;SG	PROPN
elävä	פרנסה	elää	פרנסה	ADJ;NOM;SG	N;FEM;SG
elävä	חי	elää	חי	ADJ;NOM;SG	
elävä	בחיים	elää	בחיים	ADJ;NOM;SG	
elävä	חי	elää	חי	ADJ;NOM;SG	
poistettiin	נמחקו	poistaa	נמחק	V;IND;PST;FIN;PASS	V;PL;3;PST;MID
poistettiin	נמחקה	poistaa	נמחק	V;IND;PST;FIN;PASS	V;FEM;SG;3;PST;MID
poistettiin	נמחק	poistaa	נמחק	V;IND;PST;FIN;PASS	V;MASC;SG;3;PST;MID
erik	אריק	erik	אריק	PROPN;NOM;SG	PROPN
ammatti	מקצועיות	ammatti	מקצועיות	N;NOM;SG	N;FEM;PL
ammatti	מקצוען	ammatti	מקצוען	N;NOM;SG	PROPN
ammatti	מקצועית	ammatti	מקצועי	N;NOM;SG	ADV
ammatti	מקצועי	ammatti	מקצועי	N;NOM;SG	ADJ;MASC;SG
ammatti	הכיבוש	ammatti	הכיבוש	N;NOM;SG	V;PL;3;PST;ACT
entiset	לשעבר	entinen	לשעבר	ADJ;NOM;PL	ADV
kuulunut	שייך	kuulua	שייך	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG
kuulunut	שייכת	kuulua	שייך	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;SG
lyhyt	קיצור	lyhyt	קיצור	ADJ;NOM;SG	N;MASC;SG
lyhyt	קצרה	lyhyt	קצר	ADJ;NOM;SG	ADV
lyhyt	תקציר	lyhyt	תקציר	ADJ;NOM;SG	
paikka	ספוט	paikka	ספוט	N;NOM;SG	PROPN
paikka	המקום	paikka	המקום	N;NOM;SG	
vaikutti	הושפע	vaikuttaa	הושפע	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
vaikutti	מושפעת	vaikuttaa	הושפע	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP;PASS
vaikutti	מושפע	vaikuttaa	הושפע	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP;PASS
vaikutti	שנפגע	vaikuttaa	שנפגע	V;IND;SG;3;PST;FIN;ACT	PROPN
vaikutti	הושפע	vaikuttaa	הושפע	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
vaikutti	מושפעת	vaikuttaa	הושפע	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP;PASS
vaikutti	מושפע	vaikuttaa	הושפע	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP;PASS
muoto	הטופס	muoto	הטופס	N;NOM;SG	PROPN
muoto	פורמט	muoto	פורמט	N;NOM;SG	PROPN
muoto	בפורמט	muoto	בפורמט	N;NOM;SG	
hall	הול	hall	הול		PROPN
elämän	life	elämä	life	N;GEN;SG	
elämän	החיים	elämä	החיים	N;GEN;SG	ADV
elämän	חיים	elämä	חיים	N;GEN;SG	PROPN
mika	מיקה	mika	מיקה	PROPN;NOM;SG	PROPN
löydetty	גילו	löytää	גילה	V;NOM;SG;V.PTCP;PASS	V;PL;3;PST;ACT
löydetty	גילה	löytää	גילה	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
löydetty	נמצא	löytää	נמצא	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;MID
löydetty	נמצאו	löytää	נמצא	V;NOM;SG;V.PTCP;PASS	V;PL;3;PST;MID
löydetty	נמצאה	löytää	נמצא	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
löydetty	מצאתי	löytää	מצא	V;NOM;SG;V.PTCP;PASS	V;SG;1;PST;ACT
löydetty	מצא	löytää	מצא	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
presidentin	נשיאותי	presidentti	נשיאותי	N;GEN;SG	ADJ;MASC;SG
sopimus	דיל	sopimus	דיל	N;NOM;SG	PROPN
edellinen	הקודמת	edellinen	הקודם	ADJ;NOM;SG	N;FEM;SG
edellinen	הקודם	edellinen	הקודם	ADJ;NOM;SG	PROPN
edellinen	קודמים	edellinen	קדם	ADJ;NOM;SG	V;MASC;PL;V.PTCP;ACT
suomea	פינלנד	suomi	פינלנד	N;PRT;SG	PROPN
uran	קריירות	ura	קריירות	N;GEN;SG	N;FEM;PL
joitakin	כמה	jokin	כמה	PRO;PRT;PL	DET;PSSD
joitakin	חלקם	jokin	חלקם	PRO;PRT;PL	
bonus	בונוס	bonus	בונוס	N;NOM;SG	PROPN
mike	מייק	mike	מייק	PROPN;NOM;SG	PROPN
useimmiten	ברובו	useimmiten	ברובו	ADV	
useimmiten	לרוב	useimmiten	ררוב	ADV	
äänestys	הצביעו	äänestys	הצביע	N;NOM;SG	V;PL;3;PST;ACT
äänestys	להצביע	äänestys	הצביע	N;NOM;SG	V;NFIN;ACT
äänestys	תצביעו	äänestys	הצביע	N;NOM;SG	V;PL;1;FUT;ACT
äänestys	מצביע	äänestys	הצביע	N;NOM;SG	V;MASC;SG;V.PTCP;ACT
äänestys	ההצבעה	äänestys	ההצבעה	N;NOM;SG	PROPN
stadium	האצטדיון	stadium	האצטדיון	N;NOM;SG	PROPN
soitti	נקרא	soittaa	נקרא	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
suuntaan	הכיוון	suunta	הכיוון	N;IN+ALL;SG	PROPN
suuntaan	כיוון	suunta	כיוון	N;IN+ALL;SG	
internet	אינטרנט	internet	אינטרנט	N;NOM;SG	
internet	האינטרנט	internet	האינטרנט	N;NOM;SG	PROPN
albert	אלברט	albert	אלברט	N;NOM;SG	PROPN
albert	אלבר	albert	אלבר	N;NOM;SG	PROPN
lontoossa	לונדון	lonto	לונדון	N;IN+ESS;SG	PROPN
mainitaan	מזכיר	mainita	מזכיר	V;IND;PRS;FIN;PASS	N;MASC;SG
viikkoa	שבועות	viikko	שבוע	N;PRT;SG	N;MASC;PL
viikkoa	וויקס	viikko	וויקס	N;PRT;SG	PROPN
pidetty	אהבו	pitää	אהב	V;NOM;SG;V.PTCP;PASS	V;PL;3;PST;ACT
pidetty	אהב	pitää	אהב	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
pidetty	החזיק	pitää	החזיק	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
kuukautta	חודשים	kuu#kausi	חודש	N;PRT;SG	N;MASC;PL
kuukautta	חודשי	kuu#kausi	חודש	N;PRT;SG	PROPN
kuukautta	חודשיים	kuu#kausi	חודש	N;PRT;SG	N;MASC;DU
henkilöä	האדם	henkilö	האדם	N;PRT;SG	
italiassa	איטליה	italia	איטליה	N;IN+ESS;SG	PROPN
käyttäjän	משתמש	käyttäjä	השתמש	N;GEN;SG	V;MASC;SG;V.PTCP
käyttäjän	המשתמש	käyttäjä	המשתמש	N;GEN;SG	V;MASC;SG;3;PST;ACT
vietti	בילו	viettää	בילו	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;ACT
ongelmia	צרה	ongelma	צר	N;PRT;PL	
ongelmia	הבעיה	ongelma	הבעיה	N;PRT;PL	ADV
ongelmia	בעייה	ongelma	בעיה	N;PRT;PL	N;FEM;SG
ongelmia	בעיה	ongelma	בעיה	N;PRT;PL	N;FEM;SG
toimiva	פונקציונלי	toimia	פונקציונלי	V;NOM;SG;V.PTCP;ACT	N
toimiva	תפקודי	toimia	תפקודי	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG
myi	נמכרה	myydä	נמכר	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;3;PST;MID
myi	מכר	myydä	מכר	V;IND;SG;3;PST;FIN;ACT	N;MASC;SG
myi	נמכרו	myydä	נמכר	V;IND;SG;3;PST;FIN;ACT	V;PL;3;PST;MID
myi	נמכר	myydä	נמכר	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;3;PST;MID
maailmassa	העולם	maailma	העולם	N;IN+ESS;SG	
night	לילה	nightä	לילה		N;MASC;SG
vaasan	ואזה	vaasa	ואזה	N;GEN;SG	PROPN
pop	פופ	pop	פופ	N;NOM;SG	PROPN
osallistunut	השתתפו	osallistua	השתתף	V;NOM;SG;V.PTCP;ACT	V;PL;3;PST
osallistunut	מעורבת	osallistua	מעורב	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;SG
osallistunut	מעורב	osallistua	מעורב	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG
osallistunut	השתתפו	osallistua	השתתף	V;NOM;SG;V.PTCP;ACT	V;PL;3;PST
ongelma	הבעיה	ongelma	הבעיה	N;NOM;SG	ADV
otto	אוטו	otto	אוטו	N;NOM;SG	PROPN
lähtee	משאיר	lähteä	השאיר	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
lähtee	עלים	lähteä	על	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
koneen	המכונה	kone	המכון	N;GEN;SG	
koneen	מכונה	kone	כונה	N;GEN;SG	V;MASC;SG;V.PTCP;PASS
ukrainan	אוקראינה	ukraina	אוקראינה	N;GEN;SG	PROPN
ukrainan	אוקראיני	ukraina	אוקראיני	N;GEN;SG	PROPN
steve	סטיב	steve	סטיב	PROPN;NOM;SG	PROPN
itävallan	אוסטרי	itä#valta	אוסטרי	N;GEN;SG	PROPN
itävallan	אוסטריה	itä#valta	אוסטריה	N;GEN;SG	PROPN
max	מקס	max	המקס	N;NOM;SG	PROPN
lisätä	יגבר	lisätä	גבר	V;SG;NFIN;ACT	PROPN
lisätä	עלייה	lisätä	עלייה	V;SG;NFIN;ACT	N;FEM;SG
lisätä	הגדל	lisätä	הגדל	V;SG;NFIN;ACT	
lisätä	הוסף	lisätä	הוסף	V;SG;NFIN;ACT	
lisätä	הוספה	lisätä	הוספה	V;SG;NFIN;ACT	N;FEM;SG
toista	חזור	toinen	חזור	PRO;PRT;SG	
toista	חוזר	toinen	חזר	PRO;PRT;SG	PROPN
hannu	הנזל	hannu	הנזל	PROPN;NOM;SG	PROPN
useat	מרובה	usea	מרובה	ADJ;NOM;PL	ADJ;FEM;SG
useat	ריבוי	usea	ריבוי	ADJ;NOM;PL	N;MASC;SG
tavoitteena	כוון	tavoite	כוון	N;FRML;SG	
tavoitteena	לכוון	tavoite	לכוון	N;FRML;SG	V;NFIN;ACT
puolivälissä	מידוויי	puoli#väli	מידוויי	N;IN+ESS;SG	PROPN
päättää	מחליטה	päättää	החליט	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
päättää	מחליט	päättää	מחליט	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
päättää	תחליט	päättää	החליט	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;3;FUT;ACT
real	ריאל	real	ריאל		PROPN
real	אמיתי	real	אמיתי		ADJ;MASC;SG
real	אמיתית	real	אמיתי		ADV
real	אמיתיים	real	אמיתי		ADJ;MASC;PL
real	אמיתיות	real	אמיתי		ADJ;FEM;PL
täytyy	חייב	täytyä	חייב	V;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
täytyy	חייב	täytyä	חייב	V;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
jaettu	שיתפו	jakaa	שיתף	V;NOM;SG;V.PTCP;PASS	V;PL;3;PST;ACT
jaettu	שיתף	jakaa	שיתף	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
jaettu	משותף	jakaa	משותף	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG
jaettu	משותפת	jakaa	משותף	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG
jaettu	לפצל	jakaa	פיצל	V;NOM;SG;V.PTCP;PASS	V;NFIN;ACT
jaettu	פיצול	jakaa	פיצול	V;NOM;SG;V.PTCP;PASS	N;MASC;SG
tietoja	מידע	tieto	מידע	N;PRT;PL	N;MASC;SG
tietoja	מידע	tieto	מידע	N;PRT;PL	N;MASC;SG
tietoja	אינפורמציה	tieto	אינפורמציה	N;PRT;PL	N;FEM;SG
tietoja	מידע	tieto	מידע	N;PRT;PL	N;MASC;SG
tietoja	דאטה	tieto	דאטה	N;PRT;PL	PROPN
ääni	סאונד	ääni	סאונד	N;NOM;SG	PROPN
ääni	קול	ääni	קול	N;NOM;SG	
ääni	קולי	ääni	קולי	N;NOM;SG	PROPN
ääni	הקול	ääni	הקול	N;NOM;SG	
ääni	קול	ääni	קול	N;NOM;SG	
ääni	אודיו	ääni	אודיו	N;NOM;SG	PROPN
ääni	השמע	ääni	השמע	N;NOM;SG	PROPN
ääni	שמע	ääni	שמע	N;NOM;SG	
merkittävät	משמעותי	merkittävä	משמעותי	ADJ;NOM;PL	ADJ;MASC;SG
