elst	эльст	gla	эльст	N	
sparken	уволил	spark	уволить	N;DEF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
sparken	уволили	spark	уволить	N;DEF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
sparken	уволена	spark	вололен	N;DEF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
sparken	уволены	spark	уволить	N;DEF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
sparken	уволен	spark	уволить	N;DEF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
gaza	газы	gaze	газ	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
hyllet	приветствовали	hylle	приветствовать	N;DEF;NEUT;SG	V;IPFV;IND;PL;PST;FIN;ACT
butterfly	бабочки	butterfly	бабочка	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
utvidelser	продления	utvidelser	продление	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
riddere	рыцари	riddere	рыцарь	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
susanne	сюзанна	susanne	сюзанный	N;INDF;MASC;SG	ADJ;FEM;SG
journalistikk	журналистики	journalistikk	журналистика	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
satser	ставки	satser	ставка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
forsinket	задерживается	forsink	задерживаться	N;DEF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
forsinket	прошедшим	forsink	прошедший	N;DEF;NEUT;SG	V;PFV;INS;MASC;SG;PST;V.PTCP;ACT
tank	цистерны	tank	цистерна	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
fremtidig	будущее	fremtidig	будущее	ADJ;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
fremtidig	будущие	fremtidig	будущий	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
plaget	проблемных	plag	проблемный	N;DEF;NEUT;SG	ADJ;GEN;PL
plaget	проблемные	plag	проблемный	N;DEF;NEUT;SG	ADJ;NOM;PL
plaget	беспокоило	plag	беспокоить	N;DEF;NEUT;SG	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
utstedt	выпущено	utstedje	выпустить	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
utstedt	издан	utstedje	издать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
utstedt	выдано	utstedje	выдать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
utstedt	изданы	utstedje	издать	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
nåde	милосердия	nåde	милосердие	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
nåde	мерси	nåde	мерси	N;INDF;MASC;SG	PART
ich	ich	ich	ich	N	PROPN
vannkraft	гидроэнергетики	vannkraft	гидроэнергетика	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
beregning	расчеты	beregning	расчет	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
dominikanske	доминиканская	dominikansk	доминиканский	ADJ;PL	ADJ;NOM;FEM;SG
dominikanske	доминиканской	dominikansk	доминиканский	ADJ;PL	ADJ;INS;FEM;SG
overgi	сдаться	overgi	сдаться	N;INDF;NEUT;SG	V;PFV;NFIN;MID
overgi	сдаваться	overgi	сдаваться	N;INDF;NEUT;SG	V;IPFV;NFIN;MID
kinesere	китайская	kinesere	китайский	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
kinesere	китайское	kinesere	китайский	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
kinesere	китайцы	kinesere	китаец	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
kinesere	китайский	kinesere	китайский	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
dukke	куколка	dukke	куколка	V;NFIN	N;ANIM;NOM;FEM;SG
dukke	кукла	dukke	кукла	V;NFIN	N;ANIM;NOM;FEM;SG
forbehold	оговорки	forbehold	оговорка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
forbehold	оговорок	forbehold	оговорка	N;INDF;NEUT;SG	N;INAN;GEN;FEM;PL
