les	the	le	the	DET;DEF;PL	PROPN
esprit	esprit	esprit	esprit	N;MASC;SG	PROPN
esprit	mind	esprit	mind	N;MASC;SG	PROPN
esprit	ruh	esprit	ruh	N;MASC;SG	PROPN;SG
esprit	spirit	esprit	spirit	N;MASC;SG	PROPN
suivi	follow	suivre	follow	V;MASC;SG;PST;V.PTCP	PROPN
suivi	tracking	suivre	tracking	V;MASC;SG;PST;V.PTCP	PROPN
suivi	melacak	suivre	menlacak	V;MASC;SG;PST;V.PTCP	N;SG;ACT
suivi	pelacakan	suivre	penlacakan	V;MASC;SG;PST;V.PTCP	N;SG
suivi	pemantauan	suivre	penpantauan	V;MASC;SG;PST;V.PTCP	N;SG
suivi	monitoring	suivre	monitoring	V;MASC;SG;PST;V.PTCP	N;SG
relations	hubungan	relation	hubungan	N;FEM;PL	N;SG
relations	hubungan	relation	hubungan	N;FEM;PL	N;SG
relations	relasi	relation	relasi	N;FEM;PL	N;SG
ouverture	opening	ouverture	opening	N;FEM;SG	PROPN
ouverture	membuka	ouverture	menbuka	N;FEM;SG	V;SG;ACT
ouverture	buka	ouverture	buka	N;FEM;SG	V;SG;ACT
ouverture	open	ouverture	open	N;FEM;SG	PROPN
ouverture	terbuka	ouverture	terbuka	N;FEM;SG	V;SG
désormais	now	désormais	now	ADV	PROPN
désormais	kini	désormais	kini	ADV	N
alain	michael	alain	michael	PROPN	PROPN
alain	mikail	alain	mikail	PROPN	N
alain	alain	alain	alain	PROPN	PROPN
alain	alan	alain	alan	PROPN	PROPN
alain	daud	alain	daud	PROPN	
alain	david	alain	david	PROPN	PROPN
séries	deret	série	deret	N;FEM;PL	N;SG
séries	series	série	series	N;FEM;PL	PROPN
séries	seri	série	seri	N;FEM;PL	N;SG
vienne	wina	venir	wina	ADJ;FEM;SG	PROPN
galerie	gallery	galerie	gallery	N;FEM;SG	PROPN
découvert	ketahuan	découvrir	ketahuan	V;MASC;SG;PST;V.PTCP	
parlement	dpr	parlement	dpr	N;MASC;SG	PROPN;SG
zip	zip	zip	zip	N;MASC;SG	PROPN
étudiant	student	étudiant	student	N;MASC;SG	PROPN
maria	maria	maria	maria	PROPN	PROPN
techniques	teknis	technique	teknis	ADJ;MASC;PL	ADJ;SG
techniques	teknik	technique	teknik	ADJ;MASC;PL	N;SG
doute	meragukan	doute	menragukan	N;MASC;SG	V;SG;ACT
doute	ragukan	doute	ragukan	N;MASC;SG	V;SG;ACT
doute	ragu	doute	ragu	N;MASC;SG	ADJ;SG
doute	ragu	doute	ragu	N;MASC;SG	ADJ;SG
suppression	menghapus	suppression	menhapus	N;FEM;SG	V;SG;ACT
mémoire	memory	mémoire	memory	N;FEM;SG	PROPN
ami	ami	ami	ami	N;MASC;SG	PROPN
ami	friend	ami	friend	N;MASC;SG	PROPN
super	besar	super	besar	ADV	ADJ;SG
super	hebat	super	hebat	ADV	ADJ;SG
super	agung	super	agung	ADV	ADJ;SG
super	super	super	super	ADV	PROPN
super	hebat	super	hebat	ADV	ADJ;SG
super	mengagumkan	super	menkagumkan	ADV	V;SG;ACT
super	keren	super	keren	ADV	N
françaises	prancis	français	prancis	ADJ;FEM;PL	PROPN;SG
françaises	perancis	français	perancis	ADJ;FEM;PL	PROPN;SG
françaises	françaises	français	françaises	ADJ;FEM;PL	PROPN
images	gambar	image	gambar	N;FEM;PL	N;SG
images	citra	image	citra	N;FEM;PL	N;SG
images	pictures	image	pictures	N;FEM;PL	PROPN
images	gambar	image	gambar	N;FEM;PL	N;SG
don	sumbang	don	sumbang	N;MASC;SG	PROPN;SG;ACT
don	menyumbang	don	mensumbang	N;MASC;SG	V;SG;ACT
don	sumbangkan	don	sumbangkan	N;MASC;SG	V;SG;ACT
don	don	don	don	N;MASC;SG	PROPN
pourquoi	why	pourquoi	why	ADV	PROPN
officier	officer	officier	officer	N;MASC;SG	PROPN
note	note	note	note	N;FEM;SG	PROPN
note	footnote	note	footnote	N;FEM;SG	PROPN
hauteur	tinggi	hauteur	tinggi	N;FEM;SG	ADJ;SG
morts	tewas	mourir	tewas	V;MASC;PL;PST;V.PTCP	ADJ;SG
morts	dead	mourir	dead	V;MASC;PL;PST;V.PTCP	PROPN
morts	mati	mourir	mati	V;MASC;PL;PST;V.PTCP	ADJ;SG
morts	kematian	mourir	kematian	V;MASC;PL;PST;V.PTCP	N;SG
camp	camp	camp	camp	N;MASC;SG	PROPN
probablement	kemungkinan	probablement	kemungkinan	ADV	N;SG
social	social	social	social	ADJ;MASC;SG	PROPN
social	sosial	social	sosial	ADJ;MASC;SG	N;SG
représentant	mewakili	représentant	menwakili	N;MASC;SG	V;SG;ACT
saisons	seasons	saison	seasons	N;FEM;PL	PROPN
saisons	musim	saison	musim	N;FEM;PL	N;SG
saisons	season	saison	season	N;FEM;PL	PROPN
saisons	musim	saison	musim	N;FEM;PL	N;SG
saisons	musimnya	saison	musim	N;FEM;PL	N;SG
temple	temple	temple	temple	N;MASC;SG	PROPN
temple	candi	temple	candi	N;MASC;SG	PROPN
forêt	forest	forêt	forest	N;FEM;SG	PROPN
forêt	forêt	forêt	forêt	N;FEM;SG	PROPN
maintenant	now	maintenant	now	ADV	PROPN
maintenant	kini	maintenant	kini	ADV	N
forte	forte	fort	forte	ADJ;FEM;SG	PROPN
forte	strong	fort	strong	ADJ;FEM;SG	PROPN
conflit	bentrok	conflit	bentrok	N;MASC;SG	
commandant	major	commandant	major	N;MASC;SG	PROPN
commandant	mayor	commandant	mayor	N;MASC;SG	PROPN
commandant	commander	commandant	commander	N;MASC;SG	PROPN
meurt	die	mourir	die	V;IND;SG;3;PRS;FIN	PROPN
meurt	dies	mourir	dies	V;IND;SG;3;PRS;FIN	PROPN
ben	ben	ben	ben	N;MASC;SG	PROPN
docteur	doctor	docteur	doctor	N;MASC;SG	PROPN
christian	christian	christian	christian	PROPN	PROPN
christian	kristiani	christian	kristiani	PROPN	PROPN;SG
christian	kristen	christian	kristen	PROPN	PROPN;SG
gouverneur	gubernur	gouverneur	gubernur	N;MASC;SG	PROPN;SG
artistique	seni	artistique	seni	ADJ;MASC;SG	N;SG
artistique	art	artistique	art	ADJ;MASC;SG	PROPN
artistique	kesenian	artistique	kesenian	ADJ;MASC;SG	N;SG
loin	far	loin	far	ADV	PROPN
loin	jauh	loin	jauh	ADV	ADJ;SG
loin	jauh	loin	jauh	ADV	ADJ;SG
loin	away	loin	away	ADV	PROPN
loin	menjauh	loin	menjauh	ADV	V;SG;ACT
collège	college	collège	college	N;MASC;SG	PROPN
collège	kampus	collège	kampus	N;MASC;SG	PROPN;SG
utilise	penggunaan	utiliser	pengunaan	V;IND;SG;3;PRS;FIN	N;SG
utilise	penggunaan	utiliser	pengunaan	V;IND;SG;3;PRS;FIN	N;SG
utilise	kegunaan	utiliser	kegunaan	V;IND;SG;3;PRS;FIN	N;SG
victoires	menang	victoire	menang	N;FEM;PL	;SG
victoires	kemenangan	victoire	kemenangan	N;FEM;PL	N;SG
victoires	victory	victoire	victory	N;FEM;PL	PROPN
rend	dirender	rendre	dirender	V;IND;SG;3;PRS;FIN	
rend	render	rendre	render	V;IND;SG;3;PRS;FIN	N
bureau	office	bureau	office	N;MASC;SG	PROPN
féminin	feminim	féminin	feminim	ADJ;MASC;SG	N
féminin	feminin	féminin	feminin	ADJ;MASC;SG	N;SG
féminin	kewanitaan	féminin	kewanitaan	ADJ;MASC;SG	N;SG
féminin	permpuan	féminin	permpuan	ADJ;MASC;SG	N;SG
féminin	female	féminin	female	ADJ;MASC;SG	PROPN
féminin	betina	féminin	betina	ADJ;MASC;SG	N;SG
féminin	perempuan	féminin	perempuan	ADJ;MASC;SG	N;SG
féminin	wanita	féminin	wanita	ADJ;MASC;SG	N;SG
féminin	perempuan	féminin	perempuan	ADJ;MASC;SG	N;SG
féminin	women	féminin	women	ADJ;MASC;SG	PROPN
romain	romain	romain	romain	ADJ;MASC;SG	PROPN
romain	roman	romain	roman	ADJ;MASC;SG	PROPN
romain	romawi	romain	romawi	ADJ;MASC;SG	PROPN;SG
professionnel	professional	professionnel	professional	ADJ;MASC;SG	N
marseille	marseille	marseille	marseille	PROPN	PROPN
marseille	marseille	marseille	marseille	PROPN	PROPN
arbitre	ref	arbitre	ref	N;MASC;SG	PROPN
directement	direct	directement	direct	ADV	PROPN
appel	banding	appel	banding	N;MASC;SG	PROPN;SG;ACT
appel	panggil	appel	panggil	N;MASC;SG	V;SG;ACT
appel	call	appel	call	N;MASC;SG	PROPN
semaine	week	semaine	week	N;FEM;SG	PROPN
pied	foot	pied	foot	N;MASC;SG	PROPN
you	you	you	you	PRO;SG;2	PROPN
chanteur	singer	chanteur	singer	N;MASC;SG	PROPN
neuf	nine	neuf	nine	NUM	PROPN
européen	eropa	européen	eropa	ADJ;MASC;SG	N;SG
européen	european	européen	european	ADJ;MASC;SG	PROPN
photographie	foto	photographie	foto	N;FEM;SG	PROPN;SG
photographie	photograph	photographie	photograph	N;FEM;SG	PROPN
victor	victor	victor	victor	N;MASC;SG	PROPN
bord	onboard	bord	onboard	N;MASC;SG	PROPN
bord	edge	bord	edge	N;MASC;SG	PROPN
bord	bord	bord	bord	N;MASC;SG	PROPN
canadien	kanada	canadien	kanada	ADJ;MASC;SG	PROPN;SG
canadien	canadian	canadien	canadian	ADJ;MASC;SG	PROPN
utilisée	used	utiliser	used	V;FEM;SG;PST;V.PTCP	PROPN
entreprises	bisnis	entreprise	bisnis	N;FEM;PL	N;SG
entreprises	business	entreprise	business	N;FEM;PL	PROPN
entreprises	perusahaan	entreprise	perusahaan	N;FEM;PL	N;SG
entreprises	enterprises	entreprise	enterprises	N;FEM;PL	PROPN
entreprises	bisnis	entreprise	bisnis	N;FEM;PL	N;SG
lumière	light	lumière	light	N;FEM;SG	PROPN
lumière	terang	lumière	terang	N;FEM;SG	ADJ;SG
lumière	ringan	lumière	ringan	N;FEM;SG	ADJ;SG
lumière	lights	lumière	lights	N;FEM;SG	PROPN
supérieure	superior	supérieur	superior	ADJ;FEM;SG	PROPN
supérieure	upper	supérieur	upper	ADJ;FEM;SG	PROPN
supérieure	atas	supérieur	atas	ADJ;FEM;SG	ADP;SG
frères	saudara	frère	saudara	N;MASC;PL	N;SG
frères	bersaudara	frère	bersaudara	N;MASC;PL	V;SG;ACT
automobile	mobil	automobile	mobil	ADJ;MASC;SG	N;SG
automobile	otomotif	automobile	otomotif	ADJ;MASC;SG	N;SG
automobile	otomotif	automobile	otomotif	ADJ;MASC;SG	N;SG
train	train	train	train	N;MASC;SG	PROPN
soviétique	soviet	soviétique	soviet	ADJ;MASC;SG	PROPN
textes	sms	texte	sms	N;MASC;PL	PROPN
textes	teks	texte	teks	N;MASC;PL	N;SG
textes	sms	texte	sms	N;MASC;PL	PROPN
royale	royale	royal	royale	ADJ;FEM;SG	PROPN
royale	royal	royal	royal	ADJ;FEM;SG	PROPN
moitié	separuh	moitié	separuh	N;FEM;SG	ADJ;SG
moitié	half	moitié	half	N;FEM;SG	PROPN
moitié	setengah	moitié	setengah	N;FEM;SG	ADJ;SG
pilote	driver	pilote	driver	N;MASC;SG	PROPN
pilote	pilote	pilote	pilote	N;MASC;SG	PROPN
josé	jose	josé	jose	PROPN	PROPN
josé	josé	josé	josé	PROPN	PROPN
josé	josé	josé	josé	PROPN	PROPN
réponse	jawablah	réponse	jawab	N;FEM;SG	V;SG;ACT
réponse	menjawab	réponse	menjawab	N;FEM;SG	V;SG;ACT
réponse	balas	réponse	balas	N;FEM;SG	V;SG;ACT
réponse	reply	réponse	reply	N;FEM;SG	PROPN
reine	ratu	reine	ratu	N;FEM;SG	PROPN;SG
reine	queen	reine	queen	N;FEM;SG	PROPN
patrick	patrick	patrick	patrick	PROPN	PROPN
chacun	setiap	chacun	setiap	PRO;MASC;SG	DET
chacun	tiap	chacun	tiap	PRO;MASC;SG	DET
chacun	each	chacun	each	PRO;MASC;SG	PROPN
physique	fisika	physique	fisika	ADJ;MASC;SG	N;SG
physique	jasmani	physique	jasmani	ADJ;MASC;SG	N
physique	fisik	physique	fisik	ADJ;MASC;SG	N;SG
auteurs	penulis	auteur	pentulis	N;MASC;PL	N;SG
auteurs	pengarang	auteur	penarang	N;MASC;PL	N;SG
auteurs	penulis	auteur	pentulis	N;MASC;PL	N;SG
chansons	lagu	chanson	lagu	N;FEM;PL	N;SG
chansons	songs	chanson	songs	N;FEM;PL	PROPN
compris	mengerti	comprendre	mengerti	V;MASC;SG;PST;V.PTCP	;SG
étienne	stephen	étien	stephen	N;MASC;SG	PROPN
étienne	étienne	étien	étienne	N;MASC;SG	PROPN
étienne	etienne	étien	etienne	N;MASC;SG	PROPN
via	via	via	via	ADP	
via	through	via	through	ADP	PROPN
californie	california	californie	california	PROPN	PROPN
volume	volum	volume	volum	N;MASC;SG	PROPN;SG
militaires	militer	militaire	militer	ADJ;MASC;PL	ADJ;SG
militaires	kemiliteran	militaire	kemiliteran	ADJ;MASC;PL	N;SG
pape	pape	pape	pape	N;MASC;SG	PROPN
pape	paus	pape	paus	N;MASC;SG	PROPN;SG
quoi	what	quoi	what	PRO	PROPN
questions	pertanyaan	question	pertanyaan	N;FEM;PL	N;SG
parle	parle	parler	parle	V;IND;SG;3;PRS;FIN	PROPN
parle	talk	parler	talk	V;IND;SG;3;PRS;FIN	PROPN
parle	bicara	parler	bicara	V;IND;SG;3;PRS;FIN	
parle	bicara	parler	bicara	V;IND;SG;3;PRS;FIN	
courant	current	courir	current	V;PRS;V.PTCP	PROPN
courant	arus	courir	arus	V;PRS;V.PTCP	N;SG
courant	skrg	courir	skrg	V;PRS;V.PTCP	PROPN
lire	read	lire	read	V;NFIN	PROPN
lire	pembacaan	lire	penbacaan	V;NFIN	N;SG
lire	bacaan	lire	bacaan	V;NFIN	N;SG
lire	reading	lire	reading	V;NFIN	PROPN
ouvrages	pembukuan	ouvrage	penbukuan	N;MASC;PL	N;SG
ouvrages	buku	ouvrage	buku	N;MASC;PL	N;SG
lettre	letter	lettre	letter	N;FEM;SG	PROPN
terres	tanah	terre	tanah	N;FEM;PL	N;SG
terres	daratan	terre	daratan	N;FEM;PL	N;SG
terres	tanah	terre	tanah	N;FEM;PL	N;SG
terres	land	terre	land	N;FEM;PL	PROPN
denis	denis	denis	denis	PROPN	PROPN
brésil	brazil	brésil	brazil	N;MASC;SG	PROPN
brésil	brasil	brésil	brasil	N;MASC;SG	PROPN;SG
man	man	man	man	N;MASC;SG	PROPN
piste	trek	piste	trek	N;FEM;SG	PROPN
piste	track	piste	track	N;FEM;SG	PROPN
piste	runway	piste	runway	N;FEM;SG	PROPN
paix	damai	paix	damai	N;FEM;SG	ADJ;SG
paix	peace	paix	peace	N;FEM;SG	PROPN
vieux	old	vieux	old	ADJ;MASC;SG	PROPN
vieux	vieux	vieux	vieux	ADJ;MASC;SG	PROPN
propriétaire	owner	propriétaire	owner	N;MASC;SG	PROPN
faible	low	faible	low	ADJ;MASC;SG	PROPN
algérie	aljazair	algérie	aljazair	ADJ;MASC;SG	N
algérie	algérie	algérie	algérie	ADJ;MASC;SG	PROPN
journée	day	journée	day	N;FEM;SG	PROPN
chargé	sarat	charger	sarat	V;MASC;SG;PST;V.PTCP	ADJ;SG
chargé	laden	charger	laden	V;MASC;SG;PST;V.PTCP	PROPN
chargé	sarat	charger	sarat	V;MASC;SG;PST;V.PTCP	ADJ;SG
puissance	power	puissance	power	N;FEM;SG	PROPN
zones	zona	zone	zona	N;FEM;PL	N;SG
zones	area	zone	area	N;FEM;PL	N;SG
final	final	final	final	ADJ;MASC;SG	N
simon	simon	simon	simon	N;MASC;SG	PROPN
endémique	endemic	endémique	endemic	ADJ;MASC;SG	PROPN
formule	formule	formule	formule	N;FEM;SG	PROPN
néanmoins	namun	néanmoins	namun	ADV	CONJ
sœur	sis	sœur	sis	N;FEM;SG	PROPN
sœur	kak	sœur	kak	N;FEM;SG	PROPN
sœur	saudari	sœur	saudari	N;FEM;SG	
rendre	render	rendre	render	V;NFIN	N
rendre	pencitraan	rendre	pencitraan	V;NFIN	N;SG
opéra	opera	opéra	opera	N;MASC;SG	PROPN
puisque	semenjak	puisque	semenjak	CONJ	ADP
puisque	since	puisque	since	CONJ	PROPN
puisque	sejak	puisque	sejak	CONJ	ADP
reçu	kuitansi	recevoir	kuitansi	V;MASC;SG;PST;V.PTCP	N;SG
reçu	resi	recevoir	resi	V;MASC;SG;PST;V.PTCP	PROPN
reçu	roger	recevoir	roger	V;MASC;SG;PST;V.PTCP	PROPN
derrière	behind	derrière	behind	ADP	PROPN
derrière	belakang	derrière	belakang	ADP	N;SG
locale	lokale	local	lokale	ADJ;FEM;SG	PROPN
locale	locale	local	locale	ADJ;FEM;SG	PROPN
locale	local	local	local	ADJ;FEM;SG	PROPN
gros	big	gros	big	ADJ;MASC;SG	PROPN
gros	lemak	gros	lemak	ADJ;MASC;SG	N;SG
gros	fat	gros	fat	ADJ;MASC;SG	PROPN
gros	grosir	gros	grosir	ADJ;MASC;SG	N;SG
montagne	mountain	montagne	mountain	N;FEM;SG	PROPN
diverses	miscellaneous	divers	miscellaneous	ADJ;FEM;PL	PROPN
diverses	bermacam	divers	bermacam	ADJ;FEM;PL	N;SG;ACT
diverses	berbagai	divers	berbagai	ADJ;FEM;PL	DET
diverses	beragam	divers	berragam	ADJ;FEM;PL	V;SG;ACT
diverses	beragam	divers	berragam	ADJ;FEM;PL	V;SG;ACT
découverte	temuan	découvrir	temuan	V;FEM;SG;PST;V.PTCP	N;SG
découverte	penemuan	découvrir	pentemuan	V;FEM;SG;PST;V.PTCP	N;SG
découverte	discovery	découvrir	discovery	V;FEM;SG;PST;V.PTCP	PROPN
front	front	front	front	N;MASC;SG	PROPN
front	kening	front	kening	N;MASC;SG	PROPN;SG
front	brow	front	brow	N;MASC;SG	PROPN
circonscription	division	circonscription	division	N;FEM;SG	PROPN
circonscription	konstituensi	circonscription	konstituensi	N;FEM;SG	PROPN
marcel	marcel	marcel	marcel	N;MASC;SG	PROPN
champ	field	champ	field	N;MASC;SG	PROPN
champ	champ	champ	champ	N;MASC;SG	PROPN
val	val	val	val	N;MASC;SG	PROPN
religieux	agama	religieux	agama	ADJ;MASC;SG	N;SG
religieux	religi	religieux	religi	ADJ;MASC;SG	N
religieux	keagamaan	religieux	keagamaan	ADJ;MASC;SG	N;SG
religieux	religius	religieux	religius	ADJ;MASC;SG	N
religieux	agama	religieux	agama	ADJ;MASC;SG	N;SG
archives	arsip	archive	arsip	N;FEM;PL	N;SG
archives	arsipkan	archive	arsipkan	N;FEM;PL	N;SG
archives	mengarsipkan	archive	menarsipkan	N;FEM;PL	V;SG;ACT
archives	arsip	archive	arsip	N;FEM;PL	N;SG
vote	vote	vote	vote	N;MASC;SG	PROPN
vote	suara	vote	suara	N;MASC;SG	PROPN;SG
vote	voting	vote	voting	N;MASC;SG	PROPN;SG
vote	suara	vote	suara	N;MASC;SG	PROPN;SG
vote	voting	vote	voting	N;MASC;SG	PROPN;SG
vote	voting	vote	voting	N;MASC;SG	PROPN;SG
projets	proyek	projet	proyek	N;MASC;PL	N;SG
formes	forms	forme	forms	N;FEM;PL	PROPN
formes	form	forme	form	N;FEM;PL	PROPN
formes	bentuk	forme	bentuk	N;FEM;PL	N;SG
formes	bentuk	forme	bentuk	N;FEM;PL	N;SG
lycée	lycée	lycée	lycée	N;MASC;SG	PROPN
proximité	terdekat	proximité	terdekat	N;FEM;SG	ADJ;RL;SG
proximité	sekitar	proximité	sekitar	N;FEM;SG	ADP
romaine	romaine	romain	romaine	ADJ;FEM;SG	PROPN
romaine	roman	romain	roman	ADJ;FEM;SG	PROPN
romaine	romawi	romain	romawi	ADJ;FEM;SG	PROPN;SG
alt	alt	alt	alt		PROPN
obtenir	getting	obtenir	getting	V;NFIN	PROPN
blanche	blanche	blanc	blanche	ADJ;FEM;SG	PROPN
blanche	white	blanc	white	ADJ;FEM;SG	PROPN
angeles	angeles	angele	angeles	PROPN	PROPN
belle	beautiful	beau	beautiful	ADJ;FEM;SG	PROPN
belle	cantiknya	beau	cantik	ADJ;FEM;SG	N;SG
belle	belle	beau	belle	ADJ;FEM;SG	PROPN
belle	lovely	beau	lovely	ADJ;FEM;SG	PROPN
aire	aire	aire	aire	N;FEM;SG	PROPN
continue	berlanjut	continu	berlanjut	ADJ;FEM;SG	V;SG;ACT
continue	berkelanjutan	continu	berkelanjutan	ADJ;FEM;SG	V;SG;ACT
continue	kontinu	continu	kontinu	ADJ;FEM;SG	PROPN;SG
continue	melanjutkan	continu	menlanjutkan	ADJ;FEM;SG	V;SG;ACT
continue	lanjutkan	continu	lanjutkan	ADJ;FEM;SG	V;SG;ACT
chant	song	chant	song	N;MASC;SG	PROPN
chant	vocal	chant	vocal	N;MASC;SG	PROPN
chant	menyanyi	chant	mennyanyi	N;MASC;SG	V;SG;ACT
chant	bernyanyi	chant	bernyanyi	N;MASC;SG	V;SG;ACT
mondial	worldwide	mondial	worldwide	ADJ;MASC;SG	PROPN
mondial	mendunia	mondial	mendunia	ADJ;MASC;SG	V;SG;ACT
mondial	world	mondial	world	ADJ;MASC;SG	PROPN
mondial	dunia	mondial	dunia	ADJ;MASC;SG	N;SG
mondial	mondial	mondial	mondial	ADJ;MASC;SG	PROPN
colonel	colonel	colonel	colonel	N;MASC;SG	PROPN
longtemps	lama	longtemps	lama	ADV	ADJ;SG
longtemps	panjang	longtemps	panjang	ADV	ADJ;SG
longtemps	long	longtemps	long	ADV	PROPN
chinois	tionghoa	chinois	tionghoa	ADJ;MASC;SG	N
chinois	china	chinois	china	ADJ;MASC;SG	PROPN
chinois	cina	chinois	cina	ADJ;MASC;SG	PROPN;SG
frédéric	friedrich	frédéric	friedrich	PROPN	PROPN
frédéric	frédéric	frédéric	frédéric	PROPN	PROPN
frédéric	friedrich	frédéric	friedrich	PROPN	PROPN
frédéric	frederick	frédéric	frederick	PROPN	PROPN
frédéric	frederic	frédéric	frederic	PROPN	PROPN
soleil	mentari	soleil	mentari	N;MASC;SG	PROPN
soleil	sun	soleil	sun	N;MASC;SG	PROPN
soleil	mentari	soleil	mentari	N;MASC;SG	PROPN
soleil	sunshine	soleil	sunshine	N;MASC;SG	PROPN
allemands	german	allemand	german	ADJ;MASC;PL	PROPN
allemands	jerman	allemand	jerman	ADJ;MASC;PL	PROPN;SG
allemands	allemands	allemand	allemands	ADJ;MASC;PL	PROPN
allemands	jerman	allemand	jerman	ADJ;MASC;PL	PROPN;SG
moscou	moskow	moscou	moskow	PROPN	PROPN
moscou	moskwa	moscou	moskwa	PROPN	PROPN
sportif	sport	sportif	sport	ADJ;MASC;SG	PROPN
sportif	olahraga	sportif	olahraga	ADJ;MASC;SG	N;SG
amis	teman	ami	teman	N;MASC;PL	N;SG
amis	friends	ami	friends	N;MASC;PL	PROPN
amis	berteman	ami	berteman	N;MASC;PL	V;SG;ACT
amis	teman	ami	teman	N;MASC;PL	N;SG
amis	sahabat	ami	sahabat	N;MASC;PL	N;SG
amis	friend	ami	friend	N;MASC;PL	PROPN
lnh	nhl	lnh	nhl	N;FEM;SG	PROPN
toulouse	toulouse	toulouse	toulouse	N;FEM;SG	PROPN
peinture	paint	peinture	paint	N;FEM;SG	PROPN
peinture	cat	peinture	cat	N;FEM;SG	PROPN
peinture	melukis	peinture	menlukis	N;FEM;SG	V;SG;ACT
inclinaison	memiringkan	inclinaison	menpiringkan	N;FEM;SG	V;SG;ACT
figure	figure	figure	figure	N;FEM;SG	PROPN
mexique	meksiko	mexique	meksiko	ADJ;MASC;SG	PROPN;SG
mexique	mexico	mexique	mexico	ADJ;MASC;SG	PROPN
limite	batasi	limite	batasi	N;FEM;SG	V;SG;ACT
limite	membatasi	limite	menbatasi	N;FEM;SG	V;SG;ACT
limite	limit	limite	limit	N;FEM;SG	PROPN
dernières	last	dernier	last	ADJ;FEM;PL	PROPN
dernières	terakhir	dernier	terakhir	ADJ;FEM;PL	ADJ;RL;SG
dernières	terkini	dernier	terkini	ADJ;FEM;PL	N;SG
dernières	terbaru	dernier	terbaru	ADJ;FEM;PL	ADJ;RL;SG
cinquième	kelima	cinquième	kelima	ADJ;MASC;SG	NUM
cinquième	fifth	cinquième	fifth	ADJ;MASC;SG	PROPN
cinquième	seperlima	cinquième	seperlima	ADJ;MASC;SG	N
gens	rakyat	gens	rakyat	N;MASC;PL	N;SG
gens	orang	gens	orang	N;MASC;PL	N;SG
gens	people	gens	people	N;MASC;PL	PROPN
liberté	freedom	liberté	freedom	N;FEM;SG	PROPN
liberté	liberté	liberté	liberté	N;FEM;SG	PROPN
liberté	liberty	liberté	liberty	N;FEM;SG	PROPN
contenu	isi	contenir	isi	V;MASC;SG;PST;V.PTCP	N;SG
contenu	konten	contenir	konten	V;MASC;SG;PST;V.PTCP	N;SG
contenu	isi	contenir	isi	V;MASC;SG;PST;V.PTCP	N;SG
star	star	star	star	N;FEM;SG	PROPN
fête	party	fête	party	N;FEM;SG	PROPN
fête	berpesta	fête	berpesta	N;FEM;SG	V;SG;ACT
rhône	rhône	rhône	rhône	N;MASC;SG	PROPN
photo	photo	photo	photo	N;FEM;SG	PROPN
photo	foto	photo	foto	N;FEM;SG	PROPN;SG
photo	picture	photo	picture	N;FEM;SG	PROPN
canal	canal	canal	canal	N;MASC;SG	PROPN
vincent	vincent	vincent	vincent	N;MASC;SG	PROPN
jouer	putar	jouer	putar	V;NFIN	N;SG
jouer	main	jouer	main	V;NFIN	PROPN
jules	jules	jule	jules	N;MASC;SG	PROPN
jules	julius	jule	julius	N;MASC;SG	PROPN
précédente	sebelumnya	précédent	sebelumnya	ADJ;FEM;SG	ADV
polonais	semir	polonais	semir	ADJ;MASC;SG	N;SG
polonais	polandia	polonais	polandia	ADJ;MASC;SG	PROPN;SG
polonais	polish	polonais	polish	ADJ;MASC;SG	PROPN
polonais	kutub	polonais	kutub	ADJ;MASC;SG	N;SG
polonais	galah	polonais	galah	ADJ;MASC;SG	N;SG
polonais	kutub	polonais	kutub	ADJ;MASC;SG	N;SG
polonais	pole	polonais	pole	ADJ;MASC;SG	PROPN
polonais	galah	polonais	galah	ADJ;MASC;SG	N;SG
polonais	tiang	polonais	tiang	ADJ;MASC;SG	N;SG
noire	noire	noir	noire	ADJ;FEM;SG	PROPN
noire	black	noir	black	ADJ;FEM;SG	PROPN
recherches	pencarian	recherche	pencarian	N;FEM;PL	N;SG
recherches	mencari	recherche	mencari	N;FEM;PL	PROPN;SG;ACT
recherches	pencarian	recherche	pencarian	N;FEM;PL	N;SG
recherches	cari	recherche	cari	N;FEM;PL	V;SG;ACT
recherches	search	recherche	search	N;FEM;PL	PROPN
recherches	riset	recherche	riset	N;FEM;PL	N;SG
recherches	penelitian	recherche	pentelitian	N;FEM;PL	N;SG
côtés	sisi	côté	sisi	N;MASC;PL	N;SG
offre	promo	offre	promo	N;FEM;SG	PROPN
offre	menawarkan	offre	mentawarkan	N;FEM;SG	V;SG;ACT
offre	promo	offre	promo	N;FEM;SG	PROPN
offre	menawarkan	offre	mentawarkan	N;FEM;SG	V;SG;ACT
offre	tawarkan	offre	tawarkan	N;FEM;SG	V;SG;ACT
sauf	kecuali	sauf	kecuali	ADP	CONJ
frontière	frontier	frontière	frontier	N;FEM;SG	PROPN
max	max	max	max	N;MASC;SG	
max	maks	max	maks	N;MASC;SG	PROPN
max	maksimal	max	maksimal	N;MASC;SG	ADJ;SG
américains	american	américain	american	ADJ;MASC;PL	PROPN
américains	amerika	américain	amerika	ADJ;MASC;PL	PROPN;SG
indépendance	merdeka	indépendance	merdeka	N;FEM;SG	PROPN;SG
indépendance	independence	indépendance	independence	N;FEM;SG	PROPN
eaux	water	eau	water	N;FEM;PL	PROPN
eaux	air	eau	air	N;FEM;PL	N;SG
eaux	waters	eau	waters	N;FEM;PL	PROPN
