que	te	que	te	PRO	V;DEF;IND;SG;1;PRS;FIN;ACT
coidar	utána	coidar	utána	V	
visión	elképzelés	visión	elképzelés	N	
popular	népszerű	popular	népszerű	N	
popular	népszerűek	popular	népszerű	N	ADJ;NOM;PL
popular	front	popular	front	N	
ollada	nézd	ollada	nézd	N	V;DEF;IMP;PL;3;PRS;FIN;ACT
ollada	vedd	ollada	vedd	N	V;DEF;IMP;SG;1;PRS;FIN;ACT
city	city	city	city	PROPN	
city	városi	city	városi	PROPN	ADJ;NOM;SG
city	város	city	város	PROPN	N;NOM;SG
vivimos	live	vivir	live	V	
vivimos	élőben	vivir	élő	V	N;IN+ESS;SG
vivimos	élő	vivir	élő	V	
vivimos	élő	vivir	élő	V	
dobre	kétszer	dobre	két	N	
dobre	kettős	dobre	kettős	N	ADJ;NOM;SG
dobre	dupla	dobre	dupla	N	
dobre	duplán	dobre	duplán	N	
defensa	védelmi	defensa	védelmi	N	
defensa	for	defensa	for	N	
defensa	védelmi	defensa	védelmi	N	
veremos	lásd	ver	lásd	V	
barrio	szomszédsági	barrio	szomszédsági	N	ADJ;NOM;SG
abofé	persze	abofé	persze	ADV	
cear	vacsora	cear	vacsora	V	N;NOM;SG
cear	for	cear	for	V	
cear	vacsora	cear	vacsora	V	N;NOM;SG
baixar	lefelé	baixar	lefelé	V	
baixar	le	baixar	le	V	ADV
baixar	le	baixar	le	V	ADV
baixar	kikapcsolva	baixar	kikapcsolva	V	ADV;V.CVB
baixar	off	baixar	off	V	
vestido	köntös	vestido	köntös	V	N;NOM;SG
vestido	ruha	vestido	ruha	V	N;NOM;SG
vestido	öltözve	vestido	öltözve	V	ADV;V.CVB
protexer	védelme	protexer	védelem	V	N;NOM;SG
xuízo	az	xuízo	az	N	
falou	kb	falar	kb	V	N;NOM;SG
falou	nagyjából	falar	nagy	V	N;IN+ABL;SG
falou	körülbelül	falar	körülbelül	V	ADV
vermella	piros	vermello	piros	N	
vermella	piroska	vermello	piroska	N	
vermella	vörös	vermello	vörös	N	
mudar	változás	mudar	változás	V	N;NOM;SG
mudar	változtatás	mudar	változtatás	V	N;NOM;SG
mudar	változások	mudar	változás	V	N;NOM;PL
física	fizikai	físico	fizikai	ADJ	
física	fizika	físico	fizika	ADJ	N;NOM;SG
física	fizikailag	físico	fizikailag	ADJ	
física	fizikai	físico	fizikai	ADJ	
imposible	lehetetlen	imposible	lehetetlen	ADJ	
querería	mint	querer	mint	V	CONJ
querería	like	querer	lik	V	
querería	körözött	querer	köröz	V	
querería	volna	querer	volna	V	V;INDF;COND;SG;3;PRS;ACT
felices	boldog	felice	boldog	N	
felices	boldogan	felice	boldogan	N	
resistencia	ellenálló	resistencia	ellenálló	N	
david	david	david	david	PROPN	
david	dávid	david	dávid	PROPN	
dama	hölgy	dama	hölgy	N	
dama	dame	dama	dam	N	
entendido	ez	entender	ez	V	PRO;NOM;SG;3
entendido	gyülekező	entender	gyülekező	V	N;NOM;SG
millas	miles	milla	miles	N	
millas	től	milla	től	N	
millas	tól	milla	tól	N	
millas	from	milla	from	N	
ambos	mindkettő	ambos	mindkettő	DET	
ambos	mindketten	ambos	mindkett	DET	
díxenche	mondtam	díxenche	mond	N	V;DEF;IND;SG;1;PST;FIN;ACT
díxenche	te	díxenche	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
díxenche	said	díxenche	said	N	
díxenche	mondta	díxenche	mond	N	V;DEF;IND;SG;3;PST;FIN;ACT
ho	férfi	ho	férfi	PROPN	N;NOM;SG
ho	ember	ho	ember	PROPN	N;NOM;SG
ho	gyere	ho	gyere	PROPN	V;DEF;IMP;SG;1;PRS;FIN;ACT
fergus	fergus	fergus	fergus	PROPN	
pensan	gondolkodás	pensar	gondolkodás	V	N;NOM;SG
pensan	gondolkodó	pensar	gondolkodó	V	
pensan	emberek	pensar	ember	V	N;NOM;PL
pensan	ők	pensar	ők	V	PRO;NOM;PL;3
pensan	kb	pensar	kb	V	N;NOM;SG
pensan	nagyjából	pensar	nagy	V	N;IN+ABL;SG
pensan	körülbelül	pensar	körülbelül	V	ADV
perigoso	veszélyes	perigoso	veszélyes	ADJ	
compaixón	mercy	compaixón	mercy	N	
correr	futás	correr	futás	V	N;NOM;SG
correr	futó	correr	futó	V	
correr	futás	correr	futás	V	N;NOM;SG
mando	vezérlő	mando	vezérlő	N	ADJ;NOM;SG
mando	ellenőrzési	mando	ellenőrzési	N	ADJ;NOM;SG
contrario	szemben	contrario	szemben	N	
contrario	ellentétes	contrario	ellentétes	N	
contrario	máskülönben	contrario	máskülönben	N	ADV
contrario	egyébként	contrario	egyébként	N	ADV
contrario	másképpen	contrario	másképpen	N	
contrario	másképp	contrario	másképp	N	
contrario	ellentétes	contrario	ellentétes	N	
contrario	az	contrario	az	N	
oeste	nyugat	oeste	nyugat	N	
oeste	nyugati	oeste	nyugati	N	
abrir	nyitva	abrir	nyitva	V	ADV;V.CVB
abrir	megnyitás	abrir	megnyitás	V	N;NOM;SG
abrir	nyitás	abrir	nyitás	V	N;NOM;SG
abrir	megnyitó	abrir	megnyitó	V	N;NOM;SG
abrir	nyitó	abrir	nyitó	V	
abrir	nyílás	abrir	nyílás	V	N;NOM;SG
alén	túl	alén	túl	ADV	
alén	szét	alén	szét	ADV	
alén	től	alén	től	ADV	
alén	tól	alén	tól	ADV	
alén	from	alén	from	ADV	
solar	napenergia	solar	napenergia	V	N;NOM;SG
solar	rendszer	solar	rendszer	V	N;NOM;SG
solar	system	solar	system	V	
recibir	átvevő	recibir	átvevő	V	ADJ;NOM;SG
xudeus	ezt	xudeu	ez	N	PRO;ACC;SG;3
xudeus	ez	xudeu	ez	N	PRO;NOM;SG;3
xudeus	zsidó	xudeu	zsidó	N	
recuperar	vissza	recuperar	vissza	V	ADV
cativo	baba	cativo	baba	ADJ	N;NOM;SG
cativo	bébi	cativo	bébi	ADJ	
cativo	kölyök	cativo	kölyök	ADJ	
cativo	gyerek	cativo	gyerek	ADJ	N;NOM;SG
cativo	fiú	cativo	fiú	ADJ	N;NOM;SG
cativo	kicsi	cativo	kicsi	ADJ	
cativo	kevés	cativo	kevés	ADJ	
cativo	gyermek	cativo	gyermek	ADJ	N;NOM;SG
cativo	gyermeke	cativo	gyermeke	ADJ	N;NOM;SG
cativo	gyermekem	cativo	gyermekem	ADJ	N;NOM;SG
cativo	gyerek	cativo	gyerek	ADJ	N;NOM;SG
cativo	kicsik	cativo	kicsik	ADJ	
cativo	kicsi	cativo	kicsi	ADJ	
serve	jó	servir	jó	V	
serve	pont	servir	pont	V	
serve	point	servir	point	V	
serve	használat	servir	használat	V	N;NOM;SG
serve	használata	servir	használat	V	N;NOM;SG
serve	felhasználás	servir	felhasználás	V	N;NOM;SG
serve	hasztalan	servir	hasztalan	V	
serve	haszontalan	servir	haszontalan	V	
deixei	bal	deixar	bal	V	
deixei	balra	deixar	balra	V	
johnny	johnny	johnny	johnny	PROPN	
atopei	met	atopar	met	V	
uso	használni	uso	használ	N	V;NFIN;ACT
amosar	show	amosar	show	V	
parecen	ők	parecer	ők	V	PRO;NOM;PL;3
parecen	mint	parecer	mint	V	CONJ
parecen	like	parecer	lik	V	
fe	faith	fe	faith	N	
compañeiro	mate	compañeiro	mate	N	
compañeiro	fickó	compañeiro	fickó	N	
capital	az	capital	az	N	
fuxir	ki	fuxir	ki	V	PRO;NOM;SG;3
fuxir	futás	fuxir	futás	V	N;NOM;SG
fuxir	szökés	fuxir	szökés	V	N;NOM;SG
fuxir	menekülés	fuxir	menekülés	V	N;NOM;SG
debido	mert	deber	mert	V	CONJ
debido	esedékes	deber	esedékes	V	
debido	megfelelően	deber	meg+felelő	V	ADJ;FRML;SG
debido	rendesen	deber	rendes	V	ADJ;FRML;SG
contacto	kontakt	contacto	kontakt	N	
xuño	júniusi	xuño	júniusi	N	ADJ;NOM;SG
xuño	june	xuño	june	N	
xuño	től	xuño	től	N	
xuño	tól	xuño	tól	N	
xuño	from	xuño	from	N	
le	olvasott	le	olvasot	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
le	olvas	le	olvas	PROPN	
déixeme	engedd	déixeme	engedd	PROPN	V;DEF;IMP;SG;2;PRS;FIN;ACT
gústache	mint	gústache	mint	V	CONJ
gústache	like	gústache	lik	V	
gústache	őt	gústache	ő	V	PRO;ACC;SG;3
gústache	neki	gústache	ő	V	
copa	igyál	copa	igyál	N	V;INDF;IND;SG;3;PRS;FIN;ACT
copa	igy	copa	igy	N	
copa	glass	copa	glass	N	
copa	van	copa	van	N	V;INDF;IND;SG;3;PRS;FIN;ACT
copa	cup	copa	cup	N	
perdeu	lost	perder	lost	V	
clases	suli	clase	suli	N	
laboratorio	laboratóriumi	laboratorio	laboratóriumi	N	ADJ;NOM;SG
global	global	global	global	ADJ	
global	valóban	global	valóban	ADJ	
global	igazán	global	igazán	ADJ	
desgraza	sajnos	desgraza	sajnos	N	
desgraza	sajna	desgraza	sajna	N	
desgraza	sajnos	desgraza	sajnos	N	
desgraza	sajna	desgraza	sajna	N	
desgraza	sajnálatos	desgraza	sajnálatos	N	
desgraza	szerencsétlen	desgraza	szerencsétlen	N	
desgraza	szégyen	desgraza	szégyen	N	
necesitamos	szükséges	necesitar	szükséges	V	ADJ;NOM;SG
agardando	várakozás	agardar	várakozás	V	N;NOM;SG
agardando	for	agardar	for	V	
traer	hozz	traer	hozz	V	
local	helyi	local	helyi	N	
deixe	bal	deixar	bal	V	
deixe	balra	deixar	balra	V	
saída	kilépés	saída	kilépés	N	
saída	kilépő	saída	kilépő	N	
saída	ki	saída	ki	N	PRO;NOM;SG;3
inferno	pokol	inferno	pokol	N	
completo	full	completo	full	ADJ	
completo	teljes	completo	teljes	ADJ	
completo	komplett	completo	komplett	ADJ	
completo	teljes	completo	teljes	ADJ	
completo	teljessé	completo	teljessé	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
biblia	az	biblia	az	N	
mentira	hazugság	mentira	hazugság	ADJ	N;NOM;SG
mentira	hazugságok	mentira	hazugság	ADJ	N;NOM;PL
mentira	hazugság	mentira	hazugság	ADJ	N;NOM;SG
mentira	hazudj	mentira	hazud	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
chaman	hívás	chamar	hívás	V	N;NOM;SG
chaman	ők	chamar	ők	V	PRO;NOM;PL;3
chaman	neve	chamar	név	V	N;NOM;SG
chaman	név	chamar	név	V	N;NOM;SG
oficiais	tisztviselő	oficial	tisztviselő	ADJ	N;NOM;SG
oficiais	tisztek	oficial	tiszt	ADJ	N;NOM;PL
oficiais	hivatalnokok	oficial	hivatalnok	ADJ	N;NOM;PL
oficiais	tisztviselők	oficial	tisztviselő	ADJ	N;NOM;PL
oficiais	tisztviselői	oficial	tisztviselői	ADJ	N;NOM;PL
volvo	vissza	volvo	vissza	V	ADV
volvo	újra	volvo	újra	V	ADV
volvo	visszatérés	volvo	visszatérés	V	N;NOM;SG
volvo	vissza	volvo	vissza	V	ADV
maldita	átkozott	maldita	átkozik	N	V;INDF;IND;SG;3;PST;FIN;ACT
maldita	elátkozott	maldita	elátkozott	N	V;INDF;IND;SG;3;PST;FIN;ACT
maldita	te	maldita	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
maldita	véres	maldita	véres	N	
deixes	don	deixar	don	V	
deixes	őt	deixar	ő	V	PRO;ACC;SG;3
deixes	neki	deixar	ő	V	
sindicato	union	sindicato	union	N	
sindicato	unió	sindicato	unió	N	PROPN;NOM;SG
sindicato	unión	sindicato	unió	N	
sindicato	uniós	sindicato	uniós	N	ADJ;NOM;SG
sindicato	az	sindicato	az	N	
honra	megtiszteltetés	honra	megtiszteltetés	N	
honra	megtiszteltetés	honra	megtiszteltetés	N	
horríbel	szörnyű	horríbel	szörnyű	ADJ	
horríbel	szörnyű	horríbel	szörnyű	ADJ	
horríbel	szörnyű	horríbel	szörnyű	ADJ	
confianza	megbízható	confianza	megbízható	N	ADJ;NOM;SG
visto	ruha	ver	ruha	V	N;NOM;SG
visto	lásd	ver	lásd	V	
visto	fűrész	ver	fűrész	V	N;NOM;SG
pasando	ideje	pasar	idő	V	N;NOM;SG
pasando	időpont	pasar	időpont	V	N;NOM;SG
pasando	idő	pasar	idő	V	N;NOM;SG
porén	habár	porén	habár	ADV	CONJ
porén	bár	porén	bár	ADV	CONJ
porén	mindamellett	porén	mindamellett	ADV	
porén	mindazonáltal	porén	mindazonáltal	ADV	CONJ
porén	azonban	porén	azonban	ADV	CONJ
porén	mégis	porén	mégis	ADV	CONJ
porén	de	porén	de	ADV	CONJ
capaz	képes	capaz	képes	ADJ	
capaz	képes	capaz	képes	ADJ	
capaz	lehetne	capaz	lesz	ADJ	V;INDF;SG;3;PRS;FIN;ACT
vendo	látván	ver	látván	V	
vendo	látva	ver	látva	V	ADV;V.CVB
vendo	lásd	ver	lásd	V	
práctica	gyakorlati	práctica	gyakorlati	N	ADJ;NOM;SG
práctica	praktikus	práctica	praktikus	N	ADJ;NOM;SG
correo	mail	correo	mail	N	
correo	posta	correo	posta	N	
correo	email	correo	email	N	
correo	posta	correo	posta	N	
correo	post	correo	post	N	
economía	gazdaságos	economía	gazdaságos	N	ADJ;NOM;SG
economía	közgazdasági	economía	közgazdasági	N	ADJ;NOM;SG
modelo	model	modelo	model	N	
propiedade	tulajdon	propiedade	tulajdon	N	
propiedade	tulajdonosi	propiedade	tulajdonosi	N	ADJ;NOM;SG
dea	adva	dar	adva	V	
dea	megadva	dar	megadva	V	ADV;V.CVB
millón	millió	millón	millió	N	NUM;NOM;SG
montañas	hegyi	montaña	hegyi	N	
canta	hogyan	canta	hogyan	N	ADV
canta	sok	canta	sok	N	
canta	sokan	canta	sokan	N	ADV
canta	énekelni	canta	énekel	N	V;NFIN;ACT
canta	énekelj	canta	énekel	N	V;DEF;IND;SG;1;PRS;FIN;ACT
canta	énekel	canta	én	N	V;INDF;IND;SG;3;PRS;FIN;ACT
canta	dalol	canta	dalol	N	V;INDF;IND;SG;3;PRS;FIN;ACT
canta	énekel	canta	én	N	V;INDF;IND;SG;3;PRS;FIN;ACT
canta	énekli	canta	énekel	N	V;DEF;IND;SG;3;PRS;FIN;ACT
bacterias	ez	bacteria	ez	N	PRO;NOM;SG;3
nelson	nelson	nelson	nelson	PROPN	
servir	felszolgáló	servir	felszolgáló	V	
servir	for	servir	for	V	
perda	veszteni	perda	veszt	N	V;NFIN;ACT
perda	veszíteni	perda	veszít	N	V;NFIN;ACT
perda	vesztett	perda	veszt	N	V;INDF;IND;SG;3;PST;FIN;ACT
perda	elveszett	perda	elveszett	N	V;INDF;IND;SG;3;PST;FIN;ACT
perda	lost	perda	lost	N	
parvadas	szar	parvar	szar	ADJ	
parvadas	vacak	parvar	vacak	ADJ	
parvadas	szemét	parvar	szem	ADJ	N;ACC;SG
parvadas	hülye	parvar	hülye	ADJ	
quixera	volna	querer	volna	V	V;INDF;COND;SG;3;PRS;ACT
quixera	mint	querer	mint	V	CONJ
quixera	like	querer	lik	V	
quixera	körözött	querer	köröz	V	
fogo	tűz	fogo	tűz	N	V;INDF;IND;SG;3;PRS;FIN;ACT
fogo	lőni	fogo	lő	N	V;NFIN;ACT
fogo	lő	fogo	lő	N	V;INDF;IND;SG;3;PRS;FIN;ACT
serás	will	ser	will	V	
serás	fog	ser	fog	V	V;INDF;IND;SG;3;PRS;ACT
serás	akarat	ser	akarat	V	N;NOM;SG
querías	te	quería	te	N	V;DEF;IND;SG;1;PRS;FIN;ACT
querías	akartam	quería	akar	N	V;INDF;IND;SG;1;PST;FIN;ACT
querías	körözött	quería	köröz	N	
querías	akarsz	quería	akarsz	N	V;INDF;IND;SG;1;PRS;FIN;ACT
querías	akar	quería	akar	N	V;INDF;IND;SG;3;PRS;FIN;ACT
querías	akarod	quería	akarod	N	V;DEF;IND;SG;1;PRS;FIN;ACT
querías	akarom	quería	akarom	N	V;DEF;IND;SG;1;PRS;FIN;ACT
salvo	biztonságos	salvo	biztonságos	ADP	ADJ;NOM;SG
salvo	biztonságban	salvo	biztonság	ADP	N;IN+ESS;SG
salvo	széf	salvo	széf	ADP	N;NOM;SG
salvo	biztonság	salvo	biztonság	ADP	N;NOM;SG
salvo	hacsak	salvo	hacsak	ADP	CONJ
salvo	kivéve	salvo	kivév	ADP	
sorpresa	meglepi	sorpresa	meglepi	N	V;INDF;IND;SG;3;PRS;FIN;ACT
árbores	fák	árbor	fák	N	
obrigado	kényszer	obrigar	kényszer	V	
obrigado	koszi	obrigar	koszi	V	N;NOM;SG
perdoe	sajnálom	perdoar	sajnál	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
comunicación	kommunikációs	comunicación	kommunikációs	N	ADJ;NOM;SG
comunicación	media	comunicación	media	N	
estraña	különös	estraña	különös	ADJ	
estraña	furcsa	estraña	furcsa	ADJ	
estraña	vicces	estraña	vicces	ADJ	
estraña	csoda	estraña	csoda	ADJ	
estraña	fura	estraña	fura	ADJ	
estraña	furcsa	estraña	furcsa	ADJ	
quedan	ott	quedar	ott	V	ADV
quedan	bal	quedar	bal	V	
quedan	balra	quedar	balra	V	
quedan	még	quedar	még	V	ADV
precisas	te	preciso	te	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
precisas	kell	preciso	kell	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
aconteceu	megtörtént	acontecer	meg+történik	V	
caeu	lefelé	caeu	lefelé	V	
caeu	le	caeu	le	V	ADV
caeu	fell	caeu	fell	V	
dean	ez	dar	ez	V	PRO;NOM;SG;3
dean	húgy	dar	húgy	V	
dean	le	dar	le	V	ADV
dean	kikapcsolva	dar	kikapcsolva	V	ADV;V.CVB
dean	off	dar	off	V	
avión	sík	avión	sík	N	
avión	repülő	avión	repülő	N	
avión	repülő	avión	repülő	N	
querían	ők	querer	ők	V	PRO;NOM;PL;3
querían	körözött	querer	köröz	V	
arranxar	rendbe	arranxar	rend	V	N;IN+ALL;SG
arranxar	fix	arranxar	fix	V	
inocente	ártatlan	inocente	ártatlan	ADJ	
inocente	ártatlanok	inocente	ártatlan	ADJ	N;NOM;PL
inocente	férfi	inocente	férfi	ADJ	N;NOM;SG
inocente	ember	inocente	ember	ADJ	N;NOM;SG
cristo	krisztus	cristo	krisztus	N	
cristo	cristo	cristo	cristo	N	
mascotas	pet	mascota	pet	N	
mascotas	kisállat	mascota	kisállat	N	
mesmas	ugyanez	mesmo	ugyanez	DET	
mesmas	ugyanaz	mesmo	ugyanaz	DET	
malia	az	malia	az	CONJ	
malia	ellenére	malia	ellenére	CONJ	ADP
malia	habár	malia	habár	CONJ	CONJ
malia	habár	malia	habár	CONJ	CONJ
malia	volt	malia	van	CONJ	V;INDF;IND;SG;3;PST;FIN;ACT
malia	még	malia	még	CONJ	ADV
incríbel	hihetetlen	incríbel	hihetetlen	ADJ	
incríbel	ezt	incríbel	ez	ADJ	PRO;ACC;SG;3
incríbel	ez	incríbel	ez	ADJ	PRO;NOM;SG;3
incríbel	hihetetlen	incríbel	hihetetlen	ADJ	
aceptar	elfogadom	aceptar	elfogadom	V	
aceptar	elfogadó	aceptar	elfogadó	V	
aceptar	elfogadás	aceptar	elfogadás	V	N;NOM;SG
necesidade	kell	necesidade	kell	N	V;INDF;IND;SG;3;PRS;FIN;ACT
necesidade	szükséges	necesidade	szükséges	N	ADJ;NOM;SG
necesidade	for	necesidade	for	N	
tiveron	ők	ter	ők	V	PRO;NOM;PL;3
vira	fűrész	vir	fűrész	V	N;NOM;SG
vira	sosem	vir	sosem	V	
vira	soha	vir	soha	V	
vira	előtte	vir	előtte	V	
vira	előtt	vir	előtt	V	ADP
vira	mielőtt	vir	mielőtt	V	ADV
vira	valaha	vir	valaha	V	
razóns	miért	razón	miért	N	ADV
tantas	sok	tanto	sok	DET	
tantas	sokan	tanto	sokan	DET	ADV
tantas	sok	tanto	sok	DET	
tantas	sokat	tanto	sok	DET	
esto	ezt	esto	ez	PROPN	PRO;ACC;SG;3
esto	ez	esto	ez	PROPN	PRO;NOM;SG;3
esto	volna	esto	volna	PROPN	V;INDF;COND;SG;3;PRS;ACT
esto	lenne	esto	lesz	PROPN	V;INDF;COND;SG;3;PRS;FIN;ACT
esto	hol	esto	hol	PROPN	ADV
esto	ahol	esto	ahol	PROPN	ADV
esto	lásd	esto	lásd	PROPN	
bebés	fiatal	bebés	fiatal	N	
bebés	fiatalos	bebés	fiatalos	N	ADJ;NOM;SG
bebés	bébi	bebés	bébi	N	
bebés	voltak	bebés	van	N	V;INDF;IND;PL;3;PST;FIN;ACT
bebés	igazából	bebés	igazából	N	ADV
teatro	királyi	teatro	királyi	N	
teatro	royal	teatro	royal	N	
teatro	az	teatro	az	N	
pregúntome	csoda	pregúntome	csoda	V	
puxo	szett	poñer	szett	V	N;NOM;SG
puxo	set	poñer	set	V	
puxo	beállítva	poñer	beállítva	V	ADV;V.CVB
puxo	forgatás	poñer	forgatás	V	N;NOM;SG
asuntos	ügyi	asunto	ügyi	N	
asuntos	saját	asunto	saját	N	PRO;NOM;SG;3
asuntos	számít	asunto	számít	N	V;INDF;IND;SG;3;PRS;FIN;ACT
debaixo	alatta	debaixo	alat	ADV	
debaixo	az	debaixo	az	ADV	
debaixo	alul	debaixo	alul	ADV	
debaixo	alatt	debaixo	alatt	ADV	ADP
debaixo	alatta	debaixo	alat	ADV	
debaixo	lent	debaixo	lesz	ADV	
debaixo	alatt	debaixo	alatt	ADV	ADP
debaixo	alatta	debaixo	alat	ADV	
debaixo	alá	debaixo	alá	ADV	ADP
debaixo	alatta	debaixo	alat	ADV	
inimigos	ellenségek	inimigo	ellenség	ADJ	N;NOM;PL
inimigos	ellenségei	inimigo	ellenség	ADJ	N;NOM;PL
inimigos	ellenség	inimigo	ellenség	ADJ	N;NOM;SG
inimigos	will	inimigo	will	ADJ	
inimigos	fog	inimigo	fog	ADJ	V;INDF;IND;SG;3;PRS;ACT
inimigos	akarat	inimigo	akarat	ADJ	N;NOM;SG
inimigos	ellenség	inimigo	ellenség	ADJ	N;NOM;SG
poidamos	can	poder	can	V	
poidamos	képes	poder	képes	V	
poidamos	tényleg	poder	tényleg	V	
poidamos	igazán	poder	igazán	V	
abril	april	abril	ap	N	
abril	áprilisi	abril	áprilisi	N	ADJ;NOM;SG
trinta	harminc	trinta	harminc	NUM	
trinta	thirty	trinta	thirty	NUM	
leve	te	leve	te	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
leve	vedd	leve	vedd	ADJ	V;DEF;IMP;SG;1;PRS;FIN;ACT
leve	őt	leve	ő	ADJ	PRO;ACC;SG;3
leve	neki	leve	ő	ADJ	
leve	hozz	leve	hozz	ADJ	
leve	hozd	leve	hozd	ADJ	V;DEF;IMP;SG;1;PRS;FIN;ACT
leve	otthon	leve	otthon	ADJ	
leve	itthon	leve	itthon	ADJ	
leve	haza	leve	haza	ADJ	
ladrón	tolvaj	ladrón	tolvaj	N	
ladrón	betörő	ladrón	betörő	N	
ladrón	rabló	ladrón	rabló	N	
california	kaliforniai	california	kaliforniai	N	V;DEF;IND;SG;3;PRS;NFIN;ACT
california	california	california	california	N	
california	kalifornia	california	kalifornia	N	
velaquí	itt	velaquí	itt	V	ADV
velaquí	ezt	velaquí	ez	V	PRO;ACC;SG;3
velaquí	ez	velaquí	ez	V	PRO;NOM;SG;3
velaquí	és	velaquí	és	V	CONJ
doutra	valaki	doutrar	valaki	N	
doutra	valakit	doutrar	valakit	N	
doutra	egyéb	doutrar	egyéb	N	
doutra	más	doutrar	más	N	PRO;NOM;SG;3
doutra	máskülönben	doutrar	máskülönben	N	ADV
doutra	egyébként	doutrar	egyébként	N	ADV
doutra	másképpen	doutrar	másképpen	N	
doutra	másképp	doutrar	másképp	N	
doutra	től	doutrar	től	N	
doutra	tól	doutrar	tól	N	
doutra	from	doutrar	from	N	
doutra	jobb	doutrar	jó	N	ADJ;NOM;CMPR;SG
doutra	jobban	doutrar	jól	N	ADV
nota	volt	nota	van	N	V;INDF;IND;SG;3;PST;FIN;ACT
perante	előtte	perante	előtte	ADJ	
perante	előtt	perante	előtt	ADJ	ADP
perante	mielőtt	perante	mielőtt	ADJ	ADV
perante	állj	perante	állj	ADJ	V;INDF;IMP;SG;1;PRS;FIN;ACT
perante	az	perante	az	ADJ	
perante	front	perante	front	ADJ	
perante	eleje	perante	eleje	ADJ	N;NOM;SG
intención	aljas	intención	aljas	N	
político	politika	político	politika	ADJ	N;NOM;SG
político	politikusok	político	politikus	ADJ	N;NOM;PL
político	politikus	político	politikus	ADJ	N;NOM;SG
bueno	hát	bueno	hát	V	
deron	adva	dar	adva	V	
deron	megadva	dar	megadva	V	ADV;V.CVB
deron	ők	dar	ők	V	PRO;NOM;PL;3
500	öt	500	öt	NUM	
500	öten	500	öten	NUM	PRO;NOM;PL;3
útil	hasznos	útil	hasznos	ADJ	
útil	segítőkész	útil	segítőkész	ADJ	
útil	hasznos	útil	hasznos	ADJ	
útil	használat	útil	használat	ADJ	N;NOM;SG
útil	használata	útil	használat	ADJ	N;NOM;SG
útil	felhasználás	útil	felhasználás	ADJ	N;NOM;SG
útil	használni	útil	használ	ADJ	V;NFIN;ACT
útil	kéznél	útil	kéz	ADJ	
viron	ők	ver	ők	V	PRO;NOM;PL;3
viron	fűrész	ver	fűrész	V	N;NOM;SG
empezar	start	empezar	start	V	
empezar	kezdés	empezar	kezdés	V	N;NOM;SG
empezar	újra	empezar	újra	V	ADV
empezar	először	empezar	először	V	ADV
empezar	első	empezar	első	V	ADJ;NOM;SG
empezar	mindegyik	empezar	mindegyik	V	
empezar	mind	empezar	mind	V	CONJ
empezar	minden	empezar	minden	V	PRO;NOM;SG;3
xogos	game	xogo	gam	N	
pescozo	körül	pescozo	körül	N	ADP
pescozo	körbe	pescozo	kör	N	ADV
escoller	választás	escoller	választás	V	
escoller	döntés	escoller	döntés	V	N;NOM;SG
escoller	választás	escoller	választás	V	
combate	harci	combate	harci	N	
combate	harcol	combate	harcol	N	V;INDF;IND;SG;3;PRS;FIN;ACT
combate	harcolni	combate	harcol	N	V;NFIN;ACT
combate	harcolni	combate	harcol	N	V;NFIN;ACT
combate	akció	combate	akció	N	
importancia	fontos	importancia	fontos	N	ADJ;NOM;SG
importancia	számít	importancia	számít	N	V;INDF;IND;SG;3;PRS;FIN;ACT
importancia	bármelyik	importancia	bármelyik	N	
importancia	bármely	importancia	bármely	N	
importancia	bármilyen	importancia	bármilyen	N	
importancia	számít	importancia	számít	N	V;INDF;IND;SG;3;PRS;FIN;ACT
eleccións	választási	elección	választási	N	ADJ;NOM;SG
eleccións	választás	elección	választás	N	
metro	három	metro	három	N	NUM;NOM;SG
metro	mérő	metro	mérő	N	
metro	metro	metro	metro	N	
escribiu	megírva	escribiu	megírva	V	ADV;V.CVB
escribiu	írásbeli	escribiu	írásbeli	V	ADJ;NOM;SG
escribiu	írj	escribiu	írj	V	
beira	edge	beira	edge	N	
beira	az	beira	az	N	
beira	part	beira	part	N	
beira	shore	beira	shore	N	
beira	side	beira	side	N	
beira	közel	beira	közel	N	
beira	folyó	beira	folyó	N	
mataron	megölt	matar	megölt	V	
mataron	ők	matar	ők	V	PRO;NOM;PL;3
verás	lásd	verás	lásd	V	
verás	will	verás	will	V	
verás	fog	verás	fog	V	V;INDF;IND;SG;3;PRS;ACT
verás	akarat	verás	akarat	V	N;NOM;SG
fale	beszélgetés	fale	beszélgetés	V	N;NOM;SG
fale	semmi	fale	semmi	V	PRO;NOM;SG;3
daisy	daisy	daisy	daisy	ADJ	
pido	for	pedir	for	V	
grave	súlyos	grave	súlyos	ADJ	
grave	nagyon	grave	nagyon	ADJ	ADV
grave	komoly	grave	komoly	ADJ	
grave	súlyos	grave	súlyos	ADJ	
grave	sírba	grave	sír	ADJ	N;IN+ALL;SG
