през	poprzez	през	poprzez	ADP	
числа	liczby	число	liczba	N;INDF;NEUT;PL	N;ACC;FEM;SG
дол	dol	дол	dol	N;INDF;MASC;SG	
тексас	texas	тексас	texas	N;INDF;MASC;SG	
ана	ana	ана	ann	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
ана	anna	ана	anna	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
ана	ania	ана	ania	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
мюсюлмани	muzułmańskich	мюсюлманин	muzułmański	N;INDF;MASC;PL	ADJ;GEN;MASC;PL
липса	brak	липса	brak	N;INDF;FEM;SG	V;IND;PRS;FIN
липса	brak	липса	brak	N;INDF;FEM;SG	V;IND;PRS;FIN
силен	mocna	силен	mocny	ADJ;INDF;MASC;SG	
мощност	moc	мощност	moc	N;INDF;FEM;SG	
мощност	power	мощност	power	N;INDF;FEM;SG	
лорд	panie	лорд	pan	N;INDF;MASC;SG	
лий	lee	лий	lee	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
лий	leigh	лий	lejś	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
имперски	imperial	имперски	imperial	ADJ;INDF;MASC;SG	
австро	austro	австро	austro	N;INDF;MASC;SG	
съвместно	joint	съвместно	joint	ADV	
съвместно	wspólnego	съвместно	wspólny	ADV	ADJ;ACC;MASC;SG
съвместно	wspólny	съвместно	wspólny	ADV	ADJ;NOM;MASC;SG
съвместно	wspólna	съвместно	wspólny	ADV	ADJ;NOM;FEM;SG
различна	różnych	различен	różny	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
главна	główna	главен	główna	ADJ;INDF;FEM;SG	
главна	main	главен	main	ADJ;INDF;FEM;SG	
гражданска	civic	граждански	civica	ADJ;INDF;FEM;SG	
луната	moon	луна	moon	N;DEF;FEM;SG	
пиано	pianinie	пиано	pianino	ADV	N;ACC;NEUT;SG
пиано	fortepian	пиано	fortepianin	ADV	N;NOM;MASC;SG
пиано	pianino	пиано	pianino	ADV	N;NOM;NEUT;SG
общински	komunalnych	общински	komunalny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
двигатели	silnik	двигател	silnik	N;INDF;MASC;PL	N;NOM;MASC;SG
двигатели	silnika	двигател	silnik	N;INDF;MASC;PL	N;GEN;MASC;SG
газ	gazu	газ	gaz	N;INDF;MASC;SG	
партизански	partyzantów	партизански	partyzant	PROPN;INDF;MASC;SG	N;ACC;MASC;PL
лъв	luv	лъв	luv	N;INDF;MASC;SG	
лъв	leo	лъв	leo	N;INDF;MASC;SG	
търговище	tyrgowiszte	търговище	tyrgowiszt	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
награден	przyznano	награден	przyznać	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
черен	black	черен	black	ADJ;INDF;MASC;SG	
черен	czerń	черен	czerń	ADJ;INDF;MASC;SG	
широка	szeroko	широк	szeroko	ADJ;INDF;FEM;SG	ADV
женски	kobiece	женски	kobiece	ADJ;INDF;MASC;SG	
женски	kobieca	женски	kobieca	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
женски	samice	женски	samica	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
женски	samica	женски	samica	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
женски	kobieta	женски	kobieta	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
женски	kobiety	женски	kobieta	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
женски	suczka	женски	suczka	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
лагер	obozy	лагер	obóz	N;INDF;MASC;SG	N;NOM;MASC;PL
лагер	camp	лагер	campa	N;INDF;MASC;SG	
машина	machine	машина	machina	N;INDF;FEM;SG	
машина	maszyny	машина	maszyna	N;INDF;FEM;SG	N;ACC;FEM;PL
дух	ghost	дух	ghost	N;INDF;MASC;SG	
дух	ducha	дух	duch	N;INDF;MASC;SG	
дух	spirit	дух	spirit	N;INDF;MASC;SG	
листа	li	листа	lić	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
листа	liść	листа	liść	N;INDF;FEM;SG	
листа	li	листа	lić	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
листа	liście	листа	liść	N;INDF;FEM;SG	
онлайн	online	онлайн	onliny	N;INDF;MASC;SG	
пристанище	port	пристанище	port	N;INDF;NEUT;SG	
пристанище	harbour	пристанище	harbour	N;INDF;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
бивши	były	бивш	być	ADJ;INDF;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
бивши	poprzedni	бивш	poprzedni	ADJ;INDF;PL	ADJ;NOM;MASC;SG
бивши	dawne	бивш	dawny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
бивши	poprzednie	бивш	poprzednie	ADJ;INDF;PL	
бивши	był	бивш	być	ADJ;INDF;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
проучвания	ankiety	проучване	ankieta	N;INDF;NEUT;PL	N;ACC;MASC;SG
северозападна	northwestern	северозападен	northwesterny	ADJ;INDF;FEM;SG	
северозападна	northwest	северозападен	northwest	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
тона	tonach	тон	ton	N;DEF;MASC;SG	N;GEN;MASC;PL
тона	ton	тон	ton	N;DEF;MASC;SG	
тона	tonie	тон	tonąć	N;DEF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
тона	ton	тон	ton	N;DEF;MASC;SG	
сръбско	serbski	сръбски	serbski	ADV	ADJ;NOM;MASC;SG
приета	przyjęta	приема	przyjąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
приета	przyjęty	приема	przyjąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
приета	zaakceptowane	приема	zaakceptować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
приета	akceptowane	приема	akceptować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
приета	przyjęte	приема	przyjąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
приета	przyjęty	приема	przyjąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
приета	przyznał	приема	przyznać	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
приета	przyjęty	приема	przyjąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
приета	przyjęta	приема	przyjąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
приета	adoptowany	приема	adoptować	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
приета	przyjęto	приема	przyjąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
приета	przyjęte	приема	przyjąć	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свободно	wolne	свободно	wolny	ADV	ADJ;NOM;NEUT;SG
свободно	wolna	свободно	wolny	ADV	
свободно	wolny	свободно	wolny	ADV	ADJ;NOM;MASC;SG
свободно	bezpłatne	свободно	bezpłatny	ADV	ADJ;NOM;NEUT;SG
свободно	free	свободно	free	ADV	
карлос	carlos	карлос	carlos	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
грузия	gruzja	груз	gruzja	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
грузия	georgia	груз	georgia	PROPN;INDF;FEM;SG	
битки	bójki	битка	bójka	N;INDF;FEM;PL	
битки	walki	битка	walka	N;INDF;FEM;PL	N;ACC;FEM;SG
битки	walk	битка	walk	N;INDF;FEM;PL	
битки	bitwy	битка	bitwa	N;INDF;FEM;PL	
напред	naprzód	напред	naprzód	ADV	
старо	stare	стар	stary	ADV	
старо	stary	стар	stary	ADV	ADJ;NOM;MASC;SG
старо	old	стар	old	ADV	
старо	stara	стар	stary	ADV	
ирак	irak	ирак	irak	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
ирак	iraku	ирак	irak	N;INDF;MASC;SG	PROPN;GEN;MASC;SG
двор	yard	двор	yard	N;INDF;MASC;SG	
двор	stocznia	двор	stocznia	N;INDF;MASC;SG	
чисто	czysty	чисто	czysty	ADV	ADJ;NOM;MASC;SG
чисто	czysta	чисто	czysty	ADV	
чисто	czyste	чисто	czysty	ADV	ADJ;NOM;NEUT;SG
чисто	czysty	чисто	czysty	ADV	ADJ;NOM;MASC;SG
чисто	czysta	чисто	czysty	ADV	
чисто	czyste	чисто	czysty	ADV	ADJ;NOM;NEUT;SG
водещ	prezenter	водя	prezenter	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;NOM;MASC;SG
водещ	gospodarza	водя	gospodarz	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;ACC;MASC;SG
водещ	organizator	водя	organizator	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;NOM;MASC;SG
водещ	gospodarz	водя	gospodarz	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;NOM;MASC;SG
картини	zdjecia	картина	zdjecie	N;INDF;FEM;PL	V;PFV;IND;SG;FIN;ACT
картини	grafika	картина	grafika	N;INDF;FEM;PL	N;NOM;FEM;SG
спортни	sport	спортен	sport	ADJ;INDF;PL	
спортни	sporty	спортен	sporty	ADJ;INDF;PL	N;NOM;MASC;PL
спортни	sportowe	спортен	sportowy	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
плоча	tabletki	плоча-(се)	tabletka	N;INDF;FEM;SG	N;ACC;FEM;PL
плоча	płytka	плоча-(се)	płytki	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
тежка	heavy	тежък	heav	ADJ;INDF;FEM;SG	
щат	state	щат	staty	N;INDF;MASC;SG	
последователно	kolejno	последователно	kolejno	ADV	
последователно	kolejnych	последователно	kolejny	ADV	ADJ;GEN;MASC;PL
алън	allen	алън	allen	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
алън	allena	алън	allen	PROPN;INDF;MASC;SG	
алън	allan	алън	allan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
алън	alana	алън	alan	PROPN;INDF;MASC;SG	
алън	alan	алън	alan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
литературни	literackie	литературен	literacki	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
турне	tour	турне	tour	N;INDF;NEUT;SG	
турне	touring	турне	touring	N;INDF;NEUT;SG	
римляните	rzymianie	римлян	rzymiać	N;DEF;MASC;PL	ADJ;IPFV;NOM;MASC;PL;POS;V.PTCP;PASS
римляните	rzymian	римлян	rzymianin	N;DEF;MASC;PL	
международно	international	международно	international	ADV	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
международно	międzynarodowe	международно	międzynarodowy	ADV	ADJ;NOM;NEUT;SG
международно	międzynarodowy	международно	międzynarodowy	ADV	ADJ;NOM;MASC;SG
международно	międzynarodowych	международно	międzynarodowy	ADV	ADJ;GEN;MASC;PL
международно	międzynarodowa	международно	międzynarodowy	ADV	ADJ;NOM;FEM;SG
закони	prawa	закон	prawo	N;INDF;MASC;PL	
завод	roślin	завод	roślina	N;INDF;MASC;SG	
завод	rośliny	завод	roślina	N;INDF;MASC;SG	N;ACC;FEM;PL
свързано	powiązany	свържа	powiązać	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
свързано	powiązanych	свържа	powiązać	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
свързано	powiązane	свържа	powiązać	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързано	pokrewne	свържа	pokrewny	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
свързано	podłączone	свържа	podłączyć	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързано	powiązane	свържа	powiązać	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързано	połączony	свържа	połączyć	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
свързано	połączone	свържа	połączyć	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
свързано	związane	свържа	związany	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
колеж	studia	колеж	studia	N;INDF;MASC;SG	N;NOM;NEUT;PL
бой	boi	бой	bać	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
бой	walcz	бой	walcz	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
бей	bey	бей	bey	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
бей	zatoki	бей	zatok	N;INDF;MASC;SG	
бей	bay	бей	bać	N;INDF;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
кандидат	zgłaszający	кандидат	zgłaszać	N;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
кандидат	kandydaci	кандидат	kandydat	N;INDF;MASC;SG	N;NOM;MASC;PL
дизайн	design	дизайн	design	N;INDF;MASC;SG	
илиев	iliew	илиев	iliew	PROPN;INDF;MASC;SG	
бранденбург	brandenburg	бранденбург	brandenburg	N;INDF;MASC;SG	
словакия	słowacja	словакие	słowacja	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
словакия	słowacji	словакие	słowacja	PROPN;INDF;FEM;SG	PROPN;GEN;FEM;SG
създаде	utworzona	създам	utworzyć	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
създаде	utworzony	създам	utworzyć	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
създаде	utworzono	създам	utworzyć	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
създаде	utworzone	създам	utworzyć	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
рио	rio	рио	rio	PROPN;INDF;NEUT;SG	
мин	min	минута	mina	N;INDF;FEM;PL	
болница	szpitalne	болница	szpitalny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
гориво	paliwa	гориво	paliwy	N;INDF;NEUT;SG	
съвременни	nowoczesny	съвременен	nowoczesny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
съвременни	współczesny	съвременен	współczesny	ADJ;INDF;PL	
съвременни	współczesnej	съвременен	współczesny	ADJ;INDF;PL	
съвременни	współczesne	съвременен	współczesny	ADJ;INDF;PL	
съвременни	współczesna	съвременен	współczesny	ADJ;INDF;PL	N;NOM;FEM;SG
понастоящем	obecnie	понастоящем	obecnie	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADV
понастоящем	aktualnie	понастоящем	aktualnie	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADV
задачи	zadania	задача	zadanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
задачи	zadania	задача	zadanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
свободна	wolna	свободен	wolny	ADJ;INDF;FEM;SG	
свободна	free	свободен	free	ADJ;INDF;FEM;SG	
публикуван	wysłany	публикувам	wysłać	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
публикуван	opublikowane	публикувам	opublikować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
публикуван	opublikowano	публикувам	opublikować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
публикуван	opublikował	публикувам	opublikować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
публикуван	zamieszczone	публикувам	zamieścić	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
публикуван	opublikowane	публикувам	opublikować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
публикуван	opublikowany	публикувам	opublikować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
публикуван	opublikowano	публикувам	opublikować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
публикуван	publikacja	публикувам	publikacja	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;FEM;SG
публикуван	publikowane	публикувам	publikować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
нощ	nocny	нощ	nocny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
нощ	night	нощ	night	N;INDF;FEM;SG	
временно	tymczasowy	временно	tymczasowy	ADV	ADJ;NOM;MASC;SG
временно	tymczasowa	временно	tymczasowy	ADV	ADJ;NOM;FEM;SG
временно	tymczasowe	временно	tymczasowy	ADV	ADJ;NOM;NEUT;SG
временно	czasowe	временно	czasowy	ADV	ADJ;NOM;NEUT;SG
млад	młodzi	млад	młody	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
млад	young	млад	young	ADJ;INDF;MASC;SG	
преподаватели	wydział	преподавател	wydział	N;INDF;MASC;PL	N;NOM;MASC;SG
преподаватели	kadra	преподавател	kadra	N;INDF;MASC;PL	N;NOM;FEM;SG
благодаря	dzieki	благодаря	dziek	V;IPFV;IND;SG;1;PRS;FIN;ACT	
благодаря	dziękujemy	благодаря	dziękować	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
благодаря	dzięki	благодаря	dzięki	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADP
характерни	cecha	характерен	cechać	ADJ;INDF;PL	N;NOM;FEM;SG
характерни	charakterystyczne	характерен	charakterystyczny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
решението	decyzje	решение	decyzja	N;DEF;NEUT;SG	N;NOM;FEM;PL
подобен	podobni	подобен	podobnie	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
религиозни	religijny	религиозен	religijny	ADJ;INDF;PL	ADJ;NOM;MASC;SG
религиозни	religia	религиозен	religia	ADJ;INDF;PL	N;NOM;FEM;SG
религиозни	religijna	религиозен	religijny	ADJ;INDF;PL	ADJ;NOM;FEM;SG
религиозни	religijne	религиозен	religijny	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
предварително	pre	предварително	pro	ADV	
предварително	zaliczki	предварително	zaliczka	ADV	N;ACC;FEM;PL
избор	wyboru	избор	wybór	N;INDF;MASC;SG	
избор	dobór	избор	dobór	N;INDF;MASC;SG	V;IPFV;IND;PRS;FIN;ACT
избор	wybierz	избор	wybrać	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
избор	wyboru	избор	wybór	N;INDF;MASC;SG	
избор	zaznacz	избор	zaznaczyć	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
избор	wybierz	избор	wybrać	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
дълъг	długi	дълъг	długi	ADJ;INDF;MASC;SG	
дълъг	długo	дълъг	długo	ADJ;INDF;MASC;SG	ADV
дълъг	long	дълъг	long	ADJ;INDF;MASC;SG	
мъжки	samców	мъжки	samc	ADJ;INDF;PL	
мъжки	mężczyzn	мъжки	mężczyzna	ADJ;INDF;PL	N;ACC;MASC;PL
мъжки	samce	мъжки	samka	ADJ;INDF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
мъжки	mężczyźni	мъжки	mężczyzna	ADJ;INDF;PL	N;NOM;MASC;PL
мъжки	samiec	мъжки	samiec	ADJ;INDF;PL	N;NOM;MASC;SG
мъжки	męskie	мъжки	męski	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
мъжки	męska	мъжки	męski	ADJ;INDF;PL	
мъжки	męski	мъжки	męski	ADJ;INDF;PL	ADJ;NOM;MASC;SG
мъжки	mężczyzna	мъжки	mężczyzna	ADJ;INDF;PL	N;NOM;MASC;SG
обиколка	tour	обиколка	tour	N;INDF;FEM;SG	
обиколка	kolanach	обиколка	kolano	N;INDF;FEM;SG	N;DAT;NEUT;PL
обиколка	okrążenia	обиколка	okrążyć	N;INDF;FEM;SG	N;NOM;NEUT;PL
силна	mocna	силен	mocny	ADJ;INDF;FEM;SG	
пълно	pełna	пълен	pełny	ADV	ADJ;NOM;FEM;SG
пълно	full	пълен	full	ADV	
пълно	pełen	пълен	pełen	ADV	N;NOM;MASC;SG
пълно	pełne	пълен	pełny	ADV	
пълно	pełny	пълен	pełny	ADV	ADJ;NOM;MASC;SG
пълно	kompletny	пълен	kompletny	ADV	ADJ;NOM;MASC;SG
пълно	kompletna	пълен	kompletny	ADV	ADJ;NOM;FEM;SG
пълно	kompletne	пълен	kompletny	ADV	ADJ;NOM;NEUT;SG
заглавие	opis	заглавие	opis	N;INDF;NEUT;SG	
европейска	european	европейски	european	ADJ;INDF;FEM;SG	
нейният	jej	мой	on	DET;DEF;MASC;SG;3	PRO;GEN;FEM;SG;3
предмети	pozycji	предмет	pozycja	N;INDF;MASC;PL	N;GEN;FEM;SG
писателка	autor	писателка	autor	N;INDF;FEM;SG	V;IPFV;IND;SG;PST;FIN;ACT
произведен	wyprodukowane	произведа	wyprodukować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
произведен	wyprodukowano	произведа	wyprodukować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
произведен	wyprodukowany	произведа	wyprodukować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
произведен	produkowane	произведа	produkować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
произведен	wyprodukowane	произведа	wyprodukować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
произведен	wytworzone	произведа	wytworzyć	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
произведен	wyprodukowano	произведа	wyprodukować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
произведен	wyprodukowany	произведа	wyprodukować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
произведен	produkowane	произведа	produkować	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
копия	reprodukcji	копие	reprodukcja	N;INDF;NEUT;PL	N;GEN;FEM;SG
копия	kopie	копие	kopać	N;INDF;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
близки	zamknij	близък	zamknąć	ADJ;INDF;PL	V;PFV;IMP;SG;2;FIN;ACT
близки	blisko	близък	blisko	ADJ;INDF;PL	
зависи	zalezy	завися	zaleźć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
туристически	turystycznych	туристически	turystyczny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
туристически	turysta	туристически	turysta	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
гвиана	gujana	гвиана	gujać	N;INDF;FEM;SG	
продължи	kontynuować	продължа	kontynuować	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NFIN;ACT
продължи	kontynuacja	продължа	kontynuacja	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;FEM;SG
продължи	kontynuował	продължа	kontynuować	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
продължи	dalszy	продължа	daleki	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;CMPR;MASC;SG
цветове	barwy	цвят	barwa	N;INDF;MASC;PL	
цветове	kolor	цвят	kolor	N;INDF;MASC;PL	N;NOM;MASC;SG
цветове	barwa	цвят	barwa	N;INDF;MASC;PL	N;NOM;FEM;SG
цветове	koloru	цвят	kolor	N;INDF;MASC;PL	N;GEN;MASC;SG
цветове	barwy	цвят	barwa	N;INDF;MASC;PL	
цветове	kolor	цвят	kolor	N;INDF;MASC;PL	N;NOM;MASC;SG
цветове	barwa	цвят	barwa	N;INDF;MASC;PL	N;NOM;FEM;SG
цветове	kolorowy	цвят	kolorowy	N;INDF;MASC;PL	ADJ;NOM;MASC;SG
корнелий	cornelius	корнелий	cornelius	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
водите	wody	вода	woda	N;DEF;FEM;PL	N;GEN;FEM;SG
