lincoln	lincoln	lincoln	lincoln	PROPN	N;NOM;MASC;SG
madonna	madonna	madonna	madonen	PROPN	ADJ;NOM;FEM;SG
madonna	madona	madonna	madon	PROPN	N;NOM;MASC;SG
carrés	kvadratnih	carré	kvadraten	N;MASC;PL	ADJ;GEN;MASC;PL
carrés	kvadrat	carré	kvadrat	N;MASC;PL	N;NOM;MASC;SG
sommeil	zaspan	sommeil	zaspan	N;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
sommeil	zaspani	sommeil	zaspan	N;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
sommeil	spi	sommeil	spati	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
sommeil	spati	sommeil	spati	N;MASC;SG	V;IPFV;NFIN
sommeil	spi	sommeil	spati	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
digne	dostojanstveno	digne	dostojanstven	ADJ;MASC;SG	ADV
digne	vredni	digne	vreden	ADJ;MASC;SG	ADJ;NOM;MASC;PL
contenus	vsebnost	contenu	vsebnost	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
contenus	vsebina	contenu	vsebina	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
contenus	vsebine	contenu	vsebina	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;PL
contenus	vsebina	contenu	vsebina	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
contenus	vsebine	contenu	vsebina	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;PL
perdus	izgubljena	perdre	izgubljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
perdus	izgubljeni	perdre	izgubljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
perdus	izgubil	perdre	izgubiti	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
perdus	izgubljeno	perdre	izgubljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
perdus	izgubljen	perdre	izgubljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
consulat	konzulati	consulat	konzulat	N;MASC;SG	N;NOM;MASC;PL
schmidt	schmidt	schmidt	schmidt	PROPN	N;NOM;MASC;SG
indigènes	domačin	indigène	domačin	ADJ;MASC;PL	N;NOM;MASC;SG
indigènes	materni	indigène	materen	ADJ;MASC;PL	ADJ;NOM;DEF;MASC;SG
indigènes	domačini	indigène	domačin	ADJ;MASC;PL	N;NOM;MASC;PL
indigènes	domorodci	indigène	domorodec	ADJ;MASC;PL	N;NOM;MASC;PL
magnifique	prelepi	magnifique	prelep	ADJ;MASC;SG	N;NOM;FEM;SG
magnifique	prelepe	magnifique	prelep	ADJ;MASC;SG	N;NOM;FEM;PL
magnifique	lepi	magnifique	lep	ADJ;MASC;SG	ADJ;NOM;MASC;PL
magnifique	lepe	magnifique	lep	ADJ;MASC;SG	ADJ;NOM;FEM;PL
magnifique	veličastno	magnifique	veličasten	ADJ;MASC;SG	ADV
magnifique	lepotica	magnifique	lepotica	ADJ;MASC;SG	N;NOM;FEM;SG
classic	klasično	classic	klasičen	N;MASC;SG	ADV
classic	klasična	classic	klasičen	N;MASC;SG	ADJ;NOM;FEM;SG
classic	klasičen	classic	klasičen	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
classic	klasični	classic	klasičen	N;MASC;SG	ADJ;NOM;MASC;SG
chances	verjetnost	chance	verjetnost	N;FEM;PL	N;NOM;FEM;SG
hôpitaux	bolnišnica	hôpital	bolnišnica	N;MASC;PL	N;NOM;FEM;SG
hôpitaux	bolniška	hôpital	bolniški	N;MASC;PL	ADJ;NOM;FEM;SG
hôpitaux	bolnica	hôpital	bolnica	N;MASC;PL	N;NOM;FEM;SG
divinité	božanski	divinité	božanski	N;FEM;SG	ADJ;NOM;MASC;SG
confiée	zaupana	confier	zaupan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
amanda	amanda	amander	amanda	PROPN	PROPN;NOM;FEM;SG
démontrer	dokazovanje	démontrer	dokazovanje	V;NFIN	N;NOM;NEUT;SG
intellectuels	intelektualna	intellectuel	intelektualen	N;MASC;PL	ADJ;NOM;FEM;SG
intellectuels	intelektualne	intellectuel	intelektualen	N;MASC;PL	ADJ;NOM;FEM;PL
intellectuels	intelektualno	intellectuel	intelektualno	N;MASC;PL	ADJ;NOM;NEUT;SG
périodique	periodično	périodique	periodično	ADJ;MASC;SG	ADV
stevens	stevens	steven	stevens	PROPN	PROPN;NOM;MASC;SG
trilogie	trilogije	trilogie	trilogija	N;FEM;SG	N;NOM;FEM;PL
précieux	dragoceni	précieux	dragocen	ADJ;MASC;SG	ADJ;NOM;MASC;PL
précieux	dragocene	précieux	dragocen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
installent	namestitev	installer	namestitev	V;IND;PL;3;PRS;FIN	N;NOM;FEM;SG
installent	namesti	installer	namestiti	V;IND;PL;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
centenaire	stoletni	centenaire	stoleten	N;MASC;SG	ADJ;NOM;MASC;SG
donjon	ječe	donjon	ječa	N;MASC;SG	N;NOM;FEM;PL
croissant	raste	croissant	rasti	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
croissant	rastoče	croissant	rastoč	N;MASC;SG	
croissant	naraščajoče	croissant	naraščajoč	N;MASC;SG	ADJ;NOM;NEUT;PL;V.PTCP
animée	animirani	animer	animiran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
amant	amant	amant	amant	N;MASC;SG	
caps	ogrinjala	caps	ogrinjati	N;MASC;PL	V;IPFV;FEM;SG;V.PTCP
légal	zakonito	légal	zakonit	ADJ;MASC;SG	ADV
légal	pravne	légal	praven	ADJ;MASC;SG	ADJ;NOM;FEM;PL
batman	batman	batman	batman	PROPN	N;NOM;MASC;SG
carmen	carmen	carmen	carmen	PROPN	N;NOM;MASC;SG
carmen	karmen	carmen	karmen	PROPN	PROPN;NOM;FEM;SG
jungle	džungle	jungle	džungel	N;FEM;SG	N;NOM;FEM;PL
condamnation	prepričanja	condamnation	prepričanje	N;FEM;SG	N;NOM;NEUT;PL
condamnation	obsodbe	condamnation	obsodba	N;FEM;SG	N;NOM;FEM;PL
légitime	zakonito	légitime	zakonit	ADJ;MASC;SG	ADV
légitime	legitimno	légitime	legitimen	ADJ;MASC;SG	ADV
légitime	zakonito	légitime	zakonit	ADJ;MASC;SG	ADV
légitime	zakonita	légitime	zakoniti	ADJ;MASC;SG	V;PFV;IND;DU;3;PRS;FIN
légitime	legitimno	légitime	legitimen	ADJ;MASC;SG	ADV
lys	lilije	lys	lilija	N;MASC;SG	N;NOM;FEM;PL
lys	lily	lys	lily	N;MASC;SG	PROPN;NOM;FEM;SG
lys	lys	lys	lys	N;MASC;SG	PROPN;NOM;MASC;SG
rail	železniški	rail	železniški	N;MASC;SG	ADJ;NOM;MASC;SG
rail	tirnice	rail	tirnica	N;MASC;SG	N;NOM;FEM;PL
disparus	izginil	disparu	izginiti	ADJ;MASC;PL	V;PFV;MASC;SG;V.PTCP
disparus	izginila	disparu	izginiti	ADJ;MASC;PL	V;PFV;FEM;SG;V.PTCP
cou	vratove	cou	vratov	N;MASC;SG	N;ACC;MASC;PL
accidents	strmoglavi	accident	strmoglava	N;MASC;PL	N;NOM;FEM;SG
blois	blois	blois	blois	PROPN	N;NOM;MASC;SG
kazakhstan	kazahstan	kazakhstan	kazahstan	PROPN	N;NOM;MASC;SG
spectre	spektri	spectre	spekter	N;MASC;SG	N;NOM;MASC;PL
ajoutant	dodajanje	ajouter	dodajanje	V;PRS;V.PTCP	N;NOM;NEUT;SG
tag	označi	tag	označiti	N;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
profiter	uživanje	profiter	uživanje	V;NFIN	N;NOM;NEUT;SG
publicitaire	oglaševanje	publicitaire	oglaševanje	ADJ;MASC;SG	N;NOM;NEUT;SG
sandra	sandra	sandra	sandra	PROPN	N;NOM;FEM;SG
una	una	una	una	PROPN	N;NOM;FEM;SG
élémentaire	osnovni	élémentaire	osnoven	ADJ;MASC;SG	ADJ;NOM;MASC;PL
élémentaire	osnovni	élémentaire	osnoven	ADJ;MASC;SG	ADJ;NOM;MASC;PL
recrutement	zaposlovanja	recrutement	zaposlovanje	N;MASC;SG	N;NOM;NEUT;PL
rohan	rohan	rohan	rohan	PROPN	PROPN;NOM;MASC;SG
explorer	raziskovanju	explorer	raziskovanje	V;NFIN	N;DAT;NEUT;SG
explorer	raziskovanje	explorer	raziskovanje	V;NFIN	N;NOM;NEUT;SG
explorer	raziskovanje	explorer	raziskovanje	V;NFIN	N;NOM;NEUT;SG
explorer	raziskovalec	explorer	raziskovalec	V;NFIN	N;NOM;MASC;SG
partition	porazdelitveni	partition	porazdelitven	N;FEM;SG	ADJ;NOM;MASC;PL
considérant	upoštevajoč	considérer	upoštevajoč	V;PRS;V.PTCP	ADV;V.CVB
ana	ane	ana	an	PROPN	
ana	ano	ana	an	PROPN	N;ACC;FEM;SG
ana	ana	ana	an	PROPN	PROPN;NOM;FEM;SG
reconnus	priznani	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
reconnus	priznan	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reconnus	priznana	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reconnus	priznano	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
reconnus	priznane	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
reconnus	priznana	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reconnus	priznan	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reconnus	priznan	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reconnus	prepoznal	reconnaître	prepoznati	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
reconnus	priznana	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reconnus	priznano	reconnaître	priznan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
plastiques	plastika	plastique	plastika	ADJ;MASC;PL	N;NOM;FEM;SG
plastiques	plastike	plastique	plastika	ADJ;MASC;PL	N;NOM;FEM;PL
plastiques	plastiko	plastique	plastika	ADJ;MASC;PL	N;ACC;FEM;SG
plastiques	plastika	plastique	plastika	ADJ;MASC;PL	N;NOM;FEM;SG
plastiques	plastično	plastique	plastično	ADJ;MASC;PL	ADV
plastiques	plastična	plastique	plastičen	ADJ;MASC;PL	ADJ;NOM;FEM;SG
violation	kršitve	violation	kršitev	N;FEM;SG	N;NOM;FEM;PL
violation	kršitve	violation	kršitev	N;FEM;SG	N;NOM;FEM;PL
conservateurs	konzervativne	conservateur	konzervativen	N;MASC;PL	ADJ;NOM;FEM;PL
plats	ravna	plat	raven	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
plats	stanovanje	plat	stanovanje	N;MASC;PL	N;NOM;NEUT;SG
plats	posodo	plat	posoda	N;MASC;PL	N;ACC;FEM;SG
plats	posoda	plat	posoda	N;MASC;PL	N;NOM;FEM;SG
neuchâtel	neuchâtel	neuchâtel	neuchâtel	PROPN	PROPN;NOM;MASC;SG
cameron	cameron	cameron	cameron	PROPN	N;NOM;MASC;SG
amédée	amédée	améder	amedha	N;MASC;SG	
gène	gene	gène	gen	N;MASC;SG	N;NOM;MASC;PL
formés	oblikovane	former	oblikovan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
formés	oblikovani	former	oblikovan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
formés	treniral	former	trenirati	V;MASC;PL;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
formés	izurjena	former	izurjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
formés	izurjen	former	izurjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
formés	usposobljeno	former	usposobljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
formés	izurjeni	former	izurjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
formés	usposobljeni	former	usposobljen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
cfa	cfa	cfa	cfa	N;MASC;SG	PROPN;NOM;MASC;SG
deutsche	deutsche	deutsche	deutsch	PROPN	PROPN;NOM;MASC;SG
anarchiste	anarhisti	anarchiste	anarhist	ADJ;MASC;SG	N;NOM;MASC;PL
anarchiste	anarhist	anarchiste	anarhist	ADJ;MASC;SG	N;NOM;MASC;SG
indo	inda	indo	inda	PROPN	N;NOM;MASC;SG
graphiques	grafe	graphique	grafa	ADJ;MASC;PL	N;NOM;FEM;PL
graphiques	grafični	graphique	grafičen	ADJ;MASC;PL	ADJ;NOM;MASC;SG
graphiques	grafično	graphique	grafičen	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
graphiques	grafike	graphique	grafika	ADJ;MASC;PL	N;NOM;FEM;PL
monique	monique	monique	monique	ADJ;FEM;SG	N;NOM;MASC;SG
parallèles	vzporedno	parallèle	vzporedno	ADJ;MASC;PL	ADV
parallèles	vzporedni	parallèle	vzporeden	ADJ;MASC;PL	ADJ;NOM;MASC;SG
parallèles	vzporedna	parallèle	vzporeden	ADJ;MASC;PL	ADJ;NOM;FEM;SG
parallèles	vzporednice	parallèle	vzporednica	ADJ;MASC;PL	N;NOM;FEM;PL
accusations	obtožba	accusation	obtožba	N;FEM;PL	N;NOM;FEM;SG
apporté	pripeljan	apporter	pripeljan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
négatif	negativno	négatif	negativen	ADJ;MASC;SG	ADV
juger	judge	juger	judgo	V;NFIN	
juger	sodnik	juger	sodnik	V;NFIN	N;NOM;MASC;SG
juger	sodnica	juger	sodnica	V;NFIN	N;NOM;FEM;SG
résidents	prebivalec	résident	prebivalec	N;MASC;PL	N;NOM;MASC;SG
toiles	platna	toile	platno	N;FEM;PL	N;NOM;NEUT;SG
toiles	platno	toile	platno	N;FEM;PL	N;NOM;NEUT;SG
martínez	martinez	martíne	martinez	PROPN	N;NOM;MASC;SG
martínez	martínez	martíne	martínez	PROPN	N;NOM;MASC;SG
albanie	albanije	albanie	albanija	N;FEM;SG	N;NOM;FEM;PL
thé	tea	thé	tea	N;MASC;SG	
unit	enota	unir	enota	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
enregistrés	posnet	enregistrer	posnet	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enregistrés	posneto	enregistrer	posnet	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrés	zabeleži	enregistrer	zabelež	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
enregistrés	zabeleženo	enregistrer	zabeležen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrés	registrirana	enregistrer	registriran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
enregistrés	registrirano	enregistrer	registrirano	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrés	registrirani	enregistrer	registriran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
enregistrés	registriran	enregistrer	registriran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enregistrés	rešen	enregistrer	rešen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
enregistrés	rešeno	enregistrer	rešen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrés	shranjeno	enregistrer	shranjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
enregistrés	rešena	enregistrer	rešen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
enregistrés	shranjena	enregistrer	shranjen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
connexion	poveži	connexion	povežiti	N;FEM;SG	V;PFV;IND;SG;2;PRS;FIN
briques	opeka	brique	opeka	N;FEM;PL	N;NOM;FEM;SG
briques	brick	brique	brick	N;FEM;PL	
briques	opeka	brique	opeka	N;FEM;PL	N;NOM;FEM;SG
briques	opeko	brique	opeka	N;FEM;PL	N;ACC;FEM;SG
distribué	razdeljen	distribuer	razdeljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
distribué	razdeljeni	distribuer	razdeljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
brothers	brate	brother	brat	PROPN	N;ACC;MASC;PL
brothers	bratje	brother	bratje	PROPN	N;NOM;MASC;PL
brothers	bratov	brother	brat	PROPN	N;GEN;MASC;PL
brothers	brata	brother	brat	PROPN	N;NOM;MASC;DU
sul	sul	sul	sul	PROPN	PROPN;NOM;MASC;SG
partisan	partizan	partisan	partizan	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
partisan	zagovornik	partisan	zagovornik	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
dumas	dumas	duma	dumas	PROPN	N;NOM;MASC;SG
confié	zaupana	confier	zaupan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
boutique	prodajalna	boutique	prodajalna	N;FEM;SG	ADJ;NOM;FEM;SG
boutique	prodajalna	boutique	prodajalna	N;FEM;SG	ADJ;NOM;FEM;SG
knight	vitez	knight	vitez	PROPN	N;NOM;MASC;SG
suspendu	opustitev	suspendre	opustitev	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
suspendu	suspenzija	suspendre	suspenzija	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
suspendu	prekinitev	suspendre	prekinitev	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
suspendu	prekinjeno	suspendre	prekinjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
suspendu	prekinjena	suspendre	prekinjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
felix	felix	felix	felen	PROPN	N;NOM;MASC;SG
under	pod	under	pod	PROPN	
diffuse	razpršenih	diffuser	razpršen	V;IND;SG;3;PRS;FIN	ADJ;GEN;MASC;PL;V.PTCP
homonyme	soimenjak	homonyme	soimenjak	ADJ;MASC;SG	N;NOM;MASC;SG
castro	castra	castro	castra	PROPN	N;NOM;MASC;SG
castro	castro	castro	castro	PROPN	N;NOM;MASC;SG
inventé	izumili	inventer	izumiti	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
sidney	sidney	sidney	sidney	PROPN	ADJ;NOM;DEF;MASC;SG
aveugle	slepe	aveugle	slep	ADJ;MASC;SG	ADJ;NOM;FEM;PL
aveugle	slepi	aveugle	slep	ADJ;MASC;SG	ADJ;NOM;MASC;PL
vies	živi	vie	živeti	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
vies	življenja	vie	življenje	N;FEM;PL	N;GEN;NEUT;SG
roulant	rolling	roulant	rolling	V;PRS;V.PTCP	N;NOM;MASC;SG
roulant	valjanje	roulant	valjanje	V;PRS;V.PTCP	N;NOM;NEUT;SG
scalemajor	scalemajor	scalemajor	scalemajor	PROPN	N;NOM;MASC;SG
timeaxis	timeaxis	timeaxis	timeaxis	PROPN	N;NOM;MASC;SG
réunions	sej	réunion	seja	N;FEM;PL	
nbc	nbc	nbc	nbce	PROPN	PROPN;NOM;MASC;SG
butler	butler	butler	butler	PROPN	N;NOM;MASC;SG
butler	služabnik	butler	služabnik	PROPN	N;NOM;MASC;SG
tissus	tkanino	tissu	tkanina	N;MASC;PL	N;ACC;FEM;SG
spencer	spencer	spencer	spencer	PROPN	N;NOM;MASC;SG
dépasser	prehitevanje	dépasser	prehitevanje	V;NFIN	N;NOM;NEUT;SG
connecticut	connecticut	connecticut	connecticut	PROPN	PROPN;NOM;MASC;SG
connecticut	connecticutu	connecticut	connecticut	PROPN	PROPN;DAT;MASC;SG
afficher	prikaži	afficher	prikažati	V;NFIN	
afficher	prikaz	afficher	prikaz	V;NFIN	N;NOM;MASC;SG
afficher	ogled	afficher	ogled	V;NFIN	N;NOM;MASC;SG
afficher	razgled	afficher	razgled	V;NFIN	N;NOM;MASC;SG
afficher	pogled	afficher	pogled	V;NFIN	N;NOM;MASC;SG
dominante	prevladujoči	dominant	prevladujoč	ADJ;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
dominante	prevladujoče	dominant	prevladujoč	ADJ;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
dominante	prevladuje	dominant	prevladovati	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
dominante	prevlado	dominant	prevlada	ADJ;FEM;SG	N;ACC;FEM;SG
dominante	prevlada	dominant	prevladati	ADJ;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
sélectionnés	izbrano	sélectionner	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sélectionnés	izbranih	sélectionner	izbran	V;MASC;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
sélectionnés	izbrani	sélectionner	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
sélectionnés	izbrane	sélectionner	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
sélectionnés	izbrana	sélectionner	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
sélectionnés	izbran	sélectionner	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
pensez	misli	penser	misliti	V;IMP;PL;2;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
forcé	prisiljeni	forcer	prisiljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
forcé	prisiljen	forcer	prisiljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
forcé	prisiljena	forcer	prisiljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
forcé	prisilno	forcer	prisilno	V;MASC;SG;PST;V.PTCP	ADV
zur	zur	zur	zur	PROPN	
récolte	pridelki	récolte	pridelek	N;FEM;SG	N;NOM;MASC;PL
gustav	gustav	gustav	gustava	PROPN	N;NOM;MASC;SG
attaqué	napaden	attaquer	napaden	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
attaqué	napadeni	attaquer	napaden	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
attaqué	napadena	attaquer	napaden	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
attaqué	napadli	attaquer	napasti	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
oregon	oregon	oregon	oregon	PROPN	PROPN;NOM;MASC;SG
apprécié	všeč	apprécier	všeč	V;MASC;SG;PST;V.PTCP	ADV
apprécié	cenjena	apprécier	cenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
apprécié	cenjen	apprécier	cenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
apprécié	cenjene	apprécier	cenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
apprécié	cenjeni	apprécier	cenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
apprécié	cenjeni	apprécier	cenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
apprécié	cenjena	apprécier	cenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
apprécié	uživali	apprécier	uživati	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
cape	cape	cape	capa	N;FEM;SG	PROPN;NOM;MASC;SG
diff	diff	diff	diff		
infos	info	info	info	N;FEM;PL	N;NOM;MASC;SG
infos	obveščanje	info	obveščanje	N;FEM;PL	N;NOM;NEUT;SG
infos	informacija	info	informacija	N;FEM;PL	N;NOM;FEM;SG
infos	podatek	info	podatek	N;FEM;PL	N;NOM;MASC;SG
artificielle	umetne	artificiel	umeten	ADJ;FEM;SG	ADJ;NOM;FEM;PL
artificielle	umetno	artificiel	umeten	ADJ;FEM;SG	ADV
jésuite	jezuiti	jésuite	jezuiti	N;MASC;SG	N;NOM;MASC;PL
voyageur	potniški	voyageur	potniški	N;MASC;SG	ADJ;NOM;MASC;SG
traitements	zdravljenja	traitement	zdravljenje	N;MASC;PL	N;GEN;NEUT;SG
leslie	leslie	leqlie	leslet	PROPN	PROPN;NOM;MASC;SG
serpents	kača	serpent	kača	N;MASC;PL	N;NOM;FEM;SG
serpents	kačo	serpent	kača	N;MASC;PL	N;ACC;FEM;SG
cuir	usnje	cuir	usnji	N;MASC;SG	
reporter	novinarka	reporter	novinarka	V;NFIN	N;NOM;FEM;SG
reporter	poročevalec	reporter	poročevalec	V;NFIN	N;NOM;MASC;SG
reporter	poročevalka	reporter	poročevalka	V;NFIN	N;NOM;FEM;SG
reporter	novinar	reporter	novinar	V;NFIN	N;NOM;MASC;SG
imagesize	imagesize	imagesize	imagesiza	PROPN	
utah	utah	utah	uta	PROPN	PROPN;NOM;MASC;SG
condamnés	obsojena	condamner	obsojen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
condamnés	obsojeni	condamner	obsojen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
condamnés	obsojen	condamner	obsojen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
condamnés	obsojeni	condamner	obsojen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
condamnés	obsojen	condamner	obsojen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
condamnés	obsojena	condamner	obsojen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
condamnés	obsojeni	condamner	obsojen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
condamnés	obsodil	condamner	obsoditi	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
condamnés	obsojen	condamner	obsojen	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
cacher	skrivanje	cacher	skrivanje	V;NFIN	N;NOM;NEUT;SG
neuilly	neuilly	neuilly	neuilly	PROPN	PROPN;NOM;MASC;SG
intrigue	spletke	intrigue	spletek	N;FEM;SG	N;ACC;MASC;PL
plotarea	plotarea	plotarea	plotarea	PROPN	N;NOM;MASC;SG
kentucky	kentucky	kentucky	kentucky	PROPN	N;NOM;MASC;SG
schneider	schneider	schneider	schneider	PROPN	N;NOM;MASC;SG
