להינשא	căsători	ננשא	căsător	V;NFIN;MID	
אפריקני	africani	אפריקני	african	PROPN	ADJ;INDF;MASC;PL
אפריקני	africană	אפריקני	african	PROPN	ADJ;INDF;FEM;SG
אפריקני	africane	אפריקני	african	PROPN	ADJ;INDF;FEM;PL
אפריקני	african	אפריקני	african	PROPN	ADJ;INDF;MASC;SG
הגירוש	deportări	הגירוש	deportare	PROPN	N;INDF;FEM;PL
דלה	della	דל	della	PROPN	PROPN
שודדי	raiders	שודד	raiders	PROPN	PROPN
שודדי	jefuitori	שודד	jefuitor	PROPN	ADJ;INDF;MASC;PL
אוסטרלים	australieni	אוסטרל	australian	N;MASC;PL	ADJ;INDF;MASC;PL
שוחט	măcelar	שוחט	măcelar	PROPN	N;INDF;MASC;SG
הרצף	continuum	הרצף	continuu	PROPN	N;INDF;MASC;SG
רוזה	rosa	רוזה	rosa	PROPN	N;DEF;FEM;SG
רוזה	rosé	רוזה	rosé	PROPN	N;INDF;MASC;SG
הפסנתר	pian	הפסנתר	pian	V;SG;1;PST;ACT	N;INDF;MASC;SG
הפסנתר	pianul	הפסנתר	pian	V;SG;1;PST;ACT	N;DEF;MASC;SG
הקמפיין	campanie	הקמפיין	campanie	PROPN	N;INDF;FEM;SG
הקמפיין	campaniei	הקמפיין	campanie	PROPN	N;DEF;FEM;SG
הקמפיין	campania	הקמפיין	campanie	PROPN	N;DEF;FEM;SG
להירשם	registru	נרשם	registru	V;NFIN;MID	N;INDF;MASC;SG
להירשם	inregistrare	נרשם	inregistrare	V;NFIN;MID	N;INDF;FEM;SG
עצר	oprit	עצר	opri	N;MASC;SG	ADJ;INDF;MASC;SG
נכשלה	eșec	נכשל	eșec	V;FEM;SG;3;PST;MID	N;INDF;MASC;SG
הצביע	votat	הצביע	vota	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הצביע	votată	הצביע	vota	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
רומנטית	romantica	רומנטי	romantică	N	ADJ;DEF;FEM;SG
רומנטית	romantice	רומנטי	romantic	N	ADJ;INDF;FEM;PL
רומנטית	romantic	רומנטי	romantic	N	ADJ;INDF;MASC;SG
רומנטית	romantică	רומנטי	romantic	N	ADJ;INDF;FEM;SG
תו	nota	תו	notă		N;DEF;FEM;SG
תו	notă	תו	notă		N;INDF;FEM;SG
תו	personaj	תו	personaj		N;INDF;MASC;SG
תו	caracterul	תו	caracter		N;DEF;MASC;SG
תו	caracter	תו	caracter		N;INDF;MASC;SG
ברונו	bruno	רן	brun	PROPN	PROPN
אדגר	edgar	אדגר	edgar	PROPN	PROPN
סידן	calciu	סידן	calciu	PROPN	N;INDF;MASC;SG
עוצב	proiectat	עוצב	proiecta	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
עוצב	proiectată	עוצב	proiecta	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;SG
עוצב	conceput	עוצב	conceput	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
עוצב	proiectate	עוצב	proiecta	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
עוצב	concepute	עוצב	conceput	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
שפיגל	spiegel	שפיגל	spiegel	PROPN	N;INDF;MASC;SG
צעירות	tânără	צעיר	tânăr	N;FEM;PL	ADJ;INDF;FEM;SG
צעירות	tânăr	צעיר	tânăr	N;FEM;PL	ADJ;INDF;MASC;SG
צעירות	tinere	צעיר	tânăr	N;FEM;PL	ADJ;INDF;FEM;PL
צעירות	young	צעיר	young	N;FEM;PL	PROPN
זורמים	curge	זרם	curge	V;MASC;PL;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מושלמת	perfect	הושלם	perfect	V;FEM;SG;V.PTCP;PASS	ADV
מושלמת	perfecte	הושלם	perfect	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מושלמת	perfecta	הושלם	perfecta	V;FEM;SG;V.PTCP;PASS	
מושלמת	perfectă	הושלם	perfect	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
ידעה	știa	דעה	ști	V;FEM;SG;3;PST	V;IND;SG;3;IPFV;FIN
ידעה	știut	דעה	ști	V;FEM;SG;3;PST	ADJ;INDF;MASC;SG
ידעה	știam	דעה	ști	V;FEM;SG;3;PST	V;IND;1;IPFV;FIN
לוקחת	luarea	לקח	luare	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
יומני	jurnalul	יומני	jurnal	PROPN	N;DEF;MASC;SG
יומני	jurnal	יומני	jurnal	PROPN	N;INDF;MASC;SG
עמוקים	adanc	עמוק	adanc	ADJ;MASC;PL	
עמוקים	profund	עמוק	profund	ADJ;MASC;PL	ADV
עמוקים	adâncă	עמוק	adânc	ADJ;MASC;PL	ADJ;INDF;FEM;SG
עמוקים	adânc	עמוק	adânc	ADJ;MASC;PL	ADV
ספורטאי	sportiv	ספורטאי	sportiv	N;MASC;SG	ADJ;INDF;MASC;SG
ספורטאי	jock	ספורטאי	jock	N;MASC;SG	PROPN
ספין	învârte	ספין	învârti	PROPN	V;IND;SG;3;PRS;FIN
ספין	rotire	ספין	rotire	PROPN	N;INDF;FEM;SG
ספין	spin	ספין	spin	PROPN	N;INDF;MASC;SG
כחולה	albastră	כחול	albastru	ADV	ADJ;INDF;FEM;SG
כחולה	albastru	כחול	albastru	ADV	ADJ;INDF;MASC;SG
ליפה	lippe	ליפה	lippe	PROPN	PROPN
לירי	leary	לירי	leary		PROPN
לירי	liric	לירי	liric		ADJ;INDF;MASC;SG
שניתנו	dat	שניתנו	dat		ADJ;INDF;MASC;SG
שניתנו	prestat	שניתנו	presta		ADJ;INDF;MASC;SG
שניתנו	prestate	שניתנו	presta		ADJ;INDF;FEM;PL
גרייס	har	גרייס	har	PROPN	N;INDF;MASC;SG
גרייס	harul	גרייס	har	PROPN	N;DEF;MASC;SG
גרייס	grace	גרייס	grac	PROPN	PROPN
גרייס	grație	גרייס	grație	PROPN	N;INDF;FEM;SG
ההתחלה	început	ההתחלה	început	V;FEM;SG;3;PST	N;INDF;MASC;SG
מיושב	locuită	מיושב	locuită	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מיושב	locuit	מיושב	locui	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מיושב	locuite	מיושב	locui	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מיושב	populată	מיושב	populat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מיושב	populate	מיושב	populat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מיושב	populat	מיושב	popula	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מונד	monde	מונד	monde	PROPN	N;INDF;MASC;SG
ירוקה	verzi	ירוקה	verde	ADJ;FEM;SG	ADJ;INDF;PL
ירוקה	verde	ירוקה	verde	ADJ;FEM;SG	
ירוקה	green	ירוקה	green	ADJ;FEM;SG	N;INDF;MASC;SG
נאצי	nazist	נאצי	nazist	PROPN	N;INDF;MASC;SG
נאצי	nazistă	נאצי	nazist	PROPN	N;INDF;FEM;SG
קראוס	krauss	קראוס	krauss	PROPN	PROPN
קראוס	krause	קראוס	kraus	PROPN	N;INDF;MASC;SG
קראוס	kraus	קראוס	kraus	PROPN	N;INDF;MASC;SG
לחלץ	extragere	חילץ	extragere	V;NFIN;ACT	N;INDF;FEM;SG
לחלץ	extras	חילץ	extras	V;NFIN;ACT	ADJ;INDF;MASC;SG
לחלץ	extract	חילץ	extract	V;NFIN;ACT	N;INDF;MASC;SG
הופסק	întrerupt	הופסק	întrerupt	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
מסוכנים	periculoasa	מסוכן	periculos	ADJ;MASC;PL	ADJ;DEF;FEM;SG
מסוכנים	periculoasă	מסוכן	periculos	ADJ;MASC;PL	ADJ;INDF;FEM;SG
מסוכנים	periculos	מסוכן	periculos	ADJ;MASC;PL	ADJ;INDF;MASC;SG
ציפי	tzipi	ציפי	tzip	PROPN	
עתידי	viitorul	עתידי	viitor	ADJ;MASC;SG	N;DEF;MASC;SG
עתידי	viitor	עתידי	viitor	ADJ;MASC;SG	N;INDF;MASC;SG
קנט	kent	קנט	kent	PROPN	N;INDF;MASC;SG
ימני	dreapta	ימני	dreaptă	ADJ;MASC;SG	N;DEF;FEM;SG
ימני	corect	ימני	corect	ADJ;MASC;SG	ADV
מיג	mig	מיג	mig	PROPN	N;INDF;MASC;SG
הרצוי	dorită	הרצוי	dorit	PROPN	ADJ;INDF;FEM;SG
הרצוי	dorit	הרצוי	dorit	PROPN	ADJ;INDF;MASC;SG
הרצוי	dorita	הרצוי	dorita	PROPN	
הרצוי	dorite	הרצוי	dorit	PROPN	ADJ;INDF;FEM;PL
סלובניה	slovenia	סלובניה	slovenie	PROPN	PROPN
בלפור	balfour	בלפור	balfour	PROPN	PROPN
להיטים	lovește	היט	lovi	N;MASC;PL	V;IND;SG;3;PRS;FIN
ברוקלין	brooklyn	ברוקלין	brooklyn	PROPN	PROPN
האשים	acuzat	האשים	acuza	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
האשים	acuzată	האשים	acuza	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
האשים	învinuit	האשים	învinui	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
מיגל	miguel	מיגל	miguel	PROPN	PROPN
לסקר	lasker	סיקר	lasker	V;NFIN;ACT	N;INDF;MASC;SG
וויליאם	william	ויליאם	william	PROPN	PROPN
וויליאם	wilhelm	ויליאם	wilhelm	PROPN	PROPN
יואן	yuan	יואן	yuan	PROPN	PROPN
כת	cult	כת	cult		N;INDF;MASC;SG
כת	cultul	כת	cult		N;DEF;MASC;SG
כת	sectă	כת	sectă		N;INDF;FEM;SG
שמיים	cer	שמיים	cere	N	V;IND;SG;3;PRS;FIN
וולפגנג	wolfgang	וולפגנג	wolfgang	PROPN	PROPN
שרמן	sherman	שרמן	sherman	PROPN	PROPN
משולבים	combinat	שולב	combina	V;MASC;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
משולבים	combinată	שולב	combinat	V;MASC;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
משולבים	combinate	שולב	combina	V;MASC;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
איגור	igor	איגור	igor	PROPN	PROPN
ראול	raoul	ראול	rao	PROPN	N;DEF;MASC;SG
ראול	raul	ראול	raul	PROPN	N;DEF;MASC;SG
ראול	raúl	ראול	raúl	PROPN	PROPN
סויוז	soyuz	סויוז	soyuz	PROPN	
מיה	mia	מיה	mi	PROPN	
נכנע	predat	נכנע	preda	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נכנע	randamentul	נכנע	randament	V;MASC;SG;3;PST;MID	N;DEF;MASC;SG
נכנע	randament	נכנע	randament	V;MASC;SG;3;PST;MID	N;INDF;MASC;SG
שחיינים	înotători	שחיין	înotător	N;MASC;PL	ADJ;INDF;MASC;PL
החלום	visul	החלום	vis	PROPN	N;DEF;MASC;SG
החלום	vis	החלום	vis	PROPN	N;INDF;MASC;SG
החלום	visează	החלום	visa	PROPN	V;IND;3;PRS;FIN
החלום	viseaza	החלום	visează	PROPN	V;IND;SG;3;IPFV;FIN
קוב	cobb	קוב	cobb	PROPN	N;INDF;MASC;SG
התבוסה	înfrângere	התבוסה	înfrângere	V;FEM;SG;3;PST	N;INDF;FEM;SG
התבוסה	înfrângerea	התבוסה	înfrângere	V;FEM;SG;3;PST	N;DEF;FEM;SG
בהתנדבות	voluntariat	בהתנדבות	voluntariat	ADV	N;INDF;MASC;SG
בהתנדבות	voluntare	בהתנדבות	voluntar	ADV	ADJ;INDF;FEM;PL
בהתנדבות	voluntară	בהתנדבות	voluntar	ADV	ADJ;INDF;FEM;SG
בהתנדבות	voluntar	בהתנדבות	voluntar	ADV	ADJ;INDF;MASC;SG
מפורש	explicite	מפורש	explicit	ADJ;MASC;SG	ADJ;INDF;FEM;PL
מפורש	explicit	מפורש	explicit	ADJ;MASC;SG	ADV
גולגולת	craniu	גולגולת	craniu	PROPN	N;INDF;MASC;SG
גולגולת	craniu	גולגולת	craniu	PROPN	N;INDF;MASC;SG
גולגולת	skull	גולגולת	skull	PROPN	N;INDF;MASC;SG
גולגולת	craniul	גולגולת	craniu	PROPN	N;DEF;MASC;SG
אופיינית	tipic	אופייני	tipic	ADJ;FEM;SG	ADV
אופיינית	tipice	אופייני	tipic	ADJ;FEM;SG	ADJ;INDF;FEM;PL
מוטל	motel	הוטל	motel	V;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
מוטל	motelul	הוטל	motel	V;MASC;SG;V.PTCP;PASS	N;DEF;MASC;SG
הולנדית	olandeză	הולנדי	olandez	PROPN	ADJ;INDF;FEM;SG
הולנדית	olandezi	הולנדי	olandez	PROPN	ADJ;INDF;MASC;PL
הולנדית	olandez	הולנדי	olandez	PROPN	ADJ;INDF;MASC;SG
הולנדית	dutch	הולנדי	dutch	PROPN	N;INDF;MASC;SG
מלצר	ospătar	מלצר	ospătar	PROPN	N;INDF;MASC;SG
מלצר	chelner	מלצר	chelner	PROPN	N;INDF;MASC;SG
מנות	vesela	מנה	vesel	N;FEM;PL	ADJ;DEF;FEM;SG
הבעלות	proprietate	הבעלה	proprietate	N;FEM;PL	N;INDF;FEM;SG
הבעלות	proprietatea	הבעלה	proprietate	N;FEM;PL	N;DEF;FEM;SG
קירוב	kirov	קירוב	kirov	N;MASC;SG	PROPN
פרוסט	proust	פרוסט	proust	PROPN	N;INDF;MASC;SG
פרוסט	frost	פרוסט	frost	PROPN	N;INDF;MASC;SG
פטיש	ciocanul	פטיש	ciocan		N;DEF;MASC;SG
פטיש	ciocan	פטיש	ciocan		N;INDF;MASC;SG
פטיש	hammer	פטיש	hammer		N;INDF;MASC;SG
עורק	artera	עורק	arteră		N;DEF;FEM;SG
עורק	arteră	עורק	arteră		N;INDF;FEM;SG
עורק	arterele	עורק	arteră		N;DEF;FEM;PL
עורק	artere	עורק	arteră		N;INDF;FEM;PL
אלימה	violent	אלים	violent	N;FEM;SG	ADJ;INDF;MASC;SG
אלימה	violentă	אלים	violentă	N;FEM;SG	ADJ;INDF;FEM;SG
אלימה	violente	אלים	violent	N;FEM;SG	ADJ;INDF;FEM;PL
מעריך	apreciez	העריך	aprecia	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
מעריך	aprecia	העריך	aprecia	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מעריך	apreciază	העריך	aprecia	V;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
מעריך	apreciem	העריך	aprecie	V;MASC;SG;V.PTCP;ACT	V;IND;PL;1;PRS;FIN
משמעותיות	semnificativ	משמעותי	semnificativ	ADJ;FEM;PL	ADV
משמעותיות	semnificativă	משמעותי	semnificativ	ADJ;FEM;PL	ADJ;INDF;FEM;SG
משמעותיות	semnificativ	משמעותי	semnificativ	ADJ;FEM;PL	ADV
מכריז	anunță	הכריז	anunța	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
מכריז	declara	הכריז	declara	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
מכריז	declară	הכריז	declara	V;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
מכריז	declar	הכריז	declar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
הקוסם	vrăjitorul	הקוסם	vrăjitor	PROPN	N;DEF;MASC;SG
הקוסם	vrăjitor	הקוסם	vrăjitor	PROPN	N;INDF;MASC;SG
בקפריסין	ciprul	בקפריסין	cipru	PROPN	N;DEF;MASC;SG
בקפריסין	cipru	בקפריסין	cipru	PROPN	PROPN
נטלי	natalie	נטלי	natalie	PROPN	N;INDF;FEM;SG
נטלי	nathalie	נטלי	nathalie	PROPN	PROPN
מיומנויות	skills	מיומנות	skills	N;FEM;PL	N;INDF;MASC;SG
מייד	imediat	מייד	imediat		ADV
טרנסילבניה	transilvania	טרנסילבניה	transilvania	PROPN	PROPN
מפתחות	keys	מפתח	keys	N;MASC;PL	PROPN
צב	turtle	צב	turtlu		N;INDF;MASC;SG
טד	tad	טד	tădea	PROPN	PROPN
טד	ted	טד	ted	PROPN	PROPN
סולימאן	suleiman	סולימאן	suleiman	PROPN	N;INDF;MASC;SG
סולימאן	souleymane	סולימאן	souleyman	PROPN	N;INDF;FEM;PL
אליסון	allison	אליסון	allison	PROPN	PROPN
אליסון	alison	אליסון	alison	PROPN	PROPN
מחויב	legată	מחויב	lega	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מחויב	legat	מחויב	lega	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מחויב	comis	מחויב	comite	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מחויב	comise	מחויב	comite	V;MASC;SG;V.PTCP;PASS	V;IND;PL;3;PST;FIN
סטארק	starck	סטארק	starck	PROPN	
סטארק	stark	סטארק	stark	PROPN	PROPN
לינוקס	linux	לינוקס	linux	PROPN	N;INDF;MASC;SG
בזל	basel	בזל	basel	PROPN	PROPN
מתנות	prezinta	מתנה	prezent	N;FEM;PL	V;IND;SG;3;IPFV;FIN
מודול	modul	מודול	mod	PROPN	N;DEF;MASC;SG
מודול	modulul	מודול	modul	PROPN	N;DEF;MASC;SG
המלצה	recomandat	המלצה	recomandat	N;FEM;SG	ADJ;INDF;MASC;SG
המלצה	recomandate	המלצה	recomandat	N;FEM;SG	ADJ;INDF;FEM;PL
המלצה	recomandată	המלצה	recomandat	N;FEM;SG	ADJ;INDF;FEM;SG
המלצה	recomandări	המלצה	recomandare	N;FEM;SG	N;INDF;FEM;PL
עיצב	proiectat	עיצב	proiecta	PROPN	ADJ;INDF;MASC;SG
עיצב	proiectată	עיצב	proiecta	PROPN	ADJ;INDF;FEM;SG
עיצב	conceput	עיצב	conceput	PROPN	ADJ;INDF;MASC;SG
עיצב	proiectate	עיצב	proiecta	PROPN	ADJ;INDF;FEM;PL
עיצב	concepute	עיצב	conceput	PROPN	ADJ;INDF;FEM;PL
מילולי	verbale	מילולי	verbal	ADJ;MASC;SG	ADJ;INDF;FEM;PL
מפרק	comune	מפרק	comun	PROPN	ADJ;INDF;FEM;PL
מפרק	joint	מפרק	joint	PROPN	N;INDF;MASC;SG
נתנאל	nathaniel	נתנאל	nathaniel	PROPN	PROPN
המגזר	sector	המגזר	sector	ADV	N;INDF;MASC;SG
המגזר	sectorul	המגזר	sector	ADV	N;DEF;MASC;SG
סון	soare	סון	soare	PROPN	N;INDF;MASC;SG
סון	soarele	סון	soare	PROPN	N;DEF;MASC;SG
סון	sun	סון	sun	PROPN	
קאופמן	kaufman	קאופמן	kaufman	PROPN	PROPN
קאופמן	kauffman	קאופמן	kauffman	PROPN	
הנוסע	pasageri	הנוסע	pasager	PROPN	N;INDF;MASC;PL
הנוסע	pasager	הנוסע	pasager	PROPN	N;INDF;MASC;SG
הנוסע	pasagerul	הנוסע	pasager	PROPN	N;DEF;MASC;SG
רובר	rover	רובר	rover	PROPN	N;INDF;MASC;SG
הקבינט	dulap	הקבינט	dulap	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
הקבינט	cabinetul	הקבינט	cabinet	V;MASC;SG;3;PST;ACT	N;DEF;MASC;SG
הקבינט	cabinet	הקבינט	cabinet	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
רך	moi	רך	moale	ADJ;MASC;SG	ADJ;INDF;PL
רך	moale	רך	moale	ADJ;MASC;SG	
סטן	stan	סטן	stan	PROPN	PROPN
הגבורה	eroismul	הגבורה	eroism	PROPN	N;DEF;MASC;SG
הגבורה	eroism	הגבורה	eroism	PROPN	N;INDF;MASC;SG
לסבול	suferi	סבל	suferi	V;NFIN;ACT	
נאצר	nasser	נאצר	nasser	PROPN	PROPN
ונוס	venus	ונוס	venu	PROPN	N;INDF;MASC;SG
רגיש	sensibile	רגיש	sensibil	ADJ;MASC;SG	ADJ;INDF;FEM;PL
ראס	russ	ראס	russ	PROPN	PROPN
ראס	ras	ראס	rade	PROPN	
ראס	rus	ראס	rus	PROPN	ADJ;INDF;MASC;SG
מדגיש	repere	הדגיש	repere	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;PL
מדגיש	subliniază	הדגיש	sublinia	V;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
עליות	ups	עלייה	ups	N;FEM;PL	N;INDF;MASC;SG
ריטה	rita	ריטה	rita	PROPN	N;DEF;FEM;SG
הצבת	plasarea	הצבה	plasare	N;PSSD;FEM;SG	N;DEF;FEM;SG
מגיש	ulcior	הגיש	ulcior	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מגיש	aruncător	הגיש	aruncător	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מגיש	prezentator	הגיש	prezentator	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מגיש	prezentatoare	הגיש	prezentatoare	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM
נזירים	călugării	נזיר	călugare	N;MASC;PL	N;DEF;FEM;SG
פנימיות	internă	פנימייה	intern	N;FEM;PL	ADJ;INDF;FEM;SG
פנימיות	intern	פנימייה	intern	N;FEM;PL	ADJ;INDF;MASC;SG
פנימיות	interne	פנימייה	intern	N;FEM;PL	ADJ;INDF;FEM;PL
פיצול	divide	פיצול	divid	N;MASC;SG	V;IND;SG;3;PRS;FIN
פיצול	împărțit	פיצול	împărți	N;MASC;SG	ADJ;INDF;MASC;SG
פיצול	divizat	פיצול	diviza	N;MASC;SG	ADJ;INDF;MASC;SG
פיצול	împarte	פיצול	împărți	N;MASC;SG	V;IND;SG;3;PRS;FIN
גייס	geiss	גייס	geiss	PROPN	
גייס	recrutat	גייס	recruta	PROPN	ADJ;INDF;MASC;SG
גייס	recrut	גייס	recrut	PROPN	N;INDF;MASC;SG
גייס	recrutează	גייס	recruta	PROPN	V;IND;3;PRS;FIN
גייס	recruta	גייס	recruta	PROPN	V;IND;SG;3;IPFV;FIN
קרוז	cruz	קרוז	cruz	PROPN	PROPN
קרוז	crews	קרוז	crews	PROPN	
קרוז	echipajele	קרוז	echipaj	PROPN	N;DEF;FEM;PL
קרוז	echipaje	קרוז	echipaj	PROPN	N;INDF;FEM;PL
משקעים	reziduu	משקע	reziduu	N;MASC;PL	N;INDF;MASC;SG
משקעים	precipitare	משקע	precipitar	N;MASC;PL	N;INDF;FEM;SG
משוכנע	convins	שוכנע	convinge	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
משוכנע	convinsă	שוכנע	convinge	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
יהלום	diamantele	הלם	diamantă	N;MASC;SG	N;DEF;FEM;PL
יהלום	diamante	הלם	diamant	N;MASC;SG	N;INDF;FEM;PL
ורן	verne	ורן	vernă	PROPN	
ורן	wren	ורן	wren	PROPN	PROPN
ורן	vern	ורן	vern	PROPN	PROPN
מיוצר	produs	יוצר	produs	V;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
מיוצר	fabricate	יוצר	fabrica	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מיוצר	fabricat	יוצר	fabrica	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מיוצר	fabricată	יוצר	fabrica	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
דורטמונד	dortmund	דורטמונד	dortmunde	PROPN	PROPN
מדורג	evaluat	דורג	evaluat	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מדורג	nominală	דורג	nominal	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מדורג	clasat	דורג	clasa	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
כור	reactorul	כור	reactor		N;DEF;MASC;SG
כור	reactor	כור	reactor		N;INDF;MASC;SG
הודי	indiană	הודי	indian		ADJ;INDF;FEM;SG
הודי	indian	הודי	indian		ADJ;INDF;MASC;SG
הודי	indianul	הודי	indian		N;DEF;MASC;SG
מלקולם	malcolm	מלקולם	malcolm	PROPN	PROPN
מלקולם	malcom	מלקולם	malcom	PROPN	PROPN
מרוצה	happy	מרוצה	happy	ADJ;MASC;SG	
אוסטין	austin	אוסטין	austin	PROPN	PROPN
פאי	plăcintă	פאי	plăcint		N;INDF;FEM;SG
פאי	plăcinta	פאי	plăcinte		N;DEF;FEM;SG
משפחתית	familială	משפחתי	familial	ADV	ADJ;INDF;FEM;SG
פאוול	powell	פאוול	powell	PROPN	PROPN
אייזק	isaac	אייזק	isaac	PROPN	PROPN
עגול	rotund	עגול	rotund		ADJ;INDF;MASC;SG
עגול	rotunde	עגול	rotund		ADJ;INDF;FEM;PL
עגול	rundă	עגול	rund		N;INDF;FEM;SG
עגול	rotundă	עגול	rotund		ADJ;INDF;FEM;SG
עגול	runda	עגול	runda		N;DEF;FEM;SG
אהב	iubit	אהב	iubit	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
אהב	plăcea	אהב	plăcea	V;MASC;SG;3;PST;ACT	V;IND;SG;3;IPFV;FIN
אהב	plăcut	אהב	plăcut	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
אראגון	eragon	אראגון	eragon	PROPN	PROPN
אראגון	aragon	אראגון	aragon	PROPN	N;INDF;MASC;SG
קלרה	klara	קלרה	klar	PROPN	N;DEF;FEM;SG
קלרה	clara	קלרה	clar	PROPN	ADJ;DEF;FEM;SG
קלרה	clară	קלרה	clar	PROPN	ADJ;INDF;FEM;SG
ברקוביץ	berkowitz	ברקוביץ	berkowitz	PROPN	
מלזיה	malaezia	מלזיה	malaezie	PROPN	PROPN
מלזיה	malaysia	מלזיה	malaysie	PROPN	PROPN
קמפוס	campos	קמפוס	campos	PROPN	PROPN
קמפוס	campusul	קמפוס	campus	PROPN	N;DEF;MASC;SG
קמפוס	campus	קמפוס	campus	PROPN	N;INDF;MASC;SG
הלפרין	halperin	הלפרין	halperin	PROPN	
אומן	oman	אומן	oman		PROPN
אומן	artizan	אומן	artizan		N;INDF;MASC;SG
אומן	artistă	אומן	artistă		N;INDF;FEM;SG
אומן	artista	אומן	artista		N;DEF;FEM;SG
אומן	artistul	אומן	artist		N;DEF;MASC;SG
אומן	artist	אומן	artist		N;INDF;MASC;SG
שנתית	anuală	שנתי	anual	ADV	ADJ;INDF;FEM;SG
שנתית	anuale	שנתי	anual	ADV	ADJ;INDF;FEM;PL
שנתית	anuală	שנתי	anual	ADV	ADJ;INDF;FEM;SG
מעוז	stronghold	מעוז	stronghold	PROPN	N;INDF;MASC;SG
הופסקה	întrerupt	הופסק	întrerupt	V;FEM;SG;3;PST;PASS	ADJ;INDF;MASC;SG
מוטה	mota	מוטה	motă		N;DEF;FEM;SG
מוטה	motta	מוטה	motta		PROPN
עליונות	superior	עליונות	superior	N;FEM;SG	ADJ;INDF;CMPR;MASC;SG
עליונות	superioare	עליונות	superior	N;FEM;SG	
עליונות	superioară	עליונות	superior	N;FEM;SG	ADJ;INDF;FEM;SG
עליונות	superiori	עליונות	superior	N;FEM;SG	N;DEF;MASC;PL
עליונות	superioritate	עליונות	superioritate	N;FEM;SG	
סינטרה	sinatra	סינטרה	sinatra	PROPN	N;DEF;FEM;SG
שחיתות	corupte	שחיתות	corupt	N;FEM;SG	ADJ;INDF;FEM;PL
שחיתות	coruptă	שחיתות	corupt	N;FEM;SG	ADJ;INDF;FEM;SG
