den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP
serbien	сърбия	serbien	сърбия	PROPN;NOM	PROPN;INDF;FEM;SG
sammanlagt	общ	sammanlagd	общ	ADV	ADJ;INDF;MASC;SG
sammanlagt	обща	sammanlagd	общ	ADV	ADJ;INDF;FEM;SG
anställda	служителите	anställd	служител	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
flytta	преместване	flytta	преместване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
flytta	движение	flytta	движение	V;IMP;FIN;ACT	N;INDF;NEUT;SG
flytta	местене	flytta	местене	V;IMP;FIN;ACT	N;INDF;NEUT;SG
flytta	преместване	flytta	преместване	V;IMP;FIN;ACT	N;INDF;NEUT;SG
damer	дамски	dam	дамски	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;SG
korta	кратко	kort	кратко	ADJ;NOM;PL	ADV
korta	къса	kort	къс	ADJ;NOM;PL	ADJ;INDF;FEM;SG
korta	кратка	kort	кратък	ADJ;NOM;PL	ADJ;INDF;FEM;SG
korta	късо	kort	къс	ADJ;NOM;PL	ADV
korta	кратък	kort	кратък	ADJ;NOM;PL	ADJ;INDF;MASC;SG
korta	кратко	kort	кратко	ADJ;NOM;PL	ADV
korta	кратка	kort	кратък	ADJ;NOM;PL	ADJ;INDF;FEM;SG
representerade	представени	representera	представя-(се)	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
representerade	представена	representera	представя-(се)	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
jakob	якоб	jakob	якоб	PROPN;NOM	PROPN;INDF;MASC;SG
jakob	джейкъб	jakob	джейкъб	PROPN;NOM	PROPN;INDF;MASC;SG
jakob	якоб	jakob	якоб	PROPN;NOM	PROPN;INDF;MASC;SG
jakob	яков	jakob	яков	PROPN;NOM	PROPN;INDF;MASC;SG
jakob	джеймс	jakob	джеймс	PROPN;NOM	PROPN;INDF;MASC;SG
instrument	инструменти	instrument	инструмент	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
instrument	инструментите	instrument	инструмент	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
klara	клара	klar	клар	ADJ;NOM;PL	PROPN;INDF;FEM;SG
leda	леда	leda	лед	V;IMP;FIN;ACT	N;INDF;FEM;SG
leda	олово	leda	олово	V;IMP;FIN;ACT	N;INDF;NEUT;SG
bolag	корпорациите	bolag	корпорация	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
bolag	корпорации	bolag	корпорация	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bolag	company	bolag	company	N;NOM;INDF;NEUT;SG	NUM;INDF;PL
bolag	дружества	bolag	дружество	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
bolag	фирми	bolag	фирма	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bolag	компании	bolag	компания	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
brev	mail	brev	mail	N;NOM;INDF;NEUT;SG	PROPN;INDF;MASC;SG
brev	буквите	brev	буква	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
brev	букви	brev	буква	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
brev	писма	brev	писмо	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
sen	закъснява	sen	закъснявам	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
sen	сен	sen	сен	ADV	PROPN
chicago	чикаго	chicago	чикаго	PROPN;NOM	PROPN;INDF;MASC;SG
yukon	юкон	yukon	юкон	PROPN;NOM	N;INDF;FEM;SG
sir	сър	sir	сър	PROPN;NOM	N;INDF;MASC;SG
regel	правилото	regel	правило	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
miljarder	милиарда	miljard	милиард	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
miljarder	милиард	miljard	милиард	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
artiklarna	изделия	artikel	изделие	N;NOM;DEF;MASC+FEM;PL	N;INDF;NEUT;PL
artiklarna	статии	artikel	статия	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
artiklarna	артикули	artikel	артикул	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
begrepp	понятие	begrepp	понятие	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
begrepp	концепция	begrepp	концепция	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
åbo	турку	åbo	турку	PROPN;NOM	N;INDF;MASC;SG
yttre	външна	yttre	външен	ADJ;NOM;CMPR	ADJ;INDF;FEM;SG
yttre	външен	yttre	външен	ADJ;NOM;CMPR	ADJ;INDF;MASC;SG
yttre	външна	yttre	външен	ADJ;NOM;CMPR	ADJ;INDF;FEM;SG
yttre	външно	yttre	външен	ADJ;NOM;CMPR	ADV
yttre	външни	yttre	външен	ADJ;NOM;CMPR	ADJ;INDF;PL
yttre	външен	yttre	външен	ADJ;NOM;CMPR	ADJ;INDF;MASC;SG
yttre	външно	yttre	външен	ADJ;NOM;CMPR	ADV
otillräckligt	недостатъчни	otillräcklig	недостатъчен	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
otillräckligt	недостатъчно	otillräcklig	недостатъчно	ADJ;NOM;INDF;NEUT;SG	ADV
otillräckligt	недостатъчно	otillräcklig	недостатъчно	ADJ;NOM;INDF;NEUT;SG	ADV
midi	миди	midi	мида	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
midi	midi	midi	midi	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
ulf	улф	ulf	улф	PROPN;NOM	PROPN;INDF;MASC;SG
oberoende	самостоятелно	oberoende	самостоятелно	ADJ;NOM;PRS;V.PTCP	ADV
oberoende	независимост	oberoende	независимост	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
byggd	построени	bygga	построя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
byggd	изградена	bygga	изградя	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
byggd	построена	bygga	построя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
byggd	построено	bygga	построя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
byggd	построен	bygga	построя-(се)	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
stephen	стивън	stephen	стивън	PROPN;NOM	PROPN;INDF;MASC;SG
sårbar	уязвими	sårbar	уязвим	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
sårbar	уязвимо	sårbar	уязвимо	ADJ;NOM;INDF;MASC+FEM;SG	ADV
varv	скута	varv	скут	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
varv	корабостроителницата	varv	корабостроителница	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
varv	обороти	varv	оборот	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
varv	революции	varv	революция	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
varv	корабостроителници	varv	корабостроителница	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
mikael	микаел	mikael	микая	PROPN;NOM	N;INDF;MASC;SG
mikael	майкъл	mikael	майкъл	PROPN;NOM	PROPN;INDF;MASC;SG
thunder	гръмотевици	thund	гръмотевица	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
latin	латинска	latin	латински	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
latin	латински	latin	латински	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
steve	стив	stev	стив	PROPN;NOM	PROPN;INDF;MASC;SG
steve	стийв	stev	стийв	PROPN;NOM	PROPN;INDF;MASC;SG
säsonger	сезоните	säsong	сезон	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
släkten	родове	släkt	род	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;PL
alternativ	алтернативно	alternativ	алтернативно	N;NOM;INDF;NEUT;SG	ADV
alternativ	алтернативен	alternativ	алтернативен	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
alternativ	алтернативни	alternativ	алтернативен	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
alternativ	алтернативна	alternativ	алтернативен	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
alternativ	алтернативи	alternativ	алтернатива	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
alternativ	възможности	alternativ	възможност	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
alternativ	настройки	alternativ	настройка	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
alternativ	опции	alternativ	опция	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
skäl	причини	skäl	причина	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
skäl	основания	skäl	основание	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
byggnad	сградата	byggnad	сграда	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
trupper	войска	trupp	войска	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
träd	дървото	träd	дърво	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
träd	дърветата	träd	дърво	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
träd	дървета	träd	дърво	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
träd	дръвчета	träd	дръвче	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
w	www	w	www	PROPN;NOM	N;INDF;MASC;SG
offentliga	публично	offentlig	публично	ADJ;NOM;PL	ADV
offentliga	публична	offentlig	публичен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
offentliga	обществено	offentlig	обществен	ADJ;NOM;PL	ADV
offentliga	публичен	offentlig	публичен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
colspan	colspan	colspan	colspan	N;NOM;INDF;MASC+FEM;SG	NUM;INDF;PL
clark	кларк	clark	кларк	PROPN;NOM	PROPN;INDF;MASC;SG
ansvar	отговорности	ansvar	отговорност	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
ansvar	отговорността	ansvar	отговорност	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
fjädermyggor	chironomidae	fjädermygga	chironomidae	N;NOM;INDF;MASC+FEM;PL	PROPN;INDF;MASC;SG
populär	популярно	populär	популярен	ADJ;NOM;INDF;MASC+FEM;SG	ADV
populär	популярни	populär	популярен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
vilhelm	уилям	vilhelm	уилям	PROPN;NOM	N;INDF;MASC;SG
chihuahua	чихуахуа	chihuahua	чихуахуа	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
ordinarie	обикновен	ordinarium	обикновен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
ordinarie	обикновена	ordinarium	обикновен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
ordinarie	обикновени	ordinarium	обикновен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
ordinarie	редовно	ordinarium	редовно	N;NOM;INDF;MASC+FEM;SG	ADV
ordinarie	редовен	ordinarium	редовен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
ordinarie	редовни	ordinarium	редовен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
ordinarie	редовна	ordinarium	редовен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
josef	жозеф	jos	жозеф	PROPN;NOM	N;INDF;MASC;SG
josef	джоузеф	jos	джоузеф	PROPN;NOM	N;INDF;MASC;SG
josef	йосиф	jos	йосиф	PROPN;NOM	N;INDF;MASC;SG
josef	йозеф	jos	йозеф	PROPN;NOM	PROPN;INDF;MASC;SG
josef	йосиф	jos	йосиф	PROPN;NOM	N;INDF;MASC;SG
utvecklingen	развитие	utveckling	развитие	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
utvecklingen	разработване	utveckling	разработване	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
utvecklingen	разработка	utveckling	разработка	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
utvecklingen	еволюция	utveckling	еволюция	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
utvecklingen	развития	utveckling	развитие	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;PL
gerais	gerais	gerais	gerais	PROPN;NOM	PROPN;INDF;MASC;SG
philip	филип	philip	филип	PROPN;NOM	N;INDF;MASC;SG
sydney	сидни	sydney	сиден	PROPN;NOM	PROPN;INDF;MASC;SG
night	нощта	night	нощ	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
allen	алън	allen	алън	PROPN;NOM	PROPN;INDF;MASC;SG
iran	иран	iran	иран	PROPN;NOM	PROPN;INDF;MASC;SG
sonora	сонора	sonor	сонора	PROPN;NOM	N;INDF;FEM;SG
täckt	покрито	täcka	покрия-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
täckt	обхванат	täcka	обхвана	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
täckt	покрити	täcka	покрия-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
täckt	покрита	täcka	покрия-(се)	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
besegrade	завладян	besegrad	завладея	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
besegrade	завладяна	besegrad	завладея	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
besegrade	победена	besegrad	победя	V;IND;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
besegrade	победени	besegrad	победя	V;IND;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
besegrade	победен	besegrad	победя	V;IND;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fängelse	затворът	fängelse	затвор	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
fängelse	затвора	fängelse	затвор	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
miller	милър	miller	милър	PROPN;NOM	PROPN;INDF;MASC;SG
miller	милер	miller	милер	PROPN;NOM	N;INDF;MASC;SG
våtmarker	мочурищата	våtmark	мочурище	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;PL
town	градът	town	град	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
publicerade	публикуван	publicera	публикувам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
publicerade	публикувано	publicera	публикувам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
publicerade	публикувани	publicera	публикувам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
publicerade	публикуван	publicera	публикувам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
publicerade	публикувана	publicera	публикувам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
publicerade	публикувано	publicera	публикувам	ADJ;NOM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
pfalz	палатин	pfalz	палатин	PROPN;NOM	N;INDF;MASC;SG
pfalz	пфалц	pfalz	пфалц	PROPN;NOM	PROPN;INDF;MASC;SG
eupithecia	eupithecia	eupithecium	eupithecia	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
kontakt	контакти	kontakt	контакт	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
michel	мишел	michel	мишел	PROPN;NOM	PROPN;INDF;MASC;SG
baptiste	батист	baptiste	батист	PROPN;NOM	N;INDF;MASC;SG
baptiste	баптист	baptiste	баптист	PROPN;NOM	N;INDF;MASC;SG
out	вън	out	вън	N;NOM;INDF;MASC+FEM;SG	ADV
out	навън	out	навън	N;NOM;INDF;MASC+FEM;SG	ADV
personliga	лично	personlig	лично	ADJ;NOM;PL	ADV
personliga	личен	personlig	личен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
personliga	лична	personlig	личен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
personliga	персонален	personlig	персонален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
talar	говорейки	tala	говорейка	V;IND;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN
müller	мюлер	müller	мюлер	PROPN;NOM	PROPN;INDF;MASC;SG
tennessee	тенеси	tennesse	тенес	PROPN;NOM	PROPN;INDF;MASC;SG
kiruna	кируна	kirun	кирун	PROPN;NOM	N;INDF;FEM;SG
pop	pop	pop	pop	N;NOM;INDF;MASC+FEM;SG	NUM;INDF;PL
banan	банан	bana	банан	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
banan	банани	bana	банан	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;PL
ligan	лига	ligan	лига	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
rose	роуз	rose	роуз	PROPN;NOM	PROPN;INDF;FEM;SG
rose	роза	rose	роза	PROPN;NOM	N;INDF;FEM;SG
rose	розата	rose	роза	PROPN;NOM	N;DEF;FEM;SG
tolv	twelve	tolv	twelve	NUM;NOM	N;INDF;MASC;SG
våra	нашият	vi	наш	PRO;DEF;PL	DET;DEF;MASC;SG;1
våra	наша	vi	наш	PRO;DEF;PL	DET;INDF;FEM;SG;1
våra	нашия	vi	наш	PRO;DEF;PL	DET;DEF;MASC;SG;1
våra	нашата	vi	наш	PRO;DEF;PL	DET;DEF;FEM;SG;1
våra	нашите	vi	наш	PRO;DEF;PL	DET;DEF;PL;1
våra	наша	vi	наш	PRO;DEF;PL	DET;INDF;FEM;SG;1
våra	наше	vi	наш	PRO;DEF;PL	DET;INDF;NEUT;SG;1
våra	наши	vi	наш	PRO;DEF;PL	DET;INDF;PL;1
våra	нашата	vi	наш	PRO;DEF;PL	DET;DEF;FEM;SG;1
våra	нашите	vi	наш	PRO;DEF;PL	DET;DEF;PL;1
hemma	дом	hemma	дом	ADV	N;INDF;MASC;SG
hemma	домашен	hemma	домашен	ADV	ADJ;INDF;MASC;SG
ämnet	тема	ämne	тема	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
fadern	баща	far	баща	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
fadern	татко	far	татко	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
andrew	андрю	andrel	андрю	PROPN;NOM	PROPN;INDF;MASC;SG
tony	тони	tony	тони	PROPN;NOM	N;INDF;MASC;SG
fortsätter	продължаване	fortsätta	продължаване	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
fortsätter	продължи	fortsätta	продължа	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
fox	фокс	fox	фокс	PROPN;NOM	PROPN;INDF;MASC;SG
fox	лисица	fox	лисица	PROPN;NOM	N;INDF;FEM;SG
fox	fox	fox	fox	PROPN;NOM	PROPN;INDF;MASC;SG
lisa	лиза	lisa	лиза	PROPN;NOM	N;INDF;FEM;SG
lisa	лиса	lisa	лисе	PROPN;NOM	N;INDF;FEM;SG
chris	крис	chris	крис	PROPN;NOM	PROPN;INDF;MASC;SG
texter	текст	text	текст	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
margareta	маргарет	margaret	маргарет	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
margareta	маргарета	margaret	маргаре	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
helena	хелена	hel	хеля-(се)	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;FEM;SG
helena	елена	hel	елен	N;NOM;DEF;MASC+FEM;SG	PROPN;INDF;FEM;SG
gränsar	граници	gränsa	граница	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
ukraina	украйна	ukraina	украйна	PROPN;NOM	PROPN;INDF;FEM;SG
elisabeth	елизабет	elisabeth	елизабет	PROPN;NOM	N;INDF;FEM;SG
elisabeth	елизабет	elisabeth	елизабет	PROPN;NOM	N;INDF;FEM;SG
periodisk	периодични	periodisk	периодичен	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
periodisk	периодично	periodisk	периодично	ADJ;NOM;INDF;MASC+FEM;SG	ADV
herman	хърман	herman	хърман	PROPN;NOM	PROPN;INDF;MASC;SG
herman	херман	herman	херман	PROPN;NOM	PROPN;INDF;MASC;SG
befälhavare	командирите	befälhavare	командир	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
befälhavare	командири	befälhavare	командир	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
mike	майк	mike	майк	PROPN;NOM	PROPN;INDF;MASC;SG
tro	фейт	tro	фейт	V;IMP;FIN;ACT	PROPN;INDF;MASC;SG
tro	вяра	tro	вяра	V;IMP;FIN;ACT	N;INDF;FEM;SG
behov	нужди	behov	нужда	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
examen	дипломирането	exam	дипломиране	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
examen	завърша	exam	завърша	N;NOM;INDF;MASC+FEM;SG	V;PFV;IND;SG;1;PST;FIN;ACT
examen	завърши	exam	завърша	N;NOM;INDF;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
examen	завършила	exam	завърша	N;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
examen	завършил	exam	завърша	N;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
queen	кралицата	queen	кралица	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
låter	звуци	låta	звук	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
fortsätta	продължи	fortsätta	продължа	V;IMP;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
artister	изпълнителите	artist	изпълнител	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
lena	лина	lena	лина	PROPN;NOM	N;INDF;FEM;SG
lena	лена	lena	лена	PROPN;NOM	N;INDF;FEM;SG
månad	месечна	månad	месечен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
månad	месечно	månad	месечно	N;NOM;INDF;MASC+FEM;SG	ADV
månad	месечни	månad	месечен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
månad	месечен	månad	месечен	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
huvud	главата	huvud	глава	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
klar	готови	klar	готов	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
klar	завършен	klar	завърша	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bergen	берген	bergen	берген	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kräver	искания	kräva	искане	V;IND;PRS;FIN;ACT	N;INDF;NEUT;PL
paret	двойка	par	двойка	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
upper	горни	upper	горен	N;NOM;MASC+FEM;SG	ADJ;INDF;PL
upper	горна	upper	горен	N;NOM;MASC+FEM;SG	ADJ;INDF;FEM;SG
upper	горен	upper	горен	N;NOM;MASC+FEM;SG	ADJ;INDF;MASC;SG
jersey	джърси	jersey	джърся	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
channel	каналът	channel	канал	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
are	са	are	съм	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
tvåa	дюс	tvåa	дюс	N;NOM;INDF;MASC+FEM;SG	PROPN;INDF;MASC;SG
kärlek	любовта	kärlek	любов	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kärlek	обичам	kärlek	обичам	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
föregående	предишна	föregående	предишен	N;NOM;INDF;NEUT;SG	ADJ;INDF;FEM;SG
föregående	предишни	föregående	предишен	N;NOM;INDF;NEUT;SG	ADJ;INDF;PL
föregående	предишен	föregående	предишен	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
föregående	предишно	föregående	предишно	N;NOM;INDF;NEUT;SG	ADV
mario	марио	mario	марио	PROPN;NOM	PROPN;INDF;MASC;SG
maurice	морис	maurice	морис	PROPN;NOM	PROPN;INDF;MASC;SG
fakta	фактите	faktum	факт	N;NOM;INDF;NEUT;PL	N;DEF;MASC;PL
fakta	факт	faktum	факт	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
luis	луис	luis	луис	PROPN;NOM	PROPN;INDF;MASC;SG
vinnare	печеливш	vinnare	печеливш	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
vinnare	печеливши	vinnare	печеливш	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
vinnare	победители	vinnare	победител	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
vinnare	победителите	vinnare	победител	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;PL
vinnare	печелившите	vinnare	печеливш	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;PL
