sammanhängande	المتاخمة	sammanhängande	مُتَاخِم	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;SG
concolor	conco	concola	سَبَّه	N;NOM;INDF;MASC+FEM;SG	
stridande	المقاتلون	stridande	مُقَاتِل	ADJ;NOM;PRS;V.PTCP	N;NOM;DEF;PL
snitt	الشق	snitta	شِقّ	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
efterfrågan	الطلب	efterfrågan	طَلَب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
efterfrågan	المطلب	efterfrågan	مَطلَب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uppföljaren	تكملة	uppföljare	تَكمِلَة	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
uppföljaren	تتمة	uppföljare	تتمة	N;NOM;DEF;MASC+FEM;SG	
testa	الاختبار	testa	اِختِبَار	V;IMP;FIN;ACT	N;NOM;DEF;SG
testa	اختبار	testa	اِختِبَار	V;IMP;FIN;ACT	N;NOM;INDF;SG
testa	اختبر	testa	اِختَبَر	V;IMP;FIN;ACT	
testa	محاولة	testa	مُحَاوَلَة	V;IMP;FIN;ACT	N;NOM;INDF;SG
testa	جرب	testa	جُرب	V;IMP;FIN;ACT	
testa	الاختبار	testa	اِختِبَار	V;IMP;FIN;ACT	N;NOM;DEF;SG
testa	اختبار	testa	اِختِبَار	V;IMP;FIN;ACT	N;NOM;INDF;SG
kök	المطابخ	kök	مُطَابِخ	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
kök	المطبخ	kök	مُطبِخ	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
divisioner	الشعب	division	شَعب	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;SG
divisioner	الانقسامات	division	اِنقِسَام	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
divisioner	شعب	division	شَعب	N;NOM;INDF;MASC+FEM;PL	N;NOM;INDF;SG
överenskommelse	الاتفاق	överenskommelse	اِتِّفَاق	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
övervägande	النظر	övervägande	نَظَر	ADJ;NOM	N;NOM;DEF;SG
övervägande	الاعتبار	övervägande	اِعتِبَار	ADJ;NOM	N;NOM;DEF;SG
grenada	غرينادا	grenad	غرِينَادَا	ADJ;NOM;PL;PST;V.PTCP	
rädd	خائفة	rädd	خَائِفَة	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;SG
rädd	خاف	rädd	خَافّ	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
sexuell	الجنسية	sexuell	جِنسِيَّة	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mother	ام	mother	إِم	N;NOM;INDF;MASC+FEM;SG	
mother	الام	mother	أُمّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
admin	مسؤول	admin	مَسؤُول	V;IMP;FIN;ACT	N;NOM;INDF;SG
admin	المسؤول	admin	مَسؤُول	V;IMP;FIN;ACT	N;NOM;DEF;SG
admin	المشرف	admin	مُشرِف	V;IMP;FIN;ACT	N;NOM;DEF;SG
falska	زائف	falsk	زَائِف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
falska	وهمية	falsk	وَهمِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
falska	مزيف	falsk	مَزِيف	ADJ;NOM;PL	N;NOM;INDF;SG
falska	زائف	falsk	زَائِف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
falska	مزيفة	falsk	مُزَيَّف	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
ideologi	ايديولوجية	ideologi	إِيديُولُوجِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
ideologi	الايديولوجية	ideologi	إِيديُولُوجِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
uttalade	تنطق	uttala	أَنطَق	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;MASC;IND;SG;2;FIN;ACT
blair	بلير	blair	بلِير	PROPN;NOM	
pygmaea	pygma	pygmae	مُثَثَّف	N;NOM;INDF;MASC+FEM;SG	
bakåt	متخلفة	bakåt	مُتَخَلِّف	ADV	ADJ;NOM;INDF;FEM;SG
bakåt	الخلف	bakåt	خَلَف	ADV	N;NOM;DEF;SG
bakåt	الظهر	bakåt	ظُهر	ADV	N;NOM;DEF;SG
bakåt	عاد	bakåt	عَاد	ADV	V;PFV;MASC;SG;3;ACT
bakåt	العودة	bakåt	عَودَة	ADV	N;NOM;DEF;SG
bakåt	عودة	bakåt	عَودَة	ADV	N;NOM;INDF;SG
bakåt	ارجع	bakåt	أَرجَع	ADV	V;PFV;MASC;SG;3;ACT
bakåt	ظهر	bakåt	ظَهَر	ADV	V;PFV;MASC;SG;3;ACT
bakåt	الوراء	bakåt	وَرَاء	ADV	N;NOM;DEF;SG
nån	شخص	nån	شَخص	PRO;INDF;MASC+FEM;SG	N;NOM;INDF;SG
nån	احد	nån	أَحَد	PRO;INDF;MASC+FEM;SG	N;NOM;INDF;SG
control	التحكم	control	تَحَكُّم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
control	السيطرة	control	سَيطَرَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
control	تحكم	control	حَكَم	N;NOM;INDF;MASC+FEM;SG	
poster	الاصناف	post	إِصنَاف	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
poster	البنود	post	بَند	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
poster	العناصر	post	عُنصُر	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
poster	المدخلات	post	مُدخِلَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
rachel	راتشيل	rachel	راتشيل	PROPN;NOM	
rachel	ريتشيل	rachel	ريتشيل	PROPN;NOM	
rachel	ريتشل	rachel	رِيتشِل	PROPN;NOM	
rachel	رايتشل	rachel	رَايتشِل	PROPN;NOM	
rachel	راشيل	rachel	راشيل	PROPN;NOM	
rygg	الظهر	rygg	ظُهر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rygg	عاد	rygg	عَاد	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
rygg	العودة	rygg	عَودَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rygg	ارجع	rygg	أَرجَع	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
rygg	ظهر	rygg	ظَهَر	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
klubbarna	نوادي	klubb	نوادي	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
klubbarna	اندية	klubb	نَادِي	N;NOM;DEF;MASC+FEM;PL	N;NOM;INDF;PL
utrikes	اجنبي	utrikes	أَجنَبِيّ	N;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
utrikes	الاجنبي	utrikes	أَجنَبِيّ	N;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
utrikes	اجنبية	utrikes	أَجنَبِيّ	N;NOM;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
mellanrum	التباعد	mellanrum	تَبَاعُد	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
mellanrum	الثغرة	mellanrum	ثُغرَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
mellanrum	الفجوة	mellanrum	فَجوَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
mellanrum	الفجوات	mellanrum	فَجوَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
mellanrum	الثغرات	mellanrum	ثُغرَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
mellanrum	ثغرات	mellanrum	ثُغرَة	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
mellanrum	فجوات	mellanrum	فَجوَة	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
månaders	الاشهر	månad	شَهر	N;GEN;INDF;MASC+FEM;PL	N;NOM;DEF;PL
månaders	شهورا	månad	شَهر	N;GEN;INDF;MASC+FEM;PL	N;ACC;INDF;PL
månaders	الشهور	månad	شَهر	N;GEN;INDF;MASC+FEM;PL	N;NOM;DEF;PL
månaders	اشهر	månad	شَهر	N;GEN;INDF;MASC+FEM;PL	N;NOM;INDF;PL
månaders	شهور	månad	شَهر	N;GEN;INDF;MASC+FEM;PL	N;NOM;INDF;PL
västindien	الكاريبي	västindien	الكاريبي	PROPN;NOM	
crown	تاج	crown	تاج	PROPN;NOM	
crown	كراون	crown	كرَاون	PROPN;NOM	
crown	التاج	crown	تَاج	PROPN;NOM	N;NOM;DEF;SG
jilin	جيلين	jilin	جيلين	PROPN;NOM	
extrema	المتطرف	extrem	مُتَطَرِّف	ADJ;NOM;PL	N;NOM;DEF;SG
extrema	متطرف	extrem	مُتَطَرِّف	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
extrema	المدقع	extrem	مُدَقَّع	ADJ;NOM;PL	N;NOM;DEF;SG
extrema	متطرفة	extrem	مُتَطَرِّف	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
chapelle	chap	chapelle	chap	PROPN;NOM	
chapelle	شابيل	chapelle	شابيل	PROPN;NOM	
stavning	التهجئة	stavning	تَهجِئَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
samlat	جمعت	samla	جَمَع	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
samlat	جمعت	samla	جَمَع	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
samlat	المتراكم	samla	مُتَرَاكِم	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
samlat	تراكمت	samla	تَرَاكَم	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
publikationer	المطبوعات	publikation	مَطبُوع	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
publikationer	المنشورات	publikation	مَنشُور	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
faktor	العامل	faktor	عَامِل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hemlig	سر	hemlig	سر	ADJ;NOM;INDF;MASC+FEM;SG	
hemlig	سري	hemlig	سري	ADJ;NOM;INDF;MASC+FEM;SG	
hemlig	السر	hemlig	سُرّ	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uppsatser	المقالات	uppsats	المقالات	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
utseendet	ظهور	utseende	ظُهُور	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
utseendet	مظهر	utseende	مَظهَر	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
utseendet	المظهر	utseende	مَظهَر	N;NOM;DEF;NEUT;SG	
macrophylla	macr	macrophylla	أَصلَى	N;NOM;INDF;MASC+FEM;SG	
standarden	قياسي	standard	قِيَاسِيّ	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
standarden	معيار	standard	مُعِير	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
pier	الرصيف	pier	رَصِيف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tomten	سانتا	tomt	سَانتَا	N;NOM;DEF;MASC+FEM;SG	
planerar	التخطيط	planera	تَخطِيط	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
planerar	تخطيط	planera	تَخطِيط	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
planerar	الخطة	planera	خُطَّة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
planerar	خطة	planera	خُطَّة	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
planerar	الخطط	planera	خُطَّة	V;IND;PRS;FIN;ACT	N;NOM;DEF;PL
planerar	خطط	planera	خُطَّة	V;IND;PRS;FIN;ACT	
pedersen	بيدرسن	peders	بِيدِرسُن	N;NOM;DEF;MASC+FEM;SG	
kaffe	البن	kaffe	بُنّ	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
kaffe	القهوة	kaffe	قُهُوَّة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
kanon	المدفع	kano	مُدَفِّع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kanon	كانون	kano	كَانُون	N;NOM;INDF;MASC+FEM;SG	N;GEN;INDF;SG
expert	الخبير	expert	خَبِير	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
expert	خبيرة	expert	خَبِيرَة	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
expert	الخبيرة	expert	خَبِيرَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bars	حانات	bars	حَانَة	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
bars	الحانات	bars	حَانَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
bars	قضبان	bars	قَضِيب	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
bars	القضبان	bars	قَضَب	N;NOM;INDF;NEUT;SG	N;NOM;DEF;PL
wing	وينج	bing	وينج	N;NOM;INDF;NEUT;SG	
wing	الجناح	bing	جَنَاح	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
äga	امتلاك	äga	اِمتِلَاك	V;IMP;FIN;ACT	N;NOM;INDF;SG
frisk	صحه	frisk	صَحه	ADJ;NOM;INDF;MASC+FEM;SG	
frisk	العاقل	frisk	عَاقِل	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flickvän	حبيبه	flickvän	حبيبه	N;NOM;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG;3
trädgårdar	جنات	trädgård	جِنَة	N;NOM;INDF;MASC+FEM;PL	
trädgårdar	الحدائق	trädgård	حَدِيقَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
jacobsson	جاكوبسون	jacobsson	جاكوبسون	PROPN;NOM	
programvara	برمجيات	programvar	بَرمَجِيّ	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
programvara	البرمجيات	programvar	بَرمَجِيّ	N;NOM;INDF;MASC+FEM;SG	
programvara	برامج	programvar	بَرنَامَج	N;NOM;INDF;MASC+FEM;SG	N;NOM;INDF;PL
programvara	البرامج	programvar	بَرنَامَج	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
ateljé	الاستديو	ateljé	اِستَديُو	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ateljé	ستوديو	ateljé	ستوديو	N;NOM;INDF;MASC+FEM;SG	
ateljé	الاستوديو	ateljé	اِستَودَيُو	N;NOM;INDF;MASC+FEM;SG	
sittplatser	المقاعد	sittplats	مَقعَد	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konferens	المؤتمر	konferens	مُؤتَمَر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
loss	طليق	loss	طَلِيق	ADV	
alive	احياء	aliv	حَيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;PL
alive	حية	aliv	حَيَّة	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
alive	حي	aliv	حَيّ	N;NOM;INDF;MASC+FEM;SG	
erövra	قهر	erövra	قُهر	V;IMP;FIN;ACT	
gäng	عصابات	gäng	عِصَابَة	N;NOM;INDF;NEUT;SG	N;NOM;INDF;PL
gäng	العصابة	gäng	عَصَابَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
gäng	باقة	gäng	بَاقّ	N;NOM;INDF;NEUT;SG	
orkestern	الاوركسترا	orkester	الاوركسترا	N;NOM;DEF;MASC+FEM;SG	
orkestern	اوركسترا	orkester	اوركسترا	N;NOM;DEF;MASC+FEM;SG	
glädje	فرح	glädje	فُرحَة	N;NOM;INDF;MASC+FEM;SG	
glädje	الفرح	glädje	فُرحَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
glädje	بهجة	glädje	بَهجَة	N;NOM;INDF;MASC+FEM;SG	
parma	بارما	parma	بَارِم	PROPN;NOM	
avslutat	اكتمل	avsluta	اِكتَمَل	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
avslutat	اكملت	avsluta	أَكمَل	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
avslutat	اكتملت	avsluta	اِكتَمَل	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
avslutat	انتهيت	avsluta	اِنتَهَى	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
avslutat	انتهت	avsluta	اِنتَهَى	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
avslutat	انتهى	avsluta	اِنتَهَى	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
välkommen	نرحب	välkomm	نرحب	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
tågen	قطارات	tågen	قِطَار	N;NOM;DEF;NEUT;PL	N;NOM;INDF;PL
sundet	مضيق	sund	مَضِيق	N;NOM;DEF;NEUT;SG	N;NOM;INDF;SG
sundet	المضائق	sund	مَضِيق	N;NOM;DEF;NEUT;SG	N;NOM;DEF;PL
synd	الشفقة	synd	شَفقَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
synd	الخطيئة	synd	خَطِيء	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
cohen	كوهين	cohen	كوهين	PROPN;NOM	
dietrich	di	dietrich	مَثّ	PROPN;NOM	
verkan	الاثر	verkan	أَثَر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
verkan	التاثير	verkan	تَاثِير	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
förbjudet	محرم	förbjuden	محرم	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;NOM;INDF;SG
förbjudet	حرام	förbjuden	حَرَام	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
uggla	بومة	uggel	بَومَة	N;NOM;INDF;MASC+FEM;SG	
uggla	البومة	uggel	بَومَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
släpper	الافراج	släppa	إِفرَاج	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
summan	مبلغ	summan	مَبلَغ	N;NOM;DEF;MASC+FEM;SG	N;NOM;INDF;SG
aspekter	النواحي	aspekt	نَاحِيَة	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
aspekter	الجوانب	aspekt	جَانِب	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
norris	نوريس	norris	نوريس	PROPN;NOM	
vätska	المذيبات	vätsk	مَذِيبَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
vätska	السوائل	vätsk	سَائِل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;PL
vätska	السائل	vätsk	سَائِل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vätska	سائل	vätsk	سَائِل	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
vätska	سائلة	vätsk	سَائِل	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
vätska	السائل	vätsk	سَائِل	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vätska	سائل	vätsk	سَائِل	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
koloni	المستعمرة	koloni	مُستَعمِر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
glada	يسعد	glad	سَعِد	ADJ;NOM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
glada	سعيده	glad	سعيده	ADJ;NOM;PL	PRO;NOM;FEM;SG;3
glada	هابي	glad	هابي	ADJ;NOM;PL	
glada	سعيد	glad	سعيد	ADJ;NOM;PL	
glada	سعيدة	glad	سَعِيد	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
banco	بانكو	banco	بَانكُو	N;NOM;INDF;MASC+FEM;SG	
bog	الكتف	bog	كِتف	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bog	كتف	bog	كتف	N;NOM;INDF;MASC+FEM;SG	
bog	القوس	bog	قَوس	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bog	المستنقع	bog	مُستَنقَع	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
torpet	كروفت	torp	كروفت	N;NOM;DEF;NEUT;SG	
kara	كارا	kara	كارا	PROPN;NOM	
arboga	kuwa	arboga	مُثَذِّه	PROPN;NOM	
arboga	الكويت	arboga	كُوَيت	PROPN;NOM	N;NOM;DEF;SG
arboga	كويت	arboga	كُوَيت	PROPN;NOM	
cork	كورك	cork	كُورك	PROPN;NOM	
flowers	الزهور	flopa	زَهر	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flowers	زهور	flopa	زُهُور	N;NOM;INDF;MASC+FEM;SG	
flowers	الازهار	flopa	اِزهَار	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flowers	ازهار	flopa	ازهار	N;NOM;INDF;MASC+FEM;SG	
fysiskt	بدنيا	fysisk	بدنيا	ADJ;NOM;INDF;NEUT;SG	ADJ;ACC;INDF;MASC;SG
fysiskt	جسديا	fysisk	جَسَدِيّ	ADJ;NOM;INDF;NEUT;SG	ADJ;ACC;INDF;MASC;SG
fysiskt	بدني	fysisk	بدني	ADJ;NOM;INDF;NEUT;SG	
fysiskt	المادية	fysisk	مَادِّيّ	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
moment	اللحظة	moment	لَحظَة	N;NOM;INDF;NEUT;SG	N;NOM;DEF;SG
dominerar	المهيمن	dominera	المهيمن	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
dominerar	الهيمنة	dominera	هَيمَنَة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
utgrävningar	الحفريات	utgrävning	حَفرِيَّات	N;NOM;INDF;MASC+FEM;PL	
elfte	e	elfte	هُوَ	ADJ;NOM	
connor	كونور	conna	كونور	PROPN;NOM	
princess	الاميرة	princess	أَمِيرَة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
princess	الاميره	princess	الاميره	N;NOM;INDF;MASC+FEM;SG	
grote	g	grote	!	PROPN;NOM	
hannibal	هانيبال	hannibal	هانيبال	PROPN;NOM	
darwin	داروين	darBi	دَارُوين	PROPN;NOM	
irwin	اروين	irwin	اروين	PROPN;NOM	
positioner	المناصب	position	مُنَاصِب	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
positioner	المواقف	position	مَوقِف	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
positioner	المواقع	position	مَوقِع	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
besegrat	هزم	besegrad	هَزم	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
besegrat	هزمت	besegrad	هَزم	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
höjder	المرتفعات	höjder	مُرتَفِع	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
wii	وي	wii	وِي	N;NOM;INDF;NEUT;SG	
wii	الوي	wii	وَيّ	N;NOM;INDF;NEUT;SG	
leonardo	ليوناردو	leonardo	ليوناردو	N;NOM;INDF;MASC+FEM;SG	
femma	خامس	femma	خَامِس	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
femma	الخامس	femma	خَامِس	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
femma	الخامسة	femma	خَامِس	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
femma	خامسا	femma	خَامِس	N;NOM;INDF;MASC+FEM;SG	
draken	تنين	drak	تَنَيَّن	N;NOM;DEF;MASC+FEM;SG	
industriella	صناعي	industriell	صِنَاعِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
industriella	صناعية	industriell	صِنَاعِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
industriella	الصناعية	industriell	صِنَاعِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
kärna	النواة	kärna	نَوَاة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kärna	النواة	kärna	نَوَاة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kärna	النواة	kärna	نَوَاة	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kärna	اساسي	kärna	أَسَاسِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
kärna	الصميم	kärna	صَمِيم	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
norton	نورتون	norton	نورتون	PROPN;NOM	
hector	هكتور	hector	هُكتُور	PROPN;NOM	
hector	هيكتور	hector	هِيكتُور	PROPN;NOM	
dorothy	دوروثي	dorothy	دُورُوثِي	PROPN;NOM	
dorothy	دورثي	dorothy	دُورثِي	PROPN;NOM	
bryum	bryum	bryum	مُكَأَّث	N;NOM;INDF;MASC+FEM;SG	
tveksam	اشك	tveksam	شَكّ	ADJ;NOM;INDF;MASC+FEM;SG	
kane	كاين	kane	كَايِن	PROPN;NOM	
kane	كائن	kane	كَائِن	PROPN;NOM	ADJ;NOM;INDF;MASC;SG
fabriker	المصانع	fabrik	مَصنَع	N;NOM;INDF;MASC+FEM;PL	N;NOM;DEF;PL
fabriker	ميلز	fabrik	ميلز	N;NOM;INDF;MASC+FEM;PL	
frost	فروست	frost	فروست	N;NOM;INDF;MASC+FEM;SG	
tan	تان	tan	تَان	N;NOM;INDF;MASC+FEM;SG	
pau	pau	pau	ثَصَث	PROPN;NOM	
emile	اميل	emile	إِمِيل	PROPN;NOM	
emile	ايميل	emile	ايميل	PROPN;NOM	
slutliga	النهائي	slutlig	نِهَائِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
slutliga	نهائي	slutlig	نِهَائِيّ	ADJ;NOM;PL	N;NOM;INDF;SG
malawi	ملاوي	malawi	ملاوي	PROPN;NOM	
rumänska	روماني	rumänsk	رُومَانِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
rumänska	الروماني	rumänsk	رُومَانِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
rumänska	رومانيا	rumänsk	رُومَانِيَا	N;NOM;INDF;MASC+FEM;SG	
rumänska	الرومانية	rumänsk	رُومَانِيّ	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
upphovsman	مؤلف	upphovsman	مؤلف	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
upphovsman	الكاتب	upphovsman	كَاتِب	N;NOM;INDF;MASC+FEM;SG	N;NOM;DEF;SG
upphovsman	المؤلف	upphovsman	مُؤَلِّف	N;NOM;INDF;MASC+FEM;SG	
utrustade	مجهزة	utrusta	مُجَهَّز	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
