singh	singh	singh	singh	N;INDF;MASC;SG	PROPN
investeringer	invirtiendo	investering	invertir	N;INDF;FEM;PL	V;V.MSDR
investeringer	invertir	investering	invertir	N;INDF;FEM;PL	V;NFIN
investeringer	inversión	investering	inversión	N;INDF;FEM;PL	N;FEM;SG
tankene	pensamiento	tanke	pensamiento	N;DEF;FEM;PL	N;MASC;SG
estiske	estonio	estisk	estonio	ADJ;PL	N;MASC;SG
estiske	estonios	estisk	estonios	ADJ;PL	N;MASC;PL
estiske	estonia	estisk	estonia	ADJ;PL	N;FEM;SG
piper	piper	piper	piper	N;INDF;FEM;PL	PROPN
emmanuel	manuel	emmanuel	manuel	N;INDF;MASC;SG	PROPN
emmanuel	emmanuel	emmanuel	emmanuel	N;INDF;MASC;SG	PROPN
ulykker	infortunio	ulykke	infortunio	N;INDF;FEM;PL	N;MASC;SG
ulykker	accidente	ulykke	accidente	N;INDF;FEM;PL	N;MASC;SG
terminal	terminal	terminal	terminal	N;INDF;MASC;SG	ADJ;SG
terminal	terminales	terminal	terminal	N;INDF;MASC;SG	N;PL
vakt	guarda	vakt	guardar	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
hengt	hung	henge	hung	ADJ;INDF;NEUT;SG;V.PTCP	N
overføre	transferencia	overføre	transferencia	V;NFIN	N;FEM;SG
overføre	transfer	overføre	transfer	V;NFIN	N;MASC;SG
overføre	traslado	overføre	traslado	V;NFIN	N;MASC;SG
overføre	traslados	overføre	traslado	V;NFIN	N;MASC;PL
overføre	traspaso	overføre	traspaso	V;NFIN	N;MASC;SG
tenor	tenor	tenor	tenor	N;INDF;MASC;SG	
opplagt	obvias	opplagt	obvia	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
håret	cabellos	hår	cabello	N;DEF;NEUT;SG	N;MASC;PL
håret	peinado	hår	peinado	N;DEF;NEUT;SG	ADJ;MASC;SG;V.PTCP
bulgarske	búlgara	bulgarsk	búlgaro	ADJ;PL	ADJ;FEM;SG
bulgarske	búlgaro	bulgarsk	búlgaro	ADJ;PL	N;MASC;SG
bulgarske	búlgaros	bulgarsk	búlgaros	ADJ;PL	N;MASC;PL
very	very	very	ver		N
very	muy	very	mucho		ADV
leie	alquiler	lei	alquiler	ADJ;PL	
leie	contratar	lei	contratar	ADJ;PL	V;NFIN
leie	alquiler	lei	alquiler	ADJ;PL	
leie	alquilar	lei	alquilar	ADJ;PL	V;NFIN
leie	renta	lei	renta	ADJ;PL	N;FEM;SG
walt	walt	walt	walt	N;INDF;MASC;SG	PROPN
glomma	glomma	glomme	glomma	N;DEF;FEM;SG	
federal	federal	federal	federal	N;INDF;MASC;SG	ADJ;SG
federal	federales	federal	federal	N;INDF;MASC;SG	ADJ;PL
mick	mick	mick	mick	N;INDF;SG	PROPN
indianere	indios	indianere	indio	N;INDF;MASC;SG	N;MASC;PL
arkiver	archivar	arkiver	archivar	N	V;NFIN
arkiver	archivado	arkiver	archivar	N	ADJ;MASC;SG;V.PTCP
bekostning	gastos	bekostning	gasto	N;INDF;FEM;SG	N;MASC;PL
overordnede	superiores	overordned	superior	ADJ;SG	ADJ;PL
honduras	honduras	hondur	hondura	N;INDF;MASC;SG	N;FEM;PL
overveiende	predominantemente	overveiende	predominantemente	ADJ;INDF;SG	ADV
dynamisk	dinámicos	dynamisk	dinámico	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
dynamisk	dinamismo	dynamisk	dinamismo	ADJ;INDF;NEUT;SG	N;MASC;SG
dynamisk	dinámicas	dynamisk	dinámico	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
dynamisk	dynamic	dynamisk	dynamic	ADJ;INDF;NEUT;SG	N
dynamisk	dinámica	dynamisk	dinámica	ADJ;INDF;NEUT;SG	N;FEM;SG
leserne	lectores	lesern	lector	N;INDF;FEM;SG	N;MASC;PL
hovedfag	majors	hovedfag	majors	N;INDF;NEUT;SG	N;PL
guddommelige	divino	guddommelig	divino	ADJ;PL	ADJ;MASC;SG
guddommelige	divina	guddommelig	divino	ADJ;PL	ADJ;FEM;SG
massive	masivo	massiv	masivo	ADJ;PL	ADJ;MASC;SG
massive	massive	massiv	massivir	ADJ;PL	N
massive	masiva	massiv	masivo	ADJ;PL	ADJ;FEM;SG
forblir	restos	forblir	resto	V;IND;PRS;FIN	N;MASC;PL
forblir	permanezca	forblir	permanecer	V;IND;PRS;FIN	V;SBJV;SG;3;PRS;FIN
forblir	permanezcan	forblir	permanecer	V;IND;PRS;FIN	V;IMP;PL;3;FIN
forblir	estancias	forblir	estancia	V;IND;PRS;FIN	N;FEM;PL
import	importar	import	importar	N;INDF;MASC;SG	V;NFIN
import	importando	import	importar	N;INDF;MASC;SG	V;V.MSDR
import	importaciones	import	importación	N;INDF;MASC;SG	N;FEM;PL
import	importado	import	importado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
import	importar	import	importar	N;INDF;MASC;SG	V;NFIN
omstendigheter	circunstancia	omstendighet	circunstancia	N;INDF;FEM;PL	N;FEM;SG
skjule	ocultar	skjule	ocultar	N;INDF;NEUT;SG	V;NFIN
skjule	oculta	skjule	oculto	N;INDF;NEUT;SG	ADJ;FEM;SG
skjule	ocultarse	skjule	ocultarse	N;INDF;NEUT;SG	V;SBJV;SG;3;IPFV;FIN
skjule	esconderse	skjule	esconderse	N;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
skjule	esconder	skjule	esconder	N;INDF;NEUT;SG	V;NFIN
permanente	permanente	permanent	permanente	ADJ;PL	ADJ;SG
jemen	yemení	jemen	yemení	PROPN	N;SG
jemen	yemen	jemen	yemar	PROPN	N;MASC;SG
rømte	escapó	rømme	escapar	ADJ;PL;V.PTCP	V;IND;SG;3;PST;FIN
rømte	escapo	rømme	escapo	ADJ;PL;V.PTCP	V;IND;SG;3;PRS;FIN
rømte	escapado	rømme	escapar	ADJ;PL;V.PTCP	ADJ;MASC;SG;V.PTCP
tilflukt	refugio	tilflukt	refugio	ADJ;INDF;NEUT;SG;V.PTCP	N;MASC;SG
enestående	excepcionales	enestående	excepcional	N;INDF;MASC;SG	ADJ;PL
enestående	excepcional	enestående	excepcional	N;INDF;MASC;SG	ADJ;SG
enestående	pendiente	enestående	pendiente	N;INDF;MASC;SG	ADJ;SG
enestående	excepcional	enestående	excepcional	N;INDF;MASC;SG	ADJ;SG
moralsk	moraleja	moralsk	moraleja	ADJ;INDF;NEUT;SG	N;FEM;SG
moralsk	moral	moralsk	moral	ADJ;INDF;NEUT;SG	N;FEM;SG
moralsk	morales	moralsk	moral	ADJ;INDF;NEUT;SG	ADJ;PL
jorge	jorge	jorge	jorge	N;INDF;MASC;SG	PROPN
fisken	peces	fisk	pez	N;DEF;MASC;SG	N;MASC;PL
fisken	pescados	fisk	pescado	N;DEF;MASC;SG	N;MASC;PL
something	algo	something	algo	N;INDF;FEM;SG	PRO;SG
håndbok	manual	håndbok	manual	N;INDF;MASC;SG	ADJ;SG
orknøyene	orkney	orknøye	orkney	N;DEF;FEM;PL	N;SG
kompleks	complejas	kompleks	complejo	ADJ;INDF;NEUT;SG	ADJ;FEM;PL
kompleks	complejos	kompleks	complejo	ADJ;INDF;NEUT;SG	N;MASC;PL
festivaler	fiestas	festival	fiesta	N;INDF;NEUT;SG	N;FEM;PL
festivaler	festivales	festival	festival	N;INDF;NEUT;SG	N;MASC;PL
danse	baile	danse	baile	V;IMP;NFIN	N;MASC;SG
danse	bailes	danse	bail	V;IMP;NFIN	N;MASC;PL
danse	baila	danse	bailar	V;IMP;NFIN	V;IND;SG;3;PRS;FIN
danse	danza	danse	danza	V;IMP;NFIN	N;FEM;SG
