також	וגם	також	וגם	ADV	
виявлені	אותרה	виявлений	אותר	ADJ;PFV;NOM;PL;V.PTCP;PASS	PROPN
виявлені	זוהתה	виявлений	זוהה	ADJ;PFV;NOM;PL;V.PTCP;PASS	
основна	ראשי	основний	ראש	ADJ;NOM;FEM;SG	N;PSSD;MASC;PL
основна	העיקרי	основний	העיקר	ADJ;NOM;FEM;SG	PROPN
королівство	הממלכה	королівство	הממלך	N;INAN;NOM;NEUT;SG	PROPN
ірландії	אירלנד	ірландія	אירלנד	PROPN;INAN;GEN;FEM;SG	PROPN
карла	קרלה	карний	קרלה	PROPN;ANIM;ACC;MASC;SG	PROPN
карла	קארלה	карний	קארלה	PROPN;ANIM;ACC;MASC;SG	PROPN
карла	קרלה	карний	קרלה	PROPN;ANIM;ACC;MASC;SG	PROPN
карла	קארלה	карний	קארלה	PROPN;ANIM;ACC;MASC;SG	PROPN
керування	לנהל	керування	ניהל	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
керування	נהלי	керування	נהלי	N;INAN;NOM;NEUT;SG	ADJ;MASC;PL
традиції	מסורת	традиція	מסורת	N;INAN;NOM;FEM;PL	N;FEM;SG
традиції	מסורת	традиція	מסורת	N;INAN;NOM;FEM;PL	N;FEM;SG
традиції	המסורת	традиція	המסורה	N;INAN;NOM;FEM;PL	PROPN
голосування	הצביעו	голосування	הצביע	N;INAN;NOM;NEUT;SG	V;PL;3;PST;ACT
голосування	להצביע	голосування	הצביע	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
голосування	תצביעו	голосування	הצביע	N;INAN;NOM;NEUT;SG	V;PL;1;FUT;ACT
голосування	מצביע	голосування	הצביע	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP;ACT
голосування	ההצבעה	голосування	ההצבעה	N;INAN;NOM;NEUT;SG	PROPN
флора	פלורה	флора	פלורה	N;INAN;NOM;FEM;SG	
голос	קולי	голос	קולי	N;INAN;NOM;MASC;SG	PROPN
голос	הקול	голос	הקול	N;INAN;NOM;MASC;SG	
голос	קול	голос	קול	N;INAN;NOM;MASC;SG	
річок	ריברס	річка	ריברס	N;INAN;GEN;FEM;PL	PROPN
капітан	קפטן	капітан	קפטן	N;ANIM;NOM;MASC;SG	PROPN
капітан	סרן	капітан	סרן	N;ANIM;NOM;MASC;SG	PROPN
свята	קדושה	свято	קדוש	N;INAN;NOM;NEUT;SG	PROPN
свята	קודש	свято	קודש	N;INAN;NOM;NEUT;SG	
свята	קדוש	свято	קדוש	N;INAN;NOM;NEUT;SG	
свята	קדושים	свято	קדוש	N;INAN;NOM;NEUT;SG	N;MASC;PL
свята	חופשות	свято	חופשה	N;INAN;NOM;NEUT;SG	N;FEM;PL
свята	חגים	свято	חג	N;INAN;NOM;NEUT;SG	N;MASC;PL
свята	חגי	свято	חגי	N;INAN;NOM;NEUT;SG	PROPN
використовує	משתמשת	використовувати	השתמש	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
використовує	שימושים	використовувати	שימושים	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
вода	מיים	вода	מיים	N;INAN;NOM;FEM;SG	PROPN
вода	מים	вода	מים	N;INAN;NOM;FEM;SG	N;MASC;PL
боротьба	נלחם	боротьба	נלחם	N;INAN;NOM;FEM;SG	V;MASC;SG;MID
боротьба	נלחמים	боротьба	נלחם	N;INAN;NOM;FEM;SG	V;MASC;PL;V.PTCP;MID
словенії	סלובניה	словенія	סלובניה	PROPN;INAN;GEN;FEM;SG	PROPN
білорусь	בלארוס	білорися	בלארוס	PROPN;INAN;NOM;MASC;SG	PROPN
франка	פרנקה	франка	פרנקה	N;ANIM;NOM;MASC;SG	PROPN
зустрічаються	פגוש	зустрічатися	פגוש	V;IPFV;IND;PL;3;PRS;FIN	
зустрічаються	הכירו	зустрічатися	הכיר	V;IPFV;IND;PL;3;PRS;FIN	V;PL;3;PST;ACT
зустрічаються	תכירו	зустрічатися	תכירו	V;IPFV;IND;PL;3;PRS;FIN	V;PL;1;FUT;ACT
сюр	סור	сюр	סור		PROPN
тему	הנושא	тема	הנושא	N;INAN;ACC;FEM;SG	
центральний	סנטרל	центральний	סנטרל	ADJ;NOM;MASC;SG	PROPN
центральний	מרכזית	центральний	מרכזי	ADJ;NOM;MASC;SG	ADV
центральний	מרכז	центральний	מרכז	ADJ;NOM;MASC;SG	N;MASC;SG
лежить	שקרים	лежати	שקר	V;IPFV;IND;SG;3;PRS;FIN	N;MASC;PL
шотландії	סקוטלנד	шотландія	סקוטלנד	PROPN;INAN;GEN;FEM;SG	PROPN
середньої	אמצע	середній	אמצע	ADJ;GEN;FEM;SG	N;MASC;SG
середньої	ביניים	середній	ביניים	ADJ;GEN;FEM;SG	
середньої	התיכון	середній	התיכון	ADJ;GEN;FEM;SG	PROPN
середньої	האמצע	середній	האמצע	ADJ;GEN;FEM;SG	
основний	ליבה	основний	ליבה	ADJ;NOM;MASC;SG	PROPN
основний	ליבת	основний	ליבה	ADJ;NOM;MASC;SG	PROPN
основний	הליבה	основний	הליבה	ADJ;NOM;MASC;SG	N;FEM;SG
основний	ראשי	основний	ראש	ADJ;NOM;MASC;SG	N;PSSD;MASC;PL
основний	העיקרי	основний	העיקר	ADJ;NOM;MASC;SG	PROPN
основний	העדיף	основний	העדיף	ADJ;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
основний	מועדפת	основний	הועדף	ADJ;NOM;MASC;SG	V;FEM;SG;V.PTCP;PASS
основний	מועדף	основний	הועדף	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;PASS
основний	מעדיף	основний	העדיף	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
основний	בסיסיים	основний	בסיסי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
основний	בסיסית	основний	בסיסי	ADJ;NOM;MASC;SG	ADV
основний	בסיסיות	основний	בסיסי	ADJ;NOM;MASC;SG	ADJ;FEM;PL
представник	הנציג	представник	הנציג	N;ANIM;NOM;MASC;SG	PROPN
триває	המתמשך	тривати	המתמשך	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;3;PST
триває	מתמשך	тривати	התמשך	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
триває	מתמשכת	тривати	התמשך	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
розширення	תוספות	розширення	תוספת	N;INAN;NOM;NEUT;SG	N;FEM;PL
розширення	שלוחה	розширення	שלוחה	N;INAN;NOM;NEUT;SG	ADV
виготовлення	לייצר	виготовлення	ייצר	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
містечко	טאון	містечко	טאון	N;INAN;NOM;NEUT;SG	PROPN
містечко	העיר	містечко	העיר	N;INAN;NOM;NEUT;SG	V;MASC;SG;3;PST;ACT
білий	לבן	білий	לבן	ADJ;NOM;MASC;SG	
білий	לבנה	білий	לבן	ADJ;NOM;MASC;SG	
західна	המערבי	західний	המערבי	ADJ;NOM;FEM;SG	PROPN
західна	מערב	західний	מערב	ADJ;NOM;FEM;SG	N;MASC;SG
західна	מערבי	західний	מערבי	ADJ;NOM;FEM;SG	PROPN
успішно	מוצלח	успішно	מוצלח	ADV	ADJ;MASC;SG
успішно	מוצלחים	успішно	מוצלח	ADV	ADJ;MASC;PL
успішно	מוצלחת	успішно	הוצלח	ADV	ADJ;FEM;SG
успішно	מצליחה	успішно	הצליח	ADV	V;FEM;SG;V.PTCP;ACT
успішно	מצליח	успішно	הצליח	ADV	V;MASC;SG;V.PTCP;ACT
місяці	חודשי	місяць	חודש	N;INAN;NOM;MASC;PL	PROPN
місяці	חודשיים	місяць	חודש	N;INAN;NOM;MASC;PL	N;MASC;DU
народна	עממית	народний	עממי	ADJ;NOM;FEM;SG	ADV
народна	עממי	народний	עממי	ADJ;NOM;FEM;SG	
створені	נוצרת	створений	נוצרת	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP;MID
створені	נוצר	створений	נוצר	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;3;PST;MID
створені	נוצרה	створений	נוצר	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;FEM;SG;3;PST;MID
створені	נוצרו	створений	נוצר	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PL;3;PST;MID
створені	יצרת	створений	יצרת	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;FEM;SG
створені	יצר	створений	יצר	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;MASC;SG
створені	נוצר	створений	נוצר	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;MASC;SG;3;PST;MID
втрати	אובדן	втрата	אובדן	N;INAN;NOM;FEM;PL	N;MASC;SG
втрати	הפסד	втрата	הפסד	N;INAN;NOM;FEM;PL	N;MASC;SG
втрати	אבידה	втрата	אבידה	N;INAN;NOM;FEM;PL	N;FEM;SG
втрати	לאבד	втрата	איבד	N;INAN;NOM;FEM;PL	V;NFIN;ACT
втрати	מפסידה	втрата	הפסיד	N;INAN;NOM;FEM;PL	V;FEM;SG;V.PTCP;ACT
втрати	מפסיד	втрата	הפסיד	N;INAN;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
підпис	הכיתוב	підпис	הכיתוב	N;INAN;NOM;MASC;SG	PROPN
підпис	החתימה	підпис	החתים	N;INAN;NOM;MASC;SG	V;FEM;SG;3;PST;ACT
протікає	זורמת	протікати	זרם	V;IPFV;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
протікає	זורם	протікати	זרם	V;IPFV;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
автором	מחבר	автор	מחבר	N;ANIM;INS;MASC;SG	
автором	שחיבר	автор	שחיבר	N;ANIM;INS;MASC;SG	PROPN
дав	מסרו	дати	מסר	V;PFV;MASC;IND;SG;PST;FIN	V;PL;3;PST;ACT
дав	נתן	дати	נתן	V;PFV;MASC;IND;SG;PST;FIN	PROPN
політична	פוליטיות	політичний	פוליטי	ADJ;NOM;FEM;SG	ADJ;FEM;PL
політична	פוליטית	політичний	פוליטי	ADJ;NOM;FEM;SG	ADV
політична	פוליטי	політичний	פוליטי	ADJ;NOM;FEM;SG	N;MASC;SG
коло	המעגל	коло	המעגל	N;INAN;NOM;NEUT;SG	PROPN
легко	בקלות	легко	בקלה	ADV	
легко	קל	легко	קל	ADV	ADJ;MASC;SG
легко	קלות	легко	קל	ADV	
всередині	בפנים	всередині	בפנים		
всередині	בתוכו	всередині	בתוך		
всередині	בתוך	всередині	בתוך		ADP
всередині	פנימה	всередині	פנימה		ADV
засновник	המייסד	засновник	המייסד	N;ANIM;NOM;MASC;SG	PROPN
засновник	מייסד	засновник	ייסד	N;ANIM;NOM;MASC;SG	PROPN
історична	היסטורית	історичний	היסטורי	ADJ;NOM;FEM;SG	ADV
історична	היסטורי	історичний	היסטורי	ADJ;NOM;FEM;SG	PROPN
названий	בשם	названий	בשם	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
гроші	כסף	гроші	כסף	N;INAN;NOM	N;MASC;SG
служба	אלוהית	служба	אלוהי	N;INAN;NOM;FEM;SG	ADV
служба	אלוהי	служба	אלוהים	N;INAN;NOM;FEM;SG	
служба	אלהי	служба	אלהי	N;INAN;NOM;FEM;SG	PROPN
служба	האלוהי	служба	האלוה	N;INAN;NOM;FEM;SG	PROPN
служба	השירות	служба	השירות	N;INAN;NOM;FEM;SG	
зірки	סטארלייט	зірка	סטארלייט	N;ANIM;NOM;FEM;PL	PROPN
вчений	מדען	вчений	מדען	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;MASC;SG
вчений	מדענית	вчений	מדענית	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;FEM;SG
гру	המשחק	гра	המשחק	N;INAN;ACC;FEM;SG	PROPN
швейцарії	שוויץ	швейцарія	שווייץ	PROPN;INAN;GEN;FEM;SG	PROPN
швейцарії	שווייץ	швейцарія	שווייץ	PROPN;INAN;GEN;FEM;SG	PROPN
підприємство	אנטרפרייז	підприємство	אנטרפרייז	N;INAN;NOM;NEUT;SG	PROPN
залишити	עזוב	залишити	עזוב	V;PFV;NFIN	
богдан	בוגדן	богдан	בוגדן	PROPN;ANIM;NOM;MASC;SG	PROPN
вихід	תפרוש	вихід	תפרוש	N;INAN;NOM;MASC;SG	V;FEM;SG;3;FUT;ACT
вихід	אקסודוס	вихід	אקסודוס	N;INAN;NOM;MASC;SG	PROPN
вихід	מתפטר	вихід	התפטר	N;INAN;NOM;MASC;SG	V;MASC;SG;V.PTCP
вихід	פורשת	вихід	פרש	N;INAN;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
бога	אלהים	бог	אלהים	N;ANIM;ACC;MASC;SG	PROPN
бога	אלוקים	бог	אלוק	N;ANIM;ACC;MASC;SG	N;MASC;PL
режим	מוד	режим	מוד	N;INAN;NOM;MASC;SG	
кілометрів	מיילס	кілометр	מיילס	N;INAN;GEN;MASC;PL	PROPN
кілометрів	מיילים	кілометр	יילה	N;INAN;GEN;MASC;PL	V;MASC;PL;V.PTCP;ACT
кілометрів	קילומטר	кілометр	קילומטר	N;INAN;GEN;MASC;PL	N;MASC;SG
взяли	לקח	взяти	לקח	V;PFV;IND;PL;PST;FIN	N;MASC;SG
взяли	צילם	взяти	צילם	V;PFV;IND;PL;PST;FIN	PROPN
прийнято	התקבלה	прийнято	התקבל	V;PFV;IND;0;FIN	V;FEM;SG;3;PST
прийнято	התקבל	прийнято	התקבל	V;PFV;IND;0;FIN	V;MASC;SG;3;PST
прийнято	קיבל	прийнято	קיבל	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;ACT
прийнято	שהתקבלו	прийнято	שהתקבל	V;PFV;IND;0;FIN	V;PL;3;PST
прийнято	מקובלת	прийнято	מקובל	V;PFV;IND;0;FIN	ADJ;FEM;SG
прийнято	מקובל	прийнято	מקובל	V;PFV;IND;0;FIN	ADJ;MASC;SG
володіння	דיבוק	володіння	דיבוק	N;INAN;NOM;NEUT;SG	PROPN
містять	מכילות	містити	מכילה	V;IPFV;IND;PL;3;PRS;FIN	V;FEM;PL;V.PTCP
продюсер	מפיקה	продюсер	הפיק	N;ANIM;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
ольга	אולגה	ольга	אולגה	PROPN;ANIM;NOM;FEM;SG	PROPN
машина	המכונה	машина	המכון	N;INAN;NOM;FEM;SG	
машина	מכונה	машина	כונה	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;PASS
бік	סייד	бік	סייד	N;INAN;NOM;MASC;SG	PROPN
бік	לצד	бік	לצד	N;INAN;NOM;MASC;SG	ADP
бік	הצד	бік	הצד	N;INAN;NOM;MASC;SG	
цифровий	דיגיטלית	цифровий	דיגיטלי	ADJ;NOM;MASC;SG	PROPN
цифровий	דיגיטלי	цифровий	דיגיטלי	ADJ;NOM;MASC;SG	PROPN
забив	מנצח	забити	מנצח	V;PFV;MASC;IND;SG;PST;FIN	N;MASC;SG
забив	זכייה	забити	זכייה	V;PFV;MASC;IND;SG;PST;FIN	N;FEM;SG
дніпро	דנייפר	дніпро	דנייפר	PROPN;INAN;NOM;MASC;SG	PROPN
гран	גרנד	гран	גרנד		PROPN
гран	גראנד	гран	גראנד		PROPN
олена	אולנה	олена	אולנה	PROPN;ANIM;NOM;FEM;SG	PROPN
олена	אלנה	олена	אלנה	PROPN;ANIM;NOM;FEM;SG	PROPN
олена	ילנה	олена	ילן	PROPN;ANIM;NOM;FEM;SG	PROPN
олена	ילנה	олена	ילן	PROPN;ANIM;NOM;FEM;SG	PROPN
біографія	ביוגרפיה	біографія	ביוגרפיה	N;INAN;NOM;FEM;SG	PROPN
біографія	הביוגרפיה	біографія	הביוגרפיה	N;INAN;NOM;FEM;SG	PROPN
вулиць	רחובות	вулиця	רחובות	N;INAN;GEN;FEM;PL	PROPN
старий	זקן	старий	זקן	ADJ;NOM;MASC;SG	
старий	ישן	старий	ישן	ADJ;NOM;MASC;SG	PROPN
старий	זקנה	старий	זקן	ADJ;NOM;MASC;SG	N;FEM;SG
заснував	ייסד	заснувати	ייסד	V;PFV;MASC;IND;SG;PST;FIN	N;MASC;SG
географічне	גיאוגרפי	географічний	גיאוגרפי	ADJ;NOM;NEUT;SG	PROPN
географічне	גיאוגרפי	географічний	גיאוגרפי	ADJ;NOM;NEUT;SG	PROPN
засновано	נוסדה	засновати	נוסד	V;PFV;IND;0;FIN	V;FEM;SG;3;PST;MID
засновано	נוסד	засновати	נוסד	V;PFV;IND;0;FIN	V;MASC;SG;3;PST;MID
засновано	ייסד	засновати	ייסד	V;PFV;IND;0;FIN	N;MASC;SG
засновано	מבוסס	засновати	None	V;PFV;IND;0;FIN	V;MASC;SG;V.PTCP
остаточно	לצמיתות	остаточно	לצמיתות	ADV	V
чорний	השחור	чорний	השחור	ADJ;NOM;MASC;SG	
чорний	black	чорний	black	ADJ;NOM;MASC;SG	
захоплення	ללכוד	захоплення	ללכוד	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
турнір	הטורניר	турнір	הטורניר	N;INAN;NOM;MASC;SG	PROPN
зміг	יכולת	змогти	יכולת	V;PFV;MASC;IND;SG;PST;FIN	N;FEM;SG
зміг	יכול	змогти	None	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;SG;V.PTCP
зміг	מסוגל	змогти	מסוגל	V;PFV;MASC;IND;SG;PST;FIN	V;MASC;SG
зміг	אייבל	змогти	אייבל	V;PFV;MASC;IND;SG;PST;FIN	PROPN
виключно	בבלעדיות	виключно	בבלעדיות	ADV	N;FEM;PL
порядок	להזמנת	порядок	הזמנה	N;INAN;NOM;MASC;SG	V;NFIN;ACT
порядок	מצווה	порядок	ציווה	N;INAN;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
миру	שלום	мир	שלום	N;INAN;GEN;MASC;SG	PROPN
миру	השלום	мир	השלום	N;INAN;GEN;MASC;SG	
миру	שלווה	мир	שלווה	N;INAN;GEN;MASC;SG	
канада	קנדה	канада	קנדה	PROPN;INAN;NOM;FEM;SG	PROPN
поза	בחוץ	поза	בחוץ		
поза	מחוץ	поза	מחוץ		
поза	שמעבר	поза	שמעבר		PROPN
поза	מעבר	поза	מעבר		
поза	יציבה	поза	יציב		N;FEM;SG
поза	תנוחה	поза	תנוחה		N;FEM;SG
костянтин	קונסטנטין	костянтина	קונסטנטין	N;ANIM;NOM;MASC;SG	PROPN
костянтин	קונסטנטין	костянтина	קונסטנטין	N;ANIM;NOM;MASC;SG	PROPN
фірми	תקיף	фірма	תקיף	N;INAN;NOM;FEM;PL	
дорога	כביש	дорога	כביש	N;INAN;NOM;FEM;SG	PROPN
бароко	בארוק	бароко	בארוק	N;INAN;NOM;MASC;SG	PROPN
цар	המלך	цар	המלך	N;ANIM;NOM;MASC;SG	
цар	קינג	цар	קינג	N;ANIM;NOM;MASC;SG	PROPN
цар	הצאר	цар	הצאר	N;ANIM;NOM;MASC;SG	PROPN
захисник	מגן	захисник	מגן	N;ANIM;NOM;MASC;SG	PROPN
захисник	מגן	захисник	מגן	N;ANIM;NOM;MASC;SG	PROPN
єпископ	בישופ	єпископ	בישופ	N;ANIM;NOM;MASC;SG	PROPN
єпископ	בישוף	єпископ	בישוף	N;ANIM;NOM;MASC;SG	PROPN
важко	קשים	важко	קשה	ADV	ADJ;MASC;PL
марка	בול	марка	בול	N;INAN;NOM;FEM;SG	
руки	נשק	рука	נשק	N;INAN;NOM;FEM;PL	N;MASC;SG
руки	ידים	рука	יד	N;INAN;NOM;FEM;PL	
руки	ידיים	рука	יד	N;INAN;NOM;FEM;PL	
місяця	מון	місяць	מון	N;INAN;GEN;MASC;SG	PROPN
місяця	ירח	місяць	ירח	N;INAN;GEN;MASC;SG	PROPN
місяця	הירח	місяць	הירח	N;INAN;GEN;MASC;SG	PROPN
усе	הכול	усе	הכול	PRO;INAN;NOM;NEUT;SG	
усе	הכל	усе	הכיל	PRO;INAN;NOM;NEUT;SG	N
проблема	הבעיה	проблема	הבעיה	N;INAN;NOM;FEM;SG	ADV
захворювання	מחלות	захворювання	מחלה	N;INAN;NOM;NEUT;SG	N;FEM;PL
захворювання	מחלות	захворювання	מחלה	N;INAN;NOM;NEUT;SG	N;FEM;PL
визнання	ווידוי	визнання	ווידוי	N;INAN;NOM;NEUT;SG	
вільям	ויליאם	вільям	ויליאם	PROPN;ANIM;NOM;MASC;SG	PROPN
вільям	וויליאם	вільям	ויליאם	PROPN;ANIM;NOM;MASC;SG	PROPN
сучасні	מודרנית	сучасний	מודרני	ADJ;NOM;PL	ADV
сучасні	מודרני	сучасний	מודרני	ADJ;NOM;PL	ADJ;MASC;SG
переможець	זוכה	переможець	זכה	N;ANIM;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
переможець	המנצח	переможець	המנצח	N;ANIM;NOM;MASC;SG	PROPN
переможець	הזוכה	переможець	הזוך	N;ANIM;NOM;MASC;SG	ADV
