och	si	och	sine	CONJ	
ord	cuvintele	ord	cuvânt	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
ord	cuvinte	ord	cuvânt	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
ord	vorbe	ord	vorbă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
referens	referință	referens	referință	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
referens	referința	referens	referință	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
referens	trimitere	referens	trimitere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tall	înalt	tall	înalt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
tall	înaltă	tall	înalt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
tall	inalt	tall	inalt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
tall	inalta	tall	inalta	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
fortsatte	continuat	fortsätta	continua	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
delvis	parțiale	delvis	parțial	ADV	ADJ;INDF;FEM;PL
delvis	parțială	delvis	parțial	ADV	ADJ;INDF;FEM;SG
delvis	parţială	delvis	pargial	ADV	ADJ;INDF;FEM;SG
delvis	partial	delvis	partial	ADV	ADJ;INDF;MASC;SG
delvis	partial	delvis	partial	ADV	ADJ;INDF;MASC;SG
museum	muzeul	museum	muzeu	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
sju	seven	sju	seven	NUM;NOM	N;INDF;MASC;SG
unit	unitate	unit	unitate	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
unit	unitatea	unit	unitate	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
verksamhet	operatiuni	verksamhet	operatiune	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
verksamhet	operațiuni	verksamhet	operațiune	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
verksamhet	operații	verksamhet	operație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
verksamhet	activitati	verksamhet	activitati	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
verksamhet	activitățile	verksamhet	activitate	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
verksamhet	activități	verksamhet	activitate	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
verksamhet	activitatea	verksamhet	activitate	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
verksamhet	activitate	verksamhet	activitate	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lever	ficatul	leva	ficat	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
lever	ficat	leva	ficat	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
position	pozitie	position	pozitie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
position	poziția	position	poziție	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
position	poziţia	position	pozigie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
position	poziţie	position	poziţie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
position	poziție	position	poziție	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
minst	minimul	lite	minim	ADV;RL	N;DEF;MASC;SG
minst	minimum	lite	minimum	ADV;RL	
minst	minime	lite	minim	ADV;RL	ADJ;INDF;FEM;PL
minst	minimă	lite	minim	ADV;RL	ADJ;INDF;FEM;SG
minst	minim	lite	minim	ADV;RL	N;INDF;MASC;SG
adolf	adolph	adolf	adolph	PROPN;NOM	PROPN
adolf	adolf	adolf	adolf	PROPN;NOM	PROPN
albert	albert	albert	albert	PROPN;NOM	PROPN
betyder	inseamna	betyda	inseamna	V;IND;PRS;FIN;ACT	
betyder	mijloace	betyda	mijloc	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
ned	ned	ned	nede	ADV	PROPN
belgien	belgia	belgien	belgie	PROPN;NOM	PROPN
olof	olof	olof	olof	PROPN;NOM	PROPN
texas	texas	texa	texas	PROPN;GEN	PROPN
texas	texasul	texa	texas	PROPN;GEN	N;DEF;MASC;SG
victoria	victoriei	victoria	victorie	PROPN;NOM	PROPN;DEF;FEM;SG
victoria	victoria	victoria	victorie	PROPN;NOM	N;DEF;FEM;SG
officiella	oficial	officiell	oficial	ADJ;NOM;PL	ADJ;INDF;MASC;SG
officiella	oficiala	officiell	oficială	ADJ;NOM;PL	ADJ;DEF;FEM;SG
officiella	oficială	officiell	oficial	ADJ;NOM;PL	ADJ;INDF;FEM;SG
rev	recifurile	rev	recif	V;IMP;FIN;ACT	N;DEF;FEM;PL
rev	rev	rev	rev	V;IMP;FIN;ACT	
rev	recif	rev	recif	V;IMP;FIN;ACT	N;INDF;MASC;SG
rev	reciful	rev	recif	V;IMP;FIN;ACT	N;DEF;MASC;SG
långa	ling	lång	ling	ADJ;NOM;PL	V;IND;PL;3;PRS;FIN
långa	lung	lång	lung	ADJ;NOM;PL	ADJ;INDF;MASC;SG
långa	lungă	lång	lung	ADJ;NOM;PL	ADJ;INDF;FEM;SG
långa	long	lång	long	ADJ;NOM;PL	
heinrich	heinrich	heinrich	heinrich	PROPN;NOM	PROPN
fotbollsspelare	fotbalistul	fotbollsspelare	fotbalist	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
fotbollsspelare	fotbalist	fotbollsspelare	fotbalist	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
solid	solid	solid	solid	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
solid	solidă	solid	solid	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
solid	solide	solid	solid	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
magnus	magnus	magnus	magnus	PROPN;NOM	PROPN
slott	castele	slott	castel	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
slott	castelul	slott	castel	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
slott	palatul	slott	palat	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
familj	familie	familj	familie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
familj	familia	familj	familie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
huset	house	hus	hou	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
huset	casa	hus	casă	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
huset	casă	hus	casă	N;NOM;DEF;NEUT;SG	N;INDF;FEM;SG
regeringen	dulap	regering	dulap	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
regeringen	cabinetul	regering	cabinet	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
regeringen	cabinet	regering	cabinet	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
regeringen	guvernul	regering	guvern	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
regeringen	guvernare	regering	guvernare	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
regeringen	guvern	regering	guvern	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
trummor	tobele	trummor	tobel	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
spel	jocul	spel	joc	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
spel	jocuri	spel	joc	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
spel	jocurile	spel	joc	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
aten	atena	aten	atena	PROPN;NOM	PROPN
svenskt	suedeza	svensk	suedeză	ADJ;NOM;INDF;NEUT;SG	ADJ;DEF;FEM;SG
svenskt	suedezi	svensk	suedez	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;PL
svenskt	suedeză	svensk	suedeză	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
rad	linia	rad	linie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
rad	line	rad	line	N;NOM;INDF;MASC+FEM;SG	
rad	linie	rad	linie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rad	rad	rad	rade	N;NOM;INDF;MASC+FEM;SG	
rad	rândul	rad	rând	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sett	văzute	se	văzut	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
sett	văzută	se	văzut	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
länet	judetul	län	judet	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
länet	comitatul	län	comitat	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
länet	județul	län	județ	N;NOM;DEF;NEUT;SG	N;DEF;MASC;SG
johansson	johansson	johansson	johansson	PROPN;NOM	PROPN
hus	casa	hus	casă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
hus	casă	hus	casă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
hus	case	hus	casă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
hus	casele	hus	casă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
långt	lung	långt	lung	ADV	ADJ;INDF;MASC;SG
långt	lungă	långt	lung	ADV	ADJ;INDF;FEM;SG
långt	long	långt	long	ADV	
förlorade	pierdut	förlora	pierdut	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
förlorade	pierdută	förlora	pierde	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
förlorade	lost	förlora	lost	ADJ;NOM;PL;PST;V.PTCP	N;INDF;MASC;SG
tio	tio	tio	tu	NUM;NOM	
tio	ten	tio	ten	NUM;NOM	N;INDF;MASC;SG
par	cuplul	par	cuplu	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
par	perechi	par	pereche	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
par	cupluri	par	cuplu	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
par	cuplurile	par	cuplu	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
par	cuplurilor	par	cuplu	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
par	perechea	par	pereche	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
par	pereche	par	pereche	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
stefan	stephen	stefan	stephen	PROPN;NOM	PROPN
stefan	ștefan	stefan	ștefan	PROPN;NOM	PROPN
stefan	ştefan	stefan	ştefan	PROPN;NOM	PROPN
stefan	ștefan	stefan	ștefan	PROPN;NOM	PROPN
stefan	stefan	stefan	stefan	PROPN;NOM	PROPN
stefan	ştefan	stefan	ştefan	PROPN;NOM	PROPN
fast	blocat	fast	bloca	ADV	ADJ;INDF;MASC;SG
fast	fixă	fast	fix	ADV	ADJ;INDF;FEM;SG
fast	fix	fast	fix	ADV	ADJ;INDF;MASC;SG
fast	reparat	fast	repara	ADV	ADJ;INDF;MASC;SG
fast	fixat	fast	fixat	ADV	ADJ;INDF;MASC;SG
åtta	eight	åtta	eight	NUM;NOM	N;INDF;MASC;SG
arabiska	arab	arabisk	arab	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
arabiska	arabă	arabisk	arab	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
arabiska	arabe	arabisk	arab	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
arabiska	araba	arabisk	araba	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
arabiska	arabă	arabisk	arab	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bern	berna	bern	bernă	PROPN;NOM	PROPN
bern	bern	bern	bern	PROPN;NOM	PROPN
tror	gândiți	tro	gândi	V;IND;PRS;FIN;ACT	V;IND;PL;2;IPFV;FIN
peru	peru	peru	peru	PROPN;NOM	PROPN
djibouti	djibouti	djibouti	djibout	N;NOM;INDF;NEUT;SG	PROPN
côte	côte	côte	côte	PROPN;NOM	PROPN
costa	costa	costa	costa	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;IPFV;FIN
chef	managerul	chef	manager	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
system	sistemul	system	sistem	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
system	sisteme	system	sistem	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
stöd	ajutoare	stöd	ajutor	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
stöd	sprijinul	stöd	sprijin	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
stöd	asistența	stöd	asistență	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
stöd	asistență	stöd	asistență	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
gridcolor	gridcolor	gridcola	gridcolor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
nilsson	nilsson	nilsson	nilsson	PROPN;NOM	PROPN
låt	lasă	låta	lăsa	V;IMP;FIN;ACT	V;IND;3;PRS;FIN
innehåll	conținutul	innehåll	conținut	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
mellersta	mijloc	mellersta	mijloc	ADJ;NOM;DEF;RL	N;INDF;MASC;SG
mellersta	centrala	mellersta	centrală	ADJ;NOM;DEF;RL	ADJ;DEF;FEM;SG
mellersta	centrale	mellersta	centrală	ADJ;NOM;DEF;RL	N;INDF;FEM;PL
mellersta	centrală	mellersta	central	ADJ;NOM;DEF;RL	ADJ;INDF;FEM;SG
mellersta	central	mellersta	central	ADJ;NOM;DEF;RL	ADJ;INDF;MASC;SG
varför	dece	varför	dece	ADV	
axel	umăr	axel	umăr	PROPN;NOM	N;INDF;MASC;SG
axel	umar	axel	umar	PROPN;NOM	N;INDF;MASC;SG
axel	umărul	axel	umăr	PROPN;NOM	N;DEF;MASC;SG
axel	axel	axel	axel	PROPN;NOM	PROPN
axel	osie	axel	osie	PROPN;NOM	
axel	axă	axel	axă	PROPN;NOM	N;INDF;FEM;SG
axel	axul	axel	ax	PROPN;NOM	N;DEF;MASC;SG
axel	ax	axel	ax	PROPN;NOM	N;INDF;MASC;SG
axel	axă	axel	axă	PROPN;NOM	N;INDF;FEM;SG
axel	axa	axel	axa	PROPN;NOM	N;DEF;FEM;SG
ackumulerade	acumulată	ackumulera	acumula	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
ackumulerade	acumulat	ackumulera	acumula	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
ackumulerade	cumulativ	ackumulera	cumulativ	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
skolan	scoala	skola	scoală	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
skolan	școala	skola	școală	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
skolan	şcoala	skola	pcoală	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
skolan	școală	skola	școală	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
skolan	şcoală	skola	şcoală	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
kontinent	continentul	kontinent	continent	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
roman	romană	roman	roman	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
roman	romanul	roman	roman	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
roman	nuvelă	roman	nuvelă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
stadium	stadium	stadium	stadium	N;NOM;INDF;NEUT;SG	PROPN
stadium	stadionul	stadium	stadion	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
stadium	etapa	stadium	etapă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
stadium	etapă	stadium	etapă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
stadium	stadiul	stadium	stadiu	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
gränsen	frontiera	gräns	frontieră	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
gränsen	granita	gräns	granită	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
gränsen	frontieră	gräns	frontieră	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
dansk	daneză	dansk	daneză	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
dansk	dane	dansk	dane	ADJ;NOM;INDF;MASC+FEM;SG	
företag	business	företag	business	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
företag	afacere	företag	afacere	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
företag	afacerea	företag	afacere	N;NOM;INDF;NEUT;PL	N;DEF;FEM;SG
företag	companie	företag	companie	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
företag	compania	företag	companie	N;NOM;INDF;NEUT;PL	N;DEF;FEM;SG
företag	companiile	företag	companie	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
företag	întreprinderile	företag	întreprindere	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
företag	întreprindere	företag	întreprindere	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
företag	întreprinderea	företag	întreprindere	N;NOM;INDF;NEUT;PL	N;DEF;FEM;SG
företag	enterprise	företag	enterpri	N;NOM;INDF;NEUT;PL	
startade	început	starta	început	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
gunnar	gunnar	gunnar	gunnar	PROPN;NOM	PROPN
orten	city	ort	city	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
orten	oras	ort	oras	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
orten	oraș	ort	oraș	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
orten	oraş	ort	oraş	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
orten	oraşul	ort	orac	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
orten	orașul	ort	oraș	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
orten	localitatea	ort	localitate	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
orten	localitate	ort	localitate	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
tillhörde	aparținut	tillhöra	aparține	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
småland	småland	småland	småland	PROPN;NOM	
örebro	örebro	örebro	örebro	PROPN;NOM	PROPN
rom	rome	rom	romă	PROPN;NOM	N;INDF;MASC;SG
rom	roma	rom	romă	PROPN;NOM	PROPN
rom	rom	rom	rom	PROPN;NOM	N;INDF;MASC;SG
rom	rom	rom	rom	PROPN;NOM	N;INDF;MASC;SG
betydelse	importanța	betydelse	importanță	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
betydelse	importanta	betydelse	important	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
betydelse	importanță	betydelse	importanță	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
betydelse	însemnând	betydelse	însemna	N;NOM;INDF;MASC+FEM;SG	V;V.MSDR
betydelse	sensul	betydelse	sens	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
betydelse	semnificație	betydelse	semnificație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
betydelse	semnificatie	betydelse	semnificatie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
betydelse	semnificația	betydelse	semnificație	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
betydelse	semnificație	betydelse	semnificație	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
imagesize	imagesize	imagesize	imagesiz	N;NOM;INDF;NEUT;SG	
saskatchewan	saskatchewan	saskatcheba	saskatchewan	N;NOM;DEF;MASC+FEM;SG	PROPN
scalemajor	scalemajor	scalemajo	scalemajor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
starkt	puternica	stark	puternic	ADV	ADJ;DEF;FEM;SG
starkt	strong	stark	strong	ADV	
starkt	puternic	stark	puternic	ADV	ADJ;INDF;MASC;SG
starkt	puternică	stark	puternic	ADV	ADJ;INDF;FEM;SG
johann	johann	johan	johann	PROPN;NOM	PROPN
dateformat	dateformat	dateformat	dateforma	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
textcolor	textcolor	textcola	textcolor	N;NOM;INDF;MASC+FEM;PL	
josé	josé	josé	josé	PROPN;NOM	PROPN
finska	finlandez	finsk	finlandez	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
finska	finlandeză	finsk	finlandez	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
köpenhamn	copenhaga	köpenhamn	copenhaga	PROPN;NOM	PROPN
skapa	creează	skapa	crea	V;IMP;FIN;ACT	V;IND;3;PRS;FIN
skapa	creare	skapa	creare	V;IMP;FIN;ACT	N;INDF;FEM;SG
skapa	crearea	skapa	creare	V;IMP;FIN;ACT	N;DEF;FEM;SG
skapa	creez	skapa	creez	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
skapa	creare	skapa	creare	V;IMP;FIN;ACT	N;INDF;FEM;SG
musiker	muzician	musik	muzician	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
musiker	muzicienii	musik	muziciene	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
sångare	cântăreață	sång	cântăreață	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
sångare	vocalistul	sång	vocalist	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hem	acasa	hem	acasa	N;NOM;INDF;NEUT;SG	
hem	casă	hem	casă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
hem	acasă	hem	acasă	N;NOM;INDF;NEUT;SG	ADV
hem	home	hem	homă	N;NOM;INDF;NEUT;SG	
ursprung	origine	ursprung	origine	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
ursprung	originea	ursprung	origine	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
ursprung	originile	ursprung	origine	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
ursprung	origini	ursprung	origine	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
vet	stie	veta	stie	V;IND;PRS;FIN;ACT	
polen	poloniei	pol	polonie	PROPN;NOM	PROPN;DEF;FEM;SG
polen	polonia	pol	polonie	PROPN;NOM	PROPN
håller	holding	hålla	holding	V;IND;PRS;FIN;ACT	N
bulgarien	bulgaria	bulgarien	bulgarie	N;NOM;DEF;MASC+FEM;SG	PROPN
ordning	comanda	ordning	comandă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ordning	ordinea	ordning	ordine	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ordning	comandă	ordning	comandă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ordning	ordine	ordning	ordine	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
srpska	srpska	srpska	srpska	NUM;NOM	PROPN
förslag	propunerile	förslag	propunere	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
förslag	propunere	förslag	propunere	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
förslag	propunerea	förslag	propunere	N;NOM;INDF;NEUT;PL	N;DEF;FEM;SG
förslag	sugestiile	förslag	sugestie	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
förslag	sugestia	förslag	sugestie	N;NOM;INDF;NEUT;PL	N;DEF;FEM;SG
förslag	sugestie	förslag	sugestie	N;NOM;INDF;NEUT;PL	N;INDF;FEM;SG
förlag	editura	förlag	editură	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
förlag	publicare	förlag	publicare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
förlag	publicarea	förlag	publicare	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
förlag	editorii	förlag	editoare	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
förlag	editori	förlag	editor	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
parti	petrecere	parti	petrecere	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
parti	lotul	parti	lot	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
singel	singură	singel	singur	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
singel	singur	singel	singur	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
singel	singel	singel	singel	N;NOM;INDF;MASC+FEM;SG	
behöver	nevoie	behöva	nevoie	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
behöver	nevoile	behöva	nevoie	V;IND;PRS;FIN;ACT	N;DEF;FEM;PL
behöver	nevoi	behöva	nevoie	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
alfred	alfred	alfred	alfred	PROPN;NOM	PROPN
jar	jar	ja	jar	N;NOM;INDF;NEUT;SG	
icke	non	icke	non	PART;NEG	
danska	daneză	dansk	daneză	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
danska	danez	dansk	danez	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
kali	kali	kali	kali	N	PROPN
procent	procente	procent	procent	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
procent	procentele	procent	procent	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
procent	procentajul	procent	procentaj	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
procent	procentul	procent	procent	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
ernst	ernst	ernst	ernst	PROPN;NOM	PROPN
territorium	teritoriul	territorium	teritoriu	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
live	trăiască	live	trăi	N;NOM;INDF;NEUT;SG	V;SBJV;3;PRS;FIN
live	live	live	livă	N;NOM;INDF;NEUT;SG	
ludwig	ludwig	ludwig	ludwig	N;NOM;INDF;MASC+FEM;SG	PROPN
sul	sul	sul	sul	V;IMP;FIN;ACT	N;INDF;MASC;SG
vägen	drum	väg	drum	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
vägen	drumul	väg	drum	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
vägen	road	väg	road	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
gammal	old	gammal	old	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gammal	veche	gammal	vechi	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;SG
gammal	bătrâne	gammal	bătrâne	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
tryckta	tipărit	trycka	tipări	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
tryckta	printat	trycka	printa	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
tryckta	tipărită	trycka	tipărit	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;FEM;SG
modern	moderni	mor	modern	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;MASC;PL
modern	moderna	mor	moderna	N;NOM;DEF;MASC+FEM;SG	ADJ;DEF;FEM;SG
modern	modern	mor	modern	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;MASC;SG
modern	moderne	mor	modern	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;FEM;PL
modern	modernă	mor	modern	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;FEM;SG
