birdlife	birdlife	birdlife	birdlifa	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
omringet	obkľúčený	omring	obkľúčený	N;DEF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
umeå	umeå	umeå	umeå	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nominasjon	nominácie	nominasjon	nominácia	N;INDF;MASC;SG	N;NOM;FEM;PL
hengende	závesné	hengende	závesný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
hengende	visieť	hengende	visieť	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
hengende	visí	hengende	visieť	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
benedikt	benedict	benedikt	benedict	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
beholder	udržiavanie	beholder	udržiavanie	V;IND;PRS;FIN	N;NOM;NEUT;SG
beholder	nádoba	beholder	nádob	V;IND;PRS;FIN	N;NOM;FEM;SG
beholder	kontajner	beholder	kontajner	V;IND;PRS;FIN	N;INAN;NOM;MASC;SG
beholder	kontajnery	beholder	kontajner	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
hvile	odpočinúť	hvile	odpočinúť	N;INDF;MASC;SG	V;PFV;POS;NFIN
avgjørelsen	rozhodnutia	avgjørels	rozhodnutie	N;DEF;MASC;SG	N;NOM;NEUT;PL
motors	motory	motors	motor	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
anonyme	anonymný	anonym	anonymný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
anonyme	anonymne	anonym	anonymne	ADJ;PL	ADV
anonyme	anonymné	anonym	anonymný	ADJ;PL	ADJ;NOM;NEUT;SG
turer	jazdí	ture	jazdiť	N;INDF;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
sans	sans	sans	sans	N;INDF;MASC;SG	
ark	archy	ark	archy	N;INDF;NEUT;SG	N;NOM;FEM;PL
hviler	odpočíva	hvile	odpočívať	N;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
argentinske	argentínsky	argentinsk	argentínsky	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
moral	morálky	moral	morálka	N;INDF;MASC;SG	N;NOM;FEM;PL
verft	lodenice	verft	lodenica	N;INDF;NEUT;SG	N;NOM;FEM;PL
plattformen	platformy	plattform	platforma	N;DEF;MASC;SG	N;NOM;FEM;PL
hunt	lovia	hunt	lovieť	N;INDF;MASC;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
hunt	loviť	hunt	loviť	N;INDF;MASC;SG	V;IPFV;POS;NFIN
hunt	hunt	hunt	hunt	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
dawn	dawn	dawn	dawn	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
langsomt	pomaličky	langsom	pomaličky	ADJ;INDF;NEUT;SG	ADV
langsomt	pomaly	langsom	pomaly	ADJ;INDF;NEUT;SG	ADV
chuck	chuck	chuck	chuck	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
aspekter	hľadiská	aspekter	hľadisko	N;INDF;NEUT;SG	N;NOM;NEUT;PL
aspekter	aspektov	aspekter	aspekt	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
aspekter	aspekty	aspekter	aspekt	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
emi	emi	emi	em	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
murphy	murphy	murphy	murpeh	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
ajax	ajax	ajax	ajax	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
fortsettelse	pokračoval	fortsettelse	pokračovať	N;INDF;MASC;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
fortsettelse	pokračovala	fortsettelse	pokračovať	N;INDF;MASC;SG	V;IPFV;FEM;SG;POS;PST;V.PTCP
fortsettelse	pokračovalo	fortsettelse	pokračovať	N;INDF;MASC;SG	V;IPFV;NEUT;SG;POS;PST;V.PTCP
omar	omar	omar	omar	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
robertson	robertson	robertson	robertson	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bart	bart	bart	bart	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
bart	fúzy	bart	fúz	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
gjennomgang	preskúmať	gjennomgang	preskúmať	N;INDF;MASC;SG	V;PFV;POS;NFIN
gjennomgang	skontrolovať	gjennomgang	skontrolovať	N;INDF;MASC;SG	V;PFV;POS;NFIN
kinoer	kinách	kino	kino	N;INDF;MASC;SG	N;INS;NEUT;PL
kinoer	kinách	kino	kino	N;INDF;MASC;SG	N;INS;NEUT;PL
andrews	andrews	andrews	andrews	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
hentes	získané	hente	získaný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rein	čistá	rein	čistý	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
rein	čistý	rein	čistý	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
rein	vyčistiť	rein	vyčistiť	N;INDF;MASC;SG	V;PFV;POS;NFIN
rein	čisté	rein	čistý	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
postnummer	psč	postnumme	psč	N;INDF;FEM;PL	N;NOM;NEUT;SG
oppvarming	vykurovacie	oppvarming	vykurovacie	N;INDF;FEM;SG	ADJ;NOM;NEUT;PL
tibetansk	tibetských	tibetansk	tibetský	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
pels	kožušiny	pelse	kožušina	N;INDF;MASC;SG	N;NOM;FEM;PL
pels	kožušín	pelse	kožušina	N;INDF;MASC;SG	N;GEN;FEM;PL
framgang	progress	framgang	progress	N;INDF;MASC;SG	INTJ
utrecht	utrecht	utrecht	utrecht	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
wei	wei	wei	wei	PROPN	PROPN;ANIM;NOM;MASC;SG
overskrift	hlavičky	overskrift	hlavička	N;INDF;FEM;SG	N;NOM;FEM;PL
tilpasse	prispôsobenie	tilpasse	prispôsobenie	V;NFIN	N;NOM;NEUT;SG
erfarne	skúsený	erfarne	skúsený	ADJ;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
erfarne	zažil	erfarne	zažiť	ADJ;PL	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
erfarne	skúsenosti	erfarne	skúsenosť	ADJ;PL	N;NOM;FEM;PL
erfarne	skúseného	erfarne	skúsený	ADJ;PL	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;PASS
kryss	križovatky	kryss	križovatka	N;INDF;NEUT;SG	N;NOM;FEM;PL
kryss	krížová	kryss	krížový	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kryss	cross	kryss	cross	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
kryss	krížové	kryss	krížový	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
starr	starr	starr	starr	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
word	slova	word	slovo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
fødselen	narodenia	fødsel	narodenie	N;DEF;MASC;SG	N;NOM;NEUT;PL
forbedring	zlepšenia	forbedring	zlepšenie	N;INDF;FEM;SG	N;NOM;NEUT;PL
tau	tau	tau	tau	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
tau	lán	tau	lán	N;INDF;NEUT;SG	N;GEN;FEM;PL
tau	laná	tau	laný	N;INDF;NEUT;SG	N;NOM;NEUT;PL
andrej	andrej	andrej	andrej	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
andrej	andrej	andrej	andrej	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
andrej	andrej	andrej	andrej	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sem	sem	sem	sem	N;INDF;MASC;SG	ADV
diesel	dieselové	diesel	dieselový	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
oppfylt	splnila	oppfylle	splniť	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
oppfylt	splnil	oppfylle	splniť	ADJ;INDF;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
brandt	brandt	brand	brandt	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tildeling	prideľovania	tildeling	prideľovanie	N;INDF;FEM;SG	N;NOM;NEUT;PL
planlegger	plánovanie	planleggje	plánovanie	V;IND;PRS;FIN	N;NOM;NEUT;SG
planlegger	plánovanie	planleggje	plánovanie	V;IND;PRS;FIN	N;NOM;NEUT;SG
planlegger	plánov	planleggje	plán	V;IND;PRS;FIN	N;INAN;GEN;MASC;PL
planlegger	plány	planleggje	plán	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
kledd	obliecť	kledd	obliecť	ADJ;INDF;SG	V;PFV;POS;NFIN
pågår	prebiehajúce	pågå	prebiehajúci	V;IND;PRS;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
pågår	prebiehajúci	pågå	prebiehajúci	V;IND;PRS;FIN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
pågår	priebežné	pågå	priebežný	V;IND;PRS;FIN	ADJ;NOM;NEUT;SG
estimert	odhadnúť	estimere	odhadnúť	ADJ;INDF;SG;V.PTCP	V;PFV;POS;NFIN
estimert	odhad	estimere	odhad	ADJ;INDF;SG;V.PTCP	N;INAN;NOM;MASC;SG
duke	duke	duke	duka	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
fuktig	vlhko	fuktig	vlhko	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
fokusere	zameranie	fokusere	zameranie	V;NFIN	N;NOM;NEUT;SG
things	všeličo	things	všeličo	N	PRO;NOM;NEUT;SG
hjulpet	pomohlo	hjulp	pomôcť	N;DEF;NEUT;SG	V;PFV;NEUT;SG;POS;PST;V.PTCP
hjulpet	pomohol	hjulp	pomôcť	N;DEF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
hjulpet	pomohli	hjulp	pomôcť	N;DEF;NEUT;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
hjulpet	pomohla	hjulp	pomôcť	N;DEF;NEUT;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
mannlig	samec	mannlig	samec	ADJ;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
mannlig	muž	mannlig	muž	ADJ;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
isu	isu	isu	isa	N	
forberede	pripraviť	forbere	pripraviť	N;INDF;MASC;SG	V;PFV;POS;NFIN
detaljerte	podrobne	detaljert	podrobne	ADJ;PL	ADV
detaljerte	detailné	detaljert	detailný	ADJ;PL	ADJ;NOM;NEUT;SG
detaljerte	podrobné	detaljert	podrobný	ADJ;PL	ADJ;NOM;NEUT;SG
detaljerte	podrobná	detaljert	podrobný	ADJ;PL	ADJ;NOM;FEM;SG
utenlands	zámorských	utenlands	zámorský	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
utenlands	zahraničia	utenlands	zahranič	N;INDF;MASC;SG	N;NOM;NEUT;PL
tegne	čerpať	ta	čerpať	N;INDF;FEM;SG	V;IPFV;POS;NFIN
tegne	nakresliť	ta	nakresliť	N;INDF;FEM;SG	V;PFV;POS;NFIN
tegne	kresliť	ta	kresliť	N;INDF;FEM;SG	V;PFV;POS;NFIN
tegne	vyvodiť	ta	vyvodiť	N;INDF;FEM;SG	V;PFV;POS;NFIN
tegne	čerpania	ta	čerpanie	N;INDF;FEM;SG	N;NOM;NEUT;PL
smalere	užšia	smalere	užý	V;NFIN	N;NOM;FEM;SG
smalere	užšie	smalere	užo	V;NFIN	N;NOM;NEUT;SG
bei	bei	bei	bei	N;INDF;SG	PROPN;ANIM;NOM;MASC;SG
aksjer	akcie	aksjer	akcia	N;INDF;NEUT;SG	N;NOM;FEM;PL
aksjer	podiely	aksjer	podiel	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
aksjer	zdieľania	aksjer	zdieľanie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
kalmar	kalmar	kalme	kalmar	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
antydet	naznačil	antyd	naznačiť	N;DEF;NEUT;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
skyter	strieľa	skyte	strieľa	N;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
cbs	cbs	cbs	cbs	N	PROPN;NOM;FEM;SG
kansler	kancelár	kansle	kancelár	N;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
skarpe	ostrý	skarp	ostrý	ADJ;PL	ADJ;INAN;NOM;MASC;SG
skarpe	ostré	skarp	ostrý	ADJ;PL	ADJ;NOM;NEUT;SG
skarpe	ostro	skarp	ostro	ADJ;PL	ADV
skarpe	ostrá	skarp	ostrať	ADJ;PL	ADJ;NOM;FEM;SG
klinisk	klinických	klinisk	klinický	ADJ;INDF;NEUT;SG	ADJ;GEN;MASC;PL
flytting	premiestnenia	flytting	premiestnenie	N;INDF;FEM;SG	N;NOM;NEUT;PL
rømme	uniknúť	rømme	uniknúť	N;INDF;FEM;SG	V;PFV;POS;NFIN
rømme	ujsť	rømme	ujsť	N;INDF;FEM;SG	V;PFV;POS;NFIN
rømme	utiecť	rømme	utiecť	N;INDF;FEM;SG	V;PFV;POS;NFIN
kraków	kraków	kraków	kraków	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tinn	tin	tinn	tin	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
shaw	shaw	shaw	shaw	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
irving	irving	irving	irving	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
vokaler	samohlásky	vokale	samohláska	N;INDF;NEUT;SG	N;NOM;FEM;PL
hardy	hardy	hardy	harda	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
frost	frost	frost	frost	N;INDF;MASC;SG	
raser	preteky	raser	preteky	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
raser	závody	raser	závod	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
raser	rasy	raser	rasa	N;INDF;NEUT;SG	N;NOM;FEM;PL
underholdning	zábavný	underholdning	zábavný	N;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
underholdning	zábavná	underholdning	zábavný	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
underholdning	zábavné	underholdning	zábavný	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
underholdning	zábavy	underholdning	zábava	N;INDF;FEM;SG	N;NOM;FEM;PL
viborg	viborg	viborg	viborg	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
fotografi	fotografie	fotografi	fotografia	N;INDF;MASC;SG	N;NOM;FEM;PL
engineering	inžinierske	engineering	inžiniersky	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
engineering	inžinierstva	engineering	inžinierstvo	N;INDF;FEM;SG	N;NOM;NEUT;PL
tetthet	hustoty	tetthet	hustot	N;INDF;MASC;SG	N;NOM;FEM;PL
ankommer	príde	ankommer	prísť	N;INDF;SG	V;PFV;IND;SG;3;POS;PRS;FIN
ankommer	prichádzajú	ankommer	prichádzať	N;INDF;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
ankommer	doraziť	ankommer	doraziť	N;INDF;SG	V;PFV;POS;NFIN
wings	wings	wings	winga	N	PROPN;ANIM;NOM;MASC;SG
bevissthet	informovanosť	bevissthet	informovanosť	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
bevissthet	povedomia	bevissthet	povedomie	ADJ;INDF;NEUT;SG	N;NOM;NEUT;PL
bevissthet	uvedomenie	bevissthet	uvedomenie	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
bevissthet	povedomie	bevissthet	povedomie	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
bevissthet	vedomie	bevissthet	vedomie	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
mystiske	mystic	mystisk	mystica	ADJ;PL	N;NOM;FEM;SG
look	pozri	look	pozrieť	N;INDF;MASC;SG	V;PFV;IMP;SG;2;POS;FIN
look	pozrite	look	pozrieť	N;INDF;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
forbød	zakázať	forbød	zakázať	N;INDF;MASC;SG	V;PFV;POS;NFIN
forbød	zakázaná	forbød	zakázaný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
forbød	zakázané	forbød	zakázaný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
forbød	zakázaný	forbød	zakázaný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
forbrytelser	zločiny	forbrytelser	zločin	N;INDF;NEUT;SG	N;NOM;FEM;PL
landing	pristátia	landing	pristátiť	N;INDF;FEM;SG	N;NOM;NEUT;PL
landing	pristáť	landing	pristáť	N;INDF;FEM;SG	V;PFV;POS;NFIN
intern	interné	intern	interný	ADJ;INDF;SG	N;INAN;NOM;MASC;PL
intern	interný	intern	interný	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
utrolig	úžasne	utrolig	úžasne	ADJ;INDF;NEUT;SG	ADV
justin	justin	justin	justin	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
antok	predpokladá	antok	predpokladať	N;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
antok	predpokladaná	antok	predpokladaný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tyler	tyler	tyle	tyler	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
holger	holger	holger	holger	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lucy	lucy	lucy	luca	N;INDF;SG	PROPN;NOM;FEM;SG
burton	burton	burton	burton	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
brenner	pálenie	brenner	pálenie	V;IND;PRS;FIN	N;NOM;NEUT;SG
brenner	spaľovanie	brenner	spaľovanie	V;IND;PRS;FIN	N;NOM;NEUT;SG
brenner	brenner	brenner	brenner	V;IND;PRS;FIN	N;ANIM;NOM;MASC;SG
brenner	popáleniny	brenner	popáleniny	V;IND;PRS;FIN	N;NOM;FEM;PL
brenner	burns	brenner	burns	V;IND;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
prima	prima	prima	prima	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
dyre	draho	dyr	draho	ADJ;PL	ADV
dyre	drahý	dyr	drahý	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
dyre	drahé	dyr	drahý	ADJ;PL	ADJ;NOM;NEUT;SG
elsket	milovaná	elske	milovaný	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
elsket	miloval	elske	milovať	N;DEF;NEUT;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
elsket	milovaný	elske	milovaný	N;DEF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
duck	kačice	duck	kačica	N;INDF;MASC;SG	N;NOM;FEM;PL
duck	duck	duck	duck	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
kontekst	súvislosti	kontekst	súvislosť	N;INDF;FEM;SG	N;NOM;FEM;PL
tegneserie	komiksy	tegneserie	komiksy	N;INDF;MASC;SG	N;NOM;FEM;PL
tegneserie	kreslené	tegneserie	kreslený	N;INDF;MASC;SG	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
zum	zum	zum	zum	N;INDF	PROPN;ANIM;NOM;MASC;SG
huang	huang	huang	huang	PROPN	PROPN;ANIM;NOM;MASC;SG
purple	fialová	purple	fialový	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
purple	fialové	purple	fialový	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
likeledes	obdobne	likeledes	obdobne	N;INDF;MASC;SG	ADV
likeledes	podobne	likeledes	podobne	N;INDF;MASC;SG	ADV
trim	trim	trim	trim	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
trim	obklady	trim	obklad	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
trim	skrátiť	trim	skrátiť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
trim	cvičiť	trim	cvičiť	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
somalia	somálska	somalia	somálsky	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
bennett	bennett	bennett	bennett	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bennett	bennet	bennett	bennet	N;INDF;MASC;SG	ADV
topper	topper	toppe	topper	N;INDF;FEM;PL	
kritikker	recenzia	kritikker	recenzia	N;INDF;FEM;PL	N;NOM;FEM;SG
signaler	signály	signale	signál	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
signaler	signálov	signale	signál	N;INDF;FEM;SG	N;INAN;GEN;MASC;PL
discogs	discogs	discogs	discogs	N;INDF;MASC;SG	
jakter	loví	jakt	lovieť	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
investeringer	investovanie	investering	investovanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
investeringer	investícia	investering	investícia	N;INDF;FEM;PL	N;NOM;FEM;SG
investeringer	investovanie	investering	investovanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
estiske	estónska	estisk	estónsky	ADJ;PL	PROPN;NOM;FEM;SG
estiske	estónske	estisk	estónsky	ADJ;PL	ADJ;NOM;NEUT;SG
piper	piper	piper	piper	N;INDF;FEM;PL	N;NOM;FEM;SG
emmanuel	emmanuel	emmanuel	emanuel	N;INDF;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gynt	gynt	gyn	gynt	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
fravær	absencie	fravær	absencia	N;INDF;MASC;SG	N;NOM;FEM;PL
vakt	strážiť	vakt	strážiť	N;INDF;FEM;SG	V;PFV;POS;NFIN
hengt	hung	henge	hung	ADJ;INDF;NEUT;SG;V.PTCP	PROPN;ANIM;NOM;MASC;SG
ungdommer	detská	ungdom	detský	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
overføre	presun	overføre	presun	V;NFIN	N;INAN;NOM;MASC;SG
overføre	prenos	overføre	prenos	V;NFIN	N;INAN;NOM;MASC;SG
overføre	prevod	overføre	prevod	V;NFIN	N;INAN;NOM;MASC;SG
håret	vlasov	hår	vlas	N;DEF;NEUT;SG	N;INAN;GEN;MASC;PL
håret	vlasy	hår	vlas	N;DEF;NEUT;SG	N;INAN;NOM;MASC;PL
håret	chlpy	hår	chlpy	N;DEF;NEUT;SG	N;INAN;NOM;MASC;PL
vinkel	uhla	vinkel	uhnúť	N;INDF;MASC;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
bulgarske	bulharské	bulgarsk	bulharský	ADJ;PL	ADJ;NOM;NEUT;SG
bulgarske	bulharská	bulgarsk	bulharský	ADJ;PL	ADJ;NOM;FEM;SG
bulgarske	bulharskom	bulgarsk	bulharský	ADJ;PL	ADJ;INS;NEUT;SG
very	veľmi	very	veľmi		ADV
very	veľ	very	veľ		
very	velmi	very	velmi		PROPN;ANIM;NOM;MASC;SG
leie	prenájom	lei	prenáj	ADJ;PL	N;INAN;NOM;MASC;SG
leie	najať	lei	najať	ADJ;PL	V;PFV;POS;NFIN
leie	prenájom	lei	prenáj	ADJ;PL	N;INAN;NOM;MASC;SG
leie	zamestnať	lei	zamestnať	ADJ;PL	V;PFV;POS;NFIN
leie	prenájom	lei	prenáj	ADJ;PL	N;INAN;NOM;MASC;SG
leie	prenajať	lei	prenajať	ADJ;PL	V;IPFV;POS;NFIN
leie	nájom	lei	náj	ADJ;PL	N;INAN;NOM;MASC;SG
leie	nájomné	lei	nájomný	ADJ;PL	ADJ;NOM;NEUT;SG
walt	walt	walt	walt	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
federal	federálny	federal	federálny	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
federal	federálne	federal	federálne	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
federal	federálna	federal	federálny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
mick	mick	mick	mick	N;INDF;SG	PROPN;ANIM;NOM;MASC;SG
indianere	indiáni	indianere	indiáň	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
indianere	indiánov	indianere	indián	N;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
overordnede	nadriadených	overordned	nadriadený	ADJ;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
overordnede	nadriadení	overordned	nadriadený	ADJ;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
henter	získanie	hente	získanie	V;IND;PRS;FIN	N;NOM;NEUT;SG
henter	získanie	hente	získanie	V;IND;PRS;FIN	N;NOM;NEUT;SG
henter	získavanie	hente	získavanie	V;IND;PRS;FIN	N;NOM;NEUT;SG
overveiende	prevažne	overveiende	prevažne	ADJ;INDF;SG	ADV
redaksjonen	redakcie	redaksjon	redakcia	N;DEF;MASC;SG	N;NOM;FEM;PL
dynamisk	dynamic	dynamisk	dynamica	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
leserne	čitateľov	lesern	čitateľ	N;INDF;FEM;SG	N;ANIM;ACC;MASC;PL
leserne	čitatelia	lesern	čitateľ	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
ørkenen	púšte	ørken	púšiť	N;DEF;MASC;SG	N;NOM;FEM;PL
hovedfag	ligy	hovedfag	liga	N;INDF;NEUT;SG	N;NOM;FEM;PL
guddommelige	božská	guddommelig	božský	ADJ;PL	ADJ;NOM;FEM;SG
guddommelige	božské	guddommelig	božský	ADJ;PL	ADJ;NOM;NEUT;SG
massive	masívny	massiv	masívny	ADJ;PL	ADJ;INAN;NOM;MASC;SG
massive	masívne	massiv	masívne	ADJ;PL	ADV
massive	massive	massiv	massiva	ADJ;PL	N;INAN;NOM;MASC;SG
forblir	pozostatky	forblir	pozostatok	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
forblir	pobyty	forblir	pobyt	V;IND;PRS;FIN	N;INAN;NOM;MASC;PL
ska	ska	sku	ska	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
import	importovať	import	importovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
trinidad	trinidad	trinidad	trinidad	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
omstendigheter	okolnosť	omstendighet	okolnosť	N;INDF;FEM;PL	N;NOM;FEM;SG
skjule	schovať	skjule	schovať	N;INDF;NEUT;SG	V;PFV;POS;NFIN
skjule	skryť	skjule	skryť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
permanente	natrvalo	permanent	natrvať	ADJ;PL	V;PFV;NEUT;SG;POS;PST;V.PTCP
permanente	trvalý	permanent	trvalý	ADJ;PL	ADJ;INAN;NOM;MASC;SG
permanente	trvalá	permanent	trvať	ADJ;PL	ADJ;NOM;FEM;SG
permanente	trvalé	permanent	trvalý	ADJ;PL	ADJ;NOM;NEUT;SG
permanente	trvalého	permanent	trvalý	ADJ;PL	ADJ;GEN;NEUT;SG
