süleymaniye	sulaymaniyya	süleyman	sulaymaniyya	V;PFV;DAT;IND;POS;PRS;V.MSDR	N;MASC;SG
mineral	minerale	mineral	minerale		ADJ;SG
mineral	minerali	mineral	minerale		N;MASC;PL
mineral	minerali	mineral	minerale		N;MASC;PL
eşdeğer	equivalenti	eşdeğer	equivalente		ADJ;PL
eşdeğer	equivalente	eşdeğer	equivalente		ADJ;SG
tuğla	mattoni	tuğ	mattone		N;MASC;PL
tuğla	mattone	tuğ	mattone		N;MASC;SG
tuğla	brick	tuğ	brick		N
tuğla	mattoni	tuğ	mattone		N;MASC;PL
ekşi	aspro	ekşi	aspro		ADJ;MASC;SG
bitişik	contigui	bitişik	contiguo		ADJ;MASC;PL
bitişik	contigue	bitişik	contiguo		ADJ;FEM;PL
bitişik	adiacenti	bitişik	adiacente		ADJ;PL
bitişik	adiacenti	bitişik	adiacente		ADJ;PL
bitişik	adiacente	bitişik	adiacente		N;MASC;SG
brandenburg	brandeburgo	brandenburg	brandeburgo	PROPN;NOM;SG;3	N;MASC;SG
milton	milton	milton	milton	PROPN;NOM;SG;3	N;MASC;SG
kap	afferra	kap	afferrare		V;IND;SG;3;PRS;FIN
kap	afferrare	kap	afferrare		V;NFIN
kap	kap	kap	kap		N
kap	container	kap	container		N;MASC
kap	contenitore	kap	contenitore		N;MASC;SG
lois	lois	lois	lois		N;FEM;SG
saçma	stupidaggini	saç	stupidaggine		N;FEM;PL
saçma	sciocchezze	saç	sciocchezza		N;FEM;PL
saçma	assurdità	saç	assurdità		N;FEM
saçma	ridicole	saç	ridicolo		ADJ;FEM;PL
saçma	ridicolo	saç	ridicolo		ADJ;MASC;SG
saçma	ridicoli	saç	ridicole		ADJ;MASC;PL
saçma	ridicola	saç	ridicolo		ADJ;FEM;SG
saçma	assurdi	saç	assurdo		ADJ;MASC;PL
saçma	assurdo	saç	assurdo		ADJ;MASC;SG
saçma	assurda	saç	assurdo		ADJ;FEM;SG
tate	tate	tate	tato		N;FEM;PL
bakkal	droghiere	bakkal	droghiere		N;MASC;SG
bakkal	alimentari	bakkal	alimentare		N;MASC;PL
idrar	urinaria	idrar	urinario	N;NOM;SG;3	ADJ;FEM;SG
idrar	urinario	idrar	urinario	N;NOM;SG;3	ADJ;MASC;SG
idrar	urine	idrar	urina	N;NOM;SG;3	N;FEM;PL
idrar	urinare	idrar	urinare	N;NOM;SG;3	V;NFIN
finaller	finali	final	finale	N;NOM;PL;3	ADJ;PL
maliyet	costi	maliyet	costo	N;NOM;SG;3	N;MASC;PL
muhasebe	contabilità	muhasebe	contabilità		N;FEM
muhasebe	commercialista	muhasebe	commercialista		N;SG
muhasebe	contabile	muhasebe	contabile		ADJ;SG
muhasebe	ragioniere	muhasebe	ragioniere		N;MASC;SG
muhasebe	contabilità	muhasebe	contabilità		N;FEM
paylaştı	condivisi	paylaş	condividere	V;PFV;IND;SG;3;POS;PST	ADJ;MASC;PL
paylaştı	condivisa	paylaş	condividere	V;PFV;IND;SG;3;POS;PST	ADJ;FEM;SG
paylaştı	inviato	paylaş	inviato	V;PFV;IND;SG;3;POS;PST	N;MASC;SG
leopold	leopold	leopold	leopold	PROPN;NOM;SG;3	N;MASC;SG
leopold	leopoldo	leopold	leopoldo	PROPN;NOM;SG;3	N;MASC;SG
eleştirmeni	critica	eleştir	critica	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;FEM;SG
eleştirmeni	critico	eleştir	critico	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;MASC;SG
sindirim	digestione	sindir	digestione		N;FEM;SG
sindirim	digestivo	sindir	digestivo		ADJ;MASC;SG
tüccar	merchant	tüccar	merchant		N
tüccar	commerciante	tüccar	commerciante		N;SG
tüccar	mercante	tüccar	mercante		N;MASC;SG
tüccar	commerciante	tüccar	commerciante		N;SG
tüccar	trader	tüccar	trader		N
tüccar	operatore	tüccar	operatore		N;MASC;SG
pancar	barbabietole	pancar	barbabietole		N;FEM;PL
pancar	barbabietola	pancar	barbabietola		N;FEM;SG
pancar	barbabietole	pancar	barbabietole		N;FEM;PL
pancar	barbabietola	pancar	barbabietola		N;FEM;SG
pancar	barbabietole	pancar	barbabietole		N;FEM;PL
tacikistan	tagikistan	tacikistan	tagikistan	PROPN;NOM;SG;3	ADJ;SG
sacramento	sacramento	sacramento	sacramento	PROPN;NOM;SG;3	N;MASC;SG
büyükler	adulti	büyük	adulto	ADJ;NOM;PL;3	N;MASC;PL
dolgu	riempimento	dolgu	riempimento		N;MASC;SG
dolgu	imbottitura	dolgu	imbottitura		N;FEM;SG
dolgu	filler	dolgu	fillere		N;MASC
dolgu	ripieno	dolgu	ripieno		N;MASC;SG
dolgu	riempimento	dolgu	riempimento		N;MASC;SG
tba	tba	tba	tba		N
solar	solare	solar	solare		ADJ;SG
solar	solari	solar	solare		N;MASC;PL
solar	solar	solar	solare		N
aydınlatma	illuminazione	aydınlat	illuminazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
aydınlatma	illuminazione	aydınlat	illuminazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
aydınlatma	alleggerimento	aydınlat	alleggerimento	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
wolfsburg	wolfsburg	wolfsburg	wolfsburg	PROPN;NOM;SG;3	N;MASC
sağlama	checksum	sağla	checksum		N;MASC
soprano	soprano	soprano	soprano		N;MASC;SG
atık	spreco	atık	spreco		N;MASC;SG
atık	rifiuti	atık	rifiuto		N;MASC;PL
atık	scarto	atık	scarto		N;MASC;SG
atık	scarti	atık	scarto		N;MASC;PL
brooks	brooks	brooks	brooks		N;MASC
brooks	ruscelli	brooks	ruscello		N;MASC;PL
taşınır	mosse	taşı	muovere	V;IPFV;IND;SG;3;POS;PASS	N;FEM;PL
seth	seth	seth	seth		N;MASC;SG
unix	unix	unix	unix		N
devir	rpm	devir	rpm		N
abdul	abdul	abdul	abdul		N
boşnak	bosniaco	boşnak	bosniaco		ADJ;MASC;SG
temsili	rappresentazione	temsili	rappresentazione		N;FEM;SG
temsili	rappresentanza	temsili	rappresentanza		N;FEM;SG
nasır	calli	nasır	callo		N;MASC;PL
nasır	nasir	nasır	nasire		N
nasır	nasser	nasır	nasser		N
nasır	callo	nasır	callo		N;MASC;SG
kaplama	rivestimenti	kapla	rivestimento		N;MASC;PL
kaplama	rivestimento	kapla	rivestimento		N;MASC;SG
kaplama	bossolo	kapla	bossolo		N;MASC;SG
kaplama	rivestimenti	kapla	rivestimento		N;MASC;PL
kaplama	rivestimento	kapla	rivestimento		N;MASC;SG
standartları	standard	standart	standard	ADJ;NOM;PL;3	N;MASC
eleman	elemento	eleman	elemento		N;MASC;SG
dün	ieri	dün	ieri	N;NOM;SG;3	ADV
rossi	rossi	ross	rosso		ADJ;MASC;PL
tanıttı	introdotte	tanı	introdotto	V;PFV;IND;SG;3;POS;PST;CAUS	V;FEM;PL;PST;V.PTCP
tanıttı	introdotti	tanı	introdurre	V;PFV;IND;SG;3;POS;PST;CAUS	V;MASC;PL;PST;V.PTCP
vaftiz	battesimo	vaftiz	battesimo		N;MASC;SG
vaftiz	battezzata	vaftiz	battezzare		V;FEM;SG;PST;V.PTCP
vaftiz	battezzato	vaftiz	battezzare		V;MASC;SG;PST;V.PTCP
vaftiz	battesimo	vaftiz	battesimo		N;MASC;SG
xander	xander	xander	xander		N;MASC;SG
vfb	vfb	vfb	vfb		N
gelecekteki	futuro	gel	futuro	V;PFV;IND;SG;3;POS;FUT	ADJ;MASC;SG
gelecekteki	futura	gel	futuro	V;PFV;IND;SG;3;POS;FUT	ADJ;FEM;SG
gelecekteki	future	gel	futuro	V;PFV;IND;SG;3;POS;FUT	ADJ;FEM;PL
gelecekteki	futuri	gel	futuro	V;PFV;IND;SG;3;POS;FUT	ADJ;MASC;PL
laz	laz	laz	laz		N;MASC
telli	spago	telli	spago		N;MASC;SG
telli	string	telli	string		N
telli	stringa	telli	stringa		N;FEM;SG
bari	bari	bari	bari		N;MASC;SG
benzin	benzene	benz	benzena		N;MASC
benzin	benzina	benz	benzina		N;FEM;SG
benzin	benzina	benz	benzina		N;FEM;SG
benzin	gas	benz	gas		N;MASC
benzin	combustibili	benz	combustibile		N;MASC;PL
benzin	carburanti	benz	carburante		N;MASC;PL
benzin	combustibile	benz	combustibile		N;MASC;SG
benzin	carburante	benz	carburante		N;MASC;SG
naruto	naruto	naruto	narere		N;MASC;SG
hunt	caccia	hunt	caccia		N;FEM;SG
hunt	hunt	hunt	hunt		N
hunt	cacciare	hunt	cacciare		V;NFIN
bastia	bastia	bastia	bastia	PROPN;NOM;SG;3	N;FEM;SG
niçin	perchè	niçin	perché		ADV
niçin	perché	niçin	perché		ADV
niçin	why	niçin	why		ADJ;SG
nagoya	nagoya	nago	nagoya	PROPN;NOM;SG;3	N;FEM;SG
rodríguez	rodríguez	rodríguez	rodríguez	PROPN;NOM;SG;3	N;MASC;SG
ulaşılabilir	accessibile	ulaş	accessibile	V;IPFV;POT;SG;3;POS;PASS	ADJ;SG
ulaşılabilir	accessibili	ulaş	accessibile	V;IPFV;POT;SG;3;POS;PASS	ADJ;PL
ulaşılabilir	raggiungibile	ulaş	raggiungibile	V;IPFV;POT;SG;3;POS;PASS	ADJ;SG
wells	pozzi	wells	pozzo	PROPN;NOM;SG;3	N;MASC;PL
wells	wells	wells	wells	PROPN;NOM;SG;3	N;MASC;SG
huzur	tranquillità	huzur	tranquillità		N;FEM
huzur	pace	huzur	pace		N;FEM;SG
huzur	peace	huzur	peace		N;MASC
huzur	serenità	huzur	serenità		N;FEM
huzur	pacifici	huzur	pacifico		ADJ;MASC;PL
huzur	pacifico	huzur	pacifico		ADJ;MASC;SG
huzur	pacifica	huzur	pacifico		ADJ;FEM;SG
gömülü	sepolte	göm	sepolto		ADJ;FEM;PL
gömülü	sepolto	göm	sepolto		ADJ;MASC;SG
gömülü	sepolta	göm	sepolto		V;FEM;SG;PST;V.PTCP
gömülü	seppellito	göm	seppellito		V;MASC;SG;PST;V.PTCP
gömülü	sepolti	göm	seppellire		ADJ;MASC;PL
gömülü	integrato	göm	integrato		ADJ;MASC;SG
gömülü	incorporato	göm	incorporare		V;MASC;SG;PST;V.PTCP
gömülü	incorporati	göm	incorporare		V;MASC;PL;PST;V.PTCP
gömülü	embedded	göm	embedded		N
gömülü	incorporata	göm	incorporare		V;FEM;SG;PST;V.PTCP
spencer	spencer	spencer	spencere	PROPN;NOM;SG;3	N;FEM;SG
mia	mia	mia	mio		DET;FEM;SG
rauf	rauf	rauf	rauf		ADJ;SG
swing	altalena	swing	altalena		N;FEM;SG
swing	swing	swing	swing		N;MASC
foto	foto	foto	foto		N;FEM
kabuk	conchiglia	kabuk	conchiglia		N;FEM;SG
kabuk	shell	kabuk	shell		N
kabuk	guscio	kabuk	guscio		N;MASC;SG
kabuk	crosta	kabuk	crosta		N;FEM;SG
kabuk	croste	kabuk	crosta		N;FEM;PL
kabuk	gusci	kabuk	guscire		N;MASC;PL
kabuk	conchiglie	kabuk	conchiglia		N;FEM;PL
stalingrad	stalingrado	stalingrad	stalingrado		N;MASC;SG
kutlu	beata	kutlu	beato		ADJ;FEM;SG
kutlu	beati	kutlu	beato		ADJ;MASC;PL
kutlu	beato	kutlu	beato		N;MASC;SG
kutlu	benedetta	kutlu	benedetto		ADJ;FEM;SG
kutlu	benedetti	kutlu	benedetto		N;MASC;PL
kutlu	benedetto	kutlu	benedetto		N;MASC;SG
salim	salim	salim	salim		N;MASC;SG
marş	inno	marş	inno		N;MASC;SG
marş	march	marş	march		N;SG
marş	marzo	marş	marzo		N;MASC;SG
marş	marcia	marş	marcia		N;FEM;SG
gömüldü	sepolte	göm	sepolto	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;FEM;PL
gömüldü	sepolto	göm	sepolto	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;MASC;SG
gömüldü	sepolti	göm	seppellire	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;MASC;PL
joker	joker	joker	joker		N;MASC
joker	burlone	joker	burlone		N;MASC;SG
joker	jolly	joker	jolly		N;MASC
siena	siena	sinna	sieno	PROPN;NOM;SG;3	N;FEM;SG
melez	ibridi	melez	ibridio		N;MASC;PL
melez	ibride	melez	ibridere		ADJ;FEM;PL
melez	ibrido	melez	ibrido		ADJ;MASC;SG
melez	ibrida	melez	ibrido		ADJ;FEM;SG
melez	ibridi	melez	ibridio		N;MASC;PL
melez	ibride	melez	ibridere		ADJ;FEM;PL
melez	ibrido	melez	ibrido		ADJ;MASC;SG
derek	derek	derek	derek		N;MASC;SG
kuzu	lamb	kuz	lamb		N;SG
kuzu	agnello	kuz	agnello		N;MASC;SG
kuzu	agnellino	kuz	agnellino		N;MASC;SG
yeryüzü	earth	yeryüzü	earth		N
yeryüzü	terra	yeryüzü	terra		N;FEM;SG
jpeg	jpeg	jpeg	jpeg		N
bağlılık	le	bağlılık	il	N;NOM;SG;3	DET;DEF;FEM;PL
yar	yar	yar	yar		N;MASC;SG
sınırlıdır	limitato	sınırlı	limitato		ADJ;MASC;SG
sınırlıdır	limited	sınırlı	limited		N;FEM
sınırlıdır	limitati	sınırlı	limitato		ADJ;MASC;PL
sınırlıdır	limitate	sınırlı	limitare		V;FEM;PL;PST;V.PTCP
sınırlıdır	limitata	sınırlı	limitare		V;FEM;SG;PST;V.PTCP
ekimi	trapianti	ekim	trapiante	N;NOM;SG;3	N;MASC;PL
akabinde	successivamente	akabin	successivamente	N;ESS;SG;3	ADV
kombine	combinati	kombine	combinare		V;MASC;PL;PST;V.PTCP
kombine	combinata	kombine	combinata		N;FEM;SG
kombine	combinato	kombine	combinare		V;MASC;SG;PST;V.PTCP
kombine	combinate	kombine	combinare		V;FEM;PL;PST;V.PTCP
kombine	combinazione	kombine	combinazione		N;FEM;SG
eğitimci	educatore	eğitimci	educatore		N;MASC;SG
gil	gil	gil	gil		N;MASC;SG
sunderland	sunderland	sunderlan	sunderland	PROPN;NOM;SG;3	N;MASC;SG
led	led	i	led		N;MASC
oruç	digiuno	oruç	digiuno		N;MASC;SG
gerçi	sebbene	gerçi	sebbene		CONJ
gerçi	sebbene	gerçi	sebbene		CONJ
belirtildi	specificate	belir	specificare	V;PFV;IND;SG;3;POS;PST;PASS	V;PL;PST;FIN
belirtildi	specificati	belir	specificare	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
uzlaşma	riconciliazione	uzlaş	riconciliazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
uzlaşma	conciliazione	uzlaş	conciliazione	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
uzlaşma	consensi	uzlaş	consenso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
uzlaşma	consenso	uzlaş	consenso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
uzlaşma	compromesso	uzlaş	compromesso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
uzlaşma	compromessi	uzlaş	compromesso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
kâr	profit	kâr	profit		N
kâr	guadagno	kâr	guadagno		N;MASC;SG
kâr	profitti	kâr	profitto		N;MASC;PL
kâr	profitto	kâr	profitto		N;MASC;SG
kâr	profitti	kâr	profitto		N;MASC;PL
leslie	leslie	lesli	leslia		N;FEM;SG
fonu	fondo	fonu	fondo		N;MASC;SG
çaylak	novizio	çaylak	novizio		N;MASC;SG
çaylak	novellino	çaylak	novellino		N;MASC;SG
çaylak	noob	çaylak	noob		N
çaylak	recluta	çaylak	recluta		N;FEM;SG
çaylak	novellino	çaylak	novellino		N;MASC;SG
çaylak	rookie	çaylak	rookie		N;MASC
ortaklık	affiliati	ortaklık	affiliato	N;NOM;SG;3	N;MASC;PL
ortaklık	affiliate	ortaklık	affiliare	N;NOM;SG;3	V;FEM;PL;PST;V.PTCP
ortaklık	affiliato	ortaklık	affiliare	N;NOM;SG;3	V;MASC;SG;PST;V.PTCP
freud	freudiano	freud	freudiano		ADJ;MASC;SG
freud	freud	freud	freud		N;MASC
kına	henné	kına	henné		N;MASC
met	mets	met	mets		N;MASC
met	metastasi	met	metastaso		ADJ;PL
met	met	met	met		N;MASC;SG
met	metanfetamine	met	metanfetamine		N;FEM;PL
met	metanfetamina	met	metanfetamina		N;FEM;SG
mevlana	rumi	mevlan	rumare		N;MASC;SG
ronaldo	ronaldo	ronal	ronaldo		N;MASC;SG
dostlar	amiche	dost	amico	ADJ;NOM;PL;3	N;FEM;PL
dostlar	amici	dost	amico	ADJ;NOM;PL;3	N;MASC;PL
stevens	stevens	stevens	stevens		N;FEM;SG
juliet	giulietta	juliet	giulietta		N;FEM;SG
juliet	juliet	juliet	juliet		N
sarhoş	ubriachi	sarhoş	ubriaco		ADJ;MASC;PL
sarhoş	ubriaco	sarhoş	ubriaco		ADJ;MASC;SG
sarhoş	ubriaca	sarhoş	ubriaco		ADJ;FEM;SG
sarhoş	ubriachi	sarhoş	ubriaco		ADJ;MASC;PL
sarhoş	sbronza	sarhoş	sbronzo		N;FEM;SG
sarhoş	ubriacone	sarhoş	ubriacone		N;MASC;SG
sarhoş	ubriaco	sarhoş	ubriaco		ADJ;MASC;SG
yankı	echi	yankı	eco		N;MASC;PL
yankı	riverbero	yankı	riverbere		N;MASC;SG
yankı	eco	yankı	eco		N;FEM;SG
yankı	echo	yankı	echo		N
keşiş	frate	keşiş	frata		N;MASC;SG
keşiş	monk	keşiş	monk		N;MASC
keşiş	monaco	keşiş	monaco		N;MASC;SG
temsilci	rep	temsilci	rep		N;MASC
temsilci	rappresentativo	temsilci	rappresentativo		ADJ;MASC;SG
temsilci	rappresentante	temsilci	rappresentante		N;SG
temsilci	rappresentativa	temsilci	rappresentativo		ADJ;FEM;SG
temsilci	agente	temsilci	agente		N;SG
yaratır	crea	yarat	creare	V;IPFV;IND;SG;3;POS	V;IMP;SG;2;PRS;FIN
sansür	censura	sansür	censurare		N;FEM;SG
durağan	stable	durağan	stabla	ADJ	N;FEM;SG
durağan	stalla	durağan	stalla	ADJ	N;FEM;SG
resimli	illustrati	resimli	illustrato		V;MASC;PL;PST;V.PTCP
resimli	illustrata	resimli	illustrare		V;FEM;SG;PST;V.PTCP
resimli	illustrato	resimli	illustrare		V;MASC;SG;PST;V.PTCP
resimli	illustrate	resimli	illustrare		V;FEM;PL;PST;V.PTCP
strauss	strauss	strauss	strauss		N;MASC;SG
faktör	fattore	faktör	fattore		N;MASC;SG
faktör	factor	faktör	factor		N
sevinç	allegria	sevinç	allegria		N;FEM;SG
sevinç	gioia	sevinç	gioia		N;FEM;SG
canlılar	creature	canlı	creatura	ADJ;NOM;PL;3	N;FEM;PL
yayıncı	editore	yayıncı	editore		N;MASC;SG
tazminat	compensazioni	tazminat	compensazione		N;FEM;PL
tazminat	compensazione	tazminat	compensazione		N;FEM;SG
tazminat	risarcimento	tazminat	risarcimento		N;MASC;SG
tazminat	indennizzo	tazminat	indennizzo		N;MASC;SG
tazminat	liquidazione	tazminat	liquidazione		N;FEM;SG
tazminat	indennità	tazminat	indennità		N;FEM
tazminat	indennizzo	tazminat	indennizzo		N;MASC;SG
tazminat	danni	tazminat	danno		N;MASC;PL
dışarıda	fuori	dışarı	fuori	N;ESS;SG;3	ADV
dışarıda	esterno	dışarı	esterno	N;ESS;SG;3	ADJ;MASC;SG
joão	joão	joão	joão	PROPN;NOM;SG;3	N;MASC;SG
manzara	paesaggi	manzara	paesaggio	N;NOM;SG;3	N;MASC;PL
manzara	visualizza	manzara	visualizzare	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
banks	banks	banks	banks		N;MASC
banks	banche	banks	banca		N;FEM;PL
göçmenler	migranti	göçmen	migrante	ADJ;NOM;PL;3	N;PL
göçmenler	emigranti	göçmen	emigrante	ADJ;NOM;PL;3	N;PL
göçmenler	immigranti	göçmen	immigrante	ADJ;NOM;PL;3	N;PL
göçmenler	immigrati	göçmen	immigrato	ADJ;NOM;PL;3	N;MASC;PL
yerleştirilmiş	piantati	yerleş	piantare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;PST;V.PTCP
yerleştirilmiş	piantate	yerleş	piantare	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;PST;V.PTCP
doom	doom	doom	doom		N
doom	destino	doom	destino		N;MASC;SG
lynn	lynn	li	lynn	PROPN;NOM;SG;3	N;SG
amt	amt	amt	amt		N;FEM
jake	jake	jake	jake		N;MASC
eduardo	eduardo	et	eduardo		N;MASC;SG
anlayış	insight	anlayış	insight		N
anlayış	comprensione	anlayış	comprensione		N;FEM;SG
anlayış	comprensiva	anlayış	comprensivo		ADJ;FEM;SG
anlayış	comprendere	anlayış	comprendere		V;NFIN
anlayış	comprensivo	anlayış	comprensivo		ADJ;MASC;SG
görünmez	invisibile	görün	invisibile	V;IPFV;IND;SG;3;NEG	ADJ;SG
görünmez	invisibili	görün	invisibile	V;IPFV;IND;SG;3;NEG	ADJ;PL
değirmen	frantoio	değir	frantoio		N;MASC;SG
değirmen	mulino	değir	mulino		N;MASC;SG
değirmen	mill	değir	mill		N
değirmen	mills	değir	mills		N;MASC
değirmen	mulini	değir	mulino		N;MASC;PL
sawyer	sawyer	sawyer	sawyer		N;MASC
inanan	credente	inan	credente		N;SG
inanan	credenti	inan	credente		N;PL
powell	powell	powell	powell	PROPN;NOM;SG;3	N;MASC;SG
estádio	estádio	es	estádio	PROPN;NOM;SG;3	N;MASC;SG
valilik	governatori	valilik	governatore	N;NOM;SG;3	N;MASC;PL
pensilvanya	pennsylvania	pensilvanya	pennsylvania	PROPN;NOM;SG;3	N;FEM;SG
belirleyici	decisivo	belirleyici	decisivo		ADJ;MASC;SG
belirleyici	decisivi	belirleyici	decisivo		ADJ;MASC;PL
belirleyici	decisiva	belirleyici	decisivo		ADJ;FEM;SG
kil	argilla	kil	argilla		N;FEM;SG
kil	clay	kil	clay		N;MASC
kanye	kanye	kany	kanye		N
masum	innocenti	masum	innocente		N;PL
masum	innocenti	masum	innocente		N;PL
masum	innocenzo	masum	innocenzo		N;MASC;SG
masum	innocente	masum	innocente		ADJ;SG
truva	troy	truv	troy		N;MASC;SG
truva	troia	truv	troia		N;FEM;SG
truva	trojan	truv	trojan		N;MASC
yaya	yaya	yaya	yaya		N
yaya	pedoni	yaya	pedone		N;MASC;PL
yaya	pedonale	yaya	pedonale		ADJ;SG
yaya	pedone	yaya	pedone		N;MASC;SG
anavatan	patria	anavat	patria		N;FEM;SG
anavatan	madrepatria	anavat	madrepatria		N;FEM;SG
anavatan	patria	anavat	patria		N;FEM;SG
anavatan	madrepatria	anavat	madrepatria		N;FEM;SG
okuyucu	lettore	okuyucu	lettore		N;MASC;SG
okuyucu	lettori	okuyucu	lettore		N;MASC;PL
euler	eulero	eu	eulero		N;MASC;SG
yorkshire	yorkshire	yorkshire	yorkshire	PROPN;NOM;SG;3	N;MASC;SG
drive	drive	driv	drive		N
hannibal	annibale	hannibal	annibale		N;MASC;SG
limon	lemony	limon	lemony		N;MASC
limon	limoni	limon	limone		N;MASC;PL
limon	limone	limon	limone		N;MASC;SG
limon	limoni	limon	limone		N;MASC;PL
limon	calce	limon	calce		N;FEM;SG
limon	lime	limon	lime		N;MASC
filip	filippo	fil	filippo		N;MASC;SG
filip	filip	fil	filip		N;MASC;SG
yazıcı	stampanti	yazıcı	stampante		N;FEM;PL
yazıcı	stampante	yazıcı	stampante		N;FEM;SG
yazıcı	yeoman	yazıcı	yeoman		N
yazıcı	stampanti	yazıcı	stampante		N;FEM;PL
fıkıh	fiqh	fıkıh	fiqh		N;MASC
karayip	caraibi	karay	caraibo	ADV	N;MASC;PL
şampiyona	campionati	şampiyon	campionato	N;DAT;SG;3	N;MASC;PL
stereo	stereo	stereo	stereo		N;MASC;SG
stereo	autoradio	stereo	autoradio		N;MASC;SG
sinek	fly	sinek	fly		N
sinek	vola	sinek	volare		V;IND;SG;3;PRS;FIN
sinek	volare	sinek	volare		V;NFIN
sinek	mosche	sinek	mosca		N;FEM;PL
sinek	vola	sinek	volare		V;IND;SG;3;PRS;FIN
yarbay	colonnello	yarbay	colonnello		N;MASC;SG
tutarlı	coerenti	tutarlı	coerente		ADJ;PL
tutarlı	coerente	tutarlı	coerente		ADJ;SG
tutarlı	coerenti	tutarlı	coerente		ADJ;PL
tutarlı	coerente	tutarlı	coerente		ADJ;SG
mussolini	mussolini	mussol	mussolino		N;MASC;PL
mitoloji	mitologia	mitoloji	mitologia		N;FEM;SG
anlaşılan	apparentemente	anlaş	apparentemente	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV
tükenmiş	esausto	tüken	esausto	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;MASC;SG
tükenmiş	esausta	tüken	esaustare	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;FEM;SG
tükenmiş	burnout	tüken	burnout	V;PFV;NFH;IND;POS;PST;V.PTCP	N;MASC;SG
tükenmiş	impoverito	tüken	impoverito	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;MASC;SG
anderlecht	anderlecht	anderlecht	anderlecht	PROPN;NOM;SG;3	N;MASC
çorba	zuppe	çorb	zuppa	N;NOM;SG;3	N;FEM;PL
çorba	minestre	çorb	minestra	N;NOM;SG;3	N;FEM;PL
carey	carey	carey	carey		N;FEM
coruña	coruña	coru	coruña		N;FEM;SG
auf	auf	auf	auf		
motors	motori	motors	motore	PROPN;NOM;SG;3	N;MASC;PL
sally	sally	sally	sally		N
suçlar	delitto	suç	delitto	N;NOM;PL;3	N;MASC;SG
suçlar	crimine	suç	crimine	N;NOM;PL;3	N;MASC;SG
suçlar	reato	suç	reato	N;NOM;PL;3	N;MASC;SG
büyücü	maga	büyücü	mago		N;FEM;SG
büyücü	strega	büyücü	stregare		N;FEM;SG
büyücü	stregone	büyücü	stregone		N;MASC;SG
büyücü	negromante	büyücü	negromante		N;MASC;SG
büyücü	wizard	büyücü	wizard		N;MASC
büyücü	mago	büyücü	mago		N;MASC;SG
koku	olfatto	koku	olfatto		N;MASC;SG
koku	annusa	koku	annusa		V;IND;SG;3;PRS;FIN
koku	odore	koku	odore		N;MASC;SG
koku	profumo	koku	profumo		N;MASC;SG
koku	fragranze	koku	fragranza		N;FEM;PL
koku	profumo	koku	profumo		N;MASC;SG
koku	fragranza	koku	fragranza		N;FEM;SG
umman	oman	umman	oman		N;MASC
kamyon	autocarro	kamyon	autocarro		N;MASC;SG
kamyon	furgone	kamyon	furgone		N;MASC;SG
kamyon	camion	kamyon	camion		N;MASC
kamyon	furgoni	kamyon	furgone		N;MASC;PL
kamyon	autocarri	kamyon	autocarrio		N;MASC;PL
kamyon	camion	kamyon	camion		N;MASC
kırılma	rotture	kır	rottura	V;PFV;NOM;IMP;POS;PRS;PASS	N;FEM;PL
kırılma	rottura	kır	rottura	V;PFV;NOM;IMP;POS;PRS;PASS	N;FEM;SG
kırılma	breaking	kır	breaking	V;PFV;NOM;IMP;POS;PRS;PASS	N;MASC
kırılma	rifrazione	kır	rifrazione	V;PFV;NOM;IMP;POS;PRS;PASS	N;FEM;SG
ruanda	ruanda	rua	ruanda		N;MASC;SG
minsk	minsk	minsk	minsk	PROPN;NOM;SG;3	N;MASC
rehber	guida	rehber	guida		N;FEM;SG
davranışı	comportamenti	davranış	comportamento	N;ACC;SG;3	N;MASC;PL
birleştirme	unione	birleş	unione	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
birleştirme	fusione	birleş	fusione	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
