من	кой	مِن	кой	ADP	PRO;NOM;MASC;SG
متوسط	средни	مُتَوَسِّط	среден	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;PL
متوسط	средно	مُتَوَسِّط	средно	ADJ;NOM;INDF;MASC;SG	ADV
نص	сценарии	نَصّ	сценарий	N;NOM;INDF;SG	N;INDF;MASC;PL
الزواج	женитба	زَوَاج	женитба	N;NOM;DEF;SG	N;INDF;FEM;SG
الزواج	брак	زَوَاج	брак	N;NOM;DEF;SG	N;INDF;MASC;SG
الزواج	сватба	زَوَاج	сватба	N;NOM;DEF;SG	N;INDF;FEM;SG
الصغير	малка	صَغِير	малък		ADJ;INDF;FEM;SG
الصغير	малки	صَغِير	малък		ADJ;INDF;PL
الصغير	малък	صَغِير	малък		ADJ;INDF;MASC;SG
الصغير	литъл	صَغِير	литъл		N;INDF;MASC;SG
الصغير	малко	صَغِير	малко		ADV;INDF;PL
توماس	томас	تُومَاس	томас		N;INDF;MASC;SG
توماس	тома	تُومَاس	том		N;DEF;MASC;SG
كيلو	килограм	كِيلُو	килограм		N;INDF;MASC;SG
كيلو	кило	كِيلُو	кило		N;INDF;MASC;SG
جامعات	университетите	جَامِعَة	университет	N;NOM;INDF;PL	N;DEF;MASC;PL
المتحف	музей	مَتحَف	музей	N;NOM;DEF;SG	N;INDF;MASC;SG
سيف	сабя	سيف	саб		N;INDF;FEM;SG
سيف	мечът	سيف	меч		N;DEF;MASC;SG
سيف	меч	سيف	меч		N;INDF;MASC;SG
قضية	случаят	قَضِيَّة	случай	N;NOM;INDF;SG	N;DEF;MASC;SG
مجمع	комплексно	مَجمَع	комплексно	N;NOM;INDF;SG	ADV
مجمع	сложни	مَجمَع	сложен	N;NOM;INDF;SG	ADJ;INDF;PL
مجمع	сложна	مَجمَع	сложен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
مجمع	съединението	مَجمَع	съединение	N;NOM;INDF;SG	N;DEF;NEUT;SG
شاعر	поетът	شَاعِر	поет	N;NOM;INDF;SG	N;DEF;MASC;SG
شاعر	поета	شَاعِر	поет	N;NOM;INDF;SG	N;DEF;MASC;SG
الفقه	доктрина	فِقه	доктрина		N;INDF;FEM;SG
بطولات	първенство	بُطُولَة	първенство	N;NOM;INDF;PL	N;INDF;NEUT;SG
بطولات	шампионат	بُطُولَة	шампионат	N;NOM;INDF;PL	N;INDF;MASC;SG
صندوق	фондове	صُندُوق	фонд	N;NOM;INDF;SG	N;INDF;MASC;PL
ام	майка	إِم	майка		N;INDF;FEM;SG
ام	майко	إِم	майка		INTJ
حجر	каменна	حَجَر	каменен	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
حجر	стоун	حَجَر	стоун	N;NOM;INDF;SG	PROPN;INDF;FEM;SG
العلامة	марк	عَلَامَة	марк	N;NOM;DEF;SG	PROPN;INDF;MASC;SG
العلامة	отбелязване	عَلَامَة	отбелязване	N;NOM;DEF;SG	N;INDF;NEUT;SG
كتلة	масов	كُتلَة	масов	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
كتلة	меса	كُتلَة	месо	N;NOM;INDF;SG	N;INDF;NEUT;PL
كتلة	масово	كُتلَة	масово	N;NOM;INDF;SG	ADV
منزل	домашен	مَنزِل	домашен	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
منزل	вкъщи	مَنزِل	вкъщи	N;NOM;INDF;SG	ADV
منزل	къщата	مَنزِل	къща	N;NOM;INDF;SG	N;DEF;FEM;SG
حاول	опитайте	حَاوَل	опитам-(се)	V;MASC;IMP;SG;FIN	V;PFV;IMP;PL;2;FIN
انتهت	завършен	اِنتَهَى	завърша	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
الجبهة	чело	جَبهَة	чело	N;NOM;DEF;SG	N;INDF;NEUT;SG
الجبهة	преден	جَبهَة	преден	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الجبهة	предни	جَبهَة	преден	N;NOM;DEF;SG	ADJ;INDF;PL
الجبهة	отпред	جَبهَة	отпред	N;NOM;DEF;SG	ADV
الجبهة	фронт	جَبهَة	фронт	N;NOM;DEF;SG	N;INDF;MASC;SG
الجبهة	предна	جَبهَة	преден	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
مجرد	просто	مُجَرَّد	просто	N;NOM;INDF;SG	ADV
مجرد	само	مُجَرَّد	само	N;NOM;INDF;SG	ADV
مواضيع	темите	مَوضُوع	тема	N;NOM;INDF;PL	N;DEF;FEM;PL
مواضيع	темите	مَوضُوع	тема	N;NOM;INDF;PL	N;DEF;FEM;PL
الخامسة	пети	خَامِس	пети	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
الخامسة	пето	خَامِس	пети	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;NEUT;SG
الخامسة	пета	خَامِس	пети	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
حديقة	park	حَدِيقَة	park	N;NOM;INDF;SG	ADJ
حديقة	градински	حَدِيقَة	градински	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
حديقة	градината	حَدِيقَة	градина	N;NOM;INDF;SG	N;DEF;FEM;SG
ميناء	пристанището	مِينَاء	пристанище	N;NOM;INDF;SG	N;DEF;NEUT;SG
قصير	кратко	قَصِير	кратко	ADJ;NOM;INDF;MASC;SG	ADV
قصير	късо	قَصِير	къс	ADJ;NOM;INDF;MASC;SG	ADV
الحرية	свобода	حُرِّيَّة	свобода	N;NOM;DEF;SG	N;INDF;FEM;SG
البرية	диво	بَرِّيّ	диво	N;NOM;DEF;SG	ADV
البرية	дивак	بَرِّيّ	дивак	N;NOM;DEF;SG	N;INDF;MASC;SG
البرية	диви	بَرِّيّ	дивя-(се)	N;NOM;DEF;SG	N;INDF;FEM;PL
البرية	дива	بَرِّيّ	дивам-(се)	N;NOM;DEF;SG	N;INDF;FEM;SG
البرية	див	بَرِّيّ	див	N;NOM;DEF;SG	N;INDF;MASC;SG
البرية	пустош	بَرِّيّ	пустош	N;NOM;DEF;SG	N;INDF;FEM;SG
سم	отрова	سَمّ	отрова		N;INDF;FEM;SG
موسكو	москва	مُوسكُو	москва		PROPN;INDF;FEM;SG
الدقيقة	минута	دَقِيقَة	минута	N;NOM;DEF;SG	N;INDF;FEM;SG
حمد	хамад	حمد	хамад		N;INDF;MASC;SG
النصر	победа	النصر	победа		N;INDF;FEM;SG
المدنية	гражданско	مَدَنِيّ	граждански	ADJ;NOM;DEF;FEM;SG	ADV
المدنية	граждански	مَدَنِيّ	граждански	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
المدنية	гражданска	مَدَنِيّ	граждански	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
المدنية	гражданско	مَدَنِيّ	граждански	ADJ;NOM;DEF;FEM;SG	ADV
المدنية	граждански	مَدَنِيّ	граждански	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
المدنية	гражданска	مَدَنِيّ	граждански	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
زيد	заид	زيد	заид		N;INDF;MASC;SG
زيد	зед	زيد	зед		N;INDF;MASC;SG
الحضور	присъствие	حُضُور	присъствие	N;NOM;DEF;SG	N;INDF;NEUT;SG
الحضور	участници	حُضُور	участник	N;NOM;DEF;SG	N;INDF;MASC;PL
السفن	кораби	سَفِينَة	кораб	N;NOM;DEF;PL	N;INDF;MASC;PL
النصف	наполовина	نِصف	наполовина	N;NOM;DEF;SG	ADV
المجاورة	съседни	مُجَاوِر	съседен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;PL
المجاورة	съседните	مُجَاوِر	съседен	ADJ;NOM;DEF;FEM;SG	ADJ;DEF;PL
المجاورة	съседна	مُجَاوِر	съседен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
المجاورة	съседни	مُجَاوِر	съседен	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;PL
المقدس	свято	مُقَدَّس	свят	N;NOM;DEF;SG	N;INDF;NEUT;SG
المقدس	свещено	مُقَدَّس	свещено	N;NOM;DEF;SG	ADV
المقدس	свещена	مُقَدَّس	свещен	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
المقدس	свещени	مُقَدَّس	свещен	N;NOM;DEF;SG	N;INDF;MASC;PL
المقدس	свещен	مُقَدَّس	свещен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
المقدس	свято	مُقَدَّس	свят	N;NOM;DEF;SG	N;INDF;NEUT;SG
المقدس	свети	مُقَدَّس	свет	N;NOM;DEF;SG	N;INDF;MASC;SG
المقدس	свята	مُقَدَّس	свят	N;NOM;DEF;SG	N;INDF;FEM;SG
شاركت	участвали	شَارَك	участвам	V;PFV;FEM;SG;3;ACT	V;IPFV;INDF;PL;PST;V.PTCP;ACT
شاركت	участвала	شَارَك	участвам	V;PFV;FEM;SG;3;ACT	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
شاركت	участваха	شَارَك	участвам	V;PFV;FEM;SG;3;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
حكام	управителите	حَاكِم	управител	N;NOM;INDF;PL	N;DEF;MASC;PL
تجارية	търговско	تِجَارِيّ	търговски	ADJ;NOM;INDF;FEM;SG	ADV
تجارية	реклама	تِجَارِيّ	реклама	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
حاكم	владетел	حَاكِم	владетел		N;INDF;MASC;SG
حاكم	управител	حَاكِم	управител		N;INDF;MASC;SG
حاكم	губернатор	حَاكِم	губернатор		N;INDF;MASC;SG
معروفة	известни	مَعرُوف	известен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
معروفة	познат	مَعرُوف	познат	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
الترجمة	превод	تَرجَمَة	превод	N;NOM;DEF;SG	N;INDF;MASC;SG
التعامل	сделка	تَعَامُل	сделка	N;NOM;DEF;SG	N;INDF;FEM;SG
المغربي	марокански	مَغرِبِيّ	марокански	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
ثدييات	бозайници	ثَدِيِّيّ	бозайник	ADJ;NOM;INDF;FEM;PL	N;INDF;FEM;PL
ثدييات	бозайник	ثَدِيِّيّ	бозайник	ADJ;NOM;INDF;FEM;PL	N;INDF;MASC;SG
ماريا	мария	ماريا	мария		N;INDF;FEM;SG
مشاكل	беля	مُشكِلَة	бял	N;NOM;INDF;PL	N;INDF;FEM;SG
مشاكل	беда	مُشكِلَة	беда	N;NOM;INDF;PL	N;INDF;FEM;SG
مشاكل	проблем	مُشكِلَة	проблем	N;NOM;INDF;PL	N;INDF;MASC;SG
مشاكل	проблемите	مُشكِلَة	проблем	N;NOM;INDF;PL	N;DEF;MASC;PL
رومانيا	румъния	رُومَانِيَا	румъния		PROPN;INDF;FEM;SG
رومانيا	румънски	رُومَانِيَا	румънски		ADJ;INDF;MASC;SG
رومانيا	румънска	رُومَانِيَا	румънски		ADJ;INDF;FEM;SG
رومانيا	румъния	رُومَانِيَا	румъния		PROPN;INDF;FEM;SG
ويندوز	windows	ويندوز	windows		N;INDF;MASC;SG
ويندوز	прозорци	ويندوز	прозорец		N;INDF;MASC;PL
ويندوز	прозорците	ويندوز	прозорец		N;DEF;MASC;PL
ذهب	златен	ذَهَب	златен	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
ذهب	златни	ذَهَب	златен	V;PFV;MASC;SG;3;ACT	ADJ;INDF;PL
ذهب	златно	ذَهَب	златен	V;PFV;MASC;SG;3;ACT	ADV
ذهب	златна	ذَهَب	златен	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;SG
ذهب	злато	ذَهَب	злато	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
النمسا	австрия	اَلنِّمسَا	австрия		PROPN;INDF;FEM;SG
كانون	оръдия	كَانُون	оръди	N;GEN;INDF;SG	N;INDF;NEUT;PL
كانون	кенън	كَانُون	кенън	N;GEN;INDF;SG	PROPN;INDF;MASC;SG
كانون	оръдието	كَانُون	оръдие	N;GEN;INDF;SG	N;DEF;NEUT;SG
الداخلي	интериор	دَاخِلِيّ	интериор	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
الداخلي	вътрешна	دَاخِلِيّ	вътрешен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
الداخلي	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;DEF;MASC;SG	ADV
الداخلي	вътрешен	دَاخِلِيّ	вътрешен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الداخلي	вътрешна	دَاخِلِيّ	вътрешен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
الداخلي	вътрешно	دَاخِلِيّ	вътрешен	ADJ;NOM;DEF;MASC;SG	ADV
الداخلي	вътрешни	دَاخِلِيّ	вътрешен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
الداخلي	вътрешен	دَاخِلِيّ	вътрешен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
النواب	заместници	نَائِب	заместник	N;NOM;DEF;PL	N;INDF;MASC;PL
النواب	депутати	نَائِب	депутат	N;NOM;DEF;PL	N;INDF;MASC;PL
النواب	депутати	نَائِب	депутат	N;NOM;DEF;PL	N;INDF;MASC;PL
مدرج	включени	مُدَرِّج	включа-(се)	N;NOM;INDF;SG	V;PFV;INDF;PL;V.PTCP;PASS
مدرج	включено	مُدَرِّج	включа-(се)	N;NOM;INDF;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
مدرج	включена	مُدَرِّج	включа-(се)	N;NOM;INDF;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
مدرج	включен	مُدَرِّج	включа-(се)	N;NOM;INDF;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
مدرج	изброени	مُدَرِّج	избероя-(се)	N;NOM;INDF;SG	V;PFV;INDF;PL;V.PTCP;PASS
موسيقية	музикант	مُوسِيقِيّ	музикант	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
موسيقية	музикално	مُوسِيقِيّ	музикален	ADJ;NOM;INDF;FEM;SG	ADV
موسيقية	мюзикъл	مُوسِيقِيّ	мюзикъл	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
النهضة	възраждане	نَهضَة	възраждане	N;NOM;DEF;SG	N;INDF;NEUT;SG
النهضة	ренесанс	نَهضَة	ренесанс	N;NOM;DEF;SG	N;INDF;MASC;SG
الرسول	куриер	رَسُول	куриер	N;NOM;DEF;SG	N;INDF;MASC;SG
الرسول	messenger	رَسُول	messenger	N;NOM;DEF;SG	PROPN;INDF;MASC;SG
الرسول	вестоносец	رَسُول	вестоносец	N;NOM;DEF;SG	N;INDF;MASC;SG
الرسول	пратеник	رَسُول	пратеник	N;NOM;DEF;SG	N;INDF;MASC;SG
الرياضة	спорт	رِيَاضَة	спорт	N;NOM;DEF;SG	N;INDF;MASC;SG
الرياضة	спортен	رِيَاضَة	спортен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الرياضة	спортни	رِيَاضَة	спортен	N;NOM;DEF;SG	ADJ;INDF;PL
الرياضة	спортен	رِيَاضَة	спортен	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
الرياضة	спорт	رِيَاضَة	спорт	N;NOM;DEF;SG	N;INDF;MASC;SG
الرياضة	спортно	رِيَاضَة	спортен	N;NOM;DEF;SG	ADV
الرياضة	спортове	رِيَاضَة	спорт	N;NOM;DEF;SG	N;INDF;MASC;PL
التيار	ток	تَيَّار	ток	N;NOM;DEF;SG	N;INDF;MASC;SG
التيار	текущ	تَيَّار	текущ	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
التيار	текуща	تَيَّار	текущ	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
التيار	текущи	تَيَّار	текущ	N;NOM;DEF;SG	ADJ;INDF;PL
التيار	настоящ	تَيَّار	настоящ	N;NOM;DEF;SG	N;INDF;MASC;SG
فلوريدا	флорида	فِلُورِيدَا	флорида		PROPN;INDF;FEM;SG
ملاحظة	наблюдения	مُلَاحِظَة	наблюдение	N;NOM;INDF;SG	N;INDF;NEUT;PL
السياحة	туризъм	سِيَاحَة	туризъм	N;NOM;DEF;SG	N;INDF;MASC;SG
الجامع	джамия	جَامِع	джам	N;NOM;DEF;SG	N;INDF;FEM;SG
الجامع	колектор	جَامِع	колектор	N;NOM;DEF;SG	N;INDF;MASC;SG
الجامع	колекционер	جَامِع	колекционер	N;NOM;DEF;SG	N;INDF;MASC;SG
جسم	тялото	جَسم	тяло	N;NOM;INDF;SG	N;DEF;NEUT;SG
جسم	телесно	جَسم	телесно	N;NOM;INDF;SG	ADV
حب	любовта	حُبّ	любов	N;NOM;INDF;SG	N;DEF;FEM;SG
حب	обичам	حُبّ	обичам	N;NOM;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
استعمال	използвайки	اِستِعمَال	използвам	N;NOM;INDF;SG	V;IPFV;IMP;SG;2;FIN
القتال	борба	قِتَال	борба	N;NOM;DEF;SG	N;INDF;FEM;SG
القتال	борба	قِتَال	борба	N;NOM;DEF;SG	N;INDF;FEM;SG
القتال	битка	قِتَال	битка	N;NOM;DEF;SG	N;INDF;FEM;SG
القتال	бой	قِتَال	бой	N;NOM;DEF;SG	N;INDF;MASC;SG
صنع	правене	صَنَع	правене	V;PFV;MASC;SG;3;ACT	N;INDF;NEUT;SG
صنع	направи	صَنَع	направя-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;IMP;SG;2;FIN
صنع	направена	صَنَع	направя-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
صنع	направено	صَنَع	направя-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
صنع	направен	صَنَع	направя-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
صنع	направени	صَنَع	направя-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;PL;V.PTCP;PASS
الدفن	погребение	دَفن	погребение	N;NOM;DEF;SG	N;INDF;NEUT;SG
الحروب	войни	حَرب	война	N;NOM;DEF;PL	N;INDF;FEM;PL
المادية	физическо	مَادِّيّ	физически	ADJ;NOM;DEF;FEM;SG	ADV
المادية	физически	مَادِّيّ	физически	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
المادية	физическа	مَادِّيّ	физически	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
المادية	материализъм	مَادِّيّ	материализъм	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
محددة	конкретни	مُحَدَّد	конкретен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
محددة	специфично	مُحَدَّد	специфично	ADJ;NOM;INDF;FEM;SG	ADV
محددة	специфични	مُحَدَّد	специфичен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
محددة	посочен	مُحَدَّد	посоча	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
محددة	посочена	مُحَدَّد	посоча	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
محددة	посочени	مُحَدَّد	посоча	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
محددة	уточнени	مُحَدَّد	уточня	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
محددة	посочено	مُحَدَّد	посоча	ADJ;NOM;INDF;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
اليهودية	еврейски	يَهُودِيّ	еврейски	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
اليهودية	еврейско	يَهُودِيّ	еврейски	ADJ;NOM;DEF;FEM;SG	ADV
اليهودية	евреин	يَهُودِيّ	евреин	ADJ;NOM;DEF;FEM;SG	N;INDF;MASC;SG
اليهودية	еврейка	يَهُودِيّ	еврейка	ADJ;NOM;DEF;FEM;SG	N;INDF;FEM;SG
اليهودية	юдаизма	يَهُودِيّ	юдаизъм	ADJ;NOM;DEF;FEM;SG	N;DEF;MASC;SG
الحملة	кампания	حَملَة	кампания	N;NOM;DEF;SG	N;INDF;FEM;SG
ثابت	стабилен	ثابت	стабилен		ADJ;INDF;MASC;SG
ثابت	стабилно	ثابت	стабилно		ADV
ثابت	стабилна	ثابت	стабилен		ADJ;INDF;FEM;SG
الوصلات	връзки	وُصلَة	връзка	N;NOM;DEF;PL	N;INDF;FEM;PL
تفاعل	взаимодействия	تَفَاعُل	взаимодействие	N;NOM;INDF;SG	N;INDF;NEUT;PL
تفاعل	взаимодействието	تَفَاعُل	взаимодействие	N;NOM;INDF;SG	N;DEF;NEUT;SG
الليل	вечер	لَيل	вечер	N;NOM;DEF;SG	N;INDF;FEM;SG
الليل	нощ	لَيل	нощ	N;NOM;DEF;SG	N;INDF;FEM;SG
طبيعية	натурални	طَبِيعِيّ	натурален	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
طبيعية	естествени	طَبِيعِيّ	естествен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;PL
الرياضيات	математика	رِيَاضِيّ	математика	N;NOM;DEF;PL	N;INDF;FEM;SG
الرياضيات	математика	رِيَاضِيّ	математика	N;NOM;DEF;PL	N;INDF;FEM;SG
الرياضيات	математика	رِيَاضِيّ	математика	N;NOM;DEF;PL	N;INDF;FEM;SG
بلجيكا	белгия	بِلجِيكَا	белгия		PROPN;INDF;FEM;SG
بلجيكا	белгийските	بِلجِيكَا	белгийски		ADJ;DEF;PL
