категорія	kategorijo	категорія	kategorija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
дім	doma	дім	doma	N;INAN;NOM;MASC;SG	ADV
дім	domov	дім	domov	N;INAN;NOM;MASC;SG	ADV
отримує	dobi	отримувати	dobiti	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
отримує	prejme	отримувати	prejeti	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
аналіз	analizo	аналіз	analiza	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
аналіз	analize	аналіз	analiza	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
пол	paul	поле	pauti		PROPN;NOM;MASC;SG
пол	pavel	поле	paveti		N;NOM;MASC;SG
пол	pol	поле	pol		DET
одеса	odessa	одеса	odessa	PROPN;INAN;NOM;FEM;SG	
навчальних	izobraževalnih	навчальний	izobraževalen	ADJ;ACC;PL	ADJ;GEN;MASC;PL
навчальних	izobraževalno	навчальний	izobraževalen	ADJ;ACC;PL	ADJ;NOM;NEUT;SG
навчальних	izobraževalni	навчальний	izobraževalen	ADJ;ACC;PL	ADJ;NOM;MASC;PL
навчальних	izobraževanje	навчальний	izobraževanje	ADJ;ACC;PL	N;NOM;NEUT;SG
потужність	zmogljivosti	потужність	zmogljivost	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
зростання	rasti	зростання	rasti	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN
зростання	naraščajoče	зростання	naraščajoč	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;PL;V.PTCP
повідомлення	sporočil	повідомлення	sporočiti	N;INAN;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP
повідомлення	sporočila	повідомлення	sporočiti	N;INAN;NOM;NEUT;SG	V;PFV;FEM;PL;V.PTCP
структури	strukturo	структура	struktura	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
структури	zgradba	структура	zgradba	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
структури	struktura	структура	struktura	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
структури	konstrukcija	структура	konstrukcija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
інше	drugačna	інший	drugačen	DET;NOM;NEUT;SG	ADJ;NOM;FEM;SG
інше	drugačen	інший	drugačen	DET;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
інше	drugačni	інший	drugačen	DET;NOM;NEUT;SG	ADJ;NOM;MASC;PL
інше	drugačno	інший	drugačen	DET;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
інше	drugi	інший	drug	DET;NOM;NEUT;SG	ADJ;NOM;MASC;SG
інше	drugo	інший	drug	DET;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
інше	druga	інший	drug	DET;NOM;NEUT;SG	ADJ;NOM;FEM;SG
інше	druge	інший	drug	DET;NOM;NEUT;SG	ADJ;NOM;FEM;PL
громадян	meščani	громадянин	meščan	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
громадян	državljani	громадянин	državljan	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
встановлення	namesti	встановлення	namestiti	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
причому	sodba	причому	sodba	ADV	N;NOM;FEM;SG
причому	presoja	причому	presoja	ADV	N;NOM;FEM;SG
вартість	stroški	вартість	strošek	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
вартість	vrednosti	вартість	vrednost	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
полі	poli	поле	poli	N;INAN;NOM;NEUT;SG	
полі	poli	поле	poli	N;INAN;NOM;NEUT;SG	
корабель	ladjo	корабель	ladja	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
проживання	nastanitve	проживання	nastanitev	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
технологій	tehnologije	технологія	tehnologija	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
населеного	naseljen	населений	naseljen	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
громад	skupnostim	громада	skupnost	N;INAN;GEN;FEM;PL	N;DAT;FEM;PL
випуск	izpusti	випускати	izpustiti	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
випуск	odpremo	випускати	odpreti	N;INAN;NOM;MASC;SG	V;PFV;IND;PL;1;PRS;FIN
бригади	brigad	бригада	brigad	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
бригади	brigada	бригада	brigada	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
галузь	industrijo	галузь	industrija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
установи	nosilec	установа	nosilec	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
установи	zavod	установа	zavod	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
установи	institucijo	установа	institucija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
установи	ustanova	установа	ustanova	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
установи	institucija	установа	institucija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
уєфа	uefa	увфа	uefa	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
бразилії	brazilija	бразилія	brazilij	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
живе	življenja	жити	življenje	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;NEUT;SG
лос	los	лос	los		PROPN;NOM;MASC;SG
номінації	nominacijo	номінація	nominacija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
працювали	delovalo	працювати	delovati	V;IPFV;IND;PL;PST;FIN	V;IPFV;NEUT;SG;V.PTCP
працювали	obdelani	працювати	obdelan	V;IPFV;IND;PL;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
працювали	delal	працювати	delati	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;SG;V.PTCP
хрест	navzkrižna	хрест	navzkrižen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
хрест	navzkrižno	хрест	navzkrižno	N;INAN;NOM;MASC;SG	ADV
польський	polski	польський	polski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
завершення	popolna	завершення	popoln	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
завершення	popolno	завершення	popoln	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
завершення	zaključna	завершення	zaključen	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
речовини	snov	речовина	snov	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
процесів	procesi	процес	proces	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
процесів	postopki	процес	postopek	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
промисловість	rafinerije	промисловість	rafinerija	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
промисловість	industrijo	промисловість	industrija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
червоний	red	червоний	red	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
вибори	volitve	вибори	volitev	N;INAN;NOM	N;NOM;FEM;PL
вибори	izvolitev	вибори	izvolitev	N;INAN;NOM	N;NOM;FEM;SG
вибори	volitve	вибори	volitev	N;INAN;NOM	N;NOM;FEM;PL
достатньо	dovolj	достатньо	dovolj	ADV	DET
достатньо	zadostno	достатньо	zadostno	ADV	ADJ;NOM;NEUT;SG
достатньо	zadostna	достатньо	zadosten	ADV	ADJ;NOM;FEM;SG
грі	gris	гра	gris	N;INAN;DAT;FEM;SG	N;NOM;MASC;SG
сучасний	moderno	сучасний	moderno	ADJ;NOM;MASC;SG	ADV
голів	glave	голіти	glava	N;INAN;GEN;MASC;PL	N;GEN;FEM;SG
теми	vsebina	тема	vsebina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
теми	tema	тема	tema	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
теми	temo	тема	tema	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
теми	tema	тема	tema	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
названо	poimenovana	назвати	poimenovan	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;V.PTCP
названо	razkrita	назвати	razkriti	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;V.PTCP
швидкості	hitrosti	швидкість	hitrost	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
вірші	kitic	вірш	kitica	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
надання	prispeva	надання	prispevati	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
редакції	revizija	редакція	revizija	N;INAN;ACC;FEM;PL	N;NOM;FEM;SG
століть	stoletja	століття	stoletje	N;INAN;GEN;NEUT;PL	N;ACC;NEUT;PL
ліси	gozdov	ліс	gozd	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
основу	okostnjak	основа	okostnjak	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
основу	okostje	основа	okostje	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
імена	imen	ім’я	ime	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
приєднався	združeni	приєднатися	združen	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
приєднався	združena	приєднатися	združen	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
відповідь	odgovori	відповідь	odgovor	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
відповідь	odgovori	відповідь	odgovor	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
відповідь	odziva	відповідь	odziv	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
париж	paris	париж	paris	PROPN;INAN;NOM;MASC;SG	
париж	pariz	париж	pariz	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
париж	pariški	париж	pariški	PROPN;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
бій	bitko	бій	bitko	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
виявлені	ugotovljena	виявлений	ugotovljen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
виявлені	odkrita	виявлений	odkriti	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
основна	primarno	основний	primaren	ADJ;NOM;FEM;SG	ADV
основна	primarne	основний	primaren	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
джеймс	james	джеймс	james	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ірландії	irsko	ірландія	irski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;NEUT;SG
ірландії	irska	ірландія	irska	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;FEM;SG
ірландії	irski	ірландія	irska	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
карла	carla	карний	carel	PROPN;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
карла	karla	карний	karl	PROPN;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
керування	usmerjevalni	керування	usmerjevalen	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;PL
традиції	tradicijo	традиція	tradicija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
традиції	tradicijo	традиція	tradicija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
традиції	tradicija	традиція	tradicija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
головні	main	головний	main	ADJ;NOM;PL	
головні	glavni	головний	glaven	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
головні	glavno	головний	glaven	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
головні	glavna	головний	glaven	ADJ;NOM;PL	ADJ;NOM;FEM;SG
голосування	glasujte	голосування	glasovati	N;INAN;NOM;NEUT;SG	V;IMP;PL;2;FIN
думки	misli	думка	misliti	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
майор	zupan	майор	zupan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
річок	rek	річка	reka	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG
річок	reke	річка	reka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
свята	sveti	свято	svet	N;INAN;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
свята	sveto	свято	svet	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
свята	prazniki	свято	praznik	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
свята	praznike	свято	praznik	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
свята	počitnice	свято	počitnice	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
використовує	uporabe	використовувати	uporaba	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;FEM;SG
вода	vode	вода	voda	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
вода	vodo	вода	voda	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
боротьба	rokoborbo	боротьба	rokoborba	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
словенії	slovenia	словенія	slovenia	PROPN;INAN;GEN;FEM;SG	
словенії	slovenija	словенія	slovenija	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
районах	soseske	район	soseska	N;INAN;ESS;MASC;PL	N;NOM;FEM;PL
районах	soseščine	район	soseščina	N;INAN;ESS;MASC;PL	N;NOM;FEM;PL
знання	znanja	знання	znanje	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
регіонів	regije	регіон	regija	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
білорусь	belorusijo	білорися	belorusija	PROPN;INAN;NOM;MASC;SG	N;ACC;FEM;SG
білорусь	belorusije	білорися	belorusija	PROPN;INAN;NOM;MASC;SG	N;NOM;FEM;PL
білорусь	belorusiji	білорися	belorusija	PROPN;INAN;NOM;MASC;SG	N;DAT;FEM;SG
білорусь	belorusija	білорися	belorusija	PROPN;INAN;NOM;MASC;SG	N;NOM;FEM;SG
зустрічаються	spoznaj	зустрічатися	spoznaj	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
сюр	sur	сюр	sur		PROPN;NOM;MASC;SG
тему	vsebina	тема	vsebina	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
тему	tema	тема	tema	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
тему	tema	тема	tema	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
центральний	centralne	центральний	centralen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
сезони	letne	сезон	leten	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;PL
сезони	sezon	сезон	sezona	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
лежить	laži	лежати	laž	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
шотландії	škotske	шотландія	škotski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;FEM;PL
шотландії	škotski	шотландія	škotski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
шотландії	škotsko	шотландія	škotski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;NEUT;SG
шотландії	škotska	шотландія	škotski	PROPN;INAN;GEN;FEM;SG	ADJ;NOM;FEM;SG
середньої	sredina	середній	sredina	ADJ;GEN;FEM;SG	N;NOM;FEM;SG
середньої	srednji	середній	srednji	ADJ;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
середньої	srednja	середній	srednji	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
основний	jedro	основний	jedro	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
основний	primarno	основний	primaren	ADJ;NOM;MASC;SG	ADV
основний	primarne	основний	primaren	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
основний	prednostno	основний	prednostno	ADJ;NOM;MASC;SG	ADV
основний	osnovni	основний	osnoven	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
представник	reprezentativno	представник	reprezentativen	N;ANIM;NOM;MASC;SG	ADV
представник	reprezentativni	представник	reprezentativen	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
триває	teku	тривати	tek	V;IPFV;IND;SG;3;PRS;FIN	N;DAT;MASC;SG
розширення	podaljšanja	розширення	podaljšanje	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
розширення	razširitve	розширення	razširitev	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
художників	slikarjev	художник	slikar	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
художників	umetniki	художник	umetnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
містечко	mestu	містечко	mesto	N;INAN;NOM;NEUT;SG	N;DAT;NEUT;SG
білий	bel	білий	bel	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
білий	belo	білий	bel	ADJ;NOM;MASC;SG	ADV
білий	bele	білий	bel	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
західна	western	західний	western	ADJ;NOM;FEM;SG	
західна	zahodno	західний	zahodno	ADJ;NOM;FEM;SG	ADV
успішно	uspešen	успішно	uspešen	ADV	ADJ;NOM;INDF;MASC;SG
успішно	uspešni	успішно	uspešen	ADV	ADJ;NOM;MASC;PL
успішно	uspešna	успішно	uspešen	ADV	ADJ;NOM;FEM;SG
місяці	meseca	місяць	mesec	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
місяці	mesece	місяць	mesec	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
місяці	mesecev	місяць	mesec	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
народна	folk	народний	folk	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
створені	ustvarjen	створений	ustvarjen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
створені	ustvarjena	створений	ustvarjen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
створені	ustvarjen	створений	ustvarjen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
створені	ustvarjeno	створений	ustvarjen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
створені	ustvaril	створений	ustvariti	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
створені	ustvarjena	створений	ustvarjen	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
літак	zrakoplovi	літак	zrakoplov	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
літак	letala	літак	letalo	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
втрати	izguba	втрата	izguba	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
втрати	izgublja	втрата	izgubljati	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
протікає	tokovi	протікати	tok	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
протікає	tokov	протікати	tok	V;IPFV;IND;SG;3;PRS;FIN	N;GEN;MASC;PL
автором	avtor	автор	avtor	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
насправді	pravzaprav	насправді	pravzaprav	ADV	PART
архітектура	arhitekturo	архітектура	arhitektura	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
порід	pasme	порода	pasma	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
всередині	znotraj	всередині	znotraj		ADP;GEN
всередині	notri	всередині	notri		ADV
будинків	hiške	будинок	hiška	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
будинків	hiše	будинок	hiša	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
будинків	domovi	будинок	domov	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
будинків	domovih	будинок	domov	N;INAN;GEN;MASC;PL	N;ESS;MASC;PL
будинків	domove	будинок	dom	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
історична	zgodovinske	історичний	zgodovinski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
гроші	denar	гроші	denar	N;INAN;NOM	N;NOM;MASC;SG
науковці	znanstvenike	науковець	znanstvenik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
служба	božanski	служба	božanski	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
служба	božanska	служба	božanski	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
служба	božansko	служба	božanski	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
служба	božanske	служба	božanski	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
служба	storitve	служба	storitev	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
зірки	zvezd	зірка	zvezda	N;ANIM;NOM;FEM;PL	N;GEN;FEM;PL
вчений	znanstvenik	вчений	znanstvenik	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;MASC;SG
вчений	znanstvenica	вчений	znanstvenica	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;FEM;SG
гру	tekma	гра	tekma	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
гру	igra	гра	igra	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
швейцарії	švico	швейцарія	švica	PROPN;INAN;GEN;FEM;SG	N;ACC;FEM;SG
швейцарії	švici	швейцарія	švica	PROPN;INAN;GEN;FEM;SG	N;DAT;FEM;SG
швейцарії	švice	швейцарія	švica	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;PL
швейцарії	švica	швейцарія	švica	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
кожному	vsak	кожний	vsak	PRO;INAN;DAT;NEUT;SG	DET;NOM;MASC;SG
кожному	vsaka	кожний	vsak	PRO;INAN;DAT;NEUT;SG	DET;NOM;FEM;SG
залишити	dopust	залишити	dopust	V;PFV;NFIN	N;NOM;MASC;SG
богдан	bohdan	богдан	bohdan	PROPN;ANIM;NOM;MASC;SG	
богдан	bogdan	богдан	bogdan	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
вихід	nehal	вихід	nehati	N;INAN;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP
вихід	izstop	вихід	izstop	N;INAN;NOM;MASC;SG	
бога	bog	бог	bog	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
соціально	socialno	соціально	socialen	ADV	ADJ;NOM;NEUT;SG
соціально	družbeno	соціально	družbeno	ADV	ADJ;NOM;NEUT;SG
соціально	družabno	соціально	družabno	ADV	ADJ;NOM;NEUT;SG
кілометрів	kilometre	кілометр	kilometer	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
кілометрів	milje	кілометр	milja	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG
кілометрів	kilometri	кілометр	kilometer	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
кілометрів	miles	кілометр	miles	N;INAN;GEN;MASC;PL	
кілометрів	milj	кілометр	milja	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
взяли	vzela	взяти	vzeti	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;SG;V.PTCP
взяли	vzel	взяти	vzeti	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;V.PTCP
прийнято	sprejeta	прийнято	sprejet	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;V.PTCP
прийнято	sprejete	прийнято	sprejet	V;PFV;IND;0;FIN	ADJ;NOM;FEM;PL;V.PTCP
прийнято	sprejet	прийнято	sprejet	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
прийнято	sprejeto	прийнято	sprejet	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG;V.PTCP
будинки	domovih	будинок	domov	N;INAN;NOM;MASC;PL	N;ESS;MASC;PL
будинки	domove	будинок	dom	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
будинки	hiš	будинок	hiša	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
шевченко	shevchenko	шевченко	shevchenko	PROPN;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
володіння	odvisnosti	володіння	odvisnost	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
містять	vsebuje	містити	vsebovati	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
потрапив	vpisali	потрапити	vpisati	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;PL;V.PTCP
потрапив	vpisan	потрапити	vpisan	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
потрапив	vključenih	потрапити	vključen	V;PFV;MASC;IND;SG;PST;FIN	ADJ;GEN;MASC;PL;V.PTCP
ольга	olga	ольга	olg	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
цифровий	digitalnega	цифровий	digitalen	ADJ;NOM;MASC;SG	ADJ;GEN;NEUT;SG
цифровий	digitalne	цифровий	digitalen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
простір	vesoljska	простір	vesoljski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
забив	zmaga	забити	zmaga	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;FEM;SG
забив	zmagovalna	забити	zmagovalen	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG
дніпро	dneper	дніпро	dneper	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
дніпро	dnipro	дніпро	dnipro	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
куди	kjer	куди	kjer	ADV	CONJ
гран	jurja	гран	jurje		N;NOM;NEUT;SG
гран	grand	гран	grand		N;NOM;MASC;SG
олена	elena	олена	elena	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
олена	eleno	олена	eleno	PROPN;ANIM;NOM;FEM;SG	N;ACC;FEM;SG
олена	eleni	олена	elena	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
біографія	biografijo	біографія	biografija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
тиждень	teden	тиждень	teden	N;INAN;NOM;MASC;SG	N;INAN;ACC;MASC;SG
епохи	epoch	епох	epoch	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
вулиць	ulice	вулиця	ulica	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
вулиць	ceste	вулиця	cesta	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
