panel	چھاج.	panel	چھاج.	N;NOM;MASC;SG	
nerwów	مچھلی.	nerw	مچھلی.		PROPN;NOM;MASC;SG;3
nerwów	بہادری	nerw	بہادری		N;NOM;FEM;SG;3
nerwów	رگ	nerw	رگ		N;NOM;MASC;SG;3
nerwów	مچھلی.	nerw	مچھلی.		PROPN;NOM;MASC;SG;3
nerwów	بہادری	nerw	بہادری		N;NOM;FEM;SG;3
surowe	کچا	surowy	کچا	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
surowe	ناشائستہ	surowy	ناشائستہ	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
surowe	بونگا	surowy	بونگا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
surowe	بھّدا	surowy	بھید	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
surowe	سرد	surowy	سرد	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
surowe	خالص	surowy	خالص	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
surowe	نفاست	surowy	نفاست	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
surowe	کچّا	surowy	کچیا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
surowe	بھّدا	surowy	بھید	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
surowe	سرد	surowy	سرد	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
surowe	خالص	surowy	خالص	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
surowe	نفاست	surowy	نفاست	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
odpowiednia	مناسب.	odpowiedni	مناسب.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
odpowiednia	ہتھیانا	odpowiedni	ہتھیانا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
odpowiednia	غنیمت.	odpowiedni	غنیمت.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
odpowiednia	غنیمت.	odpowiedni	غنیمت.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
odpowiednia	مناسب.	odpowiedni	مناسب.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
odpowiednia	for	odpowiedni	for	ADJ;NOM;FEM;SG	
zastąpienia	بدل	zastąpić	بدل	N;NOM;NEUT;SG	V;ACT
zastąpienia	عوض.	zastąpić	عوض.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
zastąpienia	بدل	zastąpić	بدل	N;NOM;NEUT;SG	V;ACT
zastąpienia	استبدال	zastąpić	استبدال	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
paradoks	متناقض	paradoks	متناقض	N;NOM;MASC;SG	ADJ
banknoty	ہنڈی.	banknot	ہنڈی.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
płytkie	اُتھلا	płytki	اُتھلا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
komercyjne	دنیادارانہ.	komercyjny	دنیادارانہ.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
komercyjne	تجارت	komercyjny	تجارت	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
kwiatostan	ٹہنی	kwiatostan	ٹہنی	N;NOM;MASC;SG	ADJ
mężu	خاوند	mąż	خاوند	V;IPFV;IMP;SG;2;FIN;ACT	N;NOM;MASC;SG;3
mężu	میاں	mąż	میاں	V;IPFV;IMP;SG;2;FIN;ACT	PROPN;NOM;MASC;SG;3
mężu	شوہر.	mąż	شوہر.	V;IPFV;IMP;SG;2;FIN;ACT	PROPN;NOM;MASC;SG;3
ubóstwa	کمی.	ubóstwo	کمی.	N;GEN;NEUT;SG	
ubóstwa	کمتری	ubóstwo	کمتری	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
ubóstwa	کمینگی.	ubóstwo	کمینگی.	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
ubóstwa	مفلسی	ubóstwo	مفلسی	N;GEN;NEUT;SG	ADJ
ubóstwa	کمی.	ubóstwo	کمی.	N;GEN;NEUT;SG	
ubóstwa	غریبی	ubóstwo	غریبی	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
ubóstwa	ناداری	ubóstwo	ناداری	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
ubóstwa	کمتری	ubóstwo	کمتری	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
ubóstwa	کمینگی.	ubóstwo	کمینگی.	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
ubóstwa	مفلسی	ubóstwo	مفلسی	N;GEN;NEUT;SG	ADJ
życzę	تمنا	życzyć	تمنا	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
życzę	(	życzyć	(	V;IPFV;IND;SG;1;PRS;FIN;ACT	
życzę	on	życzyć	on	V;IPFV;IND;SG;1;PRS;FIN;ACT	
obciążenie	چڑھانا	obciążyć	چڑھا	N;NOM;NEUT;SG	V;MASC;SG;NFIN;ACT
obciążenie	لادی	obciążyć	لادی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
obciążenie	لادنا	obciążyć	لادنا	N;NOM;NEUT;SG	
obciążenie	ستانا.	obciążyć	ستاناؤ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
obciążenie	لادنا	obciążyć	لادنا	N;NOM;NEUT;SG	
obciążenie	ستانا.	obciążyć	ستاناؤ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
obciążenie	بوجھ	obciążyć	بوجھ	N;NOM;NEUT;SG	V;ACT
żelazna	آہنی.	żelazny	آہنی.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
żelazna	لوہا	żelazny	لوہا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
żelazna	ٹانک	żelazny	ٹانک	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
dynamiczne	زوردار.	dynamiczny	زوردار.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
tyły	دنبالہ.	tył	دنبالہ.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	کولھا.	tył	کولھا.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	پشت.	tył	پشت.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	چوتڑ	tył	چوتڑ	N;NOM;MASC;PL	N;NOM;MASC;SG;3
tyły	سُرین	tył	سُرین	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	پچھاڑی	tył	پچھاڑی	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	دنبالہ.	tył	دنبالہ.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	عقب	tył	عقب	N;NOM;MASC;PL	N;NOM;MASC;SG;3
tyły	کولھا.	tył	کولھا.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	پشت.	tył	پشت.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	چوتڑ	tył	چوتڑ	N;NOM;MASC;PL	N;NOM;MASC;SG;3
tyły	سُرین	tył	سُرین	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
tyły	پچھاڑی	tył	پچھاڑی	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
minimalne	باریک	minimalny	باریک	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
minimalne	اقلی.	minimalny	اقلی.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ave	الوداع.	ave	الوداع.		PROPN;NOM;MASC;SG;3
grzech	نامعقول	grzech	نامعقول	N;NOM;MASC;SG	ADJ
grzech	اثم	grzech	اثم	N;NOM;MASC;SG	
grzech	نامعقول	grzech	نامعقول	N;NOM;MASC;SG	ADJ
grzech	پاپ	grzech	پاپ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
grzech	اثم	grzech	اثم	N;NOM;MASC;SG	
nowotwór	سلعہ.	nowotwór	سلعہ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
nowotwór	رسولی	nowotwór	رسولی	N;NOM;MASC;SG	ADJ
komplet	(	komplet	(	N;NOM;MASC;SG	
komplet	ٹکنا.	komplet	ٹکنا.	N;NOM;MASC;SG	
komplet	پھیلانا	komplet	پھیلانا	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
komplet	جمانا.	komplet	جمانا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	جوڑنا	komplet	جوڑ	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
komplet	مستقل	komplet	مستقل	N;NOM;MASC;SG	ADJ
komplet	اٹکانا	komplet	اٹکا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	طائفہ	komplet	طائفہ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	(	komplet	(	N;NOM;MASC;SG	
komplet	ریڈیو	komplet	ریڈیو	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	بیٹھنا	komplet	بیٹھ	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
komplet	بیر.	komplet	بیر.	N;NOM;MASC;SG	
komplet	(	komplet	(	N;NOM;MASC;SG	
komplet	(	komplet	(	N;NOM;MASC;SG	
komplet	محکم	komplet	محکم	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	باندھنا.	komplet	باندھنا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	منڈلی.	komplet	منڈلی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	upon	komplet	upon	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	ٹولا	komplet	ٹولا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	(	komplet	(	N;NOM;MASC;SG	
komplet	ٹکنا.	komplet	ٹکنا.	N;NOM;MASC;SG	
komplet	پھیلانا	komplet	پھیلانا	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
komplet	جمانا.	komplet	جمانا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	جوڑنا	komplet	جوڑ	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
komplet	مستقل	komplet	مستقل	N;NOM;MASC;SG	ADJ
komplet	رکھنا	komplet	رکھ	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
komplet	اٹکانا	komplet	اٹکا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	طائفہ	komplet	طائفہ	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	(	komplet	(	N;NOM;MASC;SG	
komplet	ریڈیو	komplet	ریڈیو	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	بیٹھنا	komplet	بیٹھ	N;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
komplet	بیر.	komplet	بیر.	N;NOM;MASC;SG	
komplet	(	komplet	(	N;NOM;MASC;SG	
komplet	(	komplet	(	N;NOM;MASC;SG	
komplet	محکم	komplet	محکم	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	جمانا	komplet	جمانا	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
komplet	باندھنا.	komplet	باندھنا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	منڈلی.	komplet	منڈلی	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	upon	komplet	upon	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
komplet	ٹولا	komplet	ٹولا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cukier	شکرریزی.	cukier	شکرریزی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cukier	دُلارا	cukier	دُلارا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cukier	پیارا	cukier	پیارا	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
cukier	خوشامد.	cukier	خوشامد.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cukier	شکرریزی.	cukier	شکرریزی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cukier	دُلارا	cukier	دُلارا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cukier	پیارا	cukier	پیارا	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
cukier	خوشامد.	cukier	خوشامد.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
stoke	بھڑکانا	stok	بھڑکانا	PROPN;NOM;MASC;SG	V;MASC;SG;NFIN;ACT
stoke	پیٹو	stok	پیٹو	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
pap	چوچی.	pap	چوچی.		PROPN;NOM;MASC;SG;3
pap	سرپستان	pap	سرپستان		PROPN;NOM;MASC;SG;3
pap	بھٹنی	pap	بھٹنی		PROPN;NOM;MASC;SG;3
gołąb	قمری	gołąb	قمری	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
gołąb	فاختہ.	gołąb	فاختہ.	N;NOM;MASC;SG	ADJ
gołąb	بھولا	gołąb	بھولا	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
sos	گستاخی	sos	گستاخی		N;NOM;MASC;SG;3
sos	اچار	sos	اچار		N;NOM;MASC;SG;3
faraona	فرعون.	faraon	فرعون.		ADJ
resort	to	resort	to	V;IPFV;IND;SG;PRS;FIN;ACT	
resort	مدد	resort	مدد	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;MASC;SG;3
resort	(	resort	(	V;IPFV;IND;SG;PRS;FIN;ACT	
potwory	عفریت	potwór	عفریت	N;NOM;MASC;PL	N;NOM;MASC;SG;3
potwory	راکشس.	potwór	راکشس.	N;NOM;MASC;PL	PROPN;NOM;MASC;SG;3
jądrowa	نواتی.	jądrowa	ناتون	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
majów	مایائی	mieć	مایائی	N;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
karcie	پترا	karta	پترا		PROPN;NOM;MASC;SG;3
karcie	گولی	karta	گولی		N;NOM;FEM;SG;3
karcie	بلّا	karta	بلّا		PROPN;NOM;MASC;SG;3
karcie	قرص	karta	قرص		PROPN;NOM;MASC;SG;3
dorosły	فحش	dorosnąć	فحش	V;PFV;FEM;IND;PL;PST;FIN;ACT	N;NOM;MASC;SG;3
dorosły	جوان	dorosnąć	جوان	V;PFV;FEM;IND;PL;PST;FIN;ACT	N;NOM;MASC;SG;3
dorosły	فحش	dorosnąć	فحش	V;PFV;FEM;IND;PL;PST;FIN;ACT	N;NOM;MASC;SG;3
dorosły	بالغ	dorosnąć	بالغ	V;PFV;FEM;IND;PL;PST;FIN;ACT	ADJ
konwent	رسم.	konwent	رسم.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
taktyczne	(	taktyczny	(	ADJ;NOM;NEUT;SG	
wyzwanie	(	wyzwanie	(	N;NOM;NEUT;SG	
wyzwanie	دشوار	wyzwanie	دشوار	N;NOM;NEUT;SG	ADJ
cykliczne	دوری	cykliczny	دوری	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG;3
cykliczne	دولابی	cykliczny	دولابی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
cykliczne	لولبی	cykliczny	لولبی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
dostępności	دستیابی	dostępność	دستیابی	N;GEN;FEM;SG	ADJ
interes	سبب	interes	سبب	N;NOM;MASC;SG	N;ACC;MASC;SG;3
interes	تھئیٹر	interes	تھئیٹر	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
interes	مصروفیات	interes	مصروفیت	N;NOM;MASC;SG	N;NOM;MASC;PL;3
interes	سبب	interes	سبب	N;NOM;MASC;SG	N;ACC;MASC;SG;3
interes	تھئیٹر	interes	تھئیٹر	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
interes	مصروفیات	interes	مصروفیت	N;NOM;MASC;SG	N;NOM;MASC;PL;3
interes	امر	interes	امر	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kontroler	محاسب	kontroler	محاسب	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
definitywnie	لازماً	definitywnie	لازماً	ADV	CONJ
obligacji	تعلق	obligacja	تعلق	N;ACC;FEM;SG	N;NOM;MASC;SG;3
obligacji	چپکنا	obligacja	چپک	N;ACC;FEM;SG	V;SG;NFIN;ACT
obligacji	چپکن	obligacja	چپکن	N;ACC;FEM;SG	
obligacji	تھامنا.	obligacja	تھامنا.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
obligacji	معاہدہ	obligacja	معاہدہ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
obligacji	جوڑنا.	obligacja	جوڑنا.	N;ACC;FEM;SG	V;MASC;SG;NFIN;ACT
obligacji	الصاق.	obligacja	الصاق.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
wyznaczyć	معیّن	wyznaczyć	معیّن	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
wyznaczyć	القاب	wyznaczyć	القاب	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
nagłówek	جمانا.	nagłówek	جمانا.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
nagłówek	سرخی	nagłówek	سرخی	N;ACC;MASC;SG	N;NOM;MASC;SG;3
kompresji	فشار	kompresja	فشار		PROPN;NOM;MASC;SG;3
kompresji	دباؤ.	kompresja	دباؤ.		PROPN;NOM;MASC;SG;3
małpy	بندر	małpa	بندر		PROPN;NOM;MASC;SG;3
małpy	بُوزنہ	małpa	بُوزنہ		PROPN;NOM;MASC;SG;3
raja	تعلقدار	raja	تعلقدار	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
raja	جاگیردار.	raja	جاگیردار.	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
raja	رئیس	raja	رئیس	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
torpeda	خودرو	torpeda	خودرو	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
przystąpienia	پانا	przystąpienie	پانا	N;GEN;NEUT;SG	V;SG;NFIN;ACT
przystąpienia	ادخال.	przystąpienie	ادخال.	N;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
przystąpienia	رسائی	przystąpienie	رسائی	N;GEN;NEUT;SG	N;NOM;MASC;SG;3
nadawca	مرسل	nadawca	مرسل	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
cork	کاگ	cork	کاگ	PROPN;NOM;MASC;SG	
kawa	کافی	kawa	کافی		ADJ
wyszukiwanie	سراغ.	wyszukiwać	سراغ.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
wyszukiwanie	جستجو.	wyszukiwać	جستجو.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
wyszukiwanie	پرکھ	wyszukiwać	پرکھ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;ACT
wyszukiwanie	مکمل	wyszukiwać	مکمل	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ
wyszukiwanie	سراغ.	wyszukiwać	سراغ.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
wyszukiwanie	جستجو.	wyszukiwać	جستجو.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	PROPN;NOM;MASC;SG;3
wyszukiwanie	پرکھ	wyszukiwać	پرکھ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;ACT
wyszukiwanie	مکمل	wyszukiwać	مکمل	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ
kwota	میزان	kwota	میزان	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
kwota	خیالات	kwota	خیال	N;NOM;FEM;SG	N;NOM;MASC;PL;3
zmierzch	انحطاط	zmierzch	انحطاط		N;NOM;MASC;SG;3
zmierzch	جُھٹپٹا	zmierzch	جُھٹپٹا		PROPN;NOM;MASC;SG;3
zmierzch	زوال	zmierzch	زوال		N;NOM;MASC;SG;3
zmierzch	تباہی.	zmierzch	تباہی.		PROPN;NOM;MASC;SG;3
zmierzch	اندھیرا.	zmierzch	اندھیرا.		PROPN;NOM;MASC;SG;3
zmierzch	سایہ	zmierzch	سایہ		PROPN;NOM;MASC;SG;3
kolorowych	رنگدار	kolorowy	رنگدار	ADJ;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
kolorowych	رنگدار	kolorowy	رنگدار	ADJ;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
kolorowych	رنگین	kolorowy	رنگین	ADJ;GEN;MASC;PL	PROPN;NOM;MASC;SG;3
odwagi	جرأت.	odwaga	جراکت		PROPN;NOM;MASC;SG;3
odwagi	ہمت	odwaga	ہمت		N;NOM;MASC;SG;3
poker	لکڑی	poker	لکڑی		N;NOM;MASC;SG;3
okolica	مضافات	okolica	مضافات	N;NOM;FEM;SG	N;NOM;MASC;PL;3
okolica	قرب	okolica	قرب	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
bestia	حیوان	bestia	حیوان	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
świt	آغاز.	świt	آغاز.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
dziedzica	وارث	dziedzic	وارث	N;ACC;MASC;SG	N;NOM;MASC;SG;3
wyłączenie	برأت	wyłączyć	برأت	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADP
gardło	سرنگ.	gardło	سرنگ.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
gardło	حلقوم.	gardło	حلقوم.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
kwadratowy	چوکور	kwadratowy	چوکور	ADJ;NOM;MASC;SG	
kwadratowy	مربع.	kwadratowy	مربع.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kwadratowy	برابر.	kwadratowy	برابر.	ADJ;NOM;MASC;SG	
kwadratowy	گنیا.	kwadratowy	گنیا.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kwadratowy	چکلا	kwadratowy	چکل	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kwadratowy	فربہ	kwadratowy	فربہ	ADJ;NOM;MASC;SG	
kwadratowy	دقیانوسی.	kwadratowy	دقیانوسی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kwadratowy	برابر.	kwadratowy	برابر.	ADJ;NOM;MASC;SG	
kwadratowy	گنیا.	kwadratowy	گنیا.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kwadratowy	چوکور	kwadratowy	چوکور	ADJ;NOM;MASC;SG	
kwadratowy	چکلا	kwadratowy	چکل	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kwadratowy	فربہ	kwadratowy	فربہ	ADJ;NOM;MASC;SG	
kwadratowy	دقیانوسی.	kwadratowy	دقیانوسی.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
dowodzący	بارعب.	dowodzić	بارعب.	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	PROPN;NOM;MASC;SG;3
dowodzący	برتر	dowodzić	برتر	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;NOM;MASC;SG;3
dowodzący	بالا.	dowodzić	بالا.	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	PROPN;NOM;MASC;SG;3
dowodzący	(	dowodzić	(	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
dokumentację	مسالہ.	dokumentacja	مسالہ.	N;ACC;FEM;SG	
mana	اقتدار.	mana	اقتدار.		N;NOM;MASC;SG;3
mana	قوت	mana	قوت		N;NOM;FEM;SG;3
mana	اختیار	mana	اختیار		N;NOM;MASC;SG;3
mundur	(	mundur	(	N;NOM;MASC;SG	
mundur	وردی.	mundur	وردی.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
mundur	یکساں	mundur	یکساں	N;NOM;MASC;SG	ADJ
pioneer	مخترع	pioneer	مخترع	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
rozproszone	(	rozprosić	(	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
rozproszone	منفوذ	rozprosić	منفوذ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN;NOM;MASC;SG;3
rozproszone	(	rozprosić	(	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
wyrzucić	رد	wyrzucić	رد	V;PFV;NFIN;ACT	N;NOM;MASC;SG;3
wyrzucić	ترک	wyrzucić	ترک	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG;3
naczyniowe	عروقی	naczyniowy	عروقی	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
naczyniowe	قناتی.	naczyniowy	قناتی	ADJ;NOM;NEUT;SG	V;IPFV;MASC;PL;V.PTCP;ACT
kit	تھیلا	kit	تھیلا		N;NOM;MASC;SG;3
kit	سامان	kit	سامان		N;NOM;MASC;SG;3
ogniwo	بندھنا	ogniwo	بندھ		PROPN;NOM;MASC;SG;3
ogniwo	واسطہ	ogniwo	واسطہ		N;NOM;MASC;SG;3
ogniwo	cuff-link	ogniwo	cuff-link		PROPN;NOM;MASC;SG;3
uniwersalne	عمیم	uniwersalny	عمیم	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
słodkie	حسین	słodki	حسین	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
słodkie	ہوشیار	słodki	ہوشیار	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
słodkie	میٹھا	słodki	میٹھا	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG;3
słodkie	مٹھاس.	słodki	مٹھاس.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
słodkie	سُریلا	słodki	سُریلا	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
słodkie	شیریں.	słodki	شیر	ADJ;NOM;NEUT;SG	V;PFV;FEM;PL;V.PTCP;ACT
słodkie	شیدا.	słodki	شیدا.	ADJ;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
słodkie	میٹھا.	słodki	میٹھا.	ADJ;NOM;NEUT;SG	
idealnie	بالکل	idealnie	بالکل	ADV	CONJ
idealnie	سالم	idealnie	سالم	ADV	PROPN;NOM;MASC;SG;3
idealnie	نرا	idealnie	نرا	ADV	V;MASC;SG;V.PTCP;ACT
idealnie	کامل	idealnie	کامل	ADV	N;NOM;MASC;SG;3
danie	تھالی	danie	تھالی	N;NOM;NEUT;SG	ADJ;FEM
danie	رکابی	danie	رکابی	N;NOM;NEUT;SG	ADJ
danie	تھالی	danie	تھالی	N;NOM;NEUT;SG	ADJ;FEM
rezolucji	تحلیل	rezolucja	تحلیل	N;GEN;FEM;SG	ADJ
rezolucji	(	rezolucja	(	N;GEN;FEM;SG	
rezolucji	عزم.	rezolucja	عزم.	N;GEN;FEM;SG	
orzeczenie	حاوی	orzeczenie	حاوی	N;NOM;NEUT;SG	ADJ
orzeczenie	رائج	orzeczenie	رائج	N;NOM;NEUT;SG	ADJ
orzeczenie	غالب	orzeczenie	غالب	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
mieszaniny	تخلیط	mieszanina	تخلیط	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
mieszaniny	ملانے	mieszanina	ملا	N;ACC;FEM;SG	V;NFIN;ACT
