категорія	catégories	категорія	catégorie	N;INAN;NOM;FEM;SG	N;FEM;PL
зовнішні	externe	зовнішній	externe	ADJ;NOM;PL	ADJ;MASC;SG
зовнішні	extérieur	зовнішній	extérieur	ADJ;NOM;PL	N;MASC;SG
зовнішні	extérieure	зовнішній	extérieur	ADJ;NOM;PL	ADJ;FEM;SG
тривала	duré	тривалий	durer	ADJ;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
срібний	silver	срібний	silver	ADJ;NOM;MASC;SG	PROPN
срібний	argent	срібний	argent	ADJ;NOM;MASC;SG	N;MASC;SG
срібний	argenterie	срібний	argenterie	ADJ;NOM;MASC;SG	N;FEM;SG
срібний	argenté	срібний	argenté	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
стор	stor	стор	stor		N;MASC;SG
дель	del	дель	del		PROPN
ринок	marché	ринок	marcher	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
столиця	capitaux	столиця	capital	N;INAN;NOM;FEM;SG	N;MASC;PL
каталог	annuaires	каталий	annuaire	N;INAN;NOM;MASC;SG	N;MASC;PL
власний	personnalisé	власний	personnalisé	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
власний	personnalisée	власний	personnaliser	ADJ;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
власний	personnalisés	власний	personnalisé	ADJ;NOM;MASC;SG	V;MASC;PL;PST;V.PTCP
власний	coutume	власний	coutume	ADJ;NOM;MASC;SG	N;FEM;SG
власний	self	власний	self	ADJ;NOM;MASC;SG	N;MASC;SG
власний	propres	власний	propre	ADJ;NOM;MASC;SG	ADJ;MASC;PL
власний	posséder	власний	posséder	ADJ;NOM;MASC;SG	V;NFIN
оператор	exploitant	оператор	exploiter	N;ANIM;NOM;MASC;SG	V;PRS;V.PTCP
джордж	georges	джордж	george	PROPN;ANIM;NOM;MASC;SG	N;MASC;SG
джордж	george	джордж	george	PROPN;ANIM;NOM;MASC;SG	PROPN
фінляндії	finlande	фінляндія	finlande	PROPN;INAN;GEN;FEM;SG	ADJ;FEM;SG
хімічний	chimiques	хімічний	chimique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
хорватії	croatie	хорватія	croatie	PROPN;INAN;GEN;FEM;SG	N;FEM;SG
трав	herbes	трава	herbe		N;FEM;PL
значний	significatifs	значний	significatif	ADJ;NOM;MASC;SG	ADJ;MASC;PL
безліч	nombreux	безліч	nombreux	N;INAN;NOM;FEM;SG	ADJ;MASC;PL
безліч	nombreuses	безліч	nombreux	N;INAN;NOM;FEM;SG	ADJ;FEM;PL
дисертацію	thèses	дисертація	thèse	N;INAN;ACC;FEM;SG	N;FEM;PL
договору	traité	договір	traiter	N;INAN;GEN;MASC;SG	V;MASC;SG;PST;V.PTCP
сказав	disait	сказати	dire	V;PFV;MASC;IND;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
сказав	psst	сказати	psst	V;PFV;MASC;IND;SG;PST;FIN	N;MASC;SG
ссср	cccp	ссср	cccp	PROPN;INAN;NOM;FEM;SG	
командуванням	commandants	командування	commandant	N;INAN;INS;NEUT;SG	N;MASC;PL
чоловіки	masculins	чоловік	masculin	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
чоловіки	homme	чоловік	homme	N;ANIM;NOM;MASC;PL	N;MASC;SG
падіння	downs	падіння	down	N;INAN;NOM;NEUT;SG	PROPN
падіння	tomber	падіння	tomber	N;INAN;NOM;NEUT;SG	V;NFIN
падіння	fall	падіння	fall	N;INAN;NOM;NEUT;SG	INTJ
охорона	gardes	охорона	garde	N;INAN;NOM;FEM;SG	N;MASC;PL
охорона	gardiens	охорона	gardien	N;INAN;NOM;FEM;SG	N;MASC;PL
охорона	gardes	охорона	garde	N;INAN;NOM;FEM;SG	N;MASC;PL
єгипту	égypte	єгипт	égypte	PROPN;INAN;GEN;MASC;SG	N;FEM;SG
єгипту	egypte	єгипт	egypte	PROPN;INAN;GEN;MASC;SG	N;MASC;SG
ярослав	yaroslav	ярослати	yaroslav	PROPN;ANIM;NOM;MASC;SG	PROPN
ярослав	jarosław	ярослати	jarosław	PROPN;ANIM;NOM;MASC;SG	PROPN
ярослав	jaroslav	ярослати	jaroslav	PROPN;ANIM;NOM;MASC;SG	PROPN
міжнародні	international	міжнародний	international	ADJ;NOM;PL	ADJ;MASC;SG
міжнародні	internationale	міжнародний	international	ADJ;NOM;PL	ADJ;FEM;SG
девід	alain	девід	alain	PROPN;ANIM;NOM;MASC;SG	PROPN
девід	laurent	девід	laurer	PROPN;ANIM;NOM;MASC;SG	PROPN
девід	sylvie	девід	sylvie	PROPN;ANIM;NOM;MASC;SG	PROPN
девід	david	девід	david	PROPN;ANIM;NOM;MASC;SG	PROPN
мер	maires	мер.	maire	N;ANIM;NOM;MASC;SG	N;MASC;PL
взаємодії	interactions	взаємодія	interaction	N;INAN;NOM;FEM;SG	N;FEM;PL
взаємодії	interagissent	взаємодія	interagir	N;INAN;NOM;FEM;SG	V;IND;PL;3;PRS;FIN
взаємодії	interagir	взаємодія	interagir	N;INAN;NOM;FEM;SG	V;NFIN
взаємодії	interactions	взаємодія	interaction	N;INAN;NOM;FEM;SG	N;FEM;PL
видно	visible	видно	visible	ADV	ADJ;MASC;SG
видно	visibles	видно	visible	ADV	ADJ;MASC;PL
обидві	both	обидва	both	NUM;NOM;FEM	PROPN
години	heure	година	heure	N;INAN;NOM;FEM;PL	N;FEM;SG
знань	savoir	знання	savoir	N;INAN;GEN;NEUT;PL	V;NFIN
знань	connaissance	знання	connaissance	N;INAN;GEN;NEUT;PL	N;FEM;SG
дякую	merci	дякувати	merci	V;IPFV;IND;SG;1;PRS;FIN	INTJ
дякую	remerciement	дякувати	remerciement	V;IPFV;IND;SG;1;PRS;FIN	N;MASC;SG
дякую	cordialement	дякувати	cordialement	V;IPFV;IND;SG;1;PRS;FIN	ADV
дякую	remerciements	дякувати	remerciement	V;IPFV;IND;SG;1;PRS;FIN	N;MASC;PL
бажання	désirs	бажання	désir	N;INAN;NOM;NEUT;SG	N;MASC;PL
бажання	désirer	бажання	désirer	N;INAN;NOM;NEUT;SG	V;NFIN
бажання	souhaite	бажання	souhaiter	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
бажання	souhaiter	бажання	souhaiter	N;INAN;NOM;NEUT;SG	V;NFIN
інтер	inter	інтер	inter		PROPN
вирішення	solutions	вирішення	solution	N;INAN;NOM;NEUT;SG	N;FEM;PL
олімпійський	olympic	олімпійський	olympic	ADJ;NOM;MASC;SG	PROPN
олімпійський	olympiques	олімпійський	olympique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
огляд	découvrir	огляд	découvrir	N;INAN;NOM;MASC;SG	V;NFIN
огляд	explorer	огляд	explorer	N;INAN;NOM;MASC;SG	V;NFIN
загальне	génériques	загальний	générique	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
загальне	généraux	загальний	général	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
загальне	généralités	загальний	généralité	ADJ;NOM;NEUT;SG	N;FEM;PL
загальне	général	загальний	général	ADJ;NOM;NEUT;SG	N;MASC;SG
єпархії	diocèse	єпархія	diocèse	N;INAN;NOM;FEM;PL	N;MASC;SG
національну	ethniques	національний	ethnique	ADJ;ACC;FEM;SG	ADJ;MASC;PL
бізнес	affaires	бізнути	affaire	N;INAN;NOM;MASC;SG	N;FEM;PL
бізнес	entreprise	бізнути	entreprendre	N;INAN;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
бізнес	entreprises	бізнути	entreprise	N;INAN;NOM;MASC;SG	N;FEM;PL
юрія	yuriy	юрія	yuriy	PROPN;ANIM;ACC;MASC;SG	PROPN
французька	françaises	французький	français	ADJ;NOM;FEM;SG	ADJ;FEM;PL
аніме	animé	аніме	animer	N;INAN;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
рим	rome	рима	rome	PROPN;INAN;NOM;MASC;SG	PROPN
джона	jonas	джон	jonas	PROPN;ANIM;NOM;MASC;SG	PROPN
джона	jonah	джон	jonah	PROPN;ANIM;NOM;MASC;SG	PROPN
околиці	banlieue	околиця	banlieue	N;INAN;NOM;FEM;PL	N;FEM;SG
околиці	périphérie	околиця	périphérie	N;INAN;NOM;FEM;PL	N;FEM;SG
околиці	banlieue	околиця	banlieue	N;INAN;NOM;FEM;PL	N;FEM;SG
спб	spb	спб	spb		
наталія	nataliya	наталія	nataliya	PROPN;ANIM;NOM;FEM;SG	PROPN
наталія	natalia	наталія	natalia	PROPN;ANIM;NOM;FEM;SG	ADJ;FEM;SG
наталія	natalia	наталія	natalia	PROPN;ANIM;NOM;FEM;SG	ADJ;FEM;SG
західний	ouest	західний	ouest	ADJ;NOM;MASC;SG	N;MASC;SG
західний	western	західний	western	ADJ;NOM;MASC;SG	N;MASC;SG
тонн	tonnes	тонн	tonne	INTJ	N;FEM;PL
успіх	success	успіх	success	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
навпаки	contraires	навпаки	contraire	ADV	ADJ;MASC;PL
навпаки	contraire	навпаки	contraire	ADV	ADJ;MASC;SG
навпаки	opposé	навпаки	opposer	ADV	V;MASC;SG;PST;V.PTCP
навпаки	opposée	навпаки	opposer	ADV	V;FEM;SG;PST;V.PTCP
навпаки	contraire	навпаки	contraire	ADV	ADJ;MASC;SG
навпаки	opposés	навпаки	opposer	ADV	V;MASC;PL;PST;V.PTCP
широта	latitudes	широта	latitude	N;INAN;NOM;FEM;SG	N;FEM;PL
українець	ukrainiennes	українець	ukrainien	N;ANIM;NOM;MASC;SG	ADJ;FEM;PL
українець	ukrainien	українець	ukrainien	N;ANIM;NOM;MASC;SG	ADJ;MASC;SG
українець	ukrainienne	українець	ukrainien	N;ANIM;NOM;MASC;SG	ADJ;FEM;SG
українець	ukrainiens	українець	ukrainien	N;ANIM;NOM;MASC;SG	ADJ;MASC;PL
дерево	arbres	дерево	arbre	N;INAN;NOM;NEUT;SG	N;MASC;PL
померла	morts	померти	mourir	V;PFV;FEM;IND;SG;PST;FIN	V;MASC;PL;PST;V.PTCP
померла	dead	померти	dead	V;PFV;FEM;IND;SG;PST;FIN	N;MASC;SG
мешканці	résidants	мешканець	résidant	N;ANIM;NOM;MASC;PL	ADJ;MASC;PL
яні	jani	яний	jani	N;INAN;NOM;MASC;PL	PROPN
нім	nîmes	він	nîme		PROPN
подібні	similaire	подібний	similaire	ADJ;NOM;PL	ADJ;MASC;SG
подібні	analogue	подібний	analogue	ADJ;NOM;PL	ADJ;MASC;SG
подібні	semblable	подібний	semblable	ADJ;NOM;PL	ADJ;MASC;SG
актриса	comédienne	актриса	comédien	N;ANIM;NOM;FEM;SG	ADJ;FEM;SG
заслуги	mérite	заслуга	mériter	N;INAN;NOM;MASC;PL	ADJ;MASC;SG
покровитель	patron	покровитель	patron	V;PFV;IMP;SG;2;FIN	N;MASC;SG
покровитель	mécène	покровитель	mécène	V;PFV;IMP;SG;2;FIN	N;MASC;SG
покровитель	patronne	покровитель	patronne	V;PFV;IMP;SG;2;FIN	N;FEM;SG
нідерландів	hollande	нідерландіти	hollande	PROPN;INAN;GEN	N;MASC;SG
мета	meta	мета	meta	N;INAN;NOM;FEM;SG	PROPN
мета	méta	мета	méta	N;INAN;NOM;FEM;SG	PROPN
існували	existait	існувати	exister	V;IPFV;IND;PL;PST;FIN	V;IND;SG;3;IPFV;FIN
існували	existé	існувати	exister	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;PST;V.PTCP
існували	existaient	існувати	exister	V;IPFV;IND;PL;PST;FIN	V;IND;PL;3;IPFV;FIN
статі	sexe	стать	sexe	N;INAN;NOM;FEM;PL	N;MASC;SG
статі	genre	стать	genre	N;INAN;NOM;FEM;PL	N;MASC;SG
місцевість	environs	місцевість	environs	N;INAN;NOM;FEM;SG	N;MASC;PL
місцевість	alentours	місцевість	alentours	N;INAN;NOM;FEM;SG	N;MASC;PL
обмеження	limitations	обмеження	limitation	N;INAN;NOM;NEUT;SG	N;FEM;PL
обмеження	restrictions	обмеження	restriction	N;INAN;NOM;NEUT;SG	N;FEM;PL
обмеження	limites	обмеження	limite	N;INAN;NOM;NEUT;SG	N;FEM;PL
обмеження	restrictions	обмеження	restriction	N;INAN;NOM;NEUT;SG	N;FEM;PL
обмеження	limites	обмеження	limite	N;INAN;NOM;NEUT;SG	N;FEM;PL
обмеження	limites	обмеження	limite	N;INAN;NOM;NEUT;SG	N;FEM;PL
обмеження	limiter	обмеження	limiter	N;INAN;NOM;NEUT;SG	V;NFIN
обмеження	contraintes	обмеження	contrainte	N;INAN;NOM;NEUT;SG	N;FEM;PL
кола	cercles	коло	cercle	N;INAN;NOM;NEUT;SG	N;MASC;PL
кола	kola	коло	kola	N;INAN;NOM;NEUT;SG	PROPN
очевидно	évident	очевидно	évident	ADV	ADJ;MASC;SG
очевидно	évidence	очевидно	évidence	ADV	N;FEM;SG
очевидно	évidente	очевидно	évident	ADV	ADJ;FEM;SG
знищення	détruire	знищення	détruire	N;INAN;NOM;NEUT;SG	V;NFIN
знищення	détruisant	знищення	détruire	N;INAN;NOM;NEUT;SG	V;PRS;V.PTCP
знищення	exterminer	знищення	exterminer	N;INAN;NOM;NEUT;SG	V;NFIN
знищення	destructions	знищення	destruction	N;INAN;NOM;NEUT;SG	N;FEM;PL
італійський	italiennes	італійський	italien	ADJ;NOM;MASC;SG	ADJ;FEM;PL
італійський	italiens	італійський	italien	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ват	watt	ват	watt		N;MASC;SG
ват	wat	ват	wat		N;MASC;SG
представлена	présentés	представлений	présenter	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
представлена	présentées	представлений	présenter	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
представлена	présentée	представлений	présenter	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
представлена	présenté	представлений	présenter	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
породи	race	порода	race	N;INAN;NOM;FEM;PL	N;FEM;SG
данії	danemark	данія	danemark	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS	N;MASC;SG
наступ	attaquez	наступ	attaquer	N;INAN;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
наступ	attack	наступ	attack	N;INAN;NOM;MASC;SG	PROPN
наступ	attaquer	наступ	attaquer	N;INAN;NOM;MASC;SG	V;NFIN
наступ	offensif	наступ	offensif	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
наступ	offensive	наступ	offensif	N;INAN;NOM;MASC;SG	ADJ;FEM;SG
наступ	offensant	наступ	offrir	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
оцінки	palmarès	оцінка	palmarès	N;INAN;NOM;FEM;PL	N;MASC;SG
оцінки	estimation	оцінка	estimation	N;INAN;NOM;FEM;PL	N;FEM;SG
оцінки	devis	оцінка	devis	N;INAN;NOM;FEM;PL	N;MASC;SG
запису	ecrire	запис	ecrire	N;INAN;GEN;MASC;SG	V;NFIN
запису	écrire	запис	écrire	N;INAN;GEN;MASC;SG	V;NFIN
святий	charbel	святий	charbel	ADJ;NOM;MASC;SG	N;MASC;SG
святий	saint	святий	saint	ADJ;NOM;MASC;SG	PROPN
святий	saintes	святий	saint	ADJ;NOM;MASC;SG	ADJ;FEM;PL
святий	sacré	святий	sacrer	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
святий	saint	святий	saint	ADJ;NOM;MASC;SG	PROPN
національні	national	національний	national	ADJ;NOM;PL	ADJ;MASC;SG
національні	nationale	національний	national	ADJ;NOM;PL	ADJ;FEM;SG
щорічно	annuelle	щорічно	annuel	ADV	ADJ;FEM;SG
щорічно	annuels	щорічно	annuel	ADV	ADJ;MASC;PL
щорічно	annuel	щорічно	annuel	ADV	ADJ;MASC;SG
могла	pourrais	могти	pouvoir	V;IPFV;FEM;IND;SG;PST;FIN	V;COND;SG;1;PRS;FIN
могла	pouvait	могти	pouvoir	V;IPFV;FEM;IND;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
могла	pourrait	могти	pouvoir	V;IPFV;FEM;IND;SG;PST;FIN	V;COND;SG;3;PRS;FIN
могла	pourraient	могти	pouvoir	V;IPFV;FEM;IND;SG;PST;FIN	V;COND;PL;3;PRS;FIN
конфлікт	conflits	конфлікт	conflit	N;INAN;NOM;MASC;SG	N;MASC;PL
металів	trempe	метал	tremper	N;INAN;GEN;MASC;PL	N;FEM;SG
металів	durcissement	метал	durcissement	N;INAN;GEN;MASC;PL	N;MASC;SG
зроблено	taken	зробити	taken	V;PFV;IND;0;FIN	N;MASC;SG
зброя	armements	зброя	armement	N;INAN;NOM;FEM;SG	N;MASC;PL
зброя	armes	зброя	arme	N;INAN;NOM;FEM;SG	N;FEM;PL
зброя	fusils	зброя	fusil	N;INAN;NOM;FEM;SG	N;MASC;PL
зброя	armes	зброя	arme	N;INAN;NOM;FEM;SG	N;FEM;PL
зброя	pistolets	зброя	pistolet	N;INAN;NOM;FEM;SG	N;MASC;PL
зброя	canons	зброя	canon	N;INAN;NOM;FEM;SG	N;MASC;PL
розробка	développez	розробка	développer	N;INAN;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
розробка	développer	розробка	développer	N;INAN;NOM;FEM;SG	V;NFIN
розробка	concevoir	розробка	concevoir	N;INAN;NOM;FEM;SG	V;NFIN
вважав	astucieux	вважати	astucieux	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;MASC;SG
андрія	andrija	андрій	andrija	PROPN;ANIM;ACC;MASC;SG	PROPN
хмельницький	khmelnytsky	хмельницький	khmelnytsky	PROPN;INAN;NOM;MASC;SG	PROPN
музику	musiques	музика	musique	N;INAN;ACC;FEM;SG	N;FEM;PL
техніка	technique	техніка	technique	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
техніка	machines	техніка	machine	N;INAN;NOM;FEM;SG	N;FEM;PL
дохід	revenus	дохід	revenu	N;INAN;NOM;MASC;SG	N;MASC;PL
дохід	revenu	дохід	revenir	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
дохід	recettes	дохід	recette	N;INAN;NOM;MASC;SG	N;FEM;PL
дохід	revenu	дохід	revenir	N;INAN;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
дохід	revenus	дохід	revenu	N;INAN;NOM;MASC;SG	N;MASC;PL
одружений	mariées	одружений	marier	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
одружений	mariés	одружений	marier	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
одружений	mariée	одружений	marier	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
одружений	marié	одружений	marier	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
спеціальні	promotions	спеціальний	promotion	ADJ;NOM;PL	N;FEM;PL
спеціальні	spécialités	спеціальний	spécialité	ADJ;NOM;PL	N;FEM;PL
спеціальні	spécial	спеціальний	spécial	ADJ;NOM;PL	ADJ;MASC;SG
спеціальні	spéciale	спеціальний	spécial	ADJ;NOM;PL	ADJ;FEM;SG
іноземних	étranger	іноземний	étranger	ADJ;ACC;PL	N;MASC;SG
іноземних	etranger	іноземний	etranger	ADJ;ACC;PL	N;MASC;SG
іноземних	étrangère	іноземний	étranger	ADJ;ACC;PL	ADJ;FEM;SG
координати	coordonnées	координати	coordonner	N;INAN;NOM;FEM;PL	V;FEM;PL;PST;V.PTCP
координати	coordonnés	координати	coordonner	N;INAN;NOM;FEM;PL	V;MASC;PL;PST;V.PTCP
майкл	alain	майкл	alain	PROPN;ANIM;NOM;MASC;SG	PROPN
майкл	michael	майкл	michael	PROPN;ANIM;NOM;MASC;SG	PROPN
майкл	michel	майкл	michel	PROPN;ANIM;NOM;MASC;SG	PROPN
блок	blok	блок	blok	N;INAN;NOM;MASC;SG	PROPN
блок	bloquer	блок	bloquer	N;INAN;NOM;MASC;SG	V;NFIN
блок	block	блок	block	N;INAN;NOM;MASC;SG	PROPN
генрі	henri	генрі	henri	PROPN;ANIM;NOM;MASC;SG	PROPN
генрі	henry	генрі	henry	PROPN;ANIM;NOM;MASC;SG	PROPN
подальшому	établies	подальший	établir	ADJ;DAT;MASC;SG	V;FEM;PL;PST;V.PTCP
подальшому	établie	подальший	établir	ADJ;DAT;MASC;SG	V;FEM;SG;PST;V.PTCP
подальшому	établi	подальший	établir	ADJ;DAT;MASC;SG	V;MASC;SG;PST;V.PTCP
подальшому	établis	подальший	établir	ADJ;DAT;MASC;SG	V;MASC;PL;PST;V.PTCP
томас	tomas	томас	tomas	PROPN;ANIM;NOM;MASC;SG	PROPN
томас	tomás	томас	tomás	PROPN;ANIM;NOM;MASC;SG	PROPN
томас	thomas	томас	thomas	PROPN;ANIM;NOM;MASC;SG	PROPN
вод	waters	вода	water	N;INAN;GEN;FEM;PL	PROPN
рослина	végétal	рослина	végétal	N;INAN;NOM;FEM;SG	ADJ;MASC;SG
станіслав	stanislav	станіслати	stanislav	PROPN;ANIM;NOM;MASC;SG	PROPN
станіслав	stanisław	станіслати	stanisław	PROPN;ANIM;NOM;MASC;SG	PROPN
норвегії	norvège	норвегія	norvège	PROPN;INAN;NOM;FEM;SG	ADJ;MASC;SG
перш	perche	перш	perche	ADV	N;FEM;SG
являються	popping	являтися	popping	V;IPFV;IND;PL;3;PRS;FIN	ADJ;MASC;SG
лондон	londres	лондон	londre	PROPN;INAN;NOM;MASC;SG	N;MASC;SG
часі	détériorer	час	détériorer	N;INAN;DAT;MASC;SG	V;NFIN
групі	plier	група	plier	N;INAN;DAT;FEM;SG	V;NFIN
вибір	sélections	вибір	sélection	N;INAN;NOM;MASC;SG	N;FEM;PL
вибір	choisissez	вибір	choisir	N;INAN;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
вибір	choisir	вибір	choisir	N;INAN;NOM;MASC;SG	V;NFIN
вибір	sélectionnez	вибір	sélectionner	N;INAN;NOM;MASC;SG	V;IMP;PL;2;PRS;FIN
вибір	sélectionner	вибір	sélectionner	N;INAN;NOM;MASC;SG	V;NFIN
певних	certain	певний	certain	ADJ;GEN;PL	ADJ;MASC;SG
певних	certaine	певний	certain	ADJ;GEN;PL	ADJ;FEM;SG
певних	certaines	певний	certain	ADJ;GEN;PL	PRO;FEM;PL
найкраща	meilleures	найкращий	meilleur	ADJ;NOM;RL;FEM;SG	ADJ;FEM;PL
найкраща	best	найкращий	best	ADJ;NOM;RL;FEM;SG	PROPN
найкраща	meilleurs	найкращий	meilleur	ADJ;NOM;RL;FEM;SG	ADJ;MASC;PL
запис	ecrire	запис	ecrire	N;INAN;NOM;MASC;SG	V;NFIN
запис	écrire	запис	écrire	N;INAN;NOM;MASC;SG	V;NFIN
запис	enregistre	запис	enregistrer	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
запис	enregistrer	запис	enregistrer	N;INAN;NOM;MASC;SG	V;NFIN
запис	entrée	запис	entrer	N;INAN;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
відмовився	refusées	відмовитися	refuser	V;PFV;MASC;IND;SG;PST;FIN	V;FEM;PL;PST;V.PTCP
