som	لايك	som	لَايك	ADP	
journalist	صحفية	journalist	صُحُفِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
journalist	صحفي	journalist	صُحُفِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
utgave	الطبعة	utgave	طَبعَة	N;INDF;MASC;SG	N;NOM;DEF;SG
utgave	الاصدار	utgave	إِصدَار	N;INDF;MASC;SG	N;NOM;DEF;SG
beskrevet	وصفت	beskrev	وَصَف	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;PASS
kristne	المسيحيين	kristen	مَسِيحِيّ	ADJ;PL	N;ACC;DEF;PL
kraftig	الثقيل	kraftig	ثَقِيل	ADJ;INDF;NEUT;SG	
kraftig	الثقيلة	kraftig	ثَقِيل	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
kraftig	قوى	kraftig	قُوَّة	ADJ;INDF;NEUT;SG	N;NOM;INDF;PL
kategorien	فئة	kategori	فِئَة	N;DEF;MASC;SG	N;NOM;INDF;SG
kategorien	تاب	kategori	تَاب	N;DEF;MASC;SG	
kategorien	لسان	kategori	لِسَان	N;DEF;MASC;SG	N;NOM;INDF;SG
økonomisk	مالي	økonomisk	مَالِيّ	ADJ;INDF;NEUT;SG	
økonomisk	المالية	økonomisk	مَالِيَّة	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
ansatt	الموظف	ansatt	مُوَظَّف	N;INDF;MASC;SG	N;NOM;DEF;SG
løp	اهرب	løp	أَهرَب	N;INDF;NEUT;SG	
torsdag	الخميس	torsdag	خَمِيس	N;INDF;MASC;SG	N;ACC;DEF;SG
torsdag	خميس	torsdag	خميس	N;INDF;MASC;SG	
styrke	القوة	styrke	قُوَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
utdannet	المتعلمين	utdann	مُتَعَلِّم	N;DEF;NEUT;SG	ADJ;ACC;DEF;MASC;PL
utdannet	مثقف	utdann	مُثَقَّف	N;DEF;NEUT;SG	N;NOM;INDF;SG
utdannet	متعلم	utdann	مُتَعَلِّم	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
sentral	سنترال	sentral	سنترال	ADJ;INDF;SG	
sentral	الوسطى	sentral	أَوسَط	ADJ;INDF;SG	N;NOM;DEF;SG
sentral	وسط	sentral	وَسط	ADJ;INDF;SG	N;NOM;INDF;SG
arkitekt	معماري	arkitekt	مُعَمَّار	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
økonomiske	مالي	økonomisk	مَالِيّ	ADJ;PL	
økonomiske	مالية	økonomisk	مَالِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
økonomiske	المالية	økonomisk	مَالِيَّة	ADJ;PL	N;NOM;DEF;SG
etablerte	انشئ	etablere	أَنشَأ	V;IND;PST;FIN	
etablerte	انشا	etablere	إِنشَا	V;IND;PST;FIN	
aktive	نشطة	aktiv	نَشَاط	ADJ;PL	ADJ;NOM;INDF;FEM;SG
aktive	النشطة	aktiv	نَشَاط	ADJ;PL	N;NOM;DEF;SG
aktive	نشط	aktiv	نَشِط	ADJ;PL	ADJ;NOM;INDF;MASC;SG
music	mus	music	سَذَق	N;INDF;MASC;SG	
music	الموسيقى	music	الموسيقى	N;INDF;MASC;SG	N;NOM;DEF;SG
smith	سميث	smith	سمِيث	N;INDF;MASC;SG	
distriktet	منطقة	distrikt	مِنطَقَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
stemmer	الاصوات	stemme	صَوت	N;INDF;FEM;PL	N;NOM;DEF;PL
stemmer	التصويت	stemme	تَصوِيت	N;INDF;FEM;PL	N;NOM;DEF;SG
stemmer	تصويت	stemme	تَصوِيت	N;INDF;FEM;PL	N;NOM;INDF;SG
stemmer	الاصوات	stemme	صَوت	N;INDF;FEM;PL	N;NOM;DEF;PL
royal	رويال	royal	رويال	N;INDF;MASC;SG	
royal	الملكي	royal	مَلَكِيّ	N;INDF;MASC;SG	N;NOM;DEF;SG
college	الكلية	colleg	كُلِّيَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
college	الجامعة	colleg	جَامِعَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
forteller	يحكي	forteller	حَكَى	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
forteller	يروي	forteller	رَأَى	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
forening	الرابطة	forening	رَابِطَة	N;INDF;FEM;SG	N;NOM;DEF;SG
forening	الجمعية	forening	جَمعِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
falt	سقطت	fal	سَقَط	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
spørsmål	السؤال	spørsmål	سُؤَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
spørsmål	الاسئلة	spørsmål	سُؤَال	N;INDF;NEUT;SG	N;NOM;DEF;PL
spørsmål	اسئلة	spørsmål	سُؤَال	N;INDF;NEUT;SG	N;NOM;INDF;PL
inne	للداخل	inne	لِ	ADP	N;NOM;DEF;SG
inne	داخلي	inne	دَاخِلِيّ	ADP	ADJ;NOM;INDF;MASC;SG
inne	بالداخل	inne	بِ	ADP	N;GEN;DEF;SG
inne	الداخل	inne	دَاخِل	ADP	N;NOM;DEF;SG
bort	بعيدا	bort	بَعِيد	ADP	ADJ;ACC;INDF;MASC;SG
sterk	قوى	sterk	قُوَّة	ADJ;INDF;SG	N;NOM;INDF;PL
etappe	الساق	etappe	سَاق	N;INDF;MASC;SG	N;NOM;DEF;SG
etappe	ساق	etappe	سَاق	N;INDF;MASC;SG	
etappe	القدم	etappe	قَدَم	N;INDF;MASC;SG	N;NOM;DEF;SG
svart	الاسود	svart	أَسوَد	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
svart	اسود	svart	أَسوَد	ADJ;INDF;NEUT;SG	
svart	بلاك	svart	بلَاك	ADJ;INDF;NEUT;SG	
høyt	عالي	høyt	عَالِي	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
høyt	مرتفع	høyt	مُرتَفِع	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
høyt	عالية	høyt	عَالِي	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
høyt	عاليا	høyt	عَالِي	N;INDF;NEUT;SG	ADJ;ACC;INDF;MASC;SG
tilgjengelig	تتوفر	tilgjengelig	تَوَفَّر	ADJ;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
mottok	استلام	motta	اِستِلَام	V;IND;PST;FIN	N;NOM;INDF;SG
mottok	ورد	motta	وَرَد	V;IND;PST;FIN	
øvre	علوي	øvre	علوي	ADJ;CMPR	
øvre	العليا	øvre	العليا	ADJ;CMPR	
les	قرا	lese	قِرّ	V;IMP;FIN	N;NOM;INDF;SG
les	القراءة	lese	قِرَاءَة	V;IMP;FIN	N;NOM;DEF;SG
les	قراءة	lese	قِرَاءَة	V;IMP;FIN	N;NOM;INDF;SG
les	اقرا	lese	أَقَرّ	V;IMP;FIN	
les	l	lese	l	V;IMP;FIN	
les	لس	lese	لَس	V;IMP;FIN	
tittel	اللقب	tittel	لَقَب	N;INDF;MASC;SG	N;NOM;DEF;SG
tittel	العنوان	tittel	عُنوَان	N;INDF;MASC;SG	N;NOM;DEF;SG
endringer	التعديلات	endring	تَعدِيل	N;INDF;FEM;PL	N;NOM;DEF;PL
endringer	التغييرات	endring	تَغيِير	N;INDF;FEM;PL	N;NOM;DEF;PL
endringer	التغيرات	endring	تَغَيُّر	N;INDF;FEM;PL	N;NOM;DEF;PL
joseph	جوزيف	joseph	جُوزِيف	N;INDF;NEUT;SG	
lærer	تدريس	lære	تَدرِيس	V;IND;PRS;FIN	N;NOM;INDF;SG
lærer	التدريس	lære	تَدرِيس	V;IND;PRS;FIN	N;NOM;DEF;SG
lærer	تعليم	lære	تَعلِيم	V;IND;PRS;FIN	N;NOM;INDF;SG
lærer	استاذ	lære	استاذ	V;IND;PRS;FIN	N;NOM;INDF;SG
lærer	المعلم	lære	مُعلِم	V;IND;PRS;FIN	N;NOM;DEF;SG
lærer	معلم	lære	مُعَلِّم	V;IND;PRS;FIN	N;NOM;INDF;SG
lærer	مدرس	lære	مُدَرِّس	V;IND;PRS;FIN	N;NOM;INDF;SG
lærer	معلمة	lære	مُعَلِّم	V;IND;PRS;FIN	N;NOM;INDF;SG
lærer	التعلم	lære	تَعَلُّم	V;IND;PRS;FIN	N;NOM;DEF;SG
pave	بوب	pave	بوب	N;INDF;MASC;SG	
pave	بابا	pave	بابا	N;INDF;MASC;SG	
pave	البابا	pave	البابا	N;INDF;MASC;SG	
komponist	الملحن	komponist	مَلحَن	N;INDF;MASC;SG	N;NOM;DEF;SG
komponist	المؤلف	komponist	مُؤَلِّف	N;INDF;MASC;SG	
kart	خريطه	kart	خريطه	N;INDF;NEUT;SG	PRO;NOM;MASC;SG;3
kart	الخريطة	kart	خَرِيطَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
kart	الخرائط	kart	خَرِيطَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
kart	خرائط	kart	خَرِيطَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
suksess	ناجحة	suksess	نَاجِح	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
suksess	النجاح	suksess	نَجَاح	N;INDF;MASC;SG	N;NOM;DEF;SG
suksess	التوفيق	suksess	تَوفِيق	N;INDF;MASC;SG	N;NOM;DEF;SG
kongelige	رويال	kongelig	رويال	ADJ;PL	
kongelige	الملكي	kongelig	مَلَكِيّ	ADJ;PL	N;NOM;DEF;SG
latin	اللاتينية	latin	اللاتينية	N;INDF;MASC;SG	
latin	لاتينية	latin	لاتينية	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
valg	اختيارات	valg	اِختِيَار	N;INDF;NEUT;SG	N;NOM;INDF;PL
valg	الاختيارات	valg	اِختِيَار	N;INDF;NEUT;SG	N;NOM;DEF;PL
valg	الانتخابات	valg	اِنتِخَاب	N;INDF;NEUT;SG	N;NOM;DEF;PL
valg	انتخابات	valg	اِنتِخَاب	N;INDF;NEUT;SG	N;NOM;INDF;PL
valg	الاختيار	valg	اِختِيَار	N;INDF;NEUT;SG	N;NOM;DEF;SG
valg	الخيار	valg	خِيَار	N;INDF;NEUT;SG	N;NOM;DEF;SG
belgia	بلجيكا	belgi	بِلجِيكَا	N;INDF;NEUT;SG	
tirsdag	الثلاثاء	tirsdag	ثُلَاثَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
kysten	ساحل	kyst	سَاحِل	N;DEF;MASC;SG	
kysten	كوست	kyst	كُوست	N;DEF;MASC;SG	
kategori	الفئة	kategori	فِئَة	N;INDF;MASC;SG	N;NOM;DEF;SG
georg	جورج	georg	جُورج	N;INDF;MASC;SG	
slett	محو	slett	مَحو	ADJ;INDF;NEUT;SG	
slett	يحذف	slett	حَذَف	ADJ;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
slett	الحذف	slett	حَذف	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
slett	احذف	slett	أَحذَف	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
slett	تحذف	slett	حَذَف	ADJ;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
slett	حذف	slett	حَذف	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
alexander	الكسندر	alexander	أَلِكسَندر	N;INDF;MASC;SG	
alexander	اليكساندر	alexander	اليكساندر	N;INDF;MASC;SG	
alexander	الكساندر	alexander	كُسَانُدر	N;INDF;MASC;SG	
alexander	الاسكندر	alexander	الاسكندر	N;INDF;MASC;SG	N;NOM;DEF;SG
mistet	خسرت	miste	خَسِر	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
mistet	خسر	miste	خَسِر	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
mistet	فقدت	miste	فَقَد	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
mistet	ضاع	miste	ضَاع	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
west	ويست	west	ويست	N;INDF;MASC;SG	
west	الغرب	west	غَرب	N;INDF;MASC;SG	N;NOM;DEF;SG
west	غربي	west	غَربِيّ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
moskva	موسكو	moskve	مُوسكُو	N;INDF;NEUT;SG	
stil	ستايل	stil	ستايل	N;INDF;MASC;SG	
stil	النمط	stil	نَمَط	N;INDF;MASC;SG	N;NOM;DEF;SG
stil	الاسلوب	stil	أُسلُوب	N;INDF;MASC;SG	N;NOM;DEF;SG
dronning	qu	dronning	مَثّ	N;INDF;FEM;SG	
dronning	الملكة	dronning	مَلِكَة	N;INDF;FEM;SG	N;NOM;DEF;SG
bygninger	المباني	bygninger	مَبنَى	N;INDF;MASC;PL	N;NOM;DEF;PL
bygninger	البنايات	bygninger	بِنَايَة	N;INDF;MASC;PL	N;NOM;DEF;PL
bildet	صورة	bilde	صُورَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
bildet	الصوره	bilde	صُوره	N;DEF;NEUT;SG	
bildet	صوره	bilde	صُوره	N;DEF;NEUT;SG	
bildet	صورة	bilde	صُورَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
tegnet	درو	tegn	دَرُو	N;DEF;NEUT;SG	
stein	ستاين	stein	سَتَايِن	N;INDF;MASC;SG	
stein	شتاين	stein	شتاين	N;INDF;MASC;SG	
stein	الصخرة	stein	صُخرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stein	روك	stein	رُوك	N;INDF;MASC;SG	
stein	الروك	stein	رُوك	N;INDF;MASC;SG	
oscar	اوسكار	osce	اوسكار	N;INDF;MASC;SG	
oscar	الاوسكار	osce	وِسكَار	N;INDF;MASC;SG	
dikt	القصيدة	dikt	قَصِيد	N;INDF;NEUT;PL	N;NOM;DEF;SG
dikt	قصيدة	dikt	قَصِيدَة	N;INDF;NEUT;PL	N;NOM;INDF;SG
dikt	القصائد	dikt	قَصِيدَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
anna	انا	annan	انا	DET;INDF;NEUT;SG	
nominert	رشح	nominere	رَشَح	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
nominert	رشحت	nominere	رشحت	ADJ;INDF;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
reise	السفر	reise	سَفَر	N;INDF;FEM;SG	N;NOM;DEF;SG
reise	الرحلة	reise	رِحلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
reise	السفر	reise	سَفَر	N;INDF;FEM;SG	N;NOM;DEF;SG
interesse	المصلحة	interesse	مَصلَحَة	N;INDF;FEM;SG	N;NOM;DEF;SG
interesse	الاهتمام	interesse	اِهتِمَام	N;INDF;FEM;SG	N;NOM;DEF;SG
interesse	الفائدة	interesse	فَائِدَة	N;INDF;FEM;SG	N;NOM;DEF;SG
top	توب	top	تَوَبِّ	N	
top	الاعلى	top	أَعلَى	N	ADJ;NOM;DEF;MASC;SG
cup	كاس	cup	كَاس	N;INDF;NEUT;SG	
cup	الكاس	cup	كَاسّ	N;INDF;NEUT;SG	
cup	الكوب	cup	كُوب	N;INDF;NEUT;SG	N;NOM;DEF;SG
ledelse	هدى	ledelse	هدى	N;INDF;MASC;SG	
ledelse	الارشادات	ledelse	الارشادات	N;INDF;MASC;SG	N;NOM;DEF;PL
ledelse	ارشادات	ledelse	إِرشَاد	N;INDF;MASC;SG	N;NOM;INDF;PL
ledelse	التوجيه	ledelse	تَوجِيه	N;INDF;MASC;SG	N;NOM;DEF;SG
ledelse	الادارة	ledelse	إِدَارَة	N;INDF;MASC;SG	N;NOM;DEF;SG
flagg	علم	flagg	عَلِم	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
flagg	العلم	flagg	عِلم	N;INDF;NEUT;SG	N;NOM;DEF;SG
flagg	الاعلام	flagg	إِعلَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
ungarn	هنغاريا	ungarn	هِنغَارِيّ	N;INDF;MASC;SG	
ungarn	المجر	ungarn	مَجَر	N;INDF;MASC;SG	N;NOM;DEF;SG
fjellet	ماونتن	fjell	مُاُونَة	N;DEF;NEUT;SG	
fjellet	جبل	fjell	جَبَل	N;DEF;NEUT;SG	
plassering	الموضع	plassering	مُوَضَّع	N;INDF;FEM;SG	N;NOM;DEF;SG
plassering	الموقع	plassering	مَوقِع	N;INDF;FEM;SG	N;NOM;DEF;SG
plassering	المكان	plassering	مَكَان	N;INDF;FEM;SG	N;NOM;DEF;SG
olsen	اولسن	olsen	أُولِسن	PROPN	
ordfører	عمدة	ordføre	عُمدَة	N;INDF;MASC;SG	
ordfører	العمدة	ordføre	العمدة	N;INDF;MASC;SG	N;NOM;DEF;SG
toppen	توب	topp	تَوَبِّ	N;DEF;MASC;SG	
toppen	قمة	topp	قِمَّة	N;DEF;MASC;SG	N;NOM;INDF;SG
toppen	الاعلى	topp	أَعلَى	N;DEF;MASC;SG	ADJ;NOM;DEF;MASC;SG
stand	الوقوف	stand	وُقُوف	N;INDF;MASC;SG	N;NOM;DEF;SG
stand	الحالة	stand	حَالَة	N;INDF;MASC;SG	N;NOM;DEF;SG
stand	الشرط	stand	شَرط	N;INDF;MASC;SG	N;NOM;DEF;SG
mangler	مفقودين	mangle	مَفقُود	V;IND;PRS;FIN	ADJ;NOM;INDF;MASC;PL
mangler	المفقودين	mangle	مَفقُود	V;IND;PRS;FIN	ADJ;ACC;DEF;MASC;PL
mangler	مفقودة	mangle	مَفقُود	V;IND;PRS;FIN	ADJ;NOM;INDF;FEM;SG
mangler	مفقود	mangle	مَفقُود	V;IND;PRS;FIN	ADJ;NOM;INDF;MASC;SG
områdene	مجالات	område	مَجَال	N;DEF;FEM;PL	N;NOM;INDF;PL
områdene	مناطق	område	مِنطَقَة	N;DEF;FEM;PL	N;NOM;INDF;PL
hellas	يونان	hellas	يونان	PROPN	
hellas	اليونان	hellas	يُونَان	PROPN	N;NOM;DEF;SG
org	o	org	o	N	
spor	مسار	spor	مَسَار	N;INDF;NEUT;PL	N;NOM;INDF;SG
spor	المسار	spor	مَسَار	N;INDF;NEUT;PL	N;NOM;DEF;SG
spor	المقطوعة	spor	مَقطُوع	N;INDF;NEUT;PL	
spor	المسارات	spor	مَسَار	N;INDF;NEUT;PL	N;NOM;DEF;PL
generelt	عام	generell	عَام	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
generelt	لواء	generell	لِوَاء	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
generelt	اللواء	generell	لِوَاء	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
generelt	جنرال	generell	جنرال	ADJ;INDF;NEUT;SG	
generelt	الجنرال	generell	جِنِرَال	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
organisasjonen	منظمة	organisasjon	مُنَظَّمَة	N;DEF;MASC;SG	N;NOM;INDF;SG
organisasjonen	منظمة	organisasjon	مُنَظَّمَة	N;DEF;MASC;SG	N;NOM;INDF;SG
forsøkte	محاولة	forsøkje	مُحَاوَلَة	V;IND;PST;FIN	N;NOM;INDF;SG
forsøkte	محاولات	forsøkje	مُحَاوَلَة	V;IND;PST;FIN	N;NOM;INDF;PL
praksis	التدريب	praksis	تَدرِيب	N;INDF;MASC;SG	N;NOM;DEF;SG
praksis	الممارسة	praksis	مُمَارَسَة	N;INDF;MASC;SG	N;NOM;DEF;SG
praksis	التمرين	praksis	تَمرِين	N;INDF;MASC;SG	N;NOM;DEF;SG
praksis	الممارسات	praksis	مُمَارَسَة	N;INDF;MASC;SG	N;NOM;DEF;PL
praksis	ممارسات	praksis	مُمَارَسَة	N;INDF;MASC;SG	N;NOM;INDF;PL
priser	الاسعار	prise	سِعر	N;INDF;FEM;PL	N;NOM;DEF;PL
priser	الجوائز	prise	جَائِزَة	N;INDF;FEM;PL	N;NOM;DEF;PL
friidrettsutøver	رياضي	friidrettsutøv	رِيَاضِيّ	N;INDF;FEM;PL	N;NOM;INDF;SG
stammer	القبائل	stamme	قُبؤُل	N;INDF;FEM;PL	N;NOM;DEF;PL
fordelt	توزع	fordele	توزع	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
mark	العلامة	mark	عَلَامَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
mark	مارك	mark	مَارك	N;INDF;NEUT;SG	
klar	مستعدون	klar	مُستَعِدّ	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;PL
klar	استعداد	klar	اِستِعدَاد	ADJ;INDF;SG	N;NOM;INDF;SG
klassen	صف	klasse	صَفّ	N;DEF;MASC;SG	N;NOM;INDF;SG
hevdet	ادعى	hevd	اِدَّعَى	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
jens	ينس	jense	ينس	N;MASC	V;IPFV;MASC;IND;SG;3;FIN;ACT
sagt	قالت	seie	قَال	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
sagt	قال	seie	قَال	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
sagt	قالو	seie	قَالُو	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
fort	حصن	fort	حَصَّن	ADJ;INDF;NEUT;SG	
fort	الحصن	fort	حَصن	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
fort	فورت	fort	فورت	ADJ;INDF;NEUT;SG	
formann	الرئيس	formann	رَئِيس	N;INDF;MASC;SG	N;NOM;DEF;SG
metal	المعدن	metal	مَعدِن	N;INDF;MASC;SG	N;NOM;DEF;SG
metal	معادن	metal	مَعدِن	N;INDF;MASC;SG	N;NOM;INDF;PL
metal	معدني	metal	معدني	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
metal	المعادن	metal	مَعدِن	N;INDF;MASC;SG	N;NOM;DEF;PL
tjeneste	الخدمة	tjeneste	خِدمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
tjeneste	الخدمات	tjeneste	خِدمَة	N;INDF;FEM;SG	N;NOM;DEF;PL
local	محلي	local	مَحَلِّيّ	N	ADJ;NOM;INDF;MASC;SG
local	محلية	local	مَحَلِّيّ	N	ADJ;NOM;INDF;FEM;SG
local	المحلية	local	مَحَلِّيّ	N	ADJ;NOM;DEF;FEM;SG
local	محليا	local	مَحَلِّيّ	N	ADJ;ACC;INDF;MASC;SG
local	المحلي	local	مَحَلِّيّ	N	ADJ;NOM;DEF;MASC;SG
sluttet	استقال	slutt	اِستَقَال	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
sluttet	انضمت	slutt	اِنضَمّ	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
sluttet	توقفت	slutt	تَوَقَّف	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
teater	المسرح	teater	مَسرَح	N;INDF;NEUT;SG	N;NOM;DEF;SG
teater	المسرح	teater	مَسرَح	N;INDF;NEUT;SG	N;NOM;DEF;SG
tro	فيث	tro	فَيثُ	N;INDF;MASC;SG	
tro	ايمان	tro	إِيمَان	N;INDF;MASC;SG	
tro	الايمان	tro	إِيمَان	N;INDF;MASC;SG	N;NOM;DEF;SG
tro	اصدق	tro	أَصدَق	N;INDF;MASC;SG	
tro	تصدق	tro	صَدَّق	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
magnus	ماغنوس	magnus	ماغنوس	N;INDF;MASC;SG	
magnus	ماجنوس	magnus	ماجنوس	N;INDF;MASC;SG	
tall	العدد	tall	عَدَد	N;INDF;NEUT;SG	N;NOM;DEF;SG
tall	الرقم	tall	رَقم	N;INDF;NEUT;SG	N;NOM;DEF;SG
tall	الارقام	tall	رَقم	N;INDF;NEUT;SG	N;NOM;DEF;PL
tall	الاعداد	tall	إِعدَاد	N;INDF;NEUT;SG	N;NOM;DEF;SG
tall	ارقام	tall	رَقم	N;INDF;NEUT;SG	N;NOM;INDF;PL
hovedstad	العاصمة	hovedstad	عَاصِمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
avdeling	القسم	avdeling	قِسم	N;INDF;FEM;SG	N;NOM;DEF;SG
avdeling	الادارة	avdeling	إِدَارَة	N;INDF;FEM;SG	N;NOM;DEF;SG
avdeling	الفرقة	avdeling	فِرقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
insekter	الحشرات	insekt	حَشَرَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
insekter	حشرات	insekt	حَشَرَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
insekter	الحشرات	insekt	حَشَرَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
insekter	البق	insekt	البق	N;INDF;NEUT;SG	N;NOM;DEF;SG
korte	قصيرة	kort	قَصِير	ADJ;PL	ADJ;NOM;INDF;FEM;SG
korte	القصير	kort	قَصِير	ADJ;PL	
korte	قصير	kort	قَصِير	ADJ;PL	ADJ;NOM;INDF;MASC;SG
korte	شورت	kort	شورت	ADJ;PL	
hendelser	احداث	hendelse	حَدَث	N;INDF;NEUT;SG	N;NOM;INDF;PL
hendelser	القصص	hendelse	قِصَّة	N;INDF;NEUT;SG	N;NOM;DEF;PL
hendelser	حكايات	hendelse	حِكَايَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
hendelser	قصص	hendelse	قِصَّة	N;INDF;NEUT;SG	N;NOM;INDF;PL
hendelser	احداث	hendelse	حَدَث	N;INDF;NEUT;SG	N;NOM;INDF;PL
hendelser	الفعاليات	hendelse	الفعاليات	N;INDF;NEUT;SG	N;NOM;DEF;PL
hendelser	المناسبات	hendelse	مُنَاسَبَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
hendelser	الاحداث	hendelse	حَدَث	N;INDF;NEUT;SG	N;NOM;DEF;PL
hendelser	مناسبات	hendelse	مُنَاسَبَة	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;PL
systemet	نظام	system	نِظَام	N;DEF;NEUT;SG	N;NOM;INDF;SG
internasjonal	الدولية	internasjonal	دُوَلِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
internasjonal	الدولي	internasjonal	دُوَلِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
trener	مدرب	trene	مُدَرِّب	N;INDF;MASC;PL	N;NOM;INDF;SG
trener	كوتش	trene	كوتش	N;INDF;MASC;PL	
trener	المدرب	trene	مُدَرِّب	N;INDF;MASC;PL	N;NOM;DEF;SG
trener	مدرب	trene	مُدَرِّب	N;INDF;MASC;PL	N;NOM;INDF;SG
våpen	الاسلحة	våpen	سِلَاح	N;INDF;NEUT;PL	N;NOM;DEF;PL
forslag	اقتراحات	forslag	اِقتِرَاح	N;INDF;NEUT;SG	N;NOM;INDF;PL
forslag	الاقتراحات	forslag	اِقتِرَاح	N;INDF;NEUT;SG	N;NOM;DEF;PL
forslag	المقترحات	forslag	مُقتَرَح	N;INDF;NEUT;SG	N;NOM;DEF;PL
forslag	مقترحات	forslag	مُقتَرَح	N;INDF;NEUT;SG	N;NOM;INDF;PL
forslag	الاقتراح	forslag	اِقتِرَاح	N;INDF;NEUT;SG	N;NOM;DEF;SG
møte	قابل	møte	قَابَل	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
møte	نلتقي	møte	نلتقي	N;INDF;NEUT;SG	
møte	الاجتماع	møte	اِجتِمَاع	N;INDF;NEUT;SG	N;NOM;DEF;SG
møte	الجلسة	møte	جَلسَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
personlig	شخصيه	personlig	شخصيه	ADJ;INDF;NEUT;SG	
