sony	sony	sony	sony	N;INDF;MASC;SG	PROPN;NOM
organe	organet	organ	organ	N;INDF;FEM;PL	N;NOM;DEF;NEUT;SG
goethe	goethe	goethe	goethe	PROPN	PROPN;NOM
cazimir	casimir	cazimir	casimir	N;INDF;MASC;SG	PROPN;NOM
aug	aug	augi	aug		N
bobby	bobby	bobby	bobby	PROPN	PROPN;NOM
ring	ring	ring	ring	N;INDF;MASC;SG	V;IMP;FIN;ACT
sever	allvarliga	sever	allvarlig	ADJ;INDF;MASC;SG	ADJ;NOM;PL
faze	faserna	fază	fas	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
pielea	hud	piele	hud	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pielea	skinn	piele	skinn	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
pielea	skin	piele	skin	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
abordare	tillvägagångssätt	abordare	tillvägagångssätt	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
abordare	inflygning	abordare	inflygning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vorbind	talande	vorbi	tala	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
apărat	försvaras	apăra	försvara	ADJ;INDF;MASC;SG	V;IND;NFIN;PASS
apărat	försvarade	apăra	försvara	ADJ;INDF;MASC;SG	V;IND;PST;V.PTCP;ACT
bretagne	bretagne	bretagnu	bretagne	PROPN	N;NOM;INDF;NEUT;SG
mina	mina	mină	jag	N;DEF;FEM;SG	PRO;DEF;PL
pactului	pakt	pact	pakt	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pactului	pakten	pact	pakt	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
cameron	cameron	cameron	cameron	PROPN	PROPN;NOM
revistele	tidningar	revistă	tidning	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
revistele	tidskrifter	revistă	tidskrift	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
sălbatice	wild	sălbatic	wild	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
sălbatice	vilt	sălbatic	vilja	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
sălbatice	frilevande	sălbatic	frilevande	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
sălbatice	vild	sălbatic	vilja	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
definiția	definition	definiție	definition	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
definiția	definitionen	definiție	definition	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
stins	släcks	stins	släcka	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
averea	rikedom	avere	rikedom	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
averea	förmögenhet	avere	förmögenhet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
averea	välstånd	avere	välstånd	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
averea	rikedomar	avere	rikedom	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
practicat	övade	practica	öva	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
dați	ge	da	ge	V;IND;PL;2;IPFV;FIN	V;IMP;FIN;ACT
dați	giv	da	giv	V;IND;PL;2;IPFV;FIN	V;IMP;FIN;ACT
dați	give	da	give	V;IND;PL;2;IPFV;FIN	N;NOM;INDF;MASC+FEM;SG
țintă	målet	țintă	måle	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
țintă	target	țintă	targ	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
țintă	måltavla	țintă	måltavla	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
comunitățile	gemenskaperna	comunitate	gemenskap	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
comunitățile	samhällen	comunitate	samhälle	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
comunitățile	gemenskaper	comunitate	gemenskap	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
vânzare	försäljning	vânzare	försäljning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vânzare	rea	vânzare	rea	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vânzare	salu	vânzare	salu	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
cunoștință	bekanta	cunoștință	bekant	N;INDF;FEM;SG	ADJ;NOM;PL
cunoștință	bekant	cunoștință	bekant	N;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
vărul	kusinen	văr	kusin	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
vărul	kusin	văr	kusin	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
automată	automat	automat	automat	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
automată	automatiskt	automat	automatisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
automată	automatiska	automat	automatisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
automată	automatisk	automat	automatisk	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
refugiați	flyktingar	refugia	flykting	V;IND;PL;2;IPFV;FIN	N;NOM;INDF;MASC+FEM;PL
fereastră	fönstret	fereastră	fönstr	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
fereastră	fönster	fereastră	fönster	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
rector	rektorn	rector	rektor	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
propagandă	propaganda	propagandă	propaganda	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dominat	domineras	domina	dominera	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
dominat	dominerade	domina	dominera	ADJ;INDF;MASC;SG	V;NOM;PL;PST;V.PTCP
crească	odla	crește	odla	V;SBJV;3;PRS;FIN	V;IMP;FIN;ACT
crească	växa	crește	växa	V;SBJV;3;PRS;FIN	V;IMP;FIN;ACT
crească	växer	crește	växa	V;SBJV;3;PRS;FIN	V;IND;PRS;FIN;ACT
rebel	rebell	rebel	rebell	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lanțul	kedja	lanț	kedja	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lanțul	kedjan	lanț	kedjan	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
uruguay	uruguay	uruguay	uruguay	PROPN	PROPN;NOM
mecanica	mekaniker	mecanică	mekanik	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
mecanica	mekanik	mecanică	mekanik	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
iugoslaviei	jugoslavien	iugoslavie	jugoslavi	PROPN;DEF;FEM;SG	PROPN;NOM
damian	damian	damian	damia	PROPN	N;NOM;INDF;MASC+FEM;SG
roll	rulla	roll	rulla	N;INDF;MASC;SG	V;IMP;FIN;ACT
preluarea	hämtar	preluare	hämta	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
preluarea	övertagande	preluare	övertagande	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
preluarea	övertagandet	preluare	övertagande	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
coadă	kö	coadă	kö	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
coadă	svans	coadă	svans	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
coadă	stjärt	coadă	stjärta	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
coadă	svansen	coadă	svans	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
judecător	domare	judecător	dom	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
semnează	underteckna	semna	undertecken	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
semnează	skylt	semna	skylt	V;IND;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
semnează	tecken	semna	tecken	V;IND;3;PRS;FIN	N;NOM;INDF;NEUT;SG
semnează	signera	semna	signera	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
hugh	hugh	hugh	hugh	PROPN	PROPN;NOM
termică	termisk	termic	termisk	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
termică	termiskt	termic	termisk	N;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
termică	termiska	termic	termisk	N;INDF;FEM;SG	ADJ;NOM;PL
laos	laos	laos	laos	ADV	PROPN;NOM
argumentele	argument	argument	argument	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
uesac	uesac	uesac	uesac		N;NOM;INDF;MASC+FEM;SG
fir	tråden	fir	tråde	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
legiunea	legion	legiune	legion	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
legiunea	legionen	legiune	legion	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
chip	marker	chip	mark	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
chip	chipset	chip	chipset	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
coroană	krans	coroană	krana	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
coroană	krona	coroană	krona	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
coroană	crown	coroană	crown	N;INDF;FEM;SG	PROPN;NOM
coroană	kronan	coroană	krona	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
localizată	ligger	localiza	ligga	ADJ;INDF;FEM;SG	V;IND;PRS;FIN;ACT
localizată	lokaliserad	localiza	lokaliserad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
localizată	belägen	localiza	belägen	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
localizată	lokaliserat	localiza	lokalisera	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
localizată	lokaliserade	localiza	lokalisera	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
localizată	lokaliserad	localiza	lokaliserad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
localizată	lokaliserat	localiza	lokalisera	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
triburile	stammar	trib	stam	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
mon	mån	mon	mån		N;MASC+FEM;SG
mon	mon	mon	mon		N;NOM;INDF;SG
lisa	lisa	lisa	lisa	N;DEF;FEM;SG	PROPN;NOM
platoul	platå	platou	platå	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
păsările	fåglar	pasăre	fågel	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
arcul	båge	arc	båge	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
arcul	bog	arc	bog	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
arcul	buga	arc	buga	N;DEF;MASC;SG	V;IMP;FIN;ACT
square	fyrkantig	square	fyrkantig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
square	torget	square	torg	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
doc	doc	doc	doc		N;NOM;INDF;NEUT;SG
doc	dok	doc	dok		N;NOM;INDF;NEUT;SG
încet	sakta	încet	sakta	ADV	V;IMP;FIN;ACT
call	ring	call	ring	N;INDF;MASC;SG	V;IMP;FIN;ACT
call	ringa	call	ringa	N;INDF;MASC;SG	V;FIN;ACT
cerul	himmel	cer	himmel	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerul	sky	cer	sky	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
cerul	himlen	cer	himle	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
esențiale	väsentligt	esențial	väsentlig	ADJ;INDF;FEM;PL	ADV
esențiale	essentiell	esențial	essentiell	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
transferul	transfer	transfer	transfer	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
transferul	överföra	transfer	överföra	N;DEF;MASC;SG	V;IMP;FIN;ACT
transferul	överlåtelse	transfer	överlåtelse	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
transferul	överföring	transfer	överföring	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
creatorul	skaparen	creator	skapare	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
creatorul	skapare	creator	skapare	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
companiile	bolag	companie	bolag	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
companiile	företag	companie	företag	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
silvia	silvia	silvie	silvi	N;DEF;FEM;SG	PROPN;NOM
silvia	sylvia	silvie	sylvia	N;DEF;FEM;SG	PROPN;NOM
gibson	gibson	gibson	gibson	PROPN	PROPN;NOM
înconjurată	omgiven	înconjura	omgiv	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
înconjurată	omringade	înconjura	omringad	ADJ;INDF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
înconjurată	omringad	înconjura	omringa	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
înconjurată	omringat	înconjura	omringa	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
viktor	viktor	viktor	vikta	PROPN	PROPN;NOM
adulți	vuxna	adult	vuxen	N;INDF;MASC;PL	ADJ;NOM;PL
adulți	vuxen	adult	vuxen	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
adulți	vuxna	adult	vuxen	N;INDF;MASC;PL	ADJ;NOM;PL
nivele	nivåerna	nivel	nivå	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
estadio	estadio	estadio	estadio	PROPN	N;NOM;INDF;NEUT;SG
copertă	täcka	copertă	täcka	N;INDF;FEM;SG	V;IMP;FIN;ACT
copertă	omslag	copertă	omslag	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
atribuită	tilldelat	atribui	tilldela	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuită	tilldelad	atribui	tilldelad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atribuită	tilldelade	atribui	tilldela	ADJ;INDF;FEM;SG	V;NOM;PL;PST;V.PTCP
atribuită	tilldelat	atribui	tilldela	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuită	tilldelad	atribui	tilldelad	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
wood	ved	wood	ved	PROPN	N;NOM;INDF;MASC+FEM;SG
wood	trä	wood	trä	PROPN	N;NOM;INDF;NEUT;SG
wood	virke	wood	virken	PROPN	N;NOM;INDF;NEUT;SG
coordonatele	koordinaterna	coordonată	koorddinat	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
coordonatele	koordinater	coordonată	koordinat	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
johan	johan	johan	joha	PROPN	PROPN;NOM
santos	santos	santos	santos	PROPN	PROPN;NOM
armament	krigsmateriel	armament	krigsmateriel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
armament	försvarsmateriel	armament	försvarsmateriel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
simfonia	symfoni	simfonie	symfoni	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
visul	dream	vis	dream	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
visul	dröm	vis	dröm	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
eddie	eddie	eddie	eddie	PROPN	N;NOM;INDF;MASC+FEM;SG
mir	mir	mir	mir		PROPN;NOM
pescuit	fisket	pescuit	fiske	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
pescuit	fiska	pescuit	fisk	N;INDF;MASC;SG	V;NFIN;ACT
pescuit	fisket	pescuit	fiske	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
pescuit	fiskar	pescuit	fisk	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
proporție	proportioner	proporție	proportion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
proporție	proportion	proporție	proportion	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
proporție	andel	proporție	andel	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
opoziția	motstånd	opoziție	motstånd	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
opoziția	oppositionen	opoziție	opposition	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
opoziția	invändning	opoziție	invändning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
opoziția	opposition	opoziție	opposition	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
jorge	jorge	jorge	jorge	PROPN	PROPN;NOM
frecvența	frekvensen	frecvență	frekvens	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
frecvența	frekvens	frecvență	frekvens	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
atribuite	tilldelat	atribuit	tilldela	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuite	tilldelad	atribuit	tilldelad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atribuite	tilldelade	atribuit	tilldela	ADJ;INDF;FEM;PL	V;NOM;PL;PST;V.PTCP
atribuite	tilldelat	atribuit	tilldela	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atribuite	tilldelad	atribuit	tilldelad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bursă	kamratskap	bursă	kamratskap	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
bursă	brödraskap	bursă	brödraskap	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
bursă	stipendium	bursă	stipendium	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
bursă	stipendiet	bursă	stipendium	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
etaje	golv	etaj	golv	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
rază	radie	rază	radie	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dragomir	dragomir	dragomir	dragomi	PROPN	PROPN;NOM
reciproc	ömsesidigt	reciproc	ömsesidig	ADV	ADJ;NOM;INDF;NEUT;SG
reciproc	ömsesidiga	reciproc	ömsesidig	ADV	ADJ;NOM;PL
reciproc	ömsesidig	reciproc	ömsesidig	ADV	N;NOM;INDF;MASC+FEM;SG
reciproc	inbördes	reciproc	inbördes	ADV	N;NOM;INDF;NEUT;SG
extra	extra	extra	extra		ADJ;NOM
avansate	avancerad	avansat	avancerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
avansate	avancerat	avansat	avancera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
trenuri	tågen	tren	tågen	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
trenuri	tåg	tren	tåg	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
tratarea	behandlar	tratare	behandla	N;DEF;FEM;SG	V;IND;PRS;FIN;ACT
antena	maträtt	antena	maträtt	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
antena	antenn	antena	antenn	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skugga	umbră	skugga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	shadow	umbră	shado	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skuggan	umbră	skugga	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umbra	skugga	umbră	skugga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
umbra	skuggan	umbră	skugga	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
umbra	nyans	umbră	nyans	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
vocală	vokal	vocal	vokal	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
creuse	creuse	creus	creuse	V;IND;SG;3;PST+PRF;FIN	N;NOM;INDF;MASC+FEM;SG
omorât	mördas	omorât	mörda	ADJ;INDF;MASC;SG	V;IND;NFIN;PASS
omorât	mördade	omorât	mörda	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
omorât	mördats	omorât	mörda	ADJ;INDF;MASC;SG	V;V.CVB;PASS
omorât	dödade	omorât	döda	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
mărturii	vittnesmål	mărturie	vittnesmål	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
mărturii	vittnesbörd	mărturie	vittnesbörd	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
mărturii	vittnesmål	mărturie	vittnesmål	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
mărturii	vittnesbörd	mărturie	vittnesbörd	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
mărturii	vittnesmål	mărturie	vittnesmål	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
aaron	aaron	aaron	aaron	PROPN	PROPN;NOM
aaron	aron	aaron	aro	PROPN	PROPN;NOM
falls	faller	fall	falla	PROPN	V;IND;PRS;FIN;ACT
falls	falls	fall	falla	PROPN	N;NOM;INDF;NEUT;SG
figură	figur	figură	figur	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
figură	siffra	figură	siffra	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
paraná	paran	paraná	para	PROPN	N;NOM;INDF;MASC+FEM;SG
transformare	omvandling	transformare	omvandling	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transformare	förvandling	transformare	förvandling	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
academică	akademisk	academic	akademisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
academică	akademiker	academic	akademik	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
academică	akademiska	academic	akademisk	ADJ;INDF;FEM;SG	ADJ;NOM;PL
academică	akademiskt	academic	akademisk	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
promovează	främja	promova	främja	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
promovează	marknadsföra	promova	marknadsföra	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
promovează	marknadsföra	promova	marknadsföra	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
digitale	digitalt	digital	digital	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
digitale	digital	digital	digital	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
abbas	abbas	abbas	abba	N;INDF;MASC;SG	PROPN;NOM
grafic	diagram	grafic	diagram	ADV	N;NOM;INDF;NEUT;SG
grafic	graf	grafic	graf	ADV	N;NOM;INDF;MASC+FEM;SG
grafic	grafik	grafic	grafik	ADV	N;NOM;INDF;MASC+FEM;SG
grafic	grafiska	grafic	grafisk	ADV	ADJ;NOM;PL
grafic	grafisk	grafic	grafisk	ADV	N;NOM;INDF;MASC+FEM;SG
grafic	grafiskt	grafic	grafisk	ADV	ADJ;NOM;INDF;NEUT;SG
grafic	diagram	grafic	diagram	ADV	N;NOM;INDF;NEUT;SG
antrenori	tränare	antrenor	tränare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
contul	konto	cont	konto	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
contul	kontot	cont	konto	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
pedeapsa	påföljd	pedeapsă	påföljd	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pedeapsa	straff	pedeapsă	straff	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
pedeapsa	bestraffning	pedeapsă	bestraffning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pedeapsa	straff	pedeapsă	straff	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
bancă	bank	bancă	bank	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bancă	bänk	bancă	bänka	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
mei	mei	meu	mei	DET;MASC;PL;1	N;NOM;INDF;NEUT;SG
sevilla	sevilla	sevilla	sevill	PROPN	PROPN;NOM
sevilla	sevilla	sevilla	sevill	PROPN	PROPN;NOM
domnule	sir	domn	sir	N;VOC;DEF;MASC;SG	PROPN;NOM
domnule	herrn	domn	herr	N;VOC;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
definite	definierad	definit	definierad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
definite	definierat	definit	definiera	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
definite	definieras	definit	definiera	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;PASS
pauză	paus	pauză	paus	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauză	pausa	pauză	pausa	N;INDF;FEM;SG	V;IMP;FIN;ACT
pauză	paus	pauză	paus	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauză	break	pauză	break	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
pauză	rast	pauză	rast	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauză	bryta	pauză	bryta	N;INDF;FEM;SG	V;IMP;FIN;ACT
pauză	brytning	pauză	brytning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pauză	bryt	pauză	bryta	N;INDF;FEM;SG	V;IMP;FIN;ACT
allan	allan	allan	allan	PROPN	PROPN;NOM
seminarul	seminarium	seminar	seminarium	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
seminarul	seminariet	seminar	seminari	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
săptămâna	veckan	săptămână	vecka	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
săptămâna	vecka	săptămână	vecka	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
globală	globala	global	global	ADJ;INDF;FEM;SG	ADJ;NOM;PL
globală	global	global	global	ADJ;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
globală	globalt	global	global	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
torre	torre	torre	torr	PROPN	N;NOM;INDF;NEUT;SG
conan	conan	conan	cona	PROPN	N;NOM;INDF;MASC+FEM;SG
brescia	brescia	brescie	brescia	PROPN	PROPN;NOM
circuitul	kretsar	circuit	krets	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
circuitul	krets	circuit	kreta	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
înfrânt	besegrade	înfrânt	besegrad	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
