johannes	johannes	johanne	johannes	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
augstākas	višje	augsta	visok	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;CMPR;NEUT;SG
publikācija	objavo	publikācija	objava	N;NOM;FEM;SG	N;ACC;FEM;SG
publikācija	objavo	publikācija	objava	N;NOM;FEM;SG	N;ACC;FEM;SG
teju	skoraj	teju	skoraj		PART
uzraudzības	nadziranje	uzraudzība	nadziranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
uzraudzības	nadzorovanje	uzraudzība	nadzorovanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
uzraudzības	nadzor	uzraudzība	nadzor	N;NOM;FEM;PL	N;NOM;MASC;SG
tīrs	čist	tīrs	čist	ADJ;NOM;MASC;SG	
tīrs	cist	tīrs	cist	ADJ;NOM;MASC;SG	
tīrs	čist	tīrs	čist	ADJ;NOM;MASC;SG	
konflikti	navzkrižje	konflikts	navzkrižje	N;NOM;MASC;PL	N;NOM;NEUT;SG
konflikti	spor	konflikts	spor	N;NOM;MASC;PL	N;NOM;MASC;SG
konflikti	konflikt	konflikts	konflikt	N;NOM;MASC;PL	N;NOM;MASC;SG
konflikti	spopad	konflikts	spopad	N;NOM;MASC;PL	N;NOM;MASC;SG
sārmu	alkalnih	sārma	alkalen	N;ACC;MASC;SG	ADJ;GEN;MASC;PL
sārmu	alkalne	sārma	alkalen	N;ACC;MASC;SG	ADJ;NOM;FEM;PL
mijiedarbība	interakcij	mijiedarbība	interakcija	N;NOM;FEM;SG	N;GEN;FEM;PL
mijiedarbība	interakcije	mijiedarbība	interakcija	N;NOM;FEM;SG	N;NOM;FEM;PL
mijiedarbība	interakcije	mijiedarbība	interakcija	N;NOM;FEM;SG	N;NOM;FEM;PL
kritiski	kritični	kritiski	kritičen	ADV	ADJ;NOM;MASC;PL
kritiski	kritična	kritiski	kritičen	ADV	ADJ;NOM;FEM;SG
kritiski	kritičen	kritiski	kritičen	ADV	ADJ;NOM;INDF;MASC;SG
kritiski	kritične	kritiski	kritičen	ADV	ADJ;NOM;FEM;PL
jfk	jfk	jfk	jfk	PROPN	N;NOM;MASC;SG
sertificēts	potrjeno	sertificēt	potrjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sertificēts	potrjeni	sertificēt	potrjen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
internazionale	internazionale	internazionale	internazionale		N;NOM;MASC;SG
piecpadsmit	fifteen	piecpadsmit	fifteen	NUM;PL	N;NOM;MASC;SG
tipiski	tipičen	tipiski	tipičen	ADV	ADJ;NOM;INDF;MASC;SG
tipiski	značilno	tipiski	značilen	ADV	ADJ;NOM;NEUT;SG
laukiem	polji	lauks	polje	N;DAT;MASC;PL	N;NOM;NEUT;PL
laukiem	polja	lauks	polje	N;DAT;MASC;PL	N;NOM;NEUT;PL
sems	sam	sems	samo	PROPN;NOM;MASC;SG	PART
viltus	lažno	vilti	lažen	N;ACC;MASC;PL	ADJ;NOM;NEUT;SG
viltus	ponarejena	vilti	ponarejen	N;ACC;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
viltus	ponaredek	vilti	ponaredek	N;ACC;MASC;PL	N;NOM;MASC;SG
viltus	lažno	vilti	lažen	N;ACC;MASC;PL	ADJ;NOM;NEUT;SG
viltus	fake	vilti	faka	N;ACC;MASC;PL	N;NOM;MASC;SG
apmaiņā	izmenjava	apmaiņa	izmenjava	N;ESS;FEM;SG	N;NOM;FEM;SG
maisījums	premeša	maisījums	premešati	N;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
maisījums	mix	maisījums	mix	N;NOM;MASC;SG	
extra	dodatno	extra	dodatno		ADV
extra	dodaten	extra	dodaten		ADJ;NOM;INDF;MASC;SG
extra	ekstra	extra	ekstra		
extra	extra	extra	extra		
lēna	počasi	lēna	počasi	ADJ;NOM;FEM;SG	ADV
plānus	načrti	plāns	načrt	N;ACC;MASC;PL	N;NOM;MASC;PL
amsterdamā	amsterdam	amstert	amsterda	V;NOM;FEM;SG;V.CVB	N;NOM;MASC;SG
amsterdamā	amsterdamu	amstert	amsterda	V;NOM;FEM;SG;V.CVB	N;DAT;MASC;SG
sīrija	sirijo	sīrija	sireja	N;NOM;FEM;SG	N;ACC;FEM;SG
sīrija	siriji	sīrija	sirija	N;NOM;FEM;SG	N;DAT;FEM;SG
sīrija	sirije	sīrija	sirija	N;NOM;FEM;SG	N;NOM;FEM;PL
jaunieši	mladosti	jaunietis	mladost	N;NOM;MASC;PL	N;GEN;FEM;SG
jaunieši	mladina	jaunietis	mladina	N;NOM;MASC;PL	N;NOM;FEM;SG
jaunieši	mladost	jaunietis	mladost	N;NOM;MASC;PL	N;NOM;FEM;SG
milzīgs	ogromne	milzīgs	ogromen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
adatas	iglo	adata	igla	N;NOM;FEM;PL	N;ACC;FEM;SG
adatas	igla	adata	igla	N;NOM;FEM;PL	N;NOM;FEM;SG
novērtēt	oceni	novērtēt	ocena	V;POS;NFIN	N;NOM;FEM;SG
novērtēt	oceni	novērtēt	ocena	V;POS;NFIN	N;NOM;FEM;SG
intensitāte	intenzivnosti	intensitāte	intenzivnost	N;NOM;FEM;SG	N;GEN;FEM;SG
ovis	ovis	ovis	ovis	N;NOM;FEM;SG	
jūdžu	mile	jūdžs	mila	N;ACC;MASC;SG	
sajūta	občutki	sajūta	občutek	N;NOM;FEM;SG	N;NOM;MASC;PL
aizdomas	osumljeni	aizdomas	osumljen	N;NOM;FEM	ADJ;NOM;MASC;PL;V.PTCP
aizdomas	osumljenec	aizdomas	osumljenec	N;NOM;FEM	N;NOM;MASC;SG
aizdomas	osumljenca	aizdomas	osumljenca	N;NOM;FEM	N;NOM;MASC;DU
aizdomas	sum	aizdomas	sum	N;NOM;FEM	N;NOM;MASC;SG
aizdomas	sume	aizdomas	suma	N;NOM;FEM	N;ACC;FEM;PL
aizdomas	sumi	aizdomas	sumiti	N;NOM;FEM	V;IPFV;IND;SG;3;PRS;FIN
tic	tic	ticēt	tic	INTJ	N;NOM;MASC;SG
daina	lirike	daina	lirika	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
domāja	misel	domāt	misel	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;FEM;SG
pretinieki	nasprotnike	pretinieks	nasprotnik	N;NOM;MASC;PL	N;ACC;MASC;PL
pretinieki	nasprotnikov	pretinieks	nasprotnik	N;NOM;MASC;PL	N;GEN;MASC;PL
pretinieki	sovražnike	pretinieks	sovražnik	N;NOM;MASC;PL	N;ACC;MASC;PL
pretinieki	sovražnikov	pretinieks	sovražnikov	N;NOM;MASC;PL	N;GEN;MASC;PL
alba	alba	alba	alba		PROPN;NOM;FEM;SG
garsija	garcia	garsija	garcia	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
indes	strupi	inde	strupa	N;NOM;FEM;SG	N;NOM;MASC;PL
pieaugušiem	odrasle	pieaugt	odrasel	V;PFV;DAT;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
pieaugušiem	odrasli	pieaugt	odrasel	V;PFV;DAT;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
keita	kate	keita	kata	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
vienkāršā	enostavno	vienkārša	enostavno	ADJ;NOM;FEM;SG	ADV
vienkāršā	preprosto	vienkārša	preprosto	ADJ;NOM;FEM;SG	ADV
vienkāršā	osnovni	vienkārša	osnoven	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
drēzdenes	dresden	drēzdene	dresden	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
cieš	trpljenje	ciest	trpljenje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
cieš	trpljenja	ciest	trpljenje	V;FH;IND;3;POS;PRS;FIN;ACT	N;GEN;NEUT;SG
sitiens	ustreljen	sitiens	ustreljen	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
sitiens	ustreljena	sitiens	ustreljen	N;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
pasliktinājās	okvarjeno	pasliktināties	okvarjen	V;FH;IND;3;POS;REFL;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
adrijas	jadranu	adrija	jadran	PROPN;NOM;FEM;SG	N;DAT;MASC;SG
zemāks	spodnji	zems	spodnji	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;MASC;SG
zemāks	spodnja	zems	spodnji	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG
stratēģiski	strateško	stratēģiski	strateški	ADV	ADJ;NOM;NEUT;SG
stratēģiski	strateško	stratēģiski	strateški	ADV	ADJ;NOM;NEUT;SG
stratēģiski	strateški	stratēģiski	strateški	ADV	ADJ;NOM;MASC;SG
stratēģiski	strateška	stratēģiski	strateški	ADV	ADJ;NOM;FEM;SG
kabeļu	kabel	kabelis	kabel	N;ACC;MASC;PL	N;NOM;MASC;SG
kabeļu	kabli	kabelis	kabel	N;ACC;MASC;PL	N;NOM;MASC;PL
kabeļu	kabelski	kabelis	kabelski	N;ACC;MASC;PL	ADJ;NOM;MASC;SG
kabeļu	cable	kabelis	cabel	N;ACC;MASC;PL	N;NOM;MASC;SG
interjera	notranja	interjers	notranji	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
interjera	notranjost	interjers	notranjost	N;GEN;MASC;SG	N;NOM;FEM;SG
interjera	notranje	interjers	notranji	N;GEN;MASC;SG	ADJ;NOM;FEM;PL
interjera	notranji	interjers	notranji	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
apmatojums	dlake	apmatojums	dlaka	N;NOM;MASC;SG	N;NOM;FEM;PL
apmatojums	lasje	apmatojums	las	N;NOM;MASC;SG	N;NOM;MASC;PL
apmatojums	lase	apmatojums	las	N;NOM;MASC;SG	N;ACC;MASC;PL
hornets	sršeni	hornets	sršen	N;NOM;MASC;SG	N;NOM;MASC;PL
itunes	itunes	itune	itunes	N;NOM;FEM;PL	N;NOM;MASC;SG
apsūdzības	obtožnica	apsūdzība	obtožnica	N;NOM;FEM;PL	N;NOM;FEM;SG
mantu	droga	manta	drog	N;ACC;FEM;SG	N;NOM;FEM;SG
lexikon	lexikon	lexikon	lexikon		
lokomotīvju	lokomotiva	lokomotīve	lokomotiv	N;ACC;FEM;PL	N;NOM;MASC;DU
komunisti	komunistov	komunists	komunist	N;NOM;MASC;PL	N;GEN;MASC;PL
ģeogrāfisko	geografski	ģeogrāfiska	geografski	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
ģeogrāfisko	zemljepisno	ģeogrāfiska	zemljepisno	ADJ;ACC;MASC;SG	ADV
imperatori	cesarjev	imperators	cesar	N;NOM;MASC;PL	N;GEN;MASC;PL
gruzija	gruzija	gruzija	gruzija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
gruzija	georgia	gruzija	georgia	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
gruzija	gruziji	gruzija	gruzija	PROPN;NOM;FEM;SG	N;DAT;FEM;SG
vakaros	večeri	vakars	večer	N;ESS;MASC;PL	N;NOM;MASC;PL
vakaros	večere	vakars	večer	N;ESS;MASC;PL	N;ACC;MASC;PL
degviela	goriva	degviela	gorivo	N;NOM;FEM;SG	N;GEN;NEUT;SG
piedāvājums	ponudbe	piedāvājums	ponudba	N;NOM;MASC;SG	N;NOM;FEM;PL
piedāvājums	ponuja	piedāvājums	ponujati	N;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
piedāvājums	ponudbo	piedāvājums	ponudba	N;NOM;MASC;SG	N;ACC;FEM;SG
duets	duete	duets	duet	N;NOM;MASC;SG	N;ACC;MASC;PL
rīkoties	dejanje	rīkoties	dejanje	V;POS;REFL;NFIN	N;NOM;NEUT;SG
rīkoties	akt	rīkoties	akt	V;POS;REFL;NFIN	N;NOM;MASC;SG
timberwolves	timberwolves	timbervolve	timberwolves		N;NOM;MASC;SG
aprakstītas	opisano	aprakstīt	opisan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
aprakstītas	opisane	aprakstīt	opisan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
aprakstītas	opisan	aprakstīt	opisan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
aprakstītas	opisani	aprakstīt	opisan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
aprakstītas	opisana	aprakstīt	opisan	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
aizmugurējā	zadaj	aizmugurējs	zadaj	ADJ;ESS;FEM;SG	
stāvus	pokončno	stāvs	pokončno	N;ACC;MASC;PL	ADV
stāvus	pokonci	stāvs	pokonci	N;ACC;MASC;PL	ADV
akcija	deli	akcija	del	N;NOM;FEM;SG	N;NOM;MASC;PL
akcija	delimo	akcija	deliti	N;NOM;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN
akcija	delež	akcija	delež	N;NOM;FEM;SG	N;INAN;ACC;MASC;SG
akcija	delim	akcija	del	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
novērš	preprečite	novērst	preprečiti	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
raidījums	oddaja	raidījums	oddajati	N;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
caurules	cev	caurule	cev	N;NOM;FEM;PL	N;NOM;FEM;SG
caurules	pipa	caurule	pipa	N;NOM;FEM;PL	N;NOM;FEM;SG
caurules	cev	caurule	cev	N;NOM;FEM;PL	N;NOM;FEM;SG
kimi	kimi	kimēt	kima		N;NOM;MASC;SG
zobiem	zobe	zobs	zob	N;DAT;MASC;PL	N;ACC;MASC;PL
zobiem	zobje	zobs	zob	N;DAT;MASC;PL	N;NOM;MASC;PL
uzpildes	polnjenje	uzpilde	polnjenje	N;NOM;FEM;PL	N;NOM;NEUT;SG
uzpildes	nadev	uzpilde	nadeva	N;NOM;FEM;PL	N;NOM;MASC;SG
ģeogrāfiski	geografsko	ģeogrāfiski	geografsko	ADV	ADJ;NOM;NEUT;SG
agnese	agnes	agnese	agnes	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
dziļa	globoko	dziļa	globoko	ADJ;NOM;FEM;SG	ADV
garšas	okus	garša	okus	N;NOM;FEM;PL	N;NOM;MASC;SG
garšas	okusov	garša	okus	N;NOM;FEM;PL	N;GEN;MASC;PL
garšas	okus	garša	okus	N;NOM;FEM;PL	N;NOM;MASC;SG
garšas	aroma	garša	aroma	N;NOM;FEM;PL	N;NOM;FEM;SG
afgāņu	afganistansko	afgāns	afganistanski	N;GEN;MASC;PL	ADJ;NOM;NEUT;SG
svinīgi	svečano	svinīgi	svečano	ADV	ADJ;NOM;NEUT;SG;V.PTCP
bioloģisko	biološko	bioloģiska	biološki	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG
bioloģisko	biološke	bioloģiska	biološki	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;PL
bioloģisko	biološki	bioloģiska	biološki	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;PL
bioloģisko	biološka	bioloģiska	biološki	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
lašu	lososov	lasis	losos	N;ACC;MASC;SG	N;GEN;MASC;PL
lašu	losos	lasis	losos	N;ACC;MASC;SG	N;NOM;MASC;SG
lašu	lososa	lasis	losos	N;ACC;MASC;SG	N;GEN;MASC;SG
rīts	dopoldne	rīts	dopoldne	N;NOM;MASC;SG	ADV
rīts	jutranja	rīts	jutranji	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
magazine	revije	magazine	revija		N;NOM;FEM;PL
magazine	revijo	magazine	revija		N;ACC;FEM;SG
magazine	revija	magazine	revija		N;NOM;FEM;SG
denijs	danny	denijs	danny	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
pulkstenis	opazuj	pulkstenis	opazuj	N;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
pulkstenis	glej	pulkstenis	gledati	N;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN
pulkstenis	glejte	pulkstenis	gledati	N;NOM;MASC;SG	V;IPFV;IMP;PL;2;FIN
lēcas	lečo	lēkties	lečo	N;NOM;FEM;PL	N;ACC;FEM;SG
lēcas	objektiv	lēkties	objekt	N;NOM;FEM;PL	N;NOM;MASC;SG
lēcas	leča	lēkties	leč	N;NOM;FEM;PL	N;NOM;FEM;SG
lēcas	lečo	lēkties	lečo	N;NOM;FEM;PL	N;ACC;FEM;SG
lēcas	leča	lēkties	leč	N;NOM;FEM;PL	N;NOM;FEM;SG
pārvadājumi	prevoz	pārvadājums	prevoz	N;NOM;MASC;PL	N;NOM;MASC;SG
pārvadājumi	kočija	pārvadājums	kočija	N;NOM;MASC;PL	N;NOM;FEM;SG
pārvadājumi	prevozno	pārvadājums	prevozen	N;NOM;MASC;PL	ADJ;NOM;NEUT;SG
pārvadājumi	prevoz	pārvadājums	prevoz	N;NOM;MASC;PL	N;NOM;MASC;SG
pārvadājumi	transport	pārvadājums	transport	N;NOM;MASC;PL	N;NOM;MASC;SG
pārvadājumi	promet	pārvadājums	promet	N;NOM;MASC;PL	N;NOM;MASC;SG
gviānas	gvajani	gviāna	gvajan	N;NOM;FEM;PL	N;NOM;FEM;SG
tavs	tvojo	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;NEUT;SG;1
tavs	tvoje	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;NEUT;SG;1
tavs	tvoj	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;MASC;SG;1
tavs	tvoji	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;MASC;SG;1
tavs	tvoja	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;FEM;SG;1
tavs	tvoje	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;NEUT;SG;1
tavs	tvoji	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;MASC;SG;1
tavs	vaš	tavs	vaš	PRO;NOM;MASC;SG;3	DET;NOM;MASC;SG;2
tavs	tvoj	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;MASC;SG;1
tavs	tvoja	tavs	tvoj	PRO;NOM;MASC;SG;3	DET;NOM;FEM;SG;1
tavs	vaša	tavs	vaš	PRO;NOM;MASC;SG;3	DET;NOM;FEM;SG;2
saņemts	prejeto	saņemt	prejet	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
saņemts	prejeta	saņemt	prejet	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
albānija	albanije	albānija	albanija	N;NOM;FEM;SG	N;NOM;FEM;PL
albānija	albaniji	albānija	albanija	N;NOM;FEM;SG	N;DAT;FEM;SG
albānija	albanijo	albānija	albanija	N;NOM;FEM;SG	N;ACC;FEM;SG
grafika	grafike	grafika	grafika	N;NOM;MASC;SG	N;NOM;FEM;PL
stabili	stabilni	stabilis	stabilen	ADV	ADJ;NOM;MASC;PL
stabili	hlev	stabilis	hlev	ADV	N;NOM;MASC;SG
stabili	stabilen	stabilis	stabilen	ADV	ADJ;NOM;INDF;MASC;SG
stabili	stabilno	stabilis	stabilen	ADV	ADJ;NOM;NEUT;SG
svarīgas	pomembno	svarīga	pomemben	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
svarīgas	pomemben	svarīga	pomemben	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
svarīgas	pomembna	svarīga	pomemben	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
pārdod	prodani	pārdot	prodan	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
pārdod	prodano	pārdot	prodan	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
pārdod	prodana	pārdot	prodan	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
pārdod	prodan	pārdot	prodan	V;IMP;SG;2;POS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
līgumi	naročila	līgums	naročiti	N;NOM;MASC;PL	V;PFV;FEM;SG;V.PTCP
līgumi	sporazumov	līgums	sporazum	N;NOM;MASC;PL	N;GEN;MASC;PL
grūtniecības	nosečnost	grūtniecība	nosečnost	N;NOM;FEM;PL	N;NOM;FEM;SG
pārbaude	preveri	pārbaude	preveriti	N;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
pārbaude	preveriti	pārbaude	preveriti	N;NOM;FEM;SG	V;PFV;NFIN
pārbaude	preverite	pārbaude	prevrit	N;NOM;FEM;SG	V;PFV;IMP;PL;2;FIN
ārpusē	zunaj	ārpuse	zunaj	N;ESS;FEM;SG	ADV
astotā	osmi	astots	osmi	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;PL
astotā	eighth	astots	eighth	ADJ;NOM;DEF;FEM;SG	
astotā	osmo	astots	osmi	ADJ;NOM;DEF;FEM;SG	ADJ;ACC;NEUT;SG
siltums	toplote	siltums	toplota	N;NOM;MASC;SG	N;NOM;FEM;PL
siltums	toplino	siltums	toplina	N;NOM;MASC;SG	N;ACC;FEM;SG
zīmējumi	umetnina	zīmējums	umetnina	N;NOM;MASC;PL	N;NOM;FEM;SG
kursā	potek	kurss	potek	N;ESS;MASC;SG	N;NOM;MASC;SG
veselība	zdravja	veselība	zdravje	N;NOM;FEM;SG	N;GEN;NEUT;SG
minardi	minardi	minarde	minarda	PROPN	N;NOM;MASC;SG
bengālijas	bengal	bengālija	bengal	N;NOM;FEM;PL	N;NOM;MASC;SG
apmeklētājiem	obiskovalce	apmeklētājs	obiskovalec	N;DAT;MASC;PL	N;ACC;MASC;PL
apmeklētājiem	obiskovalci	apmeklētājs	obiskovalec	N;DAT;MASC;PL	N;NOM;MASC;PL
vēzis	raku	vēzis	rak	N;NOM;MASC;SG	N;DAT;MASC;SG
vēzis	raka	vēzis	rak	N;NOM;MASC;SG	N;GEN;MASC;SG
fia	fia	fia	fia	PROPN	PROPN;NOM;FEM;SG
telekomunikāciju	telekomunikacije	telekomunikācija	telekomunikacija	N;ACC;FEM;SG	N;NOM;FEM;SG
telekomunikāciju	telekomunikacijskih	telekomunikācija	telekomunikacijski	N;ACC;FEM;SG	ADJ;GEN;MASC;PL
telekomunikāciju	telekomunikacije	telekomunikācija	telekomunikacija	N;ACC;FEM;SG	N;NOM;FEM;SG
sniegums	uspešnosti	sniegums	uspešnost	N;NOM;MASC;SG	N;GEN;FEM;SG
infrastruktūra	infrastrukturo	infrastruktūra	infrastruktura	N;NOM;FEM;SG	N;ACC;FEM;SG
dzēriens	pijačo	dzēriens	pijača	N;NOM;MASC;SG	N;ACC;FEM;SG
navbox	navbox	navbokt	navbox		
tīkli	mrež	tīkls	mrež	N;NOM;MASC;PL	N;GEN;FEM;PL
relatīvais	sorodnik	relatīvs	sorodnik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
relatīvais	relativno	relatīvs	relativno	ADJ;NOM;MASC;SG	ADV
līdzības	podobnosti	līdzība	podobnost	N;NOM;FEM;PL	N;GEN;FEM;SG
džimijs	jimmy	džimijs	jimmy	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
definēts	opredeljen	definēt	opredeljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
definēts	opredeljeni	definēt	opredeljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
definēts	opredeljeno	definēt	opredeljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
definēts	opredeljena	definēt	opredeljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
uzbrucēju	napadalec	uzbrucēt	napadalec	N;ACC;FEM;SG	N;NOM;MASC;SG
mijiedarbības	interakcij	mijiedarbība	interakcija	N;NOM;FEM;PL	N;GEN;FEM;PL
protokoli	zapisnik	protokolis	zapisnik	N;NOM;MASC;PL	N;NOM;MASC;SG
protokoli	minut	protokolis	minuta	N;NOM;MASC;PL	N;GEN;FEM;PL
protokoli	minutah	protokolis	minuta	N;NOM;MASC;PL	N;ESS;FEM;PL
ieradumi	navad	ieradums	navada	N;NOM;MASC;PL	N;GEN;FEM;PL
starppilsētu	intercity	starppilsēta	intercity	N;ACC;FEM;SG	N;NOM;MASC;SG
salīdzinājums	primerjavo	salīdzinājums	primerjava	N;NOM;MASC;SG	N;ACC;FEM;SG
īres	izposoja	īre	izposoja	N;NOM;FEM;PL	N;NOM;FEM;SG
īres	najem	īre	najem	N;NOM;FEM;PL	N;NOM;MASC;SG
pierādījumi	dokaz	pierādījums	dokaz	N;NOM;MASC;PL	N;NOM;MASC;SG
pierādījumi	dokazilo	pierādījums	dokazilo	N;NOM;MASC;PL	N;NOM;NEUT;SG
pierādījumi	dokaz	pierādījums	dokaz	N;NOM;MASC;PL	N;NOM;MASC;SG
marokas	maroški	maroka	maroški	PROPN;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
anete	annette	anete	annett	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
alekss	alex	alekss	alex	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
alekss	aleš	alekss	ali	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
alekss	aleks	alekss	aleks	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
dzintara	amber	dzintars	amber	N;GEN;MASC;SG	PROPN;NOM;FEM;SG
dzintara	oranžna	dzintars	oranžen	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
konfederācija	konfederacijo	konfederācija	konfederacija	N;NOM;FEM;SG	N;ACC;FEM;SG
indukcijas	indukcijo	indukcija	indukcija	N;NOM;FEM;PL	N;ACC;FEM;SG
rūzvelts	roosevelt	rūzvelts	roosevelt	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
tauriņu	metulja	tauriņš	metulja	N;ACC;MASC;SG	N;NOM;MASC;SG
tauriņu	metulj	tauriņš	metulja	N;ACC;MASC;SG	N;NOM;MASC;SG
miruši	mrtev	mirt	mrtev	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
piedāvāts	ponujena	piedāvāt	ponujen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
piedāvāts	ponujenih	piedāvāt	ponujen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
piedāvāts	ponujene	piedāvāt	ponujen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
piedāvāts	ponujeni	piedāvāt	ponujen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
piedāvāts	ponujeno	piedāvāt	ponujen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
