ivar	ivar	ivar	ivara		
rapporteret	prijavljenih	rapportere	prijavljen	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
puerto	puerto	puerto	puert		PROPN;NOM;NEUT;SG
organisere	organiziranje	organisere	organiziranje	V;NFIN;ACT	N;NOM;NEUT;SG
organisere	organiziranje	organisere	organiziranje	V;NFIN;ACT	N;NOM;NEUT;SG
stabile	hlev	stabil	hlev	ADJ;PL	N;NOM;MASC;SG
stabile	stabilen	stabil	stabilen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
stabile	stabilno	stabil	stabilen	ADJ;PL	ADJ;NOM;NEUT;SG
regnede	dežuje	regne	deževati	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
internt	notranja	internt	notranji	ADV	ADJ;NOM;FEM;SG
internt	notranje	internt	notranji	ADV	ADJ;NOM;FEM;PL
internt	notranji	internt	notranji	ADV	ADJ;NOM;DEF;MASC;SG
betjent	policaj	betjene	policaj	ADJ;INDF;SG	N;NOM;MASC;SG
betjent	častnik	betjene	častnik	ADJ;INDF;SG	N;NOM;MASC;SG
betjent	policist	betjene	policist	ADJ;INDF;SG	N;NOM;MASC;SG
udstedte	izdana	udstedt	izdan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
udstedte	izdani	udstedt	izdan	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
udstedte	izdano	udstedt	izdano	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
udstedte	izdane	udstedt	izdan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
horne	horne	horne	horen		ADJ;NOM;MASC;SG
identiske	identična	identisk	identičen	ADJ;PL	ADJ;NOM;FEM;SG
identiske	enake	identisk	enak	ADJ;PL	DET;NOM;FEM;PL
udtrykke	express	udtrykke	express	V;NFIN;ACT	N;NOM;MASC;SG
rotterdam	rotterdam	rotterdam	rotterda	N;INDF;MASC+FEM;SG	N;DAT;FEM;PL
hvile	počitka	hvile	počitek	V;NFIN;ACT	N;NOM;MASC;SG
hvile	počitek	hvile	počitek	V;NFIN;ACT	N;NOM;MASC;SG
metaller	kovinska	metal	kovinski	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG
metaller	kovina	metal	kovina	N;INDF;NEUT;PL	N;NOM;FEM;SG
metaller	kovinsko	metal	kovinski	N;INDF;NEUT;PL	ADJ;NOM;NEUT;SG
metaller	kovinski	metal	kovinski	N;INDF;NEUT;PL	ADJ;NOM;MASC;SG
søjler	stolpca	søjle	stolpec	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
tilskud	subvencije	tilskud	subvencija	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	subvencije	tilskud	subvencija	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	subvencij	tilskud	subvencija	N;INDF;NEUT;SG	N;GEN;FEM;PL
tilskud	subvencije	tilskud	subvencija	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	donacije	tilskud	donacija	N;INDF;NEUT;SG	N;NOM;FEM;PL
tilskud	grant	tilskud	grant	N;INDF;NEUT;SG	
gorm	gorm	gorm	gorma		
bern	bernu	bern	berno	N;INDF;MASC+FEM;SG	PROPN;DAT;MASC;SG
bern	bernski	bern	bernski	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
tynd	suhi	tynd	suh	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
tynd	tanke	tynd	tanek	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
tynd	tanko	tynd	tanko	ADJ;INDF;MASC+FEM;SG	ADV
pfalz	pfalz	pfalz	pfalz	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
cook	kuhar	cook	kuhara		N;NOM;MASC;SG
cook	cook	cook	cook		PROPN;NOM;MASC;SG
cook	kuharica	cook	kuharica		N;NOM;FEM;SG
trøndelag	trøndelag	trøndelag	trandela		N;NOM;MASC;SG
somalia	somaliji	somalia	somalija		N;NOM;MASC;PL
kære	spoštovani	kære	spoštovan	ADJ;DEF;SG	ADJ;NOM;MASC;PL;V.PTCP
kære	ljub	kære	ljub	ADJ;DEF;SG	N;NOM;MASC;SG
kære	dragi	kære	drag	ADJ;DEF;SG	ADJ;NOM;MASC;PL
styrmand	pilotni	styrmand	piloten	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
koncentration	koncentracije	koncentration	koncentracija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
udløbet	potekel	udløb	poteči	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
udløbet	potekla	udløb	potekel	N;DEF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
kunstige	umetna	kunstig	umeten	ADJ;PL	ADJ;NOM;FEM;SG
kunstige	umetno	kunstig	umeten	ADJ;PL	ADV
kunstige	umetni	kunstig	umeten	ADJ;PL	ADJ;NOM;DEF;MASC;SG
kunstige	umetnega	kunstig	umeten	ADJ;PL	ADJ;GEN;NEUT;SG
vinci	vinci	vinci	vinec		N;NOM;MASC;SG
afc	afc	afc	afc	PROPN	N;NOM;MASC;SG
konventionen	konvencije	konvention	konvencija	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
guddommelige	božanski	guddommelig	božanski	ADJ;PL	ADJ;NOM;MASC;SG
guddommelige	božanska	guddommelig	božanski	ADJ;PL	ADJ;NOM;FEM;SG
guddommelige	božansko	guddommelig	božanski	ADJ;PL	ADJ;NOM;NEUT;SG
nabo	soseda	nabo	soseda	N;INDF;MASC+FEM;SG	N;NOM;MASC;DU
nabo	soseda	nabo	soseda	N;INDF;MASC+FEM;SG	N;NOM;MASC;DU
forsinket	zamuja	forsinke	zamujati	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
forsinket	pozno	forsinke	pozno	V;INDF;SG;PST;V.PTCP	ADV
forsinket	pozen	forsinke	pozen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
forsinket	pozni	forsinke	pozen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
forsinket	pozna	forsinke	poznati	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
forsinket	zamudo	forsinke	zamuda	V;INDF;SG;PST;V.PTCP	N;ACC;FEM;SG
forsinket	zamuja	forsinke	zamujati	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
forsinket	zapoznelo	forsinke	zapozneteti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
baltimore	baltimore	baltimor	baltimora		N;NOM;MASC;SG
franco	franco	franco	franca		N;NOM;MASC;SG
jag	jag	jag	jag	N;INDF;MASC+FEM;SG	
hviler	počitek	hvile	počitek	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
innovation	inovacije	innovation	inovacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
innovation	inovacij	innovation	inovacija	N;INDF;MASC+FEM;SG	N;GEN;FEM;PL
june	june	jun	juna	N;INDF;MASC+FEM;SG	
godkendelse	odobritve	godkendelse	odobritev	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
nilsson	nilsson	nilsson	nilsson		
ski	smuči	ski	smuč	N;INDF;NEUT;SG	N;NOM;FEM;PL
ski	smučarski	ski	smučarski	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
ski	smučarskih	ski	smučarski	N;INDF;NEUT;SG	ADJ;GEN;MASC;PL
gear	orodja	gear	orodje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
gear	prestave	gear	prestava	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
udsendelse	oddaja	udsendelse	oddajati	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
forrest	forrest	forrest	forrest		N;NOM;MASC;SG
porte	gates	porte	gates	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
udlændinge	nezemljani	udlænding	nezemljan	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
nordlig	severno	nordlig	severen	ADJ;INDF;MASC+FEM;SG	ADV
nordlig	severni	nordlig	severen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
nordlig	severne	nordlig	severen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
dkk	dkk	dek	dkk		N;NOM;MASC;SG
benene	nogi	ben	noga	N;DEF;NEUT;PL	N;NOM;FEM;DU
doctor	zdravnik	doctor	zdravnik		N;NOM;MASC;SG
doctor	zdravnika	doctor	zdravnik		N;ACC;MASC;SG
doctor	zdravnica	doctor	zdravnica		N;NOM;FEM;SG
doctor	doktor	doctor	doktor		N;NOM;MASC;SG
definere	opredeljevanje	definere	opredeljevanje	V;NFIN;ACT	N;NOM;NEUT;SG
reguleret	urejena	regulere	urejen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reguleret	urejen	regulere	urejen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reguleret	reguliranih	regulere	reguliran	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
reguleret	urejeno	regulere	urejen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
retningslinjer	smernico	retningslinje	smernica	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
retningslinjer	smernica	retningslinje	smernica	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
brænde	drva	brænde	drva	V;NFIN;ACT	N;NOM;FEM;SG
brænde	gori	brænde	goreti	V;NFIN;ACT	
brænde	gorenje	brænde	gorenje	V;NFIN;ACT	N;NOM;NEUT;SG
grækerne	grki	græker	grk	N;DEF;MASC+FEM;PL	ADJ;NOM;MASC;PL
mercury	mercury	mercury	mercury		N;NOM;MASC;SG
mercury	merkur	mercury	merkur		N;NOM;MASC;SG
ulf	ulf	ulf	ulf	PROPN	PROPN;NOM;MASC;SG
markus	markus	markus	markus		N;NOM;MASC;SG
masters	gospodarji	mast	gospodar	N;GEN;INDF;MASC+FEM;PL	N;NOM;MASC;PL
masters	mojstri	mast	mojster	N;GEN;INDF;MASC+FEM;PL	N;NOM;MASC;PL
moralsk	moralno	moralsk	moralen	ADV	ADJ;NOM;NEUT;SG
moralsk	moralni	moralsk	moralen	ADV	ADJ;NOM;MASC;SG
moralsk	nauk	moralsk	nauk	ADV	N;NOM;MASC;SG
moralsk	moralna	moralsk	moralen	ADV	ADJ;NOM;FEM;SG
moralsk	moralno	moralsk	moralen	ADV	ADJ;NOM;NEUT;SG
intern	interno	intern	interno	ADJ;INDF;MASC+FEM;SG	ADV
intern	notranje	intern	notranji	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
intern	notranji	intern	notranji	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
søværnet	mornariška	søværn	mornariški	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
søværnet	mornariški	søværn	mornariški	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG
søværnet	mornarice	søværn	mornarica	N;DEF;NEUT;SG	N;NOM;FEM;PL
afrikansk	afriške	afrikansk	afriški	ADJ;INDF;SG	ADJ;NOM;FEM;PL
parms	parms	parm	parms		
givne	dano	givn	dan	ADJ;PL	ADJ;NOM;NEUT;SG
nordic	nordijskih	nordic	nordijski		ADJ;GEN;MASC;PL
efterår	jeseni	efterår	jeseni	N;INDF;NEUT;SG	ADV
efterår	jesenski	efterår	jesenski	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
efterår	padlo	efterår	pasti	N;INDF;NEUT;SG	V;PFV;NEUT;SG;V.PTCP
efterår	padel	efterår	pasti	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
reserveret	rezervirano	reservere	rezervirano	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
reserveret	rezervirano	reservere	rezervirano	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
reserveret	rezervirane	reservere	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
reserveret	rezervirana	reservere	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reserveret	rezerviran	reservere	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
helikopter	helikopterje	helikopter	helikopter	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
helikopter	helikopterji	helikopter	helikopter	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
udvist	izključen	udvise	izključen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
udvist	izgnan	udvise	izgnan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
pigerne	punci	pige	punca	N;DEF;MASC+FEM;PL	N;NOM;FEM;SG
fugtig	vlažne	fugtig	vlažen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
afstande	razdalje	afstand	razdalja	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
emily	emily	emily	emily		PROPN;NOM;FEM;SG
hukommelse	spomini	hukommelse	spomin	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
exchange	izmenjava	exchange	izmenjava		N;NOM;FEM;SG
exchange	izmenjavo	exchange	izmenjava		N;ACC;FEM;SG
exchange	izmenjave	exchange	izmenjava		N;NOM;FEM;PL
exchange	menjava	exchange	menjava		N;NOM;FEM;SG
stormen	storm	stor	storm	N;DEF;MASC+FEM;SG	
behandlede	obdelan	behandle	obdelan	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
behandlede	obdelano	behandle	obdelan	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
behandlede	obdelane	behandle	obdelan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
behandlede	obdelana	behandle	obdelan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
behandlede	predelana	behandle	predelan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
behandlede	predelane	behandle	predelan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
behandlede	predelani	behandle	predelan	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
behandlede	predelan	behandle	predelan	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
behandlede	obdelana	behandle	obdelan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
behandlede	predelano	behandle	predelan	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
beverly	beverly	beverly	beverly		N;NOM;MASC;SG
said	said	said	said		
living	živeti	living	živeti	N;INDF;MASC+FEM;SG	V;IPFV;NFIN
living	živel	living	živeti	N;INDF;MASC+FEM;SG	V;IPFV;MASC;SG;V.PTCP
living	živela	living	živeti	N;INDF;MASC+FEM;SG	V;IPFV;FEM;SG;V.PTCP
løkke	zanke	løkke	zanek	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
heidelberg	heidelberg	heidelberg	heidelberg	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
relativ	sorodnik	relativ	sorodnik	ADV	N;NOM;MASC;SG
relativ	relativna	relativ	relativen	ADV	ADJ;NOM;FEM;SG
klippe	pečine	klippe	pečina	V;NFIN;ACT	N;NOM;FEM;PL
klippe	cliff	klippe	cliff	V;NFIN;ACT	PROPN;NOM;MASC;SG
klippe	skalo	klippe	skala	V;NFIN;ACT	N;ACC;FEM;SG
klippe	rock	klippe	rock	V;NFIN;ACT	N;NOM;MASC;SG
klippe	kamen	klippe	kamen	V;NFIN;ACT	N;NOM;MASC;SG
klippe	skala	klippe	skala	V;NFIN;ACT	N;NOM;FEM;SG
powell	powell	powell	powelati		
nba	nba	nba	nba		N;NOM;MASC;SG
rovers	rovers	rove	rovers	N;GEN;INDF;MASC+FEM;PL	N;NOM;MASC;SG
foster	foster	foste	foster	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
foster	zarodek	foste	zarodek	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
forudgående	predhodno	forudgående	predhodno	ADJ	ADV
hedenske	pogan	hedensk	pogan	ADJ;PL	N;NOM;MASC;SG
hedenske	poganski	hedensk	poganski	ADJ;PL	ADJ;NOM;MASC;SG
gravid	noseče	gravid	noseč	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
koncentrerede	zgoščeno	koncentrere	zgoščen	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
koncentrerede	koncentrirana	koncentrere	koncentriran	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
overføre	nalaganje	overføre	nalaganje	V;NFIN;ACT	N;NOM;NEUT;SG
overføre	nalaganje	overføre	nalaganje	V;NFIN;ACT	N;NOM;NEUT;SG
kraftigere	močnejši	kraftigere	močen	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
kraftigere	močnejša	kraftigere	močen	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
kraftigere	močnejše	kraftigere	močen	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
kasakhstan	kazahstan	kasakhstan	kazahstan		N;NOM;MASC;SG
memphis	memphisu	memphis	memphis		N;DAT;MASC;SG
memphis	memphis	memphis	memphis		PROPN;NOM;MASC;SG
porten	vrata	port	vrata	N;DEF;MASC+FEM;SG	N;NOM;NEUT;PL
garde	garde	gard	garda	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
cherokee	cherokee	cherokee	cheroken		N;NOM;MASC;SG
nevada	nevadi	nevada	nevada		N;NOM;MASC;SG
absalon	absalon	absalon	absalon	N;INDF;MASC+FEM;SG	
opfattede	zaznane	opfatte	zaznan	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
professionelt	profesionalno	professionelt	profesionalen	ADJ;INDF;NEUT;SG	ADV
professionelt	strokovno	professionelt	strokovno	ADJ;INDF;NEUT;SG	ADV
professionelt	poklicne	professionelt	poklicen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
professionelt	profesionalno	professionelt	profesionalen	ADJ;INDF;NEUT;SG	ADV
sandt	res	sinde	res	ADJ;INDF;NEUT;SG	ADV
sandt	resnično	sinde	resnično	ADJ;INDF;NEUT;SG	ADV
sandt	true	sinde	true	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
sandt	resnica	sinde	resnica	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
lovet	obljubljeno	love	obljubljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
moralske	moralni	moralsk	moralen	ADJ;PL	ADJ;NOM;MASC;SG
moralske	nauk	moralsk	nauk	ADJ;PL	N;NOM;MASC;SG
moralske	moralna	moralsk	moralen	ADJ;PL	ADJ;NOM;FEM;SG
moralske	moralno	moralsk	moralen	ADJ;PL	ADJ;NOM;NEUT;SG
bohr	bohr	bohr	bohr		PROPN;NOM;MASC;SG
antoine	antoine	antoin	antoin		N;NOM;MASC;SG
mazda	mazda	mazda	mazda		N;NOM;FEM;SG
jam	jam	jam	jam		N;NOM;MASC;SG
jam	marmelada	jam	marmelad		N;NOM;FEM;SG
jam	marmelado	jam	marmelada		N;ACC;FEM;SG
jam	marmelade	jam	marmelada		N;NOM;FEM;PL
nathan	nathan	nathan	nathan		PROPN;NOM;MASC;SG
ulovligt	nezakonite	ulovlig	nezakonit	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
ulovligt	nezakoniti	ulovlig	nezakoniti	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
virgin	devica	virgin	devica		N;NOM;FEM;SG
panama	panama	panama	panam	PROPN	N;NOM;FEM;SG
panama	panami	panama	pana	PROPN	N;DAT;FEM;PL
della	della	della	delo		PROPN;NOM;MASC;SG
appel	pritožbe	appel	pritožba	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
australiens	avstralijo	australie	avstralija	N;GEN;DEF;MASC+FEM;SG	N;ACC;FEM;SG
australiens	avstralije	australie	avstralija	N;GEN;DEF;MASC+FEM;SG	N;NOM;FEM;PL
australiens	avstraliji	australie	avstralija	N;GEN;DEF;MASC+FEM;SG	N;NOM;FEM;SG
australiens	avstralija	australie	avstralij	N;GEN;DEF;MASC+FEM;SG	N;NOM;FEM;SG
merlin	merlin	merlin	merlina		N;NOM;MASC;SG
evigt	večno	evigt	večen	N;INDF;NEUT;SG	ADV
evigt	večen	evigt	večen	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
evigt	večni	evigt	večen	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
evigt	večna	evigt	večen	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
bretagne	brittany	bretagen	brittany	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
savnede	zgrešil	savne	zgrešiti	V;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
savnede	zgrešila	savne	zgrešiti	V;PL;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
savnede	zamudil	savne	zamuditi	V;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
savnede	pogrešana	savne	pogrešan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
savnede	manjkajoče	savne	manjkajoč	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
savnede	pogrešan	savne	pogrešan	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
savnede	manjka	savne	manjkati	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
savnede	manjkajo	savne	manjkati	V;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
rumænske	romunski	rumænsk	romunski	ADJ;PL	ADJ;NOM;MASC;SG
animal	živalsko	animal	živalski		ADJ;NOM;NEUT;SG
animal	živalska	animal	živalski		ADJ;NOM;FEM;SG
animal	žival	animal	žival		N;NOM;FEM;SG
animal	živali	animal	žival		N;NOM;FEM;PL
fortiden	pretekli	fortid	pretekel	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
mure	obzidje	mur	obzidje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
nutidige	sodobno	nutidig	sodoben	ADJ;PL	ADJ;NOM;NEUT;SG
nutidige	sodobna	nutidig	sodoben	ADJ;PL	ADJ;NOM;FEM;SG
nutidige	sodobni	nutidig	sodoben	ADJ;PL	ADJ;NOM;MASC;SG
hardcore	hardcore	hardcore	hardcor		N;NOM;MASC;SG
vildt	wild	vildt	wild	ADJ;INDF;NEUT;SG	
vildt	divje	vildt	divji	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
vildt	divji	vildt	divji	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
vildt	igro	vildt	igra	ADJ;INDF;NEUT;SG	N;ACC;FEM;SG
vildt	tekma	vildt	tekma	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
vildt	tekmo	vildt	tekma	ADJ;INDF;NEUT;SG	N;ACC;FEM;SG
vildt	igra	vildt	igra	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
vildt	nora	vildt	nor	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
vildt	noro	vildt	nora	ADJ;INDF;NEUT;SG	ADV
vildt	nori	vildt	nor	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
indgreb	posegi	indgreb	poseg	N;INDF;NEUT;SG	N;NOM;MASC;PL
indgreb	intervencije	indgreb	intervencija	N;INDF;NEUT;SG	N;NOM;FEM;PL
indgreb	vmešavanja	indgreb	vmešavanje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
indgreb	motnje	indgreb	motnja	N;INDF;NEUT;SG	N;NOM;FEM;PL
indgreb	intervencije	indgreb	intervencija	N;INDF;NEUT;SG	N;NOM;FEM;PL
brænder	gori	brænde	goreti	V;IND;PRS;FIN;ACT	
brænder	burns	brænde	burns	V;IND;PRS;FIN;ACT	
brænder	opekline	brænde	opeklin	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
brænder	gorilnik	brænde	gorilnik	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
brænder	gori	brænde	goreti	V;IND;PRS;FIN;ACT	
brænder	gorenje	brænde	gorenje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
konsekvent	dosledno	konsekvent	dosledno	ADJ;INDF;NEUT;SG	ADV
konsekvent	dosledno	konsekvent	dosledno	ADJ;INDF;NEUT;SG	ADV
reddede	rešeni	redde	rešen	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
reddede	rešena	redde	rešen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
reddede	rešen	redde	rešen	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
reddede	rešeno	redde	rešen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
reddede	shranjeno	redde	shranjen	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
reddede	rešena	redde	rešen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
reddede	shranjena	redde	shranjen	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
glass	steklo	glass	steklo		N;NOM;NEUT;SG
glass	stekla	glass	steči		V;PFV;FEM;PL;V.PTCP
glass	kozarec	glass	kozarec		N;NOM;MASC;SG
glass	steklena	glass	steklen		ADJ;NOM;FEM;SG
sekundære	sekundarno	sekundær	sekundaren	ADJ;PL	ADV
sekundære	sekundarni	sekundær	sekundaren	ADJ;PL	ADJ;NOM;MASC;SG
sekundære	sekundarna	sekundær	sekundarn	ADJ;PL	ADJ;NOM;FEM;SG
serbisk	srb	serbisk	srb	ADJ;INDF;SG	N;NOM;MASC;SG
serbisk	srbski	serbisk	srbski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
serbisk	srb	serbisk	srb	ADJ;INDF;SG	N;NOM;MASC;SG
vægge	obzidje	vægge	obzidje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
zeus	zevs	zeus	zevs		N;NOM;MASC;SG
zeus	zeus	zeus	zeus		N;NOM;MASC;SG
letter	latvijci	lette	latvijec	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
blokeret	blokiran	blokere	blokiran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
blokeret	blokirana	blokere	blokiran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
hoppe	preskok	hoppe	preskok	V;NFIN;ACT	N;NOM;MASC;SG
hoppe	skok	hoppe	skok	V;NFIN;ACT	N;NOM;MASC;SG
hoppe	skoči	hoppe	skočiti	V;NFIN;ACT	
hoppe	mare	hoppe	mara	V;NFIN;ACT	N;NOM;MASC;SG
hoppe	kobila	hoppe	kobilo	V;NFIN;ACT	N;NOM;FEM;SG
hoppe	kobilo	hoppe	kobilo	V;NFIN;ACT	N;ACC;NEUT;SG
hoppe	skakanje	hoppe	skakanje	V;NFIN;ACT	N;NOM;NEUT;SG
hoppe	skoki	hoppe	skok	V;NFIN;ACT	N;NOM;MASC;PL
nashville	nashvillu	nashville	nashvill		N;DAT;NEUT;SG
