ausscheiden	pengunduran	ausscheiden	penunduran	V;NFIN	N;SG
zehnten	kesepuluh	zehnt	kesepuluh	ADJ	NUM
zehnten	sepersepuluh	zehnt	sepersepuluh	ADJ	N
still	hush	still	hush	ADJ	PROPN
still	hus	still	hus	ADJ	PROPN
still	masih	still	masih	ADJ	ADV
vorgaben	default	vorgeben	default	V;NFIN	PROPN;SG
vorgaben	baku	vorgeben	baku	V;NFIN	ADJ;SG
beobachter	observers	beobachter	observers	ADJ	PROPN
beobachter	pengamat	beobachter	pengamat	ADJ	N;SG
beobachter	pengamat	beobachter	pengamat	ADJ	N;SG
beobachter	watchers	beobachter	watchers	ADJ	PROPN
beobachter	memonitor	beobachter	menmonitor	ADJ	V;SG;ACT
beobachter	pantau	beobachter	pantau	ADJ	N;SG;ACT
beobachter	monitor	beobachter	monitor	ADJ	N;SG
beobachter	pengamat	beobachter	pengamat	ADJ	N;SG
beobachter	observer	beobachter	observer	ADJ	PROPN
bilanz	keseimbangan	bilanz	keseimbangan		N;SG
bilanz	saldo	bilanz	saldo		N;SG
bilanz	balance	bilanz	balance		PROPN
produkten	produk	produkt	produk	V;IND;PL;3;FIN	N;SG
fürth	fürth	fürth	fürth	PROPN;SG	PROPN
mtv	mtv	mtv	mtv	PROPN;NOM	PROPN
alias	alias	alias	alias	PROPN;NOM;SG	N;SG
alias	alias	alias	alias	PROPN;NOM;SG	N;SG
alias	aka	alias	aka	PROPN;NOM;SG	
bestätigung	mengonfirmasi	Bestätigung	menkonfirmasi	N;NOM;FEM;SG	V;SG;ACT
mühlen	mill	mühlen	mill	V;NFIN	PROPN
mühlen	penggilingan	mühlen	pengilingan	V;NFIN	N;SG
mühlen	pemintalan	mühlen	penpintalan	V;NFIN	N
mühlen	mills	mühlen	mills	V;NFIN	PROPN
mühlen	aparat	mühlen	aparat	V;NFIN	N;SG
libretto	libreto	libretto	libreto	PROPN;NOM;SG	PROPN
massaker	pembantaian	massaker	penbantaian	ADJ	N;SG
suffix	akhiran	suffix	akhiran	ADJ	N;SG
rudolph	rudolph	rudolph	rudolph	PROPN;NOM;MASC;SG	PROPN
umgangssprachlich	colloquial	umgangssprachlich	colloquial	ADJ	PROPN
umgangssprachlich	slang	umgangssprachlich	slang	ADJ	N
rennfahrer	pembalap	rennfahrer	penbalap	ADJ	N;SG
rennfahrer	pembalap	rennfahrer	penbalap	ADJ	N;SG
rennfahrer	racer	rennfahrer	racer	ADJ	N
matrix	array	matrix	array	PROPN	N
matrix	larik	matrix	larik	PROPN	N
matrix	matriks	matrix	matriks	PROPN	N;SG
matrix	matrix	matrix	matrix	PROPN	PROPN
ähnlichkeit	kesamaan	ähnlichkeit	kesamaan	ADJ	N;SG
ähnlichkeit	persamaan	ähnlichkeit	persamaan	ADJ	N;SG
ähnlichkeit	kemiripan	ähnlichkeit	kemiripan	ADJ	N;SG
ähnlichkeit	kemiripan	ähnlichkeit	kemiripan	ADJ	N;SG
ähnlichkeit	kesamaan	ähnlichkeit	kesamaan	ADJ	N;SG
ähnlichkeit	kemiripan	ähnlichkeit	kemiripan	ADJ	N;SG
empfehlung	disarankan	empfehlung	disarankan	N;NOM;FEM;SG	V;SG;PASS
empfehlung	dianjurkan	empfehlung	dianjurkan	N;NOM;FEM;SG	V;SG;PASS
empfehlung	direkomendasikan	empfehlung	direkomendasikan	N;NOM;FEM;SG	V;SG;PASS
landkreise	distrik	landkreise	distrik	PROPN	N;SG
landkreise	kabupaten	landkreise	kabupaten	PROPN	N;SG
landung	touchdown	landung	touchdown	N;NOM;FEM;SG	PROPN
landung	landing	landung	landing	N;NOM;FEM;SG	PROPN
landung	mendarat	landung	mendarat	N;NOM;FEM;SG	V;SG;ACT
sozialer	social	sozial	social	ADJ	PROPN
sozialer	sosial	sozial	sosial	ADJ	N;SG
dallas	dallas	dallas	dallas	PROPN;NOM;MASC;SG	PROPN
offensive	ofensif	offensiv	ofensif	ADJ;NOM;FEM;PL	N;SG
offensive	menyinggung	offensiv	mensinggung	ADJ;NOM;FEM;PL	V;SG;ACT
offensive	menghina	offensiv	menhina	ADJ;NOM;FEM;PL	V;SG;ACT
offensive	serangan	offensiv	serangan	ADJ;NOM;FEM;PL	N;SG
offensive	menyerang	offensiv	menserang	ADJ;NOM;FEM;PL	V;SG;ACT
offensive	mengganggu	offensiv	menganggu	ADJ;NOM;FEM;PL	V;SG;ACT
fein	fine	fein	fine	ADJ	PROPN
fein	fein	fein	fein	ADJ	PROPN
pole	kutub	polen	kutub		N;SG
pole	pole	polen	pole		PROPN
pole	galah	polen	galah		N;SG
pole	tiang	polen	tiang		N;SG
pole	kutub	polen	kutub		N;SG
pole	galah	polen	galah		N;SG
herman	herman	herman	herman	PROPN;NOM;MASC;SG	PROPN
besiegt	terkalahkan	besiegen	terkalahkan	V;V.PTCP	ADJ;SG
krause	krause	kraus	krause	PROPN;NOM;SG	PROPN
bindung	mengikat	bindung	menikat	N;NOM;FEM;SG	V;SG;ACT
bindung	binding	bindung	binding	N;NOM;FEM;SG	PROPN
bindung	bond	bindung	bond	N;NOM;FEM;SG	PROPN
entwürfe	sketsa	entwürfen	sketsa	N;NOM;MASC;PL	N;SG
entwürfe	desain	entwürfen	desain	N;NOM;MASC;PL	N;SG
entwürfe	draf	entwürfen	draf	N;NOM;MASC;PL	N;SG
entwürfe	draft	entwürfen	draft	N;NOM;MASC;PL	N;SG
entwürfe	konsep	entwürfen	konsep	N;NOM;MASC;PL	N;SG
schwimmen	berenang	schwimmen	berrenang	V;NFIN	PROPN;SG;ACT
schwimmen	renang	schwimmen	renang	V;NFIN	N;SG
schwimmen	berenang	schwimmen	berrenang	V;NFIN	PROPN;SG;ACT
schwimmen	renang	schwimmen	renang	V;NFIN	N;SG
early	early	early	early	PROPN	PROPN
early	dini	early	dini	PROPN	ADJ;SG
early	awal	early	awal	PROPN	ADJ;SG
abkürzungen	pintasan	abkürzingen	pintasan	V;NFIN	N
abkürzungen	kependekan	abkürzingen	kependekan	V;NFIN	N;SG
abkürzungen	singkatan	abkürzingen	singkatan	V;NFIN	N;SG
abkürzungen	singkatan	abkürzingen	singkatan	V;NFIN	N;SG
abkürzungen	akronim	abkürzingen	akronim	V;NFIN	N
messina	messina	messina	messina	PROPN	PROPN
organisierten	terorganisasi	organisieren	terorganisasi	V;IND;PL;3;PST;FIN	V;SG;PASS
organisierten	terorganisir	organisieren	terorganisir	V;IND;PL;3;PST;FIN	V;SG;PASS
organisierten	tertata	organisieren	tertata	V;IND;PL;3;PST;FIN	ADJ;SG
organisierten	terorganisasi	organisieren	terorganisasi	V;IND;PL;3;PST;FIN	V;SG;PASS
organisierten	terorganisir	organisieren	terorganisir	V;IND;PL;3;PST;FIN	V;SG;PASS
organisierten	teratur	organisieren	teratur	V;IND;PL;3;PST;FIN	ADJ;SG
organisierten	tertata	organisieren	tertata	V;IND;PL;3;PST;FIN	ADJ;SG
bsg	bsg	bsg	bsg	PROPN	PROPN
kugel	bola	kugeln	bola		N;SG
kugel	lingkup	kugeln	lingkup		N;SG
kugel	globe	kugeln	globe		PROPN
kugel	bola	kugeln	bola		N;SG
kugel	ball	kugeln	ball		PROPN
kugel	orb	kugeln	orb		PROPN
kugel	peluru	kugeln	peluru		N;SG
kugel	bullet	kugeln	bullet		PROPN
kugel	bulet	kugeln	bulet		PROPN
kosovo	kosovo	kosovo	kosovo	PROPN;NOM;SG	PROPN
delegation	delegasi	delegation	delegasi		N;SG
färbung	mewarnai	färbung	menwarnai	N;NOM;FEM;SG	V;SG;ACT
färbung	mewarnai	färbung	menwarnai	N;NOM;FEM;SG	V;SG;ACT
trophy	trophy	trophy	trophy	PROPN	N
trophy	piala	trophy	piala	PROPN	N;SG
trophy	trofi	trophy	trofi	PROPN	N;SG
ausstrahlung	siarkan	ausstrahlung	siarkan	N;NOM;FEM;SG	V;SG;ACT
ausstrahlung	broadcast	ausstrahlung	broadcast	N;NOM;FEM;SG	PROPN
ausstrahlung	kharisma	ausstrahlung	kharisma	N;NOM;FEM;SG	PROPN;SG
pest	hama	pest	hama		N
pest	wabah	pest	wabah		N;SG
indischer	indian	indisch	indian	ADJ	PROPN
indischer	india	indisch	india	ADJ	PROPN
indischer	hindia	indisch	hindia	ADJ	PROPN
genehmigt	sanksi	hehmigen	sanksi	V;V.PTCP	N;SG
genehmigt	resmi	hehmigen	resmi	V;V.PTCP	ADJ;SG
universum	universe	universum	universe	ADV	PROPN
universum	semesta	universum	semesta	ADV	N;SG
gespräche	perundingan	gespräch	penrundingan	ADJ	N;SG
gespräche	pembicaraan	gespräch	penbicaraan	ADJ	N;SG
gespräche	percakapan	gespräch	percakapan	ADJ	N;SG
gespräche	interview	gespräch	interview	ADJ	PROPN
gespräche	wawancara	gespräch	wawancara	ADJ	N;SG
gespräche	diskusi	gespräch	diskusi	ADJ	N;SG
biathlon	biatlon	biathlon	biatlon	ADJ	PROPN
wärme	thermal	wärm	thermal		N
wärme	termal	wärm	termal		N;SG
wärme	heat	wärm	heat		PROPN
wärme	panasnya	wärm	panas		N;SG
wärme	panas	wärm	panas		ADJ;SG
wärme	hangat	wärm	hangat		N;SG
wärme	warm	wärm	warm		PROPN
wärme	hangatnya	wärm	hangat		N;SG
wärme	kehangatan	wärm	kehangatan		N;SG
wärme	pemanas	wärm	penpanas		N;SG
wärme	memanaskan	wärm	menmanaskan		V;SG;ACT
wärme	pemanasan	wärm	penpanasan		N;SG
kommerzielle	komersial	kommerziell	komersial	ADJ;NOM;FEM;PL	ADJ;SG
kommerzielle	komersil	kommerziell	komersil	ADJ;NOM;FEM;PL	N;SG
korrigieren	koreksi	korrigieren	koreksi	V;NFIN	N;SG
korrigieren	fix	korrigieren	fix	V;NFIN	PROPN
korrigieren	betulkan	korrigieren	betulkan	V;NFIN	ADJ;SG
korrigieren	betulkan	korrigieren	betulkan	V;NFIN	ADJ;SG
mechanische	mekanik	mechanisch	mekanik	ADJ;NOM;FEM;PL	N;SG
mechanische	mechanical	mechanisch	mechanical	ADJ;NOM;FEM;PL	PROPN
mechanische	mekanis	mechanisch	mekanis	ADJ;NOM;FEM;PL	N;SG
mechanische	mekanika	mechanisch	mekanika	ADJ;NOM;FEM;PL	N;SG
moor	rawa	moor	rawa		N;SG
moor	paya	moor	paya		PROPN
moor	marsh	moor	marsh		PROPN
moor	bog	moor	bog		PROPN
bezeugt	bersaksi	bezeugen	bersaksi	ADJ;V.PTCP	V;SG;ACT
erfüllung	memuaskan	Erfüllung	menpuaskan	N;SG	V;SG;ACT
schach	catur	schach	catur	ADJ	PROPN
schach	chess	schach	chess	ADJ	PROPN
hauptquartier	markas	hauptquartier	markas		N;SG
ward	ward	werden	ward		PROPN
ward	bangsal	werden	bangsal		N
vieles	banyak	viel	banyak	PRO;NOM;INDF;NEUT;SG	ADV
vieles	much	viel	much	PRO;NOM;INDF;NEUT;SG	PROPN
vieles	banyak	viel	banyak	PRO;NOM;INDF;NEUT;SG	ADV
einheitlich	bersatu	einheitlich	bersatu	ADJ	PROPN
einheitlich	unified	einheitlich	unified	ADJ	PROPN
einheitlich	unitary	einheitlich	unitary	ADJ	PROPN
einheitlich	seragam	einheitlich	seragam	ADJ	N;SG
ehrungen	tribut	ehringen	tribut	V;NFIN	N
ehrungen	kehormatan	ehringen	kehormatan	V;NFIN	N;SG
auftauchen	munculnya	auftauchen	muncul	V;NFIN	N;SG;ACT
einbau	mengaitkan	einbau	menaitkan	N;SG	V;SG;ACT
einbau	mengait	einbau	menait	N;SG	
einbau	fitting	einbau	fitting	N;SG	PROPN
einbau	pas	einbau	pas	N;SG	
steinen	batu	stein	batu	V;NFIN	N;SG
breitengrad	lintang	breitengrad	lintang	ADJ	N
breitengrad	paralel	breitengrad	paralel	ADJ	N
breitengrad	bujur	breitengrad	bujur	ADJ	N;SG
silberne	perak	silbern	perak	ADJ;NOM;FEM;PL	PROPN;SG
silberne	silver	silbern	silver	ADJ;NOM;FEM;PL	PROPN
commonwealth	persemakmuran	commonwealth	persemakmuran	ADJ	N
commonwealth	cac	commonwealth	cac	ADJ	PROPN
hohenzollern	hohenzollern	hohenzollern	hohenzollern	ADJ;PL	PROPN
klang	sound	klingen	sound		PROPN
klang	suara	klingen	suara		PROPN;SG
klang	dibunyikan	klingen	dibunyikan		V;SG;PASS
klang	klang	klingen	klang		PROPN
verpflichtete	tamtama	verpflichten	tamtama	V;IND;SG;3;PST;FIN	N;SG
malta	malta	malta	malta		PROPN
sitzung	session	sitzung	session	N;SG	PROPN
sitzung	meeting	sitzung	meeting	N;SG	PROPN
bolivien	bolivia	bolivien	bolivia	PROPN;NOM;NEUT;SG	PROPN
bolivien	bolivia	bolivien	bolivia	PROPN;NOM;NEUT;SG	PROPN
wohin	mana	wohin	mana	ADV	ADP;SG
schwerpunkte	highlight	schwerpunkt	highlight	ADJ;SG	PROPN
schwerpunkte	sorot	schwerpunkt	sorot	ADJ;SG	
schwerpunkte	highlights	schwerpunkt	highlights	ADJ;SG	PROPN
schwerpunkte	sorotan	schwerpunkt	sorotan	ADJ;SG	N;SG
schwerpunkte	fokus	schwerpunkt	fokus	ADJ;SG	N;SG
schwerpunkte	focus	schwerpunkt	focus	ADJ;SG	PROPN
schwerpunkte	prioritas	schwerpunkt	prioritas	ADJ;SG	N;SG
seoul	seoul	seoul	seoul	PROPN;NOM;MASC;SG	PROPN
relevanter	relevan	relevant	relevan	ADJ	N;SG
verpflichtung	kewajiban	verpflichtung	kewajiban	V;IND;SG;3;PRS;FIN	N;SG
verpflichtung	komitmen	verpflichtung	komitmen	V;IND;SG;3;PRS;FIN	N;SG
teilnahmen	berpartisipasi	teilnehmen	berpartisipasi	V;IND;PL;3;PST;FIN	V;SG;ACT
teilnahmen	menghadiri	teilnehmen	menhadiri	V;IND;PL;3;PST;FIN	V;SG;ACT
teilnahmen	dihadiri	teilnehmen	dihadiri	V;IND;PL;3;PST;FIN	V;SG;PASS
teilnahmen	hadir	teilnehmen	hadir	V;IND;PL;3;PST;FIN	V;SG;ACT
aufsatz	essay	aufsatzen	essay		PROPN
aufsatz	esai	aufsatzen	esai		N;SG;ACT
leiche	mayat	leiche	mayat	ADJ;NOM;FEM;SG	N;SG
leiche	jenasah	leiche	jenasah	ADJ;NOM;FEM;SG	N;SG
leiche	jenazah	leiche	jenazah	ADJ;NOM;FEM;SG	N;SG
leiche	mayat	leiche	mayat	ADJ;NOM;FEM;SG	N;SG
leiche	jenazah	leiche	jenazah	ADJ;NOM;FEM;SG	N;SG
warner	warner	warn	warner	PROPN	PROPN
verträge	kontrak	verträgen	kontrak	N;NOM;PL	N;SG
nordsee	utara	nordsee	utara	PROPN;NOM;SG	PROPN;SG
nordsee	north	nordsee	north	PROPN;NOM;SG	PROPN
abschied	perpisahan	abscheiden	perpisahan		N;SG
abschied	farewell	abscheiden	farewell		PROPN
abschied	goodbye	abscheiden	goodbye		PROPN
perfekt	perfect	perfekt	perfect	ADJ	PROPN
burgruine	burgruine	burgruin	burgruine	PROPN;NOM;SG	PROPN
burgruine	reruntuhan	burgruin	reruntuhan	PROPN;NOM;SG	N
burgruine	puing	burgruin	puing	PROPN;NOM;SG	N;SG
kommunisten	komunis	kommunist	komunis	N;PL	N;SG
kommunisten	komunis	kommunist	komunis	N;PL	N;SG
ngc	ngc	ngc	ngc	PROPN;NOM;SG	PROPN
definieren	definisikan	definieren	definisikan	V;NFIN	N;SG
augustin	augustine	augusten	augustine	PROPN;NOM;MASC;SG	PROPN
augustin	augustin	augusten	augustin	PROPN;NOM;MASC;SG	PROPN
gotischen	goth	gotisch	goth	ADJ	PROPN
gotischen	gotik	gotisch	gotik	ADJ	N
gotischen	gothic	gotisch	gothic	ADJ	PROPN
werdegang	karir	werdegang	karir		N;SG
werdegang	karier	werdegang	karier		N;SG
werdegang	berkarir	werdegang	berkarir		V;SG;ACT
werdegang	history	werdegang	history		PROPN
werdegang	riwayat	werdegang	riwayat		N
werdegang	sejarah	werdegang	sejarah		N;SG
organ	organ	organ	organ		N;SG
organ	organ	organ	organ		N;SG
konto	account	konto	account	N;NOM;SG	PROPN
busse	bus	büssen	bus		PROPN;SG
busse	bis	büssen	bis		PROPN
busse	pelatih	büssen	penlatih		N;SG
busse	bus	büssen	bus		PROPN;SG
busse	bis	büssen	bis		PROPN
mineral	mineral	mineral	mineral	PROPN	N
mineral	mineral	mineral	mineral	PROPN	N
mixed	mixed	mixed	mixed	PROPN	PROPN
mixed	bercampur	mixed	bercampur	PROPN	V;SG;ACT
mixed	campuran	mixed	campuran	PROPN	N;SG
mixed	campur	mixed	campur	PROPN	N;SG;ACT
konzerten	konser	konzern	konser	V;FIN	N;SG
holger	holger	holger	holger		PROPN
kommissar	detective	kommissar	detective	PROPN	PROPN
kommissar	detektif	kommissar	detektif	PROPN	N;SG
kommissar	inspektur	kommissar	inspektur	PROPN	N
kommissar	pemeriksa	kommissar	penperiksa	PROPN	N;SG
kommissar	komisaris	kommissar	komisaris	PROPN	N;SG
kommissar	pengawas	kommissar	penawas	PROPN	N;SG
kommissar	inspektur	kommissar	inspektur	PROPN	N
kommissar	komisioner	kommissar	komisioner	PROPN	N
kommissar	komisaris	kommissar	komisaris	PROPN	N;SG
dream	impian	dream	impian		N;SG
dream	mimpi	dream	mimpi		N;SG
dream	dream	dream	dream		PROPN
aktien	ekuitas	akteinen	ekuitas		N
aktien	saham	akteinen	saham		N;SG
aktien	bursa	akteinen	bursa		N;SG
aktien	stock	akteinen	stock		PROPN
aktien	saham	akteinen	saham		N;SG
aktien	stok	akteinen	stok		N;SG
aktien	bagikan	akteinen	bagikan		V;SG;ACT
aktien	berbagi	akteinen	berbagi		V;SG;ACT
aktien	dibagikan	akteinen	dibagikan		V;SG;PASS
aktien	saham	akteinen	saham		N;SG
aktien	ekuitas	akteinen	ekuitas		N
grammatik	linguistik	grammatik	linguistik	ADJ	N
grammatik	grammar	grammatik	grammar	ADJ	N
lustig	asyik	lustig	asyik	ADJ	N;SG
lustig	fun	lustig	fun	ADJ	PROPN
lustig	seru	lustig	seru	ADJ	PROPN;SG
lustig	menyenangkan	lustig	mensenangkan	ADJ	V;SG;ACT
lustig	kesenangan	lustig	kesenangan	ADJ	N;SG
lustig	kocak	lustig	kocak	ADJ	N
fernseh	television	fernseh	television		PROPN
fernseh	televisi	fernseh	televisi		N;SG
landshut	landshut	landshut	landshut		PROPN
silver	perak	silver	perak	PROPN	PROPN;SG
silver	silver	silver	silver	PROPN	PROPN
case	case	case	case		PROPN
case	kasus	case	kasus		N;SG
spanier	spaniard	spanier	spaniard		PROPN
upper	upper	upper	upper		PROPN
upper	atas	upper	atas		ADP;SG
filter	filter	filter	filter	ADJ	N;SG
filter	penyaring	filter	pensaring	ADJ	N;SG
filter	saring	filter	saring	ADJ	PROPN
filter	saringan	filter	saringan	ADJ	N
filter	filter	filter	filter	ADJ	N;SG
filter	penyaring	filter	pensaring	ADJ	N;SG
filter	saringan	filter	saringan	ADJ	N
hölle	hell	höllen	hell		PROPN
hölle	neraka	höllen	neraka		PROPN;SG
beat	beat	beaten	beat	PROPN;SG	PROPN
beat	mengalahkan	beaten	menkalahkan	PROPN;SG	V;SG;ACT
beat	kalahkan	beaten	kalahkan	PROPN;SG	V;SG;ACT
meta	meta	meta	meta	PROPN;NOM;SG	N
charakteristisch	karakteristik	charakteristisch	karakteristik	ADJ	N;SG
grade	grade	grad	grade		PROPN
grade	derajat	grad	derajat		N;SG
mönch	friar	mönch	friar	PROPN;SG	PROPN
mönch	biksu	mönch	biksu	PROPN;SG	N
mönch	rahib	mönch	rahib	PROPN;SG	N;SG
mönch	biarawan	mönch	biarawan	PROPN;SG	N
mönch	monk	mönch	monk	PROPN;SG	PROPN
plateau	plateau	plateau	plateau	ADJ	N
mathematischen	matematis	mathematisch	matematis	ADJ;NOM;PL	N
mathematischen	matematika	mathematisch	matematika	ADJ;NOM;PL	N;SG
amateur	amatiran	amateur	amatiran	PROPN	N
amateur	amatir	amateur	amatir	PROPN	PROPN
nachbarschaft	tetangga	nachbarschaft	tetangga	ADJ	N;SG
nachbarschaft	tetangga	nachbarschaft	tetangga	ADJ	N;SG
nachbarschaft	lingkungan	nachbarschaft	lingkungan	ADJ	N;SG
nachbarschaft	lingkungan	nachbarschaft	lingkungan	ADJ	N;SG
staatsanwaltschaft	penuntutan	staatsanwaltschaft	pentuntutan	ADJ	N;SG
staatsanwaltschaft	jaksa	staatsanwaltschaft	jaksa	ADJ	N;SG
popularität	popularitas	popularität	popularitas	ADJ	N;SG
oberhausen	oberhausen	oberhausen	oberhausen	PROPN;NOM;NEUT;SG	PROPN
laurent	laurent	laurent	laurent	PROPN;NOM;SG	PROPN
wolfenbüttel	wolfenbüttel	wolfenbüttel	wolfenbüttel	PROPN;NOM;SG	PROPN
konsequenzen	implikasi	konsequenz	implikasi	V;NFIN	N
konsequenzen	konsekwensi	konsequenz	konsekwensi	V;NFIN	N;SG
konsequenzen	konsekuensi	konsequenz	konsekuensi	V;NFIN	N;SG
belgische	belgia	belgisch	belgia	ADJ;NOM;FEM;PL	PROPN;SG
rechtsprechung	yuridiksi	rechtsprechung	yuridiksi	ADJ	PROPN
rechtsprechung	yurisdiksi	rechtsprechung	yurisdiksi	ADJ	N
rechtsprechung	kehakiman	rechtsprechung	kehakiman	ADJ	N;SG
rechtsprechung	pengadilan	rechtsprechung	penadilan	ADJ	N;SG
rechtsprechung	peradilan	rechtsprechung	peradilan	ADJ	N;SG
bakterien	bakteri	bakterien	bakteri	N;NOM;PL	N;SG
martha	marta	martha	marta	PROPN;NOM;SG	PROPN
martha	martha	martha	martha	PROPN;NOM;SG	PROPN
pan	pan	pan	pan	PROPN;NOM;MASC;SG	PROPN
channel	kanal	channel	kanal	PROPN;NOM;SG	N
channel	channel	channel	channel	PROPN;NOM;SG	N
channel	saluran	channel	saluran	PROPN;NOM;SG	N;SG
übersetzen	translation	übersetzen	translation	V;NFIN	PROPN
übersetzen	terjemahan	übersetzen	terjemahan	V;NFIN	N;SG
übersetzen	penerjemahan	übersetzen	penterjemahan	V;NFIN	N;SG
übersetzen	translate	übersetzen	translate	V;NFIN	N
erhard	erhard	erherden	erhard	PROPN;NOM;MASC;SG	PROPN
hunderte	ratusan	hundern	ratusan	NUM	N;SG
börse	tukar	börsen	tukar		N;SG;ACT
börse	exchange	börsen	exchange		PROPN
börse	pertukaran	börsen	pertukaran		N;SG
börse	bursa	börsen	bursa		N;SG
börse	börse	börsen	börse		PROPN
kings	kings	kings	kings	PROPN;NOM;SG	PROPN
taunus	taunus	taunus	taunus	PROPN;NOM;SG	N
angefangen	starting	anfangen	starting	V;V.PTCP	PROPN
damm	waduk	damm	waduk		N;SG
damm	bendungan	damm	bendungan		N;SG
genua	genoa	genua	genoa	PROPN;NOM;SG	PROPN
cook	masak	cook	masak	PROPN;NOM;SG	PROPN;SG;ACT
cook	cook	cook	cook	PROPN;NOM;SG	PROPN
cook	memasak	cook	menpasak	PROPN;NOM;SG	V;SG;ACT
juristen	pengacara	juristen	pengacara	N;NOM;PL	N;SG
juristen	pengacara	juristen	pengacara	N;NOM;PL	N;SG
rum	rum	rum	rum		PROPN
preisgeld	prize	preisgeld	prize		N
sekunde	detik	sekunde	detik		N;SG
sekunde	detik	sekunde	detik		N;SG
sekunde	kedua	sekunde	kedua		NUM
sekunde	second	sekunde	second		PROPN
sekunde	detik	sekunde	detik		N;SG
sekunde	sec	sekunde	sec		PROPN
warren	warren	warr	warren		PROPN
nigeria	nigeria	nigeria	nigeria	PROPN;NOM;NEUT;SG	PROPN
nigeria	pekanbaru	nigeria	pekanbaru	PROPN;NOM;NEUT;SG	PROPN
nigeria	nigeria	nigeria	nigeria	PROPN;NOM;NEUT;SG	PROPN
orient	orient	orient	orient		PROPN
benötigen	perlukan	benötigen	perlukan	V;NFIN	N;SG
benötigen	kebutuhan	benötigen	kebutuhan	V;NFIN	N;SG
benötigen	need	benötigen	need	V;NFIN	PROPN
christiane	christiane	christiane	christiane	PROPN;NOM;FEM;SG	PROPN
gültige	valid	gültig	valid	ADJ;NOM;FEM;PL	PROPN
gültige	sah	gültig	sah	ADJ;NOM;FEM;PL	ADJ;SG
bezirke	distrik	bezirken	distrik		N;SG
bezirke	kabupaten	bezirken	kabupaten		N;SG
paare	pasangan	paaren	pasangan		N;SG
paare	sepasang	paaren	sepasang		
paare	pasangan	paaren	pasangan		N;SG
paare	pair	paaren	pair		PROPN
paare	pair	paaren	pair		PROPN
blood	blood	blood	blood	PROPN	PROPN
blood	darah	blood	darah	PROPN	N;SG
mathematische	matematis	mathematisch	matematis	ADJ;NOM;FEM;PL	N
mathematische	matematika	mathematisch	matematika	ADJ;NOM;FEM;PL	N;SG
mathematische	matematika	mathematisch	matematika	ADJ;NOM;FEM;PL	N;SG
mathematische	math	mathematisch	math	ADJ;NOM;FEM;PL	PROPN
mathematische	matematika	mathematisch	matematika	ADJ;NOM;FEM;PL	N;SG
gefasst	ketahuan	fassen	ketahuan	V;V.PTCP	
set	tetapkan	set	tetapkan		V;SG;ACT
set	set	set	set		PROPN;SG
set	setel	set	setel		N;SG;ACT
protagonisten	protagonis	protagonisten	protagonis		N
rekonstruktion	merekonstruksi	rekonstruktion	menrekonstruksi	N;NOM;FEM;SG	V;SG;ACT
rekonstruktion	merekonstruksi	rekonstruktion	menrekonstruksi	N;NOM;FEM;SG	V;SG;ACT
administratoren	pengurus	administratoren	penurus	N;NOM;PL	N;SG
administratoren	administrator	administratoren	administrator	N;NOM;PL	N;SG
administratoren	admin	administratoren	admin	N;NOM;PL	PROPN
administratoren	admin	administratoren	admin	N;NOM;PL	PROPN
administratoren	pengurus	administratoren	penurus	N;NOM;PL	N;SG
administratoren	pengurus	administratoren	penurus	N;NOM;PL	N;SG
administratoren	administrator	administratoren	administrator	N;NOM;PL	N;SG
gefüllt	kekenyangan	füllen	kekenyangan	V;V.PTCP	N;SG
auslegung	interpretasi	auslegung	interpretasi	ADV	N;SG
auslegung	penafsiran	auslegung	penafsiran	ADV	N;SG
auslegung	interpretasi	auslegung	interpretasi	ADV	N;SG
auslegung	penafsiran	auslegung	penafsiran	ADV	N;SG
auslegung	menafsirkan	auslegung	menafsirkan	ADV	V;SG;ACT
haushalt	budget	haushalt	budget		N;SG
haushalt	anggaran	haushalt	anggaran		N;SG
haushalt	housekeeping	haushalt	housekeeping		N
marschall	marshall	marschall	marshall	ADJ	PROPN
marschall	marsekal	marschall	marsekal	ADJ	N
marschall	marshal	marschall	marshal	ADJ	PROPN
prediger	pengkhotbah	prediger	penkhotbah	ADJ	N
prediger	pendeta	prediger	pendeta	ADJ	N;SG
prediger	pengkhotbah	prediger	penkhotbah	ADJ	N
installation	memasang	installation	menpasang	N;SG	V;SG;ACT
installation	install	installation	install	N;SG	PROPN
installation	instal	installation	instal	N;SG	PROPN
schöner	beautiful	schön	beautiful	ADJ	PROPN
schöner	cantiknya	schön	cantik	ADJ	N;SG
schöner	nice	schön	nice	ADJ	PROPN
kaspar	kaspar	kaspar	kaspar	PROPN;NOM;MASC;SG	PROPN
kaspar	caspar	kaspar	caspar	PROPN;NOM;MASC;SG	PROPN
ecken	stek	ecken	stek		N
ecken	pinggir	ecken	pinggir		N;SG
ecken	tepi	ecken	tepi		N;SG
ecken	pinggiran	ecken	pinggiran		N;SG
ecken	pojok	ecken	pojok		PROPN
ecken	corner	ecken	corner		PROPN
ecken	pojokan	ecken	pojokan		N;SG
ecken	sudut	ecken	sudut		N;SG
speichern	simp	speichern	simp	V;NFIN	PROPN
speichern	luu	speichern	luu	V;NFIN	PROPN
speichern	simpan	speichern	simpan	V;NFIN	N;SG;ACT
speichern	save	speichern	save	V;NFIN	PROPN
speichern	tabungan	speichern	tabungan	V;NFIN	N;SG
