les	το	le	ο	DET;DEF;PL	DET;NOM;DEF;NEUT;SG
crée	δημιουργεί	créer	δημιουργώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
crée	δημιουργείται	créer	δημιουργώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
crée	δημιουργήστε	créer	δημιουργώ	V;FEM;SG;PST;V.PTCP	V;PFV;IMP;PL;2;FIN;ACT
crée	δημιουργία	créer	δημιουργία	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
crée	δημιουργήθηκαν	créer	δημιουργώ	V;FEM;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
crée	δημιουργείται	créer	δημιουργώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
suivantes	ακολουθώντας	suivant	ακολουθώ	ADJ;FEM;PL	V;IPFV;V.CVB;ACT
suivantes	ακολουθεί	suivant	ακολουθώ	ADJ;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
étudiants	μαθήτρια	étudiant	μαθήτρια	N;MASC;PL	N;NOM;FEM;SG
étudiants	σπουδαστής	étudiant	σπουδαστής	N;MASC;PL	N;NOM;MASC;SG
étudiants	μαθητής	étudiant	μαθητής	N;MASC;PL	N;NOM;MASC;SG
étudiants	φοιτήτρια	étudiant	φοιτήτρια	N;MASC;PL	N;NOM;FEM;SG
étudiants	φοιτητής	étudiant	φοιτητής	N;MASC;PL	N;NOM;MASC;SG
manque	λείπουν	manque	λείπω	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
manque	λείπει	manque	λείπω	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
manque	αγνοούμενος	manque	αγνοούμενος	N;MASC;SG	ADJ;NOM;MASC;SG
manque	αγνοείται	manque	αγνοώ	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
plein	full	plein	full	ADJ;MASC;SG	
plein	πλήρες	plein	πλήρης	ADJ;MASC;SG	N;NOM;NEUT;SG
naturel	φυσικές	naturel	φυσικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
franco	φράνκο	franco	φράνκο	N;MASC;SG	
abbé	ηγούμενος	abbé	ηγούμενος	N;MASC;SG	ADJ;NOM;MASC;SG
gérard	ζεράρ	gérard	ζεράρ	PROPN	
gérard	τζεράρντ	gérard	τζεράρντ	PROPN	N
semaines	βδομάδα	semaine	βδομάδα	N;FEM;PL	N;ACC;FEM;SG
semaines	εβδομάδα	semaine	εβδομάδα	N;FEM;PL	N;ACC;FEM;SG
familles	οικογενεια	famille	οικογενεια	N;FEM;PL	N;ACC;FEM;SG
familles	οικογένεια	famille	οικογένεια	N;FEM;PL	N;NOM;FEM;SG
appelle	καλέστε	appeler	καλώ	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
appelle	κλήση	appeler	κλήση	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
appelle	κάλεσε	appeler	καλώ	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
dramatique	δράμα	dramatique	δράμα	ADJ;MASC;SG	N;NOM;NEUT;SG
dramatique	δραματικά	dramatique	δραματικά	ADJ;MASC;SG	ADV
extérieur	έξω	extérieur	έξω	N;MASC;SG	ADV
extérieur	εξω	extérieur	εξω	N;MASC;SG	ADV
extérieur	υπαίθρια	extérieur	υπαίθριος	N;MASC;SG	PROPN;NOM;FEM;SG
extérieur	εξωτερική	extérieur	εξωτερικός	N;MASC;SG	ADJ;NOM;FEM;SG
extérieur	εξωτερικά	extérieur	εξωτερικά	N;MASC;SG	ADV
extérieur	εξωτερικός	extérieur	εξωτερικός	N;MASC;SG	ADJ;NOM;MASC;SG
draft	προσχέδιο	draft	προσχέδιο	PROPN	N;NOM;NEUT;SG
draft	σχέδιο	draft	σχέδιο	PROPN	N;NOM;NEUT;SG
médecine	ιατρική	médecine	ιατρικός	N;FEM;SG	ADJ;NOM;FEM;SG
médecine	φάρμακα	médecine	φάρμακο	N;FEM;SG	N;NOM;NEUT;PL
régional	περιφερειακά	régional	περιφερειακός	ADJ;MASC;SG	ADV
prison	φυλακές	prison	φυλακή	N;FEM;SG	N;NOM;FEM;PL
littéraire	littéraire	littéraire	littéraire	ADJ;MASC;SG	
écoles	ιστιοσανίδα	école	ιστιοσανίδα	N;FEM;PL	N;NOM;FEM;SG
arrêté	συλλάβουν	arrêter	συλλαμβάνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;FIN;ACT
arrêté	συνελήφθησαν	arrêter	συλλαμβάνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
arrêté	συλλαμβάνεται	arrêter	συλλαμβάνω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
arrêté	διακόπτεται	arrêter	διακόπτω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
savoie	savoie	savoir	savoie	N;FEM;SG	
connaissance	γνωστός	connaissance	γνωστός	N;FEM;SG	ADJ;NOM;MASC;SG
connaissance	γνώσεις	connaissance	γνώση	N;FEM;SG	N;NOM;FEM;PL
étoile	star	étoile	star	N;FEM;SG	
étoile	σταρ	étoile	σταρ	N;FEM;SG	
marche	marche	marche	marche	N;FEM;SG	
marche	περπατώντας	marche	περπατώ	N;FEM;SG	V;IPFV;V.CVB;ACT
marche	περίπατος	marche	περίπατος	N;FEM;SG	ADJ;NOM;MASC;SG
jaune	κίτρινα	jaune	κίτρινος	ADJ;MASC;SG	N;NOM;NEUT;PL
jaune	κίτρινο	jaune	κίτρινος	ADJ;MASC;SG	N;NOM;NEUT;SG
serbie	σερβία	serbier	σερβία	PROPN	PROPN;ACC;FEM;SG
permettent	επιτρέψει	permettre	επιτρέπω	V;IND;PL;3;PRS;FIN	V;PFV;IND;SG;3;FIN;ACT
telle	τέτοια	tel	τέτοιος	ADJ;FEM;SG	PRO;NOM;NEUT;SG;3
traitement	επεξεργασία	traitement	επεξεργασία	N;MASC;SG	
arc	rainbow	arc	rainbow	N;MASC;SG	
arc	arc	arc	arc	N;MASC;SG	
tombe	πτώσεις	tomber	πτώση	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
tombe	καταρράκτες	tomber	καταρράκτης	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
tombe	φολς	tomber	φολς	V;IND;SG;3;PRS;FIN	
tombe	τάφος	tomber	τάφος	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
tombe	τάφο	tomber	τάφος	V;IND;SG;3;PRS;FIN	N;ACC;MASC;SG
tombe	tombe	tomber	tombe	V;IND;SG;3;PRS;FIN	
tombe	τάφος	tomber	τάφος	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
tombe	τάφο	tomber	τάφος	V;IND;SG;3;PRS;FIN	N;ACC;MASC;SG
socialiste	σοσιαλιστής	socialiste	σοσιαλιστής	ADJ;MASC;SG	N;NOM;MASC;SG
socialiste	σοσιαλιστικό	socialiste	σοσιαλιστικός	ADJ;MASC;SG	N;NOM;NEUT;SG
notables	αξιοσημείωτο	notable	αξιοσημείωτος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
notables	αξιοσημείωτα	notable	αξιοσημείωτος	ADJ;MASC;PL	ADV
notables	αξιοσημείωτο	notable	αξιοσημείωτος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
notables	αξιοσημείωτη	notable	αξιοσημείωτος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
notables	προύχοντες	notable	προύχων	ADJ;MASC;PL	N;NOM;MASC;PL
vrai	ρεάλ	vrai	ρεάλ	ADJ;MASC;SG	
vrai	αληθινά	vrai	αληθινός	ADJ;MASC;SG	ADV
vrai	αληθές	vrai	αληθή	ADJ;MASC;SG	N;NOM;NEUT;SG
vrai	αληθεια	vrai	αληθεια	ADJ;MASC;SG	N;NOM;FEM;SG
vrai	αλήθεια	vrai	αλήθεια	ADJ;MASC;SG	N;NOM;FEM;SG
armées	στρατοί	armer	στρατός	V;FEM;PL;PST;V.PTCP	N;NOM;MASC;PL
armées	στρατούς	armer	στρατός	V;FEM;PL;PST;V.PTCP	N;NOM;MASC;PL
armées	στρατιές	armer	στρατιά	V;FEM;PL;PST;V.PTCP	N;NOM;FEM;PL
armées	οπλισμένη	armer	οπλίσκω	V;FEM;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
armées	οπλισμένος	armer	οπλισμένος	V;FEM;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
armées	ένοπλες	armer	ένοπλος	V;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;PL
armées	οπλισμένο	armer	οπλίζω	V;FEM;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
baseball	μπέιζμπολ	baseball	μπέιζμπολ	N;MASC;SG	
arabe	αραβικά	arabe	αραβικά	ADJ;MASC;SG	
acte	act	acte	act	N;MASC;SG	
arthur	arthur	arthur	arthur	N;MASC;SG	
arthur	άρθουρ	arthur	άρθουρ	N;MASC;SG	PROPN;NOM;MASC;SG
live	ζήσε	live	ζώ	PROPN	V;PFV;IND;SG;1;PST;FIN;ACT
live	ζω	live	ζω	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
live	ζωντανά	live	ζωντανός	PROPN	ADV
live	live	live	live	PROPN	
live	ζήσω	live	ζώ	PROPN	V;PFV;IND;SG;1;FIN;ACT
grèce	grèce	grèce	grèce	N;FEM;SG	
grèce	ελλάδα	grèce	ελλάδα	N;FEM;SG	PROPN;ACC;FEM;SG
grèce	greece	grèce	greece	N;FEM;SG	
grèce	ελλάς	grèce	ελλάς	N;FEM;SG	PROPN;NOM;FEM;SG
santa	σάντα	santa	σάντα	PROPN	
civile	πολίτης	civil	πολίτης	ADJ;FEM;SG	N;NOM;MASC;SG
essai	δοκιμές	essai	δοκιμή	N;MASC;SG	N;NOM;FEM;PL
décrit	περιγράφει	décrire	περιγράφω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
décrit	περιγράφεται	décrire	περιγράφω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
anglaise	greek	anglais	greek	ADJ;FEM;SG	
anglaise	αγγλικα	anglais	αγγλικός	ADJ;FEM;SG	ADV
anglaise	αγγλικά	anglais	αγγλικός	ADJ;FEM;SG	ADV
écosse	σκοτία	écosse	σκοτία	PROPN	N;ACC;FEM;SG
écosse	σκωτίας	écosse	σκωτία	PROPN	PROPN;GEN;FEM;SG
écosse	σκωτία	écosse	σκωτία	PROPN	PROPN;ACC;FEM;SG
albums	άλμπουμ	album	άλμπουμ	N;MASC;PL	N;MASC;SG
héros	ήρωες	héros	ήρωο	N;MASC;SG	N;NOM;MASC;PL
héros	ηρώων	héros	ηρώ	N;MASC;SG	N;GEN;MASC;PL
reprend	βιογραφικά	reprendre	βιογραφικός	V;IND;SG;3;PRS;FIN	ADV
permis	άδεια	permettre	άδεια	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
permis	άδεια	permettre	άδεια	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
permis	αδεια	permettre	αδεια	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
permis	δίπλωμα	permettre	δίπλωμα	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
permis	άδεια	permettre	άδεια	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
permis	άδειες	permettre	άδεια	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;PL
nantes	νάντη	nant	νάντης	PROPN	PROPN;NOM;FEM;SG
midi	μεσημέρι	midi	μεσημέρι	N;MASC;SG	ADV
midi	μεσημέρι	midi	μεσημέρι	N;MASC;SG	ADV
midi	midi	midi	midi	N;MASC;SG	
aura	αύρα	avoir	αύρα	V;IND;SG;3;FUT;FIN	N;NOM;FEM;SG
géographique	γεωγραφικά	géographique	γεωγραφικά	ADJ;MASC;SG	ADV
géographique	γεωγραφικά	géographique	γεωγραφικά	ADJ;MASC;SG	ADV
ciel	ουρανός	ciel	ουρανός	N;MASC;SG	ADJ;NOM;MASC;SG
ciel	s	ciel	s	N;MASC;SG	
ciel	σκάι	ciel	σκάι	N;MASC;SG	
anti	αντι	anti	αντι	N;MASC;SG	
occidentale	δυτικά	occidental	δυτικά	ADJ;FEM;SG	ADV
occidentale	γουέστ	occidental	γουέστ	ADJ;FEM;SG	
occidentale	δύση	occidental	δύση	ADJ;FEM;SG	N;ACC;FEM;SG
occidentale	δυτικά	occidental	δυτικά	ADJ;FEM;SG	ADV
occidentale	γουέστερν	occidental	γουέστερν	ADJ;FEM;SG	
occidentale	δυτικό	occidental	δυτικός	ADJ;FEM;SG	N;NOM;NEUT;SG
occidentale	western	occidental	western	ADJ;FEM;SG	
washington	ουάσιγκτον	washington	ουάσιγκτον	N;MASC;SG	
washington	washington	washington	washington	N;MASC;SG	
washington	ουάσινγκτον	washington	ουάσινγκτον	N;MASC;SG	
washington	γουάσινγκτον	washington	γουάσινγκτον	N;MASC;SG	
rurale	αγροτικές	rural	αγροτικός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
aéroport	αερολιμένας	aéroport	αερολιμένος	N;MASC;SG	ADJ;NOM;MASC;SG
king	βασιλεύς	king	βασιλής	PROPN	N;NOM;MASC;SG
king	βασιλιάς	king	βασιλιάς	PROPN	N;NOM;MASC;SG
king	κινγκ	king	κινγκ	PROPN	
king	βασιλιά	king	βασιλιάς	PROPN	N;ACC;MASC;SG
king	king	king	king	PROPN	
dictionnaire	dictionnaire	dictionnaire	dictionnaire	N;MASC;SG	
officielle	αξιωματούχος	officiel	αξιωματούχος	ADJ;FEM;SG	N;NOM;MASC;SG
futur	μέλλον	futur	μέλλον	ADJ;MASC;SG	N;NOM;NEUT;SG
futur	μελλον	futur	μελλον	ADJ;MASC;SG	N;NOM;NEUT;SG
objectif	γκολ	objectif	γκολ	N;MASC;SG	
objectif	target	objectif	target	N;MASC;SG	
cap	κέιπ	cap	κέιπ	N;MASC;SG	
cap	καπ	cap	καπ	N;MASC;SG	
ingénieur	μηχανικοί	ingénieur	μηχανικός	N;MASC;SG	ADJ;NOM;MASC;PL
ingénieur	μηχανικούς	ingénieur	μηχανικός	N;MASC;SG	ADJ;NOM;MASC;PL
ingénieur	μηχανικός	ingénieur	μηχανικός	N;MASC;SG	ADJ;NOM;MASC;SG
ingénieur	μηχανικό	ingénieur	μηχανικός	N;MASC;SG	ADJ;NOM;NEUT;SG
irlande	ιρλανδία	irlande	ιρλανδία	N;MASC;SG	PROPN;ACC;FEM;SG
irlande	ιρλανδια	irlande	ιρλανδια	N;MASC;SG	PROPN;NOM;FEM;SG
hongrie	ουγγαρία	hongrie	ουγγαρία	ADJ;FEM;SG	PROPN;ACC;FEM;SG
hongrie	ουγγαρίας	hongrie	ουγγαρία	ADJ;FEM;SG	PROPN;GEN;FEM;SG
peine	πέναλτι	peine	πέναλτι	N;FEM;SG	
britanniques	βρετανικό	britannique	βρετανικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
britanniques	βρετανός	britannique	βρετανός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
britanniques	βρετανική	britannique	βρετανικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
britanniques	βρετανικά	britannique	βρετανικά	ADJ;MASC;PL	ADV
importants	σημαντική	important	σημαντικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
importants	σημαντικο	important	σημαντικός	ADJ;MASC;PL	N;NOM;SG
importants	σημαντικό	important	σημαντικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
importants	σημαντικός	important	σημαντικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
yves	υβ	yve	υβ	PROPN	N
yves	stanley	yve	stanley	PROPN	
yves	στάνλεϋ	yve	στάνλω	PROPN	
yves	στάνλεϊ	yve	στάνλεϊ	PROPN	
chanteuse	σίνγκερ	chanteur	σίνγκερ	N;FEM;SG	
madrid	μαδρίτη	madrid	μαδρίτη	PROPN	PROPN;ACC;FEM;SG
madrid	μαδρίτης	madrid	μαδρίτης	PROPN	PROPN;GEN;FEM;SG
cordialement	εγκάρδια	cordialement	εγκάρδι	ADV	N;NOM;NEUT;PL
cordialement	ευχαριστούμε	cordialement	ευχαριστώ	ADV	V;IPFV;IND;PL;1;PRS;FIN;ACT
cordialement	ευχαριστίες	cordialement	ευχαριστία	ADV	N;NOM;FEM;PL
cordialement	ευχαριστω	cordialement	ευχαριστω	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
cordialement	ευχαριστώ	cordialement	ευχαριστώ	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
utilisés	χρησιμοποιήθηκε	utiliser	χρησιμοποιώ	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
utilisés	χρησιμοποιείται	utiliser	χρησιμοποιώ	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
utilisés	χρησιμοποιούνται	utiliser	χρησιμοποιώ	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
utilisés	χρησιμοποιούμενα	utiliser	χρησιμοποιούμενος	V;MASC;PL;PST;V.PTCP	ADV
utilisés	χρησιμοποιούμενες	utiliser	χρησιμοποιούμενος	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL
application	app	application	app	N;FEM;SG	
responsable	υπεύθυνοι	responsable	υπεύθυνος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
responsable	συντηρητής	responsable	συντηρητής	ADJ;MASC;SG	N;NOM;MASC;SG
japonaise	γιαπωνέζικα	japonais	γιαπωνέζικος	ADJ;FEM;SG	ADV
japonaise	ιαπωνικά	japonais	ιαπωνικά	ADJ;FEM;SG	ADV
japonaise	ιάπωνες	japonais	ιάπωνας	ADJ;FEM;SG	N;NOM;MASC;PL
japonaise	γιαπωνέζοι	japonais	γιαπωνώζος	ADJ;FEM;SG	N;NOM;MASC;PL
banque	τράπεζες	banque	τράπεζα	N;FEM;SG	N;NOM;FEM;PL
banque	τραπεζικός	banque	τραπεζικός	N;FEM;SG	ADJ;NOM;MASC;SG
banque	τραπεζικό	banque	τραπεζικός	N;FEM;SG	ADJ;NOM;NEUT;SG
banque	τραπεζικές	banque	τραπεζικός	N;FEM;SG	ADJ;NOM;FEM;PL
banque	τραπεζικά	banque	τραπεζικά	N;FEM;SG	ADV
banque	bank	banque	bank	N;FEM;SG	
décédé	αποθανών	décéder	αποθανός	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
danse	χόρεψε	danse	χορώ	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
danse	dance	danse	dance	N;FEM;SG	
genève	genève	genève	genève	ADJ;FEM;SG	
genève	γενεύη	genève	γενεύη	ADJ;FEM;SG	PROPN;ACC;FEM;SG
développé	αναπτύχθηκαν	développer	αναπτύσσω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
systèmes	sy	système	sy	N;MASC;PL	
remplacé	αντικαθίσταται	remplacer	αντικάθιστώ	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
remplacé	αντικαθίστανται	remplacer	αντικαθίσταμαι	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
fleuve	fleuve	fleuve	fleuve	N;MASC;SG	
fleuve	ρίβερ	fleuve	ρίβερ	N;MASC;SG	
critiques	κριτική	critique	κριτική	N;MASC;PL	N;ACC;FEM;SG
critiques	κρίσιμη	critique	κρίσιμος	N;MASC;PL	ADJ;NOM;FEM;SG
critiques	κρίσιμα	critique	κρίσιμα	N;MASC;PL	ADJ;NOM;NEUT;PL
critiques	κρίσιμο	critique	κρίσιμο	N;MASC;PL	ADJ;NOM;NEUT;SG
critiques	κρίσιμες	critique	κρίσιμος	N;MASC;PL	ADJ;NOM;FEM;PL
vraiment	αλήθεια	vraiment	αλήθεια	ADV	N;NOM;FEM;SG
argentine	αργεντινή	argentin	αργεντινή	ADJ;FEM;SG	PROPN;ACC;FEM;SG
salon	lounge	salon	lounge	N;MASC;SG	
die	πέθανε	der	πεθαίνω		V;PFV;IND;SG;3;PST;FIN;ACT
die	die	der	die		
die	πεθάνει	der	πεθαίνω		V;PFV;NFIN;ACT
jazz	τζαζ	jazz	τζαζ	N;MASC;SG	
caractéristiques	χαρακτηριστικά	caractéristique	χαρακτηριστικός	ADJ;FEM;PL	N;NOM;NEUT;PL
caractéristiques	χαρακτηριστικά	caractéristique	χαρακτηριστικός	ADJ;FEM;PL	N;NOM;NEUT;PL
trente	trento	trente	trento	NUM	
trente	thirty	trente	thirty	NUM	
julien	τζούλιαν	julien	τζούλιαν	PROPN	
julien	julian	julien	julian	PROPN	
chasse	hunt	chasse	hunt	N;FEM;SG	
chasse	χαντ	chasse	χαντ	N;FEM;SG	PROPN;NOM;MASC;SG
processus	διεργασίες	processus	διεργασία	N;MASC;SG	N;NOM;FEM;PL
gaz	αέρια	gaz	αέριος	N;MASC;SG	N;NOM;NEUT;PL
gaz	γκάζι	gaz	γκάζι	N;MASC;SG	PROPN;NOM;NEUT;SG
gaz	αέρια	gaz	αέριος	N;MASC;SG	N;NOM;NEUT;PL
orléans	ορλεάνη	orléan	ορλεάνω	N;MASC;SG	PROPN;NOM;FEM;SG
orléans	ορλεάνης	orléan	ορλεάνη	N;MASC;SG	PROPN;GEN;FEM;SG
catégories	κατηγορια	catégorie	κατηγορία	N;FEM;PL	N;NOM;FEM;SG
catégories	κατηγορία	catégorie	κατηγορία	N;FEM;PL	N;NOM;FEM;SG
mixte	μεικτή	mixte	μεικτός	ADJ;MASC;SG	PROPN;NOM;FEM;SG
mixte	μεικτό	mixte	μεικτός	ADJ;MASC;SG	N;NOM;NEUT;SG
mixte	μεικτά	mixte	μεικτός	ADJ;MASC;SG	ADV
mixte	μεικτές	mixte	μεικτός	ADJ;MASC;SG	N;NOM;FEM;PL
juan	juan	juan	juan	PROPN	
juan	χουάν	juan	χουάν	PROPN	
véritable	ρεάλ	véritable	ρεάλ	ADJ;MASC;SG	
véritable	αληθινά	véritable	αληθινός	ADJ;MASC;SG	ADV
véritable	αληθές	véritable	αληθή	ADJ;MASC;SG	N;NOM;NEUT;SG
véritable	αληθεια	véritable	αληθεια	ADJ;MASC;SG	N;NOM;FEM;SG
véritable	αλήθεια	véritable	αλήθεια	ADJ;MASC;SG	N;NOM;FEM;SG
lee	λι	lee	λι	PROPN	
lee	λη	lee	λος	PROPN	
rapide	γρήγορα	rapide	γρήγορα	ADJ;MASC;SG	ADV
rapide	γρήγορος	rapide	γρήγορος	ADJ;MASC;SG	N;NOM;MASC;SG
rapide	γρήγορο	rapide	γρήγορος	ADJ;MASC;SG	N;NOM;NEUT;SG
rapide	γρήγορα	rapide	γρήγορα	ADJ;MASC;SG	ADV
rapide	γρήγορος	rapide	γρήγορος	ADJ;MASC;SG	N;NOM;MASC;SG
agriculture	γεωργία	agriculture	γεωργία	N;FEM;SG	PROPN;ACC;FEM;SG
traduit	μεταφράζεται	traduire	μεταφράζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
léon	λεόν	léon	λεόν	N;MASC;SG	
léon	λεόν	léon	λεόν	N;MASC;SG	
léon	leon	léon	leon	N;MASC;SG	
léon	λέο	léon	λέος	N;MASC;SG	
léon	λίο	léon	λίο	N;MASC;SG	
léon	leo	léon	leo	N;MASC;SG	
naturelle	φυσικές	naturel	φυσικός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
nommée	ονόματι	nommer	ονόματι	V;FEM;SG;PST;V.PTCP	N;SG
mairie	mairie	mairie	mairie	N;FEM;SG	
jan	ιαν	jan	ιαν	N;MASC;SG	
jan	jan	jan	jan	N;MASC;SG	
jan	γιαν	jan	γιαν	N;MASC;SG	
jan	τζαν	jan	τζαν	N;MASC;SG	
sang	blood	sang	blood	N;MASC;SG	
jeanne	τζέιν	jeanne	τζέιν	N;FEM;SG	
jeanne	jane	jeanne	jane	N;FEM;SG	
jeanne	τζέην	jeanne	τζέην	N;FEM;SG	
jeanne	ιωάννα	jeanne	ιωάννα	N;FEM;SG	PROPN;NOM;FEM;SG
jeanne	ζαν	jeanne	ζαν	N;FEM;SG	PROPN;NOM;MASC;SG
yeux	μάτι	oeil	μάτι	N;MASC;PL	N;NOM;NEUT;SG
yeux	ματι	oeil	ματι	N;MASC;PL	N;NOM;NEUT;SG
yeux	οφθαλμός	oeil	οφθαλμός	N;MASC;PL	N;NOM;MASC;SG
yeux	eye	oeil	eye	N;MASC;PL	
all	ολα	all	όλος		ADV
all	όλοι	all	όλος		ADJ;NOM;MASC;PL
all	όλες	all	όλος		ADJ;NOM;FEM;PL
all	όλα	all	όλος		ADJ;NOM;NEUT;PL
moyens	σημαίνει	moyen	σημαίνω	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
reprise	βιογραφικό	reprendre	βιογραφικός	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
retraite	αποσύρθηκε	retraite	αποσύρω	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
ferroviaire	σιδηρόδρομος	ferroviaire	σιδηρόδρομος	ADJ;MASC;SG	N;NOM;MASC;SG
ferroviaire	σιδηροδρόμων	ferroviaire	σιδηρόδρομα	ADJ;MASC;SG	N;GEN;MASC;PL
ferroviaire	σιδηρόδρομος	ferroviaire	σιδηρόδρομος	ADJ;MASC;SG	N;NOM;MASC;SG
ferroviaire	σιδηροδρομικών	ferroviaire	σιδηροδρομικά	ADJ;MASC;SG	ADJ;GEN;FEM;PL
ferroviaire	σιδηρόδρομο	ferroviaire	σιδηρόδρομος	ADJ;MASC;SG	N;ACC;MASC;SG
antonio	αντόνιο	antonio	αντόνιο	PROPN	
antonio	antonio	antonio	antonio	PROPN	
emploi	δουλειές	emploi	δουλειή	N;MASC;SG	N;NOM;FEM;PL
emploi	εργασίες	emploi	εργασία	N;MASC;SG	N;NOM;FEM;PL
promotion	προαγωγές	promotion	προαγωγή	N;FEM;SG	N;NOM;FEM;PL
promotion	προωθήσεις	promotion	πρόωθηση	N;FEM;SG	N;NOM;FEM;PL
promotion	προσφορές	promotion	προσφορά	N;FEM;SG	N;NOM;FEM;PL
québécois	québécois	québécois	québécois	ADJ;MASC;SG	
québécois	κεμπέκ	québécois	κεμπέκ	ADJ;MASC;SG	PROPN;NOM;FEM;SG
quel	τι	quel	τι	DET;MASC;SG	PRO;NOM;NEUT;SG;3
importantes	σημαντική	important	σημαντικός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
importantes	σημαντικο	important	σημαντικός	ADJ;FEM;PL	N;NOM;SG
importantes	σημαντικό	important	σημαντικός	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
importantes	σημαντικός	important	σημαντικός	ADJ;FEM;PL	ADJ;NOM;MASC;SG
brun	καφέ	brun	καφένας	ADJ;MASC;SG	N;NOM;NEUT;SG
brun	brown	brun	brown	ADJ;MASC;SG	
brun	μπράουν	brun	μπράω	ADJ;MASC;SG	
originaire	καταγωγής	originaire	καταγωγή	ADJ;MASC;SG	N;GEN;FEM;SG
faite	φτιαγμένα	faire	φτιαγμένα	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL
faite	κάνει	faire	κάνω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
